RefID,Accession,NS3,NS5A,NS5B,StructuredComment,source_PCR_primers,source_bio_material,source_cell_line,source_cell_type,source_clone,source_clone_lib,source_collected_by,source_collection_date,source_db_xref,source_geo_loc_name,source_haplotype,source_host,source_identified_by,source_isolate,source_isolation_source,source_lab_host,source_lat_lon,source_map,source_mol_type,source_note,source_organism,source_pop_variant,source_proviral,source_rearranged,source_segment,source_serotype,source_strain,source_sub_species,source_sub_strain,source_tissue_lib,source_tissue_type,source_variety
1291,AB523321,,,yes,,,,,,,,,2007,taxon:413255,Viet Nam: Hai Phong,,Homo sapiens,,HPA373,plasma,,,,genomic RNA,,Hepatitis C virus subtype 6e,,,,,,,,,,,
1291,AB523322,,,yes,,,,,,,,,2007,taxon:31649,Viet Nam: Hai Phong,,Homo sapiens,,HPA375,plasma,,,,genomic RNA,,Hepatitis C virus subtype 2a,,,,,,,,,,,
1291,AB523323,,,yes,,,,,,,,,2007,taxon:42791,Viet Nam: Hai Phong,,Homo sapiens,,HPA378,plasma,,,,genomic RNA,,Hepatitis C virus subtype 3b,,,,,,,,,,,
1291,AB523324,,,yes,,,,,,,,,2007,taxon:31647,Viet Nam: Hai Phong,,Homo sapiens,,HPA380,plasma,,,,genomic RNA,,Hepatitis C virus subtype 1b,,,,,,,,,,,
1291,AB523326,,,yes,,,,,,,,,2007,taxon:413255,Viet Nam: Hai Phong,,Homo sapiens,,HPA388,plasma,,,,genomic RNA,,Hepatitis C virus subtype 6e,,,,,,,,,,,
1291,AB523330,,,yes,,,,,,,,,2007,taxon:413255,Viet Nam: Hai Phong,,Homo sapiens,,HPA396,plasma,,,,genomic RNA,,Hepatitis C virus subtype 6e,,,,,,,,,,,
1291,AB523331,,,yes,,,,,,,,,2007,taxon:31647,Viet Nam: Hai Phong,,Homo sapiens,,HPA397,plasma,,,,genomic RNA,,Hepatitis C virus subtype 1b,,,,,,,,,,,
1291,AB523332,,,yes,,,,,,,,,2007,taxon:356467,Viet Nam: Hai Phong,,Homo sapiens,,HPA398,plasma,,,,genomic RNA,,Hepatitis C virus subtype 6h,,,,,,,,,,,
1291,AB523333,,,yes,,,,,,,,,2007,taxon:31655,Viet Nam: Hai Phong,,Homo sapiens,,HPA399,plasma,,,,genomic RNA,,Hepatitis C virus subtype 6a,,,,,,,,,,,
1291,AB523334,,,yes,,,,,,,,,2007,taxon:31655,Viet Nam: Hai Phong,,Homo sapiens,,HPA401,plasma,,,,genomic RNA,,Hepatitis C virus subtype 6a,,,,,,,,,,,
1291,AB523337,,,yes,,,,,,,,,2007,taxon:31647,Viet Nam: Hai Phong,,Homo sapiens,,HPA404,plasma,,,,genomic RNA,,Hepatitis C virus subtype 1b,,,,,,,,,,,
1291,AB523339,,,yes,,,,,,,,,2007,taxon:413255,Viet Nam: Hai Phong,,Homo sapiens,,HPA406,plasma,,,,genomic RNA,,Hepatitis C virus subtype 6e,,,,,,,,,,,
1291,AB523340,,,yes,,,,,,,,,2007,taxon:31647,Viet Nam: Hai Phong,,Homo sapiens,,HPA410,plasma,,,,genomic RNA,,Hepatitis C virus subtype 1b,,,,,,,,,,,
1291,AB523341,,,yes,,,,,,,,,2007,taxon:31655,Viet Nam: Hai Phong,,Homo sapiens,,HPA415,plasma,,,,genomic RNA,,Hepatitis C virus subtype 6a,,,,,,,,,,,
1291,AB523343,,,yes,,,,,,,,,2007,taxon:31647,Viet Nam: Hai Phong,,Homo sapiens,,HPA420,plasma,,,,genomic RNA,,Hepatitis C virus subtype 1b,,,,,,,,,,,
1291,AB523344,,,yes,,,,,,,,,2007,taxon:31655,Viet Nam: Hai Phong,,Homo sapiens,,HPA421,plasma,,,,genomic RNA,,Hepatitis C virus subtype 6a,,,,,,,,,,,
1291,AB523345,,,yes,,,,,,,,,2007,taxon:413255,Viet Nam: Hai Phong,,Homo sapiens,,HPA422,plasma,,,,genomic RNA,,Hepatitis C virus subtype 6e,,,,,,,,,,,
1291,AB523346,,,yes,,,,,,,,,2007,taxon:413255,Viet Nam: Hai Phong,,Homo sapiens,,HPA423,plasma,,,,genomic RNA,,Hepatitis C virus subtype 6e,,,,,,,,,,,
1291,AB523347,,,yes,,,,,,,,,2007,taxon:31647,Viet Nam: Hai Phong,,Homo sapiens,,HPA427,plasma,,,,genomic RNA,,Hepatitis C virus subtype 1b,,,,,,,,,,,
1291,AB523348,,,yes,,,,,,,,,2007,taxon:31647,Viet Nam: Hai Phong,,Homo sapiens,,HPA434,plasma,,,,genomic RNA,,Hepatitis C virus subtype 1b,,,,,,,,,,,
1291,AB523349,,,yes,,,,,,,,,2007,taxon:356426,Viet Nam: Hai Phong,,Homo sapiens,,HPA435,plasma,,,,genomic RNA,,Hepatitis C virus subtype 3a,,,,,,,,,,,
1291,AB523351,,,yes,,,,,,,,,2007,taxon:31647,Viet Nam: Hai Phong,,Homo sapiens,,HPA454,plasma,,,,genomic RNA,,Hepatitis C virus subtype 1b,,,,,,,,,,,
1291,AB523352,,,yes,,,,,,,,,2007,taxon:42791,Viet Nam: Hai Phong,,Homo sapiens,,HPA457,plasma,,,,genomic RNA,,Hepatitis C virus subtype 3b,,,,,,,,,,,
1291,AB523353,,,yes,,,,,,,,,2007,taxon:31647,Viet Nam: Hai Phong,,Homo sapiens,,HPA458,plasma,,,,genomic RNA,,Hepatitis C virus subtype 1b,,,,,,,,,,,
1291,AB523354,,,yes,,,,,,,,,2007,taxon:31647,Viet Nam: Hai Phong,,Homo sapiens,,HPA475,plasma,,,,genomic RNA,,Hepatitis C virus subtype 1b,,,,,,,,,,,
1291,AB523357,,,yes,,,,,,,,,2007,taxon:356426,Viet Nam: Hai Phong,,Homo sapiens,,HPA491,plasma,,,,genomic RNA,,Hepatitis C virus subtype 3a,,,,,,,,,,,
1292,AJ880694,,,yes,,,,,,,,,,taxon:3052230,Spain:Alacant,,Homo sapiens,,patient A01 (time 0),serum,,,,genomic RNA,genotype: 5a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880695,,,yes,,,,,,,,,,taxon:3052230,Spain:Alacant,,Homo sapiens,,patient A03 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880696,,,yes,,,,,,,,,,taxon:3052230,Spain:Alacant,,Homo sapiens,,patient A06 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880697,,,yes,,,,,,,,,,taxon:3052230,Spain:Alacant,,Homo sapiens,,patient A09 (time 0),serum,,,,genomic RNA,genotype: 1a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880698,,,yes,,,,,,,,,,taxon:3052230,Spain:Alacant,,Homo sapiens,,patient A14 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880699,,,yes,,,,,,,,,,taxon:3052230,Spain:Alacant,,Homo sapiens,,patient A16 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880700,,,yes,,,,,,,,,,taxon:3052230,Spain:Alacant,,Homo sapiens,,patient A17 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880701,,,yes,,,,,,,,,,taxon:3052230,Spain:Alacant,,Homo sapiens,,patient A20 (time 0),serum,,,,genomic RNA,genotype: 1a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880702,,,yes,,,,,,,,,,taxon:3052230,Spain:Alacant,,Homo sapiens,,patient A21 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880703,,,yes,,,,,,,,,,taxon:3052230,Spain:Alacant,,Homo sapiens,,patient A25 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880704,,,yes,,,,,,,,,,taxon:3052230,Spain:(Alacant),,Homo sapiens,,patient A26 (time 0),serum,,,,genomic RNA,genotype: 1a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880705,,,yes,,,,,,,,,,taxon:3052230,Spain:(Alacant),,Homo sapiens,,patient A28 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880706,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C02 (time 0),serum,,,,genomic RNA,genotype: 1a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880707,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C03 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880708,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C04 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880709,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C05 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880710,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C05 (time 1),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880711,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C08 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880712,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C09 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880713,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C10 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880714,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C11 (time 0),serum,,,,genomic RNA,genotype: 1a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880715,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C12 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880716,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C13 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880717,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C15 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880718,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C16 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880719,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C17 (time 0),serum,,,,genomic RNA,genotype: 1a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880720,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C18 (time 0),serum,,,,genomic RNA,genotype: 1a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880721,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C19 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880722,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C21 (time 0),serum,,,,genomic RNA,genotype: 1a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880723,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C23 (time 0),serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880724,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C24 (time 0),serum,,,,genomic RNA,genotype 1a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880725,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C25 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880726,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C26 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880727,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C27 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880728,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C29 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880729,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C30 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880730,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C32 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880731,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C34 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880732,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C35 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880733,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C36 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880734,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient C37 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880735,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient G17 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880736,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient G18 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880737,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient G19 (time 0),serum,,,,genomic RNA,genotype 1a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880738,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient G21 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880739,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient G22 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880740,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient G25 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880741,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient G26 (time 0),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880742,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient G26 (time 1),serum,,,,genomic RNA,genotype 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880743,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient IC-23 (time 0),serum,,,,genomic RNA,genotype 3a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880744,,,yes,,,,,,,,,,taxon:3052230,Spain:Valencia,,Homo sapiens,,patient TOH-11,serum,,,,genomic RNA,genotype: 3a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880745,,,yes,,,,,,,,,,taxon:3052230,Spain:Vinaros,,Homo sapiens,,patient 29584,serum,,,,genomic RNA,genotype: 3a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880746,,,yes,,,,,,,,,,taxon:3052230,Spain:Vinaros,,Homo sapiens,,patient 29590,serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880747,,,yes,,,,,,,,,,taxon:3052230,Spain:Vinaros,,Homo sapiens,,patient 29591,serum,,,,genomic RNA,genotype: 5a,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880748,,,yes,,,,,,,,,,taxon:3052230,Spain:Vinaros,,Homo sapiens,,patient 29592,serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880749,,,yes,,,,,,,,,,taxon:3052230,Spain:Vinaros,,Homo sapiens,,patient 37736,serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880750,,,yes,,,,,,,,,,taxon:3052230,Spain:Vinaros,,Homo sapiens,,patient 37737,serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880751,,,yes,,,,,,,,,,taxon:3052230,Spain:Vinaros,,Homo sapiens,,patient 37738,serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880752,,,yes,,,,,,,,,,taxon:3052230,Spain:Vinaros,,Homo sapiens,,patient 37739,serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880753,,,yes,,,,,,,,,,taxon:3052230,Spain:Vinaros,,Homo sapiens,,patient 37740,serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880754,,,yes,,,,,,,,,,taxon:3052230,Spain:Vinaros,,Homo sapiens,,patient 37741,serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880755,,,yes,,,,,,,,,,taxon:3052230,Spain:Vinaros,,Homo sapiens,,patient 37742,serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880756,,,yes,,,,,,,,,,taxon:3052230,Spain:Vinaros,,Homo sapiens,,patient 37743,serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1292,AJ880757,,,yes,,,,,,,,,,taxon:3052230,Spain:Vinaros,,Homo sapiens,,patient 53876,serum,,,,genomic RNA,genotype: 3a,Hepacivirus hominis,,,,,,,,,,,
1293,AY265420,,,yes,,,,,,,,,,taxon:3052230,Cameroon,,,,,,,,,genomic RNA,,Hepacivirus hominis,,,,,,A07010128C,,,,,
1293,AY265421,,,yes,,,,,,,,,,taxon:3052230,Cameroon,,,,,,,,,genomic RNA,,Hepacivirus hominis,,,,,,A13150125C,,,,,
1293,AY265422,,,yes,,,,,,,,,,taxon:3052230,Cameroon,,,,,,,,,genomic RNA,,Hepacivirus hominis,,,,,,A13160124C,,,,,
1293,AY265423,,,yes,,,,,,,,,,taxon:3052230,Cameroon,,,,,,,,,genomic RNA,,Hepacivirus hominis,,,,,,A02200140C,,,,,
1293,AY265424,,,yes,,,,,,,,,,taxon:3052230,Cameroon,,,,,,,,,genomic RNA,,Hepacivirus hominis,,,,,,A02210237C,,,,,
1293,AY265425,,,yes,,,,,,,,,,taxon:3052230,Cameroon,,,,,,,,,genomic RNA,,Hepacivirus hominis,,,,,,A02240258C,,,,,
1293,AY265426,,,yes,,,,,,,,,,taxon:3052230,Cameroon,,,,,,,,,genomic RNA,,Hepacivirus hominis,,,,,,A07030139C,,,,,
1293,AY265427,,,yes,,,,,,,,,,taxon:3052230,Cameroon,,,,,,,,,genomic RNA,,Hepacivirus hominis,,,,,,A07110114C,,,,,
1293,AY265428,,,yes,,,,,,,,,,taxon:3052230,Cameroon,,,,,,,,,genomic RNA,,Hepacivirus hominis,,,,,,A07300246C,,,,,
1293,AY265429,,,yes,,,,,,,,,,taxon:3052230,Cameroon,,,,,,,,,genomic RNA,,Hepacivirus hominis,,,,,,A07321152C,,,,,
1293,AY265430,,,yes,,,,,,,,,,taxon:3052230,Cameroon,,,,,,,,,genomic RNA,,Hepacivirus hominis,,,,,,A13020210C,,,,,
1294,DQ345613,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-O22524,human serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345614,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-O22640,human serum,,,,genomic RNA,genotype: 2b,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345615,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-G20019,human serum,,,,genomic RNA,genotype: 2b,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345616,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-O22556,human serum,,,,genomic RNA,genotype: 2b,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345617,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-G20199,human serum,,,,genomic RNA,genotype: 2,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345618,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-O22557,human serum,,,,genomic RNA,genotype: 2b,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345619,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-R08582,human serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345620,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-G20250,human serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345621,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-O22698,human serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345622,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-G20232,human serum,,,,genomic RNA,genotype: 2k,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345623,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-R09471,human serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345624,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-G19649,human serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345625,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-R09292,human serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345626,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-R09406,human serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345627,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-R08975,human serum,,,,genomic RNA,genotype: 1b,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345628,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-R08903,human serum,,,,genomic RNA,genotype: 2b,Hepacivirus hominis,,,,,,,,,,,
1294,DQ345629,,,yes,,,,,,,,,2004,taxon:3052230,Madagascar: Antananarivo,,,,MAD-G20206,human serum,,,,genomic RNA,genotype: 2b,Hepacivirus hominis,,,,,,,,,,,
1295,AB444477,,,yes,,,,,,,,,,taxon:2847144,Pakistan,,,,HCC28,,,,,genomic RNA,HCC,hepatitis C virus genotype 1a,,,,,,,,,,,
1296,JN572940,,,yes,,,,,,,,,07-Dec-2009,taxon:3052230,China,,Homo sapiens,,GD07997,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 6a,Hepacivirus hominis,,,,,,,,,,,
1296,JN572941,,,yes,,,,,,,,,25-Mar-2009,taxon:3052230,China,,Homo sapiens,,GD05784,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 1b,Hepacivirus hominis,,,,,,,,,,,
1296,JN572942,,,yes,,,,,,,,,15-Jul-2009,taxon:3052230,China,,Homo sapiens,,GD06905,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 1b,Hepacivirus hominis,,,,,,,,,,,
1296,JN572943,,,yes,,,,,,,,,27-Apr-2009,taxon:3052230,China,,Homo sapiens,,GD05972,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 1b,Hepacivirus hominis,,,,,,,,,,,
1296,JN572944,,,yes,,,,,,,,,23-Nov-2009,taxon:3052230,China,,Homo sapiens,,GD06517,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 1b,Hepacivirus hominis,,,,,,,,,,,
1296,JN572945,,,yes,,,,,,,,,15-Apr-2009,taxon:3052230,China,,Homo sapiens,,GD05905,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 1b,Hepacivirus hominis,,,,,,,,,,,
1296,JN572946,,,yes,,,,,,,,,10-Dec-2009,taxon:3052230,China,,Homo sapiens,,GD08060,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 1b,Hepacivirus hominis,,,,,,,,,,,
1296,JN572947,,,yes,,,,,,,,,12-Oct-2009,taxon:3052230,China,,Homo sapiens,,GD05883,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 1b,Hepacivirus hominis,,,,,,,,,,,
1296,JN572948,,,yes,,,,,,,,,25-Aug-2009,taxon:3052230,China,,Homo sapiens,,GD07249,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 1b,Hepacivirus hominis,,,,,,,,,,,
1296,JN572949,,,yes,,,,,,,,,24-Sep-2009,taxon:3052230,China,,Homo sapiens,,GD06850,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 1b,Hepacivirus hominis,,,,,,,,,,,
1296,JN572950,,,yes,,,,,,,,,03-Aug-2009,taxon:3052230,China,,Homo sapiens,,GD07111,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 6a,Hepacivirus hominis,,,,,,,,,,,
1296,JN572951,,,yes,,,,,,,,,23-Oct-2009,taxon:3052230,China,,Homo sapiens,,GD07751,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 1b,Hepacivirus hominis,,,,,,,,,,,
1296,JN572952,,,yes,,,,,,,,,14-Aug-2009,taxon:3052230,China,,Homo sapiens,,GD07161,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 1b,Hepacivirus hominis,,,,,,,,,,,
1296,JN572953,,,yes,,,,,,,,,27-May-2009,taxon:3052230,China,,Homo sapiens,,GD07778,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 2a,Hepacivirus hominis,,,,,,,,,,,
1296,JN572954,,,yes,,,,,,,,,24-Sep-2009,taxon:3052230,China,,Homo sapiens,,GD06844,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 1b,Hepacivirus hominis,,,,,,,,,,,
1296,JN572955,,,yes,,,,,,,,,01-Dec-2009,taxon:3052230,China,,Homo sapiens,,GD07944,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 1b,Hepacivirus hominis,,,,,,,,,,,
1296,JN572956,,,yes,,,,,,,,,23-Mar-2009,taxon:3052230,China,,Homo sapiens,,GD07314,serum of chronic hepatitis C patient,,,,genomic RNA,subtype: 1b,Hepacivirus hominis,,,,,,,,,,,
