name,virus,subtype,bootstrap support
MW205383|geneNS5A|query10-648|h77_aa9-221|extracted_nt639|aligned_aa213|pident79.812,HCV,4o,100.0
MK256012|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256020|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK255931|geneNS5A|query1-339|h77_aa1-113|extracted_nt339|aligned_aa113|pident72.566,HCV,3b,100.0
MK256019|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256021|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256014|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256017|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256022|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256023|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256024|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256029|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256011|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256032|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident64.151,HCV,2a,100.0
MK256035|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256028|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256036|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256027|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256031|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256038|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256026|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256033|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident64.151,HCV,2a,100.0
MK256039|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident65.714,HCV,2a,100.0
MK256037|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident66.667,HCV,2a,100.0
MK256040|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256030|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256041|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256043|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256034|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256045|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256042|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident65.714,HCV,2a,100.0
MK256046|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256044|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256049|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256051|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident66.667,HCV,2a,100.0
MK256050|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256054|geneNS5A|query7-318|h77_aa3-106|extracted_nt312|aligned_aa104|pident65.385,HCV,2a,100.0
MK256053|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident64.151,HCV,2a,100.0
MK256048|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK255965|geneNS5A|query7-330|h77_aa3-110|extracted_nt324|aligned_aa108|pident73.148,HCV,6a,100.0
MK256056|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256060|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256061|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256047|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK255971|geneNS5A|query7-330|h77_aa3-110|extracted_nt324|aligned_aa108|pident75.000,HCV,6a,100.0
MK256062|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256063|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256059|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256065|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256064|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256055|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256068|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256069|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256025|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256067|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256071|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident65.714,HCV,2a,100.0
MK256072|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256066|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256075|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256070|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256073|geneNS5A|query1-315|h77_aa1-105|extracted_nt315|aligned_aa105|pident66.667,HCV,2a,100.0
MK256080|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident66.667,HCV,2a,100.0
MK256078|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256082|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256079|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256077|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256083|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256085|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256081|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256074|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256088|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256089|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256076|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256090|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident68.868,HCV,2a,100.0
MK256091|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256086|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident68.868,HCV,2a,100.0
MK256087|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident68.571,HCV,2a,100.0
MK256094|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256093|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256097|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256098|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256095|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256101|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256058|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256100|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256096|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256104|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256103|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256106|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256057|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256102|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256052|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident63.810,HCV,2a,100.0
MK256110|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256109|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256111|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256113|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256099|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256112|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256108|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256114|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256116|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256119|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256115|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256117|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256118|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256121|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256122|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256120|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256125|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256126|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident64.151,HCV,2a,100.0
MK256124|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256128|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256123|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident64.762,HCV,2a,100.0
MK256135|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256130|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256136|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256137|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident65.714,HCV,2a,100.0
MK256138|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256129|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256084|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256133|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256132|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256131|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident64.762,HCV,2a,100.0
MK256105|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256142|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,96.0
MK256140|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident64.151,HCV,2a,100.0
MK256143|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256141|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256144|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256107|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256147|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256151|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256145|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256148|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256150|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident64.151,HCV,2a,100.0
MK256152|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256149|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256139|geneNS5A|query7-318|h77_aa3-106|extracted_nt312|aligned_aa104|pident67.308,HCV,2a,100.0
MK256155|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256154|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256146|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident65.714,HCV,2a,100.0
MK256156|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256158|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256162|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident64.151,HCV,2a,100.0
MK256161|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256092|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256165|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256157|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256159|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256160|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256168|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256163|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256166|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256167|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident64.151,HCV,2a,100.0
MK256164|geneNS5A|query7-318|h77_aa3-106|extracted_nt312|aligned_aa104|pident65.385,HCV,2a,100.0
MK256170|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256171|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256173|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256178|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256177|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256153|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256180|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident64.151,HCV,2a,100.0
MK256179|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident65.714,HCV,2a,100.0
MK256175|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,99.0
MK256127|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256184|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256185|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256181|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.038,HCV,2a,100.0
MK256182|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident65.714,HCV,2a,100.0
MK256186|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256183|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident69.524,HCV,2a,100.0
MK256188|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256187|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK256192|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident65.714,HCV,2a,100.0
MK256189|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident63.810,HCV,2a,100.0
MK256190|geneNS5A|query4-318|h77_aa2-106|extracted_nt315|aligned_aa105|pident64.762,HCV,2a,100.0
MK256134|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256193|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256196|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256198|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK256169|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident66.981,HCV,2a,100.0
MK256200|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident67.925,HCV,2a,100.0
MK327981|geneNS5A|query6111-7472|h77_aa1-448|extracted_nt1362|aligned_aa458|pident72.052,HCV,1l,66.0
MK256176|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident65.094,HCV,2a,100.0
MK327984|geneNS5A|query6288-7646|h77_aa3-448|extracted_nt1359|aligned_aa458|pident68.996,HCV,6w,52.0
MK327992|geneNS5A|query6271-7626|h77_aa4-448|extracted_nt1356|aligned_aa454|pident68.722,HCV,6g,60.0
MK328005|geneNS5A|query6264-7619|h77_aa4-448|extracted_nt1356|aligned_aa454|pident68.943,HCV,6w,91.0
MK328011|geneNS5A|query6485-6829|h77_aa80-194|extracted_nt345|aligned_aa115|pident60.870,HCV,6a,23.0
MK328000|geneNS5A|query6257-7621|h77_aa1-448|extracted_nt1365|aligned_aa457|pident67.396,HCV,6g,99.0
MK328001|geneNS5A|query6220-7566|h77_aa3-448|extracted_nt1347|aligned_aa454|pident70.264,HCV,1b,71.0
MK327999|geneNS5A|query6032-7396|h77_aa1-448|extracted_nt1365|aligned_aa458|pident69.214,HCV,1b,32.0
MK328009|geneNS5A|query6244-7608|h77_aa1-448|extracted_nt1365|aligned_aa461|pident70.933,HCV,6w,67.0
MK328022|geneNS5A|query6253-7590|h77_aa1-437|extracted_nt1338|aligned_aa446|pident69.058,HCV,6g,93.0
MK328021|geneNS5A|query6274-7620|h77_aa3-448|extracted_nt1347|aligned_aa452|pident69.912,HCV,3a,65.0
MK328018|geneNS5A|query6243-7610|h77_aa1-448|extracted_nt1368|aligned_aa457|pident69.803,HCV,6w,73.0
MK473289|geneNS5A|query1107-2450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
MK473281|geneNS5A|query1107-2450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.750,HCV,1a,100.0
MK527335|geneNS5A|query3-221|h77_aa26-98|extracted_nt219|aligned_aa73|pident78.082,HCV,1b,100.0
MK527331|geneNS5A|query3-224|h77_aa25-98|extracted_nt222|aligned_aa74|pident81.081,HCV,1b,100.0
MK473302|geneNS5A|query1101-2444|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
MK527337|geneNS5A|query3-221|h77_aa26-98|extracted_nt219|aligned_aa73|pident80.822,HCV,1b,100.0
MK527343|geneNS5A|query1-222|h77_aa25-98|extracted_nt222|aligned_aa74|pident78.378,HCV,1b,100.0
MK473283|geneNS5A|query1107-2450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
MK527350|geneNS5A|query3-224|h77_aa25-98|extracted_nt222|aligned_aa74|pident78.378,HCV,1b,100.0
MK527345|geneNS5A|query1-222|h77_aa25-98|extracted_nt222|aligned_aa74|pident78.378,HCV,1b,100.0
MK473306|geneNS5A|query1103-2446|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
MK527358|geneNS5A|query124-399|h77_aa1-92|extracted_nt276|aligned_aa92|pident79.348,HCV,1b,100.0
MK473307|geneNS5A|query1103-2446|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
MK473311|geneNS5A|query1106-2449|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
MK527361|geneNS5A|query123-554|h77_aa1-144|extracted_nt432|aligned_aa144|pident79.167,HCV,1b,100.0
MK527366|geneNS5A|query124-759|h77_aa1-212|extracted_nt636|aligned_aa212|pident80.660,HCV,1b,100.0
MK527363|geneNS5A|query124-786|h77_aa1-221|extracted_nt663|aligned_aa221|pident81.448,HCV,1b,100.0
MK527374|geneNS5A|query122-784|h77_aa1-221|extracted_nt663|aligned_aa221|pident80.090,HCV,1b,100.0
MK527369|geneNS5A|query122-784|h77_aa1-221|extracted_nt663|aligned_aa221|pident80.543,HCV,1b,100.0
MK527340|geneNS5A|query3-224|h77_aa25-98|extracted_nt222|aligned_aa74|pident77.027,HCV,1b,100.0
MK527377|geneNS5A|query121-783|h77_aa1-221|extracted_nt663|aligned_aa221|pident80.090,HCV,1b,100.0
MK527389|geneNS5A|query124-786|h77_aa1-221|extracted_nt663|aligned_aa221|pident82.353,HCV,1b,100.0
MK527372|geneNS5A|query124-786|h77_aa1-221|extracted_nt663|aligned_aa221|pident81.448,HCV,1b,100.0
MK527321|geneNS5A|query1-1248|h77_aa1-416|extracted_nt1248|aligned_aa416|pident79.087,HCV,1b,100.0
MK473290|geneNS5A|query1107-2450|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
MK527410|geneNS5A|query125-787|h77_aa1-221|extracted_nt663|aligned_aa221|pident82.353,HCV,1b,100.0
MK527404|geneNS5A|query121-783|h77_aa1-221|extracted_nt663|aligned_aa221|pident81.900,HCV,1b,100.0
MK527407|geneNS5A|query120-782|h77_aa1-221|extracted_nt663|aligned_aa221|pident81.900,HCV,1b,100.0
MK527427|geneNS5A|query116-748|h77_aa1-211|extracted_nt633|aligned_aa211|pident81.517,HCV,1b,100.0
MK527413|geneNS5A|query125-787|h77_aa1-221|extracted_nt663|aligned_aa221|pident82.353,HCV,1b,100.0
MK473312|geneNS5A|query1102-2445|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.527,HCV,1a,100.0
MK527416|geneNS5A|query122-784|h77_aa1-221|extracted_nt663|aligned_aa221|pident82.353,HCV,1b,100.0
MK527421|geneNS5A|query123-785|h77_aa1-221|extracted_nt663|aligned_aa221|pident79.638,HCV,1b,100.0
MK527430|geneNS5A|query124-666|h77_aa1-181|extracted_nt543|aligned_aa181|pident79.558,HCV,1b,100.0
MK527380|geneNS5A|query120-782|h77_aa1-221|extracted_nt663|aligned_aa221|pident81.900,HCV,1b,100.0
MK527455|geneNS5A|query3-224|h77_aa25-98|extracted_nt222|aligned_aa74|pident79.730,HCV,1b,100.0
MK527438|geneNS5A|query124-786|h77_aa1-221|extracted_nt663|aligned_aa221|pident81.900,HCV,1b,100.0
MK527383|geneNS5A|query125-787|h77_aa1-221|extracted_nt663|aligned_aa221|pident81.448,HCV,1b,100.0
MK527444|geneNS5A|query124-786|h77_aa1-221|extracted_nt663|aligned_aa221|pident81.448,HCV,1b,100.0
MK527452|geneNS5A|query124-684|h77_aa1-187|extracted_nt561|aligned_aa187|pident79.679,HCV,1b,100.0
