Accession,CometFullSeqSubtype,CometPerGeneSubtype,FullSeqSubtype,PerGeneSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
MN208543,1A,1A,1E,1E,,4,GenBank,2,1A;1E,AvailableCallsDisagree
MN208545,1A,1A,1G,1G,,4,GenBank,2,1A;1G,AvailableCallsDisagree
MN208590,1B,1L,1O,1O,,4,GenBank,3,1B;1L;1O,AvailableCallsDisagree
MN208591,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
MN208592,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
MN208593,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
MN208594,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
MN208595,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
MN208596,1C,1C,1D,1D,,4,GenBank,2,1C;1D,AvailableCallsDisagree
MN208597,1C,1C,1D,1D,,4,GenBank,2,1C;1D,AvailableCallsDisagree
MN208600,1A,1A,1G,1G,,4,GenBank,2,1A;1G,AvailableCallsDisagree
MN208601,1B,1B,1L,1L,,4,GenBank,2,1B;1L,AvailableCallsDisagree
MN208602,1A,1A,1O,1O,,4,GenBank,2,1A;1O,AvailableCallsDisagree
MN208603,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208604,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208605,2B,2B,2U,2U,,4,GenBank,2,2B;2U,AvailableCallsDisagree
MN208606,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208607,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
MN208608,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208609,2B,2B,2U,2U,,4,GenBank,2,2B;2U,AvailableCallsDisagree
MN208610,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208611,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
MN208612,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
MN208613,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208614,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208615,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208616,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
MN208617,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208618,2Q,2A,2U,2U,,4,GenBank,3,2A;2Q;2U,AvailableCallsDisagree
MN208619,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
MN208620,2J,2Q,2U,2U,,4,GenBank,3,2J;2Q;2U,AvailableCallsDisagree
MN208621,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208622,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208623,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
MN208624,2M,2B,2U,2U,,4,GenBank,3,2B;2M;2U,AvailableCallsDisagree
MN208626,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208627,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
MN208628,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
MN208629,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208631,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208632,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208633,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
MN208634,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208635,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208636,2B,2B,2U,2U,,4,GenBank,2,2B;2U,AvailableCallsDisagree
MN208637,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208638,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
MN208639,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
MN208640,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
MN208641,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208642,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208643,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208644,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
MN208645,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208646,2J,2M,2U,2U,,4,GenBank,3,2J;2M;2U,AvailableCallsDisagree
MN208647,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
MN208648,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
MN208649,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
MN208650,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
MN208651,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208652,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208653,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208654,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
MN208655,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208656,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208657,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208658,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208659,2J,2A,2U,2U,,4,GenBank,3,2A;2J;2U,AvailableCallsDisagree
MN208660,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208661,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208662,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208663,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208664,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208665,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208666,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208667,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
MN208668,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
MN208669,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208670,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
MN208671,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208672,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208673,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208674,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208675,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208676,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208677,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208678,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208679,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208680,2B,2B,2U,2U,,4,GenBank,2,2B;2U,AvailableCallsDisagree
MN208681,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
MN208682,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
MN208683,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MN208686,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
MN208773,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
MN208785,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
MN208789,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
MN208790,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
MN208791,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
MN208792,4F,4F,4P,4P,,4,GenBank,2,4F;4P,AvailableCallsDisagree
MN208793,4M,4M,4P,4P,,4,GenBank,2,4M;4P,AvailableCallsDisagree
MN208794,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
MN208795,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
MN208796,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
MN208797,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
MN208798,4L,4L,4T,4T,,4,GenBank,2,4L;4T,AvailableCallsDisagree
MN208805,4L,4L,4T,4T,,4,GenBank,2,4L;4T,AvailableCallsDisagree
MN208806,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
MN208807,4V,4V,4C,4C,,4,GenBank,2,4C;4V,AvailableCallsDisagree
MN208808,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
MN208809,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
MN208810,4V,4F,4C,4C,,4,GenBank,3,4C;4F;4V,AvailableCallsDisagree
MN208811,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
MN208813,4N,4N,4L,4L,,4,GenBank,2,4L;4N,AvailableCallsDisagree
MN208816,4D,4D,4L,4L,,4,GenBank,2,4D;4L,AvailableCallsDisagree
MN208817,4A,4A,4M,4M,,4,GenBank,2,4A;4M,AvailableCallsDisagree
MN208818,4A,4A,4L,4L,,4,GenBank,2,4A;4L,AvailableCallsDisagree
MN208819,4V,4V,4M,4M,,4,GenBank,2,4M;4V,AvailableCallsDisagree
MN208820,4A,4A,4O,4O,,4,GenBank,2,4A;4O,AvailableCallsDisagree
MN208821,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
MN208822,4V,4K,4P,4P,,4,GenBank,3,4K;4P;4V,AvailableCallsDisagree
MN240359,6W,6A,6XA,6XA,,4,GenBank,3,6A;6W;6XA,AvailableCallsDisagree
LC773634,4A,4A,4A,4A,4E,5,,2,4A;4E,AllFiveDisagree
LC773635,4A,4A,4A,4A,4E,5,,2,4A;4E,AllFiveDisagree
LC773636,4A,4A,4A,4A,4E,5,,2,4A;4E,AllFiveDisagree
LC773639,4F,4F,4C,4F,4E,5,,3,4C;4E;4F,AllFiveDisagree
LC773640,4A,4V,4C,4C,4E,5,,4,4A;4C;4E;4V,AllFiveDisagree
MF000447,4K,4K,4V,4V,,4,GenBank,2,4K;4V,AvailableCallsDisagree
MF000452,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
MF000453,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
MF000455,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
MF986829,2J,3B,3B,3B,,4,GenBank,2,2J;3B,AvailableCallsDisagree
MF986939,6N,6N,1M,1M,,4,GenBank,2,1M;6N,AvailableCallsDisagree
MF986940,6N,6N,1M,1M,,4,GenBank,2,1M;6N,AvailableCallsDisagree
MF986947,6G,6G,1M,1M,,4,GenBank,2,1M;6G,AvailableCallsDisagree
MG406987,"UNASSIGNED_1, 2A-1B",2A,2A,2A,2A,5,,2,"2A;UNASSIGNED_1, 2A-1B",AllFiveDisagree
MG406988,"UNASSIGNED_1, 2A-2B",2A,2A,2A,2A,5,,2,"2A;UNASSIGNED_1, 2A-2B",AllFiveDisagree
MG821780,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
MG821781,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
MG821782,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
PP164867,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
PP164868,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
PP164869,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
PP164870,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
PP164871,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
PP164872,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
PP164873,6I,6I,1D,1D,6I,5,,2,1D;6I,AllFiveDisagree
PP164874,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
PP164908,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
PP164962,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
PQ899568,"UNASSIGNED_1, 5A-1C",5A,5B,5B,,4,GenBank,3,"5A;5B;UNASSIGNED_1, 5A-1C",AvailableCallsDisagree
PP092205,6W,3A,8A,8A,,4,GenBank,3,3A;6W;8A,AvailableCallsDisagree
PP092206,6W,3A,8A,8A,,4,GenBank,3,3A;6W;8A,AvailableCallsDisagree
PP092207,6W,6A,5A,6XG,,4,GenBank,4,5A;6A;6W;6XG,AvailableCallsDisagree
PP092208,6W,3A,8A,8A,,4,GenBank,3,3A;6W;8A,AvailableCallsDisagree
MG878999,1B,6E,6XG,6N,,4,GenBank,4,1B;6E;6N;6XG,AvailableCallsDisagree
MG879000,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MH192045,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
MH192060,6L,6L,1M,1M,6K,5,,3,1M;6K;6L,AllFiveDisagree
MH192069,6L,6L,1A,1A,6L,5,,2,1A;6L,AllFiveDisagree
MH192090,2M,2M,2M,2M,3M,5,,2,2M;3M,AllFiveDisagree
MH192111,6L,6L,1L,1L,6L,5,,2,1L;6L,AllFiveDisagree
MH192112,6L,6L,1A,1A,6L,5,,2,1A;6L,AllFiveDisagree
MH192118,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
MH192120,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
MH192159,6L,6L,1A,1A,6L,5,,2,1A;6L,AllFiveDisagree
MH192164,2B,2B,2T,2T,2A,5,,3,2A;2B;2T,AllFiveDisagree
MH192177,6L,6L,1L,1L,6L,5,,2,1L;6L,AllFiveDisagree
MH192201,1B,1B,1B,1B,6B,5,,2,1B;6B,AllFiveDisagree
MH192208,6L,6L,1L,1L,6H,5,,3,1L;6H;6L,AllFiveDisagree
MH192266,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
MH192279,6E,6E,1G,1G,6E,5,,2,1G;6E,AllFiveDisagree
MH192281,6E,6E,7A,7A,6E,5,,2,6E;7A,AllFiveDisagree
MH192295,6E,6E,6T,6T,6E,5,,2,6E;6T,AllFiveDisagree
MH192303,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
MH192308,6E,6E,1A,1A,6E,5,,2,1A;6E,AllFiveDisagree
MH298133,6W,6W,7B,7B,,4,GenBank,2,6W;7B,AvailableCallsDisagree
MH298134,6W,6W,7A,7A,,4,GenBank,2,6W;7A,AvailableCallsDisagree
MH298135,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MH298136,6W,6W,8A,8A,,4,GenBank,2,6W;8A,AvailableCallsDisagree
MH298137,4W,4W,8A,8A,,4,GenBank,2,4W;8A,AvailableCallsDisagree
MH298138,6E,6E,7B,7B,,4,GenBank,2,6E;7B,AvailableCallsDisagree
MH298139,6G,6G,1M,1M,,4,GenBank,2,1M;6G,AvailableCallsDisagree
MH298140,6G,6G,6R,6R,,4,GenBank,2,6G;6R,AvailableCallsDisagree
MH298141,6W,6W,7A,7A,,4,GenBank,2,6W;7A,AvailableCallsDisagree
MH298142,6W,6W,7A,7A,,4,GenBank,2,6W;7A,AvailableCallsDisagree
MH298143,6W,6W,8A,8A,,4,GenBank,2,6W;8A,AvailableCallsDisagree
MH298144,6E,6E,8A,8A,,4,GenBank,2,6E;8A,AvailableCallsDisagree
MH298145,6W,6W,7A,7A,,4,GenBank,2,6W;7A,AvailableCallsDisagree
MH298146,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MH298147,6G,6G,6R,6R,,4,GenBank,2,6G;6R,AvailableCallsDisagree
MH298148,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MH298149,6W,6W,8A,8A,,4,GenBank,2,6W;8A,AvailableCallsDisagree
MH298150,6W,6W,1A,1A,,4,GenBank,2,1A;6W,AvailableCallsDisagree
MH298152,6W,6W,7B,7B,,4,GenBank,2,6W;7B,AvailableCallsDisagree
MH298153,6G,6G,7B,7B,,4,GenBank,2,6G;7B,AvailableCallsDisagree
MH298154,6W,6W,6R,6R,,4,GenBank,2,6R;6W,AvailableCallsDisagree
MH298155,6E,6E,8A,8A,,4,GenBank,2,6E;8A,AvailableCallsDisagree
MH298156,6W,6W,7A,7A,,4,GenBank,2,6W;7A,AvailableCallsDisagree
MH298158,6G,6G,8A,8A,,4,GenBank,2,6G;8A,AvailableCallsDisagree
MH298159,6W,6W,8A,8A,,4,GenBank,2,6W;8A,AvailableCallsDisagree
MH298160,6E,6E,6XH,6XH,,4,GenBank,2,6E;6XH,AvailableCallsDisagree
MH298161,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MH298162,6W,6W,8A,8A,,4,GenBank,2,6W;8A,AvailableCallsDisagree
MH298164,6W,6W,7B,7B,,4,GenBank,2,6W;7B,AvailableCallsDisagree
MH298166,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MH298167,4F,4F,8A,8A,,4,GenBank,2,4F;8A,AvailableCallsDisagree
MH298168,6W,6W,6P,6P,,4,GenBank,2,6P;6W,AvailableCallsDisagree
MH298169,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MH298170,6G,6G,1M,1M,,4,GenBank,2,1M;6G,AvailableCallsDisagree
MH298172,6E,6E,6XH,6XH,,4,GenBank,2,6E;6XH,AvailableCallsDisagree
MH298173,6G,6G,6R,6R,,4,GenBank,2,6G;6R,AvailableCallsDisagree
MH298174,6W,6W,6XD,6XD,,4,GenBank,2,6W;6XD,AvailableCallsDisagree
MH298175,6G,6G,1N,1N,,4,GenBank,2,1N;6G,AvailableCallsDisagree
MH298176,6G,6G,1M,1M,,4,GenBank,2,1M;6G,AvailableCallsDisagree
MH298177,6W,6W,6R,6R,,4,GenBank,2,6R;6W,AvailableCallsDisagree
MH298178,6W,6W,8A,8A,,4,GenBank,2,6W;8A,AvailableCallsDisagree
MH298179,6G,6G,3D,3D,,4,GenBank,2,3D;6G,AvailableCallsDisagree
MH298181,6G,6G,6O,6O,,4,GenBank,2,6G;6O,AvailableCallsDisagree
MH298182,6W,6W,8A,8A,,4,GenBank,2,6W;8A,AvailableCallsDisagree
MH298183,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MH298184,6W,6W,7B,7B,,4,GenBank,2,6W;7B,AvailableCallsDisagree
MH298185,6W,6W,8A,8A,,4,GenBank,2,6W;8A,AvailableCallsDisagree
MH298186,6W,6W,7A,7A,,4,GenBank,2,6W;7A,AvailableCallsDisagree
MH298187,6W,6W,1M,1M,,4,GenBank,2,1M;6W,AvailableCallsDisagree
MH298189,6W,6W,8A,8A,,4,GenBank,2,6W;8A,AvailableCallsDisagree
MH298190,6G,6G,8A,8A,,4,GenBank,2,6G;8A,AvailableCallsDisagree
MH458978,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
MH458980,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
MH458982,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MH458984,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
MH458993,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
MH458994,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MH458996,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MH458998,6E,6E,6XA,6XA,6X,5,,3,6E;6X;6XA,AllFiveDisagree
MH477358,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MH477359,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MH477360,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MH477361,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MH477362,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MH477363,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MH477364,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MH477365,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MH477366,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
MH477367,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MH477368,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
MH477370,4M,4M,4P,4P,,4,GenBank,2,4M;4P,AvailableCallsDisagree
MH477371,4F,4F,4L,4L,,4,GenBank,2,4F;4L,AvailableCallsDisagree
MH477397,4V,4V,4P,4P,4P,5,,2,4P;4V,AllFiveDisagree
MH477398,4P,4V,4P,4P,4P,5,,2,4P;4V,AllFiveDisagree
MH477400,4V,4V,4P,4P,4P,5,,2,4P;4V,AllFiveDisagree
MH477403,4V,4V,4P,4P,4P,5,,2,4P;4V,AllFiveDisagree
MH477423,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
MH492360,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MH492361,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MH492362,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MH562171,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
MH562176,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
MH562177,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
MH590698,"UNASSIGNED_1, 2J-5A",6A,8A,8A,,4,GenBank,3,"6A;8A;UNASSIGNED_1, 2J-5A",AvailableCallsDisagree
MH590699,"UNASSIGNED_1, 2J-5A",6A,8A,8A,,4,GenBank,3,"6A;8A;UNASSIGNED_1, 2J-5A",AvailableCallsDisagree
MH590700,"UNASSIGNED_1, 1B-6W",2B,8A,8A,,4,GenBank,3,"2B;8A;UNASSIGNED_1, 1B-6W",AvailableCallsDisagree
MH590701,"UNASSIGNED_1, 2J-5A",6W,8A,8A,,4,GenBank,3,"6W;8A;UNASSIGNED_1, 2J-5A",AvailableCallsDisagree
MH607777,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
MH607789,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
MH607795,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
MH607809,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
MH607810,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
MH607811,4K,4K,4Q,4Q,,4,GenBank,2,4K;4Q,AvailableCallsDisagree
MH607812,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
MH607817,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
MH607823,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
MH607826,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
MH607835,4R,4R,4V,4V,,4,GenBank,2,4R;4V,AvailableCallsDisagree
MH607836,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
MH666011,1B,1B,1D,1D,1D,5,,2,1B;1D,AllFiveDisagree
MH742360,"UNASSIGNED_1, 4V-4K",4V,4Q,4Q,4Q,5,,3,"4Q;4V;UNASSIGNED_1, 4V-4K",AllFiveDisagree
MH742362,4V,4V,4Q,4Q,4Q,5,,2,4Q;4V,AllFiveDisagree
MH742363,4Q,4V,4Q,4Q,4Q,5,,2,4Q;4V,AllFiveDisagree
MH742366,"UNASSIGNED_1, 4V-4M",4V,4Q,4V,4Q,5,,3,"4Q;4V;UNASSIGNED_1, 4V-4M",AllFiveDisagree
MH742368,"UNASSIGNED_1, 4V-4G",4V,4S,4S,4S,5,,3,"4S;4V;UNASSIGNED_1, 4V-4G",AllFiveDisagree
MH742369,"UNASSIGNED_1, 4V-4A-4P",4V,4V,4V,4V,5,,2,"4V;UNASSIGNED_1, 4V-4A-4P",AllFiveDisagree
MH940292,3A,3A,7B,7B,7B,5,,2,3A;7B,AllFiveDisagree
MK134479,3A,3A,3I,3I,,4,GenBank,2,3A;3I,AvailableCallsDisagree
MK134481,3A,3A,3I,3I,,4,GenBank,2,3A;3I,AvailableCallsDisagree
MK135357,"UNASSIGNED_1, 1B-1A","UNASSIGNED_1, 1B-1A",1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-1A",AllFiveDisagree
MK135358,"UNASSIGNED_1, 1B-1A","UNASSIGNED_1, 1B-1A",1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-1A",AllFiveDisagree
MK135366,"UNASSIGNED_1, 1B-1A","UNASSIGNED_1, 1B-1A",1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-1A",AllFiveDisagree
MK135368,"UNASSIGNED_1, 1B-1A","UNASSIGNED_1, 1B-1A",1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-1A",AllFiveDisagree
MK135369,"UNASSIGNED_1, 1B-1A","UNASSIGNED_1, 1B-1A",1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-1A",AllFiveDisagree
MK135380,"UNASSIGNED_1, 1B-1A","UNASSIGNED_1, 1B-1A",1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-1A",AllFiveDisagree
MK135383,"UNASSIGNED_1, 1B-1A","UNASSIGNED_1, 1B-1A",1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-1A",AllFiveDisagree
MK135386,"UNASSIGNED_1, 1B-1A","UNASSIGNED_1, 1B-1A",1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-1A",AllFiveDisagree
