Accession,CometFullSeqSubtype,CometPerGeneSubtype,FullSeqSubtype,FullSeqClosestSubtypeAlignedNT,PerGeneSubtype,PerGeneClosestSubtypeAlignedNT,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
MH562227,3K,4O,3H,282,3H,274,3A,5,,4,3A;3H;3K;4O,AllFiveDisagree
MH590698,"UNASSIGNED_1, 2J-5A",2J,8A,9222,8A,639,,4,GenBank,3,"2J;8A;UNASSIGNED_1, 2J-5A",AvailableCallsDisagree
MH590699,"UNASSIGNED_1, 2J-5A",3A,8A,9204,8A,638,,4,GenBank,3,"3A;8A;UNASSIGNED_1, 2J-5A",AvailableCallsDisagree
MH590700,"UNASSIGNED_1, 1B-6W",4A,8A,9222,8A,638,,4,GenBank,3,"4A;8A;UNASSIGNED_1, 1B-6W",AvailableCallsDisagree
MH590701,"UNASSIGNED_1, 2J-5A",2J,8A,9222,8A,638,,4,GenBank,3,"2J;8A;UNASSIGNED_1, 2J-5A",AvailableCallsDisagree
MH703668,6T,6T,4R,417,4R,417,6T,5,,2,4R;6T,AllFiveDisagree
MH703669,6E,6E,4V,341,4V,341,6E,5,,2,4V;6E,AllFiveDisagree
MH703670,6O,6O,5A,410,5A,410,,4,GenBank,2,5A;6O,AvailableCallsDisagree
MH703674,6E,6E,6E,413,6E,413,6EZ,5,,2,6E;6EZ,AllFiveDisagree
MH703676,6O,6O,8A,411,8A,411,6O,5,,2,6O;8A,AllFiveDisagree
MH703677,6E,6E,6XC,413,6XC,413,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MH703678,6E,6E,5B,413,5B,413,6E,5,,2,5B;6E,AllFiveDisagree
MH703683,6Q,6Q,1B,416,1B,416,6Q,5,,2,1B;6Q,AllFiveDisagree
MH703684,6Q,6Q,1D,414,1D,414,6Q,5,,2,1D;6Q,AllFiveDisagree
MH703685,6W,6W,6XC,419,6XC,419,6XC,5,,2,6W;6XC,AllFiveDisagree
MH703686,6O,6O,4R,412,4R,412,6O,5,,2,4R;6O,AllFiveDisagree
MH703689,6Q,6Q,5B,422,5B,422,6Q,5,,2,5B;6Q,AllFiveDisagree
MH703691,6Q,6Q,1D,414,1D,414,6Q,5,,2,1D;6Q,AllFiveDisagree
MH703693,6E,6E,5B,410,5B,410,6E,5,,2,5B;6E,AllFiveDisagree
MH703694,6K,6K,4V,411,4V,411,,4,GenBank,2,4V;6K,AvailableCallsDisagree
MH703702,6P,6P,4Q,424,4Q,424,6P,5,,2,4Q;6P,AllFiveDisagree
MH703703,6T,6T,1B,416,1B,416,,4,GenBank,2,1B;6T,AvailableCallsDisagree
MH742360,"UNASSIGNED_1, 4V-4K",4Q,4Q,9383,4S,612,4Q,5,,3,"4Q;4S;UNASSIGNED_1, 4V-4K",AllFiveDisagree
MH742361,4K,4K,4K,9375,1E,625,4K,5,,2,1E;4K,AllFiveDisagree
MH742362,4V,4Q,4Q,9337,4Q,629,4Q,5,,2,4Q;4V,AllFiveDisagree
MH742366,"UNASSIGNED_1, 4V-4M",4V,4Q,9428,4Q,630,4Q,5,,3,"4Q;4V;UNASSIGNED_1, 4V-4M",AllFiveDisagree
MH742368,"UNASSIGNED_1, 4V-4G",4L,4S,9431,4S,630,4S,5,,3,"4L;4S;UNASSIGNED_1, 4V-4G",AllFiveDisagree
MH742369,"UNASSIGNED_1, 4V-4A-4P",4V,4V,9323,4V,631,4V,5,,2,"4V;UNASSIGNED_1, 4V-4A-4P",AllFiveDisagree
MH743151,4R,4R,4R,7719,1E,618,4R,5,,2,1E;4R,AllFiveDisagree
MH940291,7A,2J,7A,9370,7A,635,,4,GenBank,2,2J;7A,AvailableCallsDisagree
MK135225,1A,1A,1A,1191,1A,639,1B,5,,2,1A;1B,AllFiveDisagree
MK135226,1A,1A,1A,1122,1A,639,1B,5,,2,1A;1B,AllFiveDisagree
MK135234,1A,1A,1A,1191,1A,636,1B,5,,2,1A;1B,AllFiveDisagree
MK135236,1A,1A,1A,1191,1A,639,1B,5,,2,1A;1B,AllFiveDisagree
MK135237,1A,1A,1A,1160,1A,638,1B,5,,2,1A;1B,AllFiveDisagree
MK135248,1A,1A,1A,1149,1A,639,1B,5,,2,1A;1B,AllFiveDisagree
MK135251,1A,1A,1A,1191,1A,639,1B,5,,2,1A;1B,AllFiveDisagree
MK135254,1A,1A,1A,1149,1A,635,1B,5,,2,1A;1B,AllFiveDisagree
MK135267,1A,1A,1A,1149,1A,639,1B,5,,2,1A;1B,AllFiveDisagree
MK135278,1A,1A,1A,1149,1A,639,1B,5,,2,1A;1B,AllFiveDisagree
MK139015,6N,6N,6XG,9318,6XG,636,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139016,6N,6N,6XG,9317,6XG,636,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139017,6N,6N,6XG,9317,6XG,636,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139018,6N,6N,6XG,9317,6XG,636,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139019,6N,6N,6XG,9317,6XG,636,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139020,6N,6N,6XG,9317,6XG,636,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139021,6N,6N,6XG,9318,6XG,636,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139022,6N,6N,6XG,9317,6XG,636,6XG,5,,2,6N;6XG,AllFiveDisagree
D84263,6D,6D,8A,9284,6D,633,,4,GenBank,2,6D;8A,AvailableCallsDisagree
DQ155560,"UNASSIGNED_1, 6P-2J-2A-2K-2J",6P,2I,7348,6P,631,2I,5,,3,"2I;6P;UNASSIGNED_1, 6P-2J-2A-2K-2J",AllFiveDisagree
DQ278891,6L,6L,6XJ,9372,6XJ,632,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
DQ278893,6L,6L,6XJ,9374,6XJ,632,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
DQ364460,"UNASSIGNED_1, 1B-2B",1B,1B,6203,1B,635,2B,5,,3,"1B;2B;UNASSIGNED_1, 1B-2B",AllFiveDisagree
DQ835767,6M,6M,8A,9297,6M,630,6M,5,,2,6M;8A,AllFiveDisagree
EF026073,2J,6W,5A,6208,5A,631,,4,GenBank,3,2J;5A;6W,AvailableCallsDisagree
OR497849,4K,4K,4K,9036,1I,630,4K,5,,2,1I;4K,AllFiveDisagree
OR497876,"UNASSIGNED_1, 1B-2K",1B,1B,6205,1B,635,2K1B,5,,3,"1B;2K1B;UNASSIGNED_1, 1B-2K",AllFiveDisagree
AB049088,"UNASSIGNED_1, 1B-6B",1B,1B,9412,1B,635,1B,5,,2,"1B;UNASSIGNED_1, 1B-6B",AllFiveDisagree
AB049089,"UNASSIGNED_1, 1B-6H-6B",1B,1B,9393,1B,636,1B,5,,2,"1B;UNASSIGNED_1, 1B-6H-6B",AllFiveDisagree
AB049090,"UNASSIGNED_1, 1B-6K-6B",1B,1B,9395,1B,635,1B,5,,2,"1B;UNASSIGNED_1, 1B-6K-6B",AllFiveDisagree
AB049091,"UNASSIGNED_1, 1B-2B-6D-6B",1B,1B,9342,1B,636,1B,5,,2,"1B;UNASSIGNED_1, 1B-2B-6D-6B",AllFiveDisagree
AB049095,"UNASSIGNED_1, 1B-6H-6B",1B,1B,9396,1B,635,1B,5,,2,"1B;UNASSIGNED_1, 1B-6H-6B",AllFiveDisagree
AB049101,"UNASSIGNED_1, 1B-6K-6D-6B",1B,1B,9396,1B,635,1B,5,,2,"1B;UNASSIGNED_1, 1B-6K-6D-6B",AllFiveDisagree
AB558135,"UNASSIGNED_1, 1B-2B",1B,1B,6360,1B,635,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB600769,"UNASSIGNED_1, 2B-2A","UNASSIGNED_1, 2B-2A",2A,1398,2B,636,,4,GenBank,3,"2A;2B;UNASSIGNED_1, 2B-2A",AvailableCallsDisagree
AB622121,"UNASSIGNED_1, 1B-2B",1B,1B,6260,1B,635,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677527,"UNASSIGNED_1, 1B-2B",1B,1B,6253,1B,635,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677528,"UNASSIGNED_1, 1B-2B",1B,1B,6253,1B,635,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677529,"UNASSIGNED_1, 1B-2B",1B,1B,6207,1B,635,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677530,"UNASSIGNED_1, 1B-2B",1B,1B,6207,1B,635,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677531,"UNASSIGNED_1, 1B-2B",1B,1B,6207,1B,635,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677532,"UNASSIGNED_1, 1B-2B",1B,1B,6207,1B,635,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AB677533,"UNASSIGNED_1, 1B-2B",1B,1B,6253,1B,635,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2B",AvailableCallsDisagree
AF356827,"UNASSIGNED_1, 1B-6H-2A-6H-6D-3G",1B,1B,9418,1B,635,1B,5,,2,"1B;UNASSIGNED_1, 1B-6H-2A-6H-6D-3G",AllFiveDisagree
AJ507155,"UNASSIGNED_1, 1B-1A","UNASSIGNED_1, 1B-1A",1B,1341,1B,635,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-1A",AvailableCallsDisagree
AJ851228,1B,1B,1D,9429,1K,636,,4,GenBank,3,1B;1D;1K,AvailableCallsDisagree
AM408911,2J,6W,5A,6208,5A,631,,4,GenBank,3,2J;5A;6W,AvailableCallsDisagree
AY587845,"UNASSIGNED_1, 1B-2J-2A-2J-2K",1B,1B,6246,1B,636,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2J-2A-2J-2K",AvailableCallsDisagree
AY878650,6L,6L,6XJ,9364,6XJ,632,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
AY878651,6L,6L,6XJ,9364,6XJ,632,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
HQ537005,"UNASSIGNED_1, 1B-2J-2K",1B,1B,6112,1B,636,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2J-2K",AllFiveDisagree
HQ537006,"UNASSIGNED_1, 1B-2J-2Q-2K",1B,1B,6112,1B,636,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2J-2Q-2K",AllFiveDisagree
HQ537007,1B,1B,1K,9201,1L,627,,4,GenBank,3,1B;1K;1L,AvailableCallsDisagree
JF735110,2J,2A,2D,9521,2F,632,,4,GenBank,4,2A;2D;2F;2J,AvailableCallsDisagree
JF735112,2A,2J,2U,9520,2U,636,,4,GenBank,3,2A;2J;2U,AvailableCallsDisagree
JF735116,2J,2Q,2Q,9481,2Q,633,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
JF735117,2J,2J,2D,9514,2F,629,,4,GenBank,3,2D;2F;2J,AvailableCallsDisagree
JF735118,2K,2J,2Q,9400,2Q,633,,4,GenBank,3,2J;2K;2Q,AvailableCallsDisagree
JF735119,2A,2J,2U,9526,2U,632,,4,GenBank,3,2A;2J;2U,AvailableCallsDisagree
JF735124,"UNASSIGNED_1, 3A-3G",3B,3H,9631,3H,627,,4,GenBank,3,"3B;3H;UNASSIGNED_1, 3A-3G",AvailableCallsDisagree
JF735125,"UNASSIGNED_1, 3I-3H-6H-6B",3I,3I,9399,3I,632,3I,5,,2,"3I;UNASSIGNED_1, 3I-3H-6H-6B",AllFiveDisagree
JF735127,4K,4A,4B,9445,4B,630,,4,GenBank,3,4A;4B;4K,AvailableCallsDisagree
JF735128,"UNASSIGNED_1, 4V-4M-4P-4T-4A-3G-2B-1A-3H",4V,4V,9325,4V,634,4Q,5,,3,"4Q;4V;UNASSIGNED_1, 4V-4M-4P-4T-4A-3G-2B-1A-3H",AllFiveDisagree
JF735129,"UNASSIGNED_1, 4V-4K",4V,4Q,9436,4V,631,,4,GenBank,3,"4Q;4V;UNASSIGNED_1, 4V-4K",AvailableCallsDisagree
JF735130,"UNASSIGNED_1, 4V-4O",4V,4Q,9447,4Q,617,,4,GenBank,3,"4Q;4V;UNASSIGNED_1, 4V-4O",AvailableCallsDisagree
JF735131,"UNASSIGNED_1, 4V-4G",4V,4Q,9438,4V,631,,4,GenBank,3,"4Q;4V;UNASSIGNED_1, 4V-4G",AvailableCallsDisagree
JF735132,4V,4V,4Q,7554,4Q,630,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
JF735133,4V,4V,4V,9323,4V,631,4Q,5,,2,4Q;4V,AllFiveDisagree
JF735134,4K,4D,4B,9451,4B,630,,4,GenBank,3,4B;4D;4K,AvailableCallsDisagree
JF735135,4A,4A,4C,9476,4C,618,,4,GenBank,2,4A;4C,AvailableCallsDisagree
JF735136,"UNASSIGNED_1, 4V-4G",4V,4S,9426,4S,630,,4,GenBank,3,"4S;4V;UNASSIGNED_1, 4V-4G",AvailableCallsDisagree
JF735138,4K,4A,4B,9446,4B,630,,4,GenBank,3,4A;4B;4K,AvailableCallsDisagree
JF779679,"UNASSIGNED_1, 1A-2B",1A,1A,6057,1A,639,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PX361034,"UNASSIGNED_1, 1L-2A",1L,1L,6117,1L,636,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-2A",AvailableCallsDisagree
PX376057,"UNASSIGNED_1, 1L-2K-2J-2A-2Q",1L,1L,6122,1L,636,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-2K-2J-2A-2Q",AvailableCallsDisagree
PX376058,"UNASSIGNED_1, 1L-2A",1L,1L,9296,1L,636,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-2A",AvailableCallsDisagree
PX376059,"UNASSIGNED_1, 1L-4V-4F",1L,1L,6122,1L,635,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-4V-4F",AvailableCallsDisagree
PX386811,"UNASSIGNED_1, 1A-3A",1A,1A,9362,1A,638,1A,5,,2,"1A;UNASSIGNED_1, 1A-3A",AllFiveDisagree
PX386926,2J,2J,2M,9471,2Q,633,,4,GenBank,3,2J;2M;2Q,AvailableCallsDisagree
PX386968,"UNASSIGNED_1, 3H-6A",6A,1K,7405,3H,612,,4,GenBank,4,"1K;3H;6A;UNASSIGNED_1, 3H-6A",AvailableCallsDisagree
PX386994,4A,4A,4A,9240,4A,636,4C,5,,2,4A;4C,AllFiveDisagree
PX386995,4A,4A,4A,9306,4A,636,4C,5,,2,4A;4C,AllFiveDisagree
PX386999,4K,4K,4K,6525,1G,623,4K,5,,2,1G;4K,AllFiveDisagree
PX445001,"UNASSIGNED_1, 1H-4F",1H,1H,9441,1H,639,,4,GenBank,2,"1H;UNASSIGNED_1, 1H-4F",AvailableCallsDisagree
PX445002,"UNASSIGNED_1, 1E-4A-4W-4F",1E,1E,9445,1E,636,,4,GenBank,2,"1E;UNASSIGNED_1, 1E-4A-4W-4F",AvailableCallsDisagree
PX445003,"UNASSIGNED_1, 1H-4F-4L-4F",1H,1H,9331,1H,639,,4,GenBank,2,"1H;UNASSIGNED_1, 1H-4F-4L-4F",AvailableCallsDisagree
PX445004,"UNASSIGNED_1, 1E-4F-4W-4F-4P",1E,1E,9432,1E,636,,4,GenBank,2,"1E;UNASSIGNED_1, 1E-4F-4W-4F-4P",AvailableCallsDisagree
PX446221,"UNASSIGNED_1, 1L-2K-2A",1L,1L,9286,1L,636,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-2K-2A",AvailableCallsDisagree
PX446959,"UNASSIGNED_1, 1L-4F",1L,1L,6125,1L,636,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-4F",AvailableCallsDisagree
PX446960,"UNASSIGNED_1, 1L-4F",1L,1L,9275,1L,636,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-4F",AvailableCallsDisagree
PX468924,1A,1A,1A,1160,1A,638,1B,5,,2,1A;1B,AllFiveDisagree
PX468925,1A,1A,1A,1191,1A,639,1B,5,,2,1A;1B,AllFiveDisagree
EU246937,"UNASSIGNED_1, 6N-6O-6E-6A-6O",6N,6N,9363,6N,630,6N,5,,2,"6N;UNASSIGNED_1, 6N-6O-6E-6A-6O",AllFiveDisagree
EU408330,6XA,6XA,6XA,9451,6XA,630,6U,5,,2,6U;6XA,AllFiveDisagree
EU408331,6XA,6XA,6XA,9451,1D,632,6U,5,,3,1D;6U;6XA,AllFiveDisagree
EU408332,6XA,6XA,6XA,9443,1D,632,6U,5,,3,1D;6U;6XA,AllFiveDisagree
EU643835,"UNASSIGNED_1, 6W-2B",6W,6W,9200,6W,630,,4,GenBank,2,"6W;UNASSIGNED_1, 6W-2B",AvailableCallsDisagree
FJ025854,"UNASSIGNED_1, 4K-4F",4V,4W,9275,4W,626,4B,5,,4,"4B;4V;4W;UNASSIGNED_1, 4K-4F",AllFiveDisagree
FJ025855,4W,4W,4W,9242,4W,626,4B,5,,2,4B;4W,AllFiveDisagree
FJ025856,4W,4W,4W,9271,4W,630,4B,5,,2,4B;4W,AllFiveDisagree
FJ462437,"UNASSIGNED_1, 4D-4O",4D,4D,9421,4D,630,4D,5,,2,"4D;UNASSIGNED_1, 4D-4O",AllFiveDisagree
JX183549,6K,6K,8A,9292,6XI,630,6K-RELATED,5,,4,6K;6K-RELATED;6XI;8A,AllFiveDisagree
JX183550,6L,6O,6K,9463,6XB,632,6K-RELATED,5,,5,6K;6K-RELATED;6L;6O;6XB,AllFiveDisagree
JX183551,6L,6L,6XB,9414,6XB,629,6K-RELATED,5,,3,6K-RELATED;6L;6XB,AllFiveDisagree
JX183552,6L,6L,6XB,9533,6XB,633,6K-RELATED,5,,3,6K-RELATED;6L;6XB,AllFiveDisagree
JX183553,6L,6L,6L,9462,6XI,629,6L-RELATED,5,,3,6L;6L-RELATED;6XI,AllFiveDisagree
JX183554,6L,6L,8A,9277,6L,633,6L-RELATED,5,,3,6L;6L-RELATED;8A,AllFiveDisagree
JX183557,6N,6N,6XE,9460,6XE,636,,4,GenBank,2,6N;6XE,AvailableCallsDisagree
JX183558,6J,6I,6J,9460,6J,630,,4,GenBank,2,6I;6J,AvailableCallsDisagree
JX227952,"UNASSIGNED_1, 1B-2J-2A-2J-2Q-2K-2Q-2K",1B,1B,6210,1B,635,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2J-2A-2J-2Q-2K-2Q-2K",AvailableCallsDisagree
JX227963,4G?,4G?,4G,9318,4G,630,,4,GenBank,2,4G;4G?,AvailableCallsDisagree
JX227964,4K,4V,4G,9348,4V,620,,4,GenBank,3,4G;4K;4V,AvailableCallsDisagree
KC124778,"UNASSIGNED_1, 1B-1A",1B,1B,3144,1B,636,1B,5,,2,"1B;UNASSIGNED_1, 1B-1A",AllFiveDisagree
KC197229,"UNASSIGNED_1, 2I-2K-2C-3H",2I,2I,9385,2I,564,2I,5,,2,"2I;UNASSIGNED_1, 2I-2K-2C-3H",AllFiveDisagree
KC197230,"UNASSIGNED_1, 2I-2K",2I,2I,9378,2I,564,2I,5,,2,"2I;UNASSIGNED_1, 2I-2K",AllFiveDisagree
KC197231,"UNASSIGNED_1, 2I-2K-2B-3H",2I,2I,9380,2I,564,2I,5,,2,"2I;UNASSIGNED_1, 2I-2K-2B-3H",AllFiveDisagree
KC197233,"UNASSIGNED_1, 2J-6K",2J,2J,9483,2J,633,2J,5,,2,"2J;UNASSIGNED_1, 2J-6K",AllFiveDisagree
KC197235,2B,2A,2L,9358,2L,630,2L,5,,3,2A;2B;2L,AllFiveDisagree
KC197236,2J,2J,2M,9441,2Q,633,,4,GenBank,3,2J;2M;2Q,AvailableCallsDisagree
KC197237,2J,2A,2C,9451,2U,632,,4,GenBank,4,2A;2C;2J;2U,AvailableCallsDisagree
KC197238,2B,2B,2T,9616,2T,633,,4,GenBank,2,2B;2T,AvailableCallsDisagree
KC197239,2B,2B,2Q,9465,2Q,633,,4,GenBank,2,2B;2Q,AvailableCallsDisagree
KC197240,2B,2J,2L,9402,2L,633,2L,5,,3,2B;2J;2L,AllFiveDisagree
KC844039,6W,1B,6XA,9462,6T,633,,4,GenBank,4,1B;6T;6W;6XA,AvailableCallsDisagree
KC844040,6W,4K,6XD,9455,6A,638,,4,GenBank,4,4K;6A;6W;6XD,AvailableCallsDisagree
KC844042,2J,2A,2F,9472,2F,633,2F,5,,3,2A;2F;2J,AllFiveDisagree
KC844050,2J,2A,2F,9470,2F,632,2F,5,,3,2A;2F;2J,AllFiveDisagree
KC844051,"UNASSIGNED_1, 1B-3H",1B,1B,9413,1B,635,1B,5,,2,"1B;UNASSIGNED_1, 1B-3H",AllFiveDisagree
KC844052,"UNASSIGNED_1, 1B-3H",1B,1B,9409,1B,635,1B,5,,2,"1B;UNASSIGNED_1, 1B-3H",AllFiveDisagree
KJ439768,1B,1B,1D,9451,1D,639,1D,5,,2,1B;1D,AllFiveDisagree
KJ439772,1B,1B,1I,9421,1I,636,1I,5,,2,1B;1I,AllFiveDisagree
KJ439773,1A,1A,1J,9413,1J,639,1J,5,,2,1A;1J,AllFiveDisagree
KJ439774,1A,1A,1K,9446,1K,639,1K,5,,2,1A;1K,AllFiveDisagree
KJ439775,1A,1A,1N,9411,1N,639,,4,GenBank,2,1A;1N,AvailableCallsDisagree
KJ439777,1A,1A,1K,9400,1K,639,,4,GenBank,2,1A;1K,AvailableCallsDisagree
KJ439778,1A,1A,1M,9448,1M,633,,4,GenBank,2,1A;1M,AvailableCallsDisagree
KJ439779,1B,1B,1O,9413,1O,633,,4,GenBank,2,1B;1O,AvailableCallsDisagree
KJ439780,1A,1A,1K,9403,1K,638,,4,GenBank,2,1A;1K,AvailableCallsDisagree
KJ439781,1A,1A,1N,9447,1N,639,,4,GenBank,2,1A;1N,AvailableCallsDisagree
KJ439782,1A,1A,1M,9448,1M,630,,4,GenBank,2,1A;1M,AvailableCallsDisagree
KJ470618,3A,3A,3E,9458,3E,621,3E,5,,2,3A;3E,AllFiveDisagree
KJ470619,3A,3A,3D,9458,3D,627,3D,5,,2,3A;3D,AllFiveDisagree
KJ470620,6G,6W,6G,9481,6G,623,,4,GenBank,2,6G;6W,AvailableCallsDisagree
KJ470622,6G,6W,6G,9475,5A,639,,4,GenBank,3,5A;6G;6W,AvailableCallsDisagree
KJ470623,6W,4K,6G,9466,6W,623,,4,GenBank,3,4K;6G;6W,AvailableCallsDisagree
KJ470625,6W,6W,6G,9458,6G,633,,4,GenBank,2,6G;6W,AvailableCallsDisagree
KJ567644,6L,6L,6XB,9399,6XJ,630,,4,GenBank,3,6L;6XB;6XJ,AvailableCallsDisagree
KJ567645,6L,6L,6XB,9401,6XB,633,6XB,5,,2,6L;6XB,AllFiveDisagree
KJ567646,6E,4R,6XF,9428,6XF,627,,4,GenBank,3,4R;6E;6XF,AvailableCallsDisagree
KJ567647,6W,1B,6XF,9421,6XF,636,,4,GenBank,3,1B;6W;6XF,AvailableCallsDisagree
KJ567648,6W,1B,6XF,9418,6Q,639,,4,GenBank,4,1B;6Q;6W;6XF,AvailableCallsDisagree
KJ567649,6E,6A,6XC,9435,6XC,633,,4,GenBank,3,6A;6E;6XC,AvailableCallsDisagree
KJ567650,6E,6A,6XC,9435,6XC,633,,4,GenBank,3,6A;6E;6XC,AvailableCallsDisagree
KJ567651,6E,6E,6XC,9442,6XC,633,6XC,5,,2,6E;6XC,AllFiveDisagree
KJ567652,6E,6E,6XC,9447,6XC,633,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
KM043282,"UNASSIGNED_1, 4A-6H-6B-6H-6B",4A,4A,9357,4A,637,4A,5,,2,"4A;UNASSIGNED_1, 4A-6H-6B-6H-6B",AllFiveDisagree
KM043283,"UNASSIGNED_1, 4A-6B-6H-6B",4A,4A,9361,4A,637,4A,5,,2,"4A;UNASSIGNED_1, 4A-6B-6H-6B",AllFiveDisagree
KM043285,"UNASSIGNED_1, 1B-6K-6B",1B,1B,9411,1B,635,1B,5,,2,"1B;UNASSIGNED_1, 1B-6K-6B",AllFiveDisagree
KM102760,"UNASSIGNED_1, 1A-2B",1A,1A,6107,1A,639,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KM102761,"UNASSIGNED_1, 1A-2B",1A,1A,5977,1A,639,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KM102762,"UNASSIGNED_1, 1A-2B",1A,1A,6213,1A,639,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KM102763,"UNASSIGNED_1, 1A-2B",1A,1A,6229,1A,639,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KM102764,"UNASSIGNED_1, 1B-2J-2A-2B",1B,1B,6252,1B,635,2B,5,,3,"1B;2B;UNASSIGNED_1, 1B-2J-2A-2B",AllFiveDisagree
KM102765,"UNASSIGNED_1, 1B-2K",1B,1B,6016,1B,635,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2K",AllFiveDisagree
KM102766,"UNASSIGNED_1, 1B-2B",1B,1B,6166,1B,636,2B,5,,3,"1B;2B;UNASSIGNED_1, 1B-2B",AllFiveDisagree
KM102767,"UNASSIGNED_1, 1B-2B",1B,1B,6195,1B,635,2B,5,,3,"1B;2B;UNASSIGNED_1, 1B-2B",AllFiveDisagree
KM102768,"UNASSIGNED_1, 1B-2A-2K",1B,1B,6221,1B,636,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2A-2K",AllFiveDisagree
KM102769,"UNASSIGNED_1, 1B-2A-2K",1B,1B,6218,1B,636,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2A-2K",AllFiveDisagree
KM102770,"UNASSIGNED_1, 1B-2K",1B,1B,6217,1B,636,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2K",AllFiveDisagree
KM252788,"UNASSIGNED_1, 6U-2B",6U,6U,9373,6U,639,6U,5,,2,"6U;UNASSIGNED_1, 6U-2B",AllFiveDisagree
KM252789,6A,6A,6XD,9432,6XD,630,6XD,5,,2,6A;6XD,AllFiveDisagree
KM252790,6A,6A,6XD,9435,6XD,636,6XD,5,,2,6A;6XD,AllFiveDisagree
KM252791,6A,6A,6XD,9434,6XD,633,6XD,5,,2,6A;6XD,AllFiveDisagree
KM252792,6N,6N,6XE,9401,6XE,630,6XE,5,,2,6N;6XE,AllFiveDisagree
KM252793,6D,4K,1H,9456,6D,620,,4,GenBank,3,1H;4K;6D,AvailableCallsDisagree
KM252794,6W,1B,6H,9410,6XE,633,,4,GenBank,4,1B;6H;6W;6XE,AvailableCallsDisagree
KM252796,6E,6A,1C,9450,6Q,626,,4,GenBank,4,1C;6A;6E;6Q,AvailableCallsDisagree
KM252797,6E,6T,6Q,9428,6Q,639,,4,GenBank,3,6E;6Q;6T,AvailableCallsDisagree
KM252798,6E,4A,8A,9272,6P,633,,4,GenBank,4,4A;6E;6P;8A,AvailableCallsDisagree
KM252799,6A,6A,6B,9441,6A,634,,4,GenBank,2,6A;6B,AvailableCallsDisagree
KM252800,6E,6Q,6Q,9419,6Q,639,,4,GenBank,2,6E;6Q,AvailableCallsDisagree
KM504109,6N,6N,6N,9425,6XE,634,,4,GenBank,2,6N;6XE,AvailableCallsDisagree
KM504111,6E,6O,6C,9465,6Q,615,,4,GenBank,4,6C;6E;6O;6Q,AvailableCallsDisagree
KM504112,1B,6W,6P,9534,6U,631,,4,GenBank,4,1B;6P;6U;6W,AvailableCallsDisagree
