Accession,CometFullSeqSubtype,CometPerGeneSubtype,FullSeqSubtype,PerGeneSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
PX445003,"UNASSIGNED_1, 1H-4F-4L-4F",1H,1H,1H,,4,GenBank,2,"1H;UNASSIGNED_1, 1H-4F-4L-4F",AvailableCallsDisagree
PX446221,"UNASSIGNED_1, 1L-2K-2A",1L,1L,1L,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-2K-2A",AvailableCallsDisagree
PX446960,"UNASSIGNED_1, 1L-4F",1L,1L,1L,,4,GenBank,2,"1L;UNASSIGNED_1, 1L-4F",AvailableCallsDisagree
EU246937,"UNASSIGNED_1, 6N-6O-6E-6A-6O",6N,6N,6N,6N,5,,2,"6N;UNASSIGNED_1, 6N-6O-6E-6A-6O",AllFiveDisagree
EU408330,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
EU408331,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
EU408332,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
EU643835,"UNASSIGNED_1, 6W-2B",6W,6W,6W,,4,GenBank,2,"6W;UNASSIGNED_1, 6W-2B",AvailableCallsDisagree
FJ025854,"UNASSIGNED_1, 4K-4F",4K,4W,4W,4B,5,,4,"4B;4K;4W;UNASSIGNED_1, 4K-4F",AllFiveDisagree
FJ025855,4W,4W,4W,4W,4B,5,,2,4B;4W,AllFiveDisagree
FJ025856,4W,4W,4W,4W,4B,5,,2,4B;4W,AllFiveDisagree
FJ462437,"UNASSIGNED_1, 4D-4O",4D,4D,4D,4D,5,,2,"4D;UNASSIGNED_1, 4D-4O",AllFiveDisagree
FJ775756,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
FJ775759,4L,4L,4V,4V,,4,GenBank,2,4L;4V,AvailableCallsDisagree
FJ775762,4F,4F,4Q,4Q,,4,GenBank,2,4F;4Q,AvailableCallsDisagree
JX183549,6K,6L,8A,6XI,6K-RELATED,5,,5,6K;6K-RELATED;6L;6XI;8A,AllFiveDisagree
JX183550,6L,6L,6K,6XI,6K-RELATED,5,,4,6K;6K-RELATED;6L;6XI,AllFiveDisagree
JX183551,6L,6L,6XB,6XB,6K-RELATED,5,,3,6K-RELATED;6L;6XB,AllFiveDisagree
JX183552,6L,6L,6XB,6XB,6K-RELATED,5,,3,6K-RELATED;6L;6XB,AllFiveDisagree
JX183553,6L,6L,6L,6L,6L-RELATED,5,,2,6L;6L-RELATED,AllFiveDisagree
JX183554,6L,6L,8A,6L,6L-RELATED,5,,3,6L;6L-RELATED;8A,AllFiveDisagree
JX183557,6N,6N,6XE,6XE,,4,GenBank,2,6N;6XE,AvailableCallsDisagree
JX227952,"UNASSIGNED_1, 1B-2J-2A-2J-2Q-2K-2Q-2K",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2J-2A-2J-2Q-2K-2Q-2K",AvailableCallsDisagree
JX227963,4G?,4G?,4G,4G,,4,GenBank,2,4G;4G?,AvailableCallsDisagree
JX227964,4K,4K,4G,4R,,4,GenBank,3,4G;4K;4R,AvailableCallsDisagree
KC123498,1G,1G,1G,1G,1B,5,,2,1B;1G,AllFiveDisagree
KC123631,1B,1B,1D,1D,1B,5,,2,1B;1D,AllFiveDisagree
KC124575,1B,1B,1D,1D,1B,5,,2,1B;1D,AllFiveDisagree
KC125213,1E,1E,1E,1E,1A,5,,2,1A;1E,AllFiveDisagree
KC125692,1B,1B,1A,1N,1A,5,,3,1A;1B;1N,AllFiveDisagree
KC125738,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KC126054,1E,1E,1E,1E,1A,5,,2,1A;1E,AllFiveDisagree
KC126711,1B,1B,1C,1C,1A,5,,3,1A;1B;1C,AllFiveDisagree
KC197229,"UNASSIGNED_1, 2I-2K-2C-3H",2I,2I,2I,2I,5,,2,"2I;UNASSIGNED_1, 2I-2K-2C-3H",AllFiveDisagree
KC197230,"UNASSIGNED_1, 2I-2K",2I,2I,2I,2I,5,,2,"2I;UNASSIGNED_1, 2I-2K",AllFiveDisagree
KC197231,"UNASSIGNED_1, 2I-2K-2B-3H",2I,2I,2I,2I,5,,2,"2I;UNASSIGNED_1, 2I-2K-2B-3H",AllFiveDisagree
KC197233,"UNASSIGNED_1, 2J-6K",2J,2J,2J,2J,5,,2,"2J;UNASSIGNED_1, 2J-6K",AllFiveDisagree
KC197235,2B,2B,2L,2L,2L,5,,2,2B;2L,AllFiveDisagree
KC197236,2J,2B,2M,2D,,4,GenBank,4,2B;2D;2J;2M,AvailableCallsDisagree
KC197237,2J,2J,2C,2Q,,4,GenBank,3,2C;2J;2Q,AvailableCallsDisagree
KC197238,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
KC197239,2B,2B,2Q,2C,,4,GenBank,3,2B;2C;2Q,AvailableCallsDisagree
KC197240,2B,2B,2L,2L,2L,5,,2,2B;2L,AllFiveDisagree
KC844039,6W,2B,6XA,6XA,,4,GenBank,3,2B;6W;6XA,AvailableCallsDisagree
KC844040,6W,2B,6XD,6A,,4,GenBank,4,2B;6A;6W;6XD,AvailableCallsDisagree
KC844042,2J,2J,2F,2F,2F,5,,2,2F;2J,AllFiveDisagree
KC844050,2J,2J,2F,2F,2F,5,,2,2F;2J,AllFiveDisagree
KC844051,"UNASSIGNED_1, 1B-3H",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-3H",AllFiveDisagree
KC844052,"UNASSIGNED_1, 1B-3H",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-3H",AllFiveDisagree
OP022918,"UNASSIGNED_1, 2B-2D",2B,2D,2B,2B,5,,3,"2B;2D;UNASSIGNED_1, 2B-2D",AllFiveDisagree
KJ439768,1B,1B,1D,1D,1D,5,,2,1B;1D,AllFiveDisagree
KJ439772,1B,1B,1I,1I,1I,5,,2,1B;1I,AllFiveDisagree
KJ439773,1A,1A,1J,1J,1J,5,,2,1A;1J,AllFiveDisagree
KJ439774,1A,1A,1K,1K,1K,5,,2,1A;1K,AllFiveDisagree
KJ439775,1A,1A,1N,1N,,4,GenBank,2,1A;1N,AvailableCallsDisagree
KJ439777,1A,1A,1K,1K,,4,GenBank,2,1A;1K,AvailableCallsDisagree
KJ439778,1A,1A,1M,1M,,4,GenBank,2,1A;1M,AvailableCallsDisagree
KJ439779,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
KJ439780,1A,1A,1K,1M,,4,GenBank,3,1A;1K;1M,AvailableCallsDisagree
KJ439781,1A,1A,1N,1N,,4,GenBank,2,1A;1N,AvailableCallsDisagree
KJ439782,1A,1A,1M,1M,,4,GenBank,2,1A;1M,AvailableCallsDisagree
KJ470618,3A,3A,3E,3E,3E,5,,2,3A;3E,AllFiveDisagree
KJ470619,3A,3A,3D,3D,3D,5,,2,3A;3D,AllFiveDisagree
KJ470623,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
KJ470624,6G,1B,6G,6G,,4,GenBank,2,1B;6G,AvailableCallsDisagree
KJ470625,6W,1B,6G,6G,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
KJ567644,6L,6L,6XB,6XB,,4,GenBank,2,6L;6XB,AvailableCallsDisagree
KJ567645,6L,6L,6XB,6XB,6XB,5,,2,6L;6XB,AllFiveDisagree
KJ567646,6E,6E,6XF,6XF,,4,GenBank,2,6E;6XF,AvailableCallsDisagree
KJ567647,6W,6W,6XF,6XF,,4,GenBank,2,6W;6XF,AvailableCallsDisagree
KJ567648,6W,6W,6XF,6XF,,4,GenBank,2,6W;6XF,AvailableCallsDisagree
KJ567649,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
KJ567650,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
KJ567651,6E,6E,6XC,6XC,6XC,5,,2,6E;6XC,AllFiveDisagree
KJ567652,6E,6E,6XC,6U,,4,GenBank,3,6E;6U;6XC,AvailableCallsDisagree
KJ678754,"UNASSIGNED_1, 6A-3H",6A,6A,6A,6A,5,,2,"6A;UNASSIGNED_1, 6A-3H",AllFiveDisagree
KJ678768,"UNASSIGNED_1, 6A-3A",6A,6A,6A,6A,5,,2,"6A;UNASSIGNED_1, 6A-3A",AllFiveDisagree
KM057781,2K,2K,2Q,2Q,,4,GenBank,2,2K;2Q,AvailableCallsDisagree
KM102760,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KM102761,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KM102762,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KM102763,"UNASSIGNED_1, 1A-2B",1A,1A,1A,2B,5,,3,"1A;2B;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KM102764,"UNASSIGNED_1, 1B-2J-2A-2B",1B,1B,1B,2B,5,,3,"1B;2B;UNASSIGNED_1, 1B-2J-2A-2B",AllFiveDisagree
KM102765,"UNASSIGNED_1, 1B-2K",1B,1B,1B,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2K",AllFiveDisagree
KM102766,"UNASSIGNED_1, 1B-2B",1B,1B,1B,2B,5,,3,"1B;2B;UNASSIGNED_1, 1B-2B",AllFiveDisagree
KM102767,"UNASSIGNED_1, 1B-2B",1B,1B,1B,2B,5,,3,"1B;2B;UNASSIGNED_1, 1B-2B",AllFiveDisagree
KM102768,"UNASSIGNED_1, 1B-2A-2K",1B,1B,1B,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2A-2K",AllFiveDisagree
KM102769,"UNASSIGNED_1, 1B-2A-2K",1B,1B,1B,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2A-2K",AllFiveDisagree
KM102770,"UNASSIGNED_1, 1B-2K",1B,1B,1B,2K,5,,3,"1B;2K;UNASSIGNED_1, 1B-2K",AllFiveDisagree
KM252788,"UNASSIGNED_1, 6U-2B",6U,6U,6U,6U,5,,2,"6U;UNASSIGNED_1, 6U-2B",AllFiveDisagree
KM252789,6A,6A,6XD,6XD,6XD,5,,2,6A;6XD,AllFiveDisagree
KM252790,6A,6A,6XD,6XD,6XD,5,,2,6A;6XD,AllFiveDisagree
KM252791,6A,6A,6XD,6XD,6XD,5,,2,6A;6XD,AllFiveDisagree
KM252792,6N,6N,6XE,6XE,6XE,5,,2,6N;6XE,AllFiveDisagree
KM252793,6D,6D,1H,6D,,4,GenBank,2,1H;6D,AvailableCallsDisagree
KM252794,6W,6W,6H,6H,,4,GenBank,2,6H;6W,AvailableCallsDisagree
KM252796,6E,6E,1C,6C,,4,GenBank,3,1C;6C;6E,AvailableCallsDisagree
KM252797,6E,6W,6Q,6Q,,4,GenBank,3,6E;6Q;6W,AvailableCallsDisagree
KM252798,6E,1B,8A,6XF,,4,GenBank,4,1B;6E;6XF;8A,AvailableCallsDisagree
KM252799,6A,6A,6B,6XD,,4,GenBank,3,6A;6B;6XD,AvailableCallsDisagree
KM252800,6E,6T,6Q,6Q,,4,GenBank,3,6E;6Q;6T,AvailableCallsDisagree
KM504111,6E,6O,6C,6C,,4,GenBank,3,6C;6E;6O,AvailableCallsDisagree
KM504112,1B,1B,6P,6XF,,4,GenBank,3,1B;6P;6XF,AvailableCallsDisagree
KM504114,6O,6T,6Q,6Q,,4,GenBank,3,6O;6Q;6T,AvailableCallsDisagree
KM504117,6E,6T,6Q,6Q,,4,GenBank,3,6E;6Q;6T,AvailableCallsDisagree
KM504118,6W,1B,6XF,6XF,,4,GenBank,3,1B;6W;6XF,AvailableCallsDisagree
KM504120,6E,2J,6Q,6Q,,4,GenBank,3,2J;6E;6Q,AvailableCallsDisagree
KM504121,6W,6E,6Q,6Q,,4,GenBank,3,6E;6Q;6W,AvailableCallsDisagree
KM504123,6S,6S,1J,6S,6S,5,,2,1J;6S,AllFiveDisagree
KM504124,6C,6C,1H,6C,6C,5,,2,1H;6C,AllFiveDisagree
KM580619,1B,1B,1A,1A,1A,5,,2,1A;1B,AllFiveDisagree
KM587623,"UNASSIGNED_1, 3I-3K",3I,3I,3I,3I,5,,2,"3I;UNASSIGNED_1, 3I-3K",AllFiveDisagree
KM587625,"UNASSIGNED_1, 4D-4A-4N-4G-1A-3H",4D,4D,4D,4D,5,,2,"4D;UNASSIGNED_1, 4D-4A-4N-4G-1A-3H",AllFiveDisagree
KP162364,2J,2J,2T,2T,,4,GenBank,2,2J;2T,AvailableCallsDisagree
KP162407,4R,4R,4R,4R,4A,5,,2,4A;4R,AllFiveDisagree
KP162427,1B,1B,1B,1B,3A,5,,2,1B;3A,AllFiveDisagree
KP162441,4L,4L,4L,4L,4A,5,,2,4A;4L,AllFiveDisagree
KP162443,4L,4L,4L,4L,4A,5,,2,4A;4L,AllFiveDisagree
KP162567,1B,1B,1D,1D,1B,5,,2,1B;1D,AllFiveDisagree
KP162585,1B,1B,1I,1I,1B,5,,2,1B;1I,AllFiveDisagree
KP162611,2J,2J,2F,2F,,4,GenBank,2,2F;2J,AvailableCallsDisagree
KP162647,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KP162680,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
KP162796,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
KP162880,1H,1H,1H,1H,1B,5,,2,1B;1H,AllFiveDisagree
KP162979,2I,2I,2I,2I,2K,5,,2,2I;2K,AllFiveDisagree
KP163083,1B,1B,1D,1D,1B,5,,2,1B;1D,AllFiveDisagree
KP163084,1B,1B,1D,1D,1B,5,,2,1B;1D,AllFiveDisagree
KP163194,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
KP163207,4D,4D,4D,4D,4A,5,,2,4A;4D,AllFiveDisagree
KP163254,2J,2J,2J,2J,2C,5,,2,2C;2J,AllFiveDisagree
KP163260,4A,4A,4C,4C,4A,5,,2,4A;4C,AllFiveDisagree
KP163456,1B,1B,1D,1D,1B,5,,2,1B;1D,AllFiveDisagree
KP163468,1L,1L,1L,1L,1B,5,,2,1B;1L,AllFiveDisagree
KY620322,"UNASSIGNED_1, 2A-3A",2A,2A,2A,,4,GenBank,2,"2A;UNASSIGNED_1, 2A-3A",AvailableCallsDisagree
KY620330,"UNASSIGNED_1, 2C-2B-3G-2B-2A",2C,2C,2C,,4,GenBank,2,"2C;UNASSIGNED_1, 2C-2B-3G-2B-2A",AvailableCallsDisagree
KY620333,"UNASSIGNED_1, 2C-6H-3H",2C,2C,2C,,4,GenBank,2,"2C;UNASSIGNED_1, 2C-6H-3H",AvailableCallsDisagree
KY620334,"UNASSIGNED_1, 2C-6H-2B",2C,2C,2C,,4,GenBank,2,"2C;UNASSIGNED_1, 2C-6H-2B",AvailableCallsDisagree
KY620364,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620370,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620373,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620384,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620390,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620404,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620414,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620427,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620437,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620448,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620456,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620484,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620508,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620514,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620515,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620516,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620517,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620519,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620526,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620549,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620552,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620568,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620574,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620580,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620606,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620641,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620671,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620675,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620721,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620724,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620738,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620748,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620759,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620790,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620791,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620801,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620811,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620823,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620824,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620832,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620836,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620860,"UNASSIGNED_1, 3A-2B",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-2B",AvailableCallsDisagree
KY620868,"UNASSIGNED_1, 3A-2B","UNASSIGNED_1, 3A-2B",3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-2B",AvailableCallsDisagree
KY620872,"UNASSIGNED_1, 3B-3H",3B,3B,3B,,4,GenBank,2,"3B;UNASSIGNED_1, 3B-3H",AvailableCallsDisagree
KY620875,"UNASSIGNED_1, 3B-3A",3B,3B,3B,,4,GenBank,2,"3B;UNASSIGNED_1, 3B-3A",AvailableCallsDisagree
KY620879,3G,3B,3I,3B,,4,GenBank,3,3B;3G;3I,AvailableCallsDisagree
KY620880,"UNASSIGNED_1, 1A-2B",1A,1A,1A,,4,GenBank,2,"1A;UNASSIGNED_1, 1A-2B",AvailableCallsDisagree
KY780122,"UNASSIGNED_1, 1B-2J-2K",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2J-2K",AvailableCallsDisagree
KY780123,"UNASSIGNED_1, 1B-2J-2K",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2J-2K",AvailableCallsDisagree
KY883982,"UNASSIGNED_1, 1B-2J-2K",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2J-2K",AvailableCallsDisagree
LC368351,"UNASSIGNED_1, 1A-3A",1A,1A,1A,,4,GenBank,2,"1A;UNASSIGNED_1, 1A-3A",AvailableCallsDisagree
LC368352,"UNASSIGNED_1, 3A-1A","UNASSIGNED_1, 3A-1A",3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-1A",AvailableCallsDisagree
LC368366,"UNASSIGNED_1, 1A-2B",1A,1A,1A,,4,GenBank,2,"1A;UNASSIGNED_1, 1A-2B",AvailableCallsDisagree
LC368421,6W,6W,6XA,6XA,,4,GenBank,2,6W;6XA,AvailableCallsDisagree
LC435024,6R,6R,1K,6R,,4,GenBank,2,1K;6R,AvailableCallsDisagree
KR870888,"UNASSIGNED_1, 1E-4K-4N-4G-4A-4F-4D-4G",1E,1E,1E,,4,GenBank,2,"1E;UNASSIGNED_1, 1E-4K-4N-4G-4A-4F-4D-4G",AvailableCallsDisagree
KT232490,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232492,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232496,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232498,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232500,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232501,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232502,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232504,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232505,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232508,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232511,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232513,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232515,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232516,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232521,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232522,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232523,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232551,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232552,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232553,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232554,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232561,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232563,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232565,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232566,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232567,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232571,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232574,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232575,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232576,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232577,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232578,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232579,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232580,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232583,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232585,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232586,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232587,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232588,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232590,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232594,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232603,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232608,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232609,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232613,1B,1B,1B,1B,1A,5,,2,1A;1B,AllFiveDisagree
KT232618,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232620,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232621,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KT232622,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
