Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover
MN227867,3,92.998,457,3a,91.721,459,2111-2179,
MN227868,3,91.667,456,3a,91.503,459,2111-2179,
MN227870,3,91.447,456,3a,90.850,459,2111-2179,
MN227871,3,92.810,459,3a,91.028,457,2111-2179,
MN227872,3,94.907,432,3a,92.130,432,2111-2179,
MN227873,3,93.364,437,3a,91.533,437,2111-2179,
MN227874,3,95.381,433,3a,92.379,433,2111-2179,
MN227875,3,93.365,422,3a,91.232,422,2111-2179,
MN227877,3,92.123,457,3a,90.632,459,2111-2179,
MN227878,3,94.724,398,3a,92.714,398,2113-2179,
MN227879,3,93.719,398,3a,91.457,398,2113-2179,
MN227880,3,93.464,459,3a,90.591,457,2111-2179,
MN227883,3,94.737,437,3a,90.618,437,2111-2179,
MN227888,3,92.088,455,3a,90.769,455,2111-2179,
MN227890,3,93.622,439,3a,91.344,439,2111-2179,
MN227893,3,92.341,457,3a,89.542,459,2111-2179,
MN227894,3,92.982,456,3a,91.009,456,2111-2179,
MN227895,3,94.508,437,3a,91.304,437,2111-2179,
MN227896,3,92.123,457,3a,90.196,459,2111-2179,
MN227897,3,94.530,457,3a,93.028,459,2111-2179,
MN227898,3,93.873,457,3a,91.285,459,2111-2179,
MN227899,3,93.682,459,3a,94.298,456,2111-2179,
MN227900,3,91.285,459,3a,90.591,457,2111-2179,
MN227902,3,93.243,444,3a,89.819,442,2111-2179,
MN227904,3,93.435,457,3a,92.593,459,2111-2179,
MN227905,3,92.967,455,3a,92.810,459,2111-2179,
MN227906,3,92.544,456,3a,90.132,456,2111-2179,
MN227907,3,93.640,456,3a,90.632,459,2111-2179,
MN227908,3,93.217,457,3a,92.375,459,2111-2179,
MN227909,3,92.325,456,3a,92.157,459,2111-2179,
MN227910,3,93.028,459,3a,90.372,457,2111-2179,
MN227911,3,90.789,456,3a,89.107,459,2111-2179,
MN227912,3,93.654,457,3a,91.503,459,2111-2179,
MN227913,3,94.311,457,3a,90.414,459,2111-2179,
MN227914,3,93.028,459,3a,91.247,457,2111-2179,
MN227915,3,93.217,457,3a,92.157,459,2111-2179,
MN227916,3,94.748,457,3a,91.939,459,2111-2179,
MN227919,3,92.544,456,3a,90.632,459,2111-2179,
MN227923,3,93.202,456,3a,92.157,459,2111-2179,
MN227924,3,95.498,422,3a,92.654,422,2111-2179,
MN227925,3,93.464,459,3a,92.936,453,2111-2179,
MN227926,3,92.982,456,3a,90.850,459,2111-2179,
MN227928,3,93.632,424,3a,91.549,426,2111-2179,
MN227929,3,93.028,459,3a,92.123,457,2111-2179,
MN227930,3,93.364,437,3a,92.627,434,2111-2179,
MN227931,3,94.748,457,3a,93.028,459,2111-2179,
MN227932,3,95.392,434,3a,93.548,434,2111-2179,
MN227933,3,94.253,435,3a,92.184,435,2111-2179,
MN227934,3,91.009,456,3a,89.760,459,2111-2179,
MN227937,3,92.375,459,3a,91.685,457,2111-2179,
MN227938,3,93.435,457,3a,91.285,459,2111-2179,
MN227940,3,94.530,457,3a,91.285,459,2111-2179,
MN227942,3,92.982,456,3a,91.503,459,2111-2179,
MN227943,3,93.873,457,3a,90.196,459,2111-2179,
MN227944,3,93.202,456,3a,91.939,459,2111-2179,
MN227945,3,93.494,415,3a,91.127,417,2111-2179,
MN227946,3,95.614,456,3a,92.810,459,2111-2179,
MN227951,3,94.092,457,3a,93.464,459,2111-2179,
MN227952,3,91.685,457,3a,90.196,459,2111-2179,
MN227953,3,92.779,457,3a,90.850,459,2111-2179,
MN227954,3,94.508,437,3a,93.135,437,2111-2179,
MN227955,3,93.640,456,3a,90.850,459,2111-2179,
MN227956,3,91.685,457,3a,91.721,459,2111-2179,
MN227957,3,92.779,457,3a,91.068,459,2111-2179,
MN227958,3,93.202,456,3a,90.850,459,2111-2179,
MN227959,3,92.544,456,3a,90.850,459,2111-2179,
MN227960,3,94.079,456,3a,90.850,459,2111-2179,
MN227962,3,94.966,437,3a,92.449,437,2111-2179,
MN240359,6,73.871,9457,6xa,77.063,9404,2111-2179,
MN385563,2,77.410,9336,2b,91.054,9323,2111-2179,
MN385564,2,76.826,9338,2b,90.408,9320,2111-2179,
MN385583,3,78.434,9399,3b,88.922,9388,2111-2179,
LC773637,4,79.814,9269,4f,91.132,9258,2111-2179,
LC773638,4,78.559,9300,4k,91.809,9279,2111-2179,
LC773639,4,81.685,9315,4c,82.756,9348,2111-2179,
LC773640,4,81.559,9289,4c,82.436,9320,2111-2179,
M58335,1,78.908,9435,1b,100.000,9416,2111-2179,
M62321,1,95.852,9401,1a,100.000,9401,2111-2179,
M67463,1,99.012,9416,1a,100.000,9416,2111-2179,
M84754,1,78.444,9445,1b,91.260,9416,2111-2179,
MF114237,1,80.106,377,1b,91.799,378,2111-2179,
MF114238,1,77.496,671,1b,90.476,672,2111-2179,
MF114243,1,77.481,675,1b,91.988,674,2111-2179,
MF114244,1,78.042,674,1b,90.963,675,2111-2179,
MF182690,1,94.658,599,1a,94.491,599,2111-2179,
MF182691,1,77.066,593,1b,91.486,599,2111-2179,
MF182692,1,75.717,593,1b,92.321,599,2111-2179,
MF182693,1,92.487,599,1a,91.987,599,2111-2179,
MF182694,1,76.846,596,1b,91.987,599,2111-2179,
MF182695,1,76.223,593,1b,92.154,599,2111-2179,
MF182696,1,74.199,593,1b,91.319,599,2111-2179,
MF182697,1,77.181,596,1b,90.317,599,2111-2179,
MF182698,1,92.321,599,1a,91.987,599,2111-2179,
MF182699,1,94.992,599,1a,94.157,599,2111-2179,
MF182700,1,96.494,599,1a,95.993,599,2111-2179,
MF182701,1,77.181,596,1b,90.985,599,2111-2179,
MF182702,1,75.879,597,1b,91.820,599,2111-2179,
MF182703,1,76.382,597,1b,92.988,599,2111-2179,
MF182704,1,78.583,593,1b,92.988,599,2111-2179,
MF182705,1,76.717,597,1b,90.985,599,2111-2179,
MF182706,1,92.654,599,1a,92.154,599,2111-2179,
MF182707,1,75.839,596,1b,89.983,599,2111-2179,
MF182708,1,76.846,596,1b,90.818,599,2111-2179,
MF182709,1,76.560,593,1b,90.985,599,2111-2179,
MF182710,1,77.572,593,1b,92.988,599,2111-2179,
MF182711,1,75.758,594,1b,90.150,599,2111-2179,
MF182712,1,95.659,599,1a,95.159,599,2111-2179,
MF182713,1,77.234,593,1b,92.154,599,2111-2179,
MF182714,1,76.728,593,1b,91.820,599,2111-2179,
MF182715,1,90.651,599,1a,90.484,599,2111-2179,
MF182716,1,76.728,593,1b,91.653,599,2111-2179,
MF182717,1,77.815,595,1b,91.319,599,2111-2179,
MF182718,1,93.656,599,1a,94.157,599,2111-2179,
MF182719,1,75.926,594,1b,91.820,599,2111-2179,
MF182720,1,95.159,599,1a,94.324,599,2111-2179,
MF182721,1,94.658,599,1a,95.159,599,2111-2179,
MF182722,1,76.728,593,1b,92.321,599,2111-2179,
MF182723,1,92.988,599,1a,91.820,599,2111-2179,
MF182724,1,76.007,596,1b,91.486,599,2111-2179,
MF182725,1,76.391,593,1b,93.155,599,2111-2179,
MF182726,1,91.987,599,1a,91.820,599,2111-2179,
MF182727,1,77.572,593,1b,90.985,599,2111-2179,
MF182728,1,93.823,599,1a,94.157,599,2111-2179,
MF182729,1,92.821,599,1a,92.988,599,2111-2179,
MF182730,1,95.159,599,1a,94.491,599,2111-2179,
MF182731,1,76.263,594,1b,91.820,599,2111-2179,
MF182732,1,92.321,599,1a,91.486,599,2111-2179,
MF182733,1,92.321,599,1a,91.486,599,2111-2179,
MG000203,1,75.758,330,1b,75.904,332,2111-2179,
MG000204,1,76.970,330,1a,76.061,330,2111-2179,
MG000205,4,77.039,331,4r,91.071,336,2111-2177,
MG000207,4,76.970,330,4r,91.343,335,2111-2177,
MG000209,4,79.091,330,4r,91.343,335,2111-2177,
MG000213,4,74.924,331,4r,90.476,336,2111-2177,
MG000214,4,77.946,331,4r,92.262,336,2111-2177,
MG000215,4,76.803,319,4r,91.369,336,2111-2177,
MG000216,4,74.622,331,4r,89.881,336,2111-2177,
MG000217,1,76.061,330,1a,75.152,330,2111-2179,
MG000220,1,75.758,330,1a,74.848,330,2111-2179,
MG000223,1,75.988,329,1k,75.301,332,2111-2179,
MG000224,4,75.000,308,4r,90.032,311,2111-2170,
MG000226,1,76.364,330,1a,75.152,330,2111-2179,
MG000227,1,77.576,330,1a,76.364,330,2111-2179,
MG000228,4,76.947,321,4r,90.476,336,2111-2177,
MG000231,4,77.644,331,4r,91.667,336,2111-2177,
MG000232,4,76.636,321,4r,90.964,332,2111-2177,
MG000233,4,75.000,320,4r,89.851,335,2111-2177,
MG000234,1,75.076,329,1k,74.545,330,2111-2179,
MG000235,4,77.259,321,4r,89.881,336,2111-2177,
MG214786,1,93.056,288,1a,93.403,288,2111-2179,
MG252617,1,96.875,288,1a,95.486,288,2111-2179,
MG266181,1,95.312,256,1a,95.785,261,2111-2179,
MG266182,1,92.810,306,1a,91.503,306,2111-2179,
MG266183,1,95.833,288,1a,95.833,288,2111-2179,
MG266185,1,95.425,306,1a,94.118,306,2111-2179,
MG266186,1,94.138,290,1a,92.759,290,2111-2179,
MG266187,1,93.750,288,1a,92.708,288,2111-2179,
MG266188,1,94.872,273,1a,93.773,273,2111-2179,
MG266191,1,92.833,293,1a,91.468,293,2111-2179,
MG280927,1,93.728,287,1a,94.077,287,2111-2179,
MG280928,1,93.464,306,1a,92.157,306,2111-2179,
MG280929,1,92.708,288,1a,92.708,288,2111-2179,
MG280930,1,91.830,306,1a,90.523,306,2111-2179,
MG280931,1,92.069,290,1a,90.690,290,2111-2179,
MG437050,6,73.870,9487,6n,95.050,9414,2111-2179,
MG454773,4,87.126,1336,4a,87.126,1336,2111-2179,
MG454775,6,69.597,1365,6l,91.464,1359,2111-2179,
MG454779,4,85.778,1336,4a,85.778,1336,2111-2179,
MG454780,4,74.868,1329,4o,82.197,1320,2111-2179,
MG454781,4,87.949,1336,4a,87.949,1336,2111-2179,
MG454782,1,92.783,1344,1a,93.155,1344,2111-2179,
MG454784,1,92.708,1344,1a,92.188,1344,2111-2179,
MG454785,1,76.578,1315,1b,89.627,1340,2111-2179,
MG454787,1,91.586,1343,1a,91.958,1343,2111-2179,
MG454791,4,77.502,1329,4o,91.314,1324,2111-2179,
MG454792,1,93.601,1344,1a,93.378,1344,2111-2179,
MG454793,1,91.295,1344,1a,90.997,1344,2111-2179,
MG454795,1,75.417,1318,1b,89.062,1344,2111-2179,
MG454796,1,93.601,1344,1a,93.750,1344,2111-2179,
MG454798,1,92.411,1344,1a,93.080,1344,2111-2179,
MG454799,1,89.866,1342,1a,89.419,1342,2111-2179,
MG454800,1,93.527,1344,1a,93.080,1344,2111-2179,
MG454801,1,91.797,1341,1a,92.095,1341,2111-2179,
MG454802,1,93.750,1344,1a,94.271,1344,2111-2179,
MG454803,1,91.890,1344,1a,91.518,1344,2111-2179,
MG454804,1,91.592,1344,1a,91.518,1344,2111-2179,
MG454807,1,89.881,1344,1a,89.732,1344,2111-2179,
MG454808,1,94.494,1344,1a,94.271,1344,2111-2179,
MG454809,1,94.196,1344,1a,93.750,1344,2111-2179,
MG454811,1,91.592,1344,1a,91.146,1344,2111-2179,
MG454813,1,93.299,1343,1a,92.852,1343,2111-2179,
MG454814,1,90.774,1344,1a,90.402,1344,2111-2179,
MG454815,1,90.923,1344,1a,90.625,1344,2111-2179,
MG454817,1,90.544,1343,1a,90.767,1343,2111-2179,
MG454819,1,93.224,1343,1a,92.703,1343,2111-2179,
MG454820,1,92.262,1344,1a,92.485,1344,2111-2179,
MG454821,4,75.226,1328,4o,89.608,1328,2111-2179,
MG454822,1,76.524,1312,1b,92.170,1341,2111-2179,
MG454823,2,73.823,1062,2b,91.202,1398,2111-2179,
MG454824,1,94.122,1344,1a,94.643,1344,2111-2179,
MG454825,1,93.899,1344,1a,93.601,1344,2111-2179,
MG454826,1,91.890,1344,1a,91.815,1344,2111-2179,
MG454828,1,92.708,1344,1a,92.783,1344,2111-2179,
MG454830,1,76.158,1317,1b,91.275,1341,2111-2179,
MG454831,1,74.678,1319,1b,89.776,1340,2111-2179,
MG454834,1,92.708,1344,1a,92.411,1344,2111-2179,
MG454835,1,93.676,1344,1a,93.304,1344,2111-2179,
MG454836,1,75.185,1354,1b,91.201,1341,2111-2179,
MG454837,1,75.911,1345,1b,91.201,1341,2111-2179,
MG454838,2,72.481,1330,2b,90.558,1398,2111-2179,
MG454839,2,88.475,1397,2a,88.197,1398,2111-2179,
MG454840,1,91.592,1344,1a,91.295,1344,2111-2179,
MG454841,1,75.591,1311,1b,90.604,1341,2111-2179,
MG454842,1,93.601,1344,1a,93.080,1344,2111-2179,
MG454843,1,94.048,1344,1a,93.378,1344,2111-2179,
MG454844,1,90.625,1344,1a,90.402,1344,2111-2179,
MG454845,1,93.229,1344,1a,93.006,1344,2111-2179,
MG454846,1,91.741,1344,1a,91.295,1344,2111-2179,
MG454847,1,74.677,1315,1b,90.082,1341,2111-2179,
MG454848,2,71.450,1331,2b,89.650,1343,2111-2179,
MG454850,4,88.090,1335,4a,88.090,1335,2111-2179,
MG454851,2,72.189,1334,2b,89.771,1398,2111-2179,
MG454852,1,93.899,1344,1a,93.452,1344,2111-2179,
MG454853,1,94.792,1344,1a,94.643,1344,2111-2179,
MG454854,1,92.336,1344,1a,91.890,1344,2111-2179,
MG454855,1,92.113,1344,1a,91.667,1344,2111-2179,
MG454857,1,76.414,1344,1b,91.940,1340,2111-2179,
MG454858,1,93.899,1344,1a,93.229,1344,2111-2179,
MG454859,1,88.170,1344,1a,87.946,1344,2111-2179,
MG454860,1,76.107,1310,1b,89.635,1341,2111-2179,
MG454864,2,74.948,1429,2c,85.366,1435,2111-2179,
MG454865,1,73.896,1314,1b,86.055,1341,2111-2179,
MG454866,1,91.741,1344,1a,91.890,1344,2111-2179,
MG454867,2,70.021,1401,2b,88.627,1398,2111-2179,
MG454869,2,74.294,1062,2b,90.349,1347,2111-2179,
MG454870,1,91.220,1344,1a,90.625,1344,2111-2179,
MG454871,4,76.444,1333,4d,95.045,1332,2111-2179,
MG454872,4,76.519,1333,4d,95.345,1332,2111-2179,
MG454877,1,76.292,1316,1b,89.254,1340,2111-2179,
MG454878,1,93.973,1344,1a,93.973,1344,2111-2179,
MG454879,1,92.113,1344,1a,91.443,1344,2111-2179,
MG454880,1,76.404,1318,1b,92.015,1340,2111-2179,
MG454882,2,75.573,1396,2c,86.771,1406,2111-2179,
MG454885,1,92.188,1344,1a,91.890,1344,2111-2179,
MG454886,1,75.445,1348,1b,89.933,1341,2111-2179,
MG454888,1,91.890,1344,1a,91.592,1344,2111-2179,
MG454889,1,90.476,1344,1a,89.881,1344,2111-2179,
MG454891,1,91.369,1344,1a,91.071,1344,2111-2179,
MG454892,1,91.518,1344,1a,91.220,1344,2111-2179,
MG454893,2,74.789,1067,2b,91.989,1398,2111-2179,
MG454895,2,74.789,1067,2b,91.345,1398,2111-2179,
MG454896,1,93.676,1344,1a,94.196,1344,2111-2179,
MG454897,1,75.780,1346,1b,90.306,1341,2111-2179,
MG454898,1,94.048,1344,1a,93.527,1344,2111-2179,
MG454899,1,75.152,1312,1b,90.753,1341,2111-2179,
MG454902,1,90.997,1344,1a,90.699,1344,2111-2179,
MG454904,1,93.378,1344,1a,93.155,1344,2111-2179,
MG454906,1,93.527,1344,1a,93.229,1344,2111-2179,
MG454907,1,74.483,1305,1b,89.485,1341,2111-2179,
MG454908,1,90.692,1343,1a,90.395,1343,2111-2179,
MG454909,1,75.186,1346,1b,89.933,1341,2111-2179,
MG454911,1,75.186,1346,1b,90.157,1341,2111-2179,
MG454912,4,86.602,1336,4a,86.602,1336,2111-2179,
MG454913,2,88.690,1397,2a,88.770,1398,2111-2179,
MG454914,1,91.741,1344,1a,91.443,1344,2111-2179,
MG454915,4,88.614,1335,4a,88.614,1335,2111-2179,
MG454918,6,69.963,1092,6h,89.800,1353,2111-2179,
MG454920,6,70.364,1100,6e,91.795,1365,2111-2179,
MG454928,1,95.387,1344,1a,95.164,1344,2111-2179,
MG454929,1,95.238,1344,1a,95.015,1344,2111-2179,
MG454930,1,95.238,1344,1a,95.015,1344,2111-2179,
MG454933,1,93.080,1344,1a,93.378,1344,2111-2179,
MG454934,1,91.369,1344,1a,91.071,1344,2111-2179,
MG454938,4,76.577,1332,4d,94.144,1332,2111-2179,
MG454939,1,91.443,1344,1a,90.923,1344,2111-2179,
MG454940,1,76.765,1317,1b,90.970,1340,2111-2179,
MG454947,4,87.500,1336,4a,87.500,1336,2111-2179,
MG454948,1,93.006,1344,1a,92.485,1344,2111-2179,
MG454949,1,92.783,1344,1a,92.932,1344,2111-2179,
MG454950,1,91.890,1344,1a,91.592,1344,2111-2179,
MG454953,1,91.518,1344,1a,91.369,1344,2111-2179,
MG454954,1,92.188,1344,1a,91.890,1344,2111-2179,
MG454955,1,92.628,1343,1a,92.331,1343,2111-2179,
MG454958,5,89.853,1360,5a,91.765,1360,2111-2179,
MG454960,1,75.875,1314,1b,90.380,1341,2111-2179,
MG454961,1,91.667,1344,1a,91.295,1344,2111-2179,
MG454967,1,91.667,1344,1a,91.369,1344,2111-2179,
MG454969,6,76.652,1362,6a,90.989,1365,2111-2179,
MG454970,1,90.253,1344,1a,90.030,1344,2111-2179,
MG454971,1,91.443,1344,1a,91.146,1344,2111-2179,
MG454972,2,75.672,1377,2q,79.070,1376,2111-2179,
MG454974,2,85.947,1352,2a,86.696,1353,2111-2179,
MG454976,4,72.292,1357,4k,84.570,1348,2111-2179,
MG454978,1,75.723,1314,1b,91.343,1340,2111-2179,
MG454980,1,95.164,1344,1a,95.164,1344,2111-2179,
MG454982,1,95.015,1344,1a,94.717,1344,2111-2179,
MG454983,2,88.867,1024,2a,89.192,1027,2111-2179,
MG454985,2,76.071,957,2b,89.843,1398,2111-2179,
MG454988,1,90.476,1344,1a,90.179,1344,2111-2179,
MG454989,1,75.722,1351,1c,77.844,1336,2111-2179,
MG454990,2,73.446,1062,2b,89.199,1398,2111-2179,
MG454994,5,87.500,1360,5a,90.074,1360,2111-2179,
MG454995,4,87.157,1347,4a,87.157,1347,2111-2179,
MG454996,2,74.194,1023,2b,88.340,1398,2111-2179,
MG454997,6,72.373,1104,6e,88.240,1369,2111-2179,
MG454998,4,88.195,1330,4a,88.195,1330,2111-2179,
MG455000,2,77.292,1418,2j,78.672,1416,2111-2179,
MG455001,1,75.390,1345,1b,83.296,1341,2111-2179,
MG455004,1,88.161,1343,1a,87.789,1343,2111-2179,
MG455005,4,84.736,1343,4a,84.736,1343,2111-2179,
MG455010,1,74.108,1317,1b,87.994,1341,2111-2179,
MG455012,1,75.550,1317,1b,90.231,1341,2111-2179,
MG455013,1,92.411,1344,1a,92.411,1344,2111-2179,
MG455014,2,75.259,1063,2b,91.416,1398,2111-2179,
MG455016,1,88.467,1344,1a,88.095,1344,2111-2179,
MG455019,1,90.476,1344,1a,90.327,1344,2111-2179,
MG455022,2,77.642,1391,2i,87.905,1389,2111-2179,
MG455023,4,76.615,1347,4d,95.908,1344,2111-2179,
MG455024,1,91.437,1343,1a,90.990,1343,2111-2179,
MG455025,1,93.080,1344,1a,92.634,1344,2111-2179,
MG455028,2,88.340,1398,2a,87.903,1397,2111-2179,
MG455029,4,73.167,1364,4r,89.508,1363,2111-2179,
MG455030,1,89.940,1342,1a,90.611,1342,2111-2179,
MG455034,4,76.559,1331,4d,90.936,1335,2111-2179,
MG455035,2,75.899,1307,2u,79.353,1361,2111-2179,
MG455036,1,90.997,1344,1a,90.699,1344,2111-2179,
MG455038,1,76.523,1346,1o,79.228,1348,2111-2179,
MG455039,1,76.597,1346,1o,79.377,1348,2111-2179,
MG455041,4,88.266,1338,4a,88.266,1338,2111-2179,
MG455042,2,77.165,1397,2c,88.511,1410,2111-2179,
MG455043,5,87.261,1358,5a,87.923,1358,2111-2179,
MG455044,4,87.201,1336,4a,87.201,1336,2111-2179,
MG455045,2,89.258,1024,2a,89.376,1026,2111-2179,
MG455046,1,77.609,1313,1b,91.872,1341,2111-2179,
MG455047,1,75.760,1349,1b,92.394,1341,2111-2179,
MG455048,2,71.679,1370,2b,89.993,1379,2111-2179,
MG455049,4,89.139,1335,4a,89.139,1335,2111-2179,
MG455051,1,91.964,1344,1a,91.667,1344,2111-2179,
MG455054,1,93.973,1344,1a,93.452,1344,2111-2179,
MG455058,1,89.658,1344,1a,89.658,1344,2111-2179,
MG455059,4,87.940,1335,4a,87.940,1335,2111-2179,
MG455062,4,88.099,1336,4a,88.099,1336,2111-2179,
MG455065,4,79.038,1331,4c,89.478,1283,2111-2179,
MG455069,5,87.629,1358,5a,87.997,1358,2111-2179,
MG455070,1,74.562,1313,1b,87.332,1342,2111-2179,
MG455071,2,75.860,1396,2d,78.894,1393,2111-2179,
MG455074,1,75.057,1311,1b,89.038,1341,2111-2179,
MG455075,4,75.751,1332,4t,89.977,1327,2111-2179,
MG455076,2,88.475,1397,2a,88.841,1398,2111-2179,
MG455077,1,90.402,1344,1a,90.699,1344,2111-2179,
MG455081,1,75.917,1308,1b,87.323,1341,2111-2179,
MG455085,1,88.616,1344,1a,88.244,1344,2111-2179,
MG455086,1,88.021,1344,1a,87.649,1344,2111-2179,
MG455089,2,76.173,1364,2i,88.456,1360,2111-2179,
MG455090,2,74.389,1023,2b,90.336,1397,2111-2179,
MG455093,2,72.769,1300,2b,91.314,1347,2111-2179,
MG455094,6,77.843,1363,6a,95.604,1365,2111-2179,
MG455095,6,74.724,1361,6a,88.864,1365,2111-2179,
MG455096,2,75.923,1408,2c,86.827,1412,2111-2179,
MG455097,6,77.517,1361,6a,95.751,1365,2111-2179,
MG455098,1,75.799,1314,1b,90.380,1341,2111-2179,
MG455099,2,74.121,1024,2b,90.629,1398,2111-2179,
MG455103,1,75.817,1315,1b,90.157,1341,2111-2179,
MG455106,1,90.618,1343,1a,90.395,1343,2111-2179,
MG455109,4,74.906,1331,4n,91.386,1335,2111-2179,
MG455111,1,74.791,1317,1b,90.604,1341,2111-2179,
MG455118,2,71.581,1404,2b,91.345,1398,2111-2179,
MG455119,1,90.997,1344,1a,90.774,1344,2111-2179,
MG455120,4,86.840,1345,4a,86.840,1345,2111-2179,
MG455121,1,93.820,1343,1a,93.671,1343,2111-2179,
MG455125,1,89.807,1344,1a,89.732,1344,2111-2179,
MG455126,1,91.071,1344,1a,90.476,1344,2111-2179,
MG455127,6,77.002,1361,6a,91.941,1365,2111-2179,
MG455129,6,75.764,1374,6a,90.909,1364,2111-2179,
MG455131,2,75.313,1357,2c,87.930,1367,2111-2179,
MG455134,2,76.634,1331,2i,88.956,1331,2111-2179,
MG455136,1,76.104,1314,1b,91.269,1340,2111-2179,
MG455137,1,75.076,1312,1b,90.679,1341,2111-2179,
MG455138,4,87.613,1332,4a,87.613,1332,2111-2179,
MG455139,1,90.395,1343,1a,90.097,1343,2111-2179,
MG455140,2,75.089,1409,2i,86.009,1408,2111-2179,
MG455144,5,86.370,1350,5a,88.222,1350,2111-2179,
MG455145,1,91.667,1344,1a,91.071,1344,2111-2179,
MG455149,5,87.941,1360,5a,88.603,1360,2111-2179,
MG455152,2,74.105,1062,2b,90.486,1398,2111-2179,
MG455153,2,70.655,1404,2b,89.979,1397,2111-2179,
MG455155,4,86.142,1335,4a,86.142,1335,2111-2179,
MG455158,1,75.645,1318,1b,91.723,1341,2111-2179,
MG455160,4,88.120,1330,4a,88.120,1330,2111-2179,
MG455161,4,85.329,1336,4a,85.329,1336,2111-2179,
MG455163,2,77.259,1350,2f,79.305,1353,2111-2179,
MG455164,1,90.625,1344,1a,90.476,1344,2111-2179,
MG455167,2,89.334,1397,2a,89.564,1399,2111-2179,
MG455168,2,88.690,1397,2a,89.270,1398,2111-2179,
MG455169,1,74.487,1317,1b,88.814,1341,2111-2179,
MG455170,2,73.293,1333,2b,91.911,1397,2111-2179,
MG455174,4,75.937,1334,4d,92.793,1332,2111-2179,
MG455178,1,93.001,1343,1a,92.480,1343,2111-2179,
MG455179,1,75.247,1317,1b,90.455,1341,2111-2179,
MG455182,5,89.400,1349,5a,90.511,1349,2111-2179,
MG455183,1,90.104,1344,1a,89.881,1344,2111-2179,
MG455190,4,75.706,1346,4d,95.164,1344,2111-2179,
MG455191,1,91.741,1344,1a,91.667,1344,2111-2179,
MG455192,1,91.071,1344,1a,90.774,1344,2111-2179,
MG455194,2,74.484,1066,2b,74.786,1400,2111-2179,
MG455195,2,76.669,1453,2c,84.763,1457,2111-2179,
MG455196,6,77.239,1362,6a,92.894,1365,2111-2179,
MG455198,1,89.360,1344,1a,89.807,1344,2111-2179,
MG455201,1,90.320,1343,1a,90.171,1343,2111-2179,
MG455202,1,92.480,1343,1a,92.182,1343,2111-2179,
MG455203,2,86.829,1397,2a,88.054,1398,2111-2179,
MG455204,4,75.712,1334,4d,93.619,1332,2111-2179,
MG455205,4,87.650,1336,4a,87.650,1336,2111-2179,
MG455207,1,91.220,1344,1a,90.923,1344,2111-2179,
MG455208,1,75.248,1309,1b,89.046,1342,2111-2179,
MG455210,2,89.716,1021,2a,89.746,1024,2111-2179,
MG455212,1,92.783,1344,1a,92.336,1344,2111-2179,
MG455214,1,90.349,1347,1a,90.052,1347,2111-2179,
MG455216,1,74.126,1345,1b,90.306,1341,2111-2179,
MG455221,4,76.012,1334,4f,91.660,1331,2111-2179,
MG455222,4,89.147,1336,4a,89.147,1336,2111-2179,
MG455225,4,71.514,1334,4b,85.598,1347,2111-2179,
MG455226,1,90.327,1344,1a,90.104,1344,2111-2179,
MG455227,1,75.242,1345,1b,89.113,1341,2111-2179,
MG455228,1,91.443,1344,1a,91.443,1344,2111-2179,
MG455229,4,76.612,1334,4d,91.742,1332,2111-2179,
MG455231,5,87.259,1350,5a,88.815,1350,2111-2179,
MG455232,4,76.409,1331,4n,91.216,1332,2111-2179,
MG455235,1,88.905,1343,1a,88.608,1343,2111-2179,
MG455236,5,88.015,1360,5a,89.485,1360,2111-2179,
MG455237,2,72.270,1291,2b,90.720,1347,2111-2179,
MG455242,4,76.577,1332,4d,94.595,1332,2111-2179,
MG455245,1,90.699,1344,1a,90.253,1344,2111-2179,
MG455246,1,91.369,1344,1a,90.848,1344,2111-2179,
MG455248,1,74.926,1348,1b,90.902,1341,2111-2179,
MG455250,4,85.502,1345,4a,85.502,1345,2111-2179,
MG455253,6,78.414,1362,6a,94.282,1364,2111-2179,
MG455255,1,90.997,1344,1a,90.476,1344,2111-2179,
MG455257,4,75.847,1329,4o,89.985,1328,2111-2179,
MG455258,4,86.602,1336,4a,86.602,1336,2111-2179,
MG455259,4,87.341,1335,4a,87.341,1335,2111-2179,
MG455263,4,86.527,1336,4a,86.527,1336,2111-2179,
MG455265,4,76.634,1331,4n,90.337,1335,2111-2179,
MG455267,1,91.443,1344,1a,91.220,1344,2111-2179,
MG455269,4,88.090,1335,4a,88.090,1335,2111-2179,
MG455272,1,91.071,1344,1a,90.625,1344,2111-2179,
MG455273,4,87.500,1336,4a,87.500,1336,2111-2179,
MG455274,4,75.877,1368,4o,90.710,1367,2111-2179,
MG455275,1,75.019,1349,1b,89.485,1341,2111-2179,
MG455276,2,71.673,1405,2b,89.557,1398,2111-2179,
MG455277,1,93.224,1343,1a,94.192,1343,2111-2179,
MG455278,4,86.677,1336,4a,86.677,1336,2111-2179,
MG455281,1,91.295,1344,1a,90.848,1344,2111-2179,
MG455282,6,70.055,1092,6h,88.971,1360,2111-2179,
MG455284,4,88.473,1336,4a,88.473,1336,2111-2179,
MG455285,1,75.628,1313,1b,91.797,1341,2111-2179,
MG455286,5,86.667,1350,5a,88.074,1350,2111-2179,
MG455287,4,78.571,1288,4c,90.289,1349,2111-2179,
