Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover
HQ623243,1,76.686,519,1b,88.582,543,1175-1313,
HQ623245,1,89.319,543,1a,90.608,543,1175-1315,
HQ623246,1,93.002,543,1a,93.370,543,1175-1315,
HQ623247,1,92.449,543,1a,94.107,543,1175-1315,
HQ623248,1,90.239,543,1a,91.897,543,1175-1315,
HQ623249,1,88.214,543,1a,89.687,543,1175-1315,
HQ623250,1,78.613,519,1b,90.590,542,1175-1313,
HQ623251,1,79.537,518,1b,91.160,543,1175-1313,
HQ623253,1,90.608,543,1a,91.897,543,1175-1315,
HQ623254,1,89.871,543,1a,90.792,543,1175-1315,
HQ623255,1,90.608,543,1a,91.160,543,1175-1315,
HQ623256,1,93.002,543,1a,94.475,543,1175-1315,
HQ623257,1,77.615,545,1b,90.775,542,1175-1315,
HQ623258,1,78.613,519,1b,90.221,542,1175-1313,
HQ623259,1,77.901,543,1b,91.144,542,1175-1315,
HQ623260,1,78.165,545,1b,92.251,542,1175-1315,
HQ623261,1,89.871,543,1a,91.529,543,1175-1315,
HQ623263,1,89.687,543,1a,90.976,543,1175-1315,
HQ623264,1,88.582,543,1a,90.239,543,1175-1315,
HQ623265,1,90.055,543,1a,91.713,543,1175-1315,
HQ623266,1,93.370,543,1a,93.370,543,1175-1315,
HQ623267,1,89.319,543,1a,90.792,543,1175-1315,
HQ623268,1,76.796,543,1b,89.852,542,1175-1315,
HQ623269,1,78.227,519,1b,89.483,542,1175-1313,
HQ623270,1,77.842,519,1b,90.959,542,1175-1313,
HQ623271,1,89.134,543,1a,90.055,543,1175-1315,
HQ623272,1,76.330,545,1b,89.668,542,1175-1315,
HQ623273,1,89.134,543,1a,90.055,543,1175-1315,
HQ623274,1,75.769,520,1d,89.503,543,1175-1313,
HQ623276,2,79.705,542,2c,90.792,543,1175-1315,
HQ623277,2,81.530,536,2c,91.344,543,1175-1315,
HQ623278,2,80.295,543,2i,90.976,543,1175-1315,
HQ623280,2,77.348,543,2i,88.766,543,1175-1315,
HQ623281,2,79.291,536,2k,91.344,543,1175-1315,
HQ623284,2,76.384,542,2f,78.637,543,1175-1315,
HQ623285,2,79.473,531,2k,89.687,543,1175-1315,
HQ623286,2,75.564,532,2b,90.807,533,1175-1315,
HQ623287,2,73.297,543,2t,84.502,542,1175-1315,
HQ623289,2,75.564,532,2b,90.424,543,1175-1315,
HQ623290,2,80.627,542,2c,90.608,543,1175-1315,
HQ623294,2,80.847,543,2c,82.657,542,1175-1315,
HQ623297,2,79.006,543,2k,91.344,543,1175-1315,
HQ623298,2,79.151,542,2c,91.897,543,1175-1315,
HQ623300,2,79.742,543,2i,89.871,543,1175-1315,
HQ623304,2,89.668,542,2a,87.823,542,1175-1315,
HQ623305,2,80.258,542,2c,83.610,543,1175-1315,
HQ623306,2,77.532,543,2a,78.637,543,1175-1315,
HQ623307,2,78.967,542,2i,88.376,542,1175-1315,
HQ623308,2,80.295,543,2i,89.871,543,1175-1315,
HQ623311,2,79.520,542,2c,90.792,543,1175-1315,
HQ623313,2,91.160,543,2a,90.055,543,1175-1315,
HQ623314,2,78.044,542,2b,92.120,533,1175-1315,
HQ623315,2,77.239,536,2k,90.239,543,1175-1315,
HQ623316,2,78.598,542,2c,91.529,543,1175-1315,
HQ623317,2,92.435,542,2a,90.221,542,1175-1315,
HQ623318,2,80.074,542,2u,83.026,542,1175-1315,
HQ623319,2,80.663,543,2j,84.162,543,1175-1315,
HQ623320,3,93.554,543,3a,92.634,543,1175-1315,
HQ623321,3,93.923,543,3a,93.002,543,1175-1315,
HQ623322,3,93.370,543,3a,93.002,543,1175-1315,
HQ623323,3,92.265,543,3a,93.554,543,1175-1315,
HQ623324,3,95.212,543,3a,93.002,543,1175-1315,
HQ623325,3,94.107,543,3a,92.818,543,1175-1315,
HQ623326,3,95.028,543,3a,93.186,543,1175-1315,
HQ623327,3,93.554,543,3a,91.344,543,1175-1315,
HQ623328,3,94.475,543,3a,93.186,543,1175-1315,
HQ623329,3,93.370,543,3a,93.370,543,1175-1315,
HQ623330,3,90.976,543,3a,91.713,543,1175-1315,
HQ623331,3,93.738,543,3a,91.713,543,1175-1315,
HQ623332,3,94.475,543,3a,94.475,543,1175-1315,
HQ623334,3,92.449,543,3a,92.449,543,1175-1315,
HQ623335,3,93.923,543,3a,93.554,543,1175-1315,
HQ623336,3,92.265,543,3a,92.265,543,1175-1315,
HQ623337,3,93.002,543,3a,91.897,543,1175-1315,
HQ623338,3,92.449,543,3a,91.713,543,1175-1315,
HQ623339,3,93.002,543,3a,92.449,543,1175-1315,
HQ623341,3,93.923,543,3a,93.002,543,1175-1315,
HQ623342,3,91.897,543,3a,91.897,543,1175-1315,
HQ623343,3,92.081,543,3a,91.713,543,1175-1315,
HQ623344,3,92.081,543,3a,91.713,543,1175-1315,
HQ623348,3,94.659,543,3a,93.738,543,1175-1315,
HQ623349,3,92.081,543,3a,90.239,543,1175-1315,
HQ623351,3,93.186,543,3a,90.976,543,1175-1315,
HQ623352,3,91.897,543,3a,92.081,543,1175-1315,
HQ623353,3,92.081,543,3a,93.370,543,1175-1315,
HQ623358,3,94.659,543,3a,93.186,543,1175-1315,
HQ623359,3,93.554,543,3a,93.186,543,1175-1315,
HQ623360,3,95.028,543,3a,93.923,543,1175-1315,
HQ623361,3,92.265,543,3a,93.002,543,1175-1315,
HQ623362,3,93.370,543,3a,92.265,543,1175-1315,
HQ623363,3,94.843,543,3a,93.186,543,1175-1315,
HQ623364,4,78.229,542,4d,93.186,543,1175-1300,
HQ623366,4,87.109,543,4a,87.109,543,1175-1300,
HQ623367,4,78.967,542,4d,94.291,543,1175-1300,
HQ623368,4,88.582,543,4a,88.582,543,1175-1300,
HQ623369,4,80.074,542,4d,95.203,542,1175-1300,
HQ623370,4,79.520,542,4t,92.265,543,1175-1300,
HQ623372,4,88.766,543,4a,88.766,543,1175-1300,
HQ623373,4,79.705,542,4d,94.843,543,1175-1300,
HQ623374,4,87.845,543,4a,87.845,543,1175-1300,
HQ623375,4,87.845,543,4a,87.845,543,1175-1300,
HQ623376,4,78.771,537,4r,92.449,543,1175-1298,
HQ623377,4,88.214,543,4a,88.214,543,1175-1300,
HQ623378,4,87.109,543,4a,87.109,543,1175-1300,
HQ623379,4,86.924,543,4a,86.924,543,1175-1300,
HQ623380,4,79.705,542,4d,93.923,543,1175-1300,
HQ623381,4,90.239,543,4a,90.239,543,1175-1300,
HQ623382,4,78.967,542,4d,94.280,542,1175-1300,
HQ623384,4,79.705,542,4d,95.580,543,1175-1300,
HQ623385,4,79.889,542,4d,95.018,542,1175-1300,
HQ623386,4,86.924,543,4a,86.924,543,1175-1300,
HQ623387,4,80.074,542,4d,94.834,542,1175-1300,
HQ623388,4,86.556,543,4a,86.556,543,1175-1300,
HQ623390,4,88.398,543,4a,88.398,543,1175-1300,
HQ623392,4,79.705,542,4d,94.649,542,1175-1300,
HQ623393,4,87.845,543,4a,87.845,543,1175-1300,
HQ623394,4,87.293,543,4a,87.293,543,1175-1300,
HQ623395,4,88.214,543,4a,88.214,543,1175-1300,
HQ623396,4,78.026,537,4r,92.407,540,1175-1298,
HQ623397,4,86.556,543,4a,86.556,543,1175-1300,
HQ623398,4,86.188,543,4a,86.188,543,1175-1300,
HQ623399,4,87.109,543,4a,87.109,543,1175-1300,
HQ623400,4,79.889,542,4d,93.554,543,1175-1300,
HQ623401,4,87.845,543,4a,87.845,543,1175-1300,
HQ623402,4,80.110,543,4p,83.425,543,1175-1300,
HQ623403,4,81.919,542,4c,84.686,542,1175-1300,
HQ623405,5,88.561,542,5a,92.081,543,1175-1301,
HQ623406,5,90.424,543,5a,91.328,542,1175-1301,
HQ623407,5,90.590,542,5a,92.265,543,1175-1301,
HQ623408,5,88.376,542,5a,91.160,543,1175-1301,
HQ623409,5,90.590,542,5a,91.713,543,1175-1301,
HQ623412,5,89.299,542,5a,91.529,543,1175-1301,
HQ623413,5,88.930,542,5a,90.055,543,1175-1301,
HQ623414,5,91.328,542,5a,92.265,543,1175-1301,
HQ623415,5,89.114,542,5a,92.265,543,1175-1301,
HQ623416,5,90.221,542,5a,91.897,543,1175-1301,
HQ623418,5,90.221,542,5a,92.265,543,1175-1301,
HQ623419,5,90.406,542,5a,92.265,543,1175-1301,
HQ623420,5,91.697,542,5a,93.186,543,1175-1301,
HQ623421,5,90.406,542,5a,92.634,543,1175-1301,
HQ623422,5,89.114,542,5a,91.713,543,1175-1301,
HQ623423,5,89.852,542,5a,92.634,543,1175-1301,
HQ623424,5,90.590,542,5a,93.554,543,1175-1301,
HQ623425,5,90.221,542,5a,91.897,543,1175-1301,
HQ623426,5,90.590,542,5a,91.897,543,1175-1301,
HQ738645,3,90.802,9437,3a,89.994,9434,1175-1315,
HQ850278,1,92.537,9219,1a,92.450,9219,1175-1315,
HQ850279,1,92.634,9191,1a,92.645,9191,1175-1315,
HQ850280,1,97.040,9222,1a,96.508,9222,1175-1315,
HQ850281,1,92.133,9228,1a,92.046,9228,1175-1315,
HQ850282,1,94.726,9272,1a,94.521,9272,1175-1315,
HQ850283,1,92.105,9272,1a,92.030,9272,1175-1315,
HQ850284,1,92.312,9261,1a,92.098,9264,1175-1315,
HQ850285,1,95.691,9282,1a,95.443,9282,1175-1315,
HQ850286,1,92.710,9287,1a,92.530,9290,1175-1315,
HQ850287,1,94.941,9271,1a,94.510,9271,1175-1315,
HQ850288,1,95.008,9275,1a,95.019,9275,1175-1315,
HQ850289,1,91.887,9257,1a,91.618,9258,1175-1315,
HQ850290,1,94.560,9265,1a,94.452,9265,1175-1315,
HQ908282,1,78.583,5561,1b,90.953,5549,1175-1315,
HQ908283,1,78.233,5559,1b,90.395,5549,1175-1315,
HQ908284,1,78.533,5562,1b,90.791,5549,1175-1315,
HQ908285,1,78.507,5574,1b,90.935,5549,1175-1315,
HQ908286,1,78.317,5562,1b,90.070,5549,1175-1315,
HQ908287,1,78.752,5563,1b,91.242,5549,1175-1315,
HQ908289,1,78.481,5558,1b,90.881,5549,1175-1315,
HQ908290,1,78.519,5563,1b,90.593,5549,1175-1315,
HQ908291,1,78.421,5561,1b,90.737,5549,1175-1315,
HQ908292,1,78.857,5562,1b,90.665,5549,1175-1315,
HQ908293,1,78.352,5557,1b,90.737,5549,1175-1315,
HQ908294,1,78.663,5563,1b,90.971,5549,1175-1315,
HQ908295,1,78.634,5565,1b,90.362,5551,1175-1315,
HQ908296,1,78.363,5560,1b,90.485,5549,1175-1315,
HQ908297,1,78.688,5565,1b,90.593,5549,1175-1315,
HQ908298,1,78.503,5559,1b,90.791,5549,1175-1315,
HQ908299,1,78.573,5563,1b,90.683,5549,1175-1315,
HQ908300,1,79.000,5562,1b,90.719,5549,1175-1315,
HQ908301,1,78.607,5558,1b,90.755,5549,1175-1315,
HQ908302,1,78.611,5559,1b,90.917,5549,1175-1315,
HQ908303,1,79.126,5562,1b,91.332,5549,1175-1315,
HQ908304,1,78.911,5567,1b,90.881,5549,1175-1315,
HQ908305,1,79.083,5560,1b,91.548,5549,1175-1315,
HQ908306,1,78.964,5562,1b,90.629,5549,1175-1315,
HQ908307,1,78.806,5563,1b,91.332,5549,1175-1315,
HQ908310,1,79.378,5562,1b,91.476,5549,1175-1315,
HQ908311,1,79.181,5567,1b,91.116,5549,1175-1315,
HQ908312,1,79.227,5565,1b,91.061,5549,1175-1315,
HQ908313,1,79.112,5563,1b,91.242,5549,1175-1315,
HQ908314,1,78.964,5562,1b,91.530,5549,1175-1315,
HQ908315,1,79.076,5563,1b,91.368,5549,1175-1315,
HQ908316,1,79.058,5563,1b,90.935,5549,1175-1315,
HQ908317,1,78.813,5560,1b,91.476,5549,1175-1315,
HQ908318,1,78.774,5564,1b,90.827,5549,1175-1315,
HQ908319,1,78.597,5560,1b,91.097,5549,1175-1315,
HQ908320,1,78.885,5560,1b,91.602,5549,1175-1315,
HQ908321,1,79.140,5561,1b,91.422,5549,1175-1315,
HQ908322,1,79.104,5561,1b,91.170,5549,1175-1315,
HQ908323,1,78.437,5565,1b,90.467,5549,1175-1315,
HQ908324,1,79.057,5558,1b,91.152,5549,1175-1315,
HQ908325,1,79.090,5562,1b,90.683,5549,1175-1315,
HQ908326,1,78.875,5562,1b,90.989,5549,1175-1315,
HQ908327,1,79.076,5563,1b,91.584,5549,1175-1315,
HQ908328,1,78.990,5564,1b,91.476,5549,1175-1315,
HQ908329,1,78.712,5557,1b,91.134,5549,1175-1315,
HQ908330,1,79.313,5564,1b,91.656,5549,1175-1315,
HQ908331,1,79.098,5564,1b,91.476,5549,1175-1315,
HQ908332,1,79.245,5560,1b,91.278,5549,1175-1315,
HQ908333,1,79.364,5568,1b,91.206,5549,1175-1315,
HQ908334,1,78.896,5563,1b,91.260,5549,1175-1315,
HQ908335,1,79.191,5565,1b,91.152,5549,1175-1315,
HQ908337,1,79.076,5563,1b,91.242,5549,1175-1315,
HQ908338,1,78.483,5563,1b,91.079,5549,1175-1315,
HQ908339,1,78.806,5563,1b,90.701,5549,1175-1315,
HQ908340,1,78.997,5561,1b,91.350,5549,1175-1315,
HQ908341,1,78.896,5563,1b,90.845,5549,1175-1315,
HQ908342,1,79.066,5565,1b,90.971,5549,1175-1315,
HQ908343,1,79.080,5564,1b,91.242,5549,1175-1315,
HQ908344,1,79.122,5561,1b,91.404,5549,1175-1315,
HQ908346,1,78.736,5568,1b,90.917,5549,1175-1315,
HQ908347,1,78.842,5563,1b,91.422,5549,1175-1315,
HQ908348,1,78.775,5569,1b,90.953,5549,1175-1315,
HQ908349,1,78.878,5563,1b,91.818,5549,1175-1315,
HQ908350,1,78.749,5562,1b,91.728,5549,1175-1315,
HQ908351,1,79.260,5564,1b,91.152,5549,1175-1315,
HQ908352,1,78.763,5561,1b,90.611,5549,1175-1315,
HQ908353,1,78.907,5561,1b,91.423,5550,1175-1315,
HQ908354,1,78.971,5559,1b,90.919,5550,1175-1315,
HQ908355,1,78.986,5563,1b,91.007,5549,1175-1315,
HQ908356,1,78.896,5563,1b,91.728,5549,1175-1315,
HQ908357,1,78.997,5561,1b,91.476,5549,1175-1315,
HQ908358,1,79.066,5570,1b,91.458,5549,1175-1315,
HQ908359,1,78.810,5564,1b,91.242,5549,1175-1315,
JF509175,3,92.925,8989,3a,92.060,8993,1175-1315,
JF509176,3,91.845,8792,3a,90.886,8800,1175-1315,
JF509177,3,93.782,8990,3a,92.105,8993,1175-1315,
JF735110,2,77.991,9528,2d,78.437,9521,1175-1315,
JF735111,2,80.577,9669,2m,100.000,9618,1175-1315,
JF735112,2,80.546,9530,2u,100.000,9520,1175-1315,
JF735113,2,79.778,9529,2j,100.000,9509,1175-1315,
JF735115,2,80.321,9528,2r,100.000,9512,1175-1315,
JF735116,2,80.942,9534,2q,81.690,9481,1175-1315,
JF735118,2,79.965,9663,2q,82.872,9400,1175-1315,
JF735120,2,79.032,6944,2e,100.000,9825,1175-1315,
JF735121,3,72.824,9512,3h,100.000,9579,1175-1315,
JF735122,3,75.556,9495,3k,100.000,9660,1175-1315,
JF735123,3,78.585,9484,3g,100.000,9634,1175-1315,
JF735126,3,73.435,9520,3h,92.123,9585,1175-1315,
JF735127,4,77.539,9394,4b,82.848,9445,1175-1315,
JF735132,4,78.935,7491,4q,80.845,7554,1175-1315,
JF735134,4,78.134,9389,4b,83.007,9451,1175-1315,
JF735135,4,84.490,9368,4c,85.753,9476,1175-1315,
JF735136,4,79.322,9377,4s,100.000,9426,1175-1315,
JF735137,4,89.643,9366,4a,89.643,9366,1175-1315,
JF735138,4,77.297,9391,4b,82.321,9446,1175-1315,
JN704192,1,80.148,1894,1b,91.332,1892,1175-1315,
JN704193,1,93.608,1893,1a,94.136,1893,1175-1315,
JN704194,1,93.608,1893,1a,93.397,1893,1175-1315,
JN704195,1,80.211,1895,1b,90.698,1892,1175-1315,
JN704196,1,79.778,1894,1b,90.803,1892,1175-1315,
JN704197,1,78.522,1895,1b,89.429,1892,1175-1315,
JN704198,1,91.601,1893,1a,91.918,1893,1175-1315,
JN704199,1,95.298,1893,1a,95.193,1893,1175-1315,
JN704200,1,80.453,1898,1b,90.856,1892,1175-1315,
JN704201,1,79.915,1892,1b,90.169,1892,1175-1315,
JN704202,1,91.284,1893,1a,91.759,1893,1175-1315,
JN704203,1,91.495,1893,1a,91.706,1893,1175-1315,
JN704204,1,91.072,1893,1a,91.337,1893,1175-1315,
JN704207,1,80.548,1897,1b,90.803,1892,1175-1315,
JN704208,1,94.031,1893,1a,94.348,1893,1175-1315,
JN704209,1,79.589,1896,1b,91.072,1893,1175-1315,
JN704210,1,94.876,1893,1a,94.453,1893,1175-1315,
JN704211,1,79.072,1897,1b,90.063,1892,1175-1315,
JN704212,1,78.786,1895,1b,89.323,1892,1175-1315,
JN704214,1,80.443,1897,1b,89.958,1892,1175-1315,
JN704215,1,79.503,1893,1b,89.730,1889,1175-1315,
JN704216,1,79.336,1897,1b,89.323,1892,1175-1315,
JN704218,1,89.540,1893,1a,90.280,1893,1175-1315,
JN704219,1,92.974,1893,1a,93.027,1893,1175-1315,
JN704220,1,89.165,1892,1a,89.323,1892,1175-1315,
JN704221,1,79.389,1897,1b,89.905,1892,1175-1315,
JN704223,1,79.261,1895,1b,90.169,1892,1175-1315,
JN704224,1,93.133,1893,1a,93.872,1893,1175-1315,
JN704225,1,79.947,1895,1b,90.962,1892,1175-1315,
JN704226,1,79.683,1895,1b,90.539,1892,1175-1315,
JN704228,1,78.488,1892,1b,89.006,1892,1175-1315,
JN704230,1,93.076,1892,1a,93.816,1892,1175-1315,
JN704232,1,90.967,1893,1a,91.231,1893,1175-1315,
JN704234,1,93.502,1893,1a,93.978,1893,1175-1315,
JN704235,1,91.865,1893,1a,91.865,1893,1175-1315,
JN704236,1,91.337,1893,1a,91.865,1893,1175-1315,
JN704237,1,91.178,1893,1a,91.072,1893,1175-1315,
JN704238,1,94.400,1893,1a,94.295,1893,1175-1315,
JN704240,1,91.020,1893,1a,91.548,1893,1175-1315,
JN704241,1,93.608,1893,1a,93.819,1893,1175-1315,
JN704242,1,91.442,1893,1a,91.442,1893,1175-1315,
JN704243,1,78.933,1894,1b,89.641,1892,1175-1315,
JN704244,1,93.925,1893,1a,94.295,1893,1175-1315,
JN704245,1,78.628,1895,1b,89.852,1892,1175-1315,
JN704246,1,91.812,1893,1a,92.235,1893,1175-1315,
JN704247,1,90.967,1893,1a,91.495,1893,1175-1315,
JN704248,1,91.231,1893,1a,91.548,1893,1175-1315,
JN704249,1,91.601,1893,1a,91.601,1893,1175-1315,
JN704250,1,95.827,1893,1a,95.615,1893,1175-1315,
JN704251,1,93.133,1893,1a,93.608,1893,1175-1315,
JN704252,1,94.400,1893,1a,95.140,1893,1175-1315,
JN704253,1,94.612,1893,1a,94.400,1893,1175-1315,
JN704254,1,91.548,1893,1a,91.865,1893,1175-1315,
JN704255,1,80.623,1894,1b,90.703,1893,1175-1315,
JN704258,1,79.314,1895,1b,89.852,1892,1175-1315,
JN704259,1,78.997,1895,1b,89.958,1892,1175-1315,
JN704260,1,91.548,1893,1a,92.129,1893,1175-1315,
JN704261,1,91.601,1893,1a,92.129,1893,1175-1315,
JN704262,1,91.125,1893,1a,91.548,1893,1175-1315,
JN704263,1,90.544,1893,1a,90.861,1893,1175-1315,
JN704264,1,91.020,1893,1a,91.284,1893,1175-1315,
JN704266,1,90.914,1893,1a,91.284,1893,1175-1315,
JN704267,1,91.020,1893,1a,91.601,1893,1175-1315,
JN704270,1,95.034,1893,1a,94.823,1893,1175-1315,
JN704273,1,91.231,1893,1a,91.812,1893,1175-1315,
JN704274,1,95.880,1893,1a,95.563,1893,1175-1315,
JN704275,1,90.698,1892,1a,90.909,1892,1175-1315,
JN704276,1,95.034,1893,1a,94.876,1893,1175-1315,
JN704277,1,95.510,1893,1a,95.351,1893,1175-1315,
JN704278,1,95.351,1893,1a,95.140,1893,1175-1315,
JN704279,1,80.211,1895,1b,90.127,1894,1175-1315,
JN704280,1,91.970,1893,1a,92.182,1893,1175-1315,
JN704283,1,94.929,1893,1a,94.717,1893,1175-1315,
JN704285,1,93.661,1893,1a,94.189,1893,1175-1315,
JN704286,1,92.763,1893,1a,93.133,1893,1175-1315,
JN704287,1,79.831,1894,1b,90.328,1892,1175-1315,
JN704288,1,80.095,1894,1b,90.116,1892,1175-1315,
JN704289,1,80.253,1894,1b,90.698,1892,1175-1315,
JN704290,1,93.291,1893,1a,93.450,1893,1175-1315,
JN704291,1,90.222,1892,1a,90.328,1892,1175-1315,
JN704293,1,92.657,1893,1a,93.450,1893,1175-1315,
JN704294,1,91.812,1893,1a,92.287,1893,1175-1315,
JN704295,1,91.442,1893,1a,91.495,1893,1175-1315,
JN704296,1,78.417,1895,1b,90.169,1892,1175-1315,
JN704298,1,79.631,1895,1b,91.015,1892,1175-1315,
JN704299,1,78.828,1894,1b,90.433,1892,1175-1315,
JN704300,1,79.778,1894,1b,90.755,1893,1175-1315,
JN714194,3,90.804,9428,3a,90.278,9432,1175-1315,
JQ065709,3,78.353,9401,3b,88.677,9388,1175-1315,
JQ246517,1,77.099,4978,1b,89.948,4974,1175-1315,
JQ246518,1,77.474,4981,1b,91.187,4970,1175-1315,
JQ246519,1,77.191,4976,1b,90.829,4972,1175-1315,
JQ246520,1,77.391,4976,1b,89.960,4970,1175-1315,
JQ246521,1,77.287,4984,1b,90.509,4973,1175-1315,
JQ246522,1,77.610,4980,1b,91.048,4971,1175-1315,
JQ246523,1,77.345,4979,1b,89.638,4970,1175-1315,
JQ246524,1,77.091,4985,1b,89.924,4972,1175-1315,
JQ246525,1,77.147,4984,1b,89.499,4971,1175-1315,
JQ246526,1,77.476,4977,1b,90.565,4971,1175-1315,
JQ246527,1,77.104,4979,1b,90.531,4974,1175-1315,
JQ246528,1,77.726,4979,1b,90.787,4971,1175-1315,
JQ246529,1,77.296,4977,1b,90.288,4973,1175-1315,
JQ246530,1,77.345,4979,1b,90.384,4971,1175-1315,
JQ246531,1,77.382,4974,1b,91.149,4971,1175-1315,
JQ246532,1,77.336,4977,1b,90.929,4972,1175-1315,
JQ246533,1,76.832,4981,1b,90.304,4971,1175-1315,
JQ246534,1,77.535,4981,1b,90.798,4977,1175-1315,
JQ246535,1,77.577,4977,1b,89.640,4971,1175-1315,
JQ246536,1,77.814,4976,1b,90.543,4970,1175-1315,
JQ246537,1,77.548,4975,1b,90.591,4974,1175-1315,
JQ246538,1,77.164,4979,1b,90.650,4973,1175-1315,
JQ246539,1,77.747,4979,1b,90.651,4974,1175-1315,
JQ246540,1,77.254,4981,1b,90.684,4970,1175-1315,
JQ246541,1,77.599,4982,1b,90.465,4971,1175-1315,
JQ246542,1,77.441,4978,1b,90.664,4970,1175-1315,
JQ246543,1,77.375,4990,1b,89.327,4975,1175-1315,
JQ246544,1,77.577,4986,1b,90.926,4970,1175-1315,
JQ246545,1,77.417,4986,1b,90.766,4971,1175-1315,
JQ253518,1,77.155,4977,1b,90.086,4973,1175-1315,
JQ253526,1,77.513,4985,1b,91.335,4974,1175-1315,
JQ253527,1,77.417,4986,1b,90.565,4971,1175-1315,
JQ253528,1,77.595,4981,1b,90.666,4971,1175-1315,
JQ253529,1,77.546,4979,1b,90.445,4971,1175-1315,
JQ253530,1,77.825,4983,1b,91.310,4971,1175-1315,
JQ253531,1,77.782,4978,1b,91.048,4971,1175-1315,
JQ253532,1,78.211,4998,1b,90.181,4970,1175-1315,
JQ253533,1,77.921,4973,1b,91.330,4971,1175-1315,
JQ253534,1,77.662,4978,1b,91.169,4971,1175-1315,
JQ253535,1,77.843,4978,1b,91.191,4972,1175-1315,
JQ253536,1,77.994,4976,1b,91.132,4973,1175-1315,
JQ253537,1,77.608,4984,1b,91.434,4973,1175-1315,
JQ253538,1,77.831,4980,1b,90.768,4972,1175-1315,
JQ253539,1,77.927,4979,1b,91.066,4970,1175-1315,
JQ253540,1,77.479,4982,1b,90.611,4974,1175-1315,
JQ253541,1,77.430,4980,1b,90.931,4973,1175-1315,
JQ343803,1,95.346,5200,1a,95.000,5200,1175-1315,
JQ343804,1,95.525,5229,1a,95.200,5229,1175-1315,
JQ343805,1,95.772,4991,1a,95.392,4991,1175-1315,
JQ343806,1,95.904,5224,1a,95.540,5224,1175-1315,
JQ343807,1,94.757,5226,1a,94.413,5226,1175-1315,
JQ343808,1,90.875,5008,1a,90.635,5008,1175-1315,
JQ343809,1,91.312,5237,1a,91.083,5237,1175-1315,
JQ343810,1,90.775,5008,1a,90.535,5008,1175-1315,
JQ343811,1,94.531,5175,1a,94.145,5175,1175-1315,
JQ343812,1,94.489,5226,1a,94.106,5226,1175-1315,
JQ343813,1,94.623,5226,1a,94.240,5226,1175-1315,
JQ343814,1,94.566,5226,1a,94.183,5226,1175-1315,
JQ343815,1,94.048,5225,1a,93.722,5225,1175-1315,
JQ343816,1,94.010,5225,1a,93.761,5225,1175-1315,
JQ343817,1,94.703,5173,1a,94.568,5173,1175-1315,
JQ343818,1,94.568,5173,1a,94.394,5173,1175-1315,
JQ343819,1,94.756,5225,1a,94.622,5225,1175-1315,
JQ343820,1,94.526,5225,1a,94.316,5225,1175-1315,
JQ343821,1,94.622,5225,1a,94.354,5225,1175-1315,
JQ343822,1,94.354,5225,1a,94.010,5225,1175-1315,
JQ343823,1,94.258,5225,1a,93.914,5225,1175-1315,
JQ343824,1,91.525,5239,1a,91.659,5239,1175-1315,
JQ343825,1,91.388,5225,1a,91.522,5225,1175-1315,
JQ343826,1,91.445,5225,1a,91.541,5225,1175-1315,
JQ717254,3,93.623,9425,3a,92.066,9428,1175-1315,
JQ717255,3,90.804,9428,3a,90.161,9432,1175-1315,
JQ717256,3,90.932,9429,3a,90.307,9429,1175-1315,
JQ717257,3,90.703,9433,3a,90.043,9431,1175-1315,
JQ717258,3,90.868,9428,3a,90.276,9430,1175-1315,
JQ717259,3,90.489,9431,3a,89.900,9436,1175-1315,
JQ717260,3,90.584,9431,3a,89.769,9432,1175-1315,
PX290144,4,79.597,9175,4f,90.106,9157,1175-1315,
PX376056,1,78.413,6124,1l,92.780,6122,1175-1315,
PX386717,3,92.774,9411,3a,92.068,9417,1175-1315,
PX386718,1,90.331,8253,1a,90.173,8253,1175-1315,
PX386719,3,93.162,9403,3a,91.606,9411,1175-1315,
PX386721,1,78.280,9337,1b,90.064,9330,1175-1315,
PX386722,3,92.619,9416,3a,92.017,9420,1175-1315,
PX386723,3,92.805,9423,3a,92.105,9424,1175-1315,
PX386724,1,91.008,9297,1a,90.757,9294,1175-1315,
PX386725,1,79.119,9334,1b,90.621,9329,1175-1315,
PX386726,2,76.392,9429,2b,89.273,9406,1175-1315,
PX386727,3,91.366,9312,3a,90.479,9316,1175-1315,
PX386728,2,77.152,9423,2b,90.732,9409,1175-1315,
PX386729,3,92.828,9411,3a,91.248,9415,1175-1315,
PX386730,3,92.492,9416,3a,91.653,9417,1175-1315,
PX386731,1,78.384,9354,1b,90.578,9329,1175-1315,
PX386733,3,91.883,9412,3a,91.576,9414,1175-1315,
PX386734,3,92.240,9433,3a,91.763,9433,1175-1315,
PX386736,3,91.183,8109,3a,90.371,8111,1175-1315,
PX386737,1,91.278,9149,1a,91.126,9150,1175-1315,
PX386738,3,92.473,9406,3a,91.806,9409,1175-1315,
PX386739,1,93.569,9298,1a,93.708,9298,1175-1315,
PX386741,3,92.576,9416,3a,91.854,9416,1175-1315,
PX386743,1,79.010,9333,1b,90.044,9321,1175-1315,
PX386746,1,78.835,9360,1b,90.106,9329,1175-1315,
PX386748,1,91.044,9312,1a,90.656,9311,1175-1315,
PX386749,3,92.668,9411,3a,92.183,9415,1175-1315,
