Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover
AF238483,2,91.749,2a,92.448,2683-2855,
AF238484,2,91.653,2a,92.331,2683-2855,
AF238485,2,91.462,2a,91.651,2683-2855,
AJ851228,1,79.277,1d,81.016,2683-2855,
AM408911,5,76.207,5a,76.804,2683-2855,
AM910652,1,78.591,1g,100.000,2683-2855,
AY051292,1,79.930,1c,100.000,2683-2855,
AY651061,1,82.985,1c,91.849,2683-2855,
AY859526,6,80.621,6a,100.000,2683-2855,
AY878650,6,73.446,6xj,91.350,2683-2855,
AY878651,6,73.464,6xj,91.606,2683-2855,
AY878652,6,73.591,6n,99.861,2683-2855,
AY956463,1,93.037,1a,92.779,2683-2855,
AY956464,1,92.022,1a,91.854,2683-2855,
AY956467,3,93.217,3a,93.170,2683-2855,
AY956468,1,91.918,1a,91.575,2683-2855,
AY956469,1,91.761,1a,91.660,2683-2855,
GU451218,1,78.928,1b,91.200,2683-2855,
GU451219,1,78.826,1b,91.243,2683-2855,
GU451220,1,78.722,1b,91.137,2683-2855,
GU451221,1,78.889,1b,91.902,2683-2855,
GU451222,1,78.861,1b,91.508,2683-2855,
GU451223,1,78.801,1b,91.977,2683-2855,
GU451224,1,78.809,1b,91.753,2683-2855,
GU814263,3,95.389,3a,93.708,2683-2855,
GU814265,4,98.558,4a,98.558,2683-2855,
HM566120,4,92.321,4a,92.321,2683-2855,
HM566121,5,92.260,5a,92.086,2683-2855,
HM746802,1,97.230,1a,96.520,2683-2855,
HM746803,1,96.906,1a,96.187,2683-2855,
HM746804,1,92.639,1a,92.014,2683-2855,
HM746809,1,94.199,1a,93.577,2683-2855,
HM746810,1,94.026,1a,93.483,2683-2855,
HM746811,1,94.276,1a,93.733,2683-2855,
HM746812,1,93.935,1a,93.490,2683-2855,
HM746818,1,77.988,1b,90.936,2683-2855,
HM746819,1,79.059,1b,91.271,2683-2855,
HM746820,1,81.341,1b,93.236,2683-2855,
HM746822,1,81.700,1b,93.032,2683-2855,
HM746823,1,80.989,1b,92.827,2683-2855,
HM746824,1,80.832,1b,92.752,2683-2855,
HM746825,1,80.154,1b,92.523,2683-2855,
HM746826,1,80.168,1b,92.517,2683-2855,
HM746827,1,78.034,1b,90.973,2683-2855,
HM746828,1,78.076,1b,90.991,2683-2855,
HM746829,1,81.919,1b,92.703,2683-2855,
HM746830,1,78.682,1b,91.007,2683-2855,
HM746831,1,80.199,1b,90.942,2683-2855,
HM746832,1,77.607,1b,91.945,2683-2855,
HM746833,1,81.007,1b,92.416,2683-2855,
HM746836,1,80.474,1b,92.621,2683-2855,
HM746838,1,78.302,1b,91.898,2683-2855,
HM746839,1,78.475,1b,91.932,2683-2855,
HM746841,1,80.886,1b,92.196,2683-2855,
HQ229373,3,94.822,3a,92.084,2683-2855,
HQ229425,2,92.818,2a,93.370,2705-2855,
HQ450380,6,74.085,6u,92.387,2683-2855,
HQ537007,1,77.215,1k,76.937,2683-2855,
HQ537008,4,79.911,4v,93.475,2683-2855,
HQ537009,4,80.193,4v,100.000,2683-2855,
HQ738645,3,90.802,3a,89.994,2683-2855,
HQ850278,1,92.537,1a,92.450,2683-2855,
HQ850279,1,92.634,1a,92.645,2683-2855,
HQ850280,1,97.040,1a,96.508,2683-2855,
HQ850281,1,92.133,1a,92.046,2683-2855,
HQ850282,1,94.726,1a,94.521,2683-2855,
HQ850284,1,92.312,1a,92.098,2683-2855,
HQ850285,1,95.691,1a,95.443,2683-2855,
HQ850286,1,92.710,1a,92.530,2683-2855,
HQ850287,1,94.941,1a,94.510,2683-2855,
HQ850288,1,95.008,1a,95.019,2683-2855,
HQ850289,1,91.887,1a,91.618,2683-2855,
HQ850290,1,94.560,1a,94.452,2683-2855,
HQ908282,1,78.583,1b,90.953,2683-2855,
HQ908283,1,78.233,1b,90.395,2683-2855,
HQ908284,1,78.533,1b,90.791,2683-2855,
HQ908285,1,78.507,1b,90.935,2683-2855,
HQ908286,1,78.317,1b,90.070,2683-2855,
HQ908287,1,78.752,1b,91.242,2683-2855,
HQ908288,1,78.352,1b,89.998,2683-2855,
HQ908289,1,78.481,1b,90.881,2683-2855,
HQ908290,1,78.519,1b,90.593,2683-2855,
HQ908291,1,78.421,1b,90.737,2683-2855,
HQ908292,1,78.857,1b,90.665,2683-2855,
HQ908293,1,78.352,1b,90.737,2683-2855,
HQ908294,1,78.663,1b,90.971,2683-2855,
HQ908295,1,78.634,1b,90.362,2683-2855,
HQ908296,1,78.363,1b,90.485,2683-2855,
HQ908297,1,78.688,1b,90.593,2683-2855,
HQ908298,1,78.503,1b,90.791,2683-2855,
HQ908299,1,78.573,1b,90.683,2683-2855,
HQ908300,1,79.000,1b,90.719,2683-2855,
HQ908301,1,78.607,1b,90.755,2683-2855,
HQ908302,1,78.611,1b,90.917,2683-2855,
HQ908303,1,79.126,1b,91.332,2683-2855,
HQ908304,1,78.911,1b,90.881,2683-2855,
HQ908305,1,79.083,1b,91.548,2683-2855,
HQ908306,1,78.964,1b,90.629,2683-2855,
HQ908307,1,78.806,1b,91.332,2683-2855,
HQ908308,1,78.864,1b,91.206,2683-2855,
HQ908309,1,78.900,1b,91.134,2683-2855,
HQ908310,1,79.378,1b,91.476,2683-2855,
HQ908311,1,79.181,1b,91.116,2683-2855,
HQ908312,1,79.227,1b,91.061,2683-2855,
HQ908313,1,79.112,1b,91.242,2683-2855,
HQ908314,1,78.964,1b,91.530,2683-2855,
HQ908315,1,79.076,1b,91.368,2683-2855,
HQ908316,1,79.058,1b,90.935,2683-2855,
HQ908317,1,78.813,1b,91.476,2683-2855,
HQ908318,1,78.774,1b,90.827,2683-2855,
HQ908319,1,78.597,1b,91.097,2683-2855,
HQ908320,1,78.885,1b,91.602,2683-2855,
HQ908321,1,79.140,1b,91.422,2683-2855,
HQ908322,1,79.104,1b,91.170,2683-2855,
HQ908323,1,78.437,1b,90.467,2683-2855,
HQ908324,1,79.057,1b,91.152,2683-2855,
HQ908325,1,79.090,1b,90.683,2683-2855,
HQ908326,1,78.875,1b,90.989,2683-2855,
HQ908327,1,79.076,1b,91.584,2683-2855,
HQ908328,1,78.990,1b,91.476,2683-2855,
HQ908329,1,78.712,1b,91.134,2683-2855,
HQ908330,1,79.313,1b,91.656,2683-2855,
HQ908331,1,79.098,1b,91.476,2683-2855,
HQ908332,1,79.245,1b,91.278,2683-2855,
HQ908333,1,79.364,1b,91.206,2683-2855,
HQ908334,1,78.896,1b,91.260,2683-2855,
HQ908335,1,79.191,1b,91.152,2683-2855,
HQ908336,1,78.932,1b,91.584,2683-2855,
HQ908337,1,79.076,1b,91.242,2683-2855,
HQ908338,1,78.483,1b,91.079,2683-2855,
HQ908339,1,78.806,1b,90.701,2683-2855,
HQ908340,1,78.997,1b,91.350,2683-2855,
HQ908341,1,78.896,1b,90.845,2683-2855,
HQ908342,1,79.066,1b,90.971,2683-2855,
HQ908343,1,79.080,1b,91.242,2683-2855,
HQ908344,1,79.122,1b,91.404,2683-2855,
HQ908345,1,79.353,1b,91.530,2683-2855,
HQ908346,1,78.736,1b,90.917,2683-2855,
HQ908347,1,78.842,1b,91.422,2683-2855,
HQ908348,1,78.775,1b,90.953,2683-2855,
HQ908349,1,78.878,1b,91.818,2683-2855,
HQ908350,1,78.749,1b,91.728,2683-2855,
HQ908351,1,79.260,1b,91.152,2683-2855,
HQ908352,1,78.763,1b,90.611,2683-2855,
HQ908353,1,78.907,1b,91.423,2683-2855,
HQ908354,1,78.971,1b,90.919,2683-2855,
HQ908355,1,78.986,1b,91.007,2683-2855,
HQ908356,1,78.896,1b,91.728,2683-2855,
HQ908357,1,78.997,1b,91.476,2683-2855,
HQ908358,1,79.066,1b,91.458,2683-2855,
HQ908359,1,78.810,1b,91.242,2683-2855,
HQ912953,3,94.055,3a,92.391,2683-2855,
HQ912954,6,79.502,6a,94.647,2683-2855,
HQ912955,6,79.954,6a,95.342,2683-2855,
JF509176,3,91.845,3a,90.886,2683-2855,
JF735121,3,72.824,3h,100.000,2683-2855,
JF735122,3,75.556,3k,100.000,2683-2855,
JF735123,3,78.585,3g,100.000,2683-2855,
JF735126,3,73.435,3h,92.123,2683-2855,
JF735127,4,77.539,4b,82.848,2683-2855,
JF735132,4,78.935,4q,80.845,,
JF735133,4,80.184,4v,91.934,2683-2855,
JF735134,4,78.134,4b,83.007,2683-2855,
JF735135,4,84.490,4c,85.753,2683-2855,
JF735136,4,79.322,4s,100.000,2683-2855,
JF735137,4,89.643,4a,89.643,2683-2855,
JF735138,4,77.297,4b,82.321,2683-2855,
JN377747,1,80.911,1b,92.717,2683-2855,
JN377748,1,81.179,1b,92.323,2683-2855,
JN377749,1,81.313,1b,92.055,2683-2855,
JN377750,1,80.710,1b,92.192,2683-2855,
JN377751,1,80.040,1b,91.798,2683-2855,
JN377752,1,80.576,1b,91.010,2683-2855,
JN377753,1,81.179,1b,91.535,2683-2855,
JN377754,1,81.112,1b,91.601,2683-2855,
JN377755,1,80.911,1b,91.732,2683-2855,
JN377756,1,80.777,1b,91.798,2683-2855,
JN377757,1,79.906,1b,91.273,2683-2855,
JN377758,1,80.375,1b,92.520,2683-2855,
JN377759,1,81.380,1b,92.979,2683-2855,
JN377760,1,81.112,1b,92.585,2683-2855,
JN377761,1,80.174,1b,91.929,2683-2855,
JN377762,1,80.710,1b,92.257,2683-2855,
JN377763,1,81.112,1b,90.814,2683-2855,
JN377764,1,81.179,1b,92.323,2683-2855,
JN377765,1,81.246,1b,92.520,2683-2855,
JN377766,1,80.911,1b,91.929,2683-2855,
JN377767,1,81.715,1b,92.717,2683-2855,
JN377768,1,80.911,1b,91.798,2683-2855,
JN377769,1,80.710,1b,92.257,2683-2855,
JN377770,1,80.509,1b,91.601,2683-2855,
JN377771,1,80.824,1b,92.328,2683-2855,
JN377772,1,81.045,1b,92.323,2683-2855,
JN377773,1,80.777,1b,92.323,2683-2855,
JN377774,1,81.045,1b,92.782,2683-2855,
JN377775,1,81.380,1b,93.329,2683-2855,
JN377776,1,81.045,1b,93.045,2683-2855,
JN377777,1,81.313,1b,92.192,2683-2855,
JN377778,1,80.777,1b,91.339,2683-2855,
JN377779,1,81.179,1b,92.913,2683-2855,
JN377780,1,80.844,1b,91.864,2683-2855,
JN377781,1,80.710,1b,92.848,2683-2855,
JN588558,3,91.564,3a,90.086,2683-2855,
JN714194,3,90.804,3a,90.278,2683-2855,
JQ065709,3,78.353,3b,88.677,2683-2855,
JQ717254,3,93.623,3a,92.066,2683-2855,
JQ717255,3,90.804,3a,90.161,2683-2855,
JQ717256,3,90.932,3a,90.307,2683-2855,
JQ717257,3,90.703,3a,90.043,2683-2855,
JQ717258,3,90.868,3a,90.276,2683-2855,
JQ717259,3,90.489,3a,89.900,2683-2855,
JQ717260,3,90.584,3a,89.769,2683-2855,
PX290144,4,79.597,4f,90.106,2683-2855,
PX376056,1,78.413,1l,92.780,2683-2855,
PX386717,3,92.774,3a,92.068,2683-2855,
PX386719,3,93.162,3a,91.606,2683-2855,
PX386721,1,78.280,1b,90.064,2683-2855,
PX386722,3,92.619,3a,92.017,2683-2855,
PX386723,3,92.805,3a,92.105,2683-2855,
PX386724,1,91.008,1a,90.757,2683-2855,
PX386730,3,92.492,3a,91.653,2683-2855,
PX386731,1,78.384,1b,90.578,2683-2855,
PX386732,3,92.266,3a,91.236,2683-2855,
PX386733,3,91.883,3a,91.576,2683-2855,
PX386734,3,92.240,3a,91.763,2683-2855,
PX386737,1,91.278,1a,91.126,2683-2855,
PX386738,3,92.473,3a,91.806,2683-2855,
PX386741,3,92.576,3a,91.854,2683-2855,
PX386742,3,91.588,3a,91.072,2683-2855,
PX386743,1,79.010,1b,90.044,2683-2855,
PX386744,3,92.128,3a,91.734,2683-2855,
PX386745,1,90.002,1a,89.909,2683-2855,
PX386746,1,78.835,1b,90.106,2683-2855,
PX386748,1,91.044,1a,90.656,2683-2855,
PX386749,3,92.668,3a,92.183,2683-2855,
PX386751,3,92.681,3a,91.725,2683-2855,
PX386753,3,92.558,3a,91.835,2683-2855,
PX386754,1,92.638,1a,92.314,2683-2855,
PX386759,3,92.295,3a,91.800,2683-2855,
PX386762,3,91.445,3a,91.066,2683-2855,
PX386764,1,90.398,1a,90.108,2683-2855,
PX386765,1,93.900,1a,94.507,2683-2855,
PX386769,1,90.700,1a,90.571,2683-2855,
PX386770,1,93.506,1a,93.955,2683-2855,
PX386771,3,93.447,3a,92.687,2683-2855,
PX386772,3,92.987,3a,91.772,2683-2855,
PX386773,3,91.806,3a,91.141,2683-2855,
PX386774,1,89.419,1a,89.476,2683-2696,
PX386775,1,92.018,1a,91.888,2683-2855,
PX386776,3,92.946,3a,92.353,2683-2855,
PX386778,1,78.490,1b,90.539,2683-2855,
PX386779,1,93.771,1a,93.836,2683-2855,
PX386780,1,93.710,1a,93.514,2683-2855,
PX386781,3,92.152,3a,91.323,2683-2855,
PX386782,1,91.488,1a,91.264,2683-2855,
PX386784,1,91.034,1a,91.013,2683-2855,
PX386785,1,77.469,1b,89.812,2683-2855,
PX386789,1,90.511,1a,90.321,2683-2855,
PX386790,1,78.646,1b,90.889,2683-2855,
PX386792,1,93.294,1a,93.252,2683-2855,
PX386793,1,79.045,1b,90.376,2683-2855,
PX386794,1,91.510,1a,91.339,2683-2855,
PX386797,3,93.945,3a,92.247,2683-2855,
PX386798,1,90.272,1a,90.201,2683-2855,
PX386799,3,92.451,3a,91.837,2683-2855,
PX386803,1,90.140,1a,90.000,2683-2855,
PX386806,1,92.674,1a,92.403,2683-2855,
PX386807,1,91.439,1a,91.224,2683-2855,
PX386808,3,92.945,3a,92.233,2683-2855,
PX386809,3,92.229,3a,91.340,2683-2855,
PX386810,3,90.034,3a,89.383,2683-2855,
PX386812,3,92.856,3a,91.945,2683-2855,
PX386813,1,92.775,1a,92.987,2683-2855,
PX386814,1,93.272,1a,93.401,2683-2855,
PX386815,1,78.596,1b,90.363,2683-2855,
PX386816,1,90.336,1a,90.014,2683-2855,
PX386819,1,92.931,1a,92.973,2683-2855,
PX386820,3,92.928,3a,91.457,2683-2855,
PX386821,3,92.527,3a,91.582,2683-2855,
PX386823,1,89.915,1a,89.808,2683-2855,
PX386825,1,91.405,1a,91.285,2683-2855,
PX386826,2,77.117,2b,90.315,2683-2855,
PX386828,3,92.407,3a,91.815,2683-2855,
PX386829,1,90.718,1a,90.573,2683-2855,
PX386830,3,92.838,3a,92.309,2683-2855,
PX386831,3,93.144,3a,92.349,2683-2855,
PX386834,3,93.322,3a,91.869,2683-2855,
PX386835,3,92.743,3a,92.236,2683-2855,
PX386837,3,92.715,3a,91.913,2683-2855,
PX386839,1,92.206,1a,91.886,2683-2855,
PX386840,1,90.488,1a,90.427,2683-2855,
PX386841,1,91.583,1a,91.454,2683-2855,
PX386843,3,93.280,3a,92.545,2683-2855,
PX386844,3,92.488,3a,91.685,2683-2855,
PX386845,1,90.868,1a,90.556,2683-2855,
PX386846,2,76.949,2b,90.943,2683-2855,
PX386847,3,92.311,3a,91.772,2683-2855,
PX386848,3,92.536,3a,91.900,2683-2855,
PX386850,3,91.001,3a,90.366,2683-2855,
PX386851,1,92.226,1a,91.798,2683-2855,
PX386852,1,93.145,1a,93.210,2683-2855,
PX386854,3,92.460,3a,91.846,2683-2855,
PX386855,1,89.196,1a,88.157,2683-2855,
PX386856,1,91.092,1a,90.942,2683-2855,
PX386857,1,78.652,1b,90.317,2683-2855,
PX386859,3,91.940,3a,91.285,2683-2855,
PX386860,3,92.254,3a,91.552,2683-2855,
PX386861,1,93.677,1a,93.494,2683-2855,
PX386863,3,93.774,3a,92.055,2683-2855,
PX386864,1,92.668,1a,92.870,2683-2855,
PX386865,3,92.625,3a,91.775,2683-2855,
PX386867,1,93.000,1a,92.701,2683-2855,
PX386872,3,93.205,3a,92.422,2683-2855,
PX386874,3,90.059,3a,89.066,2683-2855,
PX386875,1,91.489,1a,91.333,2683-2855,
PX386876,3,92.739,3a,91.275,2683-2855,
PX386878,1,87.697,1a,87.514,,
PX386879,1,91.984,1a,91.758,2683-2855,
PX386880,3,92.513,3a,91.795,2683-2855,
PX386882,1,77.842,1b,89.184,2683-2855,
PX386883,3,92.231,3a,91.745,2683-2855,
PX386884,3,92.777,3a,91.954,2683-2855,
PX386885,1,77.427,1b,88.943,2683-2855,
PX386887,3,90.722,3a,90.183,2683-2855,
PX386888,3,92.040,3a,91.425,2683-2855,
PX386891,1,90.477,1a,90.324,2683-2855,
PX386892,1,77.816,1b,88.625,2683-2855,
PX386893,3,92.485,3a,91.889,2683-2855,
PX386894,1,90.952,1a,90.876,2683-2855,
PX386896,3,92.464,3a,91.882,2683-2855,
PX386897,1,93.675,1a,93.234,2683-2855,
PX386898,1,91.476,1a,91.195,2683-2855,
PX386899,3,92.458,3a,92.077,2683-2855,
PX386900,1,91.210,1a,91.006,2683-2855,
PX386901,3,93.136,3a,91.779,2683-2855,
PX386905,3,93.368,3a,91.961,2683-2855,
PX386907,1,89.924,1a,89.774,2683-2855,
PX386908,1,92.886,1a,92.768,2683-2855,
PX386909,1,90.931,1a,90.790,2683-2855,
PX386911,3,93.706,3a,92.242,2683-2855,
PX386913,1,88.000,1a,87.594,,
PX386915,1,93.168,1a,93.232,2683-2855,
PX386916,3,93.523,3a,92.198,2683-2855,
PX386917,1,92.748,1a,92.488,2683-2855,
PX386918,3,91.731,3a,90.846,2683-2855,
PX386919,3,93.007,3a,92.360,2683-2855,
PX386920,3,92.863,3a,92.282,2683-2855,
PX386921,3,92.792,3a,91.301,2683-2855,
PX386922,1,93.866,1a,93.312,2683-2855,
PX386925,3,92.571,3a,91.798,2683-2855,
PX386927,1,90.810,1a,90.597,2683-2855,
PX386928,3,92.278,3a,91.804,2683-2855,
PX386929,3,91.131,3a,90.186,2683-2855,
PX386930,1,91.308,1a,91.136,2683-2855,
PX386931,1,91.178,1a,91.011,2683-2855,
PX386932,1,92.938,1a,93.003,2683-2855,
PX386933,3,93.302,3a,91.671,2683-2855,
PX386934,3,92.322,3a,91.708,2683-2855,
PX386935,1,91.816,1a,91.863,2683-2855,
PX386937,1,78.648,1b,90.772,2683-2855,
PX386938,1,91.500,1a,91.414,2683-2855,
PX386939,1,92.694,1a,92.889,2683-2855,
PX386942,3,92.652,3a,91.932,2683-2855,
PX386944,1,92.007,1a,91.725,2683-2855,
PX386945,3,91.975,3a,91.228,2683-2855,
PX386946,3,91.980,3a,91.242,2683-2855,
PX386947,1,91.379,1a,91.257,2683-2855,
PX386948,1,92.626,1a,92.485,2683-2855,
PX386949,1,77.540,1b,88.891,2683-2855,
PX386950,3,93.425,3a,91.924,2683-2855,
PX386952,1,90.915,1a,90.839,2683-2855,
PX386953,1,90.909,1a,90.694,2683-2855,
PX386956,2,76.938,2b,91.056,2683-2855,
PX386957,3,93.270,3a,92.529,2683-2855,
PX386958,1,91.801,1a,91.457,2683-2855,
PX386959,3,93.358,3a,92.669,2683-2855,
PX386961,1,77.730,1b,88.766,2683-2855,
PX386962,1,77.740,1l,92.355,2683-2855,
PX386964,1,78.103,1l,92.278,2683-2855,
PX386966,3,78.656,3b,87.976,2683-2855,
PX386969,6,80.326,6a,92.826,2683-2855,
PX386970,3,73.169,3h,79.394,2683-2855,
PX386971,4,83.623,4c,91.443,2683-2855,
PX386972,3,72.580,3h,91.324,2683-2855,
PX386973,3,78.340,3b,88.092,2683-2855,
PX386974,4,78.518,4r,91.275,2683-2855,
PX386975,4,83.490,4c,90.622,2683-2855,
PX386976,4,78.222,4r,91.057,2683-2855,
PX386977,4,78.322,4v,89.881,2683-2855,
PX386978,6,80.073,6a,93.932,2683-2855,
PX386979,6,79.309,6a,91.814,2683-2855,
PX386980,4,80.137,4t,91.426,2683-2855,
PX386981,1,77.545,1g,92.211,2683-2855,
PX386982,1,78.414,1g,92.618,2683-2855,
PX386983,4,80.133,4v,93.219,2683-2855,
PX386984,1,77.778,1l,92.101,2683-2855,
PX386985,1,77.031,1e,90.323,2683-2855,
PX386986,1,78.506,1e,91.535,2683-2855,
PX386989,2,76.754,2b,90.147,2683-2855,
PX386992,1,89.518,1a,89.373,2683-2855,
PX386994,4,88.344,4a,88.344,2683-2855,
PX386995,4,89.297,4a,89.297,2683-2855,
PX386996,4,80.273,4d,94.816,2683-2855,
PX386997,4,79.553,4d,94.219,2683-2855,
PX386998,4,80.530,4d,94.604,2683-2855,
PX386999,4,77.392,4k,91.249,2683-2855,
PX387001,5,89.383,5a,90.147,2683-2855,
PX387002,5,89.872,5a,90.613,2683-2855,
PX387003,1,91.161,1a,90.999,2683-2855,
PX387004,1,90.022,1a,89.970,,
PX387005,3,91.551,3a,90.715,2683-2855,
PX387006,1,78.270,1b,88.590,2683-2855,
PX387009,1,91.090,1a,90.962,2683-2855,
PX387010,1,92.950,1a,92.681,2683-2855,
PX387011,1,91.441,1a,91.110,2683-2855,
PX387012,1,94.094,1a,94.158,2683-2855,
PX387013,1,93.838,1a,94.274,2683-2855,
PX387014,1,92.180,1a,92.016,2683-2855,
PX387016,1,91.942,1a,91.679,2683-2855,
PX387017,3,92.502,3a,91.690,2683-2855,
PX387018,1,91.516,1a,91.436,2683-2855,
PX387019,1,91.394,1a,91.303,2683-2855,
PX387020,1,90.149,1a,89.858,2683-2855,
PX387022,1,90.798,1a,90.851,2683-2855,
PX387024,1,91.729,1a,91.385,2683-2855,
PX387026,3,92.216,3a,91.593,2683-2855,
PX387029,1,78.060,1b,89.767,2683-2855,
PX387031,3,91.378,3a,90.757,2683-2855,
PX387032,1,92.433,1a,92.347,2683-2855,
PX387033,1,89.510,1a,89.423,2683-2855,
PX387036,1,78.946,1b,91.138,2683-2855,
PX387037,1,89.781,1a,89.631,2683-2855,
PX387039,3,92.032,3a,91.429,2683-2855,
PX387040,2,76.094,2b,89.603,,
PX446232,4,79.693,4f,92.225,2683-2855,
PX459926,1,78.515,1e,91.440,2683-2855,
EU155213,1,92.335,1a,92.351,2683-2855,
EU155214,1,92.359,1a,92.036,2683-2855,
EU155215,1,93.942,1a,93.921,2683-2855,
EU155216,1,94.139,1a,94.278,2683-2855,
EU155217,1,79.131,1b,91.403,2683-2855,
EU155218,1,79.327,1b,91.351,2683-2855,
EU155219,1,79.098,1b,91.007,2683-2855,
EU155220,1,79.597,1b,91.320,2683-2855,
EU155221,1,79.176,1b,91.446,2683-2855,
EU155222,1,79.017,1b,91.182,2683-2855,
EU155223,1,78.947,1b,91.163,2683-2855,
EU155224,1,79.259,1b,91.467,2683-2855,
EU155225,1,79.071,1b,91.170,2683-2855,
EU155226,1,79.259,1b,91.514,2683-2855,
EU155227,1,79.068,1b,91.232,2683-2855,
EU155228,1,79.172,1b,91.396,2683-2855,
EU155229,1,79.341,1b,91.856,2683-2855,
EU155230,1,79.403,1b,91.479,2683-2855,
EU155231,1,79.103,1b,91.585,2683-2855,
EU155232,1,79.250,1b,91.159,2683-2855,
EU155233,1,92.015,1a,91.750,2683-2855,
EU155234,1,79.003,1b,90.971,2683-2855,
EU155235,1,79.151,1b,90.867,2683-2855,
EU155236,1,94.994,1a,94.768,2683-2855,
EU155237,1,94.838,1a,95.119,2683-2855,
EU155238,1,95.368,1a,95.088,2683-2855,
EU155239,1,95.012,1a,94.688,2683-2855,
EU155240,1,92.155,1a,91.977,2683-2855,
EU155242,1,91.767,1a,91.713,2683-2855,
EU155243,1,92.338,1a,92.176,2683-2855,
EU155244,1,95.690,1a,95.074,2683-2855,
EU155245,1,96.009,1a,95.837,2683-2855,
EU155246,1,95.056,1a,95.064,2683-2855,
EU155248,1,95.323,1a,94.957,2683-2855,
EU155249,1,94.794,1a,94.430,2683-2855,
EU155250,1,94.902,1a,94.633,2683-2855,
EU155251,1,95.328,1a,94.824,2683-2855,
EU155252,1,94.805,1a,94.398,2683-2855,
EU155253,1,79.456,1b,91.224,2683-2855,
EU155254,1,78.910,1b,91.280,2683-2855,
EU155255,1,79.448,1b,91.334,2683-2855,
EU155256,1,79.041,1b,91.267,2683-2855,
EU155257,1,79.274,1b,91.607,2683-2855,
EU155258,1,79.171,1b,91.748,2683-2855,
EU155259,1,78.957,1b,91.524,2683-2855,
EU155261,1,79.061,1b,91.608,2683-2855,
EU155262,1,79.187,1b,91.082,2683-2855,
EU155263,1,79.128,1b,90.888,2683-2855,
EU155264,1,79.018,1b,91.028,2683-2855,
EU155266,1,95.026,1a,94.544,2683-2855,
EU155267,1,95.430,1a,95.079,2683-2855,
EU155268,1,92.071,1a,91.975,2683-2855,
EU155269,1,92.289,1a,92.232,2683-2855,
EU155270,1,94.642,1a,94.269,2683-2855,
EU155271,1,94.452,1a,94.570,2683-2855,
EU155272,1,93.511,1a,93.449,2683-2855,
EU155274,1,95.102,1a,95.145,2683-2855,
EU155275,1,94.430,1a,94.837,2683-2855,
EU155276,1,94.934,1a,95.106,2683-2855,
EU155277,1,91.815,1a,91.858,2683-2855,
EU155278,1,94.315,1a,93.981,2683-2855,
EU155279,1,79.221,1b,91.521,2683-2855,
EU155280,1,78.989,1b,91.478,2683-2855,
EU155281,1,78.977,1b,91.092,2683-2855,
EU155282,1,92.268,1a,92.027,2683-2855,
EU155283,1,91.917,1a,91.612,2683-2855,
EU155284,1,93.127,1a,92.912,2683-2855,
EU155285,1,94.439,1a,94.719,2683-2855,
EU155286,1,95.438,1a,95.104,2683-2855,
EU155287,1,94.846,1a,94.773,2683-2855,
EU155288,1,96.342,1a,95.804,2683-2855,
EU155289,1,92.473,1a,92.473,2683-2855,
EU155290,1,95.152,1a,94.928,2683-2855,
EU155291,1,96.612,1a,96.106,2683-2855,
EU155292,1,95.486,1a,95.358,2683-2855,
EU155293,1,95.220,1a,95.051,2683-2855,
EU155294,1,92.990,1a,92.893,2683-2855,
EU155295,1,92.033,1a,92.114,2683-2855,
EU155296,1,96.051,1a,95.545,2683-2855,
EU155297,1,94.484,1a,94.279,2683-2855,
EU155298,1,94.118,1a,94.179,2683-2855,
EU155299,1,93.402,1a,93.262,2683-2855,
EU155300,1,78.884,1b,91.410,2683-2855,
EU155301,1,79.283,1b,91.544,2683-2855,
EU155302,1,78.548,1b,92.572,2683-2855,
EU155303,1,79.435,1b,91.607,2683-2855,
EU155304,1,78.361,1b,91.544,2683-2855,
EU155305,1,79.030,1b,91.864,2683-2855,
EU155306,1,79.217,1b,90.257,2683-2855,
EU155307,1,79.161,1b,91.297,2683-2855,
EU155308,1,78.799,1b,91.244,2683-2855,
EU155309,1,94.835,1a,95.007,2683-2855,
EU155310,1,94.806,1a,94.697,2683-2855,
EU155311,1,94.906,1a,94.489,2683-2855,
EU155313,1,93.851,1a,94.168,2683-2855,
EU155314,1,91.576,1a,91.589,2683-2855,
EU155315,1,79.085,1b,91.309,2683-2855,
EU155316,1,78.835,1b,90.636,2683-2855,
EU155317,1,79.366,1b,91.296,2683-2855,
EU155318,1,79.465,1b,91.803,2683-2855,
EU155319,1,91.803,1a,91.778,2683-2855,
EU155320,1,96.313,1a,95.816,2683-2855,
EU155321,1,95.093,1a,95.298,2683-2855,
EU155322,1,92.423,1a,92.304,2683-2855,
EU155323,1,91.782,1a,91.524,2683-2855,
EU155324,1,78.969,1b,91.857,2683-2855,
EU155325,1,79.262,1b,91.460,2683-2855,
EU155326,1,79.501,1b,91.939,2683-2855,
EU155327,1,79.450,1b,91.495,2683-2855,
EU155328,1,78.951,1b,91.683,2683-2855,
EU155329,1,79.227,1b,91.480,2683-2855,
EU155330,1,78.874,1b,91.723,2683-2855,
EU155331,1,79.609,1b,92.164,2683-2855,
EU155332,1,79.388,1b,91.950,2683-2855,
EU155333,1,79.302,1b,91.779,2683-2855,
EU155334,1,79.077,1b,91.845,2683-2855,
EU155335,1,79.138,1b,91.578,2683-2855,
EU155336,1,78.889,1b,91.950,2683-2855,
