Accession,AssignedGenotype,Subtype2aDistance,Subtype2aDistance,Subtype2bDistance,Subtype2bDistance,Subtype2cDistance,Subtype2dDistance,Subtype2eDistance,Subtype2fDistance,Subtype2fDistance,Subtype2iDistance,Subtype2jDistance,Subtype2jDistance,Subtype2kDistance,Subtype2lDistance,Subtype2lDistance,Subtype2mDistance,Subtype2mDistance,Subtype2qDistance,Subtype2qDistance,Subtype2rDistance,Subtype2tDistance,Subtype2uDistance,Subtype2vDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
DQ355685,2,25.461,25.461,9.392,9.392,25.617,25.996,23.909,23.881,23.881,24.723,24.621,24.621,26.554,27.477,27.477,21.429,21.429,23.633,23.633,25.758,24.436,23.941,25.746,2b,9.392,2m,21.429
DQ355686,2,25.646,25.646,9.576,9.576,25.617,26.376,24.099,23.881,23.881,24.908,24.621,24.621,26.554,27.103,27.103,21.622,21.622,23.633,23.633,25.947,24.624,24.309,26.119,2b,9.576,2m,21.622
DQ355687,2,25.277,25.277,9.392,9.392,25.427,25.806,23.719,23.694,23.694,24.908,24.432,24.432,26.365,27.290,27.290,21.591,21.591,24.354,24.354,25.758,24.248,23.757,25.560,2b,9.392,2m,21.591
DQ355688,2,25.461,25.461,9.392,9.392,25.996,25.996,23.909,23.507,23.507,24.908,24.242,24.242,26.554,27.664,27.664,21.429,21.429,23.633,23.633,25.947,24.248,23.941,25.933,2b,9.392,2m,21.429
DQ355689,2,25.646,25.646,9.392,9.392,25.047,26.186,23.719,23.507,23.507,24.170,24.053,24.053,25.989,27.103,27.103,21.042,21.042,24.170,24.170,25.379,24.060,23.573,25.373,2b,9.392,2m,21.042
DQ355690,2,25.092,25.092,9.208,9.208,25.237,25.617,23.529,23.507,23.507,24.723,24.242,24.242,26.177,27.103,27.103,21.402,21.402,24.170,24.170,25.568,24.060,23.573,25.373,2b,9.208,2m,21.402
DQ355691,2,25.277,25.277,9.392,9.392,25.237,25.427,23.529,23.694,23.694,24.908,24.432,24.432,26.365,27.290,27.290,21.402,21.402,23.047,23.047,25.568,24.436,23.941,25.933,2b,9.392,2m,21.402
DQ355692,2,25.277,25.277,9.024,9.024,25.427,25.617,23.340,23.694,23.694,24.539,24.053,24.053,26.742,27.477,27.477,21.622,21.622,23.047,23.047,25.379,24.436,23.757,25.560,2b,9.024,2m,21.622
DQ355693,2,25.277,25.277,9.024,9.024,25.427,25.806,23.719,23.694,23.694,24.539,24.432,24.432,26.365,27.290,27.290,21.236,21.236,23.438,23.438,25.379,24.248,23.757,25.560,2b,9.024,2m,21.236
DQ430815,2,21.987,21.987,10.244,10.244,22.665,22.517,22.293,23.248,23.248,22.930,21.195,21.195,22.771,27.027,27.027,22.081,22.081,22.187,22.187,22.505,22.240,23.673,23.620,2b,10.244,2j,21.195
DQ430816,2,21.987,21.987,10.244,10.244,22.665,22.464,22.240,23.195,23.195,22.930,21.142,21.142,22.771,27.080,27.080,22.134,22.134,22.134,22.134,22.452,22.187,23.673,23.567,2b,10.244,2j,21.142
DQ430817,2,22.252,22.252,10.350,10.350,22.718,22.783,22.665,23.461,23.461,23.089,21.406,21.406,23.195,27.398,27.398,22.399,22.399,22.240,22.240,22.983,22.346,23.885,23.885,2b,10.350,2j,21.406
DQ430818,2,22.252,22.252,10.403,10.403,22.771,22.730,22.611,23.514,23.514,23.089,21.512,21.512,23.142,27.398,27.398,22.346,22.346,22.346,22.346,22.930,22.399,23.885,23.938,2b,10.403,2j,21.512
EF154708,2,8.404,8.404,21.723,21.723,19.639,19.437,19.214,19.904,19.904,19.310,20.074,20.074,19.108,25.530,25.530,18.259,18.259,18.365,18.365,17.941,22.983,18.631,21.656,2a,8.404,2r,17.941
OR497955,2,9.931,9.931,23.673,23.673,20.648,20.605,21.497,20.170,20.170,20.754,20.869,20.869,21.019,26.399,26.399,19.586,19.586,19.958,19.958,20.064,24.310,20.860,23.461,2a,9.931,2m,19.586
OR497957,2,21.036,21.036,23.885,23.885,13.110,19.596,20.648,20.276,20.276,20.913,19.662,19.662,21.019,26.575,26.575,20.329,20.329,20.488,20.488,19.214,22.840,21.497,19.586,2c,13.110,2r,19.214
OR497958,2,18.288,18.288,22.557,22.557,10.456,18.109,18.896,18.206,18.206,19.374,17.653,17.653,19.851,26.098,26.098,18.790,18.790,18.949,18.949,18.418,21.603,20.117,19.055,2c,10.456,2j,17.653
OR498072,2,19.820,19.820,21.934,21.934,17.994,18.428,18.471,17.357,17.357,9.873,18.230,18.230,19.586,25.212,25.212,18.365,18.365,19.374,19.374,17.516,22.399,18.631,17.569,2i,9.873,2f,17.357
OK582524,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582525,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582526,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582527,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582528,2,19.059,19.059,9.877,9.877,20.960,21.266,21.013,20.833,20.833,23.232,21.212,21.212,21.465,25.130,25.130,19.949,19.949,21.465,21.465,22.727,19.444,24.242,21.970,2b,9.877,2a,19.059
OK582529,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582530,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582531,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582532,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582533,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582534,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582535,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582536,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582537,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582538,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582539,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582540,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582541,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582542,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582543,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582544,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582545,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582546,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582547,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582548,2,19.059,19.059,9.383,9.383,20.707,21.266,20.759,20.833,20.833,23.232,20.707,20.707,21.465,25.130,25.130,20.707,20.707,21.465,21.465,22.475,19.444,24.747,22.222,2b,9.383,2a,19.059
OK582549,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582550,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582551,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582552,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582553,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582554,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582555,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582556,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582557,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582558,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582559,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582560,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582561,2,18.812,18.812,9.630,9.630,20.960,21.266,20.759,20.833,20.833,23.485,20.707,20.707,21.717,25.130,25.130,20.202,20.202,22.222,22.222,22.475,19.444,23.990,21.970,2b,9.630,2a,18.812
OK582562,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582563,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582564,2,19.059,19.059,9.383,9.383,21.212,21.519,21.013,21.094,21.094,23.232,20.960,20.960,21.970,25.389,25.389,20.455,20.455,21.970,21.970,22.727,19.444,24.242,22.222,2b,9.383,2a,19.059
OK582565,2,21.764,21.764,10.354,10.354,21.951,22.505,22.375,21.963,21.963,22.771,20.761,20.761,23.289,25.808,25.808,20.827,20.827,21.898,21.898,22.641,21.019,22.399,22.599,2b,10.354,2j,20.761
OK582566,2,21.500,21.500,10.143,10.143,21.527,22.464,22.240,21.709,21.709,22.611,20.655,20.655,23.195,25.861,25.861,21.008,21.008,22.346,22.346,22.718,21.008,22.240,23.142,2b,10.143,2j,20.655
OK582567,2,21.500,21.500,10.143,10.143,21.527,22.464,22.240,21.709,21.709,22.611,20.655,20.655,23.195,25.861,25.861,21.008,21.008,22.346,22.346,22.718,21.008,22.240,23.142,2b,10.143,2j,20.655
OK582568,2,21.447,21.447,10.195,10.195,21.580,22.517,22.187,21.656,21.656,22.558,20.708,20.708,23.142,25.914,25.914,21.061,21.061,22.293,22.293,22.665,20.955,22.187,23.195,2b,10.195,2j,20.708
OK582569,2,21.553,21.553,10.195,10.195,21.580,22.517,22.293,21.762,21.762,22.665,20.708,20.708,23.248,25.914,25.914,21.061,21.061,22.399,22.399,22.771,21.061,22.293,23.195,2b,10.195,2j,20.708
OK582570,2,21.712,21.712,10.301,10.301,21.898,22.452,22.322,21.910,21.910,22.718,20.708,20.708,23.236,25.755,25.755,20.774,20.774,21.845,21.845,22.587,20.966,22.346,22.546,2b,10.301,2j,20.708
OK582571,2,21.500,21.500,10.143,10.143,21.527,22.464,22.240,21.709,21.709,22.611,20.655,20.655,23.195,25.861,25.861,21.008,21.008,22.346,22.346,22.718,21.008,22.240,23.142,2b,10.143,2j,20.655
OK582572,2,21.553,21.553,10.195,10.195,21.580,22.517,22.293,21.762,21.762,22.665,20.708,20.708,23.248,25.914,25.914,21.061,21.061,22.399,22.399,22.771,21.061,22.293,23.195,2b,10.195,2j,20.708
OK582573,2,21.712,21.712,10.301,10.301,21.898,22.452,22.322,21.910,21.910,22.718,20.708,20.708,23.236,25.755,25.755,20.774,20.774,21.845,21.845,22.587,20.966,22.346,22.546,2b,10.301,2j,20.708
OK582574,2,21.500,21.500,10.143,10.143,21.421,22.411,22.452,21.762,21.762,22.611,20.602,20.602,23.301,25.861,25.861,21.167,21.167,22.134,22.134,22.771,20.902,22.346,23.142,2b,10.143,2j,20.602
OK582575,2,21.712,21.712,10.301,10.301,21.898,22.452,22.322,21.910,21.910,22.718,20.708,20.708,23.236,25.755,25.755,20.774,20.774,21.845,21.845,22.587,20.966,22.346,22.546,2b,10.301,2j,20.708
OK582576,2,21.500,21.500,10.143,10.143,21.527,22.464,22.240,21.709,21.709,22.611,20.655,20.655,23.195,25.861,25.861,21.008,21.008,22.346,22.346,22.718,21.008,22.240,23.142,2b,10.143,2j,20.655
OK582577,2,21.712,21.712,10.301,10.301,21.898,22.452,22.322,21.910,21.910,22.718,20.708,20.708,23.236,25.755,25.755,20.774,20.774,21.845,21.845,22.587,20.966,22.346,22.546,2b,10.301,2j,20.708
OK582578,2,21.500,21.500,10.143,10.143,21.527,22.464,22.240,21.709,21.709,22.611,20.655,20.655,23.195,25.861,25.861,21.008,21.008,22.346,22.346,22.718,21.008,22.240,23.142,2b,10.143,2j,20.655
OK582579,2,21.500,21.500,10.143,10.143,21.527,22.464,22.240,21.709,21.709,22.611,20.655,20.655,23.195,25.861,25.861,21.008,21.008,22.346,22.346,22.718,21.008,22.240,23.142,2b,10.143,2j,20.655
OK582580,2,21.500,21.500,10.143,10.143,21.527,22.464,22.240,21.709,21.709,22.611,20.655,20.655,23.195,25.861,25.861,21.008,21.008,22.346,22.346,22.718,21.008,22.240,23.142,2b,10.143,2j,20.655
OK582581,2,21.500,21.500,10.143,10.143,21.527,22.464,22.240,21.709,21.709,22.611,20.655,20.655,23.195,25.861,25.861,21.008,21.008,22.346,22.346,22.718,21.008,22.240,23.142,2b,10.143,2j,20.655
OK582582,2,21.500,21.500,10.143,10.143,21.527,22.464,22.240,21.709,21.709,22.611,20.655,20.655,23.195,25.861,25.861,21.008,21.008,22.346,22.346,22.718,21.008,22.240,23.142,2b,10.143,2j,20.655
OK582583,2,21.500,21.500,10.143,10.143,21.527,22.464,22.240,21.709,21.709,22.611,20.655,20.655,23.195,25.861,25.861,21.008,21.008,22.346,22.346,22.718,21.008,22.240,23.142,2b,10.143,2j,20.655
OK582584,2,21.447,21.447,10.195,10.195,21.451,22.411,22.187,21.656,21.656,22.611,20.655,20.655,23.195,25.861,25.861,20.955,20.955,22.346,22.346,22.771,20.955,22.293,23.195,2b,10.195,2j,20.655
OK582585,2,21.712,21.712,10.301,10.301,21.898,22.452,22.322,21.910,21.910,22.718,20.708,20.708,23.236,25.755,25.755,20.774,20.774,21.845,21.845,22.587,20.966,22.346,22.546,2b,10.301,2j,20.708
OK582586,2,21.659,21.659,10.195,10.195,21.474,22.464,22.452,21.815,21.815,22.558,20.549,20.549,23.248,25.914,25.914,21.220,21.220,22.240,22.240,22.718,21.008,22.505,23.195,2b,10.195,2j,20.549
OK582587,2,21.553,21.553,10.195,10.195,21.580,22.517,22.293,21.762,21.762,22.665,20.708,20.708,23.248,25.914,25.914,21.061,21.061,22.399,22.399,22.771,21.061,22.293,23.195,2b,10.195,2j,20.708
OK582588,2,21.500,21.500,10.143,10.143,21.527,22.464,22.240,21.709,21.709,22.611,20.655,20.655,23.195,25.861,25.861,21.008,21.008,22.346,22.346,22.718,21.008,22.240,23.142,2b,10.143,2j,20.655
OK582589,2,21.712,21.712,10.143,10.143,21.898,22.399,22.375,21.751,21.751,22.665,20.814,20.814,23.130,25.702,25.702,20.986,20.986,21.845,21.845,22.534,21.019,22.346,22.599,2b,10.143,2j,20.814
OK582590,2,21.659,21.659,10.195,10.195,21.474,22.464,22.452,21.815,21.815,22.558,20.549,20.549,23.248,25.914,25.914,21.220,21.220,22.240,22.240,22.718,21.008,22.505,23.195,2b,10.195,2j,20.549
OK582591,2,21.712,21.712,10.301,10.301,21.898,22.452,22.322,21.910,21.910,22.718,20.708,20.708,23.236,25.755,25.755,20.774,20.774,21.845,21.845,22.587,20.966,22.346,22.546,2b,10.301,2j,20.708
OK582592,2,21.500,21.500,10.143,10.143,21.527,22.464,22.240,21.709,21.709,22.611,20.655,20.655,23.195,25.861,25.861,21.008,21.008,22.346,22.346,22.718,21.008,22.240,23.142,2b,10.143,2j,20.655
OK582593,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582594,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582595,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582596,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582597,2,19.059,19.059,9.877,9.877,20.960,21.266,21.013,20.833,20.833,23.232,21.212,21.212,21.465,25.130,25.130,19.949,19.949,21.465,21.465,22.727,19.444,24.242,21.970,2b,9.877,2a,19.059
OK582598,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582599,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582600,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582601,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582602,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582603,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582604,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582605,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582606,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582607,2,18.564,18.564,9.877,9.877,20.960,21.266,21.013,20.833,20.833,23.232,21.212,21.212,21.465,24.611,24.611,19.949,19.949,21.465,21.465,22.727,18.939,24.242,21.970,2b,9.877,2a,18.564
OK582608,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582609,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582610,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582611,2,18.564,18.564,9.383,9.383,20.960,21.013,20.506,20.573,20.573,22.727,20.960,20.960,21.465,24.870,24.870,19.949,19.949,21.465,21.465,22.222,18.939,23.737,21.717,2b,9.383,2a,18.564
OK582612,2,18.812,18.812,9.136,9.136,20.960,21.519,21.013,21.094,21.094,22.980,20.960,20.960,21.717,25.389,25.389,20.455,20.455,21.717,21.717,22.727,19.192,24.495,21.970,2b,9.136,2a,18.812
OK582613,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582614,2,18.564,18.564,9.383,9.383,20.960,21.013,20.506,20.573,20.573,22.727,20.960,20.960,21.465,24.870,24.870,19.949,19.949,21.465,21.465,22.222,18.939,23.737,21.717,2b,9.383,2a,18.564
OK582615,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582616,2,21.764,21.764,10.354,10.354,21.951,22.505,22.375,21.963,21.963,22.771,20.761,20.761,23.289,25.808,25.808,20.827,20.827,21.898,21.898,22.641,21.019,22.399,22.599,2b,10.354,2j,20.761
OK582617,2,21.712,21.712,10.248,10.248,21.527,22.517,22.505,21.868,21.868,22.611,20.602,20.602,23.301,25.967,25.967,21.273,21.273,22.293,22.293,22.771,21.061,22.558,23.248,2b,10.248,2j,20.602
OK582618,2,21.764,21.764,10.354,10.354,21.951,22.505,22.375,21.963,21.963,22.771,20.761,20.761,23.289,25.808,25.808,20.827,20.827,21.898,21.898,22.641,21.019,22.399,22.599,2b,10.354,2j,20.761
OK582619,2,21.764,21.764,10.354,10.354,21.951,22.505,22.375,21.963,21.963,22.771,20.761,20.761,23.289,25.808,25.808,20.827,20.827,21.898,21.898,22.641,21.019,22.399,22.599,2b,10.354,2j,20.761
OK582620,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582621,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582622,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582623,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582624,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582625,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
OK582626,2,18.812,18.812,9.630,9.630,20.707,21.013,20.759,20.573,20.573,22.980,20.960,20.960,21.212,24.870,24.870,19.697,19.697,21.212,21.212,22.475,19.192,23.990,21.717,2b,9.630,2a,18.812
