Accession,ClosestSubtypeAlignedNT,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
JQ803438,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803439,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803440,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803441,1867,29.675,30.852,6.270,30.112,30.016,30.412,30.177,30.112,3,6.270,1,29.675
JQ803442,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803443,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803444,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803445,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803446,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803447,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803448,1867,29.568,30.798,6.270,30.005,30.069,30.358,30.123,30.166,3,6.270,1,29.568
JQ803449,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803450,1867,29.675,30.839,6.270,30.112,30.069,30.412,30.230,30.166,3,6.270,1,29.675
JQ803451,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803452,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803453,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803454,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803455,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803456,1867,29.675,30.905,6.270,30.112,30.069,30.412,30.230,30.166,3,6.270,1,29.675
JQ803457,1867,29.675,30.905,6.270,30.112,30.069,30.412,30.230,30.166,3,6.270,1,29.675
JQ803458,1867,29.675,30.905,6.270,30.112,29.963,30.412,30.230,30.166,3,6.270,1,29.675
JQ803459,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803460,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803461,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803462,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803463,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803464,1867,29.675,30.905,6.270,30.112,30.069,30.305,30.230,30.166,3,6.270,1,29.675
JQ803465,1867,29.622,30.905,6.270,30.112,29.963,30.412,30.230,30.166,3,6.270,1,29.622
JQ803466,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803467,1867,29.675,30.819,6.270,30.112,30.069,30.412,30.144,30.166,3,6.270,1,29.675
JQ803468,1867,29.675,30.852,6.270,30.005,30.016,30.412,30.123,30.112,3,6.270,1,29.675
JQ803469,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803470,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803471,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803472,1867,29.622,30.798,6.217,30.059,29.963,30.358,30.177,30.112,3,6.217,1,29.622
JQ803473,1867,29.675,30.905,6.270,30.112,30.069,30.412,30.230,30.166,3,6.270,1,29.675
JQ803474,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803475,1867,29.675,30.905,6.270,30.005,30.069,30.412,30.123,30.166,3,6.270,1,29.675
JQ803476,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803477,1867,29.675,30.798,6.270,30.112,30.069,30.412,30.230,30.059,3,6.270,1,29.675
JQ803478,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803479,1867,29.797,30.905,6.324,30.166,30.122,30.465,30.284,30.219,3,6.324,1,29.797
JQ803480,1867,29.675,30.798,6.324,30.059,30.069,30.412,30.177,30.166,3,6.324,1,29.675
JQ803481,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803482,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803483,1867,29.675,30.905,6.270,30.112,30.069,30.412,30.123,30.059,3,6.270,1,29.675
JQ803484,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803485,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803486,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803487,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803488,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803489,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803490,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803491,1867,29.675,30.839,6.270,30.005,30.069,30.358,30.123,30.112,3,6.270,1,29.675
JQ803492,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803493,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803494,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803495,1867,29.675,30.798,6.270,30.112,30.069,30.358,30.230,30.166,3,6.270,1,29.675
JQ803496,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803497,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803498,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803499,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803500,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803501,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803502,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803503,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803504,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803505,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803506,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803507,1867,29.568,30.852,6.163,30.005,29.963,30.305,30.123,30.112,3,6.163,1,29.568
JQ803508,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803509,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803510,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803511,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803512,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803513,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803514,1867,29.675,30.905,6.270,30.112,30.069,30.412,30.230,30.166,3,6.270,1,29.675
JQ803515,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803516,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803517,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803518,1867,29.675,30.852,6.270,30.112,30.069,30.412,30.230,30.166,3,6.270,1,29.675
JQ803519,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803520,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803521,1867,29.568,30.852,6.163,30.005,29.963,30.305,30.123,30.112,3,6.163,1,29.568
JQ803522,1867,29.622,30.852,6.270,30.112,30.069,30.305,30.230,30.166,3,6.270,1,29.622
JQ803523,1867,29.675,30.905,6.324,30.166,30.069,30.358,30.284,30.219,3,6.324,1,29.675
JQ803524,1867,29.568,30.852,6.324,30.059,30.016,30.251,30.230,30.112,3,6.324,1,29.568
JQ803525,1867,29.515,30.675,6.377,30.005,30.016,30.358,30.230,30.112,3,6.377,1,29.515
JQ803526,1867,29.622,30.852,6.270,30.112,30.069,30.305,30.230,30.166,3,6.270,1,29.622
JQ803527,1867,29.622,30.852,6.270,30.112,30.069,30.305,30.230,30.166,3,6.270,1,29.622
JQ803528,1867,29.622,30.852,6.270,30.112,30.069,30.305,30.230,30.166,3,6.270,1,29.622
JQ803529,1867,29.675,30.905,6.270,30.005,30.069,30.309,30.230,30.166,3,6.270,1,29.675
JQ803530,1867,29.622,30.852,6.270,30.112,30.069,30.305,30.230,30.166,3,6.270,1,29.622
JQ803531,1867,29.675,30.905,6.270,30.112,30.069,30.412,30.230,30.166,3,6.270,1,29.675
JQ803532,1867,29.622,30.852,6.270,30.112,30.069,30.305,30.230,30.166,3,6.270,1,29.622
JQ803533,1867,29.568,30.852,6.163,30.005,29.963,30.305,30.123,30.112,3,6.163,1,29.568
JQ803534,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803535,1867,29.675,30.905,6.270,30.112,30.069,30.412,30.230,30.166,3,6.270,1,29.675
JQ803536,1867,29.622,30.852,6.270,30.112,30.069,30.305,30.230,30.166,3,6.270,1,29.622
JQ803537,1867,29.622,30.852,6.270,30.112,30.069,30.305,30.230,30.166,3,6.270,1,29.622
JQ803538,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803539,1867,29.622,30.852,6.270,30.112,30.069,30.305,30.230,30.166,3,6.270,1,29.622
JQ803540,1867,29.675,30.852,6.324,30.059,30.016,30.251,30.284,30.166,3,6.324,1,29.675
JQ803541,1867,29.622,30.852,6.270,30.112,30.069,30.305,30.230,30.166,3,6.270,1,29.622
JQ803542,1867,29.568,30.852,6.163,30.005,29.963,30.305,30.123,30.112,3,6.163,1,29.568
JQ803543,1867,29.782,30.852,6.377,29.952,30.016,30.363,30.177,30.219,3,6.377,1,29.782
JQ803544,1867,29.707,30.926,6.270,30.144,30.016,30.412,30.118,30.112,3,6.270,1,29.707
JQ803545,1867,29.622,30.852,6.324,30.112,30.069,30.305,30.230,30.166,3,6.324,1,29.622
JQ803546,1867,29.622,30.959,6.217,30.059,30.069,30.412,30.177,30.166,3,6.217,1,29.622
JQ803547,1867,29.622,30.852,6.270,30.112,30.069,30.305,30.230,30.166,3,6.270,1,29.622
JQ803548,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803549,1867,29.622,30.852,6.270,30.112,30.069,30.305,30.230,30.166,3,6.270,1,29.622
JQ803550,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803551,1867,29.568,30.852,6.163,30.005,29.963,30.305,30.123,30.112,3,6.163,1,29.568
JQ803552,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803553,1867,29.622,30.905,6.270,30.112,30.069,30.358,30.230,30.166,3,6.270,1,29.622
JQ803554,1867,29.622,30.852,6.217,30.059,30.016,30.358,30.177,30.112,3,6.217,1,29.622
JQ803555,1868,30.027,30.794,5.413,29.541,29.744,30.107,30.454,30.658,3,5.413,4,29.541
JQ803556,1868,30.027,30.848,5.305,29.487,29.920,30.107,30.454,30.605,3,5.305,4,29.487
JQ803557,1868,30.027,30.848,5.252,29.487,29.920,30.107,30.454,30.605,3,5.252,4,29.487
JQ803558,1868,30.080,30.848,5.305,29.487,29.920,30.053,30.454,30.551,3,5.305,4,29.487
JQ803559,1868,30.027,30.848,5.305,29.487,29.867,30.053,30.367,30.658,3,5.305,4,29.487
JQ803560,1868,30.112,30.848,5.305,29.449,29.920,30.160,30.400,30.605,3,5.305,4,29.449
JQ803561,1868,30.027,30.848,5.252,29.487,29.920,30.107,30.454,30.605,3,5.252,4,29.487
JQ803601,1867,29.568,30.798,6.270,30.112,30.016,30.305,30.230,30.112,3,6.270,1,29.568
JX171010,432,31.054,31.781,7.407,30.516,32.447,28.650,,30.389,3,7.407,6,28.650
JX171011,432,30.114,32.571,5.787,30.516,,28.375,32.710,30.347,3,5.787,6,28.375
JX171012,432,31.143,32.944,8.102,30.445,33.867,29.477,33.058,29.433,3,8.102,4,30.445
JX171013,432,29.714,31.640,7.407,31.221,,,35.047,28.840,3,7.407,4,31.221
JX171014,432,30.571,31.250,6.944,30.374,32.553,27.273,31.702,29.395,3,6.944,6,27.273
JX171015,432,30.372,32.791,6.019,31.221,33.875,29.201,34.112,27.402,3,6.019,6,29.201
JX171016,432,31.818,33.179,6.944,32.000,34.419,28.650,33.879,31.214,3,6.944,6,28.650
JX171017,432,31.805,32.692,5.556,31.163,33.721,28.099,34.450,29.971,3,5.556,6,28.099
JX171018,432,32.407,32.507,6.713,30.445,,27.548,33.645,30.142,3,6.713,6,27.548
JX171019,432,27.378,32.326,6.250,28.873,34.112,28.375,34.579,28.840,3,6.250,4,28.873
JX171020,432,32.093,33.333,5.787,30.986,33.102,29.201,33.571,32.093,3,5.787,6,29.201
JX171021,432,30.659,32.483,7.407,32.394,,28.375,,27.586,3,7.407,6,28.375
JX171022,432,29.641,33.012,7.870,31.455,31.926,28.926,33.796,26.966,3,7.870,6,28.926
JX171023,432,31.124,31.250,7.176,31.235,34.346,27.824,33.643,29.395,3,7.176,6,27.824
JX171024,432,32.319,33.333,8.565,30.986,,26.171,34.579,29.286,3,8.565,6,26.171
JX171025,432,30.000,32.861,6.250,30.445,,28.650,33.879,30.326,3,6.250,6,28.650
JX171026,432,32.553,33.618,8.796,31.221,,26.446,33.699,29.643,3,8.796,6,26.446
JX171027,432,31.871,32.176,10.185,31.323,31.555,31.494,33.488,28.696,3,10.185,8,28.696
JX171028,432,32.791,32.692,4.861,31.628,34.419,29.201,32.947,30.523,3,4.861,6,29.201
JX171029,432,31.850,34.286,8.102,30.282,,28.099,34.579,29.078,3,8.102,6,28.099
JX171030,432,30.000,30.394,6.944,30.282,33.333,27.824,33.178,31.455,3,6.944,6,27.824
JX171031,432,30.000,30.394,6.944,30.282,33.333,27.824,33.178,31.455,3,6.944,6,27.824
JX171032,432,33.411,32.949,6.713,30.751,32.787,28.453,,32.160,3,6.713,6,28.453
JX171033,432,,31.409,6.713,30.282,,27.824,32.477,28.723,3,6.713,6,27.824
JX171034,432,32.401,,7.639,31.148,32.947,29.752,33.025,30.233,3,7.639,6,29.752
JX171035,432,30.460,33.787,7.407,32.394,33.179,28.650,32.874,28.488,3,7.407,6,28.650
JX171036,432,32.084,32.578,8.796,30.986,,25.895,34.107,29.286,3,8.796,6,25.895
JX171037,432,29.558,31.507,7.639,32.326,,27.824,33.643,26.950,3,7.639,6,27.824
JX171038,432,30.372,32.425,7.176,30.445,34.579,29.201,32.944,32.401,3,7.176,4,30.445
JX171039,432,32.019,31.909,6.250,31.221,33.953,27.548,33.411,29.825,3,6.250,6,27.548
JX171040,432,29.714,33.256,6.019,30.751,33.953,29.752,32.558,31.925,3,6.019,4,30.751
JX171041,432,32.251,31.781,6.713,31.382,,30.028,33.718,31.034,3,6.713,6,30.028
JX171042,432,31.608,33.488,0.000,31.455,35.116,28.099,34.211,29.781,3,0.000,6,28.099
JX227954,1890,29.468,29.937,21.958,28.919,30.242,29.344,31.060,29.493,3,21.958,4,28.919
JX227955,1890,28.730,31.098,22.146,29.268,29.831,30.449,30.886,28.647,3,22.146,8,28.647
JX227956,1890,28.963,30.712,22.252,29.078,29.424,30.517,30.935,29.070,3,22.252,8,29.070
JX227969,1890,29.678,30.380,22.569,29.046,29.651,30.233,30.820,29.551,3,22.569,4,29.046
JX679463,629,32.967,31.918,6.359,32.177,32.879,30.284,32.695,32.647,3,6.359,6,30.284
JX679464,717,25.424,30.441,6.564,26.136,28.430,27.171,30.278,29.714,3,6.564,1,25.424
KC825339,1905,30.661,30.820,9.764,30.005,29.984,30.865,31.348,30.757,3,9.764,4,30.005
KC844041,1895,29.626,30.749,6.867,28.813,29.848,29.868,30.321,29.840,3,6.867,4,28.813
KC844044,1890,29.107,29.392,20.404,28.829,29.894,29.741,30.612,28.624,3,20.404,8,28.624
KF035123,1893,29.136,30.316,9.086,28.850,28.918,29.517,31.016,29.884,3,9.086,5,28.918
KF035124,1894,30.485,30.996,8.663,30.201,29.298,30.688,30.478,31.233,3,8.663,5,29.298
KF035125,1894,28.970,30.364,8.505,29.641,29.189,30.142,30.899,29.773,3,8.505,5,29.189
KF035126,1894,29.858,30.757,8.875,29.499,29.347,29.832,31.230,30.655,3,8.875,5,29.347
KF035127,1894,30.047,30.975,9.667,29.989,29.310,29.953,31.005,30.672,3,9.667,6,29.953
KF489416,513,,33.592,6.628,33.105,33.268,29.515,32.296,34.436,3,6.628,6,29.515
KF489417,513,32.406,32.365,8.967,31.928,31.907,31.423,31.907,28.448,3,8.967,6,31.423
OP616746,1894,30.664,31.789,8.082,30.510,30.741,30.927,32.038,30.786,3,8.082,1,30.664
OP616747,1895,30.595,31.045,10.090,30.037,29.715,30.368,32.231,31.579,3,10.090,5,29.715
OP616748,1894,30.510,31.454,9.297,30.396,30.935,30.636,31.604,31.702,3,9.297,4,30.396
OP616749,1894,30.084,31.349,7.396,30.068,30.336,30.400,31.051,30.871,3,7.396,1,30.084
OP616750,1894,30.664,31.789,8.082,30.510,30.741,30.927,32.038,30.786,3,8.082,1,30.664
OP616751,1895,30.680,31.734,7.924,30.526,30.364,30.793,32.088,30.101,3,7.924,5,30.364
OP616752,1894,30.526,31.005,8.030,30.765,31.316,31.154,31.347,31.763,3,8.030,1,30.526
OP616753,1895,30.047,31.696,4.860,29.197,30.100,29.779,31.000,30.197,3,4.860,4,29.197
OP616754,1895,29.747,31.484,0.000,29.620,30.032,29.811,30.920,30.144,3,0.000,4,29.620
OP616755,1895,30.100,31.484,4.913,29.250,29.989,29.989,30.895,30.301,3,4.913,4,29.250
OP616756,1894,29.714,31.479,8.769,29.592,29.984,30.797,31.916,30.990,3,8.769,4,29.592
OP616757,1891,30.042,31.383,7.407,29.932,30.610,30.196,31.197,30.298,3,7.407,6,30.196
OP616758,1891,30.810,31.604,7.989,30.583,31.194,30.936,31.773,31.060,3,7.989,6,30.936
OP616759,1894,30.016,31.609,6.709,29.706,30.174,30.231,31.328,30.345,3,6.709,4,29.706
OP616760,1895,29.747,31.484,0.000,29.620,30.032,29.811,30.920,30.144,3,0.000,4,29.620
OP616761,1895,30.100,31.484,4.913,29.250,29.989,29.989,30.895,30.301,3,4.913,4,29.250
OP616762,1894,29.714,31.479,8.769,29.592,29.984,30.797,31.916,30.990,3,8.769,4,29.592
OP616763,1891,30.042,31.383,7.407,29.932,30.610,30.196,31.197,30.298,3,7.407,6,30.196
OP616764,1891,30.810,31.604,7.989,30.583,31.194,30.936,31.773,31.060,3,7.989,6,30.936
OP616765,1894,30.016,31.609,6.709,29.706,30.174,30.231,31.328,30.345,3,6.709,4,29.706
OP616766,1894,30.664,31.789,8.082,30.510,30.741,30.927,32.038,30.786,3,8.082,1,30.664
OP616767,1895,30.595,31.045,10.090,30.037,29.715,30.368,32.231,31.579,3,10.090,5,29.715
OP616768,1894,30.510,31.454,9.297,30.396,30.935,30.636,31.604,31.702,3,9.297,4,30.396
OP616769,1894,30.084,31.349,7.396,30.068,30.336,30.400,31.051,30.871,3,7.396,1,30.084
OP616770,1894,30.664,31.789,8.082,30.510,30.741,30.927,32.038,30.786,3,8.082,1,30.664
OP616771,1895,30.680,31.734,7.924,30.526,30.364,30.793,32.088,30.101,3,7.924,5,30.364
OP616772,1894,30.526,31.005,8.030,30.765,31.316,31.154,31.347,31.763,3,8.030,1,30.526
OP616773,1895,30.047,31.696,4.860,29.197,30.100,29.779,31.000,30.197,3,4.860,4,29.197
OP616774,1895,29.747,31.484,0.000,29.620,30.032,29.811,30.920,30.144,3,0.000,4,29.620
OP616775,1895,30.100,31.484,4.913,29.250,29.989,29.989,30.895,30.301,3,4.913,4,29.250
OP616776,1895,30.100,31.484,4.913,29.250,29.989,29.989,30.895,30.301,3,4.913,4,29.250
OP616777,1894,29.714,31.479,8.769,29.592,29.984,30.797,31.916,30.990,3,8.769,4,29.592
OP616778,1891,30.042,31.383,7.407,29.932,30.610,30.196,31.197,30.298,3,7.407,6,30.196
OP616779,1891,30.810,31.604,7.989,30.583,31.194,30.936,31.773,31.060,3,7.989,6,30.936
OP616780,1894,30.016,31.609,6.709,29.706,30.174,30.231,31.328,30.345,3,6.709,4,29.706
OP616781,1895,29.747,31.484,0.000,29.620,30.032,29.811,30.920,30.144,3,0.000,4,29.620
PX091942,841,31.840,32.071,6.183,30.916,32.155,30.651,32.151,32.699,3,6.183,6,30.651
KJ130249,1895,29.347,32.160,6.075,28.745,30.115,29.610,30.976,30.217,3,6.075,4,28.745
KJ130250,1895,29.458,31.309,5.283,28.896,29.151,30.005,30.656,30.409,3,5.283,4,28.896
KJ130251,1895,29.099,30.798,5.388,28.813,29.520,29.947,30.016,30.619,3,5.388,4,28.813
KJ130252,1895,29.678,31.471,4.754,29.356,29.979,29.811,30.595,30.655,3,4.754,4,29.356
KJ130253,1894,29.257,31.523,5.441,29.604,30.148,30.037,30.761,30.053,3,5.441,1,29.257
KJ130254,1895,30.053,30.692,5.547,29.589,29.567,30.400,30.389,29.825,3,5.547,5,29.567
KJ130255,1895,29.595,31.167,6.022,29.182,29.184,29.937,30.442,30.127,3,6.022,5,29.184
KJ130256,1895,29.852,31.083,5.018,29.303,29.805,30.599,30.305,30.213,3,5.018,4,29.303
KJ130257,1895,28.940,29.663,6.022,28.466,29.768,30.110,30.253,30.622,3,6.022,4,28.466
KJ130258,1894,30.258,31.418,6.128,29.694,29.889,30.332,30.733,30.659,3,6.128,5,29.889
KJ130259,1895,28.925,31.085,4.596,28.949,29.309,29.437,30.315,30.005,3,4.596,4,28.949
KJ130260,1893,29.789,30.680,6.237,29.673,29.926,29.874,30.850,30.186,3,6.237,6,29.874
KJ130261,1895,29.626,31.994,5.124,30.285,30.247,30.410,30.814,30.875,3,5.124,1,29.626
KJ130262,1894,29.895,30.619,6.128,30.148,29.937,29.884,30.802,30.345,3,6.128,6,29.884
KJ130263,1895,29.731,30.490,5.864,29.039,30.311,29.900,30.300,29.649,3,5.864,4,29.039
KJ130264,1894,29.279,31.013,5.018,28.624,29.468,29.753,30.132,30.112,3,5.018,4,28.624
KJ130265,1895,29.099,31.176,4.754,29.151,30.311,29.963,30.048,30.255,3,4.754,1,29.099
KJ130266,1895,29.979,31.346,5.864,28.669,30.348,29.616,30.563,29.751,3,5.864,4,28.669
KJ130267,1894,29.979,31.523,6.656,29.715,29.778,30.037,31.024,30.728,3,6.656,5,29.778
KJ130268,1894,29.204,31.871,6.181,29.189,29.737,30.257,30.955,29.651,3,6.181,4,29.189
KJ130269,1895,29.204,31.629,5.335,28.820,29.889,30.195,30.595,30.663,3,5.335,4,28.820
KJ130270,1895,30.047,31.099,5.811,29.288,30.364,30.268,30.866,30.090,3,5.811,4,29.288
KJ130271,1895,29.626,31.521,4.860,29.182,29.608,29.779,30.477,29.825,3,4.860,4,29.182
KJ130272,1894,29.511,30.980,5.177,29.424,29.694,29.910,30.321,30.516,3,5.177,4,29.424
KJ130273,1894,29.889,31.243,5.603,29.483,29.362,30.068,30.534,30.340,3,5.603,5,29.362
KJ130274,1895,30.032,31.593,5.283,29.272,29.937,30.257,30.522,30.249,3,5.283,4,29.272
KJ130275,1894,30.058,30.790,7.184,29.673,29.614,30.599,31.372,30.430,3,7.184,5,29.614
KJ130276,1895,29.257,30.944,4.966,28.940,29.889,29.989,30.554,29.596,3,4.966,4,28.940
KJ130277,1893,29.294,30.851,6.445,28.549,30.169,30.325,30.793,30.218,3,6.445,4,28.549
KJ130278,1895,29.884,31.013,5.547,29.567,29.399,30.168,31.164,30.430,3,5.547,5,29.399
KJ130279,1894,29.889,31.185,5.547,29.937,29.805,30.163,31.020,30.622,3,5.547,5,29.805
KJ130280,1893,29.789,30.680,6.607,29.715,30.295,29.717,31.007,30.297,3,6.607,6,29.717
KJ130281,1891,29.620,30.973,5.603,28.632,29.257,29.768,30.490,30.761,3,5.603,4,28.632
KJ130282,1895,29.415,31.009,4.702,29.393,29.160,29.758,30.688,30.000,3,4.702,5,29.160
KJ130283,1895,30.222,30.960,5.388,29.197,29.589,29.585,30.688,30.529,3,5.388,4,29.197
KJ130284,1894,29.037,31.379,6.656,29.167,30.137,30.100,30.931,29.840,3,6.656,1,29.037
KJ130285,1895,28.692,31.135,5.758,29.356,29.673,30.211,30.132,30.074,3,5.758,1,28.692
KJ130286,1895,29.526,30.818,5.705,29.182,29.711,30.575,30.895,30.423,3,5.705,4,29.182
KJ130287,1894,29.421,30.611,6.181,29.151,29.356,29.449,30.604,30.561,3,6.181,5,29.356
KJ130288,1894,29.164,30.996,5.969,29.409,29.099,29.774,30.899,30.303,3,5.969,5,29.099
KJ130289,1895,29.356,31.045,5.758,29.272,29.974,30.074,30.554,30.504,3,5.758,4,29.272
KJ130290,1895,29.626,31.474,5.177,29.673,30.206,29.863,30.579,30.090,3,5.177,4,29.673
KJ130291,1895,28.722,31.260,5.705,28.797,29.858,29.968,30.269,29.952,3,5.705,1,28.722
KJ130292,1895,29.483,30.781,5.652,29.109,29.694,29.758,30.026,29.894,3,5.652,4,29.109
KJ130293,1894,30.147,30.517,6.445,29.514,30.100,30.147,30.984,30.430,3,6.445,4,29.514
KJ130294,1895,28.978,30.737,5.652,28.971,29.173,29.542,30.526,29.277,3,5.652,4,28.971
KJ130295,1895,29.557,31.167,5.547,29.673,29.768,30.179,30.494,29.788,3,5.547,4,29.673
KJ130296,1895,29.673,31.598,6.233,30.032,30.121,30.410,30.519,31.170,3,6.233,1,29.673
KJ130297,1895,29.399,31.082,5.811,29.288,30.222,29.486,30.341,30.197,3,5.811,4,29.288
KJ130298,1895,30.169,31.504,5.071,28.760,29.915,29.674,30.737,30.409,3,5.071,4,28.760
KJ130299,1895,28.933,31.151,5.758,29.114,29.921,30.179,30.079,30.451,3,5.758,1,28.933
KJ130300,1895,29.362,31.598,4.913,29.551,29.718,30.021,30.483,30.090,3,4.913,1,29.362
KJ130301,1895,29.747,31.276,4.649,29.567,29.632,29.910,31.005,30.430,3,4.649,5,29.632
