Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MH714576,590,6,25.254,25.254,27.365,21.525,24.068,20.981,22.673,27.119,28.983,26.441,27.580,24.226,27.966,25.135,26.316,26.316,22.105,23.368,7.119,22.222,25.614,21.228,21.228,22.203,26.396,26.396,25.554,25.554,23.924,23.924,27.242,27.242,25.424,26.186,26.186,25.532,25.532,21.356,21.356,26.667,26.667,25.894,24.576,24.576,27.288,6q,7.119,6xf,21.356
MH714577,590,6,26.271,26.271,27.288,22.881,25.254,22.034,23.946,26.949,28.644,27.458,27.411,25.137,28.644,26.703,26.268,26.268,21.754,23.540,8.475,24.103,24.561,22.671,22.671,23.390,26.565,26.565,26.746,26.746,24.441,24.441,29.611,29.611,24.915,26.538,26.538,25.709,25.709,20.847,20.847,26.667,26.667,26.917,26.949,26.949,28.305,6q,8.475,6xf,20.847
MH714578,590,6,28.644,28.644,27.365,25.085,24.407,19.153,24.027,29.831,28.644,28.596,30.931,28.305,29.511,29.442,28.328,28.328,23.559,21.859,25.254,24.061,25.424,23.729,23.729,20.847,28.772,28.772,26.712,26.712,25.945,25.945,28.998,28.998,4.237,28.475,28.475,28.547,28.547,24.068,24.068,31.134,31.134,28.938,28.136,28.136,28.716,6xc,4.237,6e,19.153
MH714579,590,6,25.085,25.085,25.932,21.864,22.881,24.576,23.559,25.932,26.271,27.458,28.475,27.966,26.780,,24.390,24.390,9.322,21.306,22.034,22.603,23.986,25.085,25.085,23.902,26.102,26.102,25.685,25.685,25.044,25.044,26.949,26.949,24.407,25.424,25.424,26.667,26.667,21.320,21.320,26.266,26.266,25.755,26.396,26.396,26.780,6o,9.322,6q,22.034
MH714580,590,6,25.254,25.254,27.196,24.486,25.128,9.153,24.068,29.492,26.949,27.797,27.797,26.109,27.397,27.055,26.154,26.154,25.085,23.236,23.390,24.237,24.957,21.880,21.880,15.763,27.193,27.193,26.325,26.325,23.024,23.024,27.304,27.304,20.847,26.780,26.780,27.119,27.119,25.128,25.128,25.983,25.983,26.860,28.082,28.082,27.055,6e,9.153,6u,15.763
MH714581,590,6,26.271,26.271,25.932,26.780,27.458,26.271,26.780,27.288,10.169,19.322,18.644,21.186,21.186,22.881,23.419,23.419,27.580,26.250,27.290,26.027,27.458,26.780,26.780,25.424,25.898,25.898,25.685,25.685,26.136,26.136,22.881,22.881,28.475,27.627,27.627,21.709,21.709,27.119,27.119,22.712,22.712,26.429,21.356,21.356,20.339,6h,10.169,6j,18.644
MH714582,590,6,25.719,25.719,25.507,22.318,23.630,20.339,22.335,25.593,27.580,25.085,26.734,24.494,26.451,24.314,24.615,24.615,22.373,22.337,7.797,21.864,24.444,21.062,21.062,21.186,27.196,27.196,24.915,24.915,22.031,22.031,27.022,27.022,24.068,25.763,25.763,24.746,24.746,21.233,21.233,24.829,24.829,24.873,23.853,23.853,26.154,6q,7.797,6e,20.339
MH714583,590,6,25.888,25.888,26.678,23.408,23.752,22.034,22.373,28.744,28.399,27.797,27.022,27.194,25.818,25.945,27.835,27.835,20.826,12.203,23.559,21.649,24.399,23.064,23.064,21.603,29.949,29.949,24.785,24.785,23.858,23.858,27.194,27.194,22.375,24.785,24.785,26.506,26.506,21.859,21.859,27.022,27.022,25.232,27.148,27.148,27.143,6p,12.203,6o,20.826
MH714584,590,6,26.610,26.610,26.351,22.881,25.254,21.695,23.609,27.627,29.153,27.119,28.136,25.365,28.644,25.965,25.887,25.887,21.579,23.711,7.797,22.564,26.538,21.793,21.793,22.373,26.904,26.904,26.451,26.451,24.096,24.096,29.322,29.322,24.915,26.186,26.186,26.418,26.418,21.695,21.695,26.842,26.842,27.816,25.932,25.932,27.288,6q,7.797,6xf,21.695
MH714585,590,6,5.932,5.932,22.034,22.847,24.873,25.763,27.288,29.661,25.932,25.550,24.576,24.704,22.373,25.932,23.288,23.288,25.763,26.506,26.271,25.470,26.441,27.119,27.119,27.288,26.441,26.441,27.133,27.133,26.072,26.072,25.932,25.932,28.983,20.508,20.508,24.786,24.786,25.932,25.932,24.407,24.407,27.350,25.763,25.763,25.424,6a,5.932,6xd,20.508
MH714586,590,6,25.932,25.932,27.703,24.103,25.812,9.661,24.915,29.322,26.949,26.610,28.644,25.768,26.667,28.547,26.712,26.712,25.550,22.892,22.320,23.311,25.171,21.747,21.747,15.085,27.719,27.719,25.085,25.085,23.540,23.540,28.376,28.376,20.169,25.424,25.424,26.949,26.949,26.027,26.027,27.226,27.226,28.136,28.205,28.205,28.205,6e,9.661,6u,15.085
MH714587,590,6,25.254,25.254,28.305,28.120,27.119,29.322,27.627,30.427,25.085,23.729,24.576,19.153,19.492,21.186,20.890,20.890,26.030,26.804,28.257,27.692,30.339,27.750,27.750,29.492,28.983,28.983,27.598,27.598,26.587,26.587,17.458,17.458,30.508,27.119,27.119,19.521,19.521,27.458,27.458,21.186,21.186,26.838,17.797,17.797,17.458,6xb,17.458,6xi,17.797
MH714588,590,6,8.983,8.983,21.525,24.237,25.593,27.119,27.627,30.000,25.085,26.227,24.237,23.181,24.407,25.593,24.658,24.658,26.271,25.945,27.797,23.590,27.627,26.780,26.780,25.932,27.242,27.242,25.939,25.939,25.214,25.214,25.085,25.085,29.661,21.356,21.356,25.470,25.470,26.271,26.271,24.237,24.237,26.154,24.915,24.915,24.746,6a,8.983,6xd,21.356
MH714589,590,6,24.915,24.915,27.627,24.746,25.593,10.847,24.915,27.119,28.305,26.610,26.949,25.719,27.458,29.322,27.521,27.521,26.610,23.408,23.689,24.532,25.763,21.525,21.525,17.966,28.088,28.088,26.451,26.451,24.570,24.570,26.780,26.780,20.508,26.904,26.904,26.667,26.667,25.593,25.593,27.580,27.580,27.106,25.888,25.888,27.196,6e,10.847,6u,17.966
MH714590,590,6,25.517,25.517,25.172,22.592,23.761,24.103,18.836,28.399,26.154,27.521,26.325,27.586,26.471,28.425,26.451,26.451,23.248,24.394,22.432,6.102,24.444,23.419,23.419,21.678,29.188,29.188,25.606,25.606,24.483,24.483,28.034,28.034,24.957,25.470,25.470,26.734,26.734,21.626,21.626,26.576,26.576,26.689,26.154,26.154,27.336,6r,6.102,6f,18.836
MH714591,590,6,26.441,26.441,28.209,25.424,26.102,10.000,26.102,29.661,27.458,26.441,29.322,24.873,27.119,28.596,27.179,27.179,26.610,23.024,23.023,25.554,26.441,22.542,22.542,17.797,27.895,27.895,27.304,27.304,25.601,25.601,27.580,27.580,21.186,26.102,26.102,26.667,26.667,26.441,26.441,26.565,26.565,28.376,27.288,27.288,28.041,6e,10.000,6u,17.797
MH714592,590,6,25.424,25.424,28.209,26.271,26.610,10.508,25.085,29.322,28.475,29.831,28.983,26.565,29.153,28.136,27.740,27.740,25.424,23.752,23.023,24.061,26.610,22.373,22.373,16.441,27.193,27.193,27.087,27.087,24.613,24.613,27.458,27.458,20.508,26.102,26.102,28.082,28.082,26.271,26.271,26.102,26.102,27.860,27.797,27.797,27.966,6e,10.508,6u,16.441
MH714593,590,6,7.797,7.797,23.051,23.550,25.042,25.424,27.288,30.847,26.271,24.873,24.237,24.535,23.729,26.102,23.571,23.571,26.271,25.990,25.763,24.957,27.119,28.305,28.305,26.610,26.565,26.565,25.768,25.768,24.871,24.871,25.424,25.424,29.322,22.203,22.203,24.315,24.315,26.949,26.949,24.068,24.068,26.325,25.424,25.424,23.729,6a,7.797,6xd,22.203
MH714594,590,6,24.909,24.909,27.919,24.576,23.729,23.390,8.136,27.458,26.842,27.458,24.956,26.610,26.780,27.797,27.911,27.911,23.729,24.742,23.726,17.778,25.085,23.390,23.390,23.390,27.580,27.580,24.744,24.744,25.601,25.601,27.555,27.555,23.051,26.610,26.610,27.692,27.692,22.034,22.034,28.814,28.814,25.939,26.610,26.610,26.610,6f,8.136,6r,17.778
MH714595,590,6,25.424,25.424,26.780,22.460,22.619,22.712,22.712,28.571,25.524,26.780,26.610,24.269,25.990,27.119,26.055,26.055,21.695,12.034,23.390,22.337,25.510,23.236,23.236,21.864,28.088,28.088,25.473,25.473,23.858,23.858,27.491,27.491,23.898,24.915,24.915,25.773,25.773,22.031,22.031,27.539,27.539,28.227,26.780,26.780,26.607,6p,12.034,6o,21.695
MH714596,578,6,24.221,24.221,26.465,23.529,23.010,23.702,24.007,28.028,26.667,26.298,28.201,25.216,24.394,23.875,25.779,25.779,21.626,20.588,20.415,22.145,25.177,22.025,22.025,23.529,25.779,25.779,25.606,25.606,23.759,23.759,24.853,24.853,25.260,23.623,23.623,26.990,26.990,20.415,20.415,25.328,25.328,26.394,24.740,24.740,27.163,6q,20.415,6xf,20.415
MK139015,1894,6,23.402,23.402,23.970,24.234,24.222,24.934,24.987,25.619,21.142,21.289,21.050,20.497,20.708,18.384,12.942,12.942,24.524,25.370,24.089,24.063,24.761,22.939,22.939,24.314,25.013,25.013,25.119,25.119,22.955,22.955,20.243,20.243,24.340,24.247,24.247,13.788,13.788,25.066,25.066,4.277,4.277,24.881,19.820,19.820,21.447,6xg,4.277,6n,12.942
MK139016,1893,6,23.719,23.719,24.023,24.974,24.327,24.775,25.251,25.674,21.723,20.814,21.580,20.127,20.285,18.384,13.629,13.629,24.894,25.159,23.825,24.063,24.549,22.939,22.939,24.459,25.185,25.185,25.013,25.013,23.049,23.049,20.190,20.190,24.287,24.459,24.459,13.999,13.999,25.396,25.396,4.226,4.226,24.684,19.651,19.651,21.078,6xg,4.226,6n,13.629
MK139017,1893,6,23.613,23.613,24.393,24.446,24.591,24.974,24.934,25.619,21.300,21.289,21.633,20.338,20.761,18.436,13.259,13.259,24.524,25.529,23.560,24.274,24.655,23.044,23.044,24.775,25.515,25.515,25.119,25.119,23.154,23.154,20.507,20.507,24.921,24.406,24.406,13.946,13.946,24.591,24.591,4.332,4.332,24.828,19.387,19.387,21.130,6xg,4.332,6n,13.259
MK139018,1893,6,23.455,23.455,24.340,24.340,24.485,24.921,24.881,25.514,21.195,21.183,21.633,20.285,20.602,18.384,13.154,13.154,24.471,25.476,23.560,24.222,24.655,22.992,22.992,24.670,25.357,25.357,25.066,25.066,23.154,23.154,20.402,20.402,24.921,24.353,24.353,13.893,13.893,24.538,24.538,4.279,4.279,24.775,19.334,19.334,21.078,6xg,4.279,6n,13.154
MK139019,1893,6,23.772,23.772,23.759,24.446,24.327,24.723,25.040,25.514,21.142,20.814,21.368,20.074,19.968,18.172,13.207,13.207,24.630,24.947,23.666,23.852,23.966,22.939,22.939,24.300,25.290,25.290,24.749,24.749,23.377,23.377,19.926,19.926,24.129,24.300,24.300,13.682,13.682,24.591,24.591,3.698,3.698,24.895,19.282,19.282,20.655,6xg,3.698,6n,13.207
MK139020,1893,6,23.825,23.825,24.340,24.974,24.274,24.670,25.092,25.619,21.459,20.866,21.474,20.074,19.968,18.489,13.365,13.365,24.683,24.841,23.825,24.169,24.178,23.044,23.044,24.142,25.396,25.396,25.119,25.119,23.207,23.207,20.032,20.032,24.129,24.511,24.511,13.788,13.788,24.591,24.591,4.173,4.173,24.789,19.493,19.493,20.814,6xg,4.173,6n,13.365
MK139021,1893,6,23.296,23.296,23.759,24.657,24.538,24.723,24.723,25.356,21.247,20.866,21.050,20.021,20.391,18.014,12.942,12.942,24.313,25.106,23.772,24.116,24.549,22.939,22.939,24.723,25.277,25.277,25.158,25.158,23.101,23.101,20.085,20.085,24.551,23.983,23.983,13.365,13.365,24.749,24.749,3.856,3.856,24.670,19.176,19.176,20.972,6xg,3.856,6n,12.942
MK139022,1893,6,23.508,23.508,23.865,24.762,24.591,24.564,24.775,25.830,21.406,20.972,21.315,19.915,19.915,18.384,13.312,13.312,24.260,25.476,23.825,24.063,24.125,23.044,23.044,24.247,25.502,25.502,24.697,24.697,22.955,22.955,20.085,20.085,24.182,24.775,24.775,13.312,13.312,24.802,24.802,3.751,3.751,25.053,19.387,19.387,20.549,6xg,3.751,6n,13.312
D63822,1893,6,25.304,25.304,25.529,24.587,22.902,25.198,24.406,0.000,25.871,25.844,26.218,24.868,26.043,26.649,24.961,24.961,24.511,24.683,25.594,25.422,25.463,24.881,24.881,25.281,26.371,26.371,24.407,24.407,26.016,26.016,26.213,26.213,25.488,25.343,25.343,25.224,25.224,24.578,24.578,25.277,25.277,24.406,24.723,24.723,26.227,6g,0.000,6d,22.902
D84262,1893,6,19.397,19.397,0.000,23.342,24.036,24.921,24.459,25.529,24.577,26.174,25.716,24.313,26.480,24.815,23.970,23.970,24.049,24.630,25.713,23.890,24.019,24.697,24.697,24.551,24.881,24.881,25.264,25.264,23.747,23.747,25.766,25.766,25.449,14.482,14.482,24.498,24.498,25.374,25.374,24.485,24.485,25.423,24.921,24.921,25.290,6b,0.000,6xd,14.482
D84263,1893,6,24.393,24.393,24.036,19.692,0.000,21.870,21.395,22.902,23.799,24.234,25.159,24.340,24.551,24.473,23.377,23.377,21.036,20.772,22.451,21.183,22.629,20.507,20.507,20.391,24.841,24.841,24.710,24.710,22.439,22.439,24.194,24.194,22.504,24.340,24.340,24.341,24.341,21.489,21.489,24.749,24.749,24.156,23.495,23.495,24.234,6d,0.000,6c,19.692
D84264,1893,6,24.446,24.446,24.313,23.278,24.340,25.026,24.574,24.868,21.036,20.350,21.209,0.000,19.810,19.483,19.493,19.493,23.772,23.520,23.380,24.182,24.708,23.706,23.706,24.708,24.180,24.180,24.987,24.987,23.495,23.495,15.751,15.751,24.773,23.508,23.508,19.968,19.968,23.983,23.983,20.814,20.814,24.842,14.897,14.897,18.067,6k,0.000,6xi,14.897
D84265,1893,6,24.564,24.564,24.577,23.926,23.799,24.736,24.920,25.871,0.000,19.599,19.088,21.036,20.666,22.886,19.662,19.662,25.119,25.026,24.828,24.828,24.462,24.524,24.524,24.393,25.172,25.172,24.142,24.142,25.740,25.740,21.089,21.089,25.634,25.092,25.092,21.530,21.530,25.540,25.540,21.670,21.670,26.280,21.300,21.300,21.089,6h,0.000,6j,19.088
DQ155560,1893,6,23.812,23.812,24.723,20.139,20.961,21.036,22.533,24.524,23.613,24.313,24.059,23.097,24.313,23.837,23.588,23.588,18.912,8.347,21.142,22.081,24.246,20.761,20.761,21.142,25.649,25.649,23.706,23.706,23.983,23.983,24.101,24.101,20.930,24.076,24.076,23.402,23.402,21.670,21.670,24.630,24.630,24.213,23.732,23.732,24.207,6p,8.347,6o,18.912
DQ278891,1893,6,24.881,24.881,24.974,23.877,24.453,24.815,24.507,26.360,21.564,23.171,22.322,16.852,18.489,20.549,20.391,20.391,24.921,25.106,24.974,24.604,24.603,23.679,23.679,25.053,25.079,25.079,23.560,23.560,24.011,24.011,16.068,16.068,25.158,24.921,24.921,20.919,20.919,23.983,23.983,21.447,21.447,25.132,16.173,16.173,8.347,6xj,8.347,6xb,16.068
DQ278892,1893,6,25.092,25.092,25.264,23.820,25.580,24.089,23.256,25.000,23.880,24.987,25.595,24.987,25.580,25.475,24.921,24.921,24.078,24.789,24.604,23.958,24.960,23.943,23.943,24.116,26.188,26.188,0.000,0.000,25.858,25.858,25.449,25.449,25.462,25.185,25.185,25.184,25.184,25.238,25.238,25.409,25.409,24.697,25.832,25.832,24.353,6w,0.000,6f,23.256
DQ278893,1893,6,25.885,25.885,25.409,24.036,24.352,25.251,24.507,26.255,21.406,21.845,22.216,17.010,18.595,20.549,20.285,20.285,25.238,25.159,24.921,25.026,24.655,24.300,24.300,25.861,24.393,24.393,23.613,23.613,24.076,24.076,15.486,15.486,25.713,24.828,24.828,20.444,20.444,24.591,24.591,21.289,21.289,26.360,15.222,15.222,7.924,6xj,7.924,6xi,15.222
DQ278894,1893,6,23.983,23.983,24.604,23.983,23.377,24.142,24.262,25.645,19.662,20.349,21.845,19.704,19.810,17.750,0.000,0.000,24.366,23.958,22.967,23.430,24.708,23.309,23.309,24.129,25.304,25.304,25.040,25.040,23.101,23.101,20.666,20.666,24.129,24.300,24.300,14.263,14.263,24.433,24.433,14.422,14.422,24.617,19.546,19.546,19.915,6n,0.000,6xe,14.263
DQ314805,1893,6,24.775,24.775,24.921,21.700,21.870,0.000,22.768,25.198,24.736,24.630,25.027,25.026,25.158,25.607,23.930,23.930,20.814,21.089,21.289,22.927,23.383,20.296,20.296,16.006,25.674,25.674,24.089,24.089,24.129,24.129,25.740,25.740,19.493,24.459,24.459,25.515,25.515,20.972,20.972,24.974,24.974,24.300,25.211,25.211,25.818,6e,0.000,6u,16.006
DQ314806,1893,6,25.435,25.435,25.674,24.775,23.983,25.357,25.053,7.026,25.674,26.241,26.151,25.726,25.832,27.575,25.092,25.092,24.260,24.762,25.805,25.119,25.172,24.683,24.683,25.013,27.321,27.321,24.565,24.565,26.255,26.255,26.956,26.956,25.568,25.026,25.026,24.908,24.908,25.200,25.200,25.515,25.515,24.775,25.674,25.674,26.466,6g,7.026,6d,23.983
DQ480512,1893,6,4.332,4.332,19.397,23.959,24.551,25.092,25.092,25.766,24.459,25.779,25.557,24.129,25.304,24.617,23.930,23.930,24.471,24.366,25.832,25.040,24.549,26.057,26.057,25.357,25.172,25.172,24.934,24.934,24.538,24.538,25.053,25.053,25.357,18.859,18.859,24.987,24.987,25.621,25.621,24.182,24.182,24.987,24.723,24.723,24.353,6a,4.332,6xd,18.859
DQ480513,1893,6,4.068,4.068,19.767,23.799,24.023,24.828,25.304,25.079,24.353,25.290,25.504,23.601,25.251,25.092,23.613,23.613,24.313,24.247,25.145,24.564,24.867,25.581,25.581,24.564,24.960,24.960,24.142,24.142,24.129,24.129,25.370,25.370,25.040,18.278,18.278,25.251,25.251,25.251,25.251,24.194,24.194,25.198,24.459,24.459,24.775,6a,4.068,6xd,18.278
DQ480514,1893,6,4.385,4.385,19.503,24.386,24.023,25.040,25.304,25.832,24.459,24.551,25.345,23.284,25.462,24.775,22.927,22.927,24.947,24.154,25.621,24.234,24.443,25.687,25.687,24.934,25.543,25.543,25.013,25.013,24.182,24.182,24.841,24.841,25.145,18.912,18.912,24.670,24.670,25.541,25.541,23.719,23.719,24.881,24.670,24.670,24.828,6a,4.385,6xd,18.912
DQ480515,1893,6,3.962,3.962,19.968,24.640,24.156,24.710,25.135,26.082,24.511,25.594,25.649,23.812,25.026,25.040,23.442,23.442,24.353,24.274,25.594,24.710,24.165,25.621,25.621,24.762,25.702,25.702,24.974,24.974,24.697,24.697,24.577,24.577,25.079,18.479,18.479,24.921,24.921,25.713,25.713,23.918,23.918,25.040,24.393,24.393,24.617,6a,3.962,6xd,18.479
DQ480516,1893,6,4.120,4.120,19.027,24.013,23.970,24.406,25.160,25.832,24.564,25.185,24.549,23.442,25.251,25.304,23.666,23.666,24.736,23.930,25.568,24.446,24.443,25.634,25.634,24.934,24.748,24.748,24.393,24.393,24.564,24.564,24.894,24.894,25.462,18.648,18.648,24.934,24.934,25.844,25.844,24.076,24.076,24.987,24.723,24.723,24.142,6a,4.120,6xd,18.648
DQ480517,1892,6,3.964,3.964,19.599,24.372,24.775,25.053,25.092,25.529,24.934,25.013,25.292,23.772,24.894,24.630,23.732,23.732,24.419,24.406,25.529,24.524,24.443,25.634,25.634,25.159,24.960,24.960,25.053,25.053,24.142,24.142,24.736,24.736,25.000,18.605,18.605,24.577,24.577,25.026,25.026,24.524,24.524,25.000,23.943,23.943,24.419,6a,3.964,6xd,18.605
DQ480518,1893,6,5.018,5.018,20.032,24.252,24.076,24.881,25.176,25.607,25.000,25.660,25.875,23.706,25.251,24.881,23.945,23.945,24.419,24.247,25.515,24.775,24.496,25.053,25.053,24.828,25.212,25.212,24.710,24.710,24.076,24.076,24.841,24.841,25.304,19.229,19.229,24.828,24.828,25.938,25.938,24.300,24.300,25.304,24.247,24.247,25.304,6a,5.018,6xd,19.229
DQ480519,1893,6,3.698,3.698,19.873,24.546,24.234,24.987,25.094,26.572,24.723,25.818,25.027,24.023,25.779,25.040,23.877,23.877,24.313,24.142,25.515,24.340,24.642,25.687,25.687,24.775,25.649,25.649,25.079,25.079,24.340,24.340,25.211,25.211,25.198,18.806,18.806,25.568,25.568,25.858,25.858,24.300,24.300,25.251,24.934,24.934,25.145,6a,3.698,6xd,18.806
DQ480520,1893,6,3.645,3.645,19.820,24.346,24.182,24.828,25.106,25.607,23.970,25.646,25.384,23.694,24.551,25.092,23.495,23.495,24.049,24.551,25.726,24.723,24.337,25.476,25.476,24.657,24.947,24.947,25.092,25.092,24.485,24.485,25.000,25.000,24.815,18.859,18.859,24.881,24.881,25.681,25.681,24.036,24.036,25.145,24.723,24.723,24.762,6a,3.645,6xd,18.859
DQ480521,1893,6,3.856,3.856,20.032,24.280,24.710,24.670,25.515,25.766,24.789,25.871,25.716,24.182,25.092,25.462,24.089,24.089,24.736,24.828,25.409,24.406,24.788,25.634,25.634,25.092,25.053,25.053,25.515,25.515,24.974,24.974,25.423,25.423,25.462,18.595,18.595,25.304,25.304,25.885,25.885,24.564,24.564,25.462,24.881,24.881,25.092,6a,3.856,6xd,18.595
DQ480522,1893,6,4.437,4.437,19.979,24.573,24.076,25.145,25.740,25.726,24.406,25.238,25.636,23.706,24.881,24.987,23.085,23.085,23.890,24.511,25.568,24.564,24.443,25.951,25.951,25.145,25.225,25.225,25.462,25.462,24.498,24.498,25.370,25.370,25.515,18.648,18.648,24.723,24.723,25.726,25.726,24.036,24.036,25.198,24.247,24.247,25.040,6a,4.437,6xd,18.648
DQ480523,1893,6,5.283,5.283,20.085,24.493,24.762,24.775,25.092,26.202,25.357,25.026,24.973,23.284,24.617,24.353,23.296,23.296,24.683,24.142,25.515,24.300,25.133,25.687,25.687,25.040,25.331,25.331,24.670,24.670,24.657,24.657,25.106,25.106,25.251,18.489,18.489,24.617,24.617,25.304,25.304,23.666,23.666,25.198,24.194,24.194,24.881,6a,5.283,6xd,18.489
DQ480524,1893,6,5.864,5.864,20.137,24.786,24.076,24.459,25.594,25.938,24.511,25.818,26.140,23.970,25.092,25.304,24.300,24.300,24.841,24.511,25.621,24.815,25.345,25.476,25.476,25.554,25.172,25.172,25.357,25.357,25.079,25.079,25.159,25.159,25.040,18.912,18.912,25.251,25.251,25.885,25.885,24.828,24.828,24.459,24.670,24.670,24.406,6a,5.864,6xd,18.912
DQ835760,1893,6,24.879,24.879,24.459,21.353,21.395,22.768,0.000,24.406,24.920,26.043,24.867,24.574,25.317,24.921,24.262,24.262,22.504,23.666,22.756,17.548,24.100,21.794,21.794,22.557,25.093,25.093,23.256,23.256,23.812,23.812,25.396,25.396,23.284,24.023,24.023,25.357,25.357,23.044,23.044,25.277,25.277,24.974,24.657,24.657,24.707,6f,0.000,6r,17.548
DQ835761,1893,6,25.914,25.914,26.140,24.441,25.159,25.278,25.199,26.377,19.025,17.865,4.332,21.315,22.405,22.747,21.289,21.289,24.591,25.000,25.515,25.477,25.159,24.287,24.287,24.542,25.793,25.793,25.529,25.529,24.430,24.430,22.234,22.234,25.543,25.543,25.543,22.694,22.694,24.652,24.652,21.622,21.622,25.093,21.633,21.633,22.587,6j,4.332,6i,17.865
DQ835762,1893,6,25.290,25.290,26.596,24.252,24.657,24.142,25.788,25.671,19.852,5.124,18.235,20.562,20.963,22.304,21.036,21.036,25.251,24.327,24.695,25.885,25.053,24.443,24.443,24.644,25.899,25.899,24.868,24.868,25.357,25.357,21.175,21.175,24.789,25.871,25.871,20.825,20.825,24.327,24.327,22.662,22.662,25.239,21.421,21.421,23.330,6i,5.124,6j,18.235
DQ835763,1893,6,24.775,24.775,24.657,24.337,24.617,25.396,25.026,25.938,22.939,21.406,22.322,19.324,21.130,3.064,17.591,17.591,24.577,23.312,24.974,25.040,25.216,24.511,24.511,24.710,25.435,25.435,24.604,24.604,23.353,23.353,19.979,19.979,25.132,24.657,24.657,18.700,18.700,24.182,24.182,19.229,19.229,24.789,19.070,19.070,20.074,6m,3.064,6n,17.591
DQ835764,1893,6,24.825,24.825,24.723,21.776,21.342,23.191,1.955,24.300,24.666,26.043,25.040,24.415,25.423,24.815,24.056,24.056,22.662,23.772,23.191,17.495,24.258,21.636,21.636,22.662,25.251,25.251,23.679,23.679,24.287,24.287,24.920,24.920,23.337,24.287,24.287,24.881,24.881,22.727,22.727,25.013,25.013,24.934,24.710,24.710,24.388,6f,1.955,6r,17.495
DQ835765,1892,6,24.880,24.880,24.287,24.340,24.841,25.092,24.274,26.030,22.833,21.898,22.874,19.070,21.617,2.854,17.706,17.706,24.631,23.061,24.570,24.471,25.581,24.089,24.089,24.695,25.808,25.808,25.264,25.264,23.101,23.101,20.402,20.402,25.409,24.723,24.723,19.397,19.397,24.406,24.406,19.397,19.397,25.106,19.503,19.503,20.877,6m,2.854,6n,17.706
DQ835766,1892,6,24.933,24.933,24.604,24.182,24.270,25.621,24.644,26.030,22.410,22.057,22.927,19.387,21.300,3.224,17.495,17.495,24.473,23.430,24.301,24.207,25.529,23.865,23.865,24.748,25.702,25.702,25.316,25.316,23.576,23.576,20.761,20.761,25.145,24.894,24.894,18.658,18.658,23.877,23.877,19.239,19.239,24.789,18.975,18.975,20.349,6m,3.224,6n,17.495
DQ835767,1893,6,25.092,25.092,24.815,24.802,24.473,25.607,24.921,26.649,22.886,21.882,23.012,19.483,21.395,0.000,17.750,17.750,25.106,23.918,25.040,25.409,25.981,24.828,24.828,25.396,26.030,26.030,25.502,25.502,23.722,23.722,20.613,20.613,25.396,25.040,25.040,19.070,19.070,24.657,24.657,19.387,19.387,25.316,19.282,19.282,20.708,6m,0.000,6n,17.750
DQ835768,1893,6,23.244,23.244,23.970,23.877,23.641,23.930,24.644,24.961,20.349,20.613,22.004,19.493,19.968,17.961,0.000,0.000,24.101,23.958,22.783,23.799,24.761,23.203,23.203,24.182,25.304,25.304,24.564,24.564,23.418,23.418,20.349,20.349,23.442,24.142,24.142,14.316,14.316,24.644,24.644,14.580,14.580,23.983,19.229,19.229,19.546,6n,0.000,6xe,14.316
DQ835769,1893,6,25.292,25.292,25.716,24.866,25.159,25.027,24.867,26.218,19.088,17.865,0.000,21.209,22.246,23.012,21.845,21.845,25.530,25.225,25.343,25.424,25.370,23.953,23.953,25.079,26.268,26.268,25.595,25.595,24.642,24.642,22.416,22.416,25.557,25.345,25.345,22.694,22.694,24.801,24.801,21.739,21.739,24.457,21.792,21.792,22.481,6j,0.000,6i,17.865
DQ835770,1893,6,25.977,25.977,26.174,24.894,24.234,24.630,26.043,25.844,19.599,0.000,17.865,20.350,21.209,21.882,20.349,20.349,25.581,24.789,24.271,25.588,25.264,24.178,24.178,24.636,25.846,25.846,24.974,24.974,25.423,25.423,21.822,21.822,24.881,25.370,25.370,20.719,20.719,24.038,24.038,22.017,22.017,25.345,21.739,21.739,22.800,6i,0.000,6j,17.865
