Accession,AssignedGenotype,Subtype3aDistance,Subtype3bDistance,Subtype3dDistance,Subtype3eDistance,Subtype3gDistance,Subtype3gDistance,Subtype3hDistance,Subtype3iDistance,Subtype3iDistance,Subtype3kDistance,Subtype3kDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MN147261,3,5.975,17.146,15.249,17.389,15.470,15.470,24.068,15.903,15.903,21.016,21.016,3a,5.975,3d,15.249
MN147267,3,6.764,17.879,15.420,17.090,16.287,16.287,24.592,16.107,16.107,20.887,20.887,3a,6.764,3d,15.420
MN147268,3,6.764,17.879,15.420,17.090,16.229,16.229,24.592,16.032,16.032,20.770,20.770,3a,6.764,3d,15.420
MN147269,3,5.076,17.043,15.145,16.986,15.412,15.412,24.548,16.195,16.195,20.432,20.432,3a,5.076,3d,15.145
MN147270,3,5.189,17.156,15.258,17.043,15.470,15.470,24.606,16.195,16.195,20.490,20.490,3a,5.189,3d,15.258
MN147271,3,4.963,17.043,15.088,17.043,15.412,15.412,24.490,16.138,16.138,20.315,20.315,3a,4.963,3d,15.088
MN147272,3,4.963,17.043,15.088,17.043,15.412,15.412,24.490,16.138,16.138,20.315,20.315,3a,4.963,3d,15.088
MN147273,3,6.373,16.817,14.861,16.892,15.587,15.587,24.387,15.870,15.870,20.408,20.408,3a,6.373,3d,14.861
MN147274,3,6.430,16.874,14.918,16.948,15.645,15.645,24.446,15.927,15.927,20.466,20.466,3a,6.430,3d,14.918
MN147280,3,7.558,18.510,16.166,18.443,16.521,16.521,24.562,17.008,17.008,21.716,21.716,3a,7.558,3d,16.166
MN147281,3,7.671,18.510,16.619,18.725,16.696,16.696,24.737,17.261,17.261,21.833,21.833,3a,7.671,3d,16.619
MN147282,3,7.501,18.623,16.393,18.443,16.754,16.754,24.737,17.292,17.292,21.950,21.950,3a,7.501,3d,16.393
MN147283,3,6.373,17.777,15.485,17.597,15.645,15.645,23.979,16.355,16.355,21.133,21.133,3a,6.373,3d,15.485
MN147284,3,7.389,18.228,16.109,18.331,16.346,16.346,24.329,16.780,16.780,21.424,21.424,3a,7.389,3d,16.109
MN147285,3,5.637,17.315,15.306,16.798,15.820,15.820,24.504,15.634,15.634,21.074,21.074,3a,5.637,3d,15.306
MN147286,3,5.693,17.372,15.363,16.855,15.879,15.879,24.504,15.691,15.691,21.133,21.133,3a,5.693,3d,15.363
MN147287,3,5.693,17.315,15.306,16.855,15.879,15.879,24.562,15.634,15.634,20.841,20.841,3a,5.693,3d,15.306
MN147288,3,5.693,17.372,15.363,16.855,15.879,15.879,24.562,15.691,15.691,21.133,21.133,3a,5.693,3d,15.363
MN147303,3,7.835,18.782,17.007,18.151,17.338,17.338,25.218,17.292,17.292,21.762,21.762,3a,7.835,3d,17.007
MN147304,3,8.117,18.838,17.007,18.320,17.572,17.572,25.335,17.544,17.544,21.879,21.879,3a,8.117,3d,17.007
MN147305,3,7.497,18.443,16.723,17.869,17.046,17.046,24.927,16.951,16.951,21.470,21.470,3a,7.497,3d,16.723
MN147306,3,6.595,17.654,15.807,17.193,16.229,16.229,24.578,16.412,16.412,21.120,21.120,3a,6.595,3d,15.807
MN147307,3,6.764,17.766,15.930,17.306,16.404,16.404,24.811,16.412,16.412,21.120,21.120,3a,6.764,3d,15.930
MN147314,3,6.543,17.879,15.646,16.545,15.703,15.703,25.132,16.469,16.469,21.249,21.249,3a,6.543,3d,15.646
MN147315,3,6.430,17.766,15.590,16.545,15.587,15.587,25.015,16.469,16.469,20.933,20.933,3a,6.430,3d,15.590
MN147316,3,6.373,17.766,15.590,16.488,15.587,15.587,25.015,16.412,16.412,20.933,20.933,3a,6.373,3d,15.590
MN147317,3,6.994,18.443,16.270,17.051,15.995,15.995,25.307,16.752,16.752,21.775,21.775,3a,6.994,3d,16.270
MN147318,3,6.877,18.161,16.100,17.164,16.112,16.112,25.424,16.865,16.865,21.458,21.458,3a,6.877,3d,16.100
MN147337,3,5.130,17.033,15.079,16.855,15.703,15.703,23.834,16.299,16.299,20.198,20.198,3a,5.130,3d,15.079
MN147338,3,5.130,17.033,15.079,16.855,15.703,15.703,23.834,16.299,16.299,20.198,20.198,3a,5.130,3d,15.079
MN147340,3,5.584,17.269,15.428,16.864,15.587,15.587,23.862,15.498,15.498,20.899,20.899,3a,5.584,3d,15.428
MN147341,3,5.584,17.269,15.428,16.864,15.587,15.587,23.862,15.498,15.498,20.899,20.899,3a,5.584,3d,15.428
MN147342,3,5.862,17.428,15.703,16.732,16.346,16.346,23.935,16.186,16.186,21.074,21.074,3a,5.862,3d,15.703
MN147343,3,5.862,17.428,15.703,16.732,16.346,16.346,23.935,16.186,16.186,21.074,21.074,3a,5.862,3d,15.703
MN147348,3,7.610,17.879,16.213,17.952,16.988,16.988,24.578,16.808,16.808,21.354,21.354,3a,7.610,3d,16.213
MN147349,3,7.835,18.161,16.440,18.177,17.104,17.104,24.752,16.941,16.941,21.412,21.412,3a,7.835,3d,16.440
MN147350,3,6.877,17.541,15.760,17.024,16.696,16.696,24.227,16.780,16.780,21.483,21.483,3a,6.877,3d,15.760
MN147351,3,6.877,17.541,15.760,17.024,16.696,16.696,24.227,16.780,16.780,21.483,21.483,3a,6.877,3d,15.760
MN147352,3,6.877,17.541,15.476,17.700,15.403,15.403,24.126,16.007,16.007,20.607,20.607,3a,6.877,3d,15.476
MN147353,3,6.933,17.654,15.590,17.813,15.645,15.645,24.242,16.242,16.242,20.724,20.724,3a,6.933,3d,15.590
MN147354,3,6.546,17.494,15.542,17.372,15.470,15.470,24.985,15.676,15.676,21.424,21.424,3a,6.546,3d,15.542
MN147355,3,6.716,17.777,15.939,17.710,15.820,15.820,25.161,15.959,15.959,21.833,21.833,3a,6.716,3d,15.939
MN147356,3,6.716,17.889,15.995,17.710,15.937,15.937,25.219,16.072,16.072,21.833,21.833,3a,6.716,3d,15.995
MN147357,3,6.772,17.889,15.995,17.710,15.937,15.937,25.219,16.072,16.072,21.891,21.891,3a,6.772,3d,15.995
MN147358,3,6.716,17.889,15.995,17.710,15.937,15.937,25.219,16.072,16.072,21.833,21.833,3a,6.716,3d,15.995
MN147380,3,6.201,17.080,15.363,17.597,15.685,15.685,24.082,16.648,16.648,21.074,21.074,3a,6.201,3d,15.363
MN147381,3,5.693,16.742,15.306,17.259,15.587,15.587,23.890,16.308,16.308,20.607,20.607,3a,5.693,3d,15.306
MN147382,3,6.215,17.062,15.048,16.996,15.703,15.703,24.110,16.242,16.242,20.816,20.816,3a,6.215,3d,15.048
MN147383,3,6.257,17.033,15.023,16.967,15.703,15.703,24.110,16.242,16.242,20.816,20.816,3a,6.257,3d,15.023
MN147384,3,4.904,17.202,15.249,16.798,15.578,15.578,24.227,16.384,16.384,21.004,21.004,3a,4.904,3d,15.249
MN147385,3,4.904,17.202,15.249,16.798,15.578,15.578,24.227,16.384,16.384,21.004,21.004,3a,4.904,3d,15.249
MN147386,3,5.581,17.090,15.751,17.475,15.703,15.703,24.009,16.299,16.299,21.074,21.074,3a,5.581,3d,15.751
MN147387,3,5.693,17.202,15.864,17.644,15.820,15.820,24.068,16.412,16.412,21.133,21.133,3a,5.693,3d,15.864
MN147394,3,5.411,17.080,15.420,16.798,15.353,15.353,24.124,16.129,16.129,20.724,20.724,3a,5.411,3d,15.420
MN147395,3,5.693,17.710,15.930,17.418,16.287,16.287,24.359,16.582,16.582,21.366,21.366,3a,5.693,3d,15.930
MN147396,3,5.017,17.202,15.476,16.742,15.762,15.762,24.051,15.959,15.959,20.841,20.841,3a,5.017,3d,15.476
MN147397,3,5.524,17.024,15.136,16.629,15.169,15.169,24.124,15.894,15.894,20.549,20.549,3a,5.524,3d,15.136
MN147398,3,6.257,17.823,16.043,17.475,16.287,16.287,24.869,16.695,16.695,21.424,21.424,3a,6.257,3d,16.043
MN147399,3,5.750,17.315,15.533,16.074,15.703,15.703,24.635,15.959,15.959,21.108,21.108,3a,5.750,3d,15.533
MN147400,3,5.750,17.315,15.533,16.074,15.703,15.703,24.635,15.959,15.959,21.108,21.108,3a,5.750,3d,15.533
MN147401,3,5.637,18.264,15.703,17.202,15.403,15.403,24.124,16.638,16.638,21.191,21.191,3a,5.637,3d,15.703
MN147402,3,5.637,18.264,15.703,17.202,15.403,15.403,24.124,16.638,16.638,21.191,21.191,3a,5.637,3d,15.703
MN147421,3,6.091,17.777,15.995,16.761,16.238,16.238,24.548,16.961,16.961,21.228,21.228,3a,6.091,3d,15.995
MN147422,3,6.148,17.833,16.052,16.817,16.297,16.297,24.548,17.018,17.018,21.287,21.287,3a,6.148,3d,16.052
MN147423,3,9.199,24.405,19.940,18.806,20.536,20.536,28.402,21.131,21.131,25.672,25.672,3a,9.199,3e,18.806
MN147424,3,6.091,17.777,15.995,16.761,16.238,16.238,24.490,16.961,16.961,21.228,21.228,3a,6.091,3d,15.995
MN147430,3,6.370,17.644,15.184,17.193,15.344,15.344,24.853,15.927,15.927,21.050,21.050,3a,6.370,3d,15.184
MN147431,3,6.483,17.756,15.241,17.306,15.403,15.403,24.853,15.927,15.927,21.050,21.050,3a,6.483,3d,15.241
MN147432,3,6.595,17.756,15.467,17.362,15.461,15.461,24.853,16.155,16.155,21.050,21.050,3a,6.595,3d,15.467
MN147433,3,6.370,17.644,15.184,17.193,15.344,15.344,24.853,15.927,15.927,21.050,21.050,3a,6.370,3d,15.184
MN147434,3,6.483,17.700,15.184,17.306,15.461,15.461,24.912,15.984,15.984,21.108,21.108,3a,6.483,3d,15.184
MN147440,3,7.501,17.541,15.986,17.445,16.871,16.871,24.373,16.667,16.667,21.366,21.366,3a,7.501,3d,15.986
MN147441,3,7.671,17.710,16.156,17.558,16.901,16.901,24.490,16.893,16.893,21.404,21.404,3a,7.671,3d,16.156
MN147442,3,7.445,17.541,15.873,17.333,16.754,16.754,24.315,16.610,16.610,21.249,21.249,3a,7.445,3d,15.873
MN147443,3,7.614,17.654,16.043,17.389,16.871,16.871,24.431,16.667,16.667,21.308,21.308,3a,7.614,3d,16.043
MN147452,3,5.299,17.992,14.836,16.751,16.404,16.404,24.359,16.563,16.563,20.896,20.896,3a,5.299,3d,14.836
MN147453,3,5.693,18.274,15.249,16.976,16.637,16.637,24.650,16.921,16.921,20.957,20.957,3a,5.693,3d,15.249
MN147454,3,6.148,17.269,15.315,16.573,15.743,15.743,24.009,15.733,15.733,20.724,20.724,3a,6.148,3d,15.315
MN147455,3,6.091,17.269,15.315,16.516,15.743,15.743,23.893,15.676,15.676,20.899,20.899,3a,6.091,3d,15.315
MN147456,3,6.035,17.156,15.258,16.516,15.685,15.685,23.893,15.620,15.620,20.899,20.899,3a,6.035,3d,15.258
MN147457,3,6.091,17.269,15.184,16.667,15.685,15.685,23.646,15.546,15.546,20.862,20.862,3a,6.091,3d,15.184
MN147458,3,6.091,17.212,15.372,16.629,15.743,15.743,23.893,15.676,15.676,21.016,21.016,3a,6.091,3d,15.372
MN147459,3,6.091,17.269,15.184,16.667,15.685,15.685,23.646,15.546,15.546,20.862,20.862,3a,6.091,3d,15.184
MN147460,3,6.595,17.146,16.270,17.982,16.316,16.316,24.301,16.364,16.364,21.287,21.287,3a,6.595,3d,16.270
MN147461,3,6.595,17.146,16.270,17.982,16.316,16.316,24.301,16.364,16.364,21.287,21.287,3a,6.595,3d,16.270
MN147476,3,5.640,17.043,14.974,16.817,15.528,15.528,24.140,15.515,15.515,20.899,20.899,3a,5.640,3d,14.974
MN147477,3,5.640,17.043,14.974,16.817,15.528,15.528,24.140,15.515,15.515,20.899,20.899,3a,5.640,3d,14.974
MN147478,3,6.088,17.090,15.420,16.479,15.470,15.470,24.258,16.212,16.212,20.490,20.490,3a,6.088,3d,15.420
MN147479,3,6.088,17.090,15.420,16.479,15.470,15.470,24.258,16.212,16.212,20.490,20.490,3a,6.088,3d,15.420
MN147482,3,6.716,17.381,15.598,16.789,16.054,16.054,23.759,15.337,15.337,20.374,20.374,3a,6.716,3i,15.337
MN147483,3,6.828,17.494,15.655,16.901,16.170,16.170,23.876,15.450,15.450,20.490,20.490,3a,6.828,3i,15.450
MN147484,3,6.603,17.381,15.542,16.789,16.054,16.054,23.759,15.337,15.337,20.374,20.374,3a,6.603,3i,15.337
MN147485,3,6.885,17.551,15.825,16.901,16.229,16.229,23.818,15.393,15.393,20.374,20.374,3a,6.885,3i,15.393
MN147486,3,6.659,17.381,15.542,16.789,16.054,16.054,23.759,15.337,15.337,20.374,20.374,3a,6.659,3i,15.337
MN147487,3,6.603,17.381,15.542,16.789,16.054,16.054,23.759,15.337,15.337,20.374,20.374,3a,6.603,3i,15.337
MN147496,3,5.806,17.766,15.816,17.315,15.120,15.120,24.474,16.478,16.478,20.712,20.712,3a,5.806,3d,15.816
MN147497,3,5.693,17.654,15.590,17.259,14.945,14.945,24.416,16.365,16.365,20.653,20.653,3a,5.693,3d,15.590
MN147498,3,5.693,17.654,15.533,17.259,14.945,14.945,24.357,16.308,16.308,20.595,20.595,3a,5.693,3d,15.533
MN147499,3,5.806,17.823,15.533,17.428,15.061,15.061,24.416,16.478,16.478,20.712,20.712,3a,5.806,3d,15.533
MN147500,3,5.750,17.823,15.760,17.315,15.120,15.120,24.474,16.478,16.478,20.770,20.770,3a,5.750,3d,15.760
MN147501,3,5.862,17.710,15.533,17.315,15.061,15.061,24.357,16.365,16.365,20.653,20.653,3a,5.862,3d,15.533
MN147511,3,6.877,17.992,16.156,17.475,16.191,16.191,24.825,16.790,16.790,21.191,21.191,3a,6.877,3d,16.156
MN147512,3,6.550,17.684,16.156,17.165,16.199,16.199,24.854,16.648,16.648,20.702,20.702,3a,6.550,3d,16.156
MN147513,3,6.539,18.331,16.213,17.654,16.813,16.813,25.175,16.648,16.648,21.249,21.249,3a,6.539,3d,16.213
MN147514,3,5.468,17.428,15.193,16.751,15.937,15.937,24.357,15.968,15.968,20.374,20.374,3a,5.468,3d,15.193
MN147515,3,6.764,18.500,16.497,17.936,17.221,17.221,25.350,16.686,16.686,21.424,21.424,3a,6.764,3d,16.497
MN147516,3,5.750,17.654,15.249,16.977,16.346,16.346,24.315,16.138,16.138,20.490,20.490,3a,5.750,3d,15.249
MN147517,3,5.581,17.541,15.193,16.920,16.170,16.170,24.257,16.025,16.025,20.432,20.432,3a,5.581,3d,15.193
MN147518,3,6.708,18.500,16.270,17.823,17.046,17.046,25.175,16.686,16.686,21.366,21.366,3a,6.708,3d,16.270
MN147524,3,6.148,16.648,15.088,16.808,15.452,15.452,24.198,16.193,16.193,20.257,20.257,3a,6.148,3d,15.088
MN147525,3,6.148,16.648,15.088,16.808,15.452,15.452,24.198,16.193,16.193,20.257,20.257,3a,6.148,3d,15.088
MN147531,3,6.483,16.977,15.760,17.362,16.170,16.170,24.476,16.610,16.610,21.133,21.133,3a,6.483,3d,15.760
MN147532,3,6.426,17.033,15.760,17.418,16.229,16.229,24.476,16.667,16.667,21.191,21.191,3a,6.426,3d,15.760
MN147533,3,6.426,17.033,15.760,17.418,16.229,16.229,24.476,16.667,16.667,21.191,21.191,3a,6.426,3d,15.760
MN147534,3,6.370,16.920,15.590,17.249,16.112,16.112,24.359,16.554,16.554,21.074,21.074,3a,6.370,3d,15.590
MN147535,3,6.426,17.033,15.760,17.418,16.229,16.229,24.476,16.667,16.667,21.191,21.191,3a,6.426,3d,15.760
MN147536,3,6.370,16.920,15.590,17.249,16.112,16.112,24.359,16.554,16.554,21.074,21.074,3a,6.370,3d,15.590
MN147545,3,6.937,16.874,15.088,16.704,15.703,15.703,24.781,15.481,15.481,20.408,20.408,3a,6.937,3d,15.088
MN147546,3,6.937,16.874,15.088,16.704,15.703,15.703,24.781,15.481,15.481,20.408,20.408,3a,6.937,3d,15.088
MN147549,3,6.486,16.874,16.109,17.259,16.579,16.579,24.037,15.643,15.643,21.016,21.016,3a,6.486,3i,15.643
MN147550,3,6.486,16.874,16.052,17.202,16.521,16.521,24.096,15.586,15.586,20.957,20.957,3a,6.486,3i,15.586
MN147551,3,6.430,16.817,16.052,17.202,16.521,16.521,24.037,15.586,15.586,20.957,20.957,3a,6.430,3i,15.586
MN147552,3,6.599,16.986,16.109,17.259,17.381,17.381,24.212,15.700,15.700,21.016,21.016,3a,6.599,3i,15.700
MN147553,3,6.486,16.874,16.052,17.202,16.521,16.521,24.096,15.586,15.586,20.957,20.957,3a,6.486,3i,15.586
MN147560,3,7.756,17.626,15.873,17.803,16.758,16.758,25.106,16.429,16.429,21.315,21.315,3a,7.756,3d,15.873
MN147561,3,7.103,16.967,15.306,16.967,15.869,15.869,24.403,15.577,15.577,21.062,21.062,3a,7.103,3d,15.306
MN147586,3,6.257,17.597,15.590,17.558,16.637,16.637,24.694,16.507,16.507,21.995,21.995,3a,6.257,3d,15.590
MN147587,3,6.257,17.597,15.590,17.558,16.637,16.637,24.694,16.507,16.507,21.995,21.995,3a,6.257,3d,15.590
MN147600,3,5.693,17.033,15.363,16.855,16.112,16.112,24.227,16.582,16.582,20.549,20.549,3a,5.693,3d,15.363
MN147601,3,5.806,17.823,16.100,17.531,16.813,16.813,24.009,17.317,17.317,20.899,20.899,3a,5.806,3d,16.100
MN147602,3,5.806,17.823,15.930,17.418,16.696,16.696,24.242,17.374,17.374,20.957,20.957,3a,5.806,3d,15.930
MN147603,3,5.750,17.654,15.986,17.389,16.696,16.696,24.126,17.148,17.148,20.782,20.782,3a,5.750,3d,15.986
MN147604,3,6.370,18.387,16.440,18.095,17.338,17.338,24.985,17.827,17.827,21.716,21.716,3a,6.370,3d,16.440
MN147605,3,5.919,17.879,16.213,17.644,16.929,16.929,24.126,17.431,17.431,21.016,21.016,3a,5.919,3d,16.213
MN147606,3,5.130,17.756,15.306,17.024,15.879,15.879,24.212,16.638,16.638,21.424,21.424,3a,5.130,3d,15.306
MN147607,3,5.411,17.982,15.533,17.193,16.112,16.112,24.504,16.865,16.865,21.600,21.600,3a,5.411,3d,15.533
MN147610,3,5.975,17.372,15.703,17.193,16.054,16.054,24.635,16.667,16.667,20.957,20.957,3a,5.975,3d,15.703
MN147611,3,6.088,17.428,15.816,17.306,16.229,16.229,24.752,16.837,16.837,21.016,21.016,3a,6.088,3d,15.816
MN147612,3,6.088,17.315,15.760,17.249,16.229,16.229,24.694,16.780,16.780,21.016,21.016,3a,6.088,3d,15.760
MN147613,3,5.975,17.428,15.703,17.249,16.112,16.112,24.694,16.724,16.724,20.957,20.957,3a,5.975,3d,15.703
MN147622,3,5.468,17.259,15.306,17.306,15.820,15.820,24.227,16.176,16.176,20.374,20.374,3a,5.468,3d,15.306
MN147623,3,5.468,17.259,15.306,17.306,15.820,15.820,24.227,16.176,16.176,20.374,20.374,3a,5.468,3d,15.306
MN147624,3,6.144,17.136,15.014,16.977,15.102,15.102,23.824,16.016,16.016,20.653,20.653,3a,6.144,3d,15.014
MN147625,3,6.257,17.193,15.127,16.920,15.219,15.219,23.882,16.129,16.129,20.770,20.770,3a,6.257,3d,15.127
MN147626,3,6.201,17.193,15.071,16.864,15.160,15.160,23.824,16.072,16.072,20.712,20.712,3a,6.201,3d,15.071
MN147627,3,7.418,22.619,18.155,17.313,18.694,18.694,25.444,18.991,18.991,25.672,25.672,3a,7.418,3e,17.313
MN147628,3,6.032,17.249,14.901,16.864,15.102,15.102,23.471,15.903,15.903,20.653,20.653,3a,6.032,3d,14.901
MN147646,3,5.650,17.298,15.145,16.422,15.479,15.479,24.035,16.506,16.506,21.040,21.040,3a,5.650,3d,15.145
MN147647,3,5.753,17.381,15.201,16.507,15.510,15.510,24.051,16.535,16.535,21.062,21.062,3a,5.753,3d,15.201
MN147650,3,5.869,16.874,15.428,16.695,15.412,15.412,24.242,15.959,15.959,20.841,20.841,3a,5.869,3d,15.428
MN147651,3,5.869,16.930,15.428,16.695,15.412,15.412,24.242,15.959,15.959,20.841,20.841,3a,5.869,3d,15.428
MN147652,3,5.869,16.874,15.428,16.695,15.412,15.412,24.242,15.959,15.959,20.841,20.841,3a,5.869,3d,15.428
MN147653,3,5.869,16.986,15.428,16.695,15.470,15.470,24.301,16.016,16.016,20.899,20.899,3a,5.869,3d,15.428
MN147654,3,5.869,16.874,15.428,16.695,15.412,15.412,24.242,15.959,15.959,20.841,20.841,3a,5.869,3d,15.428
MN147655,3,5.869,16.874,15.428,16.695,15.412,15.412,24.242,15.959,15.959,20.841,20.841,3a,5.869,3d,15.428
MN147656,3,6.261,17.607,15.428,17.090,15.219,15.219,24.883,16.582,16.582,21.016,21.016,3a,6.261,3d,15.428
MN147657,3,6.261,17.664,15.428,17.146,15.335,15.335,24.942,16.695,16.695,21.016,21.016,3a,6.261,3d,15.428
MN147669,3,7.046,17.372,15.014,16.451,15.811,15.811,24.154,15.861,15.861,20.991,20.991,3a,7.046,3d,15.014
MN147670,3,6.933,17.428,15.071,16.573,15.820,15.820,24.271,15.959,15.959,20.875,20.875,3a,6.933,3d,15.071
MN147671,3,7.501,17.654,15.873,17.465,16.657,16.657,24.112,17.053,17.053,21.053,21.053,3a,7.501,3d,15.873
MN147672,3,7.558,17.654,15.760,17.352,16.482,16.482,24.112,16.996,16.996,20.936,20.936,3a,7.558,3d,15.760
MN147673,3,6.426,17.315,15.590,17.146,15.995,15.995,24.124,16.478,16.478,20.899,20.899,3a,6.426,3d,15.590
MN147674,3,6.426,17.315,15.590,17.146,15.995,15.995,24.124,16.478,16.478,20.899,20.899,3a,6.426,3d,15.590
MN147675,3,7.215,17.024,15.873,17.193,16.200,16.200,24.534,16.299,16.299,21.120,21.120,3a,7.215,3d,15.873
MN147676,3,7.159,16.911,15.760,17.080,16.084,16.084,24.417,16.186,16.186,21.004,21.004,3a,7.159,3d,15.760
MN147677,3,7.554,17.136,16.156,17.362,16.434,16.434,24.825,16.582,16.582,21.237,21.237,3a,7.554,3d,16.156
MN147678,3,7.159,17.024,15.986,17.249,16.317,16.317,24.709,16.299,16.299,21.120,21.120,3a,7.159,3d,15.986
MN147679,3,7.159,16.911,15.760,17.080,16.084,16.084,24.417,16.186,16.186,21.004,21.004,3a,7.159,3d,15.760
MN147680,3,7.159,16.967,15.816,17.136,16.142,16.142,24.476,16.242,16.242,21.062,21.062,3a,7.159,3d,15.816
MN147681,3,6.708,17.780,15.520,17.714,15.937,15.937,24.287,15.789,15.789,21.470,21.470,3a,6.708,3d,15.520
MN147682,3,6.370,17.610,15.293,17.544,15.762,15.762,24.170,15.676,15.676,21.295,21.295,3a,6.370,3d,15.293
MN147704,3,6.426,17.428,15.703,16.967,15.412,15.412,24.490,15.959,15.959,20.724,20.724,3a,6.426,3d,15.703
MN147705,3,6.483,17.541,15.930,17.136,15.645,15.645,24.548,16.129,16.129,20.724,20.724,3a,6.483,3d,15.930
MN147706,3,6.539,17.654,16.043,17.193,15.703,15.703,24.665,16.186,16.186,20.899,20.899,3a,6.539,3d,16.043
MN147707,3,6.483,17.484,16.043,17.136,15.587,15.587,24.606,16.129,16.129,20.899,20.899,3a,6.483,3d,16.043
MN147708,3,6.313,17.484,15.816,17.080,15.645,15.645,24.548,16.072,16.072,20.724,20.724,3a,6.313,3d,15.816
MN147722,3,7.328,18.895,16.723,18.602,16.988,16.988,25.932,17.364,17.364,22.650,22.650,3a,7.328,3d,16.723
MN147723,3,7.159,18.895,16.213,18.489,16.929,16.929,25.686,17.035,17.035,22.534,22.534,3a,7.159,3d,16.213
MN147724,3,5.468,17.541,15.760,17.033,16.170,16.170,23.925,16.988,16.988,21.249,21.249,3a,5.468,3d,15.760
MN147725,3,5.355,17.428,15.646,16.920,16.054,16.054,23.807,16.931,16.931,21.133,21.133,3a,5.355,3d,15.646
MN147730,3,7.389,18.105,15.816,17.756,15.820,15.820,25.335,16.582,16.582,21.133,21.133,3a,7.389,3d,15.816
MN147731,3,7.107,17.823,15.703,17.587,15.645,15.645,25.218,16.412,16.412,20.957,20.957,3a,7.107,3d,15.703
MN147732,3,7.107,17.823,15.703,17.587,15.645,15.645,25.218,16.412,16.412,20.957,20.957,3a,7.107,3d,15.703
MN147733,3,8.742,19.233,17.063,19.380,17.046,17.046,26.092,17.600,17.600,22.300,22.300,3a,8.742,3d,17.063
MN147736,3,6.937,17.428,15.769,16.535,16.219,16.219,24.474,16.582,16.582,20.490,20.490,3a,6.937,3d,15.769
MN147737,3,6.768,17.372,15.712,16.535,16.219,16.219,24.416,16.582,16.582,20.432,20.432,3a,6.768,3d,15.712
MN147738,3,7.050,17.541,15.882,16.591,16.336,16.336,24.591,16.695,16.695,20.490,20.490,3a,7.050,3d,15.882
MN147739,3,6.937,17.484,15.769,16.535,16.219,16.219,24.474,16.582,16.582,20.432,20.432,3a,6.937,3d,15.769
MN147740,3,6.825,17.484,15.769,16.648,16.278,16.278,24.416,16.638,16.638,20.490,20.490,3a,6.825,3d,15.769
MN227964,3,7.407,19.692,18.827,17.284,22.222,22.222,24.383,18.576,18.576,25.077,25.077,3a,7.407,3e,17.284
MN227965,3,8.685,22.055,18.362,19.355,21.130,21.130,23.209,19.750,19.750,23.497,23.497,3a,8.685,3d,18.362
MN227966,3,7.388,22.835,18.158,20.789,21.579,21.579,24.625,20.690,20.690,24.294,24.294,3a,7.388,3d,18.158
MN227967,3,8.730,22.572,17.493,21.149,18.701,18.701,24.156,20.104,20.104,22.946,22.946,3a,8.730,3d,17.493
MN227968,3,8.201,19.372,16.971,19.060,19.843,19.843,24.740,17.755,17.755,22.946,22.946,3a,8.201,3d,16.971
MN227969,3,9.974,20.260,18.653,19.171,21.762,21.762,23.952,19.430,19.430,23.034,23.034,3a,9.974,3d,18.653
MN227970,3,9.512,22.165,17.313,20.155,21.134,21.134,23.952,20.876,20.876,24.157,24.157,3a,9.512,3d,17.313
MN227971,3,6.667,22.193,17.112,17.914,20.053,20.053,23.529,18.717,18.717,24.722,24.722,3a,6.667,3d,17.112
MN227972,3,7.712,22.165,17.829,17.829,21.080,21.080,24.251,19.330,19.330,23.034,23.034,3a,7.712,3e,17.829
MN227973,3,7.417,21.851,17.692,19.744,19.949,19.949,23.214,20.256,20.256,22.849,22.849,3a,7.417,3d,17.692
MN227974,3,8.163,20.972,17.436,18.205,19.693,19.693,24.936,18.112,18.112,23.200,23.200,3a,8.163,3d,17.436
MN227975,3,7.969,20.876,18.088,19.121,21.392,21.392,25.849,19.845,19.845,23.034,23.034,3a,7.969,3d,18.088
MN227976,3,8.808,22.021,17.708,18.229,20.260,20.260,24.471,20.519,20.519,24.646,24.646,3a,8.808,3d,17.708
MN227977,3,9.948,22.047,16.798,19.582,21.316,21.316,24.107,20.997,20.997,25.490,25.490,3a,9.948,3d,16.798
MN227978,3,7.965,22.917,17.857,17.857,19.822,19.822,24.188,20.118,20.118,23.411,23.411,3a,7.965,3e,17.857
MN227979,3,7.908,21.173,17.436,19.289,18.926,18.926,23.442,19.182,19.182,23.120,23.120,3a,7.908,3d,17.436
MN227980,3,8.418,22.251,17.949,18.205,21.628,21.628,23.442,18.670,18.670,24.234,24.234,3a,8.418,3d,17.949
MN227981,3,6.771,22.078,16.927,17.969,20.779,20.779,23.739,16.927,16.927,24.234,24.234,3a,6.771,3d,16.927
MN227982,3,5.965,20.789,17.455,20.727,18.412,18.412,23.693,18.909,18.909,24.460,24.460,3a,5.965,3d,17.455
MN227983,3,6.443,19.945,18.033,19.559,20.652,20.652,22.000,16.427,16.427,21.096,21.096,3a,6.443,3i,16.427
MN227984,3,6.173,20.370,17.231,19.692,19.753,19.753,21.166,18.576,18.576,23.220,23.220,3a,6.173,3d,17.231
MN227985,3,11.728,25.309,21.296,24.383,24.691,24.691,27.469,23.220,23.220,27.554,27.554,3a,11.728,3d,21.296
MN227986,3,12.684,25.595,20.536,20.833,21.006,21.006,26.354,21.302,21.302,25.753,25.753,3a,12.684,3d,20.536
