Accession,AssignedGenotype,Subtype1aDistance,Subtype1aDistance,Subtype1bDistance,Subtype1bDistance,Subtype1cDistance,Subtype1cDistance,Subtype1dDistance,Subtype1eDistance,Subtype1eDistance,Subtype1gDistance,Subtype1gDistance,Subtype1hDistance,Subtype1hDistance,Subtype1iDistance,Subtype1jDistance,Subtype1kDistance,Subtype1lDistance,Subtype1lDistance,Subtype1mDistance,Subtype1mDistance,Subtype1nDistance,Subtype1nDistance,Subtype1oDistance,Subtype1oDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MF284455,1,7.132,7.132,19.397,19.397,19.292,19.292,21.946,21.297,21.297,21.553,21.553,20.455,20.455,20.275,16.640,15.320,19.979,19.979,15.055,15.055,15.628,15.628,20.296,20.296,1a,7.132,1m,15.055
MF284456,1,7.396,7.396,19.292,19.292,19.450,19.450,21.735,21.349,21.349,21.447,21.447,20.560,20.560,20.275,16.693,15.161,19.979,19.979,15.003,15.003,15.470,15.470,20.243,20.243,1a,7.396,1m,15.003
MF284457,1,7.237,7.237,19.503,19.503,19.450,19.450,22.105,21.455,21.455,21.436,21.436,20.613,20.613,20.222,16.429,15.531,19.926,19.926,15.108,15.108,15.945,15.945,20.560,20.560,1a,7.237,1m,15.108
MF284458,1,7.765,7.765,19.503,19.503,19.556,19.556,21.893,21.613,21.613,21.436,21.436,20.507,20.507,20.116,16.535,15.531,20.085,20.085,15.267,15.267,15.839,15.839,20.402,20.402,1a,7.765,1m,15.267
MF284459,1,7.713,7.713,19.397,19.397,19.715,19.715,21.946,21.700,21.700,21.278,21.278,20.507,20.507,20.116,16.323,15.267,20.190,20.190,15.531,15.531,15.945,15.945,20.455,20.455,1a,7.713,1k,15.267
MF284460,1,7.448,7.448,19.556,19.556,19.345,19.345,22.210,21.402,21.402,21.014,21.014,20.349,20.349,20.169,16.429,15.320,20.032,20.032,15.161,15.161,15.839,15.839,20.455,20.455,1a,7.448,1m,15.161
MF284461,1,6.920,6.920,19.450,19.450,19.345,19.345,21.999,21.244,21.244,20.908,20.908,20.349,20.349,20.116,16.482,15.320,20.085,20.085,15.267,15.267,15.628,15.628,20.613,20.613,1a,6.920,1m,15.267
MF284462,1,6.867,6.867,19.345,19.345,19.450,19.450,22.105,21.402,21.402,21.014,21.014,20.613,20.613,20.063,16.587,15.478,20.190,20.190,15.214,15.214,15.681,15.681,20.507,20.507,1a,6.867,1m,15.214
MF284463,1,7.026,7.026,19.239,19.239,19.345,19.345,21.999,21.244,21.244,21.067,21.067,20.560,20.560,20.063,16.535,15.425,20.190,20.190,15.267,15.267,15.523,15.523,20.560,20.560,1a,7.026,1m,15.267
MF284464,1,6.920,6.920,19.450,19.450,19.239,19.239,21.893,21.455,21.455,21.067,21.067,20.455,20.455,19.958,16.429,15.425,20.296,20.296,15.161,15.161,15.628,15.628,20.560,20.560,1a,6.920,1m,15.161
MF284465,1,7.237,7.237,19.450,19.450,19.397,19.397,22.316,21.455,21.455,21.172,21.172,20.296,20.296,20.327,16.482,15.584,20.032,20.032,15.372,15.372,15.523,15.523,20.825,20.825,1a,7.237,1m,15.372
MF284466,1,7.184,7.184,19.397,19.397,19.450,19.450,22.105,21.613,21.613,21.331,21.331,20.560,20.560,20.063,16.640,15.478,20.243,20.243,15.478,15.478,15.628,15.628,20.666,20.666,1a,7.184,1k,15.478
MF284467,1,7.026,7.026,19.450,19.450,19.450,19.450,21.946,21.455,21.455,21.278,21.278,20.455,20.455,20.169,16.482,15.531,20.402,20.402,15.531,15.531,15.576,15.576,20.613,20.613,1a,7.026,1k,15.531
MF284468,1,6.920,6.920,19.397,19.397,19.292,19.292,22.105,21.349,21.349,21.278,21.278,20.455,20.455,20.275,16.218,15.478,20.190,20.190,15.267,15.267,15.576,15.576,20.613,20.613,1a,6.920,1m,15.267
MF284469,1,7.237,7.237,19.397,19.397,19.609,19.609,22.052,21.719,21.719,21.278,21.278,20.719,20.719,20.327,16.587,15.795,20.296,20.296,15.478,15.478,15.628,15.628,20.719,20.719,1a,7.237,1m,15.478
MF284470,1,6.920,6.920,19.397,19.397,19.345,19.345,21.882,21.349,21.349,21.225,21.225,20.455,20.455,19.947,16.429,15.478,20.243,20.243,15.267,15.267,15.523,15.523,20.613,20.613,1a,6.920,1m,15.267
MF284471,1,7.132,7.132,19.503,19.503,19.397,19.397,21.946,21.508,21.508,21.225,21.225,20.666,20.666,20.275,16.535,15.584,20.349,20.349,15.320,15.320,15.470,15.470,20.825,20.825,1a,7.132,1m,15.320
MF284472,1,6.973,6.973,19.345,19.345,19.239,19.239,22.052,21.244,21.244,21.225,21.225,20.455,20.455,20.327,16.323,15.425,20.085,20.085,15.320,15.320,15.734,15.734,20.719,20.719,1a,6.973,1m,15.320
MF284473,1,7.184,7.184,19.397,19.397,19.503,19.503,21.999,21.455,21.455,21.119,21.119,20.455,20.455,20.116,16.323,15.425,20.243,20.243,15.267,15.267,15.523,15.523,20.613,20.613,1a,7.184,1m,15.267
MF284474,1,7.079,7.079,19.503,19.503,19.450,19.450,22.052,21.349,21.349,21.119,21.119,20.666,20.666,20.275,16.535,15.584,20.243,20.243,15.372,15.372,15.523,15.523,20.666,20.666,1a,7.079,1m,15.372
MF284475,1,7.290,7.290,19.450,19.450,19.292,19.292,21.958,21.349,21.349,21.225,21.225,20.719,20.719,20.275,16.482,15.425,20.349,20.349,15.372,15.372,15.470,15.470,20.539,20.539,1a,7.290,1m,15.372
MF284476,1,6.973,6.973,19.397,19.397,19.292,19.292,21.893,21.297,21.297,21.067,21.067,20.560,20.560,20.380,16.429,15.425,20.190,20.190,15.267,15.267,15.734,15.734,20.719,20.719,1a,6.973,1m,15.267
MF284477,1,7.026,7.026,19.609,19.609,19.239,19.239,22.105,21.508,21.508,21.225,21.225,20.666,20.666,20.433,16.535,15.372,20.296,20.296,15.267,15.267,15.848,15.848,20.560,20.560,1a,7.026,1m,15.267
MF284478,1,7.132,7.132,19.397,19.397,19.345,19.345,21.840,21.455,21.455,21.225,21.225,20.719,20.719,20.275,16.482,15.531,20.243,20.243,15.425,15.425,15.470,15.470,20.560,20.560,1a,7.132,1m,15.425
MF284479,1,7.079,7.079,19.556,19.556,19.397,19.397,21.999,21.508,21.508,21.278,21.278,20.666,20.666,20.327,16.535,15.478,20.296,20.296,15.320,15.320,15.628,15.628,20.719,20.719,1a,7.079,1m,15.320
MF284480,1,7.184,7.184,19.662,19.662,19.345,19.345,22.105,21.613,21.613,21.383,21.383,20.772,20.772,20.222,16.429,15.531,20.402,20.402,15.478,15.478,15.523,15.523,20.719,20.719,1a,7.184,1m,15.478
MF284481,1,7.396,7.396,19.662,19.662,19.450,19.450,21.946,21.455,21.455,21.067,21.067,20.825,20.825,20.380,16.640,15.478,20.222,20.222,15.372,15.372,15.576,15.576,20.772,20.772,1a,7.396,1m,15.372
MF284482,1,7.184,7.184,19.715,19.715,19.450,19.450,22.158,21.508,21.508,21.225,21.225,20.719,20.719,20.380,16.640,15.531,20.296,20.296,15.320,15.320,15.681,15.681,20.772,20.772,1a,7.184,1m,15.320
MF284483,1,8.452,8.452,19.450,19.450,19.239,19.239,22.686,21.801,21.801,21.278,21.278,20.877,20.877,20.697,16.904,15.531,20.507,20.507,15.320,15.320,16.156,16.156,20.455,20.455,1a,8.452,1m,15.320
MF284484,1,8.399,8.399,19.609,19.609,19.556,19.556,22.304,22.175,22.175,21.753,21.753,20.719,20.719,20.539,17.010,15.689,20.560,20.560,15.531,15.531,15.839,15.839,20.666,20.666,1a,8.399,1m,15.531
MF284485,1,8.135,8.135,19.503,19.503,19.503,19.503,22.263,21.859,21.859,21.331,21.331,20.402,20.402,20.486,17.063,15.584,20.402,20.402,15.372,15.372,15.998,15.998,20.349,20.349,1a,8.135,1m,15.372
MF284486,1,8.347,8.347,19.503,19.503,19.767,19.767,22.422,22.228,22.228,21.647,21.647,20.719,20.719,20.803,16.957,15.637,20.613,20.613,15.425,15.425,15.945,15.945,20.402,20.402,1a,8.347,1m,15.425
MF284487,1,8.241,8.241,19.609,19.609,19.556,19.556,22.581,22.012,22.012,22.134,22.134,20.560,20.560,20.697,16.904,15.848,20.666,20.666,15.531,15.531,16.156,16.156,20.402,20.402,1a,8.241,1m,15.531
MF284488,1,8.082,8.082,19.503,19.503,19.556,19.556,22.210,22.000,22.000,21.753,21.753,20.613,20.613,20.668,16.904,15.536,20.560,20.560,15.425,15.425,15.945,15.945,20.402,20.402,1a,8.082,1m,15.425
MF284489,1,8.294,8.294,19.873,19.873,19.609,19.609,22.316,21.748,21.748,21.225,21.225,20.560,20.560,20.803,17.063,15.689,20.719,20.719,15.161,15.161,15.839,15.839,20.507,20.507,1a,8.294,1m,15.161
MF284490,1,8.188,8.188,19.820,19.820,19.609,19.609,22.369,21.748,21.748,21.331,21.331,20.507,20.507,20.750,16.957,15.584,20.613,20.613,15.320,15.320,15.945,15.945,20.296,20.296,1a,8.188,1m,15.320
MF284491,1,8.135,8.135,19.503,19.503,19.503,19.503,22.581,21.964,21.964,21.647,21.647,20.666,20.666,20.855,17.063,15.848,20.560,20.560,15.584,15.584,16.051,16.051,20.507,20.507,1a,8.135,1m,15.584
MF284492,1,8.347,8.347,19.503,19.503,19.556,19.556,22.463,21.959,21.959,21.859,21.859,20.560,20.560,20.739,17.010,15.954,20.719,20.719,15.637,15.637,16.156,16.156,20.349,20.349,1a,8.347,1m,15.637
MF284493,1,8.399,8.399,19.767,19.767,19.979,19.979,22.686,21.911,21.911,21.647,21.647,20.930,20.930,20.750,17.116,15.954,20.719,20.719,15.742,15.742,16.051,16.051,20.613,20.613,1a,8.399,1m,15.742
MF284494,1,7.765,7.765,19.926,19.926,19.186,19.186,22.398,21.847,21.847,21.911,21.911,20.560,20.560,20.803,17.485,16.270,20.455,20.455,15.161,15.161,16.315,16.315,20.930,20.930,1a,7.765,1m,15.161
MF284495,1,7.448,7.448,19.873,19.873,19.080,19.080,22.134,21.847,21.847,21.595,21.595,20.402,20.402,20.697,17.380,15.954,20.455,20.455,14.844,14.844,16.209,16.209,20.772,20.772,1a,7.448,1m,14.844
MF284496,1,7.713,7.713,19.767,19.767,18.975,18.975,22.187,21.741,21.741,21.647,21.647,20.560,20.560,20.750,17.485,16.165,20.349,20.349,15.003,15.003,16.262,16.262,20.825,20.825,1a,7.713,1m,15.003
MF284497,1,7.818,7.818,19.926,19.926,19.186,19.186,22.187,22.058,22.058,21.595,21.595,20.613,20.613,20.855,17.644,16.112,20.455,20.455,15.161,15.161,16.209,16.209,21.089,21.089,1a,7.818,1m,15.161
MF284498,1,7.713,7.713,19.926,19.926,19.186,19.186,22.293,21.689,21.689,21.700,21.700,20.613,20.613,20.855,17.485,16.112,20.455,20.455,15.055,15.055,16.262,16.262,20.877,20.877,1a,7.713,1m,15.055
MF284499,1,7.765,7.765,19.820,19.820,19.027,19.027,22.293,21.953,21.953,21.753,21.753,20.560,20.560,20.697,17.538,16.112,20.613,20.613,15.214,15.214,16.420,16.420,20.983,20.983,1a,7.765,1m,15.214
MF284500,1,7.554,7.554,19.873,19.873,18.975,18.975,22.134,21.741,21.741,21.542,21.542,20.560,20.560,20.803,17.538,16.059,20.402,20.402,15.108,15.108,16.262,16.262,20.825,20.825,1a,7.554,1m,15.108
MF284501,1,7.713,7.713,19.767,19.767,18.975,18.975,22.187,21.953,21.953,21.700,21.700,20.772,20.772,20.750,17.591,16.059,20.455,20.455,15.372,15.372,16.209,16.209,21.036,21.036,1a,7.713,1m,15.372
MF284502,1,7.396,7.396,19.979,19.979,18.975,18.975,22.345,21.900,21.900,21.542,21.542,20.507,20.507,20.855,17.485,16.006,20.402,20.402,15.003,15.003,16.315,16.315,20.825,20.825,1a,7.396,1m,15.003
MF284503,1,7.448,7.448,19.873,19.873,18.922,18.922,22.240,21.847,21.847,21.595,21.595,20.560,20.560,20.750,17.485,16.059,20.402,20.402,15.055,15.055,16.367,16.367,20.825,20.825,1a,7.448,1m,15.055
MF284504,1,7.607,7.607,19.767,19.767,18.869,18.869,22.134,21.636,21.636,21.595,21.595,20.402,20.402,20.644,17.433,15.901,20.455,20.455,15.214,15.214,16.367,16.367,20.825,20.825,1a,7.607,1m,15.214
MF284505,1,7.713,7.713,19.820,19.820,18.922,18.922,22.345,21.900,21.900,21.859,21.859,20.613,20.613,20.697,17.591,16.165,20.613,20.613,15.267,15.267,16.579,16.579,21.089,21.089,1a,7.713,1m,15.267
MF284506,1,7.660,7.660,19.873,19.873,19.133,19.133,22.293,21.900,21.900,21.595,21.595,20.402,20.402,20.750,17.591,16.165,20.455,20.455,15.267,15.267,16.420,16.420,20.930,20.930,1a,7.660,1m,15.267
MF284507,1,7.818,7.818,20.032,20.032,19.070,19.070,22.345,21.794,21.794,21.383,21.383,20.666,20.666,20.803,17.644,16.006,20.613,20.613,15.214,15.214,16.579,16.579,21.195,21.195,1a,7.818,1m,15.214
MF284508,1,7.554,7.554,19.926,19.926,19.027,19.027,22.293,21.900,21.900,21.647,21.647,20.560,20.560,20.697,17.591,16.059,20.507,20.507,15.267,15.267,16.420,16.420,21.036,21.036,1a,7.554,1m,15.267
MF284509,1,7.554,7.554,19.926,19.926,19.133,19.133,22.081,22.111,22.111,21.489,21.489,20.772,20.772,20.803,17.591,16.165,20.190,20.190,15.267,15.267,16.420,16.420,21.036,21.036,1a,7.554,1m,15.267
MF284510,1,7.607,7.607,19.926,19.926,19.080,19.080,22.134,21.794,21.794,21.489,21.489,20.666,20.666,20.803,17.644,16.112,20.560,20.560,15.108,15.108,16.473,16.473,21.089,21.089,1a,7.607,1m,15.108
MF284511,1,7.765,7.765,19.820,19.820,19.027,19.027,22.228,21.748,21.748,21.489,21.489,20.507,20.507,20.697,17.538,16.270,20.402,20.402,15.214,15.214,16.526,16.526,20.930,20.930,1a,7.765,1m,15.214
MF284512,1,7.713,7.713,19.926,19.926,19.080,19.080,22.187,22.005,22.005,21.700,21.700,20.296,20.296,20.803,17.485,16.323,20.349,20.349,15.108,15.108,16.473,16.473,20.983,20.983,1a,7.713,1m,15.108
MF284513,1,7.765,7.765,19.820,19.820,19.345,19.345,22.398,21.689,21.689,21.489,21.489,20.507,20.507,20.750,17.433,16.006,20.455,20.455,15.003,15.003,16.262,16.262,20.825,20.825,1a,7.765,1m,15.003
MF284514,1,7.871,7.871,19.820,19.820,19.080,19.080,22.187,22.111,22.111,21.647,21.647,20.666,20.666,20.855,17.750,16.059,20.507,20.507,15.531,15.531,16.420,16.420,20.825,20.825,1a,7.871,1m,15.531
MF284515,1,7.660,7.660,19.820,19.820,18.869,18.869,22.187,21.689,21.689,21.383,21.383,20.455,20.455,20.750,17.485,16.270,20.507,20.507,15.320,15.320,16.526,16.526,20.772,20.772,1a,7.660,1m,15.320
MF284516,1,7.713,7.713,19.820,19.820,18.869,18.869,22.029,21.953,21.953,21.489,21.489,20.507,20.507,20.855,17.644,16.006,20.455,20.455,15.108,15.108,16.420,16.420,20.983,20.983,1a,7.713,1m,15.108
MF284517,1,7.607,7.607,19.926,19.926,19.027,19.027,22.134,21.847,21.847,21.753,21.753,20.560,20.560,20.697,17.433,16.059,20.455,20.455,15.055,15.055,16.367,16.367,20.825,20.825,1a,7.607,1m,15.055
MF284518,1,7.765,7.765,19.873,19.873,18.816,18.816,21.852,21.331,21.331,21.331,21.331,20.455,20.455,20.855,16.852,15.478,20.539,20.539,15.214,15.214,16.156,16.156,20.455,20.455,1a,7.765,1m,15.214
MF284519,1,7.554,7.554,19.397,19.397,18.859,18.859,21.799,21.478,21.478,21.130,21.130,20.085,20.085,20.275,16.904,15.267,20.243,20.243,14.897,14.897,15.945,15.945,20.507,20.507,1a,7.554,1m,14.897
MF284520,1,7.660,7.660,19.926,19.926,18.710,18.710,22.134,21.436,21.436,21.542,21.542,20.613,20.613,20.433,17.169,15.742,19.905,19.905,14.950,14.950,15.945,15.945,20.507,20.507,1a,7.660,1m,14.950
MF284521,1,7.713,7.713,19.873,19.873,18.869,18.869,21.976,21.436,21.436,21.553,21.553,20.666,20.666,20.644,16.957,15.478,20.222,20.222,15.320,15.320,16.367,16.367,20.507,20.507,1a,7.713,1m,15.320
MF284522,1,7.501,7.501,20.085,20.085,18.975,18.975,22.116,21.478,21.478,21.606,21.606,20.402,20.402,20.697,17.010,15.584,20.116,20.116,15.108,15.108,15.998,15.998,20.296,20.296,1a,7.501,1m,15.108
MF284523,1,7.660,7.660,20.085,20.085,18.922,18.922,22.293,21.436,21.436,21.764,21.764,20.560,20.560,20.750,17.116,15.584,20.243,20.243,15.372,15.372,16.631,16.631,20.666,20.666,1a,7.660,1m,15.372
MF284524,1,8.135,8.135,19.873,19.873,18.869,18.869,22.345,21.647,21.647,21.870,21.870,20.772,20.772,20.750,17.063,15.848,20.243,20.243,15.425,15.425,16.631,16.631,20.719,20.719,1a,8.135,1m,15.425
MF284525,1,7.713,7.713,19.926,19.926,19.027,19.027,22.345,21.425,21.425,21.606,21.606,20.560,20.560,20.750,17.063,15.584,20.222,20.222,15.214,15.214,16.156,16.156,20.402,20.402,1a,7.713,1m,15.214
MF284526,1,7.554,7.554,20.190,20.190,18.869,18.869,22.134,21.595,21.595,21.606,21.606,20.613,20.613,20.803,17.116,15.689,20.222,20.222,15.108,15.108,16.315,16.315,20.560,20.560,1a,7.554,1m,15.108
MF284527,1,7.924,7.924,20.190,20.190,18.648,18.648,22.029,21.553,21.553,21.870,21.870,20.560,20.560,20.750,17.169,15.584,20.063,20.063,15.214,15.214,16.420,16.420,20.455,20.455,1a,7.924,1m,15.214
MF284528,1,8.082,8.082,20.243,20.243,19.133,19.133,22.240,21.953,21.953,22.134,22.134,20.877,20.877,21.078,17.274,15.742,20.539,20.539,15.372,15.372,16.587,16.587,20.825,20.825,1a,8.082,1m,15.372
MF284529,1,7.713,7.713,19.926,19.926,18.922,18.922,22.029,21.583,21.583,21.764,21.764,20.666,20.666,20.433,17.327,15.637,20.169,20.169,15.108,15.108,16.420,16.420,20.613,20.613,1a,7.713,1m,15.108
MF284530,1,7.660,7.660,19.873,19.873,18.975,18.975,22.222,21.425,21.425,21.817,21.817,20.455,20.455,20.539,17.010,15.689,20.507,20.507,15.267,15.267,16.209,16.209,20.349,20.349,1a,7.660,1m,15.267
MF284531,1,7.765,7.765,20.243,20.243,18.975,18.975,22.240,21.700,21.700,22.029,22.029,20.613,20.613,20.697,17.169,15.901,20.190,20.190,15.478,15.478,16.631,16.631,20.402,20.402,1a,7.765,1m,15.478
MF284532,1,7.818,7.818,20.190,20.190,19.186,19.186,22.029,21.753,21.753,21.923,21.923,20.719,20.719,20.750,17.221,15.901,20.296,20.296,15.161,15.161,16.420,16.420,20.507,20.507,1a,7.818,1m,15.161
MF284533,1,7.818,7.818,20.085,20.085,19.080,19.080,22.293,21.530,21.530,21.817,21.817,20.772,20.772,20.855,17.274,15.742,20.486,20.486,15.320,15.320,16.420,16.420,20.455,20.455,1a,7.818,1m,15.320
MF284534,1,7.765,7.765,20.137,20.137,19.239,19.239,22.398,21.753,21.753,21.817,21.817,20.560,20.560,21.025,17.380,15.584,20.613,20.613,15.267,15.267,16.473,16.473,20.666,20.666,1a,7.765,1m,15.267
MF284535,1,7.818,7.818,20.190,20.190,19.133,19.133,22.293,21.753,21.753,21.923,21.923,20.719,20.719,20.644,17.221,15.848,20.327,20.327,15.320,15.320,16.526,16.526,20.560,20.560,1a,7.818,1m,15.320
MF284536,1,7.977,7.977,20.137,20.137,19.186,19.186,22.134,21.636,21.636,21.976,21.976,20.772,20.772,20.486,17.169,16.006,20.275,20.275,15.372,15.372,16.473,16.473,20.402,20.402,1a,7.977,1m,15.372
MF284537,1,7.871,7.871,19.979,19.979,18.975,18.975,22.187,21.700,21.700,21.923,21.923,20.666,20.666,20.539,17.221,15.795,20.222,20.222,15.320,15.320,16.367,16.367,20.560,20.560,1a,7.871,1m,15.320
MF284538,1,7.818,7.818,20.137,20.137,19.186,19.186,22.240,21.806,21.806,21.923,21.923,20.666,20.666,20.697,17.380,15.425,20.560,20.560,15.425,15.425,16.473,16.473,20.402,20.402,1a,7.818,1k,15.425
MF284539,1,7.818,7.818,20.032,20.032,19.027,19.027,22.175,21.595,21.595,22.005,22.005,20.719,20.719,20.433,17.010,15.478,20.402,20.402,15.108,15.108,16.420,16.420,20.560,20.560,1a,7.818,1m,15.108
MF284540,1,7.818,7.818,20.085,20.085,19.027,19.027,22.187,21.806,21.806,21.923,21.923,20.772,20.772,20.750,17.010,15.689,20.380,20.380,15.267,15.267,16.420,16.420,20.402,20.402,1a,7.818,1m,15.267
MF284541,1,7.818,7.818,20.243,20.243,19.080,19.080,22.175,21.595,21.595,21.712,21.712,20.666,20.666,20.697,17.221,15.637,20.222,20.222,15.478,15.478,16.473,16.473,20.560,20.560,1a,7.818,1m,15.478
MF284542,1,7.554,7.554,19.450,19.450,19.345,19.345,21.946,21.719,21.719,21.764,21.764,20.719,20.719,20.380,16.904,15.795,20.296,20.296,15.584,15.584,15.734,15.734,20.719,20.719,1a,7.554,1m,15.584
MF284543,1,7.184,7.184,19.450,19.450,19.292,19.292,22.105,21.508,21.508,21.659,21.659,20.719,20.719,20.380,16.587,15.531,20.085,20.085,15.320,15.320,15.839,15.839,20.560,20.560,1a,7.184,1m,15.320
MF284544,1,7.184,7.184,19.609,19.609,19.503,19.503,21.946,21.402,21.402,21.447,21.447,20.402,20.402,20.380,16.746,15.531,20.296,20.296,15.267,15.267,15.576,15.576,20.243,20.243,1a,7.184,1m,15.267
MF284545,1,7.079,7.079,19.397,19.397,19.450,19.450,22.052,21.508,21.508,21.553,21.553,20.507,20.507,20.327,16.746,15.478,20.085,20.085,15.267,15.267,15.839,15.839,20.402,20.402,1a,7.079,1m,15.267
MF284546,1,7.290,7.290,19.556,19.556,19.556,19.556,22.105,21.666,21.666,21.606,21.606,20.613,20.613,20.327,16.852,15.584,20.085,20.085,15.478,15.478,15.787,15.787,20.402,20.402,1a,7.290,1m,15.478
MF284547,1,7.237,7.237,19.345,19.345,19.292,19.292,21.893,21.508,21.508,21.395,21.395,20.507,20.507,20.116,16.957,15.478,19.979,19.979,15.161,15.161,15.734,15.734,20.296,20.296,1a,7.237,1m,15.161
MF284548,1,7.026,7.026,19.556,19.556,19.450,19.450,22.158,21.455,21.455,21.447,21.447,20.507,20.507,20.380,16.852,15.478,20.085,20.085,15.425,15.425,15.892,15.892,20.455,20.455,1a,7.026,1m,15.425
MF284549,1,7.184,7.184,19.556,19.556,19.450,19.450,21.946,21.549,21.549,21.553,21.553,20.497,20.497,20.433,16.852,15.425,20.032,20.032,15.372,15.372,15.945,15.945,20.296,20.296,1a,7.184,1m,15.372
MF284550,1,7.501,7.501,19.556,19.556,19.503,19.503,22.105,21.666,21.666,21.553,21.553,20.613,20.613,20.169,16.482,15.425,19.979,19.979,15.055,15.055,15.787,15.787,20.402,20.402,1a,7.501,1m,15.055
MF284551,1,7.607,7.607,19.609,19.609,19.820,19.820,22.105,21.560,21.560,21.447,21.447,20.719,20.719,20.486,16.852,15.584,20.190,20.190,15.267,15.267,15.681,15.681,20.507,20.507,1a,7.607,1m,15.267
MF284552,1,7.607,7.607,19.450,19.450,19.397,19.397,22.169,21.753,21.753,21.659,21.659,20.772,20.772,20.497,17.221,15.478,20.137,20.137,15.689,15.689,15.945,15.945,20.507,20.507,1a,7.607,1k,15.478
MF284553,1,7.607,7.607,19.556,19.556,19.556,19.556,22.222,21.583,21.583,21.395,21.395,20.930,20.930,20.391,17.274,15.372,20.349,20.349,15.584,15.584,16.051,16.051,20.825,20.825,1a,7.607,1k,15.372
MF284554,1,7.184,7.184,19.397,19.397,19.450,19.450,21.840,21.402,21.402,21.500,21.500,20.719,20.719,20.275,16.693,15.372,20.137,20.137,15.108,15.108,15.576,15.576,20.455,20.455,1a,7.184,1m,15.108
MF284555,1,7.343,7.343,19.503,19.503,19.450,19.450,21.735,21.349,21.349,21.342,21.342,20.560,20.560,20.433,16.693,15.425,19.820,19.820,15.108,15.108,15.681,15.681,20.402,20.402,1a,7.343,1m,15.108
MF284556,1,7.290,7.290,19.609,19.609,19.503,19.503,21.735,21.508,21.508,21.447,21.447,20.666,20.666,20.222,16.746,15.372,20.085,20.085,15.055,15.055,15.681,15.681,20.349,20.349,1a,7.290,1m,15.055
MF284557,1,7.290,7.290,19.662,19.662,19.503,19.503,21.787,21.508,21.508,21.447,21.447,20.719,20.719,20.275,16.746,15.372,20.085,20.085,15.055,15.055,15.839,15.839,20.349,20.349,1a,7.290,1m,15.055
MF284558,1,7.448,7.448,19.609,19.609,19.503,19.503,21.735,21.436,21.436,21.553,21.553,20.613,20.613,20.327,16.640,15.214,20.063,20.063,15.267,15.267,15.734,15.734,20.296,20.296,1a,7.448,1k,15.214
MF284559,1,7.290,7.290,19.450,19.450,19.450,19.450,21.999,21.349,21.349,21.395,21.395,20.719,20.719,20.222,16.852,15.161,19.979,19.979,15.108,15.108,15.681,15.681,20.349,20.349,1a,7.290,1m,15.108
MF284560,1,7.396,7.396,19.450,19.450,19.345,19.345,21.893,21.455,21.455,21.395,21.395,20.455,20.455,20.380,16.693,15.267,20.085,20.085,15.108,15.108,15.787,15.787,20.137,20.137,1a,7.396,1m,15.108
MF284561,1,7.396,7.396,19.609,19.609,19.503,19.503,21.946,21.349,21.349,21.489,21.489,20.402,20.402,20.222,16.587,15.425,19.926,19.926,15.372,15.372,15.681,15.681,20.613,20.613,1a,7.396,1m,15.372
MF284562,1,7.607,7.607,19.503,19.503,19.556,19.556,21.946,21.824,21.824,21.278,21.278,20.719,20.719,20.116,16.270,15.425,20.190,20.190,15.425,15.425,15.892,15.892,20.349,20.349,1a,7.607,1k,15.425
MF284563,1,7.607,7.607,19.503,19.503,19.715,19.715,21.893,21.719,21.719,21.383,21.383,20.613,20.613,19.958,16.535,15.531,20.032,20.032,15.425,15.425,15.839,15.839,20.455,20.455,1a,7.607,1m,15.425
MF284564,1,7.607,7.607,19.397,19.397,19.715,19.715,22.052,21.824,21.824,21.489,21.489,20.613,20.613,20.011,16.535,15.478,20.296,20.296,15.637,15.637,15.734,15.734,20.560,20.560,1a,7.607,1k,15.478
MF284565,1,6.973,6.973,19.397,19.397,19.503,19.503,21.840,21.402,21.402,20.908,20.908,20.296,20.296,19.958,16.482,15.372,20.349,20.349,15.003,15.003,15.470,15.470,20.507,20.507,1a,6.973,1m,15.003
MF284566,1,7.079,7.079,19.503,19.503,19.503,19.503,22.052,21.508,21.508,21.014,21.014,20.507,20.507,20.011,16.587,15.372,20.137,20.137,15.425,15.425,15.576,15.576,20.613,20.613,1a,7.079,1k,15.372
MF284567,1,7.184,7.184,19.503,19.503,19.292,19.292,22.011,21.402,21.402,20.961,20.961,20.455,20.455,20.011,16.535,15.267,20.455,20.455,15.108,15.108,15.470,15.470,20.539,20.539,1a,7.184,1m,15.108
MF284568,1,7.290,7.290,19.556,19.556,19.345,19.345,21.964,21.349,21.349,20.908,20.908,20.560,20.560,20.011,16.535,15.478,20.402,20.402,15.372,15.372,15.576,15.576,20.455,20.455,1a,7.290,1m,15.372
MF284569,1,7.132,7.132,19.503,19.503,19.450,19.450,22.105,21.402,21.402,21.278,21.278,20.507,20.507,20.222,16.482,15.478,20.243,20.243,15.267,15.267,15.576,15.576,20.772,20.772,1a,7.132,1m,15.267
MF284570,1,7.132,7.132,19.292,19.292,19.450,19.450,21.999,21.402,21.402,21.172,21.172,20.613,20.613,20.169,16.429,15.425,20.349,20.349,15.320,15.320,15.628,15.628,20.719,20.719,1a,7.132,1m,15.320
MF284571,1,7.132,7.132,19.345,19.345,19.450,19.450,21.840,21.297,21.297,21.278,21.278,20.507,20.507,20.327,16.376,15.372,20.349,20.349,15.267,15.267,15.628,15.628,20.560,20.560,1a,7.132,1m,15.267
