Accession,AssignedGenotype,Subtype4aDistance,Subtype4bDistance,Subtype4cDistance,Subtype4dDistance,Subtype4dDistance,Subtype4fDistance,Subtype4fDistance,Subtype4gDistance,Subtype4kDistance,Subtype4kDistance,Subtype4lDistance,Subtype4mDistance,Subtype4nDistance,Subtype4oDistance,Subtype4pDistance,Subtype4qDistance,Subtype4rDistance,Subtype4sDistance,Subtype4tDistance,Subtype4vDistance,Subtype4vDistance,Subtype4wDistance,Subtype4wDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MH885709,4,16.199,20.779,16.199,6.542,6.542,15.909,15.909,19.481,12.338,12.338,15.584,14.603,17.722,19.805,15.190,19.156,16.822,16.234,14.019,16.199,16.199,18.069,18.069,4d,6.542,4k,12.338
MH885710,4,15.888,20.712,16.199,6.231,6.231,15.858,15.858,19.481,12.338,12.338,15.584,14.286,17.722,19.741,14.873,19.156,16.511,16.181,13.707,15.888,15.888,18.069,18.069,4d,6.231,4k,12.338
MH885766,4,14.953,20.205,14.642,4.050,4.050,16.181,16.181,19.156,12.013,12.013,13.707,13.707,17.445,17.476,14.642,18.069,17.757,15.576,12.540,13.707,13.707,18.069,18.069,4d,4.050,4k,12.013
MH885767,4,15.265,19.094,14.642,3.738,3.738,15.210,15.210,19.156,11.364,11.364,14.642,13.968,16.772,18.770,13.608,17.757,15.888,17.134,13.505,15.576,15.576,18.069,18.069,4d,3.738,4k,11.364
MH885768,4,14.642,19.741,15.888,5.607,5.607,16.511,16.511,18.831,11.039,11.039,14.953,13.968,15.823,19.094,13.924,18.380,15.576,17.152,13.826,14.953,14.953,17.445,17.445,4d,5.607,4k,11.039
MH885769,4,15.556,19.737,15.556,5.607,5.607,17.134,17.134,19.805,12.662,12.662,13.907,13.968,17.405,18.874,14.873,16.207,15.584,17.143,14.791,15.238,15.238,17.363,17.363,4d,5.607,4k,12.662
MH885770,4,15.888,20.065,16.199,4.984,4.984,16.505,16.505,19.805,12.662,12.662,15.576,14.286,17.089,20.065,15.506,18.692,15.888,17.757,14.148,15.888,15.888,17.757,17.757,4d,4.984,4k,12.662
MH885771,4,17.134,19.741,15.888,5.607,5.607,16.505,16.505,20.779,13.636,13.636,16.199,14.921,18.038,19.741,14.873,19.938,17.134,17.445,14.148,15.839,15.839,19.315,19.315,4d,5.607,4k,13.636
MH885772,4,16.199,20.712,15.576,4.361,4.361,16.505,16.505,20.130,12.662,12.662,15.888,14.286,17.405,19.315,14.557,19.315,17.134,17.445,14.953,15.265,15.265,18.692,18.692,4d,4.361,4k,12.662
MH885773,4,15.888,19.863,16.199,7.165,7.165,17.134,17.134,17.857,12.013,12.013,12.987,14.330,16.511,18.447,11.838,15.909,15.265,18.380,12.773,13.707,13.707,17.757,17.757,4d,7.165,4p,11.838
MH885774,4,17.445,21.036,15.576,6.231,6.231,17.152,17.152,19.481,12.987,12.987,16.199,14.921,16.456,19.741,15.190,19.938,16.511,17.445,14.469,16.199,16.199,18.380,18.380,4d,6.231,4k,12.987
MH885775,4,17.460,22.006,17.460,7.165,7.165,18.069,18.069,22.078,14.610,14.610,17.143,16.822,19.003,18.531,17.134,19.142,18.380,19.048,17.042,16.825,16.825,20.561,20.561,4d,7.165,4k,14.610
MH885776,4,17.134,22.330,17.134,7.788,7.788,18.447,18.447,20.779,15.260,15.260,15.888,15.238,16.139,19.741,16.772,19.938,16.822,18.380,14.469,16.822,16.822,19.003,19.003,4d,7.788,4m,15.238
MH885777,4,16.511,19.741,16.511,3.738,3.738,15.858,15.858,20.130,12.338,12.338,14.642,13.968,17.089,18.910,14.557,16.502,16.511,17.134,15.113,15.265,15.265,17.445,17.445,4d,3.738,4k,12.338
MH899456,4,16.172,17.881,16.172,7.591,7.591,16.611,16.611,19.014,11.972,11.972,11.881,13.861,15.385,16.832,13.201,15.182,16.502,16.944,14.430,13.201,13.201,18.874,18.874,4d,7.591,4l,11.881
MH899457,4,14.521,18.246,15.182,7.261,7.261,16.556,16.556,19.366,14.789,14.789,14.191,14.851,15.385,18.812,15.842,18.152,17.162,16.279,15.436,13.201,13.201,19.205,19.205,4d,7.261,4v,13.201
MH899458,4,16.172,17.544,16.172,7.261,7.261,17.550,17.550,19.014,12.676,12.676,12.871,14.191,14.381,18.152,14.191,16.172,15.182,17.608,13.758,13.201,13.201,18.543,18.543,4d,7.261,4l,12.871
MH899459,4,16.172,18.596,17.162,7.591,7.591,14.950,14.950,19.366,12.676,12.676,15.182,14.851,15.719,17.492,14.521,16.172,17.822,18.272,14.430,13.201,13.201,20.199,20.199,4d,7.591,4v,13.201
MH899460,4,15.738,17.544,16.502,7.591,7.591,17.608,17.608,19.718,13.028,13.028,13.861,12.871,15.385,17.162,13.531,15.512,16.832,17.608,13.758,12.211,12.211,19.868,19.868,4d,7.591,4v,12.211
MH899461,4,16.832,20.199,17.492,6.271,6.271,16.887,16.887,20.775,14.437,14.437,13.861,14.851,16.054,18.152,13.861,16.502,17.822,17.276,13.758,13.861,13.861,19.868,19.868,4d,6.271,4v,13.861
MH899462,4,15.789,19.649,16.832,7.591,7.591,17.940,17.940,21.127,13.380,13.380,14.521,13.531,16.054,18.482,14.851,17.822,16.502,17.608,14.094,14.191,14.191,19.868,19.868,4d,7.591,4m,13.531
MH899463,4,14.851,17.895,16.172,6.601,6.601,17.881,17.881,21.831,14.437,14.437,13.531,13.201,15.385,17.162,14.521,16.832,17.822,17.276,14.430,13.861,13.861,19.205,19.205,4d,6.601,4m,13.201
MH899464,4,17.162,17.895,17.822,8.581,8.581,17.940,17.940,20.775,13.028,13.028,14.851,14.521,16.054,18.482,15.182,17.492,18.812,17.940,15.772,13.201,13.201,19.536,19.536,4d,8.581,4v,13.201
MH899465,4,15.842,19.298,15.842,6.931,6.931,17.219,17.219,21.127,13.380,13.380,12.871,13.531,16.054,17.162,12.871,16.172,17.822,17.940,13.087,12.871,12.871,17.550,17.550,4d,6.931,4v,12.871
MH899466,4,15.842,18.596,16.832,7.261,7.261,16.611,16.611,20.423,13.028,13.028,13.201,12.871,14.716,17.822,13.861,16.502,17.492,16.279,13.423,12.541,12.541,18.212,18.212,4d,7.261,4v,12.541
MH899467,4,16.502,17.193,16.502,7.261,7.261,16.887,16.887,19.366,13.732,13.732,14.191,15.182,15.050,18.812,13.861,16.172,16.832,17.940,13.423,13.201,13.201,19.536,19.536,4d,7.261,4v,13.201
MH899468,4,16.172,18.596,15.842,6.931,6.931,18.272,18.272,19.718,13.380,13.380,14.191,14.521,15.719,17.492,13.531,17.162,15.512,18.272,14.094,12.211,12.211,18.874,18.874,4d,6.931,4v,12.211
MH899469,4,16.502,17.193,15.789,6.601,6.601,17.881,17.881,21.479,13.732,13.732,13.531,13.531,15.719,18.152,13.861,16.172,17.492,17.940,13.758,13.201,13.201,19.536,19.536,4d,6.601,4v,13.201
MH899470,4,17.492,17.895,15.789,7.921,7.921,15.894,15.894,20.070,15.141,15.141,14.191,13.861,17.391,19.802,15.842,16.832,18.812,16.611,14.430,13.201,13.201,20.199,20.199,4d,7.921,4v,13.201
MH899471,4,17.162,18.246,16.832,6.931,6.931,18.212,18.212,20.775,13.732,13.732,15.182,14.521,16.722,18.812,14.521,17.492,17.492,16.611,15.101,13.201,13.201,20.530,20.530,4d,6.931,4v,13.201
MH899472,4,15.842,18.947,15.842,6.271,6.271,16.225,16.225,19.014,13.380,13.380,14.521,14.851,15.385,16.832,13.531,16.502,16.502,17.608,14.094,12.541,12.541,18.212,18.212,4d,6.271,4v,12.541
MH899473,4,17.822,19.298,16.832,9.901,9.901,15.947,15.947,18.662,13.028,13.028,15.512,15.182,14.381,17.162,14.851,16.502,18.482,17.276,15.436,12.541,12.541,18.543,18.543,4d,9.901,4v,12.541
MH899474,4,15.512,16.842,15.512,6.601,6.601,16.225,16.225,19.718,11.972,11.972,13.531,14.191,15.719,16.502,14.191,16.172,16.502,16.279,15.101,12.541,12.541,18.543,18.543,4d,6.601,4v,12.541
MH899475,4,15.842,18.947,16.502,7.261,7.261,16.944,16.944,20.775,12.676,12.676,13.531,14.521,14.047,18.482,14.851,15.512,17.822,16.944,14.094,12.541,12.541,19.536,19.536,4d,7.261,4v,12.541
MH899476,4,16.172,18.246,16.832,7.921,7.921,17.940,17.940,20.423,14.085,14.085,15.842,13.861,16.388,18.482,14.191,16.172,16.502,18.272,16.107,13.861,13.861,20.199,20.199,4d,7.921,4m,13.861
MH899477,4,16.172,18.246,15.842,7.591,7.591,17.608,17.608,19.718,14.437,14.437,14.521,15.182,16.054,19.142,14.521,16.832,16.832,18.272,13.423,13.861,13.861,19.205,19.205,4d,7.591,4v,13.861
MH899478,4,16.066,19.536,17.822,7.591,7.591,15.947,15.947,20.775,14.085,14.085,14.191,13.531,15.050,18.482,16.172,15.842,19.472,17.608,14.765,12.871,12.871,19.868,19.868,4d,7.591,4v,12.871
MH899479,4,18.421,18.947,18.152,9.571,9.571,18.605,18.605,23.239,14.085,14.085,16.172,14.851,16.388,19.802,15.512,16.502,17.822,18.937,14.765,14.521,14.521,20.861,20.861,4d,9.571,4v,14.521
MH899480,4,16.502,17.193,15.842,6.931,6.931,17.608,17.608,20.423,13.380,13.380,13.861,14.191,14.716,17.492,13.861,16.172,17.162,17.608,15.101,13.201,13.201,19.205,19.205,4d,6.931,4v,13.201
MH899481,4,14.521,18.246,17.162,8.251,8.251,16.279,16.279,20.070,14.437,14.437,16.502,16.172,16.722,16.832,15.842,17.492,18.482,18.605,16.443,15.182,15.182,19.868,19.868,4d,8.251,4a,14.521
MH899482,4,14.521,18.596,16.172,7.261,7.261,16.887,16.887,21.127,13.732,13.732,15.182,13.861,16.722,16.502,14.851,17.822,17.492,16.611,14.765,12.871,12.871,19.536,19.536,4d,7.261,4v,12.871
MH899483,4,16.502,17.193,16.502,7.591,7.591,17.940,17.940,20.070,13.028,13.028,14.851,14.521,15.385,16.832,13.531,16.172,16.502,18.605,14.430,12.871,12.871,19.205,19.205,4d,7.591,4v,12.871
MH899484,4,15.842,18.947,15.842,5.941,5.941,17.608,17.608,20.423,13.380,13.380,12.871,13.531,14.716,17.492,12.871,16.172,16.502,17.276,13.087,12.541,12.541,18.212,18.212,4d,5.941,4v,12.541
MH899485,4,17.822,19.649,17.162,7.921,7.921,16.944,16.944,20.070,14.437,14.437,14.521,14.521,15.719,17.492,14.191,17.822,18.482,17.940,14.430,12.871,12.871,20.199,20.199,4d,7.921,4v,12.871
MH899486,4,15.461,17.544,15.789,6.271,6.271,17.276,17.276,20.070,13.380,13.380,13.201,12.829,14.381,18.482,14.521,16.502,17.492,16.611,14.381,13.201,13.201,19.205,19.205,4d,6.271,4m,12.829
MH899487,4,16.502,18.543,17.105,8.911,8.911,17.881,17.881,20.423,14.437,14.437,13.531,12.871,16.388,20.132,14.521,16.172,18.152,18.272,15.101,14.851,14.851,19.536,19.536,4d,8.911,4m,12.871
MH899488,4,15.842,17.895,16.776,7.921,7.921,17.940,17.940,21.831,13.732,13.732,15.182,14.521,17.057,17.162,14.851,17.162,18.482,18.272,14.765,13.201,13.201,19.536,19.536,4d,7.921,4v,13.201
MH899489,4,16.172,17.193,15.789,8.581,8.581,18.272,18.272,21.127,14.437,14.437,13.531,13.201,16.054,18.152,14.191,16.832,17.822,18.605,13.758,13.531,13.531,18.874,18.874,4d,8.581,4m,13.201
MH899490,4,15.842,19.536,15.842,6.931,6.931,17.550,17.550,20.775,13.028,13.028,14.521,14.851,15.050,18.152,14.521,17.162,17.492,17.608,15.101,13.531,13.531,19.536,19.536,4d,6.931,4v,13.531
MH899491,4,15.789,18.596,16.447,6.601,6.601,17.608,17.608,20.070,13.028,13.028,14.191,13.487,15.719,18.482,13.861,16.172,17.162,17.608,13.712,12.871,12.871,18.212,18.212,4d,6.601,4v,12.871
MH899492,4,16.172,18.246,16.502,9.241,9.241,15.615,15.615,19.718,12.676,12.676,13.861,14.521,15.050,18.152,14.191,16.502,18.152,17.276,15.101,11.881,11.881,18.874,18.874,4d,9.241,4v,11.881
MH899493,4,16.832,18.947,16.832,6.931,6.931,18.605,18.605,21.479,14.085,14.085,13.861,15.182,16.054,17.162,14.851,17.162,17.492,18.272,15.436,13.531,13.531,19.205,19.205,4d,6.931,4v,13.531
MH899494,4,15.842,19.205,17.492,7.591,7.591,15.615,15.615,19.718,13.380,13.380,13.861,14.851,15.385,18.152,14.521,15.842,17.822,18.605,16.107,13.531,13.531,19.868,19.868,4d,7.591,4v,13.531
MH899495,4,15.842,18.947,15.842,7.591,7.591,15.947,15.947,19.014,13.028,13.028,14.191,13.861,16.054,18.482,13.531,17.822,16.832,16.944,13.758,13.531,13.531,17.881,17.881,4d,7.591,4v,13.531
MH899496,4,16.502,17.895,15.842,6.601,6.601,17.219,17.219,20.070,13.028,13.028,13.531,14.191,15.050,18.482,13.861,16.172,16.832,16.611,13.758,11.881,11.881,19.536,19.536,4d,6.601,4v,11.881
MH899497,4,17.162,18.310,16.502,8.251,8.251,17.940,17.940,21.053,13.333,13.333,13.861,14.191,15.385,17.492,14.191,15.182,18.152,17.940,15.436,13.531,13.531,19.536,19.536,4d,8.251,4v,13.531
MH899498,4,15.842,18.246,17.162,6.931,6.931,16.279,16.279,19.014,12.324,12.324,14.521,13.861,14.381,18.812,13.861,15.512,17.162,18.272,14.430,12.211,12.211,19.205,19.205,4d,6.931,4v,12.211
MH899499,4,17.492,18.596,16.832,7.261,7.261,17.608,17.608,21.127,13.732,13.732,14.191,13.861,14.716,17.822,14.851,17.162,17.822,17.276,14.765,13.531,13.531,19.205,19.205,4d,7.261,4v,13.531
MH899500,4,15.182,17.895,14.851,6.271,6.271,16.944,16.944,20.070,13.380,13.380,14.851,14.191,15.050,16.502,13.861,17.162,16.502,17.608,14.765,13.201,13.201,18.874,18.874,4d,6.271,4v,13.201
MH899501,4,17.492,18.246,16.502,7.921,7.921,17.276,17.276,19.366,13.028,13.028,13.861,12.541,15.385,17.162,13.861,15.182,17.492,17.608,14.765,11.881,11.881,18.543,18.543,4d,7.921,4v,11.881
MH899502,4,16.172,17.544,16.832,6.931,6.931,17.940,17.940,21.127,12.676,12.676,13.861,13.861,15.385,17.162,14.191,16.502,17.822,17.608,14.094,12.871,12.871,19.205,19.205,4d,6.931,4v,12.871
MH899503,4,16.832,17.958,16.832,8.251,8.251,17.940,17.940,20.702,12.281,12.281,13.531,14.521,15.719,17.492,15.182,16.832,18.152,18.605,15.101,13.861,13.861,18.874,18.874,4d,8.251,4l,13.531
MH899504,4,15.842,18.596,16.502,5.941,5.941,16.944,16.944,20.775,13.732,13.732,14.191,13.531,15.719,17.492,14.191,16.832,17.162,17.276,14.094,13.201,13.201,18.874,18.874,4d,5.941,4v,13.201
MH899505,4,16.172,20.351,17.492,6.271,6.271,16.611,16.611,20.000,14.789,14.789,15.182,13.861,16.722,18.152,15.182,17.822,18.152,17.608,14.430,14.191,14.191,19.205,19.205,4d,6.271,4m,13.861
MK118734,4,14.851,18.306,12.591,4.766,4.766,15.981,15.981,17.514,15.620,15.620,14.205,12.994,16.100,15.819,15.729,14.851,17.998,15.254,15.093,14.609,14.609,18.057,18.057,4d,4.766,4c,12.591
MK118737,4,8.320,18.432,10.922,14.725,14.725,15.615,15.615,16.492,15.216,15.216,13.754,14.159,16.545,15.926,15.453,16.343,18.432,14.600,15.858,14.887,14.887,18.506,18.506,4a,8.320,4c,10.922
MK118745,4,15.496,18.710,13.398,5.735,5.735,16.465,16.465,17.918,16.707,16.707,13.963,13.398,16.343,15.658,15.472,14.851,18.160,15.335,14.931,14.689,14.689,17.895,17.895,4d,5.735,4m,13.398
MK134482,4,13.408,21.561,5.545,17.006,17.006,15.858,15.858,19.403,19.739,19.739,14.525,17.261,17.351,19.101,15.299,19.963,19.409,16.201,16.201,16.231,16.231,22.551,22.551,4c,5.545,4a,13.408
MK170221,4,14.851,18.306,12.591,4.766,4.766,15.981,15.981,17.514,15.620,15.620,14.205,12.994,16.100,15.819,15.729,14.851,17.998,15.254,15.093,14.609,14.609,18.057,18.057,4d,4.766,4c,12.591
MK170224,4,8.320,18.432,10.922,14.725,14.725,15.615,15.615,16.492,15.216,15.216,13.835,14.159,16.545,15.926,15.453,16.424,18.432,14.600,15.858,14.887,14.887,18.506,18.506,4a,8.320,4c,10.922
MK170232,4,15.416,18.629,13.317,5.654,5.654,16.384,16.384,17.837,16.707,16.707,13.882,13.317,16.262,15.658,15.391,14.770,18.079,15.254,14.851,14.609,14.609,17.895,17.895,4d,5.654,4m,13.317
D45194,4,7.143,15.674,8.600,11.538,11.538,14.103,14.103,13.919,13.462,13.462,11.722,11.732,14.547,13.462,13.278,12.912,15.554,13.663,13.828,12.637,12.637,15.371,15.371,4a,7.143,4c,8.600
D86533,4,6.587,15.814,8.516,11.060,11.060,14.024,14.024,14.286,13.107,13.107,12.832,11.264,14.835,14.011,13.815,13.907,14.181,13.372,13.998,13.724,13.724,15.568,15.568,4a,6.587,4c,8.516
D86534,4,14.286,15.663,13.187,13.736,13.736,15.307,15.307,15.674,14.665,14.665,5.591,11.824,13.187,14.849,13.187,12.088,16.865,13.857,14.194,12.637,12.637,16.499,16.499,4l,5.591,4m,11.824
D86535,4,6.044,15.582,8.234,10.796,10.796,13.199,13.199,13.553,13.095,13.095,12.271,11.182,13.815,13.291,12.821,13.187,15.279,13.372,13.919,13.553,13.553,15.018,15.018,4a,6.044,4c,8.234
D86536,4,5.586,15.582,8.417,11.355,11.355,13.474,13.474,13.724,12.637,12.637,12.271,10.266,13.358,13.107,13.187,14.011,14.639,12.597,13.462,13.004,13.004,14.684,14.684,4a,5.586,4c,8.417
D86537,4,13.907,15.421,11.264,5.947,5.947,14.849,14.849,14.940,13.016,13.016,11.824,11.172,12.729,12.821,13.175,11.711,14.560,13.650,12.809,12.717,12.717,15.892,15.892,4d,5.947,4m,11.172
D86538,4,12.992,15.751,11.538,5.581,5.581,14.482,14.482,15.307,12.785,12.785,11.732,10.806,13.645,12.637,12.809,12.626,14.835,14.341,12.717,12.626,12.626,15.582,15.582,4d,5.581,4m,10.806
D86539,4,13.553,15.276,12.626,12.729,12.729,14.194,14.194,13.907,14.652,14.652,5.769,11.366,12.443,15.215,12.454,10.989,16.132,13.178,13.919,11.630,11.630,15.706,15.706,4l,5.769,4q,10.989
D86540,4,5.861,16.865,8.234,12.363,12.363,13.749,13.749,14.181,13.462,13.462,12.363,12.191,14.273,14.299,13.278,14.194,14.560,13.857,14.194,13.187,13.187,15.934,15.934,4a,5.861,4c,8.234
D86541,4,6.416,15.622,8.883,12.282,12.282,13.736,13.736,13.358,12.729,12.729,12.534,11.182,14.469,14.286,13.016,13.841,15.005,12.900,14.390,12.374,12.374,14.591,14.591,4a,6.416,4c,8.883
D86542,4,7.509,16.296,9.149,12.271,12.271,13.566,13.566,14.273,13.462,13.462,12.546,11.916,14.442,14.940,13.919,14.377,14.835,13.166,14.469,13.736,13.736,15.934,15.934,4a,7.509,4c,9.149
D86543,4,13.095,15.356,11.641,11.264,11.264,13.632,13.632,16.590,12.466,12.466,11.274,5.764,12.649,13.736,13.645,12.912,15.934,13.676,14.103,11.081,11.081,16.667,16.667,4m,5.764,4v,11.081
DQ238666,4,14.320,16.706,12.411,1.432,1.432,14.320,14.320,15.274,13.571,13.571,13.604,11.456,14.797,13.126,15.036,12.411,15.274,13.126,14.081,12.888,12.888,15.752,15.752,4d,1.432,4m,11.456
DQ238668,4,5.967,16.468,9.547,12.649,12.649,14.081,14.081,13.095,11.456,11.456,13.604,11.695,14.081,15.513,12.411,13.126,12.857,12.411,14.797,12.649,12.649,13.842,13.842,4a,5.967,4c,9.547
DQ238671,4,13.842,16.945,12.411,3.580,3.580,14.081,14.081,15.274,14.320,14.320,14.558,11.933,14.081,13.365,15.513,12.411,16.229,13.604,14.081,12.172,12.172,16.229,16.229,4d,3.580,4m,11.933
DQ238674,4,6.921,16.229,9.547,13.604,13.604,14.558,14.558,13.333,10.979,10.979,14.320,12.411,14.320,15.752,12.888,12.411,13.333,12.172,13.604,13.126,13.126,14.081,14.081,4a,6.921,4c,9.547
DQ238675,4,14.320,17.900,12.411,2.387,2.387,14.081,14.081,15.513,14.048,14.048,14.081,11.933,14.797,13.365,15.036,12.888,15.274,13.604,14.081,13.126,13.126,15.990,15.990,4d,2.387,4m,11.933
DQ238680,4,4.057,15.990,9.547,12.888,12.888,13.842,13.842,13.333,11.456,11.456,14.558,12.888,15.036,15.990,13.604,14.081,13.095,11.695,15.036,13.604,13.604,15.274,15.274,4a,4.057,4c,9.547
DQ238700,4,15.315,18.182,15.916,14.543,14.543,16.967,16.967,13.514,7.808,7.808,16.216,16.517,17.391,17.620,15.616,16.388,15.315,15.639,17.391,16.667,16.667,17.647,17.647,4k,7.808,4g,13.514
DQ418782,4,8.399,18.546,10.491,14.278,14.278,16.253,16.253,16.638,15.792,15.792,13.875,14.946,16.413,16.074,15.632,15.632,18.218,15.362,16.554,14.673,14.673,18.038,18.038,4a,8.399,4c,10.491
DQ418783,4,7.497,19.007,9.645,13.375,13.375,15.406,15.406,17.202,15.146,15.146,12.690,13.995,16.074,14.664,15.519,14.560,17.746,15.654,16.027,13.657,13.657,17.746,17.746,4a,7.497,4c,9.645
DQ418784,4,8.676,19.606,10.942,14.769,14.769,16.244,16.244,17.090,15.962,15.962,13.770,14.085,15.962,16.855,15.849,15.285,18.320,15.986,16.207,15.051,15.051,18.131,18.131,4a,8.676,4c,10.942
DQ418785,4,8.953,19.766,11.534,15.457,15.457,16.511,16.511,16.969,16.335,16.335,13.759,14.277,16.501,16.384,16.384,14.813,18.421,16.452,16.346,14.052,14.052,19.123,19.123,4a,8.953,4c,11.534
DQ418786,4,15.107,19.302,12.528,0.000,0.000,15.801,15.801,17.833,15.315,15.315,13.600,13.649,16.140,15.003,14.994,14.890,17.992,14.720,14.608,13.085,13.085,18.316,18.316,4d,0.000,4c,12.528
DQ418787,4,8.056,19.326,11.061,14.213,14.213,16.187,16.187,16.864,15.858,15.858,13.149,14.374,16.366,15.840,15.510,14.439,18.141,15.762,16.038,13.649,13.649,18.412,18.412,4a,8.056,4c,11.061
DQ418788,4,7.384,19.007,10.491,13.600,13.600,14.898,14.898,16.122,14.865,14.865,12.747,13.706,15.792,15.454,14.890,13.995,17.531,15.070,15.576,13.262,13.262,18.141,18.141,4a,7.384,4c,10.491
DQ418789,4,7.497,18.838,10.152,13.826,13.826,15.398,15.398,16.178,15.372,15.372,12.578,14.213,16.300,15.228,15.011,14.221,18.095,15.654,16.047,13.939,13.939,18.197,18.197,4a,7.497,4c,10.152
DQ508478,4,18.101,22.086,18.694,16.024,16.024,19.881,19.881,22.552,18.991,18.991,17.211,17.804,20.772,13.947,17.507,19.878,17.211,21.068,21.365,19.881,19.881,21.818,21.818,4o,13.947,4d,16.024
DQ508482,4,16.716,19.760,17.751,15.476,15.476,17.015,17.015,15.644,5.828,5.828,14.627,14.030,20.238,18.806,16.716,18.507,15.821,17.612,17.365,17.015,17.015,18.806,18.806,4k,5.828,4m,14.030
DQ516083,4,15.051,19.313,12.472,4.456,4.456,15.011,15.011,17.720,15.567,15.567,13.375,13.875,15.463,15.285,14.946,13.875,18.218,15.304,14.495,13.649,13.649,17.975,17.975,4d,4.456,4c,12.472
DQ516084,4,7.878,19.179,10.473,14.406,14.406,15.588,15.588,16.714,15.674,15.674,13.514,14.961,16.939,15.636,15.757,15.467,17.773,15.618,16.564,14.856,14.856,18.311,18.311,4a,7.878,4c,10.473
DQ897977,4,16.129,17.661,13.991,4.128,4.128,14.450,14.450,16.972,14.645,14.645,14.450,13.073,16.514,15.166,16.359,13.532,16.743,13.761,14.516,13.761,13.761,17.431,17.431,4d,4.128,4m,13.073
DQ897978,4,15.668,17.431,14.220,4.358,4.358,14.908,14.908,16.284,15.103,15.103,14.220,13.073,16.743,15.166,16.359,13.761,16.514,14.220,14.286,13.761,13.761,16.743,16.743,4d,4.358,4m,13.073
DQ897981,4,15.668,17.431,14.220,4.358,4.358,14.908,14.908,16.284,15.103,15.103,14.220,13.073,16.743,15.166,16.359,13.761,16.514,14.220,14.286,13.761,13.761,16.743,16.743,4d,4.358,4m,13.073
DQ897986,4,16.129,17.661,14.908,4.817,4.817,15.596,15.596,16.514,14.874,14.874,14.450,13.303,17.202,16.351,17.512,13.991,17.202,14.450,14.977,14.679,14.679,17.890,17.890,4d,4.817,4m,13.303
DQ897989,4,15.207,17.890,14.220,5.963,5.963,15.367,15.367,15.826,14.874,14.874,13.991,13.303,16.743,15.403,15.899,12.844,16.743,14.450,14.516,13.991,13.991,17.202,17.202,4d,5.963,4q,12.844
DQ897990,4,15.899,18.578,14.679,5.505,5.505,15.826,15.826,16.514,16.284,16.284,13.761,13.761,17.431,16.825,16.590,14.450,17.202,15.367,14.977,15.138,15.138,17.661,17.661,4d,5.505,4m,13.761
DQ897991,4,15.207,17.890,14.220,5.734,5.734,15.367,15.367,15.826,14.874,14.874,13.991,13.303,16.743,15.403,15.899,12.844,16.743,14.450,14.516,13.991,13.991,17.202,17.202,4d,5.734,4q,12.844
DQ897993,4,15.438,18.119,14.220,4.358,4.358,15.596,15.596,16.514,15.332,15.332,13.761,12.844,16.743,16.114,16.590,14.220,16.514,14.450,14.516,14.679,14.679,17.431,17.431,4d,4.358,4m,12.844
DQ897999,4,15.438,18.119,14.220,4.358,4.358,15.596,15.596,16.514,15.332,15.332,13.761,12.844,16.743,16.114,16.590,14.220,16.514,14.450,14.516,14.679,14.679,17.431,17.431,4d,4.358,4m,12.844
DQ898002,4,15.207,17.890,14.220,5.734,5.734,15.367,15.367,15.826,14.874,14.874,13.991,13.303,16.743,15.403,15.899,12.844,16.743,14.450,14.516,13.991,13.991,17.202,17.202,4d,5.734,4q,12.844
DQ898003,4,15.899,17.661,14.450,4.587,4.587,15.138,15.138,16.514,15.332,15.332,14.450,13.303,16.972,15.403,16.590,13.991,16.743,14.450,14.516,13.991,13.991,16.514,16.514,4d,4.587,4m,13.303
DQ898004,4,15.668,17.431,14.220,4.358,4.358,14.908,14.908,16.284,15.103,15.103,14.220,13.073,16.743,15.166,16.359,13.761,16.514,14.220,14.286,13.761,13.761,16.743,16.743,4d,4.358,4m,13.073
DQ898005,4,15.438,17.661,13.532,4.128,4.128,14.679,14.679,16.055,14.874,14.874,13.761,13.532,16.284,14.929,15.899,13.303,15.826,13.761,14.055,13.303,13.303,16.514,16.514,4d,4.128,4v,13.303
DQ898007,4,14.747,17.431,13.761,5.734,5.734,14.908,14.908,15.826,14.416,14.416,14.220,12.844,16.284,15.403,15.899,12.844,16.284,13.991,14.055,13.532,13.532,16.743,16.743,4d,5.734,4m,12.844
DQ898012,4,14.977,16.972,12.615,3.670,3.670,13.532,13.532,14.908,13.272,13.272,12.844,12.615,15.138,14.455,14.286,12.615,14.679,13.303,13.594,13.303,13.303,15.367,15.367,4d,3.670,4m,12.615
DQ898013,4,13.594,16.514,12.844,2.523,2.523,14.220,14.220,15.826,14.908,14.908,13.761,11.927,15.138,14.218,14.977,12.385,16.284,13.303,14.516,12.844,12.844,15.596,15.596,4d,2.523,4m,11.927
DQ911162,4,19.764,23.077,20.354,16.887,16.887,18.212,18.212,21.829,19.764,19.764,17.994,16.556,18.935,6.785,17.219,20.059,20.059,18.398,17.763,17.994,17.994,19.822,19.822,4o,6.785,4v,17.994
DQ911163,4,17.699,22.419,19.764,15.909,15.909,19.527,19.527,20.059,19.174,19.174,16.224,17.219,17.994,10.324,18.879,19.706,17.994,20.772,18.182,15.232,15.232,21.239,21.239,4o,10.324,4l,16.224
DQ911164,4,11.799,21.302,12.979,16.224,16.224,15.680,15.680,18.879,18.289,18.289,15.339,15.339,18.935,19.469,19.469,19.764,17.699,20.178,19.195,17.109,17.109,20.649,20.649,4a,11.799,4c,12.979
