Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover
MN208515,1,82.468,1e,92.258,239-321,
MN208516,1,85.390,1e,94.516,239-321,
MN208517,1,83.442,1e,94.194,239-321,
MN208518,1,83.766,1e,93.506,239-321,
MN208519,1,83.117,1e,93.548,239-321,
MN208520,1,86.039,1e,92.903,239-321,
MN208521,1,85.714,1e,93.226,239-321,
MN208522,1,83.389,1e,94.020,241-321,
MN208523,1,84.416,1e,90.000,239-321,
MN208524,1,84.039,1e,94.175,239-321,
MN208525,1,82.450,1e,93.377,241-321,
MN208526,1,82.143,1e,91.290,239-321,
MN208527,1,84.091,1e,91.935,239-321,
MN208528,1,83.117,1e,93.871,239-321,
MN208529,1,82.468,1e,91.290,239-321,
MN208530,1,81.818,1e,89.677,239-321,
MN208531,1,84.416,1e,91.935,239-321,
MN208532,1,84.740,1e,93.226,239-321,
MN208533,1,82.468,1e,91.935,239-321,
MN208534,1,82.468,1e,93.226,239-321,
MN208535,1,83.766,1e,91.935,239-321,
MN208536,1,84.416,1e,92.903,239-321,
MN208537,1,85.065,1e,92.857,239-321,
MN208538,1,85.065,1e,92.581,239-321,
MN208539,1,83.729,1e,90.604,243-321,
MN208540,1,82.468,1e,90.000,239-321,
MN208541,1,83.442,1g,91.935,239-321,
MN208542,1,81.469,1e,92.657,246-321,
MN208543,1,85.390,1e,86.774,239-321,
MN208544,1,82.550,1e,88.851,242-321,
MN208545,1,84.740,1g,87.662,239-321,
MN208546,1,85.246,1l,95.161,240-321,
MN208547,1,85.246,1l,95.161,240-321,
MN208548,1,85.246,1l,95.484,240-321,
MN208549,1,85.902,1l,95.161,240-321,
MN208550,1,84.918,1l,95.484,240-321,
MN208551,1,85.574,1l,96.452,240-321,
MN208552,1,85.016,1l,94.839,239-321,
MN208553,1,87.869,1l,96.452,240-321,
MN208554,1,87.171,1l,94.175,240-321,
MN208555,1,85.902,1l,95.484,240-321,
MN208556,1,84.918,1l,96.129,240-321,
MN208557,1,85.902,1l,96.129,240-321,
MN208558,1,84.262,1l,96.129,240-321,
MN208559,1,85.574,1l,95.806,240-321,
MN208560,1,86.885,1l,94.516,240-321,
MN208561,1,85.246,1l,94.516,240-321,
MN208562,1,87.541,1l,94.839,240-321,
MN208563,1,86.557,1l,97.097,240-321,
MN208564,1,87.213,1l,95.161,240-321,
MN208565,1,85.574,1l,96.452,240-321,
MN208566,1,84.590,1l,93.548,240-321,
MN208567,1,85.246,1l,93.548,240-321,
MN208568,1,83.607,1l,94.516,240-321,
MN208569,1,85.574,1l,94.839,240-321,
MN208570,1,86.557,1l,95.161,240-321,
MN208571,1,85.574,1l,93.871,240-321,
MN208572,1,85.574,1l,94.516,240-321,
MN208573,1,84.918,1l,94.516,240-321,
MN208574,1,83.904,1l,92.808,244-321,
MN208575,1,83.279,1l,92.484,240-321,
MN208576,1,83.934,1l,93.871,240-321,
MN208577,1,85.274,1l,92.929,240-321,
MN208578,1,80.195,1h,93.831,239-321,
MN208579,1,80.195,1h,93.548,239-321,
MN208580,1,81.494,1h,94.194,239-321,
MN208581,1,80.844,1h,94.516,239-321,
MN208582,1,81.169,1h,95.484,239-321,
MN208583,1,80.782,1h,92.581,239-321,
MN208584,1,79.870,1h,94.194,239-321,
MN208585,1,80.844,1h,94.156,239-321,
MN208586,1,79.545,1h,93.226,239-321,
MN208587,1,81.107,1h,93.528,239-321,
MN208588,1,80.731,1h,92.691,241-321,
MN208589,1,81.818,1h,93.871,239-321,
MN208590,1,81.967,1o,84.416,240-321,
MN208591,1,81.639,1o,85.574,240-321,
MN208592,1,81.311,1o,83.934,240-321,
MN208593,1,81.311,1o,84.416,240-321,
MN208594,1,80.592,1o,84.211,240-321,
MN208595,1,80.328,1o,83.607,240-321,
MN208596,1,80.719,1d,84.416,240-321,
MN208597,1,82.680,1d,86.364,240-321,
MN208598,1,86.275,1c,87.987,240-321,
MN208599,1,80.323,1b,92.258,238-321,
MN208600,1,82.524,1g,87.948,239-321,
MN208601,1,83.442,1l,84.918,239-321,
MN208602,1,83.279,1o,92.581,240-321,
MN208603,2,85.806,2u,85.806,238-321,
MN208604,2,84.516,2u,85.806,238-321,
MN208605,2,83.548,2u,87.419,238-321,
MN208606,2,86.774,2u,86.774,238-321,
MN208607,2,83.226,2u,86.452,238-321,
MN208608,2,84.194,2u,85.484,238-321,
MN208609,2,84.194,2u,86.452,238-321,
MN208610,2,82.581,2u,85.161,238-321,
MN208611,2,84.194,2u,86.452,238-321,
MN208612,2,83.548,2u,86.774,238-321,
MN208613,2,83.871,2u,84.516,238-321,
MN208614,2,83.871,2u,86.774,238-321,
MN208615,2,84.839,2u,87.097,238-321,
MN208616,2,85.806,2u,88.387,238-321,
MN208617,2,82.903,2u,87.419,238-321,
MN208618,2,84.839,2u,88.065,238-321,
MN208619,2,85.806,2u,87.419,238-321,
MN208620,2,84.194,2u,86.129,238-321,
MN208621,2,83.819,2u,85.761,238-321,
MN208622,2,84.839,2u,85.161,238-321,
MN208623,2,83.871,2u,85.806,238-321,
MN208624,2,82.903,2u,86.129,238-321,
MN208625,2,83.871,2m,86.452,238-321,
MN208626,2,83.548,2u,85.484,238-321,
MN208627,2,83.871,2u,85.161,238-321,
MN208628,2,85.806,2u,86.129,238-321,
MN208629,2,84.516,2u,85.161,238-321,
MN208630,2,82.581,2r,86.452,238-321,
MN208631,2,84.516,2u,86.452,238-321,
MN208632,2,82.903,2u,86.129,238-321,
MN208633,2,84.516,2u,85.484,238-321,
MN208634,2,83.548,2u,86.129,238-321,
MN208635,2,84.839,2u,87.097,238-321,
MN208636,2,85.484,2u,88.387,238-321,
MN208637,2,83.557,2u,86.913,242-321,
MN208638,2,82.903,2u,84.839,238-321,
MN208639,2,84.194,2u,85.484,238-321,
MN208640,2,83.871,2r,85.161,238-321,
MN208641,2,84.839,2u,86.774,238-321,
MN208642,2,83.871,2u,85.806,238-321,
MN208643,2,82.581,2u,86.452,238-321,
MN208644,2,84.566,2u,86.774,238-321,
MN208645,2,81.613,2u,86.129,238-321,
MN208646,2,83.088,2u,84.775,251-321,
MN208647,2,84.691,2u,85.342,239-321,
MN208648,2,82.258,2u,85.161,238-321,
MN208649,2,82.581,2u,85.161,238-321,
MN208650,2,83.548,2u,86.129,238-321,
MN208651,2,82.903,2u,86.452,238-321,
MN208652,2,85.484,2u,89.355,238-321,
MN208653,2,82.748,2u,87.097,238-321,
MN208654,2,81.290,2u,84.839,238-321,
MN208655,2,83.226,2u,87.138,238-321,
MN208656,2,85.852,2u,87.742,238-321,
MN208657,2,84.516,2u,87.742,238-321,
MN208658,2,82.258,2u,85.484,238-321,
MN208659,2,82.373,2u,84.407,238-321,
MN208660,2,83.548,2u,85.806,238-321,
MN208661,2,83.974,2u,85.161,238-321,
MN208662,2,83.226,2u,83.871,238-321,
MN208663,2,84.151,2u,87.547,238-321,
MN208664,2,83.062,2u,87.417,240-321,
MN208665,2,84.566,2u,86.129,238-321,
MN208666,2,87.419,2u,89.032,238-321,
MN208667,2,84.194,2u,92.258,238-321,
MN208668,2,86.452,2u,94.516,238-321,
MN208669,2,84.516,2u,91.935,238-321,
MN208670,2,84.516,2u,87.702,238-321,
MN208671,2,83.548,2u,86.452,238-321,
MN208672,2,82.903,2u,87.742,238-321,
MN208673,2,83.548,2u,87.419,238-321,
MN208674,2,83.226,2u,86.774,238-321,
MN208675,2,82.581,2u,84.194,238-321,
MN208676,2,84.839,2u,85.806,238-321,
MN208677,2,84.566,2u,89.677,238-321,
MN208678,2,84.566,2u,85.806,238-321,
MN208679,2,81.935,2u,85.806,238-321,
MN208680,2,82.109,2u,85.531,238-321,
MN208681,2,86.129,2q,87.742,238-321,
MN208682,2,83.544,2u,90.717,238-317,
MN208683,2,82.903,2u,86.129,238-321,
MN208684,2,84.120,2j,85.837,264-321,
MN208686,2,79.677,2t,81.290,238-321,
MN208687,4,82.428,4f,93.548,238-321,
MN208688,4,81.579,4f,92.027,241-321,
MN208689,4,83.871,4f,94.516,238-321,
MN208690,4,81.935,4f,92.258,238-321,
MN208691,4,83.226,4f,94.839,238-321,
MN208692,4,81.935,4f,93.871,238-321,
MN208693,4,82.903,4f,93.871,238-321,
MN208694,4,79.355,4f,92.581,238-321,
MN208695,4,82.903,4f,92.258,238-321,
MN208696,4,81.290,4f,90.323,238-321,
MN208697,4,82.258,4f,91.613,238-321,
MN208698,4,83.871,4f,92.903,238-321,
MN208699,4,82.581,4f,93.548,238-321,
MN208700,4,84.194,4f,92.258,238-321,
MN208701,4,82.581,4f,93.226,238-321,
MN208702,4,83.226,4f,93.226,238-321,
MN208703,4,82.903,4f,92.903,238-321,
MN208704,4,80.968,4f,90.968,238-321,
MN208705,4,81.290,4f,91.290,238-321,
MN208706,4,81.613,4f,92.903,238-321,
MN208707,4,81.935,4f,92.581,238-321,
MN208708,4,81.613,4f,93.226,238-321,
MN208709,4,80.511,4f,91.290,238-321,
MN208710,4,81.290,4f,92.903,238-321,
MN208711,4,82.581,4f,93.226,238-321,
MN208712,4,82.581,4f,90.645,238-321,
MN208713,4,82.581,4f,93.226,238-321,
MN208714,4,80.323,4f,91.613,238-321,
MN208715,4,82.581,4f,94.194,238-321,
MN208716,4,81.613,4f,92.258,238-321,
MN208717,4,80.000,4f,91.613,238-321,
MN208718,4,79.032,4f,91.613,238-321,
MN208719,4,83.226,4f,91.613,238-321,
MN208720,4,80.968,4f,90.968,238-321,
MN208721,4,82.903,4f,93.226,238-321,
MN208722,4,80.645,4f,89.355,238-321,
MN208723,4,82.581,4f,91.935,238-321,
MN208724,4,79.677,4f,91.290,238-321,
MN208725,4,83.226,4f,91.935,238-321,
MN208726,4,80.583,4f,92.233,238-321,
MN208727,4,83.226,4f,93.548,238-321,
MN208728,4,83.601,4f,92.581,238-321,
MN208729,4,81.290,4f,92.258,238-321,
MN208730,4,82.258,4f,91.935,238-321,
MN208731,4,80.399,4f,91.362,241-321,
MN208732,4,81.935,4f,92.258,238-321,
MN208733,4,81.935,4f,91.290,238-321,
MN208734,4,81.290,4f,92.581,238-321,
MN208735,4,79.677,4f,90.645,238-321,
MN208736,4,80.000,4f,92.258,238-321,
MN208737,4,83.548,4f,90.968,238-321,
MN208738,4,81.290,4f,89.355,238-321,
MN208739,4,81.290,4f,91.935,238-321,
MN208740,4,81.290,4f,91.935,238-321,
MN208741,4,79.677,4f,90.000,238-321,
MN208742,4,81.935,4f,91.613,238-321,
MN208743,4,79.032,4f,90.645,238-321,
MN208744,4,81.613,4f,92.258,238-321,
MN208745,4,82.581,4f,91.613,238-321,
MN208746,4,80.000,4f,89.677,238-321,
MN208747,4,81.613,4f,91.290,238-321,
MN208748,4,78.710,4f,89.355,238-321,
MN208749,4,80.968,4f,89.677,238-321,
MN208750,4,79.677,4f,90.968,238-321,
MN208751,4,81.613,4f,92.258,238-321,
MN208752,4,81.290,4f,90.968,238-321,
MN208753,4,80.259,4f,90.939,238-321,
MN208754,4,81.935,4f,90.968,238-321,
MN208755,4,81.935,4f,90.645,238-321,
MN208756,4,80.645,4f,90.968,238-321,
MN208757,4,78.387,4f,90.323,238-321,
MN208758,4,81.433,4f,90.554,239-321,
MN208759,4,82.903,4f,92.258,238-321,
MN208760,4,81.613,4f,91.290,238-321,
MN208761,4,78.387,4f,89.032,238-321,
MN208762,4,80.511,4f,89.355,238-321,
MN208763,4,80.968,4f,90.323,238-321,
MN208764,4,79.032,4f,90.323,238-321,
MN208765,4,79.355,4f,90.323,238-321,
MN208766,4,81.150,4f,87.742,238-321,
MN208767,4,79.032,4f,91.613,238-321,
MN208768,4,78.710,4f,89.677,238-321,
MN208769,4,80.968,4f,89.355,238-321,
MN208770,4,79.677,4f,89.677,238-321,
MN208771,4,79.032,4f,90.000,238-321,
MN208772,4,82.524,4f,89.644,238-321,
MN208773,4,82.581,4p,86.452,238-321,
MN208774,4,81.395,4f,91.362,241-321,
MN208775,4,79.677,4f,89.032,238-321,
MN208776,4,78.594,4f,89.032,238-321,
MN208777,4,80.323,4f,88.065,238-321,
MN208778,4,80.968,4f,89.032,238-321,
MN208779,4,78.710,4f,86.129,238-321,
MN208780,4,79.355,4f,88.710,238-321,
MN208781,4,81.063,4f,90.365,238-321,
MN208782,4,80.968,4f,87.742,238-321,
MN208783,4,80.130,4f,87.948,239-321,
MN208784,4,78.710,4f,86.774,238-321,
MN208785,4,82.903,4p,92.258,238-321,
MN208786,4,84.194,4p,92.581,238-321,
MN208787,4,84.194,4p,93.226,238-321,
MN208788,4,83.871,4p,92.581,238-321,
MN208789,4,81.290,4p,92.258,238-321,
MN208790,4,84.194,4p,92.903,238-321,
MN208791,4,84.839,4p,92.258,238-321,
MN208792,4,83.871,4p,92.903,238-321,
MN208793,4,84.194,4p,91.935,238-321,
MN208794,4,83.548,4p,91.290,238-321,
MN208795,4,81.613,4p,90.323,238-321,
MN208796,4,84.194,4p,91.935,238-321,
MN208797,4,82.903,4p,90.968,238-321,
MN208798,4,82.581,4t,90.000,238-321,
MN208799,4,81.613,4t,90.000,238-321,
MN208800,4,79.934,4t,93.421,240-321,
MN208801,4,82.258,4t,92.258,238-321,
MN208802,4,81.935,4t,91.290,238-321,
MN208803,4,80.000,4t,90.323,238-321,
MN208804,4,81.063,4t,90.365,241-321,
MN208805,4,81.081,4t,90.878,238-321,
MN208806,4,82.903,4p,89.355,238-321,
MN208807,4,86.688,4c,87.987,239-321,
MN208808,4,87.987,4c,88.961,239-321,
MN208809,4,87.013,4c,89.286,239-321,
MN208810,4,85.484,4c,87.097,238-321,
MN208811,4,85.161,4c,89.032,238-321,
MN208812,4,78.873,4f,86.806,238-321,
MN208813,4,82.410,4l,84.691,239-321,
MN208814,4,81.759,4f,85.342,239-321,
MN208815,4,84.516,4m,86.774,238-321,
MN208816,4,84.516,4l,86.452,238-321,
MN208817,4,81.818,4m,84.416,239-321,
MN208818,4,82.258,4l,84.516,238-321,
MN208819,4,83.766,4m,86.688,239-321,
MN208820,4,84.516,4o,85.806,238-321,
MN208821,4,81.290,4l,83.871,238-321,
MN208822,4,79.344,4p,84.262,238-321,
MN208823,4,89.051,4c,93.796,238-321,
MN227780,,,,,,
MN227781,,,,,,
MN227782,,,,,,
MN227783,,,,,,
MN227784,,,,,,
MN227785,,,,,,
MN227786,,,,,,
MN227787,,,,,,
MN227788,,,,,,
MN227789,,,,,,
MN227790,,,,,,
MN227791,,,,,,
MN227792,,,,,,
MN227793,,,,,,
MN227794,,,,,,
MN227795,,,,,,
MN227796,,,,,,
MN227797,,,,,,
MN227798,,,,,,
MN227799,,,,,,
MN227800,,,,,,
MN227801,,,,,,
MN227802,,,,,,
MN227803,,,,,,
MN227804,,,,,,
MN227805,,,,,,
MN227806,,,,,,
MN227807,,,,,,
MN227808,,,,,,
MN227809,,,,,,
MN227810,,,,,,
MN227811,,,,,,
MN227812,,,,,,
MN227813,,,,,,
MN227814,,,,,,
MN227815,,,,,,
MN227816,,,,,,
MN227817,,,,,,
MN227818,,,,,,
MN227819,,,,,,
MN227820,,,,,,
MN227821,,,,,,
MN227822,,,,,,
MN227823,,,,,,
MN227824,,,,,,
MN227825,,,,,,
MN227826,,,,,,
MN227827,,,,,,
MN227828,,,,,,
MN227829,,,,,,
MN227830,,,,,,
MN227831,,,,,,
MN227832,,,,,,
MN227833,,,,,,
MN227834,,,,,,
MN227835,,,,,,
MN227836,,,,,,
MN227837,,,,,,
MN227838,,,,,,
MN227839,,,,,,
MN227840,,,,,,
MN227841,,,,,,
MN227842,,,,,,
MN227843,,,,,,
MN227844,,,,,,
MN227845,,,,,,
MN227846,,,,,,
MN227847,,,,,,
MN227848,,,,,,
MN227849,,,,,,
MN227850,,,,,,
MN227851,,,,,,
MN227852,,,,,,
MN227853,,,,,,
MN227854,,,,,,
MN227855,,,,,,
MN227856,,,,,,
MN227857,,,,,,
MN227858,,,,,,
MN227859,,,,,,
MN227860,,,,,,
MN227861,,,,,,
MN227862,,,,,,
MN227863,,,,,,
MN227864,,,,,,
MN227865,,,,,,
MN227866,,,,,,
MN227867,,,,,,
MN227868,,,,,,
MN227869,,,,,,
MN227870,,,,,,
MN227871,,,,,,
MN227872,,,,,,
MN227873,,,,,,
MN227874,,,,,,
MN227875,,,,,,
MN227876,,,,,,
MN227877,,,,,,
MN227878,,,,,,
MN227879,,,,,,
MN227880,,,,,,
MN227881,,,,,,
MN227882,,,,,,
MN227883,,,,,,
MN227884,,,,,,
MN227885,,,,,,
MN227886,,,,,,
MN227887,,,,,,
MN227888,,,,,,
MN227889,,,,,,
MN227890,,,,,,
MN227891,,,,,,
MN227892,,,,,,
MN227893,,,,,,
MN227894,,,,,,
MN227895,,,,,,
MN227896,,,,,,
MN227897,,,,,,
MN227898,,,,,,
MN227899,,,,,,
MN227900,,,,,,
MN227901,,,,,,
MN227902,,,,,,
MN227903,,,,,,
MN227904,,,,,,
MN227905,,,,,,
MN227906,,,,,,
MN227907,,,,,,
MN227908,,,,,,
MN227909,,,,,,
MN227910,,,,,,
MN227911,,,,,,
MN227912,,,,,,
MN227913,,,,,,
MN227914,,,,,,
MN227915,,,,,,
MN227916,,,,,,
MN227917,,,,,,
MN227918,,,,,,
MN227919,,,,,,
MN227920,,,,,,
MN227921,,,,,,
MN227922,,,,,,
MN227923,,,,,,
MN227924,,,,,,
MN227925,,,,,,
MN227926,,,,,,
MN227927,,,,,,
MN227928,,,,,,
MN227929,,,,,,
MN227930,,,,,,
MN227931,,,,,,
MN227932,,,,,,
MN227933,,,,,,
MN227934,,,,,,
MN227935,,,,,,
MN227936,,,,,,
MN227937,,,,,,
MN227938,,,,,,
MN227939,,,,,,
MN227940,,,,,,
MN227941,,,,,,
MN227942,,,,,,
MN227943,,,,,,
MN227944,,,,,,
MN227945,,,,,,
MN227946,,,,,,
MN227947,,,,,,
MN227948,,,,,,
MN227949,,,,,,
MN227950,,,,,,
MN227951,,,,,,
MN227952,,,,,,
MN227953,,,,,,
MN227954,,,,,,
MN227955,,,,,,
MN227956,,,,,,
MN227957,,,,,,
MN227958,,,,,,
MN227959,,,,,,
MN227960,,,,,,
MN227961,,,,,,
MN227962,,,,,,
MN227963,,,,,,
MN227964,3,94.136,3a,92.593,264-321,
MN227965,3,94.293,3a,91.315,236-321,
MN227966,3,95.263,3a,92.612,239-321,
MN227967,3,92.950,3a,91.270,238-321,
MN227968,3,94.517,3a,91.799,238-321,
MN227969,3,93.264,3a,90.026,238-321,
MN227970,3,93.041,3a,90.488,237-321,
MN227971,3,94.695,3a,93.333,242-321,
MN227972,3,94.330,3a,92.288,237-321,
MN227973,3,94.872,3a,92.583,236-321,
MN227974,3,94.373,3a,91.837,237-321,
MN227975,3,92.268,3a,92.031,237-321,
MN227976,3,94.545,3a,91.192,237-321,
MN227977,3,91.864,3a,90.052,240-321,
MN227978,3,95.266,3a,92.035,235-321,
MN227979,3,94.629,3a,92.092,237-321,
MN227980,3,93.862,3a,91.582,237-321,
MN227981,3,95.833,3a,93.229,239-321,
MN227982,3,92.982,3a,94.035,270-321,
MN227983,3,94.278,3a,93.557,249-321,
MN227984,3,92.923,3a,93.827,263-321,
MN227985,3,87.963,3a,88.272,264-321,
MN227986,3,90.828,3a,87.316,235-321,
MN227987,3,94.517,3a,93.386,238-321,
MN227988,3,94.832,3a,92.526,236-321,
MN227989,3,95.349,3a,92.268,236-321,
MN227990,3,94.286,3a,91.601,238-321,
MN227991,3,92.248,3a,90.464,236-321,
MN227992,3,94.545,3a,91.969,237-321,
MN227993,3,94.330,3a,91.774,237-321,
MN227994,3,93.734,3a,92.063,238-321,
MN227995,3,93.523,3a,92.228,237-321,
MN227996,3,95.641,3a,92.583,236-321,
MN227997,3,93.077,3a,90.537,236-321,
MN227998,3,93.247,3a,89.896,237-321,
MN227999,3,93.282,3a,90.979,236-321,
MN228000,3,94.545,3a,91.948,237-321,
MN228001,3,92.746,3a,91.864,238-321,
MN228002,3,94.845,3a,92.288,237-321,
MN228003,3,93.766,3a,90.933,237-321,
MN228004,3,93.701,3a,91.339,239-321,
MN228005,3,93.316,3a,91.026,237-321,
MN228006,3,93.814,3a,91.260,237-321,
MN228007,3,92.987,3a,91.906,239-321,
MN228008,3,94.072,3a,93.455,237-321,
MN228009,3,93.299,3a,91.003,237-321,
MN228010,3,94.819,3a,92.126,238-321,
MN228011,3,94.286,3a,91.192,237-321,
MN228012,3,95.833,3a,92.727,237-321,
MN228013,3,94.087,3a,91.538,237-321,
MN228014,3,93.429,3a,91.667,239-321,
MN228015,3,96.392,3a,92.288,236-321,
MN228016,3,92.051,3a,89.003,236-321,
MN231294,3,95.937,3a,93.968,150-321,Yes
MN231295,3,95.937,3a,93.968,150-321,Yes
MN240359,6,77.822,6xa,80.034,150-321,Yes
MN316701,1,93.195,1a,93.491,,
MN316702,1,92.604,1a,92.899,,
MN316703,1,93.235,1a,93.529,,
MN316704,1,95.266,1a,95.562,,
MN316705,1,93.787,1a,94.083,,
MN316706,1,93.787,1a,94.083,,
MN316707,1,94.970,1a,95.266,,
MN316708,1,92.012,1a,92.308,,
MN316709,1,94.675,1a,94.970,,
MN316710,1,94.379,1a,94.379,,
MN316711,1,93.491,1a,93.787,,
MN316712,1,93.491,1a,93.787,,
MN316713,1,94.970,1a,95.266,,
MN316714,1,95.266,1a,95.562,,
MN316715,1,94.379,1a,94.675,,
MN316716,1,92.899,1a,93.195,,
MN316717,1,92.012,1a,92.308,,
MN316718,1,93.195,1a,93.491,,
MN316719,1,93.491,1a,93.787,,
MN316720,1,94.675,1a,94.970,,
MN316721,1,94.083,1a,94.379,,
MN316722,1,93.491,1a,93.787,,
MN316723,1,92.604,1a,92.899,,
MN316724,1,94.970,1a,94.675,,
MN316725,1,93.491,1a,93.787,,
MN316726,1,97.337,1a,97.941,,
MN316727,1,94.379,1a,94.675,,
MN316728,1,93.529,1a,93.824,,
MN316729,1,94.379,1a,94.675,,
MN316730,1,95.562,1a,95.858,,
MN316731,1,94.083,1a,93.787,,
MN316732,1,93.787,1a,93.529,,
MN316733,1,93.787,1a,94.083,,
MN316734,1,93.787,1a,94.083,,
MN316735,1,94.675,1a,94.970,,
MN316736,1,94.675,1a,94.970,,
MN316737,1,92.899,1a,93.195,,
MN316738,1,93.787,1a,94.083,,
MN316739,1,93.452,1a,93.750,,
MN316740,1,93.787,1a,93.491,,
MN316741,1,94.083,1a,93.787,,
MN316742,1,93.491,1a,93.787,,
MN316743,1,94.083,1a,94.379,,
MN316744,1,93.195,1a,93.491,,
MN316745,1,91.716,1a,92.012,,
MN316746,1,92.308,1a,92.353,,
MN316747,1,94.083,1a,93.787,,
MN316748,1,92.308,1a,92.604,,
MN316749,1,92.308,1a,92.012,,
MN316750,1,92.899,1a,92.353,,
MN316751,1,92.604,1a,92.647,,
MN316752,1,93.195,1a,93.235,,
MN316753,1,93.195,1a,93.235,,
MN316754,1,94.083,1a,93.787,,
MN316755,1,93.491,1a,93.195,,
MN316756,1,92.308,1a,92.353,,
MN316757,1,93.195,1a,93.235,,
MN316758,1,92.899,1a,93.235,,
MN316759,1,92.604,1a,92.647,,
MN316760,1,92.012,1a,92.059,,
MN316761,1,93.195,1a,93.235,,
MN316762,1,93.787,1a,93.491,,
MN316763,1,93.787,1a,93.529,,
MN316764,1,94.083,1a,93.787,,
MN316765,1,93.491,1a,93.235,,
MN316766,1,92.899,1a,92.941,,
MN316767,1,93.195,1a,92.899,,
MN316768,1,94.379,1a,94.083,,
MN316769,1,93.491,1a,93.529,,
MN316770,1,92.899,1a,92.941,,
MN316771,1,93.491,1a,93.529,,
MN316772,1,93.491,1a,93.529,,
MN316773,1,94.083,1a,94.118,,
MN316774,1,91.176,1a,90.882,,
MN316775,1,94.379,1a,94.675,,
MN316776,1,94.379,1a,94.675,,
MN316777,1,94.083,1a,94.379,,
MN316778,1,94.675,1a,94.675,,
MN316779,1,94.379,1a,94.083,,
MN316780,1,95.266,1a,95.562,,
MN316781,1,93.195,1a,92.899,,
MN316782,1,93.195,1a,92.899,,
MN316783,1,93.787,1a,93.491,,
MN316784,1,92.899,1a,92.604,,
MN316785,1,94.970,1a,94.675,,
MN316786,1,94.083,1a,94.379,,
MN316787,1,94.675,1a,94.379,,
MN316788,1,94.083,1a,93.787,,
MN316789,1,92.899,1a,92.604,,
MN316790,1,93.491,1a,93.195,,
MN316791,1,91.716,1a,91.765,,
MN316792,1,92.899,1a,92.941,,
MN316793,1,94.970,1a,94.675,,
MN316794,1,94.379,1a,94.083,,
MN316795,1,94.675,1a,94.118,,
MN316796,1,93.787,1a,93.491,,
MN316797,1,94.675,1a,94.379,,
MN316798,1,94.675,1a,94.379,,
MN316799,1,94.083,1a,94.379,,
MN316800,1,94.970,1a,94.675,,
MN316801,1,92.899,1a,92.604,,
MN316802,1,94.083,1a,94.379,,
MN316803,1,94.083,1a,94.379,,
MN316804,1,94.083,1a,94.379,,
MN316805,1,93.491,1a,93.787,,
MN316806,1,94.083,1a,94.379,,
MN316807,1,93.195,1a,92.899,,
MN316808,1,92.604,1a,92.604,,
MN316809,1,94.083,1a,94.379,,
MN316810,1,93.787,1a,94.083,,
MN316811,1,94.083,1a,94.379,,
MN316812,1,94.083,1a,94.379,,
MN316813,1,94.083,1a,94.379,,
MN316814,1,94.675,1a,94.970,,
MN316815,1,93.491,1a,93.195,,
MN316816,1,93.787,1a,93.824,,
MN316817,1,94.083,1a,94.379,,
MN316818,1,94.379,1a,94.083,,
MN316819,1,94.083,1a,94.379,,
MN316820,1,94.675,1a,94.970,,
MN316821,1,91.716,1a,91.716,,
MN316822,1,92.899,1a,92.353,,
MN316823,1,92.308,1a,92.353,,
MN316824,1,92.604,1a,92.308,,
MN316825,1,93.491,1a,93.195,,
MN316826,1,93.195,1a,92.899,,
MN316827,1,92.604,1a,92.647,,
MN316828,1,93.195,1a,92.899,,
MN316829,1,94.379,1a,94.083,,
MN316830,1,93.195,1a,93.235,,
MN316831,1,93.491,1a,93.195,,
MN316832,1,94.379,1a,94.083,,
MN316833,1,92.899,1a,92.353,,
MN316834,1,92.899,1a,92.604,,
MN316835,1,93.787,1a,93.491,,
MN316836,1,93.491,1a,92.941,,
MN316837,1,93.787,1a,93.491,,
MN316838,1,92.899,1a,92.941,,
MN316839,1,94.379,1a,94.083,,
MN316840,1,94.083,1a,93.529,,
MN316841,1,93.195,1a,93.235,,
MN316842,1,94.083,1a,93.787,,
MN316843,1,92.899,1a,92.941,,
MN316844,1,93.787,1a,93.491,,
MN316845,1,92.604,1a,92.647,,
MN316846,1,93.787,1a,93.491,,
MN316847,1,93.195,1a,93.235,,
MN316848,1,93.491,1a,93.195,,
MN316849,1,92.899,1a,92.604,,
MN316850,1,93.787,1a,93.491,,
MN316851,1,93.491,1a,93.195,,
MN316852,1,93.491,1a,93.195,,
MN316853,1,93.195,1a,92.899,,
MN316854,1,92.604,1a,92.647,,
MN316855,1,94.379,1a,94.675,,
MN316856,1,93.787,1a,94.083,,
MN316857,1,91.716,1a,92.012,,
MN316858,1,93.787,1a,93.491,,
MN316859,1,92.899,1a,92.604,,
MN316860,1,92.899,1a,92.604,,
MN316861,1,92.604,1a,92.308,,
MN316862,1,93.195,1a,92.899,,
MN316863,1,93.491,1a,93.195,,
MN316864,1,94.083,1a,93.787,,
MN316865,1,93.787,1a,93.491,,
MN316866,1,93.195,1a,92.899,,
MN316867,1,93.787,1a,93.491,,
MN316868,1,93.491,1a,93.195,,
MN316869,1,92.604,1a,92.308,,
MN316870,1,93.787,1a,93.491,,
MN316871,1,94.379,1a,94.083,,
MN316872,1,93.491,1a,92.941,,
MN316873,1,92.308,1a,92.012,,
MN316874,1,93.491,1a,92.941,,
MN316875,1,92.604,1a,92.308,,
MN316876,1,94.083,1a,93.787,,
