Accession,AssignedGenotype,Subtype4aDistance,Subtype4bDistance,Subtype4cDistance,Subtype4dDistance,Subtype4dDistance,Subtype4fDistance,Subtype4fDistance,Subtype4gDistance,Subtype4kDistance,Subtype4kDistance,Subtype4lDistance,Subtype4mDistance,Subtype4nDistance,Subtype4oDistance,Subtype4pDistance,Subtype4qDistance,Subtype4rDistance,Subtype4sDistance,Subtype4tDistance,Subtype4vDistance,Subtype4vDistance,Subtype4wDistance,Subtype4wDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MG983460,4,20.000,21.803,19.794,5.979,5.979,21.074,21.074,24.948,21.856,21.856,18.144,18.958,21.856,19.628,18.125,18.144,22.062,22.062,17.708,19.381,19.381,21.325,21.325,4d,5.979,4q,18.144
MG983463,4,18.949,21.363,19.337,6.227,6.227,19.512,19.512,23.507,20.935,20.935,18.132,18.318,20.935,18.284,18.716,16.886,20.896,20.896,16.330,18.267,18.267,19.963,19.963,4d,6.227,4t,16.330
MG983464,4,12.245,21.229,15.584,16.327,16.327,18.182,18.182,23.006,22.078,22.078,15.955,20.037,19.109,17.811,18.182,17.996,20.670,21.150,18.367,18.738,18.738,23.191,23.191,4a,12.245,4c,15.584
MG983465,4,11.080,21.839,14.857,15.341,15.341,17.143,17.143,22.571,20.513,20.513,15.057,19.318,17.045,17.045,16.761,16.138,22.286,19.318,17.330,17.330,17.330,22.485,22.485,4a,11.080,4c,14.857
MG983467,4,20.229,20.270,18.547,3.244,3.244,19.312,19.312,23.282,20.650,20.650,17.850,18.164,21.224,19.466,17.400,17.973,21.083,21.224,18.321,17.591,17.591,19.149,19.149,4d,3.244,4p,17.400
MG983468,4,20.468,20.273,18.555,3.509,3.509,19.531,19.531,23.197,21.289,21.289,18.164,18.945,21.094,19.883,17.773,18.164,21.063,21.289,18.324,18.359,18.359,19.531,19.531,4d,3.509,4p,17.773
MH119606,4,10.618,20.137,14.271,18.340,18.340,16.913,16.913,18.975,18.922,18.922,16.596,18.816,17.442,17.812,17.548,17.759,19.715,19.080,18.552,17.812,17.812,19.715,19.715,4a,10.618,4c,14.271
MH477417,4,17.832,19.580,15.410,17.414,17.414,9.045,9.045,17.128,19.178,19.178,16.415,17.308,18.960,18.960,16.107,17.647,21.280,20.588,17.128,17.114,17.114,17.979,17.979,4f,9.045,4c,15.410
MH477418,4,19.950,21.137,20.686,17.596,17.596,7.559,7.559,19.827,19.331,19.331,17.844,18.069,20.981,21.437,19.384,17.844,24.114,18.835,16.998,17.100,17.100,17.596,17.596,4f,7.559,4p,19.384
MH477421,4,22.040,24.565,21.083,21.705,21.705,13.178,13.178,24.031,21.975,21.975,21.705,21.609,23.136,21.781,23.256,22.362,26.087,24.131,21.373,22.995,22.995,23.837,23.837,4f,13.178,4c,21.083
MH477422,4,20.000,22.593,21.481,17.472,17.472,9.191,9.191,22.015,19.030,19.030,16.296,19.403,21.481,21.111,22.426,21.269,22.761,21.933,10.345,20.896,20.896,22.222,22.222,4f,9.191,4l,16.296
MH477424,4,19.377,21.847,17.812,18.067,18.067,8.611,8.611,20.444,20.074,20.074,18.542,19.229,18.340,18.268,16.852,17.063,20.497,19.968,17.485,17.855,17.855,19.704,19.704,4f,8.611,4q,17.063
MH477426,4,20.021,21.712,18.288,18.585,18.585,8.875,8.875,20.866,20.380,20.380,17.750,19.219,18.975,18.955,16.808,17.855,21.606,19.546,18.023,17.591,17.591,19.546,19.546,4f,8.875,4p,16.808
MH742360,4,17.697,19.440,16.385,17.169,17.169,17.063,17.063,18.014,15.954,15.954,15.425,18.057,15.698,17.380,16.860,10.988,18.859,16.270,17.706,14.580,14.580,18.288,18.288,4q,10.988,4v,14.580
MH742361,4,19.599,19.863,19.345,19.704,19.704,19.863,19.863,15.795,7.818,7.818,19.757,21.542,18.869,19.334,18.975,20.338,19.123,22.398,19.662,19.282,19.282,19.503,19.503,4k,7.818,4g,15.795
MH742362,4,17.908,20.455,17.125,16.957,16.957,17.600,17.600,19.397,19.345,19.345,15.645,19.186,16.913,17.802,17.865,9.091,20.613,19.662,17.706,14.905,14.905,19.873,19.873,4q,9.091,4v,14.905
MH742363,4,18.595,20.085,16.702,17.600,17.600,17.918,17.918,19.820,19.556,19.556,16.332,20.032,17.759,18.172,17.600,9.038,20.243,19.345,17.230,14.799,14.799,20.402,20.402,4q,9.038,4v,14.799
MH742364,4,20.116,20.644,20.222,20.814,20.814,19.831,19.831,16.376,8.928,8.928,19.546,20.591,19.979,20.644,19.926,20.761,19.282,22.439,20.296,19.863,19.863,19.282,19.282,4k,8.928,4g,16.376
MH742365,4,18.172,21.025,16.121,17.433,17.433,17.855,17.855,19.546,19.440,19.440,15.161,19.229,17.548,18.278,16.913,15.161,20.497,19.282,17.653,11.252,11.252,19.133,19.133,4v,11.252,4q,15.161
MH742366,4,19.007,21.395,16.587,17.380,17.380,18.436,18.436,20.116,19.641,19.641,14.942,19.123,17.812,17.573,18.605,14.052,20.539,19.799,18.922,15.531,15.531,19.493,19.493,4q,14.052,4l,14.942
MH742367,4,19.017,20.613,16.746,17.380,17.380,17.653,17.653,19.662,19.027,19.027,15.803,19.715,17.538,18.288,17.433,15.222,21.247,20.243,18.393,6.392,6.392,19.863,19.863,4v,6.392,4q,15.222
MH742368,4,19.017,22.545,17.389,19.535,19.535,18.374,18.374,19.894,21.130,21.130,18.259,19.176,18.340,18.436,19.070,18.638,21.923,10.248,19.070,19.239,19.239,20.666,20.666,4s,10.248,4c,17.389
MH742369,4,17.591,20.444,16.173,16.957,16.957,17.908,17.908,18.912,19.229,19.229,15.003,19.070,17.125,18.119,17.019,15.742,20.708,19.070,18.340,10.829,10.829,19.503,19.503,4v,10.829,4l,15.003
MH742370,4,20.127,19.863,19.503,19.810,19.810,19.546,19.546,15.628,7.765,7.765,19.651,20.655,18.710,19.334,19.292,19.810,19.017,22.492,19.979,19.387,19.387,19.767,19.767,4k,7.765,4g,15.628
MH742371,4,19.820,19.440,19.397,20.285,20.285,19.229,19.229,15.312,7.448,7.448,19.546,20.285,19.926,19.070,19.080,20.549,18.965,22.375,19.556,19.282,19.282,19.397,19.397,4k,7.448,4g,15.312
MH743147,4,21.723,22.703,21.142,21.183,21.183,21.817,21.817,19.176,19.334,19.334,21.236,21.783,21.142,21.383,21.353,21.172,11.410,23.191,22.727,21.923,21.923,21.089,21.089,4r,11.410,4g,19.176
MH743148,4,24.775,24.987,24.207,23.138,23.138,25.092,25.092,22.081,22.979,22.979,24.089,24.881,24.154,23.402,24.260,24.089,14.422,26.202,25.846,25.159,25.159,23.996,23.996,4r,14.422,4g,22.081
MH743149,4,20.497,21.712,20.719,20.444,20.444,21.183,21.183,18.225,19.387,19.387,20.655,21.225,20.772,20.338,20.560,20.761,9.403,22.058,22.040,21.934,21.934,20.455,20.455,4r,9.403,4g,18.225
MH743150,4,23.983,24.089,23.309,22.557,22.557,23.983,23.983,21.289,21.712,21.712,23.560,24.300,23.256,23.508,23.150,23.508,13.946,24.775,25.106,24.353,24.353,22.727,22.727,4r,13.946,4g,21.289
MH743151,4,20.338,21.025,19.926,19.810,19.810,20.497,20.497,17.855,18.753,18.753,20.021,21.119,20.296,20.549,19.715,20.497,8.980,21.067,21.829,21.183,21.183,19.387,19.387,4r,8.980,4g,17.855
MK210544,4,9.873,21.406,15.486,18.965,18.965,18.288,18.288,20.190,19.926,19.926,17.706,20.243,19.450,18.288,18.552,17.855,21.025,20.666,18.436,19.133,19.133,19.556,19.556,4a,9.873,4c,15.486
MK210545,4,10.829,21.300,15.011,18.605,18.605,17.283,17.283,19.662,19.926,19.926,16.649,19.186,18.816,18.393,18.076,17.442,20.402,19.503,18.225,18.384,18.384,20.232,20.232,4a,10.829,4c,15.011
MK210546,4,10.724,21.342,14.852,18.806,18.806,18.532,18.532,20.032,20.085,20.085,17.600,19.873,19.662,18.869,18.710,18.859,20.666,20.455,18.869,19.186,19.186,20.930,20.930,4a,10.724,4c,14.852
MK210547,4,10.771,21.236,14.852,18.710,18.710,17.442,17.442,20.137,19.820,19.820,16.596,18.605,18.479,18.393,18.235,17.855,20.349,20.296,18.648,18.288,18.288,20.349,20.349,4a,10.771,4c,14.852
MK210548,4,10.296,20.719,14.588,18.710,18.710,18.235,18.235,19.662,20.137,20.137,17.389,19.503,18.869,17.961,18.004,17.970,19.873,20.169,19.123,18.076,18.076,20.666,20.666,4a,10.296,4c,14.588
MK210549,4,10.143,21.817,15.222,18.542,18.542,17.865,17.865,20.032,20.137,20.137,17.548,19.292,18.816,18.076,19.080,18.912,20.772,19.609,19.080,19.080,19.080,20.825,20.825,4a,10.143,4c,15.222
MK210550,4,9.403,20.455,14.693,18.340,18.340,17.336,17.336,20.137,20.243,20.243,16.438,19.397,18.552,17.759,17.706,17.970,20.085,20.063,17.644,17.865,17.865,19.979,19.979,4a,9.403,4c,14.693
MK210551,4,10.148,21.583,14.210,18.786,18.786,18.110,18.110,20.011,19.852,19.852,17.687,19.894,18.806,18.374,17.908,18.522,20.708,18.796,19.070,18.436,18.436,20.486,20.486,4a,10.148,4c,14.210
MK210552,4,9.134,21.723,15.433,18.384,18.384,17.759,17.759,19.556,19.820,19.820,17.389,18.975,18.975,18.499,18.288,18.499,20.180,20.032,18.595,18.215,18.215,20.190,20.190,4a,9.134,4c,15.433
MK210553,4,9.456,20.877,14.799,18.710,18.710,17.706,17.706,19.757,19.820,19.820,16.755,19.397,18.922,17.495,18.331,17.548,19.704,19.926,18.922,18.499,18.499,20.032,20.032,4a,9.456,4c,14.799
MK210554,4,10.507,21.247,15.486,18.710,18.710,18.129,18.129,20.507,20.507,20.507,17.230,18.288,19.186,18.489,18.763,18.182,19.810,19.387,18.321,19.239,19.239,20.455,20.455,4a,10.507,4c,15.486
MK210555,4,10.137,21.036,15.116,18.869,18.869,18.552,18.552,20.666,20.560,20.560,17.740,20.402,19.239,18.163,18.129,18.605,20.507,19.915,18.436,20.137,20.137,20.402,20.402,4a,10.137,4c,15.116
DQ418782,4,9.773,20.930,13.901,17.283,17.283,17.918,17.918,19.926,20.243,20.243,16.279,19.979,18.076,17.812,17.865,17.548,19.715,18.658,17.706,18.182,18.182,19.715,19.715,4a,9.773,4c,13.901
DQ418783,4,10.195,20.560,14.852,17.653,17.653,17.759,17.759,19.820,19.715,19.715,16.966,19.820,18.869,18.605,18.235,17.389,19.863,19.556,19.080,18.129,18.129,20.243,20.243,4a,10.195,4c,14.852
DQ418784,4,10.037,20.391,15.486,17.932,17.932,17.812,17.812,19.767,19.662,19.662,17.336,19.767,18.552,18.230,17.970,17.750,20.560,19.080,18.710,18.076,18.076,20.085,20.085,4a,10.037,4c,15.486
DQ418785,4,11.516,21.564,15.011,18.975,18.975,18.605,18.605,21.089,20.613,20.613,17.865,20.455,18.763,18.965,18.605,18.014,21.025,20.032,18.753,18.552,18.552,20.243,20.243,4a,11.516,4c,15.011
DQ418786,4,19.430,20.074,18.658,0.000,0.000,18.427,18.427,19.757,19.863,19.863,16.376,18.067,18.975,17.697,16.913,17.169,20.021,20.444,18.710,17.485,17.485,20.032,20.032,4d,0.000,4l,16.376
DQ418787,4,10.354,20.338,15.011,18.129,18.129,17.653,17.653,20.243,19.979,19.979,16.808,19.873,19.027,18.542,18.129,18.014,20.232,19.820,18.552,17.970,17.970,20.719,20.719,4a,10.354,4c,15.011
DQ418788,4,9.878,21.353,14.535,18.076,18.076,17.706,17.706,19.873,19.926,19.926,16.913,19.863,18.182,17.970,17.918,17.283,19.757,19.926,18.393,17.548,17.548,19.767,19.767,4a,9.878,4c,14.535
DQ418789,4,10.248,20.560,15.063,17.178,17.178,17.759,17.759,19.715,20.085,20.085,16.913,19.397,18.605,18.182,18.446,17.442,20.127,19.609,18.605,17.442,17.442,19.926,19.926,4a,10.248,4c,15.063
DQ516083,4,20.655,21.923,20.772,7.607,7.607,20.127,20.127,22.862,21.500,21.500,19.535,20.728,21.342,20.200,19.176,20.338,22.081,22.334,21.142,20.063,20.063,21.353,21.353,4d,7.607,4p,19.176
DQ516084,4,10.401,20.602,14.588,17.442,17.442,17.759,17.759,19.715,19.979,19.979,17.178,19.133,18.235,18.816,17.812,17.010,19.810,19.503,18.331,18.182,18.182,20.243,20.243,4a,10.401,4c,14.588
DQ988073,4,10.296,20.877,15.063,18.605,18.605,18.235,18.235,19.556,19.662,19.662,17.336,19.345,19.080,18.321,18.076,17.918,19.810,19.715,19.017,18.182,18.182,20.190,20.190,4a,10.296,4c,15.063
DQ988074,4,10.143,21.361,14.905,19.377,19.377,17.802,17.802,21.289,20.127,20.127,17.538,19.334,19.556,18.806,19.556,18.638,20.444,19.842,18.700,18.542,18.542,20.666,20.666,4a,10.143,4c,14.905
DQ988075,4,10.988,21.670,16.649,18.965,18.965,18.340,18.340,20.085,20.613,20.613,17.600,20.137,19.767,18.816,18.922,18.288,20.719,21.142,19.027,18.340,18.340,20.560,20.560,4a,10.988,4c,16.649
DQ988076,4,9.826,21.987,15.539,19.123,19.123,18.912,18.912,21.247,21.195,21.195,17.644,20.391,19.556,18.869,19.133,18.321,21.089,20.190,19.820,19.292,19.292,20.983,20.983,4a,9.826,4c,15.539
DQ988077,4,9.773,21.723,15.169,19.070,19.070,18.182,18.182,20.983,20.930,20.930,17.178,19.810,19.979,19.133,18.710,18.119,20.719,20.761,18.806,18.816,18.816,20.930,20.930,4a,9.773,4c,15.169
DQ988078,4,9.350,21.353,14.958,19.345,19.345,18.816,18.816,20.772,20.296,20.296,17.653,20.613,19.080,18.076,19.027,18.552,21.142,19.926,18.816,18.710,18.710,20.825,20.825,4a,9.350,4c,14.958
DQ988079,4,11.305,21.829,15.962,18.965,18.965,19.239,19.239,20.877,20.455,20.455,18.076,19.979,19.397,19.027,18.499,18.975,20.930,19.905,19.556,18.816,18.816,21.564,21.564,4a,11.305,4c,15.962
EF154714,4,13.780,22.930,17.644,20.296,20.296,20.488,20.488,21.516,21.712,21.712,19.070,22.081,20.983,20.913,20.877,20.549,21.898,21.670,20.317,20.541,20.541,21.072,21.072,4a,13.780,4c,17.644
EF589160,4,18.648,21.712,17.336,17.529,17.529,7.448,7.448,20.021,19.546,19.546,17.116,19.483,19.133,18.595,16.693,17.644,21.025,19.440,16.693,16.799,16.799,19.968,19.968,4f,7.448,4t,16.693
EF589161,4,19.651,22.111,18.393,18.955,18.955,0.000,0.000,20.814,19.229,19.229,18.278,19.271,18.446,18.321,16.966,18.119,21.236,19.968,17.336,17.697,17.697,19.546,19.546,4f,0.000,4p,16.966
OR497849,4,20.338,20.814,20.296,19.810,19.810,19.387,19.387,15.734,8.822,8.822,19.968,21.014,19.345,19.915,20.296,20.127,19.387,22.715,19.873,19.651,19.651,19.503,19.503,4k,8.822,4g,15.734
OR497850,4,19.436,19.176,19.292,19.757,19.757,18.806,18.806,15.531,8.241,8.241,19.968,20.232,18.658,18.542,18.288,19.757,17.697,22.281,19.715,18.753,18.753,19.345,19.345,4k,8.241,4g,15.531
OR497851,4,21.500,20.486,21.036,21.130,21.130,20.655,20.655,17.010,9.245,9.245,21.025,21.447,20.666,20.644,20.560,22.029,20.285,23.430,21.459,20.866,20.866,20.296,20.296,4k,9.245,4g,17.010
OR497852,4,21.923,21.078,22.029,22.252,22.252,21.195,21.195,18.816,10.254,10.254,22.357,22.662,21.447,21.882,22.504,21.882,21.406,24.036,21.670,21.142,21.142,20.908,20.908,4k,10.254,4g,18.816
OR497853,4,19.493,20.549,18.975,6.181,6.181,18.489,18.489,21.130,20.602,20.602,16.904,18.542,18.816,19.017,16.596,17.855,20.127,20.327,18.710,18.110,18.110,19.292,19.292,4d,6.181,4p,16.596
OR497854,4,18.753,20.602,18.658,6.286,6.286,18.806,18.806,21.025,20.444,20.444,17.274,18.489,18.658,18.912,16.808,17.327,19.968,20.275,18.658,18.057,18.057,18.975,18.975,4d,6.286,4p,16.808
OR497855,4,19.017,20.708,18.552,6.128,6.128,18.806,18.806,20.866,20.127,20.127,16.693,18.215,18.816,18.648,16.490,17.221,19.915,20.169,18.605,18.057,18.057,19.027,19.027,4d,6.128,4p,16.490
OR497856,4,19.176,20.549,18.816,6.128,6.128,18.436,18.436,21.078,20.433,20.433,16.852,18.384,18.710,18.753,16.490,17.644,19.915,20.275,18.605,18.163,18.163,19.239,19.239,4d,6.128,4p,16.490
OR497857,4,19.493,20.549,18.393,6.075,6.075,18.489,18.489,20.761,20.180,20.180,16.904,18.278,18.499,18.806,16.543,17.538,19.968,20.433,18.605,18.215,18.215,18.922,18.922,4d,6.075,4p,16.543
OR497858,4,19.493,20.021,19.080,4.966,4.966,18.753,18.753,20.697,20.180,20.180,18.004,18.965,19.176,18.700,17.327,17.908,20.972,20.897,19.027,18.955,18.955,19.556,19.556,4d,4.966,4p,17.327
OR497859,4,20.761,21.459,20.074,5.867,5.867,19.609,19.609,22.029,21.195,21.195,18.859,20.085,20.222,19.208,18.427,19.027,21.882,21.289,20.455,19.599,19.599,20.750,20.750,4d,5.867,4p,18.427
OR497860,4,19.334,20.391,18.763,6.075,6.075,18.595,18.595,20.708,20.180,20.180,17.010,18.384,18.763,18.542,16.755,17.644,19.915,20.222,18.922,18.057,18.057,18.763,18.763,4d,6.075,4p,16.755
OR497861,4,19.070,20.549,18.605,5.758,5.758,18.542,18.542,20.919,20.180,20.180,16.852,18.172,18.658,18.700,16.543,17.327,19.863,20.222,18.552,18.004,18.004,18.869,18.869,4d,5.758,4p,16.543
OR497862,4,19.017,20.127,18.446,5.917,5.917,18.331,18.331,20.602,19.968,19.968,16.799,18.119,18.658,18.225,16.438,17.433,19.810,19.958,18.605,17.951,17.951,18.922,18.922,4d,5.917,4p,16.438
OR497863,4,19.123,20.602,18.658,5.811,5.811,18.700,18.700,21.025,20.180,20.180,17.221,18.489,18.710,19.017,16.755,17.538,20.127,20.222,18.658,18.110,18.110,19.027,19.027,4d,5.811,4p,16.755
OR497864,4,19.123,20.602,18.658,5.811,5.811,18.700,18.700,21.025,20.180,20.180,17.221,18.489,18.710,19.017,16.755,17.538,20.127,20.222,18.658,18.110,18.110,19.027,19.027,4d,5.811,4p,16.755
OR497865,4,19.123,20.591,19.292,6.656,6.656,18.965,18.965,21.289,20.180,20.180,17.433,18.489,18.658,18.965,16.913,17.644,20.127,20.761,18.869,18.374,18.374,19.609,19.609,4d,6.656,4p,16.913
OR497866,4,18.648,20.285,18.605,5.758,5.758,18.700,18.700,20.814,20.074,20.074,17.063,18.542,18.499,18.489,16.490,17.380,19.440,20.539,18.648,17.846,17.846,19.133,19.133,4d,5.758,4p,16.490
OR497867,4,18.806,20.549,18.922,5.547,5.547,18.384,18.384,20.814,20.021,20.021,17.221,18.225,18.658,18.542,16.649,17.697,19.810,20.655,18.552,17.899,17.899,18.975,18.975,4d,5.547,4p,16.649
OR497868,4,19.651,21.130,19.239,6.181,6.181,19.176,19.176,21.659,20.549,20.549,17.855,18.489,19.292,18.859,17.389,17.908,20.338,20.803,19.133,18.638,18.638,19.345,19.345,4d,6.181,4p,17.389
OR497869,4,19.070,20.549,19.027,5.864,5.864,18.648,18.648,20.708,19.915,19.915,17.169,18.119,18.446,18.542,16.543,17.327,19.757,20.497,18.605,18.004,18.004,19.186,19.186,4d,5.864,4p,16.543
OR497870,4,20.232,20.708,20.507,19.778,19.778,20.391,20.391,18.172,19.070,19.070,19.968,20.750,20.137,20.338,20.211,20.391,8.558,21.659,21.089,20.983,20.983,19.873,19.873,4r,8.558,4g,18.172
OR497871,4,20.074,20.486,19.873,19.651,19.651,20.021,20.021,17.538,18.436,18.436,19.282,20.444,19.767,20.285,20.190,19.535,7.871,21.289,21.089,21.078,21.078,19.863,19.863,4r,7.871,4g,17.538
OR497873,4,19.017,20.825,18.436,17.961,17.961,18.235,18.235,19.450,19.186,19.186,16.173,19.968,18.743,19.070,18.436,16.279,22.304,20.666,19.282,7.822,7.822,20.338,20.338,4v,7.822,4q,16.279
OR497874,4,10.090,20.402,14.852,17.389,17.389,17.495,17.495,19.397,20.137,20.137,16.543,19.556,18.288,18.321,18.129,17.221,19.651,19.397,18.340,18.235,18.235,19.820,19.820,4a,10.090,4c,14.852
OR497875,4,10.665,21.512,15.116,18.129,18.129,18.023,18.023,20.032,19.820,19.820,16.966,19.609,18.869,18.384,18.922,18.129,20.402,20.296,18.119,18.869,18.869,20.455,20.455,4a,10.665,4c,15.116
OR497956,4,15.848,21.753,7.505,18.436,18.436,18.014,18.014,19.915,20.285,20.285,18.331,19.166,17.802,17.802,18.763,17.644,20.866,19.017,17.019,17.336,17.336,19.662,19.662,4c,7.505,4a,15.848
OR497988,4,19.166,21.342,17.918,18.172,18.172,18.859,18.859,19.968,20.655,20.655,16.799,18.859,17.178,18.849,19.450,8.980,21.500,19.694,18.658,15.795,15.795,20.877,20.877,4q,8.980,4v,15.795
OR594285,4,17.327,23.203,15.689,18.172,18.172,18.816,18.816,21.142,20.761,20.761,18.076,19.873,18.384,19.397,19.747,19.282,21.142,19.609,18.869,18.542,18.542,20.464,20.464,4c,15.689,4a,17.327
Y11604,4,0.000,21.236,15.214,19.324,19.324,19.176,19.176,21.078,19.715,19.715,18.278,20.180,19.683,18.734,19.027,18.110,20.497,19.599,19.050,18.436,18.436,20.127,20.127,4a,0.000,4c,15.214
AB795432,4,9.350,20.021,13.636,18.076,18.076,17.812,17.812,20.032,19.820,19.820,17.178,19.757,18.182,18.182,17.812,17.644,19.609,18.902,17.970,18.023,18.023,19.979,19.979,4a,9.350,4c,13.636
AF029296,4,3.214,22.500,18.571,18.214,18.214,20.495,20.495,18.571,19.149,19.149,19.286,19.149,21.277,20.922,20.848,20.000,17.626,22.662,22.695,20.714,20.714,17.857,17.857,4a,3.214,4r,17.626
GU814265,4,1.320,20.930,14.693,18.806,18.806,18.710,18.710,20.455,19.239,19.239,17.653,19.767,19.271,18.427,18.393,17.697,19.979,19.292,18.427,17.706,17.706,19.820,19.820,4a,1.320,4c,14.693
GU945428,4,3.209,22.202,17.143,20.841,20.841,20.550,20.550,24.253,21.441,21.441,18.538,22.500,20.917,18.716,19.464,19.450,22.785,21.786,20.562,19.073,19.073,23.023,23.023,4a,3.209,4c,17.143
GU945448,4,20.677,22.202,19.821,5.505,5.505,21.101,21.101,24.253,22.103,22.103,19.073,19.821,22.018,19.817,19.464,18.349,22.423,21.964,18.102,20.000,20.000,21.441,21.441,4d,5.505,4t,18.102
GU945449,4,13.369,21.101,15.536,17.018,17.018,17.615,17.615,23.023,21.747,21.747,16.221,21.786,18.349,17.982,18.929,17.982,21.519,22.143,18.981,19.474,19.474,23.199,23.199,4a,13.369,4c,15.536
GU945450,4,20.677,21.468,19.643,6.422,6.422,21.101,21.101,23.550,22.103,22.103,17.825,19.821,21.835,20.000,18.929,17.798,22.061,22.143,17.926,20.000,20.000,21.265,21.265,4d,6.422,4t,17.926
GU945451,4,20.143,20.734,19.464,5.688,5.688,19.450,19.450,24.077,20.677,20.677,18.182,19.643,20.367,18.165,18.036,17.615,21.157,21.429,17.399,19.298,19.298,20.562,20.562,4d,5.688,4t,17.399
HM106713,4,27.359,28.141,27.254,26.663,26.663,26.002,26.002,27.258,26.941,26.941,27.047,28.639,28.036,27.359,25.164,27.215,27.484,28.647,25.704,27.734,27.734,26.980,26.980,4f,26.002,4d,26.663
HM568440,4,9.667,20.549,14.746,17.548,17.548,18.235,18.235,19.873,19.715,19.715,16.966,19.662,18.446,18.658,18.235,17.274,20.137,19.503,18.763,18.182,18.182,20.243,20.243,4a,9.667,4c,14.746
HM568441,4,9.878,20.549,14.588,17.600,17.600,18.129,18.129,19.767,19.873,19.873,16.808,19.556,18.446,18.288,17.970,17.380,19.704,19.503,18.658,18.129,18.129,20.296,20.296,4a,9.878,4c,14.588
HM568442,4,10.301,21.459,14.693,18.393,18.393,18.340,18.340,19.450,20.560,20.560,16.596,19.133,19.027,19.123,19.080,17.865,20.190,20.137,19.186,18.235,18.235,20.455,20.455,4a,10.301,4c,14.693
HM568443,4,10.296,21.459,15.063,18.182,18.182,18.225,18.225,19.292,19.767,19.767,17.970,19.345,18.340,18.076,18.023,17.548,19.926,19.820,18.912,19.133,19.133,20.507,20.507,4a,10.296,4c,15.063
HM568444,4,10.354,20.602,14.112,18.023,18.023,17.283,17.283,19.715,20.137,20.137,17.072,19.080,17.548,18.446,17.600,16.746,19.503,19.027,17.918,18.288,18.288,19.926,19.926,4a,10.354,4c,14.112
HQ537008,4,18.225,20.349,17.063,17.855,17.855,17.812,17.812,18.763,19.133,19.133,16.596,19.503,18.004,17.759,18.225,15.433,21.300,20.243,18.014,5.811,5.811,19.704,19.704,4v,5.811,4q,15.433
HQ537009,4,19.123,20.825,16.904,17.855,17.855,18.023,18.023,19.767,19.503,19.503,16.860,19.546,17.846,18.288,17.644,15.856,21.512,20.190,18.859,0.000,0.000,20.655,20.655,4v,0.000,4q,15.856
HQ623364,4,21.771,22.652,20.295,6.814,6.814,21.771,21.771,24.309,22.509,22.509,20.258,20.480,22.468,21.033,18.635,19.557,22.593,22.509,18.266,20.111,20.111,23.204,23.204,4d,6.814,4t,18.266
HQ623365,4,21.033,22.694,19.926,5.904,5.904,21.033,21.033,24.723,22.140,22.140,18.819,19.926,22.325,19.557,18.635,19.188,22.593,22.284,19.373,20.111,20.111,22.140,22.140,4d,5.904,4p,18.635
HQ623366,4,12.891,21.229,16.206,17.897,17.897,18.081,18.081,23.810,24.354,24.354,16.790,20.295,18.635,18.081,18.450,18.450,21.974,21.587,19.373,19.926,19.926,24.170,24.170,4a,12.891,4c,16.206
HQ623367,4,21.033,21.915,18.819,5.709,5.709,20.664,20.664,24.354,21.218,21.218,17.864,18.635,21.179,19.188,17.159,18.450,21.667,21.402,18.081,19.188,19.188,20.664,20.664,4d,5.709,4p,17.159
HQ623368,4,11.418,20.112,14.549,17.528,17.528,17.897,17.897,22.878,22.140,22.140,16.421,20.295,19.373,17.528,18.081,18.081,20.857,21.956,18.450,18.819,18.819,23.616,23.616,4a,11.418,4c,14.549
HQ623369,4,19.926,22.325,19.557,4.797,4.797,20.810,20.810,24.862,21.731,21.731,18.081,19.153,21.956,18.600,17.864,17.495,21.179,21.731,17.680,18.969,18.969,21.587,21.587,4d,4.797,4q,17.495
HQ623370,4,20.480,22.719,18.266,17.495,17.495,20.442,20.442,21.915,20.442,20.442,18.635,20.074,21.033,19.521,14.917,19.521,22.905,21.363,7.735,19.521,19.521,21.587,21.587,4t,7.735,4p,14.917
HQ623371,4,19.926,21.179,18.819,4.604,4.604,20.664,20.664,24.170,20.664,20.664,18.048,18.635,21.363,19.188,16.605,17.897,21.296,21.771,17.528,18.635,18.635,20.849,20.849,4d,4.604,4p,16.605
HQ623372,4,11.234,20.670,15.654,17.528,17.528,18.266,18.266,23.063,22.140,22.140,16.052,20.480,19.557,18.819,17.897,18.266,21.043,21.402,18.635,19.004,19.004,23.616,23.616,4a,11.234,4c,15.654
HQ623373,4,20.295,21.363,19.742,5.157,5.157,20.849,20.849,24.723,21.771,21.771,18.048,19.188,22.284,19.557,17.897,18.081,21.229,21.771,18.266,19.188,19.188,21.218,21.218,4d,5.157,4p,17.897
HQ623374,4,12.155,21.043,15.654,17.712,17.712,17.528,17.528,23.063,23.247,23.247,15.867,20.664,18.635,17.897,18.081,18.081,21.415,21.587,18.819,18.819,18.819,23.616,23.616,4a,12.155,4c,15.654
HQ623375,4,12.155,20.484,15.470,17.159,17.159,17.897,17.897,23.247,22.694,22.694,15.498,20.480,18.635,17.343,17.712,18.266,20.857,22.140,18.450,19.188,19.188,23.432,23.432,4a,12.155,4c,15.470
HQ623376,4,21.229,22.694,17.877,20.626,20.626,21.915,21.915,18.232,17.864,17.864,19.557,20.442,20.295,20.810,20.626,20.074,7.551,22.468,22.099,21.179,21.179,21.229,21.229,4r,7.551,4k,17.864
