Accession,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MK439115,6,28.754,28.754,30.061,23.765,23.313,11.656,24.074,25.926,31.673,31.111,32.740,31.741,29.352,29.712,28.114,28.114,24.437,22.508,25.926,28.086,31.273,21.296,21.296,20.062,29.582,29.582,26.154,26.154,24.150,24.150,32.051,32.051,21.914,27.551,27.551,30.634,30.634,22.667,22.667,29.603,29.603,27.778,31.833,31.833,32.476,6e,11.656,6u,20.062
MK439117,6,27.707,27.707,28.296,22.840,22.699,7.669,22.222,24.000,30.961,31.190,28.505,30.225,29.712,28.344,27.974,27.974,22.508,22.840,25.309,25.926,30.033,20.370,20.370,17.284,28.617,28.617,24.465,24.465,23.397,23.397,29.808,29.808,20.062,27.119,27.119,30.769,30.769,22.333,22.333,29.487,29.487,27.160,27.974,27.974,28.692,6e,7.669,6u,17.284
MK439119,6,26.821,26.821,26.518,19.018,17.284,24.074,17.485,24.233,29.808,28.754,29.537,25.547,27.014,29.524,24.771,24.771,23.885,18.712,22.830,6.135,26.282,21.779,21.779,22.393,28.221,28.221,23.390,23.390,25.559,25.559,27.744,27.744,26.994,26.421,26.421,24.912,24.912,25.159,25.159,27.707,27.707,22.324,30.061,30.061,25.116,6r,6.135,6f,17.485
MK439120,6,26.687,26.687,27.891,20.859,20.988,8.642,22.393,24.540,29.779,31.561,31.618,31.633,30.183,31.379,28.662,28.662,23.620,20.245,25.153,25.767,31.773,19.939,19.939,15.337,31.511,31.511,23.906,23.906,24.233,24.233,30.275,30.275,17.178,26.621,26.621,29.618,29.618,20.701,20.701,30.476,30.476,27.181,30.675,30.675,31.529,6e,8.642,6u,15.337
MK439121,6,26.821,26.821,26.198,21.166,17.901,25.617,16.258,24.771,32.692,29.712,29.537,29.524,30.033,30.675,25.478,25.478,24.847,21.166,27.010,5.828,27.044,21.166,21.166,24.847,27.758,27.758,25.994,25.994,25.641,25.641,27.052,27.052,28.528,25.753,25.753,26.984,26.984,26.752,26.752,27.389,27.389,23.926,30.368,30.368,28.808,6r,5.828,6f,16.258
MK439122,6,27.796,27.796,29.582,24.691,24.847,11.350,23.765,26.154,32.781,31.190,29.907,31.190,31.310,28.939,29.487,29.487,23.151,23.397,26.543,25.424,30.693,21.914,21.914,20.062,29.582,29.582,25.382,25.382,24.038,24.038,30.351,30.351,21.605,29.097,29.097,32.051,32.051,23.549,23.549,30.449,30.449,27.385,29.260,29.260,29.487,6e,11.350,6u,20.062
MK439123,6,9.816,9.816,21.222,26.606,23.729,27.653,26.367,28.205,28.115,27.389,29.338,29.936,28.165,26.498,30.225,30.225,26.380,28.221,30.581,29.052,28.713,27.304,27.304,28.296,27.974,27.974,26.518,26.518,25.962,25.962,29.904,29.904,30.872,21.203,21.203,30.769,30.769,27.551,27.551,29.524,29.524,26.367,27.707,27.707,25.316,6a,9.816,6xd,21.203
MK439124,6,26.490,26.490,26.837,20.245,20.370,24.383,17.178,23.926,30.258,29.393,28.253,27.097,29.139,28.889,24.204,24.204,24.233,20.245,24.759,5.521,28.205,22.699,22.699,22.699,27.301,27.301,25.424,25.424,24.601,24.601,27.744,27.744,27.914,25.084,25.084,22.807,22.807,26.115,26.115,25.159,25.159,23.242,28.834,28.834,27.815,6r,5.521,6f,17.178
MK439125,6,26.433,26.433,28.939,22.531,23.006,8.896,22.222,24.383,30.961,30.868,31.206,31.833,30.671,29.299,27.974,27.974,22.830,21.914,25.309,25.926,30.693,20.679,20.679,17.901,29.260,29.260,24.615,24.615,24.038,24.038,27.572,27.572,20.679,27.119,27.119,29.487,29.487,22.667,22.667,30.128,30.128,24.615,30.868,30.868,31.429,6e,8.896,6u,17.901
MK439126,6,29.141,29.141,28.086,22.393,24.074,20.513,22.508,26.923,28.981,28.667,26.978,28.669,28.834,27.331,24.679,24.679,22.186,20.245,4.601,25.402,28.846,22.186,22.186,22.830,27.119,27.119,26.994,26.994,26.687,26.687,23.721,23.721,21.779,27.119,27.119,27.885,27.885,25.084,25.084,29.167,29.167,25.723,26.866,26.866,27.907,6q,4.601,6p,20.245
MK439129,6,27.815,27.815,27.476,20.859,18.827,24.746,16.258,24.465,31.449,30.351,24.762,26.761,24.057,29.141,25.478,25.478,24.847,21.166,25.723,4.601,27.273,21.472,21.472,23.926,25.623,25.623,24.068,24.068,27.476,27.476,25.105,25.105,26.380,25.256,25.256,26.349,26.349,25.796,25.796,28.025,28.025,24.233,28.136,28.136,23.256,6r,4.601,6f,16.258
MK439132,6,28.025,28.025,31.058,24.383,23.620,12.577,24.383,25.000,33.096,33.119,34.520,31.741,30.272,32.166,29.167,29.167,23.151,24.074,25.617,28.086,33.455,22.531,22.531,20.988,30.225,30.225,27.077,27.077,25.641,25.641,31.629,31.629,21.605,27.551,27.551,32.051,32.051,23.333,23.333,31.047,31.047,28.308,30.868,30.868,33.333,6e,12.577,6xc,21.605
MK439133,6,27.815,27.815,28.618,25.962,25.455,28.328,27.875,28.169,27.815,28.477,29.801,27.444,30.233,28.667,26.073,26.073,,25.460,28.676,26.300,6.135,25.000,25.000,27.986,28.041,28.041,26.280,26.280,28.707,28.707,25.532,25.532,31.890,29.930,29.930,23.158,23.158,30.986,30.986,27.723,27.723,28.391,29.874,29.874,26.786,6s,6.135,6p,25.460
MK439134,6,28.477,28.477,28.115,18.405,18.519,26.235,19.939,25.994,33.333,30.128,30.961,26.408,23.611,29.141,24.841,24.841,24.233,20.859,24.468,7.975,27.044,22.393,22.393,23.986,26.690,26.690,28.135,28.135,26.837,26.837,27.744,27.744,27.607,26.756,26.756,26.032,26.032,24.522,24.522,27.070,27.070,,30.061,30.061,25.581,6r,7.975,6c,18.405
MK439135,6,28.808,28.808,26.837,20.245,19.136,24.407,16.258,24.159,32.692,27.869,25.000,25.965,22.066,29.755,23.810,23.810,24.159,20.245,23.794,4.908,27.217,22.699,22.699,23.242,26.335,26.335,25.382,25.382,28.115,28.115,27.744,27.744,26.756,25.418,25.418,24.367,24.367,25.079,25.079,26.752,26.752,23.853,27.703,27.703,23.611,6r,4.908,6f,16.258
MK439136,6,25.828,25.828,25.879,19.325,18.827,24.383,15.951,23.006,29.889,29.393,23.858,26.774,29.139,29.448,23.810,23.810,24.540,19.632,24.116,3.988,28.135,21.779,21.779,22.393,24.911,24.911,26.074,26.074,24.601,24.601,27.134,27.134,26.687,24.415,24.415,22.807,22.807,26.433,26.433,25.478,25.478,22.630,28.221,28.221,22.477,6r,3.988,6f,15.951
MK439137,6,26.752,26.752,25.704,23.457,22.699,9.202,21.296,23.077,31.317,31.190,31.746,28.617,29.073,29.618,26.688,26.688,21.543,22.531,24.383,23.390,29.808,20.062,20.062,18.210,27.974,27.974,22.936,22.936,23.077,23.077,29.487,29.487,18.827,25.939,25.939,29.167,29.167,22.667,22.667,28.205,28.205,27.160,28.617,28.617,30.794,6e,9.202,6xc,18.827
MK439138,6,28.834,28.834,24.573,21.713,22.531,16.049,22.256,26.074,29.562,30.128,29.562,30.976,30.034,28.939,25.796,25.796,23.006,22.393,21.166,25.767,31.650,22.699,22.699,14.417,29.582,29.582,25.688,25.688,24.540,24.540,32.515,32.515,4.908,25.170,25.170,29.618,29.618,24.204,24.204,28.662,28.662,24.465,30.675,30.675,33.758,6xc,4.908,6u,14.417
MK439140,6,28.808,28.808,28.754,22.086,19.444,26.852,17.791,25.994,33.216,31.629,28.125,28.169,24.000,30.675,26.115,26.115,25.767,21.779,26.045,5.828,28.440,23.620,23.620,25.460,26.761,26.761,26.687,26.687,28.435,28.435,28.659,28.659,27.090,26.087,26.087,24.597,24.597,25.478,25.478,28.662,28.662,25.153,30.982,30.982,25.581,6r,5.828,6f,17.791
MK439141,6,27.476,27.476,28.428,23.765,23.006,8.896,22.222,23.692,31.673,30.159,30.961,28.669,30.892,30.225,27.010,27.010,24.116,23.077,24.383,25.763,30.634,20.988,20.988,18.210,29.904,29.904,25.767,25.767,24.281,24.281,30.128,30.128,20.988,27.551,27.551,28.846,28.846,22.333,22.333,29.808,29.808,26.852,29.260,29.260,31.090,6e,8.896,6u,18.210
MK439142,6,26.433,26.433,30.375,24.074,22.086,11.043,22.531,23.457,31.250,30.868,31.985,30.375,29.252,30.573,26.335,26.335,21.543,22.222,24.691,27.469,,20.679,20.679,19.753,29.260,29.260,25.538,25.538,24.359,24.359,30.671,30.671,20.370,26.871,26.871,30.769,30.769,22.333,22.333,29.393,29.393,27.077,29.904,29.904,32.698,6e,11.043,6xc,20.370
MK439145,6,27.331,27.331,26.687,20.679,21.166,7.975,19.753,22.840,31.250,29.167,29.779,26.984,28.617,27.564,26.433,26.433,21.019,21.914,23.473,25.309,30.547,17.901,17.901,16.358,28.435,28.435,24.847,24.847,22.508,22.508,26.899,26.899,19.444,26.756,26.756,29.299,29.299,20.819,20.819,27.707,27.707,26.235,27.389,27.389,29.206,6e,7.975,6u,16.358
MK439146,6,26.821,26.821,26.837,21.166,18.827,24.074,15.951,25.153,31.731,30.671,24.022,27.465,22.749,30.368,24.522,24.522,24.233,20.245,23.794,4.601,27.523,21.136,21.136,22.699,25.267,25.267,26.074,26.074,25.879,25.879,27.744,27.744,26.687,25.418,25.418,27.302,27.302,24.841,24.841,27.070,27.070,24.159,27.797,27.797,24.186,6r,4.601,6f,15.951
MK439148,6,28.475,28.475,28.571,24.444,22.930,19.667,24.921,26.667,28.470,30.368,28.470,28.912,26.102,30.717,26.852,26.852,27.458,23.824,28.435,24.841,34.182,24.051,24.051,24.415,26.280,26.280,26.102,26.102,26.962,26.962,31.633,31.633,26.667,27.304,27.304,28.395,28.395,7.669,7.669,28.086,28.086,27.619,29.693,29.693,28.923,6xf,7.669,6e,19.667
MK439149,6,27.010,27.010,26.087,22.222,20.245,6.442,20.988,22.769,29.893,30.769,28.879,29.299,28.617,27.885,25.478,25.478,20.701,21.605,24.116,25.309,30.132,19.444,19.444,16.358,28.754,28.754,24.847,24.847,22.830,22.830,28.571,28.571,19.444,26.102,26.102,29.936,29.936,20.667,20.667,28.981,28.981,24.615,28.662,28.662,31.111,6e,6.442,6u,16.358
MK439150,6,27.829,27.829,26.821,20.245,19.136,25.617,17.791,25.382,32.740,30.128,28.000,28.467,24.883,30.225,26.115,26.115,25.767,20.552,25.382,5.521,27.439,22.393,22.393,25.153,27.113,27.113,26.911,26.911,27.439,27.439,24.686,24.686,27.425,27.759,27.759,25.175,25.175,26.115,26.115,27.389,27.389,23.926,30.275,30.275,,6r,5.521,6f,17.791
MK439151,6,26.667,26.667,25.704,21.296,20.245,7.975,21.914,22.769,29.181,29.904,28.870,30.547,27.796,28.662,26.282,26.282,21.865,22.840,23.457,24.383,30.363,20.370,20.370,16.975,28.939,28.939,24.540,24.540,23.718,23.718,27.848,27.848,19.753,26.102,26.102,28.846,28.846,21.333,21.333,28.846,28.846,25.617,28.939,28.939,31.111,6e,7.975,6u,16.975
MK439152,6,28.221,28.221,28.669,21.779,22.222,9.877,22.699,25.460,30.147,31.561,31.985,32.082,30.717,32.154,27.402,27.402,24.233,21.779,25.460,25.926,32.441,20.552,20.552,15.644,32.476,32.476,26.300,26.300,24.847,24.847,30.887,30.887,19.325,27.090,27.090,29.618,29.618,22.293,22.293,31.111,31.111,28.746,30.982,30.982,32.803,6e,9.877,6u,15.644
MK439153,6,29.492,29.492,27.211,24.232,22.293,24.444,24.843,25.949,28.470,29.846,30.556,30.272,28.912,30.375,26.769,26.769,26.531,25.316,28.344,25.796,33.099,26.032,26.032,24.762,25.267,25.267,28.231,28.231,27.645,27.645,30.847,30.847,26.115,25.939,25.939,29.630,29.630,8.282,8.282,30.154,30.154,28.669,31.741,31.741,32.416,6xf,8.282,6d,22.293
MK439154,6,28.528,28.528,25.256,21.407,22.222,15.741,21.341,25.460,28.467,30.128,29.562,30.976,29.352,28.939,25.478,25.478,23.006,21.472,20.245,25.767,31.757,22.393,22.393,13.497,28.617,28.617,26.300,26.300,24.540,24.540,31.595,31.595,6.442,25.170,25.170,29.936,29.936,24.522,24.522,28.662,28.662,24.159,30.061,30.061,30.085,6xc,6.442,6u,13.497
MK439156,6,27.483,27.483,26.837,20.552,18.827,25.309,16.871,25.153,32.692,31.310,25.773,27.817,25.000,29.755,25.796,25.796,25.460,19.939,25.080,5.215,28.440,21.779,21.779,24.233,26.761,26.761,25.994,25.994,26.837,26.837,28.049,28.049,26.756,25.753,25.753,25.524,25.524,26.752,26.752,28.344,28.344,23.547,30.061,30.061,24.186,6r,5.215,6f,16.871
MK439157,6,27.483,27.483,26.852,20.552,18.827,25.309,18.098,24.540,28.571,28.754,25.258,27.473,23.697,28.834,24.290,24.290,25.767,19.939,23.313,6.135,26.300,22.086,22.086,23.313,25.979,25.979,27.217,27.217,26.220,26.220,25.523,25.523,26.087,23.746,23.746,24.921,24.921,26.433,26.433,26.899,26.899,23.547,28.834,28.834,23.256,6r,6.135,6f,18.098
MK439158,6,28.571,28.571,30.225,23.765,23.620,11.043,23.765,25.538,32.450,32.476,31.206,31.511,30.769,30.225,28.114,28.114,22.508,23.718,25.926,25.424,31.683,22.531,22.531,19.444,30.868,30.868,25.767,25.767,24.038,24.038,30.351,30.351,20.062,29.431,29.431,31.410,31.410,23.891,23.891,31.090,31.090,28.086,28.939,28.939,29.915,6e,11.043,6u,19.444
MK439160,6,,,27.160,21.472,18.827,26.543,17.178,24.159,,30.032,26.786,26.761,28.713,28.528,24.127,24.127,23.313,21.166,26.074,4.601,26.300,23.006,23.006,24.540,26.994,26.994,23.649,23.649,27.134,27.134,28.659,28.659,27.090,23.158,23.158,23.860,23.860,24.841,24.841,27.070,27.070,22.630,29.141,29.141,23.721,6r,4.601,6f,17.178
MK439161,6,28.528,28.528,26.621,21.101,21.296,15.432,22.561,26.687,30.769,30.449,30.769,29.630,30.375,28.617,26.433,26.433,23.620,23.006,21.166,26.074,32.095,23.006,23.006,15.644,29.260,29.260,25.688,25.688,24.540,24.540,32.209,32.209,6.442,26.190,26.190,29.044,29.044,23.885,23.885,29.299,29.299,24.159,29.008,29.008,33.121,6xc,6.442,6e,15.432
MK439162,6,26.821,26.821,26.518,19.632,17.284,23.765,15.031,24.465,30.449,29.712,23.590,28.254,23.585,28.528,23.810,23.810,23.926,18.712,23.473,3.681,26.606,21.166,21.166,23.006,26.056,26.056,23.853,23.853,26.837,26.837,26.524,26.524,26.994,25.753,25.753,25.397,25.397,24.841,24.841,26.752,26.752,22.018,28.475,28.475,23.148,6r,3.681,6f,15.031
MK439163,6,24.920,24.920,26.408,21.914,22.086,8.896,22.222,24.923,31.788,29.582,28.505,28.939,29.231,27.653,25.979,25.979,21.543,20.833,24.691,25.309,30.033,19.753,19.753,18.519,27.653,27.653,24.540,24.540,21.795,21.795,29.167,29.167,19.136,26.421,26.421,29.808,29.808,20.478,20.478,28.846,28.846,24.923,27.331,27.331,27.778,6e,8.896,6xc,19.136
MK439164,6,28.475,28.475,27.891,23.810,21.338,21.667,23.750,23.418,29.181,29.755,28.723,28.912,27.119,30.034,25.926,25.926,26.102,24.214,27.707,23.885,33.091,24.684,24.684,24.080,24.911,24.911,27.551,27.551,28.669,28.669,31.186,31.186,26.582,26.014,26.014,27.160,27.160,7.055,7.055,28.086,28.086,27.619,28.814,28.814,29.268,6xf,7.055,6d,21.338
MK439165,6,26.984,26.984,26.667,22.531,22.699,9.816,22.840,24.308,31.673,32.013,26.961,29.936,29.808,29.260,28.981,28.981,23.457,22.611,26.235,25.926,30.921,22.531,22.531,19.444,28.617,28.617,24.847,24.847,24.691,24.691,30.476,30.476,20.062,27.914,27.914,30.573,30.573,22.667,22.667,30.573,30.573,27.385,30.255,30.255,31.847,6e,9.816,6xc,20.062
MK439166,6,27.152,27.152,26.490,20.552,18.519,25.617,15.951,24.465,31.317,30.363,25.258,27.465,23.585,29.755,24.841,24.841,24.540,19.939,24.437,3.988,27.829,21.472,21.472,23.926,25.623,25.623,24.324,24.324,26.557,26.557,28.659,28.659,26.421,26.087,26.087,24.561,24.561,25.796,25.796,27.070,27.070,23.547,29.141,29.141,24.651,6r,3.988,6f,15.951
MK439167,6,27.070,27.070,27.068,22.222,23.006,10.429,24.074,23.692,30.515,31.833,30.515,30.034,28.328,30.573,27.338,27.338,23.765,22.531,25.240,27.160,30.634,21.914,21.914,19.444,30.547,30.547,25.767,25.767,24.038,24.038,30.128,30.128,21.914,28.231,28.231,31.410,31.410,22.667,22.667,28.938,28.938,28.395,29.582,29.582,30.128,6e,10.429,6u,19.444
MK439168,6,30.132,30.132,27.796,22.393,21.296,27.778,17.485,26.606,34.295,30.671,26.289,28.169,31.023,30.675,26.433,26.433,27.914,23.313,26.688,7.975,29.141,24.233,24.233,26.074,29.537,29.537,27.523,27.523,29.808,29.808,25.105,25.105,28.763,28.094,28.094,26.056,26.056,30.255,30.255,28.025,28.025,25.382,30.675,30.675,25.116,6r,7.975,6f,17.485
MK439170,6,26.821,26.821,25.879,19.018,18.210,25.309,17.178,26.380,31.731,26.201,28.634,27.465,24.645,29.141,23.492,23.492,23.620,19.632,24.116,5.521,26.300,21.472,21.472,23.620,27.817,27.817,25.153,25.153,25.240,25.240,23.140,23.140,26.846,24.080,24.080,26.349,26.349,25.796,25.796,26.433,26.433,24.540,29.022,29.022,22.477,6r,5.521,6f,17.178
MK439171,6,29.936,29.936,29.352,24.383,23.313,11.963,23.765,25.309,31.317,30.693,32.384,31.058,30.449,30.547,28.146,28.146,26.045,25.617,27.157,27.778,32.364,22.222,22.222,20.062,30.547,30.547,26.687,26.687,24.746,24.746,31.410,31.410,24.383,28.136,28.136,30.573,30.573,24.000,24.000,29.964,29.964,27.160,31.833,31.833,32.381,6e,11.963,6u,20.062
MK439172,6,25.641,25.641,25.085,21.779,22.293,20.679,23.006,24.540,27.063,29.582,28.435,25.498,27.607,26.282,21.656,21.656,18.712,7.362,23.926,21.779,27.607,20.859,20.859,20.859,28.620,28.620,26.074,26.074,23.853,23.853,24.390,24.390,23.620,23.810,23.810,27.070,27.070,25.237,25.237,24.762,24.762,27.523,28.528,28.528,27.619,6p,7.362,6o,18.712
MK439173,6,27.483,27.483,26.518,19.018,17.901,24.074,15.337,23.926,32.051,27.313,23.464,27.113,28.808,29.448,23.885,23.885,24.233,19.018,23.794,3.067,27.914,20.859,20.859,23.006,26.056,26.056,25.767,25.767,25.962,25.962,23.431,23.431,26.421,24.415,24.415,25.000,25.000,23.885,23.885,26.115,26.115,22.936,29.448,29.448,22.326,6r,3.067,6f,15.337
MK439174,6,28.344,28.344,27.444,23.148,23.620,9.816,23.457,23.765,31.618,31.833,30.515,29.352,29.393,31.210,26.335,26.335,22.830,22.840,25.000,27.469,30.877,20.679,20.679,16.975,28.296,28.296,25.767,25.767,21.127,21.127,31.410,31.410,19.136,27.986,27.986,30.449,30.449,22.000,22.000,29.242,29.242,28.704,29.260,29.260,30.794,6e,9.816,6u,16.975
MK439175,6,27.152,27.152,25.879,20.245,18.519,25.309,15.951,24.159,31.410,29.712,26.786,27.465,28.713,29.448,24.762,24.762,24.540,19.939,24.116,3.067,27.217,22.086,22.086,23.006,25.979,25.979,25.688,25.688,26.837,26.837,26.524,26.524,26.421,25.418,25.418,24.476,24.476,26.115,26.115,27.070,27.070,23.242,28.834,28.834,22.791,6r,3.067,6f,15.951
MK439176,6,27.152,27.152,24.920,20.859,19.753,23.692,16.564,24.771,31.410,27.876,24.615,28.620,23.585,28.421,24.841,24.841,22.973,19.632,24.116,6.748,26.687,22.699,22.699,23.006,26.236,26.236,25.688,25.688,24.691,24.691,25.000,25.000,26.756,27.090,27.090,26.433,26.433,26.115,26.115,26.752,26.752,24.465,28.136,28.136,24.537,6r,6.748,6f,16.564
MK439178,6,25.559,25.559,25.460,21.472,20.701,19.444,22.699,25.153,28.669,30.868,30.032,27.986,28.135,27.244,23.810,23.810,19.325,7.975,22.699,21.166,27.914,20.552,20.552,21.166,28.956,28.956,26.994,26.994,24.159,24.159,28.254,28.254,23.313,24.573,24.573,28.344,28.344,25.949,25.949,25.397,25.397,,28.834,28.834,24.051,6p,7.975,6o,19.325
MK439181,6,28.808,28.808,27.476,22.086,19.753,25.538,17.791,26.300,29.048,31.310,24.444,29.524,25.000,30.159,26.433,26.433,26.074,22.086,25.879,7.669,29.755,24.540,24.540,24.847,28.114,28.114,26.911,26.911,27.564,27.564,24.255,24.255,29.141,27.090,27.090,27.707,27.707,27.070,27.070,28.662,28.662,24.771,29.153,29.153,23.611,6r,7.669,6f,17.791
MK439182,6,26.667,26.667,29.097,23.765,23.620,11.963,22.769,25.000,32.000,31.438,31.915,30.667,28.333,28.662,28.470,28.470,23.151,23.148,26.462,26.235,31.884,20.370,20.370,19.753,28.475,28.475,25.846,25.846,23.411,23.411,30.573,30.573,20.679,26.923,26.923,30.769,30.769,21.502,21.502,28.881,28.881,27.692,30.225,30.225,32.381,6e,11.963,6u,19.753
MK439184,6,27.152,27.152,27.796,19.325,17.901,24.746,17.791,25.767,30.952,29.703,25.773,27.465,25.000,29.755,26.433,26.433,25.153,20.245,25.723,4.908,27.523,23.313,23.313,24.847,26.690,26.690,26.606,26.606,27.796,27.796,23.849,23.849,28.221,26.756,26.756,26.984,26.984,26.752,26.752,27.070,27.070,23.547,30.169,30.169,24.186,6r,4.908,6f,17.791
MK439185,6,25.796,25.796,28.834,22.531,23.926,10.736,22.222,25.309,31.317,31.746,32.177,32.154,29.524,29.582,28.617,28.617,22.508,22.115,25.000,25.926,31.803,20.370,20.370,19.753,28.939,28.939,25.538,25.538,22.456,22.456,31.731,31.731,20.988,28.136,28.136,31.410,31.410,25.000,25.000,31.410,31.410,25.309,30.547,30.547,28.205,6e,10.736,6u,19.753
MK439186,6,27.063,27.063,28.435,21.472,20.370,25.846,19.939,26.994,31.365,26.872,25.773,27.737,24.645,28.671,26.349,26.349,24.579,20.859,25.088,7.055,27.217,22.699,22.699,25.084,27.758,27.758,26.380,26.380,27.796,27.796,23.431,23.431,28.428,27.759,27.759,26.923,26.923,27.070,27.070,29.299,29.299,22.699,30.368,30.368,22.791,6r,7.055,6f,19.939
MK439187,6,26.821,26.821,26.837,19.018,17.901,23.765,15.337,24.233,29.808,29.073,22.680,26.408,28.808,29.448,24.522,24.522,24.847,18.712,24.116,3.374,27.217,20.859,20.859,23.006,26.056,26.056,25.767,25.767,25.559,25.559,25.915,25.915,25.753,25.418,25.418,24.476,24.476,24.841,24.841,26.752,26.752,22.324,27.607,27.607,23.721,6r,3.374,6f,15.337
MK439188,6,27.302,27.302,27.068,24.691,23.006,10.429,22.840,23.765,30.249,30.868,29.893,29.010,27.891,29.260,28.981,28.981,22.531,22.293,24.679,26.543,29.183,20.679,20.679,19.444,28.617,28.617,25.309,25.309,25.617,25.617,30.476,30.476,19.753,28.746,28.746,31.529,31.529,24.204,24.204,30.794,30.794,25.309,28.662,28.662,31.210,6e,10.429,6xc,19.753
MK439189,6,26.198,26.198,25.753,22.222,21.779,8.282,21.605,23.077,30.249,29.841,31.861,28.939,29.618,28.939,26.688,26.688,22.508,22.115,22.531,23.390,31.090,20.062,20.062,18.827,27.974,27.974,24.308,24.308,23.003,23.003,27.885,27.885,20.370,26.102,26.102,29.167,29.167,21.667,21.667,28.846,28.846,25.309,28.617,28.617,30.449,6e,8.282,6u,18.827
MK439190,6,27.244,27.244,27.425,22.222,20.859,8.896,21.914,23.692,31.673,31.023,31.560,29.010,30.128,28.617,26.752,26.752,22.293,20.370,23.718,25.309,30.545,20.988,20.988,17.284,28.296,28.296,25.460,25.460,23.323,23.323,30.159,30.159,17.901,26.441,26.441,29.618,29.618,23.000,23.000,29.299,29.299,26.235,29.618,29.618,32.381,6e,8.896,6xc,17.901
MK439192,6,25.497,25.497,25.879,19.632,17.901,23.765,15.644,24.847,31.090,29.073,22.905,27.273,28.477,29.755,23.248,23.248,24.233,19.325,23.794,5.521,27.445,20.245,20.245,22.699,26.408,26.408,24.540,24.540,25.000,25.000,23.013,23.013,26.380,23.077,23.077,25.478,25.478,23.885,23.885,26.115,26.115,21.407,26.336,26.336,21.860,6r,5.521,6f,15.644
MK439193,6,27.389,27.389,29.577,22.769,23.620,10.123,23.457,25.231,31.673,31.833,30.769,30.225,29.073,30.573,27.885,27.885,22.840,25.000,24.920,26.235,29.703,21.296,21.296,20.988,28.939,28.939,24.771,24.771,25.641,25.641,28.846,28.846,22.222,28.814,28.814,29.808,29.808,23.000,23.000,29.808,29.808,26.154,29.260,29.260,32.051,6e,10.123,6u,20.988
MK439194,6,26.733,26.733,25.240,21.166,18.210,24.691,16.871,23.242,31.317,30.351,26.667,28.269,24.510,29.487,26.984,26.984,25.460,20.245,26.045,5.521,27.523,22.086,22.086,22.086,26.335,26.335,25.994,25.994,25.763,25.763,28.659,28.659,27.301,24.573,24.573,26.899,26.899,26.115,26.115,27.619,27.619,23.242,30.368,30.368,25.110,6r,5.521,6f,16.871
MK439195,6,28.115,28.115,27.607,23.457,22.393,10.429,22.531,23.692,31.673,31.111,31.861,29.260,29.299,29.260,26.045,26.045,22.508,22.115,24.074,24.407,30.033,20.988,20.988,18.210,29.582,29.582,25.153,25.153,24.038,24.038,29.167,29.167,20.679,26.621,26.621,28.205,28.205,20.667,20.667,28.526,28.526,27.077,29.260,29.260,27.778,6e,10.429,6u,18.210
MK439196,6,27.152,27.152,25.559,20.245,19.136,24.691,16.258,22.936,32.051,30.032,24.227,27.113,28.383,30.368,25.159,25.159,24.540,20.245,25.723,5.828,27.523,21.779,21.779,24.233,26.335,26.335,23.649,23.649,25.559,25.559,28.049,28.049,26.756,24.252,24.252,23.790,23.790,25.796,25.796,27.707,27.707,23.242,28.528,28.528,24.186,6r,5.828,6f,16.258
MK439197,6,27.707,27.707,29.755,23.148,21.779,7.975,21.914,23.385,30.961,30.351,31.317,30.128,29.904,28.344,27.885,27.885,22.436,22.222,24.691,24.068,31.126,19.444,19.444,17.901,28.526,28.526,24.465,24.465,22.830,22.830,29.712,29.712,20.370,27.458,27.458,30.547,30.547,21.667,21.667,30.225,30.225,26.543,28.846,28.846,29.185,6e,7.975,6u,17.901
MK439198,6,27.619,27.619,27.333,21.914,22.393,10.429,22.531,23.077,30.249,30.225,31.317,29.936,28.526,29.260,26.335,26.335,23.148,21.338,25.309,25.617,29.577,20.062,20.062,18.210,29.904,29.904,25.153,25.153,25.309,25.309,29.618,29.618,20.679,27.301,27.301,28.662,28.662,22.293,22.293,29.299,29.299,27.778,27.389,27.389,29.618,6e,10.429,6u,18.210
MK439199,6,27.974,27.974,27.946,23.765,22.699,8.589,21.914,23.148,29.537,30.464,30.961,30.573,25.581,30.449,27.707,27.707,23.457,21.605,23.151,24.127,29.893,20.988,20.988,16.975,29.712,29.712,25.460,25.460,22.436,22.436,28.049,28.049,20.062,28.136,28.136,30.255,30.255,22.540,22.540,30.892,30.892,25.309,28.309,28.309,29.114,6e,8.589,6u,16.975
