Accession,AssignedGenotype,Subtype2aDistance,Subtype2aDistance,Subtype2bDistance,Subtype2bDistance,Subtype2cDistance,Subtype2dDistance,Subtype2eDistance,Subtype2fDistance,Subtype2fDistance,Subtype2iDistance,Subtype2jDistance,Subtype2jDistance,Subtype2kDistance,Subtype2lDistance,Subtype2lDistance,Subtype2mDistance,Subtype2mDistance,Subtype2qDistance,Subtype2qDistance,Subtype2rDistance,Subtype2tDistance,Subtype2uDistance,Subtype2vDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MG453700,2,7.953,7.953,18.443,18.443,16.393,16.550,17.970,16.516,16.516,17.379,17.932,17.932,16.413,22.041,22.041,17.202,17.202,16.507,16.507,16.573,17.805,16.356,16.901,2a,7.953,2u,16.356
MG453701,2,18.458,18.458,7.727,7.727,18.655,18.575,21.237,19.177,19.177,20.000,20.281,20.281,19.684,21.759,21.759,18.817,18.817,17.597,17.597,18.592,16.521,19.684,19.415,2b,7.727,2t,16.521
MG453702,2,17.640,17.640,5.527,5.527,17.076,16.998,20.070,17.926,17.926,18.596,18.936,18.936,17.942,21.094,21.094,18.085,18.085,16.864,16.864,17.521,15.605,19.007,18.586,2b,5.527,2t,15.605
MG453703,2,19.100,19.100,7.896,7.896,19.591,18.049,21.645,19.007,19.007,20.716,20.619,20.619,20.135,22.379,22.379,19.155,19.155,18.218,18.218,18.873,17.241,20.135,19.766,2b,7.896,2t,17.241
MG453704,2,18.995,18.995,6.825,6.825,19.555,18.235,21.295,19.560,19.560,20.222,20.702,20.702,19.899,21.553,21.553,18.300,18.300,18.161,18.161,18.986,17.076,19.966,19.134,2b,6.825,2t,17.076
MG453705,2,18.400,18.400,6.317,6.317,18.293,18.107,20.736,18.951,18.951,19.568,19.112,19.112,18.895,21.533,21.533,18.187,18.187,17.372,17.372,18.423,16.715,18.895,18.596,2b,6.317,2q,17.372
MG453706,2,18.283,18.283,7.219,7.219,18.198,17.991,21.028,18.331,18.331,19.708,19.626,19.626,19.571,21.002,21.002,18.873,18.873,17.428,17.428,18.423,17.183,19.515,19.006,2b,7.219,2q,17.428
MG453707,2,18.797,18.797,7.558,7.558,19.649,18.575,21.483,19.166,19.166,20.175,20.865,20.865,19.120,22.279,22.279,18.648,18.648,18.331,18.331,18.592,17.650,19.797,19.415,2b,7.558,2q,18.331
MG453708,2,18.049,18.049,6.881,6.881,18.198,17.874,20.561,18.105,18.105,19.415,19.100,19.100,19.064,21.151,21.151,17.634,17.634,17.654,17.654,16.958,16.949,18.556,18.889,2b,6.881,2r,16.958
MG453709,2,17.699,17.699,6.204,6.204,17.592,16.637,20.760,17.362,17.362,19.229,19.170,19.170,18.725,21.364,21.364,18.218,18.218,17.146,17.146,17.690,15.137,17.992,18.538,2b,6.204,2t,15.137
MG453710,2,18.458,18.458,6.712,6.712,18.655,18.283,20.561,19.402,19.402,19.708,19.918,19.918,20.023,21.433,21.433,18.479,18.479,17.541,17.541,18.197,17.300,19.233,18.889,2b,6.712,2q,17.541
MG453711,2,18.703,18.703,6.881,6.881,18.033,18.889,20.970,18.556,18.556,19.368,19.871,19.871,19.120,21.545,21.545,18.151,18.151,17.372,17.372,18.151,16.822,19.459,19.123,2b,6.881,2q,17.372
MG453712,2,9.357,9.357,18.725,18.725,16.569,17.778,18.166,16.460,16.460,17.330,17.895,17.895,16.300,21.915,21.915,15.341,15.341,17.372,17.372,16.300,18.214,17.259,17.018,2a,9.357,2m,15.341
MG453713,2,19.042,19.042,7.614,7.614,18.947,18.984,21.645,19.853,19.853,20.526,20.164,20.164,19.797,22.097,22.097,19.155,19.155,18.331,18.331,19.099,17.241,20.135,19.766,2b,7.614,2t,17.241
MG453714,2,18.808,18.808,7.163,7.163,19.357,18.341,20.853,19.222,19.222,20.117,20.105,20.105,20.079,22.548,22.548,17.746,17.746,17.766,17.766,18.648,16.949,19.402,18.713,2b,7.163,2q,17.766
MG453715,2,17.980,17.980,6.937,6.937,18.304,17.465,20.117,17.813,17.813,18.713,18.834,18.834,19.233,21.376,21.376,17.849,17.849,17.090,17.090,17.521,15.839,18.613,18.304,2b,6.937,2t,15.839
MG453716,2,17.056,17.056,5.418,5.418,17.719,16.881,20.117,17.212,17.212,18.947,17.980,17.980,18.341,20.767,20.767,17.813,17.813,17.043,17.043,17.475,15.371,18.454,18.713,2b,5.418,2t,15.371
MG453717,2,7.310,7.310,17.972,17.972,16.715,16.199,18.017,16.009,16.009,16.686,17.018,17.018,16.187,20.293,20.293,15.558,15.558,15.897,15.897,15.454,18.235,15.775,17.018,2a,7.310,2r,15.454
MG453718,2,16.813,16.813,6.148,6.148,17.368,16.647,20.257,17.249,17.249,19.181,18.819,18.819,18.387,20.744,20.744,17.849,17.849,16.187,16.187,17.803,15.546,18.049,17.251,2b,6.148,2q,16.187
MG453719,2,17.407,17.407,6.035,6.035,18.644,16.881,20.678,18.377,18.377,19.238,18.878,18.878,18.895,21.590,21.590,17.849,17.849,17.315,17.315,17.859,16.306,18.443,18.480,2b,6.035,2t,16.306
MG453720,2,17.757,17.757,5.697,5.697,17.884,17.582,20.595,18.161,18.161,19.813,19.112,19.112,18.218,20.417,20.417,18.018,18.018,17.531,17.531,17.972,15.780,18.331,18.421,2b,5.697,2t,15.780
MG453721,2,8.129,8.129,17.915,17.915,16.335,17.310,18.070,16.911,16.911,16.979,17.544,17.544,15.849,21.296,21.296,16.131,16.131,16.752,16.752,16.187,18.703,16.582,17.719,2a,8.129,2k,15.849
MG453722,2,17.932,17.932,7.731,7.731,18.012,17.932,20.678,19.018,19.018,19.591,19.579,19.579,19.018,21.614,21.614,18.320,18.320,17.551,17.551,18.320,17.008,18.930,18.713,2b,7.731,2q,17.551
MG453723,2,17.699,17.699,6.430,6.430,18.070,17.699,20.502,18.838,18.838,19.123,18.819,18.819,18.613,21.702,21.702,17.915,17.915,17.484,17.484,18.535,16.598,17.936,18.246,2b,6.430,2q,17.484
MG453724,2,17.757,17.757,5.189,5.189,17.953,16.998,19.895,17.982,17.982,19.006,19.170,19.170,18.838,20.822,20.822,18.423,18.423,16.920,16.920,18.197,16.306,19.064,18.363,2b,5.189,2q,16.920
MG453725,2,19.393,19.393,7.332,7.332,19.532,18.166,21.295,19.966,19.966,20.690,20.853,20.853,20.643,22.492,22.492,19.538,19.538,18.613,18.613,19.944,18.293,20.079,20.000,2b,7.332,2q,18.613
MG453726,2,20.035,20.035,10.039,10.039,20.643,20.152,22.371,21.082,21.082,21.754,21.203,21.203,20.812,22.604,22.604,19.944,19.944,19.515,19.515,19.775,18.819,21.263,21.111,2b,10.039,2q,19.515
MG453727,2,18.166,18.166,7.445,7.445,19.181,18.166,21.120,18.951,18.951,19.825,20.573,20.573,19.910,21.871,21.871,18.761,18.761,17.992,17.992,18.648,16.891,19.402,19.649,2b,7.445,2t,16.891
MG453728,2,18.713,18.713,7.449,7.449,19.240,19.217,21.988,20.090,20.090,20.819,20.269,20.269,20.542,22.391,22.391,19.289,19.289,19.018,19.018,19.617,17.826,19.582,19.649,2b,7.449,2t,17.826
MG453729,2,19.159,19.159,8.573,8.573,19.766,17.991,21.366,19.775,19.775,21.185,20.549,20.549,19.786,22.604,22.604,20.394,20.394,18.274,18.274,19.549,18.819,20.305,19.521,2b,8.573,2q,18.274
MG453730,2,17.523,17.523,5.697,5.697,17.905,17.173,19.662,17.879,17.879,19.181,18.410,18.410,18.725,20.293,20.293,17.183,17.183,16.413,16.413,17.239,16.482,17.766,17.310,2b,5.697,2q,16.413
MG453731,2,17.251,17.251,5.866,5.866,18.326,16.784,20.210,17.710,17.710,18.830,18.808,18.808,18.387,21.139,21.139,17.136,17.136,16.638,16.638,18.274,16.189,17.766,17.544,2b,5.866,2q,16.638
MG453732,2,17.640,17.640,6.035,6.035,17.613,17.056,20.093,17.766,17.766,18.655,19.053,19.053,17.879,20.970,20.970,17.634,17.634,16.356,16.356,17.521,15.839,17.936,18.070,2b,6.035,2q,16.356
MG453733,2,20.152,20.152,8.517,8.517,19.942,19.276,21.754,19.797,19.797,20.994,20.807,20.807,20.530,22.561,22.561,19.233,19.233,18.895,18.895,19.718,17.826,20.248,19.766,2b,8.517,2t,17.826
MG453734,2,8.012,8.012,18.725,18.725,16.442,16.140,17.046,16.516,16.516,16.569,17.018,17.018,16.018,21.082,21.082,15.727,15.727,15.954,15.954,15.510,17.911,16.695,16.784,2a,8.012,2r,15.510
MG453735,2,17.932,17.932,6.317,6.317,18.256,18.341,20.478,18.895,18.895,19.649,19.755,19.755,19.289,21.408,21.408,17.859,17.859,17.259,17.259,18.197,16.540,18.951,18.889,2b,6.317,2q,17.259
MG453736,2,8.421,8.421,19.662,19.662,18.501,17.953,19.498,17.982,17.982,18.618,20.117,20.117,18.049,23.224,23.224,18.443,18.443,18.664,18.664,18.049,19.638,18.049,19.415,2a,8.421,2f,17.982
MG453737,2,19.393,19.393,7.727,7.727,19.860,19.393,22.287,20.361,20.361,20.877,20.339,20.339,20.756,22.899,22.899,19.549,19.549,19.120,19.120,19.437,18.235,20.643,20.351,2b,7.727,2q,19.120
MG454023,2,8.596,8.596,17.690,17.690,16.628,16.530,17.445,16.178,16.178,16.862,18.001,18.001,16.638,21.183,21.183,16.469,16.469,16.967,16.967,16.187,18.235,16.234,17.018,2a,8.596,2r,16.187
MG454024,2,17.485,17.485,6.941,6.941,17.661,17.778,20.070,18.623,18.623,19.006,19.064,19.064,18.658,20.711,20.711,17.381,17.381,16.930,16.930,17.777,16.131,17.720,18.246,2b,6.941,2q,16.930
MG454028,2,18.283,18.283,6.768,6.768,18.783,17.815,21.308,18.207,18.207,20.000,19.334,19.334,19.571,21.421,21.421,18.817,18.817,17.315,17.315,18.592,17.066,19.120,18.538,2b,6.768,2q,17.315
MG454039,2,8.070,8.070,17.915,17.915,16.969,17.135,18.118,17.587,17.587,17.799,18.352,18.352,16.864,21.678,21.678,15.887,15.887,17.778,17.778,16.751,18.819,17.362,18.304,2a,8.070,2m,15.887
MG454053,2,17.544,17.544,5.527,5.527,17.681,16.433,20.234,17.700,17.700,18.129,18.681,18.681,18.387,21.070,21.070,17.531,17.531,16.864,16.864,17.766,16.297,18.500,17.953,2b,5.527,2q,16.864
MG454081,2,18.166,18.166,6.885,6.885,18.198,17.640,20.619,18.905,18.905,19.883,19.685,19.685,18.613,21.106,21.106,18.264,18.264,17.823,17.823,18.489,17.358,18.228,18.713,2b,6.885,2q,17.823
MG454085,2,17.815,17.815,5.697,5.697,18.596,17.290,20.303,18.387,18.387,19.415,19.462,19.462,18.895,21.251,21.251,17.465,17.465,17.936,17.936,18.197,16.248,18.443,18.187,2b,5.697,2t,16.248
MG454101,2,18.830,18.830,6.768,6.768,19.181,18.925,21.495,19.233,19.233,20.585,20.409,20.409,19.966,22.210,22.210,18.782,18.782,18.331,18.331,18.817,17.358,19.233,19.345,2b,6.768,2t,17.358
MG454102,2,18.750,18.750,8.122,8.122,18.666,18.692,20.432,18.838,18.838,20.409,20.164,20.164,19.684,22.379,22.379,18.592,18.592,18.049,18.049,18.310,18.352,19.910,19.883,2b,8.122,2q,18.049
MG454121,2,17.523,17.523,6.261,6.261,17.650,17.056,19.626,17.982,17.982,18.644,18.177,18.177,19.064,21.026,21.026,17.905,17.905,17.484,17.484,18.254,16.248,17.936,17.953,2b,6.261,2t,16.248
MG454123,2,19.685,19.685,8.686,8.686,19.708,18.750,22.079,20.135,20.135,20.994,20.794,20.794,20.135,23.407,23.407,19.211,19.211,19.177,19.177,20.000,17.943,20.079,19.708,2b,8.686,2t,17.943
MG454143,2,7.193,7.193,17.634,17.634,16.735,16.491,18.145,17.193,17.193,17.447,17.485,17.485,16.300,21.026,21.026,17.090,17.090,16.394,16.394,16.187,18.060,16.526,16.784,2a,7.193,2r,16.187
MG454147,2,18.867,18.867,7.896,7.896,18.947,18.925,21.846,19.402,19.402,20.117,20.281,20.281,19.571,22.085,22.085,19.628,19.628,18.218,18.218,19.211,17.884,20.305,19.942,2b,7.896,2q,18.218
MG454150,2,17.932,17.932,5.753,5.753,18.139,16.881,19.860,17.813,17.813,18.538,19.042,19.042,19.177,21.207,21.207,17.746,17.746,16.695,16.695,17.690,16.131,18.669,18.772,2b,5.753,2q,16.695
MG454162,2,18.049,18.049,7.389,7.389,19.485,18.692,21.729,19.120,19.120,20.351,19.685,19.685,19.571,21.871,21.871,18.761,18.761,17.879,17.879,19.595,17.348,19.289,19.357,2b,7.389,2q,17.879
MG454163,2,17.523,17.523,18.658,18.658,17.623,17.602,19.743,17.372,17.372,18.198,18.363,18.363,17.484,22.635,22.635,17.033,17.033,16.122,16.122,15.727,19.276,14.930,17.348,2u,14.930,2r,15.727
MG454167,2,8.070,8.070,19.233,19.233,16.452,16.901,18.049,17.080,17.080,16.979,17.602,17.602,15.680,21.477,21.477,15.792,15.792,17.295,17.295,16.300,18.936,16.638,17.661,2a,8.070,2k,15.680
MG454171,2,18.867,18.867,7.163,7.163,19.415,18.447,21.483,19.109,19.109,20.292,20.748,20.748,19.966,22.548,22.548,19.042,19.042,18.443,18.443,19.549,16.832,19.853,19.298,2b,7.163,2t,16.832
MG454173,2,17.056,17.056,18.535,18.535,15.097,15.965,16.540,16.000,16.000,17.506,16.404,16.404,16.018,21.421,21.421,16.808,16.808,15.792,15.792,15.623,17.826,17.080,15.605,2r,15.623,2q,15.792
MG454194,2,17.076,17.076,17.813,17.813,9.022,16.316,18.421,16.122,16.122,16.920,17.310,17.310,15.623,22.097,22.097,17.541,17.541,16.413,16.413,16.695,19.462,17.541,16.725,2c,9.022,2k,15.623
MG454197,2,18.166,18.166,6.208,6.208,18.480,17.991,20.152,18.905,18.905,19.484,19.521,19.521,18.623,21.163,21.163,17.587,17.587,17.381,17.381,18.771,15.897,18.962,18.655,2b,6.208,2t,15.897
MG454207,2,17.056,17.056,17.690,17.690,8.202,15.789,17.368,15.567,15.567,16.452,17.300,17.300,15.558,21.746,21.746,16.356,16.356,16.526,16.526,16.404,17.932,17.259,15.888,2c,8.202,2f,15.567
MG454211,2,19.393,19.393,9.424,9.424,20.363,20.093,21.904,20.824,20.824,21.404,21.508,21.508,20.711,22.955,22.955,19.729,19.729,19.357,19.357,19.842,18.995,21.050,20.760,2b,9.424,2q,19.357
MG454212,2,18.633,18.633,5.753,5.753,18.246,17.757,20.770,18.951,18.951,19.298,19.813,19.813,19.007,21.489,21.489,17.859,17.859,17.372,17.372,18.592,16.482,19.007,18.830,2b,5.753,2q,17.372
MG454213,2,16.005,16.005,17.869,17.869,14.411,15.146,17.719,16.122,16.122,15.105,16.988,16.988,13.867,20.688,20.688,14.890,14.890,14.713,14.713,14.100,18.352,16.187,14.845,2k,13.867,2r,14.100
MG454223,2,7.368,7.368,18.782,18.782,16.393,16.374,18.012,16.685,16.685,16.803,16.667,16.667,15.680,21.239,21.239,15.680,15.680,16.153,16.153,16.469,18.118,16.526,17.076,2a,7.368,2m,15.680
MG454226,2,17.139,17.139,17.416,17.416,7.506,16.017,17.494,15.897,15.897,15.503,16.312,16.312,15.043,21.697,21.697,16.695,16.695,16.353,16.353,16.410,19.079,17.151,16.125,2c,7.506,2k,15.043
MG454247,2,18.039,18.039,5.866,5.866,19.075,17.699,20.794,18.951,18.951,19.871,19.217,19.217,19.853,21.815,21.815,18.085,18.085,17.597,17.597,18.197,16.540,19.391,18.772,2b,5.866,2t,16.540
MG454248,2,8.830,8.830,19.324,19.324,17.613,17.544,18.097,17.644,17.644,17.857,18.410,18.410,16.751,22.141,22.141,17.362,17.362,17.123,17.123,16.638,18.155,16.234,17.251,2a,8.830,2u,16.234
MG454251,2,19.159,19.159,8.573,8.573,19.532,18.925,22.105,19.966,19.966,20.775,20.865,20.865,20.079,22.492,22.492,19.120,19.120,18.725,18.725,19.662,18.352,19.741,19.708,2b,8.573,2q,18.725
MG454259,2,17.231,17.231,6.377,6.377,17.379,17.114,19.603,17.551,17.551,18.830,18.527,18.527,18.397,20.474,20.474,17.644,17.644,17.099,17.099,17.869,15.956,18.905,17.895,2b,6.377,2t,15.956
MG454261,2,17.932,17.932,6.655,6.655,18.129,17.874,19.685,18.366,18.366,18.655,19.579,19.579,18.884,21.646,21.646,17.408,17.408,17.428,17.428,18.648,15.839,18.782,18.819,2b,6.655,2t,15.839
MG454262,2,7.719,7.719,18.310,18.310,17.096,16.374,17.417,17.033,17.033,16.920,17.699,17.699,16.300,21.082,21.082,15.380,15.380,16.258,16.258,16.356,18.506,15.727,17.602,2a,7.719,2u,15.727
MG454265,2,14.136,14.136,17.372,17.372,16.159,16.023,17.602,15.878,15.878,18.070,16.881,16.881,16.253,20.643,20.643,16.018,16.018,15.801,15.801,16.742,19.462,17.212,16.764,2a,14.136,2q,15.801
MG454271,2,18.830,18.830,8.291,8.291,19.145,18.304,21.145,19.064,19.064,19.672,21.053,21.053,20.135,22.492,22.492,19.177,19.177,17.992,17.992,19.064,17.884,19.289,19.181,2b,8.291,2q,17.992
MG454277,2,17.640,17.640,5.415,5.415,18.070,17.699,20.070,17.587,17.587,18.889,18.750,18.750,18.940,20.699,20.699,17.239,17.239,17.033,17.033,17.408,16.014,18.613,18.469,2b,5.415,2t,16.014
MG454287,2,17.251,17.251,6.204,6.204,17.857,17.193,20.222,18.161,18.161,19.766,18.692,18.692,18.669,20.631,20.631,17.936,17.936,16.977,16.977,17.992,16.949,18.669,18.480,2b,6.204,2q,16.977
MG454297,2,19.393,19.393,7.953,7.953,19.485,18.633,21.587,19.515,19.515,20.292,20.444,20.444,19.571,21.940,21.940,18.761,18.761,18.556,18.556,19.268,18.410,19.571,19.883,2b,7.953,2q,18.556
MG454299,2,17.757,17.757,6.712,6.712,18.187,17.407,20.561,17.936,17.936,19.591,19.112,19.112,18.613,21.308,21.308,17.399,17.399,16.582,16.582,17.408,16.014,18.951,18.363,2b,6.712,2q,16.582
MG454306,2,8.421,8.421,19.335,19.335,18.219,18.070,19.100,17.992,17.992,18.501,18.713,18.713,17.833,22.786,22.786,17.946,17.946,17.892,17.892,17.551,20.152,17.664,18.538,2a,8.421,2r,17.551
MG454321,2,18.713,18.713,7.389,7.389,19.848,18.830,20.702,19.346,19.346,20.058,20.058,20.058,20.135,21.477,21.477,18.782,18.782,17.766,17.766,18.725,17.124,20.135,19.591,2b,7.389,2q,17.766
MG454325,2,19.393,19.393,8.291,8.291,19.368,18.984,21.262,18.838,18.838,20.234,20.397,20.397,19.853,22.561,22.561,19.144,19.144,18.218,18.218,19.155,16.832,19.595,19.181,2b,8.291,2t,16.832
MG454336,2,17.348,17.348,7.332,7.332,17.836,17.348,19.568,18.433,18.433,19.298,19.112,19.112,18.940,20.519,20.519,17.465,17.465,17.090,17.090,17.465,15.371,18.387,18.596,2b,7.332,2t,15.371
MG454338,2,9.181,9.181,19.131,19.131,17.613,17.544,18.995,17.823,17.823,18.501,18.750,18.750,17.494,22.717,22.717,17.368,17.368,17.865,17.865,17.777,19.451,18.049,18.421,2a,9.181,2k,17.494
MG454340,2,17.640,17.640,6.543,6.543,18.012,17.114,20.070,17.531,17.531,19.064,18.447,18.447,17.926,20.756,20.756,17.577,17.577,16.356,16.356,17.465,15.313,18.274,18.703,2b,6.543,2t,15.313
MG454346,2,18.713,18.713,7.050,7.050,18.655,18.341,20.526,18.838,18.838,20.058,19.579,19.579,19.515,21.308,21.308,17.823,17.823,17.823,17.823,18.197,16.715,19.064,19.006,2b,7.050,2t,16.715
MG454347,2,18.750,18.750,5.979,5.979,18.724,17.757,20.828,18.602,18.602,19.766,19.498,19.498,19.853,21.722,21.722,18.310,18.310,17.484,17.484,18.930,17.124,19.380,19.064,2b,5.979,2q,17.484
MG454354,2,17.661,17.661,7.276,7.276,18.315,17.465,20.468,18.331,18.331,19.014,19.053,19.053,18.556,21.477,21.477,17.484,17.484,17.202,17.202,17.746,16.482,19.515,18.304,2b,7.276,2q,17.202
MG454355,2,17.991,17.991,7.614,7.614,18.724,18.166,20.653,19.684,19.684,20.058,19.813,19.813,19.233,21.759,21.759,18.873,18.873,17.202,17.202,18.028,16.482,19.684,19.123,2b,7.614,2q,17.202
MG454360,2,17.815,17.815,6.712,6.712,18.081,18.283,19.918,18.828,18.828,18.596,19.393,19.393,19.402,21.308,21.308,17.972,17.972,17.484,17.484,18.423,16.423,19.007,18.538,2b,6.712,2t,16.423
MG454361,2,7.485,7.485,18.254,18.254,15.984,15.965,17.193,16.291,16.291,16.393,16.901,16.901,15.962,21.082,21.082,15.962,15.962,16.714,16.714,15.558,18.516,16.300,17.076,2a,7.485,2r,15.558
MG454363,2,17.231,17.231,7.783,7.783,18.118,17.465,20.386,18.049,18.049,19.462,19.100,19.100,18.412,21.038,21.038,18.074,18.074,17.259,17.259,17.803,16.774,18.782,18.655,2b,7.783,2q,17.259
MG454364,2,17.815,17.815,6.599,6.599,18.070,18.107,20.619,18.782,18.782,19.766,19.521,19.521,18.951,21.759,21.759,19.042,19.042,17.710,17.710,18.704,16.715,18.725,17.953,2b,6.599,2t,16.715
MG454365,2,9.649,9.649,20.056,20.056,18.571,18.772,20.292,18.771,18.771,18.970,19.415,19.415,18.274,22.943,22.943,18.782,18.782,18.451,18.451,18.443,20.748,18.556,19.229,2a,9.649,2k,18.274
MG454379,2,7.076,7.076,18.556,18.556,16.208,16.316,17.066,16.347,16.347,17.037,17.358,17.358,15.510,21.014,21.014,16.526,16.526,16.695,16.695,16.187,18.575,16.516,16.257,2a,7.076,2k,15.510
MG454388,2,19.123,19.123,9.306,9.306,19.379,18.830,21.520,19.617,19.617,20.351,20.058,20.058,19.335,22.109,22.109,19.177,19.177,18.500,18.500,19.064,17.884,19.684,18.878,2b,9.306,2q,18.500
MG454409,2,18.947,18.947,7.953,7.953,19.555,18.129,21.170,19.741,19.741,20.258,20.292,20.292,20.192,22.617,22.617,19.120,19.120,18.613,18.613,19.853,18.644,19.628,19.181,2b,7.953,2q,18.613
MG454420,2,7.778,7.778,17.992,17.992,17.681,16.959,18.772,16.855,16.855,17.740,18.363,18.363,16.789,21.577,21.577,16.751,16.751,17.094,17.094,16.695,19.287,16.638,17.427,2a,7.778,2r,16.695
MG454421,2,8.070,8.070,17.315,17.315,16.628,15.848,17.300,15.727,15.727,17.681,17.661,17.661,16.131,21.014,21.014,16.291,16.291,16.410,16.410,16.516,18.644,15.962,17.368,2a,8.070,2f,15.727
MG454437,2,8.363,8.363,20.023,20.023,17.671,17.602,18.830,17.982,17.982,17.730,18.187,18.187,17.090,22.435,22.435,16.685,16.685,17.123,17.123,16.977,19.696,17.315,18.012,2a,8.363,2m,16.685
MG454445,2,16.667,16.667,19.549,19.549,17.857,17.602,19.217,18.264,18.264,18.783,17.778,17.778,16.808,22.999,22.999,17.202,17.202,17.033,17.033,16.948,19.988,16.808,17.427,2u,16.808,2k,16.808
MG454453,2,16.939,16.939,6.768,6.768,17.475,17.757,19.918,17.926,17.926,18.644,18.097,18.097,18.218,20.744,20.744,18.187,18.187,16.131,16.131,17.746,16.189,17.484,17.135,2b,6.768,2q,16.131
MG454454,2,17.640,17.640,7.501,7.501,18.830,17.465,20.525,19.064,19.064,19.521,19.287,19.287,18.613,21.263,21.263,17.803,17.803,17.259,17.259,17.577,16.365,19.064,18.889,2b,7.501,2q,17.259
MG454455,2,18.516,18.516,6.490,6.490,18.177,17.874,20.828,18.556,18.556,19.696,19.626,19.626,18.895,21.727,21.727,17.915,17.915,17.325,17.325,18.828,15.546,18.341,18.586,2b,6.490,2t,15.546
MG454476,2,17.523,17.523,6.204,6.204,17.884,17.523,19.767,18.049,18.049,18.947,19.462,19.462,18.500,21.151,21.151,17.408,17.408,17.362,17.362,18.028,16.657,18.669,17.836,2b,6.204,2q,17.362
MG454477,2,18.830,18.830,8.235,8.235,19.415,18.516,21.930,18.500,18.500,20.292,20.105,20.105,20.023,21.940,21.940,19.289,19.289,17.879,17.879,19.437,17.826,19.402,19.415,2b,8.235,2q,17.879
MG454499,2,19.825,19.825,9.193,9.193,20.375,19.240,21.742,21.038,21.038,21.345,21.216,21.216,20.519,23.563,23.563,19.797,19.797,18.556,18.556,19.515,18.352,20.192,20.585,2b,9.193,2q,18.556
MG454529,2,8.889,8.889,19.177,19.177,18.432,18.187,18.739,17.982,17.982,19.145,19.181,19.181,18.387,22.579,22.579,17.756,17.756,18.426,18.426,17.146,19.860,17.992,17.778,2a,8.889,2r,17.146
MG454533,2,18.049,18.049,6.091,6.091,18.410,17.523,20.770,18.274,18.274,18.995,18.878,18.878,18.725,21.207,21.207,18.074,18.074,17.428,17.428,18.468,17.008,18.669,18.187,2b,6.091,2q,17.428
MG454536,2,7.135,7.135,17.587,17.587,16.110,16.433,17.259,16.300,16.300,16.335,16.842,16.842,15.059,20.315,20.315,16.018,16.018,16.011,16.011,15.623,18.001,15.792,16.257,2a,7.135,2k,15.059
MG454560,2,18.389,18.389,6.599,6.599,18.772,17.465,20.619,18.997,18.997,19.766,19.170,19.170,18.274,21.038,21.038,18.704,18.704,17.315,17.315,18.085,16.949,18.331,18.129,2b,6.599,2q,17.315
MG454564,2,17.699,17.699,6.261,6.261,18.538,17.290,20.537,18.546,18.546,19.649,18.575,18.575,19.346,21.421,21.421,18.310,18.310,17.315,17.315,18.085,16.774,19.064,19.006,2b,6.261,2q,17.315
MG454601,2,17.815,17.815,6.599,6.599,18.304,17.173,20.163,18.546,18.546,18.947,19.112,19.112,18.997,21.477,21.477,18.028,18.028,17.372,17.372,17.972,16.598,18.951,18.819,2b,6.599,2q,17.372
MG454614,2,17.407,17.407,6.486,6.486,17.895,16.822,19.592,17.700,17.700,18.889,18.925,18.925,18.613,21.139,21.139,17.577,17.577,17.428,17.428,17.296,15.546,18.049,18.129,2b,6.486,2t,15.546
MG454628,2,15.965,15.965,17.511,17.511,15.114,5.614,18.246,13.134,13.134,15.515,17.018,17.018,15.962,21.477,21.477,16.751,16.751,15.502,15.502,14.664,18.293,16.920,15.088,2d,5.614,2f,13.134
MG454645,2,15.614,15.614,19.268,19.268,15.641,17.895,18.772,17.090,17.090,17.974,17.953,17.953,5.697,21.702,21.702,16.685,16.685,14.608,14.608,15.398,19.112,16.629,16.491,2k,5.697,2q,14.608
MG454647,2,18.283,18.283,7.276,7.276,19.006,17.874,20.828,19.007,19.007,19.532,19.100,19.100,19.289,22.028,22.028,18.648,18.648,18.218,18.218,18.704,17.417,19.628,18.889,2b,7.276,2q,18.218
MG454650,2,16.131,16.131,18.615,18.615,16.442,16.189,18.283,16.543,16.543,17.379,17.056,17.056,15.048,21.566,21.566,16.487,16.487,14.294,14.294,15.909,19.217,15.975,16.482,2q,14.294,2k,15.048
MG454654,2,18.166,18.166,6.599,6.599,18.772,17.523,20.899,18.320,18.320,19.532,19.170,19.170,18.895,20.970,20.970,18.817,18.817,16.638,16.638,17.352,16.774,19.459,18.713,2b,6.599,2q,16.638
MG454661,2,18.808,18.808,6.486,6.486,19.474,18.049,21.062,18.895,18.895,19.883,20.222,20.222,20.135,22.222,22.222,18.243,18.243,18.161,18.161,18.873,17.241,19.346,19.181,2b,6.486,2t,17.241
MG601775,2,16.827,16.827,17.673,17.673,7.249,15.863,18.706,15.250,15.250,15.236,15.061,15.061,14.773,21.123,21.123,17.467,17.467,15.608,15.608,16.259,18.843,16.608,16.462,2c,7.249,2k,14.773
MG601776,2,16.652,16.652,17.585,17.585,6.987,15.513,17.483,15.412,15.412,14.974,14.974,14.974,15.385,20.053,20.053,17.380,17.380,15.608,15.608,15.822,18.750,16.434,16.200,2c,6.987,2i,14.974
MG601777,2,16.214,16.214,17.848,17.848,7.162,15.513,17.745,15.776,15.776,15.587,15.236,15.236,15.647,20.677,20.677,17.380,17.380,15.785,15.785,15.909,18.661,16.521,16.375,2c,7.162,2j,15.236
