Accession,AssignedGenotype,Subtype3aDistance,Subtype3bDistance,Subtype3dDistance,Subtype3eDistance,Subtype3gDistance,Subtype3gDistance,Subtype3hDistance,Subtype3iDistance,Subtype3iDistance,Subtype3kDistance,Subtype3kDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
OK503111,3,6.213,20.366,19.882,20.227,22.157,22.157,27.775,21.620,21.620,24.610,24.610,3a,6.213,3d,19.882
OK503112,3,6.213,20.366,19.882,20.227,22.157,22.157,27.775,21.620,21.620,24.610,24.610,3a,6.213,3d,19.882
OK503113,3,6.213,20.366,19.882,20.227,22.157,22.157,27.775,21.620,21.620,24.610,24.610,3a,6.213,3d,19.882
OK503114,3,6.213,20.366,19.882,20.227,22.157,22.157,27.775,21.620,21.620,24.610,24.610,3a,6.213,3d,19.882
OK503115,3,6.267,20.420,19.936,20.227,22.210,22.210,27.828,21.674,21.674,24.664,24.664,3a,6.267,3d,19.936
OK503116,3,6.267,20.420,19.936,20.280,22.103,22.103,27.828,21.567,21.567,24.664,24.664,3a,6.267,3d,19.936
OK503117,3,6.213,20.366,19.882,20.227,22.157,22.157,27.775,21.620,21.620,24.610,24.610,3a,6.213,3d,19.882
OK503118,3,6.267,20.366,19.936,20.280,22.210,22.210,27.721,21.674,21.674,24.610,24.610,3a,6.267,3d,19.936
OK503119,3,6.213,20.366,19.882,20.227,22.157,22.157,27.775,21.620,21.620,24.610,24.610,3a,6.213,3d,19.882
OK503120,3,6.267,20.420,19.936,20.280,22.103,22.103,27.828,21.567,21.567,24.664,24.664,3a,6.267,3d,19.936
OK503121,3,6.267,20.420,19.936,20.280,22.103,22.103,27.828,21.567,21.567,24.664,24.664,3a,6.267,3d,19.936
OK503122,3,6.267,20.420,19.936,20.280,22.103,22.103,27.828,21.567,21.567,24.664,24.664,3a,6.267,3d,19.936
OK503123,3,5.848,20.000,13.450,22.941,22.353,22.353,25.000,20.588,20.588,22.561,22.561,3a,5.848,3d,13.450
OK503124,3,5.848,20.000,13.450,21.765,21.765,21.765,25.610,19.412,19.412,23.171,23.171,3a,5.848,3d,13.450
OK503125,3,5.882,20.000,13.529,21.765,21.765,21.765,25.767,19.412,19.412,23.171,23.171,3a,5.882,3d,13.529
OK503126,3,5.848,20.000,13.450,22.941,22.353,22.353,25.000,20.588,20.588,22.561,22.561,3a,5.848,3d,13.450
OK503127,3,5.848,20.000,13.450,22.941,22.353,22.353,25.000,20.588,20.588,22.561,22.561,3a,5.848,3d,13.450
OK503128,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503129,3,5.848,20.000,13.450,21.765,21.765,21.765,25.610,19.412,19.412,23.171,23.171,3a,5.848,3d,13.450
OK503130,3,5.263,19.412,13.450,22.353,22.941,22.941,25.000,20.000,20.000,23.780,23.780,3a,5.263,3d,13.450
OK503131,3,5.848,20.000,13.450,21.765,21.765,21.765,25.610,19.412,19.412,23.171,23.171,3a,5.848,3d,13.450
OK503132,3,7.018,19.412,12.865,21.765,22.353,22.353,25.000,19.412,19.412,23.780,23.780,3a,7.018,3d,12.865
OK503133,3,5.848,20.000,13.450,22.941,22.353,22.353,25.000,20.588,20.588,22.561,22.561,3a,5.848,3d,13.450
OK503134,3,5.848,20.000,13.450,22.941,22.353,22.353,25.000,20.588,20.588,22.561,22.561,3a,5.848,3d,13.450
OK503135,3,5.848,20.000,13.450,22.941,22.353,22.353,25.000,20.588,20.588,22.561,22.561,3a,5.848,3d,13.450
OK503136,3,5.263,20.588,14.035,22.353,22.353,22.353,25.000,20.000,20.000,22.561,22.561,3a,5.263,3d,14.035
OK503137,3,5.848,20.000,13.450,22.941,22.353,22.353,25.000,20.588,20.588,22.561,22.561,3a,5.848,3d,13.450
OK503138,3,5.848,20.000,13.450,21.765,21.765,21.765,25.610,19.412,19.412,23.171,23.171,3a,5.848,3d,13.450
OK503139,3,6.433,20.588,14.035,21.176,22.353,22.353,26.220,20.000,20.000,23.780,23.780,3a,6.433,3d,14.035
OK503140,3,5.263,20.588,14.035,22.353,22.353,22.353,25.000,20.000,20.000,22.561,22.561,3a,5.263,3d,14.035
OK503141,3,6.433,20.588,14.035,21.176,22.353,22.353,26.220,20.000,20.000,23.780,23.780,3a,6.433,3d,14.035
OK503142,3,5.848,20.000,13.450,22.941,22.353,22.353,25.000,20.588,20.588,22.561,22.561,3a,5.848,3d,13.450
OK503143,3,5.848,20.000,13.450,22.941,22.353,22.353,25.000,20.588,20.588,22.561,22.561,3a,5.848,3d,13.450
OK503144,3,5.263,20.588,14.035,22.353,22.353,22.353,25.000,20.000,20.000,22.561,22.561,3a,5.263,3d,14.035
OK503145,3,5.263,19.412,13.450,22.353,22.941,22.941,25.000,20.000,20.000,23.780,23.780,3a,5.263,3d,13.450
OK503146,3,5.848,20.000,13.450,21.765,21.765,21.765,25.610,19.412,19.412,23.171,23.171,3a,5.848,3d,13.450
OK503147,3,5.848,20.000,13.450,21.765,21.765,21.765,25.610,19.412,19.412,23.171,23.171,3a,5.848,3d,13.450
OK503148,3,6.433,20.588,14.035,21.176,22.353,22.353,26.220,20.000,20.000,23.780,23.780,3a,6.433,3d,14.035
OK503149,3,5.848,20.000,12.865,21.765,22.353,22.353,24.390,19.412,19.412,23.171,23.171,3a,5.848,3d,12.865
OK503150,3,5.848,20.000,13.450,22.941,22.353,22.353,25.000,20.588,20.588,22.561,22.561,3a,5.848,3d,13.450
OK503151,3,5.848,20.000,13.450,22.941,22.353,22.353,25.000,20.588,20.588,22.561,22.561,3a,5.848,3d,13.450
OK503152,3,6.433,20.588,14.035,21.176,21.176,21.176,25.610,20.000,20.000,22.561,22.561,3a,6.433,3d,14.035
OK503153,3,6.433,20.588,14.035,21.176,22.353,22.353,26.220,20.000,20.000,23.780,23.780,3a,6.433,3d,14.035
OK503154,3,5.848,20.000,13.450,21.765,21.765,21.765,25.610,19.412,19.412,23.171,23.171,3a,5.848,3d,13.450
OK503155,3,7.018,18.824,14.620,23.529,21.176,21.176,25.610,20.000,20.000,23.171,23.171,3a,7.018,3d,14.620
OK503156,3,5.848,20.000,13.450,22.941,22.353,22.353,25.000,20.588,20.588,22.561,22.561,3a,5.848,3d,13.450
OK503157,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503158,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503159,3,7.018,19.412,14.035,21.765,22.941,22.941,25.309,21.176,21.176,23.780,23.780,3a,7.018,3d,14.035
OK503160,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503161,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503162,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503163,3,5.848,19.412,14.035,21.765,22.941,22.941,25.926,20.000,20.000,24.390,24.390,3a,5.848,3d,14.035
OK503164,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503165,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503166,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503167,3,7.018,18.405,14.035,21.951,23.529,23.529,25.926,21.176,21.176,24.051,24.051,3a,7.018,3d,14.035
OK503168,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503169,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503170,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503171,3,7.018,19.412,14.035,22.941,21.935,21.935,26.543,20.245,20.245,20.896,20.896,3a,7.018,3d,14.035
OK503172,3,7.018,19.412,14.035,22.941,21.935,21.935,26.543,20.245,20.245,20.896,20.896,3a,7.018,3d,14.035
OK503173,3,7.018,19.412,14.035,22.941,21.935,21.935,26.543,20.245,20.245,20.896,20.896,3a,7.018,3d,14.035
OK503174,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503175,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503176,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503177,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503178,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503179,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503180,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503181,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503182,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503183,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503184,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503185,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503186,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503187,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503188,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503189,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503190,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503191,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503192,3,5.848,19.412,13.450,21.765,22.941,22.941,26.543,20.000,20.000,23.780,23.780,3a,5.848,3d,13.450
OK503193,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503194,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503195,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503196,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503197,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503198,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503199,3,6.471,18.824,13.529,22.353,22.941,22.941,26.087,20.588,20.588,24.390,24.390,3a,6.471,3d,13.529
OK503200,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503201,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503202,3,7.018,18.824,12.865,22.941,22.941,22.941,25.926,21.176,21.176,24.390,24.390,3a,7.018,3d,12.865
OK503203,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503204,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503205,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503206,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503207,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503208,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503209,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503210,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503211,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503212,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503213,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503214,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503215,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503216,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503217,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503218,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503219,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503220,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503221,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503222,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503223,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503224,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503225,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503226,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503227,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503228,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503229,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503230,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503231,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503232,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503233,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503234,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503235,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503236,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503237,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503238,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503239,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503240,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503241,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503242,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503243,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503244,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503245,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503246,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503247,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503248,3,6.433,18.824,13.450,22.353,22.941,22.941,25.926,20.588,20.588,24.390,24.390,3a,6.433,3d,13.450
OK503307,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503308,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503309,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503310,3,6.433,20.588,14.620,23.529,21.765,21.765,23.780,20.000,20.000,23.780,23.780,3a,6.433,3d,14.620
OK503311,3,6.433,20.000,14.620,22.941,22.353,22.353,23.780,21.176,21.176,23.780,23.780,3a,6.433,3d,14.620
OK503312,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503313,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503314,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503315,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503316,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503317,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503318,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503319,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503320,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503321,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503322,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503323,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503324,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503325,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503326,3,5.882,20.000,14.118,22.941,22.353,22.353,24.540,20.588,20.588,22.561,22.561,3a,5.882,3d,14.118
OK503327,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503328,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503329,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503330,3,5.882,20.000,14.118,22.941,22.353,22.353,24.540,20.588,20.588,22.561,22.561,3a,5.882,3d,14.118
OK503331,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503332,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503333,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503334,3,5.848,20.000,14.035,22.941,22.353,22.353,24.390,20.588,20.588,23.171,23.171,3a,5.848,3d,14.035
OK503618,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503619,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503620,3,6.977,21.094,13.178,19.531,25.000,25.000,26.891,19.531,19.531,23.770,23.770,3a,6.977,3d,13.178
OK503621,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503622,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503623,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503624,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503625,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503626,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503627,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503628,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503629,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503630,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503631,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503632,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503633,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503634,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503635,3,6.977,21.094,13.178,19.531,25.000,25.000,26.891,19.531,19.531,23.770,23.770,3a,6.977,3d,13.178
OK503636,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503637,3,6.977,21.094,13.178,19.531,25.000,25.000,26.891,19.531,19.531,23.770,23.770,3a,6.977,3d,13.178
OK503638,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503639,3,8.527,21.094,14.729,21.094,25.000,25.000,26.891,21.094,21.094,25.410,25.410,3a,8.527,3d,14.729
OK503640,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503641,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503642,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503643,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503644,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503645,3,6.977,21.094,13.178,19.531,25.000,25.000,26.891,19.531,19.531,23.770,23.770,3a,6.977,3d,13.178
OK503646,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503647,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503648,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503649,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503650,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503651,3,8.527,21.094,14.729,21.094,25.000,25.000,26.891,21.094,21.094,25.410,25.410,3a,8.527,3d,14.729
OK503652,3,6.977,21.094,13.178,19.531,25.000,25.000,26.891,19.531,19.531,23.770,23.770,3a,6.977,3d,13.178
OK503653,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503654,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503655,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503656,3,7.752,20.312,13.953,20.312,24.219,24.219,27.731,20.312,20.312,24.590,24.590,3a,7.752,3d,13.953
OK503657,3,5.942,20.236,19.400,19.678,20.923,20.923,28.380,21.137,21.137,23.308,23.308,3a,5.942,3d,19.400
OK503658,3,6.103,20.183,19.293,19.464,20.815,20.815,28.326,21.191,21.191,23.201,23.201,3a,6.103,3d,19.293
OK503659,3,5.942,20.236,19.400,19.678,20.923,20.923,28.380,21.137,21.137,23.308,23.308,3a,5.942,3d,19.400
OK503660,3,5.942,20.236,19.400,19.678,20.923,20.923,28.380,21.137,21.137,23.308,23.308,3a,5.942,3d,19.400
OK503661,3,5.942,20.236,19.453,19.786,20.976,20.976,28.380,21.084,21.084,23.416,23.416,3a,5.942,3d,19.453
OK503662,3,5.942,20.236,19.400,19.678,20.923,20.923,28.326,21.030,21.030,23.308,23.308,3a,5.942,3d,19.400
OK503663,3,5.996,20.290,19.453,19.732,20.976,20.976,28.433,21.191,21.191,23.362,23.362,3a,5.996,3d,19.453
