Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover
MK438514,6,71.333,300,6e,88.957,326,2780-2855,
MK438515,6,71.088,294,6xf,92.638,326,2771-2855,
MK438516,6,73.148,324,6p,92.638,326,2771-2855,
MK438517,6,73.538,325,6r,95.092,326,2771-2855,
MK438518,6,73.684,266,6e,92.331,326,2780-2855,
MK438519,8,68.778,221,8a,68.778,221,2794-2855,
MK438520,6,74.436,266,6e,92.331,326,2780-2855,
MK438521,6,72.531,324,6p,92.638,326,2771-2855,
MK438522,3,67.729,251,3d,68.952,248,2782-2855,
MK438523,6,73.163,313,6r,94.172,326,2771-2855,
MK438524,6,75.085,293,6xc,93.558,326,2771-2855,
MK438525,6,71.672,293,6e,90.123,324,2771-2855,
MK438526,6,72.355,293,6e,92.331,326,2771-2855,
MK438527,6,70.861,302,6s,91.104,326,2774-2855,
MK438528,6,74.920,311,6p,92.331,326,2771-2855,
MK438529,6,73.684,266,6e,92.638,326,2780-2855,
MK438530,1,70.662,317,1a,70.347,317,2762-2855,
MK438531,6,74.121,313,6r,95.706,326,2771-2855,
MK438532,6,74.441,313,6r,94.785,326,2771-2855,
MK438533,6,73.163,313,6r,95.399,326,2771-2855,
MK438534,6,70.859,326,6e,92.331,326,2771-2855,
MK438535,6,71.331,293,6e,90.741,324,2771-2855,
MK438536,6,72.848,302,6r,92.638,326,2771-2855,
MK438537,6,74.121,313,6r,96.626,326,2771-2855,
MK438538,6,69.939,326,6e,91.718,326,2771-2855,
MK438539,6,74.834,302,6r,93.558,326,2771-2855,
MK438540,6,71.672,293,6e,90.798,326,2771-2855,
MK438541,1,69.156,308,1a,68.831,308,2765-2855,
MK438542,6,74.121,313,6r,95.399,326,2771-2855,
MK438543,6,73.944,284,6e,90.184,326,2780-2855,
MK438544,8,71.041,221,8a,71.041,221,2794-2855,
MK438545,6,75.080,313,6r,95.706,326,2771-2855,
MK438546,6,70.245,326,6e,90.491,326,2771-2855,
MK438547,8,70.588,221,8a,70.588,221,2794-2855,
MK438548,6,80.064,311,6a,91.718,326,2771-2855,
MK438549,8,73.092,249,8a,73.092,249,2794-2855,
MK438550,6,72.222,324,6r,93.252,326,2771-2855,
MK438551,6,70.740,311,6e,91.411,326,2771-2855,
MK438552,8,68.778,221,8a,68.778,221,2794-2855,
MK438553,6,73.802,313,6r,95.092,326,2771-2855,
MK438554,6,71.166,326,6e,91.718,326,2771-2855,
MK438555,6,72.575,299,6e,93.558,326,2780-2855,
MK438556,6,73.592,284,6e,88.580,324,2780-2855,
MK438557,6,77.816,293,6xc,89.198,324,2771-2855,
MK438558,6,73.620,326,6e,90.798,326,2771-2855,
MK438559,3,68.013,297,3d,69.355,248,2782-2855,
MK438560,6,72.535,284,6e,89.877,326,2780-2855,
MK438561,6,70.859,326,6e,91.411,326,2771-2855,
MK438562,6,72.109,294,6xf,91.411,326,2771-2855,
MK438563,6,73.091,275,6s,93.252,326,2774-2855,
MK438564,6,79.470,302,6a,81.902,326,2771-2855,
MK438565,6,73.482,313,6r,92.331,326,2771-2855,
MK438566,6,75.000,284,6e,90.491,326,2780-2855,
MK438567,6,72.848,302,6r,95.399,326,2771-2855,
MK438568,6,70.859,326,6e,91.104,326,2771-2855,
MK438569,6,74.576,295,6p,90.798,326,2771-2855,
MK438570,6,69.775,311,6e,88.957,326,2771-2855,
MK438571,6,70.569,299,6e,92.331,326,2780-2855,
MK438572,6,73.592,284,6e,92.025,326,2780-2855,
MK438573,8,69.683,221,8a,69.683,221,2794-2855,
MK438574,6,73.765,324,6r,94.785,326,2771-2855,
MK438575,6,72.204,313,6r,95.092,326,2771-2855,
MK438576,6,70.990,293,6e,91.975,324,2771-2855,
MK438577,6,73.802,313,6r,96.012,326,2771-2855,
MK438578,6,73.802,313,6r,95.092,326,2771-2855,
MK438579,6,73.802,313,6r,96.626,326,2771-2855,
MK438580,6,78.086,324,6a,91.718,326,2771-2855,
MK438581,6,72.171,327,6e,90.798,326,2771-2855,
MK438582,6,73.684,266,6e,91.104,326,2780-2855,
MK438583,6,71.331,293,6e,90.184,326,2771-2855,
MK438584,8,70.588,221,8a,70.588,221,2794-2855,
MK438585,8,68.778,221,8a,68.778,221,2794-2855,
MK438586,1,68.506,308,1a,68.506,308,2765-2855,
MK438587,6,74.074,324,6p,92.638,326,2771-2855,
MK438588,6,72.026,311,6e,91.411,326,2771-2855,
MK438589,6,73.308,266,6e,89.877,326,2780-2855,
MK438590,6,72.524,313,6r,93.865,326,2771-2855,
MK438591,6,73.148,324,6p,92.331,326,2771-2855,
MK438592,6,71.479,284,6e,91.411,326,2780-2855,
MK438593,6,72.932,266,6e,91.718,326,2780-2855,
MK438594,6,73.379,293,6e,91.718,326,2771-2855,
MK438595,1,72.183,284,1a,70.662,317,2762-2855,
MK438596,6,71.483,263,6s,92.331,326,2774-2855,
MK438597,6,72.556,266,6e,91.718,326,2780-2855,
MK438598,6,73.765,324,6p,92.331,326,2771-2855,
MK438599,6,72.449,294,6xf,91.411,326,2771-2855,
MK438600,6,73.148,324,6p,91.718,326,2771-2855,
MK438601,6,72.696,293,6e,91.718,326,2771-2855,
MK438602,6,70.395,304,6s,92.638,326,2774-2855,
MK438603,6,73.163,313,6r,94.785,326,2771-2855,
MK438604,6,73.163,313,6r,93.558,326,2771-2855,
MK438605,6,71.287,303,6q,93.865,326,2771-2855,
MK438606,6,72.241,299,6e,92.025,326,2780-2855,
MK438607,6,73.379,293,6e,90.491,326,2771-2855,
MK438608,6,72.932,266,6e,91.718,326,2780-2855,
MK438609,6,73.482,313,6r,93.252,326,2771-2855,
MK438610,6,70.990,293,6e,91.104,326,2771-2855,
MK438611,6,71.331,293,6e,88.272,324,2771-2855,
MK438612,6,69.966,293,6e,88.889,324,2771-2855,
MK438613,6,73.148,324,6p,92.638,326,2771-2855,
MK438614,,,,,,,,
MK438615,6,75.254,295,6p,91.718,326,2771-2855,
MK438616,6,72.843,313,6r,96.319,326,2771-2855,
MK438617,6,72.014,293,6e,91.104,326,2771-2855,
MK438618,6,71.672,293,6e,90.798,326,2771-2855,
MK438619,6,71.331,293,6e,91.104,326,2771-2855,
MK438620,8,75.000,232,8a,75.000,232,2799-2855,
MK438621,6,73.064,297,6e,90.741,324,2780-2855,
MK438622,6,72.333,300,6e,91.104,326,2780-2855,
MK438623,6,72.355,293,6e,92.593,324,2771-2855,
MK438624,6,72.185,302,6r,91.104,326,2771-2855,
MK438625,6,72.109,294,6e,90.798,326,2771-2855,
MK438626,7,70.608,296,7a,70.608,296,2767-2855,
MK438627,6,75.000,300,6e,92.025,326,2780-2855,
MK438628,8,69.683,221,8a,69.683,221,2794-2855,
MK438629,6,75.080,313,6r,95.399,326,2771-2855,
MK438630,6,74.769,325,6xc,93.252,326,2771-2855,
MK438631,8,73.707,232,8a,73.707,232,2795-2855,
MK438632,6,72.524,313,6r,94.172,326,2771-2855,
MK438633,6,73.148,324,6p,92.331,326,2771-2855,
MK438634,6,72.696,293,6e,91.411,326,2771-2855,
MK438635,6,72.026,311,6e,92.331,326,2771-2855,
MK438636,8,69.796,245,8a,69.796,245,2794-2855,
MK438637,6,74.441,313,6r,95.399,326,2771-2855,
MK438638,6,73.482,313,6r,94.479,326,2771-2855,
MK438639,6,69.632,326,6e,88.957,326,2771-2855,
MK438640,6,71.704,311,6e,89.571,326,2771-2855,
MK438641,6,73.802,313,6r,93.865,326,2771-2855,
MK438642,6,74.074,324,6p,90.491,326,2771-2855,
MK438643,6,72.843,313,6r,95.399,326,2771-2855,
MK438644,6,72.185,302,6e,89.264,326,2771-2855,
MK438645,6,74.126,286,6xc,93.252,326,2771-2855,
MK438646,6,72.910,299,6e,91.411,326,2780-2855,
MK438647,6,74.441,313,6r,94.172,326,2771-2855,
MK438648,6,71.053,266,6e,90.798,326,2780-2855,
MK438649,6,74.920,311,6p,79.141,326,2771-2855,
MK438650,6,76.527,311,6a,88.344,326,2771-2855,
MK438651,6,69.966,293,6e,88.957,326,2771-2855,
MK438652,6,69.018,326,6e,89.571,326,2771-2855,
MK438653,8,71.041,221,8a,71.041,221,2794-2855,
MK438654,6,72.887,284,6e,90.491,326,2780-2855,
MK438655,6,73.313,326,6e,90.184,326,2771-2855,
MK438656,6,71.779,326,6e,89.264,326,2771-2855,
MK438657,8,73.478,230,8a,73.478,230,2800-2855,
MK438658,6,72.848,302,6r,94.479,326,2771-2855,
MK438659,6,74.760,313,6r,94.172,326,2771-2855,
MK438660,6,72.669,311,6e,87.730,326,2771-2855,
MK438661,6,71.672,293,6e,87.117,326,2771-2855,
MK438662,6,70.552,326,6e,90.491,326,2771-2855,
MK438663,6,72.699,326,6p,92.638,326,2771-2855,
MK438664,6,73.802,313,6r,95.706,326,2771-2855,
MK438665,6,72.355,293,6e,90.798,326,2771-2855,
MK438666,6,73.482,313,6r,96.626,326,2771-2855,
MK438667,6,74.121,313,6r,94.172,326,2771-2855,
MK438668,6,79.421,311,6a,94.534,311,2771-2855,
MK438669,6,72.848,302,6r,96.012,326,2771-2855,
MK438670,6,73.944,284,6e,91.104,326,2780-2855,
MK438671,6,71.906,299,6e,93.252,326,2780-2855,
MK438672,6,72.308,325,6e,89.815,324,2771-2855,
MK438673,6,73.720,293,6xc,87.346,324,2771-2855,
MK438674,6,71.246,313,6r,91.718,326,2771-2855,
MK438675,6,71.166,326,6e,91.718,326,2771-2855,
MK438676,6,75.564,266,6e,89.571,326,2780-2855,
MK438677,6,72.026,311,6e,89.264,326,2771-2855,
MK438678,6,72.355,293,6e,90.432,324,2771-2855,
MK438679,6,72.840,324,6r,96.319,326,2771-2855,
MK438680,6,72.109,294,6e,88.037,326,2771-2855,
MK438681,6,71.572,299,6e,92.945,326,2780-2855,
MK438682,6,78.457,311,6a,90.184,326,2771-2855,
MK438683,6,72.531,324,6o,91.718,326,2771-2855,
MK438684,6,72.990,311,6e,90.798,326,2771-2855,
MK438685,6,70.740,311,6e,89.877,326,2771-2855,
MK438686,6,73.163,313,6r,96.012,326,2771-2855,
MK438687,6,79.743,311,6a,91.411,326,2771-2855,
MK438688,6,71.885,313,6r,94.172,326,2771-2855,
MK438689,6,71.061,311,6e,89.571,326,2771-2855,
MK438690,6,71.565,313,6l,92.638,326,2771-2855,
MK438691,6,72.241,299,6e,92.025,326,2780-2855,
MK438692,6,73.720,293,6e,91.718,326,2771-2855,
MK438693,6,70.418,311,6e,90.798,326,2771-2855,
MK438694,6,71.831,284,6e,92.025,326,2780-2855,
MK438695,6,71.331,293,6e,88.272,324,2771-2855,
MK438696,6,71.805,266,6e,90.184,326,2780-2855,
MK438697,6,74.061,293,6xc,93.252,326,2771-2855,
MK438698,6,71.329,286,6e,88.037,326,2771-2855,
MK438699,6,70.418,311,6e,89.877,326,2771-2855,
MK438700,8,70.616,211,8a,70.616,211,2797-2855,
MK438701,6,72.843,313,6r,95.092,326,2771-2855,
MK438702,6,72.355,293,6e,89.264,326,2771-2855,
MK438703,6,73.469,294,6xf,89.877,326,2771-2855,
MK438704,6,73.379,293,6e,90.491,326,2771-2855,
MK438705,6,78.808,302,6a,81.595,326,2771-2855,
MK438706,3,67.003,297,3e,68.952,248,2782-2855,
MK438707,6,75.241,311,6p,82.051,312,2771-2855,
MK438708,6,71.383,311,6e,90.184,326,2771-2855,
MK438709,6,72.014,293,6e,89.264,326,2771-2855,
MK438710,6,73.482,313,6r,96.319,326,2771-2855,
MK438711,6,73.482,313,6r,94.785,326,2771-2855,
MK438712,6,73.841,302,6r,96.319,326,2771-2855,
MK438713,3,67.254,284,3d,68.548,248,2782-2855,
MK438714,6,73.038,293,6e,90.184,326,2771-2855,
MK438715,6,73.802,313,6r,95.399,326,2771-2855,
MK438716,6,73.408,267,6e,92.025,326,2780-2855,
MK438717,6,75.564,266,6e,92.025,326,2780-2855,
MK438718,6,74.462,325,6r,94.479,326,2771-2855,
MK438719,6,73.379,293,6e,91.104,326,2771-2855,
MK438720,6,71.672,293,6e,90.123,324,2771-2855,
MK438721,6,73.482,313,6r,96.319,326,2771-2855,
MK438722,6,73.379,293,6xc,92.025,326,2771-2855,
MK438723,8,70.870,230,8a,70.870,230,2795-2855,
MK438724,8,69.683,221,8a,69.683,221,2794-2855,
MK438725,6,80.386,311,6a,94.479,326,2771-2855,
MK438726,6,75.768,293,6xc,83.129,326,2771-2855,
MK438727,6,75.768,293,6xc,82.822,326,2771-2855,
MK438728,6,72.696,293,6e,90.798,326,2771-2855,
MK438729,6,70.927,313,6l,91.718,326,2771-2855,
MK438730,6,73.684,266,6e,92.025,326,2780-2855,
MK438731,1,67.823,317,1a,67.192,317,2762-2855,
MK438732,6,78.135,311,6a,90.997,311,2771-2855,
MK438733,6,72.887,284,6e,91.411,326,2780-2855,
MK438734,6,72.910,299,6e,91.104,326,2780-2855,
MK438735,6,74.061,293,6e,91.411,326,2771-2855,
MK438736,6,72.109,294,6xc,85.890,326,2771-2855,
MK438737,6,73.163,313,6r,92.945,326,2771-2855,
MK438738,6,71.472,326,6e,92.331,326,2771-2855,
MK438739,6,73.802,313,6r,93.558,326,2771-2855,
MK438740,8,73.504,234,8a,73.504,234,2799-2855,
MK438741,6,80.247,324,6a,90.184,326,2771-2855,
MK438742,6,74.051,316,6r,95.092,326,2771-2855,
MK438743,6,73.482,313,6r,95.399,326,2771-2855,
MK438744,6,71.779,326,6e,92.331,326,2771-2855,
MK438745,6,74.074,297,6r,94.801,327,2771-2855,
MK438746,6,74.403,293,6xc,91.718,326,2771-2855,
MK438747,6,74.441,313,6r,96.012,326,2771-2855,
MK438748,6,73.720,293,6r,94.172,326,2771-2855,
MK438749,6,73.163,313,6r,96.933,326,2771-2855,
MK438750,1,69.888,269,1n,71.284,296,2779-2855,
MK438751,1,71.672,293,1a,71.186,295,2762-2855,
MK438752,6,73.684,266,6e,91.411,326,2780-2855,
MK438753,6,73.313,326,6e,92.638,326,2771-2855,
MK438754,6,73.810,294,6e,90.798,326,2771-2855,
MK438755,6,70.648,293,6e,91.049,324,2771-2855,
MK438756,6,75.188,266,6e,90.491,326,2780-2855,
MK438757,6,72.524,313,6r,94.479,326,2771-2855,
MK438758,6,73.220,295,6xf,91.718,326,2771-2855,
MK438759,6,73.163,313,6r,95.399,326,2771-2855,
MK438760,8,69.683,221,8a,69.683,221,2794-2855,
MK438761,6,73.482,313,6r,93.252,326,2771-2855,
MK438762,6,70.245,326,6e,90.184,326,2771-2855,
MK438763,6,71.166,326,6e,92.331,326,2771-2855,
MK438764,6,72.524,313,6r,93.558,326,2771-2855,
MK438765,6,71.331,293,6e,90.184,326,2771-2855,
MK438766,6,73.148,324,6p,90.798,326,2771-2855,
MK438767,6,77.469,324,6a,92.025,326,2771-2855,
MK438768,6,73.163,313,6r,95.399,326,2771-2855,
MK438769,6,71.672,293,6e,88.957,326,2771-2855,
MK438770,8,70.909,330,8a,70.909,330,2767-2855,
MK438771,6,71.088,294,6e,90.432,324,2771-2855,
MK438772,8,71.493,221,8a,71.493,221,2794-2855,
MK438773,1,69.156,308,1e,69.818,275,2765-2855,
MK438774,6,72.355,293,6e,89.815,324,2771-2855,
MK438775,6,73.308,266,6e,89.264,326,2780-2855,
MK438776,6,70.307,293,6e,88.344,326,2771-2855,
MK438777,6,74.441,313,6r,93.865,326,2771-2855,
MK438778,6,74.490,294,6e,91.049,324,2771-2855,
MK438779,6,73.802,313,6r,96.012,326,2771-2855,
MK438780,6,71.472,326,6e,91.104,326,2771-2855,
MK438781,6,73.244,299,6e,91.718,326,2780-2855,
MK438782,6,72.204,313,6r,91.104,326,2771-2855,
MK438783,6,74.760,313,6r,95.399,326,2771-2855,
MK438784,8,69.231,221,8a,69.231,221,2794-2855,
MK438785,6,74.006,327,6o,90.491,326,2771-2855,
MK438786,6,73.129,294,6r,93.558,326,2771-2855,
MK438787,1,69.935,306,1e,72.696,293,2765-2855,
MK438788,6,71.331,293,6e,90.741,324,2771-2855,
MK438789,6,74.441,313,6r,93.558,326,2771-2855,
MK438790,8,70.588,221,8a,70.588,221,2794-2855,
MK438791,1,70.032,317,1a,69.401,317,2762-2855,
MK438792,6,71.472,326,6e,90.184,326,2771-2855,
MK438793,6,73.765,324,6r,93.252,326,2771-2855,
MK438794,6,70.740,311,6e,90.798,326,2771-2855,
MK438795,6,72.393,326,6e,91.411,326,2771-2855,
MK438796,6,73.684,266,6e,89.264,326,2780-2855,
MK438797,6,72.183,284,6e,89.877,326,2780-2855,
MK438798,6,72.355,293,6e,90.491,326,2771-2855,
MK438799,6,72.014,293,6e,90.491,326,2771-2855,
MK438800,6,72.355,293,6e,90.184,326,2771-2855,
MK438801,6,73.482,313,6r,95.706,326,2771-2855,
MK438802,6,70.199,302,6q,94.479,326,2771-2855,
MK438803,8,70.513,234,8a,70.513,234,2794-2855,
MK438804,8,68.326,221,8a,68.326,221,2794-2855,
MK438805,6,70.648,293,6e,91.104,326,2771-2855,
MK438806,6,78.135,311,6a,92.025,326,2771-2855,
MK438807,6,72.477,327,6e,90.184,326,2771-2855,
MK438808,6,72.932,266,6e,91.104,326,2780-2855,
MK438809,6,71.154,312,6e,90.184,326,2771-2855,
MK438810,1,68.954,306,1e,70.205,292,2765-2855,
MK438811,6,72.204,313,6r,93.865,326,2771-2855,
MK438812,6,71.333,300,6e,90.491,326,2780-2855,
MK438813,6,73.163,313,6r,95.092,326,2771-2855,
MK438814,6,71.704,311,6e,90.491,326,2771-2855,
MK438815,6,71.831,284,6e,89.571,326,2780-2855,
MK438816,6,73.038,293,6e,93.865,326,2771-2855,
MK438817,6,74.691,324,6r,92.945,326,2771-2855,
MK438818,6,73.313,326,6e,90.491,326,2771-2855,
MK438819,6,80.707,311,6a,92.926,311,2771-2855,
MK438820,6,72.887,284,6e,92.025,326,2780-2855,
MK438821,6,74.247,299,6e,91.718,326,2780-2855,
MK438822,6,72.843,313,6r,96.012,326,2771-2855,
MK438823,6,70.297,303,6q,95.399,326,2771-2855,
MK438824,6,73.482,313,6r,93.865,326,2771-2855,
MK438825,6,75.758,297,6p,90.491,326,2771-2855,
MK438826,6,73.038,293,6e,91.718,326,2771-2855,
MK438827,6,72.887,284,6e,91.718,326,2780-2855,
MK438828,6,75.000,312,6a,86.503,326,2771-2855,
MK438829,6,70.990,293,6e,88.344,326,2771-2855,
MK438830,6,71.472,326,6e,92.945,326,2771-2855,
MK438831,6,73.469,294,6xf,92.638,326,2771-2855,
MK438832,1,70.032,317,1a,70.032,317,2762-2855,
MK438833,6,71.769,294,6xf,91.718,326,2771-2855,
MK438834,6,72.000,300,6e,90.491,326,2780-2855,
MK438835,6,72.449,294,6xf,93.252,326,2771-2855,
MK438836,6,73.802,313,6r,94.785,326,2771-2855,
MK438837,6,73.457,324,6p,92.945,326,2771-2855,
MK438838,6,72.696,293,6e,91.718,326,2771-2855,
MK438839,6,74.277,311,6r,95.092,326,2771-2855,
MK438840,1,67.516,314,1d,68.153,314,2762-2855,
MK438841,6,72.014,293,6e,91.718,326,2771-2855,
MK438842,6,73.926,326,6e,91.718,326,2771-2855,
MK438843,6,72.696,293,6e,88.650,326,2771-2855,
MK438844,8,69.683,221,8a,69.683,221,2794-2855,
MK438845,6,72.180,266,6e,90.798,326,2780-2855,
MK438846,6,73.579,299,6r,94.479,326,2771-2855,
MK438847,6,72.355,293,6e,90.741,324,2771-2855,
MK438848,8,71.946,221,8a,71.946,221,2794-2855,
MK438849,6,70.748,294,6xf,94.172,326,2771-2855,
MK438850,6,73.955,311,6p,81.229,293,2771-2855,
MK438851,6,72.843,313,6r,94.479,326,2771-2855,
MK438852,8,73.684,228,8a,73.684,228,2800-2855,
MK438853,7,69.728,294,7a,69.728,294,2764-2855,
MK438854,6,73.333,300,6e,92.638,326,2780-2855,
MK438855,6,73.457,324,6p,91.411,326,2771-2855,
MK438856,6,72.204,313,6r,94.172,326,2771-2855,
MK438857,3,67.857,308,3k,69.737,304,2775-2855,
MK438858,6,72.843,313,6r,93.865,326,2771-2855,
MK438859,6,72.180,266,6e,92.025,326,2780-2855,
MK438860,6,79.421,311,6a,90.997,311,2771-2855,
MK438861,6,79.545,308,6a,90.909,308,2771-2855,
MK438862,6,72.109,294,6xf,96.319,326,2771-2855,
MK438863,6,72.204,313,6r,94.479,326,2771-2855,
MK438864,6,73.308,266,6e,91.104,326,2780-2855,
MK438865,6,72.222,324,6p,90.798,326,2771-2855,
MK438866,6,72.843,313,6r,94.785,326,2771-2855,
MK438867,8,70.435,230,8a,70.435,230,2794-2855,
MK438868,8,69.231,221,8a,69.231,221,2794-2855,
MK438869,6,72.183,284,6e,89.571,326,2780-2855,
MK438870,6,70.552,326,6e,91.104,326,2771-2855,
MK438871,6,74.121,313,6r,94.785,326,2771-2855,
MK438872,6,72.183,284,6e,88.037,326,2780-2855,
MK438873,6,72.910,299,6e,92.025,326,2780-2855,
MK438874,1,68.662,284,1a,67.797,295,2762-2855,
MK438875,6,71.779,326,6e,92.025,326,2771-2855,
MK438876,6,71.429,266,6e,92.638,326,2780-2855,
MK438877,6,73.171,328,6p,91.975,324,2771-2855,
MK438878,6,70.769,325,6e,89.506,324,2771-2855,
MK438879,6,72.575,299,6e,91.718,326,2780-2855,
MK438880,6,71.672,293,6e,90.184,326,2771-2855,
MK438881,6,72.789,294,6xf,92.945,326,2771-2855,
MK438882,1,68.506,308,1a,68.182,308,2765-2855,
MK438883,1,68.454,317,1a,67.823,317,2762-2855,
MK438884,6,73.148,324,6p,92.638,326,2771-2855,
MK438885,6,72.843,313,6r,94.479,326,2771-2855,
MK438886,1,71.127,284,1a,69.182,318,2762-2855,
MK438887,6,71.472,326,6e,89.877,326,2771-2855,
MK438888,6,71.237,299,6e,92.331,326,2780-2855,
MK438889,6,73.841,302,6r,94.172,326,2771-2855,
MK438890,6,72.355,293,6e,90.184,326,2771-2855,
MK438891,6,72.843,313,6r,97.239,326,2771-2855,
MK438892,6,72.843,313,6r,96.012,326,2771-2855,
MK438893,6,72.535,284,6e,92.331,326,2780-2855,
MK438894,8,70.136,221,8a,70.136,221,2794-2855,
MK438895,6,71.704,311,6e,90.798,326,2771-2855,
MK438896,6,72.347,311,6e,90.798,326,2771-2855,
MK438897,6,72.183,284,6e,91.104,326,2780-2855,
MK438898,6,70.068,294,6e,89.264,326,2771-2855,
MK438899,6,73.482,313,6r,95.092,326,2771-2855,
MK438900,1,70.032,317,1a,69.401,317,2762-2855,
MK438901,6,72.932,266,6e,91.718,326,2780-2855,
MK438902,6,73.129,294,6xf,92.638,326,2771-2855,
MK438903,6,70.990,293,6e,89.815,324,2771-2855,
MK438904,6,75.085,293,6xc,93.558,326,2771-2855,
MK438905,6,79.321,324,6a,92.638,326,2771-2855,
MK438906,6,71.331,293,6e,89.506,324,2771-2855,
MK438907,8,69.683,221,8a,69.683,221,2794-2855,
MK438908,6,71.565,313,6l,94.479,326,2771-2855,
MK438909,6,71.331,293,6e,89.264,326,2771-2855,
MK438910,6,75.080,313,6r,95.399,326,2771-2855,
MK438911,6,72.843,313,6r,93.558,326,2771-2855,
MK438912,3,68.403,288,3d,68.924,251,2781-2855,
MK438913,6,79.421,311,6a,92.926,311,2771-2855,
MK438914,6,80.064,311,6a,95.092,326,2771-2855,
MK438915,6,74.121,313,6r,96.319,326,2771-2855,
MK438916,6,72.308,325,6q,93.865,326,2771-2855,
MK438917,6,72.028,286,6e,91.104,326,2771-2855,
MK438918,6,70.740,311,6e,89.264,326,2771-2855,
MK438919,6,72.531,324,6p,89.877,326,2771-2855,
MK438920,6,73.802,313,6r,96.626,326,2771-2855,
MK438921,6,74.000,300,6e,91.411,326,2780-2855,
MK438922,6,72.014,293,6e,91.049,324,2771-2855,
MK438923,6,73.163,313,6r,95.706,326,2771-2855,
MK438924,6,74.060,266,6e,90.491,326,2780-2855,
MK438925,6,72.014,293,6e,87.117,326,2771-2855,
MK438926,6,70.408,294,6xf,91.104,326,2771-2855,
MK438927,6,73.684,266,6e,90.798,326,2780-2855,
MK438928,6,73.841,302,6r,94.172,326,2771-2855,
MK438929,6,72.086,326,6e,93.252,326,2771-2855,
MK438930,6,72.393,326,6e,90.184,326,2771-2855,
MK438931,6,73.308,266,6e,90.184,326,2780-2855,
MK438932,1,71.473,319,1a,70.846,319,2762-2855,
MK438933,8,73.478,230,8a,73.478,230,2800-2855,
MK438934,6,73.802,313,6r,95.092,326,2771-2855,
MK438935,6,70.748,294,6e,89.877,326,2771-2855,
MK438936,6,73.482,313,6r,94.785,326,2771-2855,
MK438937,6,73.038,293,6e,92.331,326,2771-2855,
MK438938,6,72.727,286,6e,89.877,326,2771-2855,
MK438939,6,72.204,313,6r,93.865,326,2771-2855,
MK438940,6,75.427,293,6xc,95.092,326,2771-2855,
MK438941,1,69.966,293,1a,69.085,317,2762-2855,
MK438942,8,68.750,304,8a,68.750,304,2767-2855,
MK438943,6,73.163,313,6r,94.479,326,2771-2855,
MK438944,6,72.086,326,6e,92.638,326,2771-2855,
MK438945,8,73.478,230,8a,73.478,230,2800-2855,
MK438946,1,69.401,317,1a,68.770,317,2762-2855,
MK438947,6,73.163,313,6r,94.172,326,2771-2855,
MK438948,6,71.885,313,6r,95.706,326,2771-2855,
MK438949,6,72.086,326,6e,92.331,326,2771-2855,
MK438950,6,73.841,302,6r,92.945,326,2771-2855,
MK438951,6,79.743,311,6a,93.558,326,2771-2855,
MK438952,6,74.172,302,6r,95.092,326,2771-2855,
MK438953,6,69.444,324,6p,86.503,326,2771-2855,
MK438954,6,73.408,267,6e,92.025,326,2780-2855,
MK438955,6,73.802,313,6r,94.172,326,2771-2855,
MK438956,6,69.649,313,6xc,81.250,320,2771-2855,
MK438957,6,73.148,324,6p,92.025,326,2771-2855,
MK438958,6,72.355,293,6e,89.571,326,2771-2855,
MK438959,8,72.489,229,8a,72.489,229,2796-2855,
MK438960,1,70.662,317,1a,70.032,317,2762-2855,
MK438961,6,70.408,294,6xf,94.785,326,2771-2855,
MK438962,6,72.014,293,6e,90.184,326,2771-2855,
MK438963,6,71.044,297,6e,87.423,326,2780-2855,
MK438964,6,71.672,293,6e,90.432,324,2771-2855,
MK438965,6,71.572,299,6e,93.252,326,2780-2855,
MK438966,8,69.683,221,8a,69.683,221,2794-2855,
MK438967,6,71.704,311,6e,88.957,326,2771-2855,
MK438968,6,71.636,275,6s,91.718,326,2774-2855,
MK438969,8,73.222,239,8a,73.222,239,2792-2855,
MK438970,1,66.667,306,1e,68.942,293,2765-2855,
MK438971,6,71.331,293,6e,91.104,326,2771-2855,
MK438972,8,69.796,245,8a,69.796,245,2794-2855,
MK438973,6,74.121,313,6r,93.865,326,2771-2855,
MK438974,1,68.571,315,1e,70.432,301,2762-2855,
MK438975,6,73.129,294,6xf,91.718,326,2771-2855,
MK438976,6,70.859,326,6e,88.957,326,2771-2855,
MK438977,6,73.379,293,6e,89.571,326,2771-2855,
MK438978,6,73.802,313,6r,96.626,326,2771-2855,
MK438979,6,71.831,284,6e,88.037,326,2780-2855,
MK438980,6,71.831,284,6e,91.104,326,2780-2855,
MK438981,6,72.575,299,6e,91.718,326,2780-2855,
MK438982,6,73.379,293,6xc,88.344,326,2771-2855,
MK438983,6,72.347,311,6e,92.025,326,2771-2855,
MK438984,6,70.740,311,6e,90.491,326,2771-2855,
MK438985,6,72.923,325,6xc,91.104,326,2771-2855,
MK438986,6,72.840,324,6p,90.798,326,2771-2855,
MK438987,6,73.312,311,6p,89.877,326,2771-2855,
MK438988,6,73.802,313,6r,92.945,326,2771-2855,
MK438989,1,69.906,319,1a,69.279,319,2762-2855,
MK438990,6,79.743,311,6a,92.331,326,2771-2855,
MK438991,6,70.245,326,6e,89.877,326,2771-2855,
MK438992,6,74.436,266,6e,91.104,326,2780-2855,
