Accession,AssignedGenotype,Subtype2aDistance,Subtype2aDistance,Subtype2bDistance,Subtype2bDistance,Subtype2cDistance,Subtype2dDistance,Subtype2eDistance,Subtype2fDistance,Subtype2fDistance,Subtype2iDistance,Subtype2jDistance,Subtype2jDistance,Subtype2kDistance,Subtype2lDistance,Subtype2lDistance,Subtype2mDistance,Subtype2mDistance,Subtype2qDistance,Subtype2qDistance,Subtype2rDistance,Subtype2tDistance,Subtype2uDistance,Subtype2vDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MG453242,2,15.792,15.792,17.972,17.972,15.541,14.834,17.690,14.946,14.946,16.187,16.253,16.253,16.244,21.746,21.746,16.413,16.413,15.567,15.567,15.228,18.387,16.169,14.516,2d,14.834,2f,14.946
MG453244,2,17.418,17.418,6.151,6.151,17.803,16.798,20.068,17.494,17.494,19.448,17.982,17.982,18.115,21.038,21.038,17.869,17.869,16.930,16.930,17.700,15.671,18.397,18.653,2b,6.151,2t,15.671
MG453256,2,17.746,17.746,5.809,5.809,17.399,16.901,19.268,17.080,17.080,18.782,18.546,18.546,18.669,20.981,20.981,18.018,18.018,16.526,16.526,17.521,15.680,18.613,17.915,2b,5.809,2t,15.680
MG453269,2,7.332,7.332,18.028,18.028,15.502,16.751,17.654,16.244,16.244,17.329,17.212,17.212,15.680,20.970,20.970,15.792,15.792,16.164,16.164,16.018,18.387,16.526,17.396,2a,7.332,2c,15.502
MG453275,2,15.849,15.849,18.602,18.602,15.623,16.244,18.613,16.930,16.930,16.829,16.930,16.930,16.018,21.577,21.577,15.228,15.228,15.558,15.558,15.389,18.377,14.326,16.187,2u,14.326,2m,15.228
MG453282,2,16.413,16.413,17.634,17.634,6.994,15.398,16.977,14.721,14.721,15.314,16.074,16.074,15.116,21.151,21.151,15.671,15.671,15.623,15.623,15.172,18.218,15.962,15.495,2c,6.994,2f,14.721
MG453285,2,7.783,7.783,18.838,18.838,16.685,16.582,17.793,16.178,16.178,16.935,17.212,17.212,15.849,21.433,21.433,15.567,15.567,16.430,16.430,16.018,18.669,16.864,17.214,2a,7.783,2m,15.567
MG453288,2,17.408,17.408,6.091,6.091,18.028,17.408,18.965,18.028,18.028,18.782,18.613,18.613,18.038,20.925,20.925,17.690,17.690,17.315,17.315,17.690,16.356,18.556,17.789,2b,6.091,2t,16.356
MG453295,2,18.782,18.782,6.937,6.937,18.592,18.197,20.530,19.120,19.120,20.230,20.135,20.135,19.515,21.759,21.759,18.028,18.028,18.274,18.274,18.873,16.695,19.233,19.009,2b,6.937,2t,16.695
MG453310,2,16.864,16.864,17.972,17.972,15.341,16.131,16.751,15.632,15.632,17.166,15.727,15.727,16.356,22.053,22.053,16.516,16.516,15.792,15.792,15.784,19.064,16.244,13.817,2v,13.817,2c,15.341
MG453314,2,7.501,7.501,18.817,18.817,16.516,16.300,18.095,16.122,16.122,17.339,16.704,16.704,16.695,21.364,21.364,15.445,15.445,17.136,17.136,15.905,18.725,16.685,17.214,2a,7.501,2m,15.445
MG453317,2,7.558,7.558,18.761,18.761,17.249,16.638,18.218,16.629,16.629,17.627,17.664,17.664,17.024,21.972,21.972,16.977,16.977,16.439,16.439,16.356,18.951,16.187,16.868,2a,7.558,2u,16.187
MG453327,2,18.479,18.479,6.825,6.825,18.750,17.521,20.789,18.895,18.895,19.908,20.417,20.417,19.459,21.928,21.928,18.366,18.366,18.274,18.274,19.324,17.090,19.289,19.113,2b,6.825,2t,17.090
MG453330,2,17.408,17.408,5.640,5.640,17.061,16.113,18.908,17.700,17.700,18.391,18.838,18.838,17.597,21.094,21.094,16.845,16.845,16.752,16.752,17.803,15.567,17.936,17.512,2b,5.640,2t,15.567
MG453333,2,16.187,16.187,17.070,17.070,8.235,15.116,16.695,15.181,15.181,16.120,16.930,16.930,15.567,21.702,21.702,16.234,16.234,16.187,16.187,16.018,18.218,16.695,15.256,2c,8.235,2d,15.116
MG453336,2,17.408,17.408,6.261,6.261,17.793,17.127,20.282,18.095,18.095,18.966,18.895,18.895,18.274,21.376,21.376,17.803,17.803,17.315,17.315,17.915,16.300,18.331,18.491,2b,6.261,2t,16.300
MG453337,2,16.958,16.958,6.768,6.768,18.761,16.695,19.944,18.172,18.172,19.070,18.443,18.443,17.936,20.812,20.812,17.418,17.418,16.920,16.920,17.766,16.187,18.218,17.281,2b,6.768,2t,16.187
MG453339,2,18.658,18.658,19.380,19.380,10.434,17.484,19.120,17.033,17.033,18.376,18.341,18.341,17.033,23.858,23.858,18.207,18.207,18.105,18.105,18.556,20.305,18.782,17.742,2c,10.434,2k,17.033
MG453341,2,16.582,16.582,17.690,17.690,8.742,16.234,17.475,16.300,16.300,15.774,17.315,17.315,15.398,21.771,21.771,16.742,16.742,16.131,16.131,16.356,18.489,17.710,16.465,2c,8.742,2k,15.398
MG453346,2,20.529,20.529,21.104,21.104,21.198,21.186,23.103,21.531,21.531,22.079,22.441,22.441,20.795,13.161,13.161,21.116,21.116,21.068,21.068,20.682,22.133,21.457,21.034,2l,13.161,2a,20.529
MG453350,2,16.977,16.977,17.869,17.869,7.393,16.084,17.551,14.786,14.786,16.014,16.196,16.196,14.221,21.501,21.501,16.074,16.074,16.309,16.309,16.309,18.443,16.479,15.602,2c,7.393,2k,14.221
MG453354,2,18.500,18.500,16.920,16.920,18.289,19.166,19.640,18.951,18.951,19.896,19.515,19.515,19.177,22.592,22.592,19.233,19.233,19.233,19.233,18.161,13.649,19.233,19.067,2t,13.649,2b,16.920
MG453355,2,17.381,17.381,5.813,5.813,17.587,16.479,19.244,17.269,17.269,19.034,18.838,18.838,18.049,20.598,20.598,17.475,17.475,16.535,16.535,17.099,16.404,17.777,17.559,2b,5.813,2d,16.479
MG453361,2,18.310,18.310,7.163,7.163,18.863,17.859,20.789,19.402,19.402,20.402,19.684,19.684,19.684,21.702,21.702,18.648,18.648,17.992,17.992,19.268,17.202,19.515,18.952,2b,7.163,2t,17.202
MG453368,2,15.858,15.858,17.090,17.090,7.844,15.124,17.664,15.510,15.510,15.726,17.043,17.043,15.011,20.812,20.812,16.366,16.366,16.196,16.196,15.801,18.049,16.535,15.668,2c,7.844,2d,15.124
MG453384,2,16.234,16.234,17.746,17.746,8.291,15.905,17.654,16.479,16.479,16.235,17.484,17.484,15.454,22.153,22.153,16.685,16.685,16.638,16.638,17.146,19.064,17.146,16.187,2c,8.291,2k,15.454
MG453385,2,9.137,9.137,18.803,18.803,17.306,16.469,17.849,17.531,17.531,18.140,18.531,18.531,17.428,22.166,22.166,16.967,16.967,17.109,17.109,16.356,19.198,17.458,17.728,2a,9.137,2r,16.356
MG453386,2,17.915,17.915,7.050,7.050,18.289,17.521,20.282,18.997,18.997,19.724,19.797,19.797,19.617,22.335,22.335,18.131,18.131,17.936,17.936,18.817,16.751,19.007,18.412,2b,7.050,2t,16.751
MG453387,2,18.648,18.648,6.599,6.599,17.803,17.127,19.809,18.049,18.049,19.390,19.628,19.628,19.515,21.364,21.364,18.592,18.592,18.105,18.105,18.423,17.259,19.177,18.307,2b,6.599,2d,17.127
MG453388,2,20.394,20.394,9.419,9.419,20.507,19.268,22.185,20.699,20.699,21.379,21.545,21.545,20.305,23.055,23.055,19.549,19.549,19.233,19.233,20.056,18.613,20.699,20.565,2b,9.419,2t,18.613
MG453396,2,16.131,16.131,18.141,18.141,7.107,15.680,17.249,15.341,15.341,15.947,16.648,16.648,14.946,21.421,21.421,16.413,16.413,16.347,16.347,15.276,18.264,16.413,16.177,2c,7.107,2k,14.946
MG453397,2,15.671,15.671,18.725,18.725,15.736,16.582,17.803,16.027,16.027,17.166,17.043,17.043,15.896,21.364,21.364,17.315,17.315,15.918,15.918,15.220,18.095,15.736,14.335,2v,14.335,2r,15.220
MG453400,2,17.043,17.043,17.946,17.946,17.607,16.986,19.300,17.541,17.541,18.815,18.792,18.792,17.325,23.450,23.450,18.341,18.341,16.591,16.591,16.986,20.812,17.777,17.789,2q,16.591,2d,16.986
MG453401,2,6.486,6.486,18.141,18.141,17.465,17.090,18.177,17.249,17.249,17.972,17.710,17.710,16.526,21.622,21.622,16.582,16.582,16.714,16.714,16.695,18.838,16.911,17.108,2a,6.486,2k,16.526
MG453402,2,7.276,7.276,18.366,18.366,17.024,16.977,18.207,17.644,17.644,18.020,18.172,18.172,16.808,22.028,22.028,16.413,16.413,17.965,17.965,17.146,19.628,17.202,17.396,2a,7.276,2m,16.413
MG453404,2,17.936,17.936,5.584,5.584,17.587,16.413,19.042,18.218,18.218,18.804,18.341,18.341,18.895,21.590,21.590,17.484,17.484,17.090,17.090,18.443,16.638,18.500,17.051,2b,5.584,2d,16.413
MG453421,2,16.591,16.591,18.715,18.715,16.638,16.761,19.289,16.930,16.930,17.501,16.817,16.817,16.986,22.673,22.673,15.914,15.914,16.761,16.761,15.745,18.377,13.416,17.444,2u,13.416,2r,15.745
MG453427,2,18.658,18.658,16.967,16.967,19.032,17.926,19.538,19.358,19.358,18.297,19.233,19.233,18.975,21.715,21.715,19.899,19.899,18.243,18.243,18.074,16.676,18.500,18.548,2t,16.676,2b,16.967
MG453428,2,16.848,16.848,17.087,17.087,8.457,15.486,17.029,15.477,15.477,15.928,16.676,16.676,15.714,22.559,22.559,17.247,17.247,16.571,16.571,16.171,18.893,16.925,16.278,2c,8.457,2d,15.486
MG453431,2,7.050,7.050,17.690,17.690,16.460,16.300,17.597,16.798,16.798,17.271,17.551,17.551,15.962,21.251,21.251,15.680,15.680,16.316,16.316,16.074,18.725,16.582,16.359,2a,7.050,2m,15.680
MG453435,2,8.460,8.460,19.571,19.571,17.428,17.202,18.279,17.249,17.249,17.915,18.115,18.115,16.526,21.871,21.871,16.798,16.798,17.249,17.249,16.808,19.346,17.936,17.779,2a,8.460,2k,16.526
MG453442,2,8.916,8.916,19.470,19.470,16.920,16.874,17.727,17.551,17.551,18.020,17.484,17.484,16.817,21.433,21.433,16.366,16.366,16.724,16.724,16.817,19.222,16.986,17.569,2a,8.916,2m,16.366
MG453466,2,18.310,18.310,7.107,7.107,18.366,17.070,19.606,17.193,17.193,19.217,19.053,19.053,19.459,21.658,21.658,18.648,18.648,17.597,17.597,18.366,16.469,19.007,18.365,2b,7.107,2t,16.469
MG453470,2,21.856,21.856,24.850,24.850,25.373,24.251,25.904,25.749,25.749,22.383,22.090,22.090,26.269,14.627,14.627,22.754,22.754,22.985,22.985,20.299,27.246,24.551,22.388,2l,14.627,2r,20.299
MG453472,2,17.066,17.066,20.060,20.060,11.045,17.665,18.485,14.286,14.286,17.365,16.369,16.369,15.821,23.512,23.512,20.060,20.060,18.806,18.806,20.597,20.958,19.461,14.627,2c,11.045,2v,14.627
MG453482,2,18.423,18.423,5.697,5.697,17.736,17.803,20.428,18.433,18.433,19.655,19.853,19.853,19.729,22.097,22.097,18.085,18.085,17.654,17.654,18.310,16.356,19.628,18.883,2b,5.697,2t,16.356
MG453489,2,17.992,17.992,6.317,6.317,18.320,17.259,19.662,18.556,18.556,20.000,19.074,19.074,19.177,21.715,21.715,18.049,18.049,17.428,17.428,18.218,16.582,18.725,18.548,2b,6.317,2t,16.582
MG453496,2,16.808,16.808,19.324,19.324,16.977,17.315,17.992,16.977,16.977,18.239,18.567,18.567,16.977,23.914,23.914,17.418,17.418,16.798,16.798,16.920,19.628,17.879,17.569,2a,16.808,2k,16.977
MG453497,2,17.690,17.690,6.091,6.091,18.131,17.408,20.597,18.838,18.838,19.586,19.617,19.617,19.289,21.094,21.094,18.254,18.254,17.541,17.541,18.423,16.526,18.895,18.433,2b,6.091,2t,16.526
MG453501,2,18.218,18.218,6.881,6.881,17.587,17.202,19.910,18.489,18.489,19.713,19.639,19.639,18.387,21.602,21.602,17.823,17.823,17.259,17.259,18.500,15.905,17.992,18.376,2b,6.881,2t,15.905
MG453511,2,17.612,17.612,22.619,22.619,15.868,17.015,20.303,17.964,17.964,8.657,15.821,15.821,19.760,22.789,22.789,17.910,17.910,21.557,21.557,18.862,20.536,18.806,16.766,2i,8.657,2c,15.868
MG453523,2,16.140,16.140,17.879,17.879,15.285,16.422,18.838,16.535,16.535,17.569,17.597,17.597,12.133,21.364,21.364,16.253,16.253,12.923,12.923,15.124,18.377,16.244,16.695,2k,12.133,2q,12.923
MG453529,2,16.977,16.977,18.366,18.366,7.783,16.131,17.823,15.849,15.849,16.811,17.099,17.099,15.962,21.915,21.915,16.554,16.554,16.526,16.526,16.695,18.782,17.090,16.763,2c,7.783,2f,15.849
MG453563,2,17.654,17.654,18.884,18.884,8.352,16.648,18.115,16.300,16.300,16.580,17.494,17.494,16.140,22.630,22.630,17.438,17.438,16.874,16.874,16.751,19.222,17.551,17.654,2c,8.352,2k,16.140
MG453565,2,6.994,6.994,18.085,18.085,17.080,16.469,18.018,17.090,17.090,17.559,17.777,17.777,16.300,21.915,21.915,16.526,16.526,16.998,16.998,16.300,18.274,16.244,16.983,2a,6.994,2u,16.244
MG453571,2,8.347,8.347,18.443,18.443,16.789,16.977,18.264,16.404,16.404,17.281,17.577,17.577,17.202,21.465,21.465,15.905,15.905,16.325,16.325,15.962,17.905,16.216,17.108,2a,8.347,2r,15.962
MG453580,2,7.558,7.558,17.823,17.823,16.685,17.090,17.992,16.413,16.413,18.030,18.510,18.510,16.413,20.653,20.653,16.695,16.695,16.780,16.780,16.516,18.997,15.849,17.386,2a,7.558,2u,15.849
MG453590,2,16.808,16.808,17.915,17.915,7.614,15.567,17.259,15.576,15.576,16.005,17.099,17.099,15.905,21.746,21.746,16.404,16.404,16.131,16.131,16.413,18.838,17.654,16.129,2c,7.614,2d,15.567
MG453605,2,9.927,9.927,18.828,18.828,18.218,16.808,19.007,17.212,17.212,18.034,18.115,18.115,16.695,21.477,21.477,16.967,16.967,17.131,17.131,16.074,20.361,17.146,17.031,2a,9.927,2r,16.074
MG453606,2,18.546,18.546,8.014,8.014,18.771,17.869,21.239,20.023,20.023,20.402,20.225,20.225,19.977,22.460,22.460,18.602,18.602,18.341,18.341,19.335,17.362,19.808,19.585,2b,8.014,2t,17.362
MG453607,2,18.500,18.500,6.599,6.599,18.243,17.296,19.966,18.771,18.771,19.217,19.684,19.684,18.669,21.376,21.376,17.521,17.521,17.484,17.484,18.028,16.526,19.289,18.250,2b,6.599,2t,16.526
MG453608,2,6.712,6.712,18.387,18.387,16.113,16.413,17.905,16.516,16.516,16.926,17.607,17.607,15.736,21.803,21.803,16.516,16.516,16.967,16.967,15.736,18.613,15.962,16.993,2a,6.712,2k,15.736
MG453609,2,18.377,18.377,5.982,5.982,17.972,17.531,20.237,18.454,18.454,19.368,19.120,19.120,19.300,21.715,21.715,18.264,18.264,17.212,17.212,17.700,16.131,18.736,18.203,2b,5.982,2t,16.131
MG453610,2,18.254,18.254,7.389,7.389,18.806,17.577,20.507,18.905,18.905,19.793,19.910,19.910,19.402,21.590,21.590,18.535,18.535,18.161,18.161,18.817,17.090,19.628,18.768,2b,7.389,2t,17.090
MG453611,2,18.838,18.838,8.065,8.065,18.581,17.803,20.631,19.233,19.233,20.138,20.305,20.305,19.729,21.884,21.884,18.300,18.300,17.644,17.644,18.535,17.372,19.007,18.297,2b,8.065,2t,17.372
MG453612,2,18.838,18.838,7.445,7.445,19.346,17.936,20.756,19.515,19.515,19.885,20.203,20.203,19.459,21.545,21.545,18.895,18.895,17.372,17.372,18.782,17.259,19.684,19.700,2b,7.445,2t,17.259
MG453613,2,18.817,18.817,5.979,5.979,18.806,17.352,21.014,18.895,18.895,19.828,19.853,19.853,19.233,21.997,21.997,18.197,18.197,17.710,17.710,18.535,16.864,19.346,18.779,2b,5.979,2t,16.864
MG453614,2,8.573,8.573,20.192,20.192,17.644,17.541,18.782,17.475,17.475,17.219,18.397,18.397,16.638,22.492,22.492,17.146,17.146,17.339,17.339,17.259,20.000,17.315,17.732,2a,8.573,2k,16.638
MG453615,2,8.911,8.911,20.192,20.192,18.264,17.823,19.177,18.038,18.038,18.952,18.623,18.623,17.936,22.873,22.873,17.597,17.597,17.813,17.813,17.202,19.571,17.531,18.653,2a,8.911,2r,17.202
MG453616,2,19.109,19.109,7.957,7.957,19.448,17.926,21.227,19.109,19.109,20.713,19.571,19.571,19.233,22.799,22.799,19.222,19.222,18.454,18.454,18.828,17.315,19.921,19.102,2b,7.957,2t,17.315
MG453617,2,18.479,18.479,6.148,6.148,18.187,17.070,20.191,18.782,18.782,19.195,18.951,18.951,19.289,21.533,21.533,18.028,18.028,17.428,17.428,18.310,16.131,19.233,18.260,2b,6.148,2t,16.131
MG453618,2,18.387,18.387,6.937,6.937,18.274,16.977,19.741,18.500,18.500,20.057,18.771,18.771,19.177,21.984,21.984,18.105,18.105,17.315,17.315,18.105,16.131,18.895,18.088,2b,6.937,2t,16.131
MG453619,2,18.479,18.479,5.527,5.527,18.479,17.521,20.022,18.725,18.725,19.735,19.684,19.684,19.346,21.139,21.139,18.366,18.366,17.992,17.992,18.479,17.090,19.120,18.768,2b,5.527,2t,17.090
MG453620,2,8.629,8.629,18.782,18.782,16.685,16.413,17.511,17.494,17.494,17.742,17.438,17.438,16.808,21.364,21.364,16.300,16.300,17.823,17.823,16.751,18.951,17.259,18.020,2a,8.629,2d,16.413
MG453621,2,17.766,17.766,6.204,6.204,17.700,16.526,19.764,17.597,17.597,18.631,19.470,19.470,18.218,21.421,21.421,16.977,16.977,17.202,17.202,16.977,16.469,18.095,17.800,2b,6.204,2d,16.526
MG453622,2,18.592,18.592,7.276,7.276,18.535,17.746,20.911,19.120,19.120,20.253,19.910,19.910,19.684,22.379,22.379,18.592,18.592,18.218,18.218,19.155,17.428,19.177,19.344,2b,7.276,2t,17.428
MG453623,2,17.803,17.803,6.261,6.261,18.008,16.620,19.921,17.644,17.644,18.574,18.546,18.546,18.556,20.744,20.744,17.849,17.849,16.808,16.808,17.577,16.187,18.387,17.789,2b,6.261,2t,16.187
MG453624,2,19.526,19.526,19.413,19.413,23.181,22.630,24.605,23.689,23.689,24.424,23.984,23.984,23.420,27.242,27.242,22.912,22.912,23.307,23.307,22.573,23.181,23.251,23.963,2b,19.413,2a,19.526
MG453625,2,18.535,18.535,7.501,7.501,18.986,17.521,20.765,18.962,18.962,19.448,19.560,19.560,19.177,22.279,22.279,18.300,18.300,17.597,17.597,18.592,16.582,19.459,18.883,2b,7.501,2t,16.582
MG453626,2,17.746,17.746,6.091,6.091,17.511,16.958,19.718,18.443,18.443,19.080,19.628,19.628,18.105,20.812,20.812,17.521,17.521,16.977,16.977,18.197,16.526,17.879,17.684,2b,6.091,2t,16.526
MG453627,2,18.986,18.986,7.050,7.050,19.313,17.746,20.901,19.955,19.955,20.402,20.068,20.068,20.068,22.423,22.423,18.423,18.423,17.992,17.992,19.549,16.751,19.628,19.344,2b,7.050,2t,16.751
MG453628,2,17.239,17.239,6.994,6.994,17.455,16.507,18.806,17.766,17.766,18.046,18.592,18.592,18.331,21.239,21.239,17.183,17.183,16.638,16.638,17.803,16.638,18.274,17.569,2b,6.994,2d,16.507
MG453629,2,17.823,17.823,6.994,6.994,18.423,17.202,20.113,18.002,18.002,19.598,18.284,18.284,18.895,21.433,21.433,17.541,17.541,17.541,17.541,18.331,16.469,18.556,18.491,2b,6.994,2t,16.469
MG453630,2,18.085,18.085,6.712,6.712,18.683,16.901,20.315,18.105,18.105,19.701,19.448,19.448,19.177,21.702,21.702,18.412,18.412,17.597,17.597,18.423,16.808,19.402,17.915,2b,6.712,2t,16.808
MG453631,2,18.197,18.197,6.204,6.204,17.511,17.239,19.516,17.823,17.823,19.735,18.387,18.387,18.951,20.620,20.620,17.577,17.577,17.202,17.202,18.141,15.623,18.468,17.962,2b,6.204,2t,15.623
MG453632,2,17.915,17.915,6.373,6.373,18.560,17.399,19.585,18.613,18.613,20.012,19.289,19.289,18.602,20.676,20.676,18.750,18.750,18.207,18.207,17.972,17.033,18.895,18.009,2b,6.373,2t,17.033
MG453633,2,6.937,6.937,19.233,19.233,16.516,17.033,17.766,16.977,16.977,16.417,17.664,17.664,16.356,21.590,21.590,16.131,16.131,16.562,16.562,16.582,19.571,16.582,17.329,2a,6.937,2m,16.131
MG453634,2,17.587,17.587,5.700,5.700,17.905,16.404,19.595,18.161,18.161,19.070,18.592,18.592,18.172,20.812,20.812,16.958,16.958,16.535,16.535,17.700,15.614,17.607,17.684,2b,5.700,2t,15.614
MG453635,2,6.937,6.937,18.387,18.387,15.727,15.680,17.090,15.784,15.784,16.302,16.986,16.986,15.059,20.845,20.845,15.341,15.341,15.634,15.634,15.059,17.936,15.510,16.638,2a,6.937,2r,15.059
MG453636,2,18.951,18.951,7.445,7.445,19.289,18.218,20.732,19.064,19.064,19.770,20.034,20.034,20.079,22.097,22.097,19.233,19.233,17.879,17.879,19.233,17.259,20.023,19.412,2b,7.445,2t,17.259
MG453637,2,17.577,17.577,5.358,5.358,17.783,17.014,19.887,17.597,17.597,18.553,19.007,19.007,18.443,21.376,21.376,17.568,17.568,16.751,16.751,18.028,15.849,18.274,18.260,2b,5.358,2t,15.849
MG453638,2,17.465,17.465,6.655,6.655,18.694,17.239,19.527,18.567,18.567,19.310,18.771,18.771,18.669,21.251,21.251,17.915,17.915,16.808,16.808,17.521,16.469,18.725,18.260,2b,6.655,2t,16.469
MG453639,2,18.479,18.479,6.768,6.768,17.962,17.127,19.921,19.064,19.064,19.127,19.346,19.346,18.838,22.166,22.166,18.310,18.310,17.654,17.654,18.704,16.244,18.669,18.318,2b,6.768,2t,16.244
MG453640,2,17.746,17.746,5.922,5.922,18.310,17.183,19.662,18.895,18.895,20.196,19.120,19.120,18.951,21.815,21.815,18.197,18.197,17.710,17.710,18.310,16.516,18.443,18.203,2b,5.922,2t,16.516
MG453641,2,17.634,17.634,6.712,6.712,17.117,17.127,19.437,18.151,18.151,19.253,18.884,18.884,18.274,21.364,21.364,17.746,17.746,17.146,17.146,16.676,16.018,18.669,17.915,2b,6.712,2t,16.018
MG453642,2,18.761,18.761,7.671,7.671,18.975,17.521,21.059,19.289,19.289,20.057,20.135,20.135,19.966,22.561,22.561,18.817,18.817,18.669,18.669,18.704,17.033,19.289,18.836,2b,7.671,2t,17.033
MG453643,2,7.389,7.389,17.624,17.624,15.597,16.526,17.521,16.920,16.920,16.811,17.156,17.156,16.074,20.822,20.822,15.398,15.398,15.936,15.936,15.849,17.936,15.792,16.878,2a,7.389,2m,15.398
MG453644,2,16.742,16.742,17.408,17.408,9.024,16.413,18.331,16.404,16.404,16.129,16.930,16.930,15.736,21.477,21.477,17.813,17.813,17.372,17.372,16.808,19.120,17.315,16.638,2c,9.024,2k,15.736
MG453645,2,8.968,8.968,20.135,20.135,18.038,17.372,18.412,17.756,17.756,18.203,18.623,18.623,17.541,22.704,22.704,17.315,17.315,17.245,17.245,17.710,19.741,17.146,18.030,2a,8.968,2u,17.146
MG453646,2,7.445,7.445,18.443,18.443,16.460,16.018,17.202,15.896,15.896,16.820,16.591,16.591,16.018,20.744,20.744,14.938,14.938,15.614,15.614,15.285,17.936,15.398,16.235,2a,7.445,2m,14.938
MG453647,2,18.423,18.423,6.261,6.261,18.310,17.296,20.371,18.669,18.669,19.483,20.023,20.023,19.402,21.433,21.433,18.310,18.310,17.936,17.936,18.310,16.864,18.782,19.182,2b,6.261,2t,16.864
MG453648,2,17.746,17.746,5.584,5.584,17.604,16.732,19.629,18.161,18.161,19.023,19.402,19.402,18.838,21.602,21.602,18.049,18.049,17.372,17.372,18.197,16.187,18.556,18.548,2b,5.584,2t,16.187
MG453649,2,19.042,19.042,7.276,7.276,18.986,18.028,20.845,19.391,19.391,19.885,20.023,20.023,19.504,22.109,22.109,18.761,18.761,18.161,18.161,19.155,17.033,19.684,19.056,2b,7.276,2t,17.033
MG453650,2,7.614,7.614,17.408,17.408,15.606,16.582,17.202,16.798,16.798,17.617,17.099,17.099,16.695,21.364,21.364,15.962,15.962,16.430,16.430,16.300,18.387,16.695,16.359,2a,7.614,2c,15.606
MG453651,2,18.479,18.479,6.768,6.768,18.074,17.127,20.563,19.064,19.064,19.333,19.166,19.166,18.838,21.702,21.702,17.521,17.521,17.259,17.259,18.310,16.244,19.120,18.538,2b,6.768,2t,16.244
MG453652,2,8.404,8.404,19.549,19.549,17.193,17.766,18.320,17.700,17.700,17.962,18.397,18.397,16.808,22.999,22.999,17.024,17.024,18.042,18.042,17.090,19.335,17.879,18.260,2a,8.404,2k,16.808
MG453653,2,7.445,7.445,18.581,18.581,16.685,16.920,17.936,16.911,16.911,17.559,16.920,16.920,17.127,21.984,21.984,16.122,16.122,17.169,17.169,17.090,18.274,16.695,17.224,2a,7.445,2m,16.122
MG453654,2,18.761,18.761,7.332,7.332,19.042,17.465,20.732,19.459,19.459,20.057,19.289,19.289,19.402,22.322,22.322,18.197,18.197,18.331,18.331,18.648,16.469,19.684,18.779,2b,7.332,2t,16.469
MG453655,2,17.915,17.915,5.697,5.697,17.624,16.789,20.225,18.387,18.387,18.793,19.053,19.053,17.992,21.320,21.320,17.296,17.296,17.541,17.541,17.296,15.792,18.331,18.030,2b,5.697,2t,15.792
MG453656,2,18.962,18.962,8.634,8.634,19.459,17.879,20.293,19.741,19.741,20.932,20.429,20.429,19.921,21.489,21.489,19.177,19.177,18.115,18.115,18.679,17.090,19.639,19.401,2b,8.634,2t,17.090
MG453658,2,8.065,8.065,18.648,18.648,16.798,17.090,18.838,17.475,17.475,18.365,18.623,18.623,17.090,22.492,22.492,16.920,16.920,17.965,17.965,16.356,19.064,17.315,17.339,2a,8.065,2r,16.356
MG453659,2,17.859,17.859,6.599,6.599,18.177,16.845,20.225,18.049,18.049,19.149,19.053,19.053,18.669,21.433,21.433,17.399,17.399,17.428,17.428,17.634,16.356,18.838,18.135,2b,6.599,2t,16.356
MG453660,2,17.803,17.803,5.020,5.020,17.521,16.225,20.056,17.766,17.766,18.987,18.602,18.602,18.387,20.293,20.293,17.352,17.352,17.090,17.090,17.803,15.849,18.613,17.674,2b,5.020,2t,15.849
MG453661,2,18.366,18.366,7.163,7.163,18.750,17.239,21.047,18.884,18.884,20.517,19.515,19.515,19.007,21.421,21.421,18.310,18.310,17.879,17.879,18.817,16.526,19.426,18.836,2b,7.163,2t,16.526
MG453662,2,17.823,17.823,6.881,6.881,18.412,17.428,20.371,18.736,18.736,19.735,19.459,19.459,18.940,21.590,21.590,18.105,18.105,17.766,17.766,18.331,16.356,18.218,18.423,2b,6.881,2t,16.356
MG453663,2,18.423,18.423,7.276,7.276,18.750,18.366,21.103,19.300,19.300,19.885,19.853,19.853,19.120,21.308,21.308,18.085,18.085,18.443,18.443,18.479,16.808,19.233,19.067,2b,7.276,2t,16.808
MG453664,2,17.070,17.070,7.518,7.518,18.269,17.690,20.304,18.443,18.443,19.229,19.661,19.661,19.064,22.241,22.241,18.356,18.356,17.484,17.484,18.535,16.695,19.389,18.894,2b,7.518,2t,16.695
MG453665,2,18.500,18.500,7.107,7.107,18.637,17.408,20.417,18.940,18.940,19.828,19.842,19.842,19.571,21.771,21.771,18.377,18.377,17.992,17.992,18.704,16.977,19.120,18.952,2b,7.107,2t,16.977
MG453666,2,19.042,19.042,7.671,7.671,19.133,18.141,20.990,19.346,19.346,20.012,20.248,20.248,19.684,21.947,21.947,18.817,18.817,18.218,18.218,18.761,17.202,19.853,19.459,2b,7.671,2t,17.202
MG453667,2,19.222,19.222,8.352,8.352,19.155,18.320,21.059,19.526,19.526,20.460,20.913,20.913,20.090,22.561,22.561,19.504,19.504,18.623,18.623,19.109,17.756,19.752,19.124,2b,8.352,2t,17.756
MG453668,2,18.592,18.592,6.261,6.261,18.468,17.465,20.056,18.454,18.454,19.598,19.007,19.007,18.669,21.646,21.646,17.972,17.972,17.259,17.259,18.085,16.638,18.500,17.742,2b,6.261,2t,16.638
