Accession,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MG456224,6,9.978,9.978,24.963,29.126,32.350,29.674,32.500,31.233,30.677,28.747,32.294,33.063,32.009,31.922,33.978,33.978,28.469,30.214,32.870,31.843,31.195,29.730,29.730,32.335,32.816,32.816,32.888,32.888,32.442,32.442,31.982,31.982,30.009,24.220,24.220,32.377,32.377,32.551,32.551,32.815,32.815,32.122,30.837,30.837,33.114,6a,9.978,6xd,24.220
MG456252,6,29.871,29.871,30.268,29.054,26.208,16.156,27.055,31.414,29.890,30.929,29.531,29.662,29.985,29.380,29.928,29.928,27.105,26.366,27.166,28.155,30.859,27.847,27.847,21.905,31.540,31.540,31.291,31.291,30.299,30.299,29.678,29.678,23.684,30.539,30.539,30.419,30.419,27.406,27.406,29.339,29.339,29.481,30.798,30.798,29.179,6e,16.156,6u,21.905
MG456287,6,11.678,11.678,25.167,30.418,33.463,29.963,33.137,31.444,30.870,29.201,33.210,32.793,32.474,33.069,33.680,33.680,29.515,29.433,31.845,33.993,31.101,30.270,30.270,32.167,32.712,32.712,30.688,30.688,32.691,32.691,32.574,32.574,32.286,25.019,25.019,30.904,30.904,29.842,29.842,33.163,33.163,31.902,31.522,31.522,32.942,6a,11.678,6xd,25.019
MG456306,6,6.874,6.874,23.037,27.017,31.122,27.840,30.348,29.380,30.947,27.709,31.180,31.486,30.464,29.713,32.392,32.392,28.031,27.361,31.017,31.745,30.627,28.696,28.696,30.224,31.098,31.098,29.453,29.453,30.519,30.519,30.724,30.724,28.239,23.216,23.216,28.465,28.465,28.259,28.259,29.965,29.965,30.621,29.810,29.810,31.154,6a,6.874,6b,23.037
MG456346,6,31.422,31.422,30.539,30.056,32.073,30.792,30.587,30.106,30.161,29.801,29.734,28.718,30.140,29.515,30.837,30.837,30.949,30.910,28.046,30.933,32.030,30.877,30.877,28.627,6.208,6.208,30.419,30.419,29.013,29.013,30.250,30.250,31.282,30.602,30.602,29.317,29.317,29.082,29.082,30.104,30.104,28.886,28.783,28.783,28.518,6v,6.208,6xj,28.518
MG456347,6,31.401,31.401,29.779,28.903,31.466,27.956,31.175,31.264,26.250,26.622,25.806,20.858,6.430,24.370,22.623,22.623,30.374,30.406,28.719,30.492,31.618,30.096,30.096,31.579,28.982,28.982,30.082,30.082,29.472,29.472,21.111,21.111,28.873,28.417,28.417,22.296,22.296,28.687,28.687,21.576,21.576,29.919,20.355,20.355,21.185,6l,6.430,6xi,20.355
MG456415,6,28.389,28.389,30.432,27.599,26.391,10.256,27.895,27.996,27.532,29.693,28.020,29.018,28.743,27.590,31.022,31.022,25.562,26.433,23.964,27.674,26.691,25.712,25.712,20.557,27.977,27.977,29.746,29.746,29.001,29.001,27.976,27.976,21.814,28.428,28.428,29.762,29.762,26.457,26.457,29.512,29.512,28.102,29.630,29.630,28.647,6e,10.256,6u,20.557
MG717925,6,3.895,3.895,19.450,26.490,26.930,26.594,26.783,26.848,26.051,26.758,26.694,26.109,26.320,26.666,26.341,26.341,26.178,26.019,26.912,26.347,27.050,27.122,27.122,26.913,26.259,26.259,27.017,27.017,26.067,26.067,26.329,26.329,26.561,19.094,19.094,26.673,26.673,27.321,27.321,25.803,25.803,27.750,26.230,26.230,26.147,6a,3.895,6xd,19.094
MG717926,6,3.836,3.836,19.064,26.284,26.708,26.403,26.559,26.639,25.658,26.550,26.475,25.676,26.136,26.476,26.242,26.242,25.961,25.809,26.699,26.151,26.795,26.941,26.941,26.813,26.280,26.280,26.797,26.797,25.969,25.969,26.170,26.170,26.433,18.968,18.968,26.633,26.633,27.178,27.178,25.758,25.758,27.706,26.157,26.157,26.076,6a,3.836,6b,19.064
MG717927,6,3.986,3.986,19.218,26.444,26.854,26.545,26.698,26.776,25.743,26.690,26.572,25.805,26.292,26.660,26.320,26.320,26.077,25.898,26.786,26.290,26.879,27.037,27.037,26.914,26.294,26.294,26.912,26.912,26.109,26.109,26.331,26.331,26.534,19.108,19.108,26.892,26.892,27.263,27.263,25.972,25.972,27.826,26.258,26.258,26.209,6a,3.986,6b,19.218
MG717928,6,4.690,4.690,19.162,26.468,26.829,26.835,26.688,26.926,25.945,26.686,26.673,26.029,26.338,26.631,26.533,26.533,26.313,26.055,26.772,26.445,27.119,27.256,27.256,27.010,26.424,26.424,26.655,26.655,26.290,26.290,26.031,26.031,26.603,19.322,19.322,26.997,26.997,26.946,26.946,25.982,25.982,27.953,26.223,26.223,26.537,6a,4.690,6b,19.162
MG717929,6,4.690,4.690,18.930,26.468,26.829,26.835,26.663,26.901,26.043,26.655,26.669,25.864,26.338,26.615,26.519,26.519,26.293,26.039,26.783,26.429,27.104,27.256,27.256,27.010,26.445,26.445,26.639,26.639,26.306,26.306,26.031,26.031,26.603,19.322,19.322,26.997,26.997,26.946,26.946,25.982,25.982,27.953,26.223,26.223,26.537,6a,4.690,6b,18.930
MG717930,6,4.839,4.839,19.075,26.612,26.948,26.933,26.802,27.014,26.128,26.784,26.766,25.988,26.486,26.766,26.686,26.686,26.366,26.137,26.870,26.550,27.207,27.382,27.382,27.112,26.574,26.574,26.716,26.716,26.408,26.408,26.172,26.172,26.701,19.462,19.462,27.177,27.177,27.045,27.045,26.152,26.152,28.078,26.332,26.332,26.657,6a,4.839,6b,19.075
PP164683,6,25.000,25.000,23.962,18.498,18.832,19.414,2.747,21.469,26.365,27.850,27.612,26.007,25.319,25.960,23.077,23.077,18.681,19.653,21.667,14.779,27.043,17.341,17.341,18.864,25.977,25.977,22.599,22.599,23.307,23.307,24.436,24.436,21.389,23.810,23.810,24.816,24.816,22.008,22.008,24.314,24.314,21.723,25.424,25.424,27.395,6f,2.747,6r,14.779
PP164684,6,25.194,25.194,24.725,17.582,19.414,19.597,5.495,22.711,26.554,27.477,27.715,27.057,25.273,26.554,24.725,24.725,20.879,20.039,21.667,16.117,27.644,17.850,17.850,19.597,27.184,27.184,22.868,22.868,24.470,24.470,25.229,25.229,21.731,25.455,25.455,25.184,25.184,22.348,22.348,25.777,25.777,21.550,26.374,26.374,28.022,6f,5.495,6r,16.117
PP164685,6,23.598,23.598,24.542,17.949,18.267,19.308,3.663,21.612,26.930,27.715,27.273,25.458,24.590,25.777,23.077,23.077,20.330,19.846,20.370,14.971,27.087,17.466,17.466,19.126,25.391,25.391,22.222,22.222,23.108,23.108,24.248,24.248,21.456,23.853,23.853,24.632,24.632,22.587,22.587,23.583,23.583,20.336,24.859,24.859,25.862,6f,3.663,6r,14.971
PP164686,6,23.985,23.985,23.862,17.582,17.702,19.414,3.480,21.795,26.177,26.355,27.477,24.725,24.226,26.007,22.711,22.711,19.048,18.882,20.926,14.971,26.568,16.031,16.031,18.681,24.414,24.414,22.411,22.411,23.307,23.307,23.496,23.496,20.881,24.176,24.176,23.529,23.529,22.244,22.244,23.583,23.583,20.965,24.670,24.670,26.245,6f,3.480,6r,14.971
PP164687,6,23.938,23.938,23.585,17.216,19.021,18.681,3.663,21.657,25.188,26.404,26.493,25.273,24.226,25.777,22.303,22.303,19.963,18.690,20.480,15.547,26.255,17.366,17.366,18.498,24.219,24.219,22.050,22.050,22.510,22.510,23.684,23.684,20.881,24.497,24.497,23.486,23.486,21.497,21.497,23.035,23.035,21.043,24.670,24.670,26.195,6f,3.663,6r,15.547
PP164688,6,24.272,24.272,23.585,18.864,18.644,18.864,4.396,21.092,28.491,28.277,29.907,25.047,24.772,25.960,22.161,22.161,18.864,20.424,21.281,16.123,25.919,17.919,17.919,19.231,26.367,26.367,22.411,22.411,22.178,22.178,24.132,24.132,20.952,23.917,23.917,23.346,23.346,23.396,23.396,23.993,23.993,20.696,24.859,24.859,26.740,6f,4.396,6r,16.123
PP164689,6,24.806,24.806,23.917,17.367,19.209,19.597,3.480,21.469,27.002,27.881,27.561,26.177,24.680,26.508,22.303,22.303,19.561,19.653,21.092,14.971,25.919,17.241,17.241,19.013,26.562,26.562,22.222,22.222,22.510,22.510,23.949,23.949,21.073,24.542,24.542,23.713,23.713,22.514,22.514,23.583,23.583,22.404,25.047,25.047,26.190,6f,3.480,6r,14.971
PP164690,6,24.419,24.419,23.585,18.315,18.023,19.597,3.663,21.281,26.365,28.008,27.205,25.458,25.092,25.229,21.938,21.938,18.864,19.461,21.111,15.163,25.486,17.083,17.083,19.597,26.367,26.367,21.663,21.663,22.112,22.112,23.684,23.684,22.303,24.088,24.088,23.670,23.670,22.050,22.050,23.766,23.766,21.348,25.235,25.235,26.054,6f,3.663,6r,15.163
PP164691,6,24.859,24.859,25.094,17.399,20.330,18.830,6.227,21.092,25.989,27.154,26.542,23.810,24.954,26.740,21.978,21.978,19.780,20.424,21.092,17.399,24.800,18.304,18.304,19.780,24.805,24.805,22.921,22.921,23.307,23.307,22.810,22.810,20.881,24.060,24.060,22.978,22.978,22.917,22.917,23.077,23.077,21.978,24.436,24.436,25.641,6f,6.227,6r,17.399
PP164692,6,23.643,23.643,23.208,18.681,18.456,19.963,3.297,20.527,27.119,27.103,27.799,24.725,24.044,25.182,22.344,22.344,18.864,19.268,20.556,14.587,27.043,16.699,16.699,18.864,25.195,25.195,21.083,21.083,22.311,22.311,23.308,23.308,20.307,24.404,24.404,24.081,24.081,22.075,22.075,23.583,23.583,21.161,24.105,24.105,26.054,6f,3.297,6r,14.587
PP164693,6,24.031,24.031,24.453,18.315,19.231,19.231,3.480,21.978,25.989,27.290,26.306,25.641,24.954,26.504,23.810,23.810,19.048,18.112,21.481,15.751,26.902,17.274,17.274,18.498,25.977,25.977,22.287,22.287,23.033,23.033,24.497,24.497,22.486,23.540,23.540,24.816,24.816,22.264,22.264,24.680,24.680,21.970,24.812,24.812,27.106,6f,3.480,6r,15.751
PP164694,6,24.419,24.419,23.774,17.766,18.644,18.315,2.747,21.469,27.119,27.103,27.612,25.989,24.954,25.960,22.711,22.711,19.597,19.461,20.716,15.355,26.400,17.341,17.341,18.498,25.977,25.977,22.181,22.181,23.108,23.108,24.132,24.132,19.540,24.060,24.060,24.265,24.265,23.062,23.062,23.583,23.583,21.429,25.800,25.800,27.106,6f,2.747,6r,15.355
PP164695,6,24.419,24.419,23.208,17.399,19.021,19.231,2.198,20.527,26.365,27.477,27.985,24.908,24.772,26.325,23.077,23.077,19.597,19.075,20.926,14.971,26.531,16.699,16.699,18.498,25.781,25.781,21.657,21.657,23.417,23.417,23.684,23.684,21.024,23.993,23.993,24.081,24.081,21.236,21.236,24.132,24.132,21.161,24.670,24.670,26.365,6f,2.198,6r,14.971
PP164696,6,24.031,24.031,22.917,18.132,18.644,19.126,2.198,21.092,27.307,27.850,28.015,25.824,24.408,25.777,22.527,22.527,19.231,18.882,21.481,14.971,25.486,15.992,15.992,18.215,25.781,25.781,20.890,20.890,22.709,22.709,23.496,23.496,21.755,23.260,23.260,24.449,24.449,22.394,22.394,23.583,23.583,21.348,24.670,24.670,26.054,6f,2.198,6r,14.971
PP164697,6,23.837,23.837,23.175,18.079,19.021,19.963,4.212,22.527,25.800,26.316,27.059,24.314,23.993,25.229,23.626,23.626,18.864,19.963,20.620,17.033,26.015,17.748,17.748,19.597,25.195,25.195,22.437,22.437,23.033,23.033,23.496,23.496,22.031,22.852,22.852,24.265,24.265,22.684,22.684,24.176,24.176,21.311,25.047,25.047,27.011,6f,4.212,6r,17.033
PP164698,6,24.561,24.561,24.151,18.681,19.780,20.147,5.678,22.744,27.221,27.256,28.464,25.424,23.585,27.151,23.077,23.077,20.147,19.461,22.326,16.117,25.800,18.132,18.132,20.330,26.062,26.062,22.960,22.960,22.112,22.112,24.863,24.863,21.938,25.047,25.047,24.242,24.242,23.048,23.048,23.400,23.400,22.527,26.374,26.374,27.473,6f,5.678,6r,16.117
PP164699,6,23.256,23.256,23.358,17.702,18.267,19.231,3.297,21.612,27.119,27.103,27.626,25.092,24.408,25.516,23.993,23.993,20.330,19.268,20.879,16.117,26.902,18.234,18.234,17.949,25.977,25.977,21.857,21.857,22.311,22.311,24.248,24.248,20.881,23.626,23.626,24.632,24.632,22.034,22.034,24.680,24.680,21.245,25.047,25.047,27.011,6f,3.297,6r,16.117
PP164700,6,25.000,25.000,25.709,19.231,20.330,19.231,6.593,22.556,26.930,26.930,28.679,27.605,25.636,25.594,23.443,23.443,19.963,21.429,22.787,16.484,27.238,18.234,18.234,21.795,27.379,27.379,23.288,23.288,24.568,24.568,24.314,24.314,21.714,25.560,25.560,24.449,24.449,23.629,23.629,24.132,24.132,22.527,25.458,25.458,27.656,6f,6.593,6r,16.484
PP164701,6,24.756,24.756,24.151,18.498,20.513,20.147,5.128,22.075,27.872,28.598,27.695,26.000,24.952,25.960,22.669,22.669,19.597,20.039,21.887,15.547,26.848,17.658,17.658,20.513,26.265,26.265,23.107,23.107,23.506,23.506,24.863,24.863,20.307,25.182,25.182,23.670,23.670,23.301,23.301,24.863,24.863,23.034,25.947,25.947,26.628,6f,5.128,6r,15.547
PP164702,6,24.466,24.466,23.384,18.864,19.924,20.513,3.846,22.034,27.154,27.509,28.810,27.273,25.524,25.683,22.527,22.527,20.147,19.653,21.731,17.399,25.919,18.774,18.774,18.681,26.562,26.562,23.017,23.017,23.108,23.108,23.864,23.864,22.040,23.810,23.810,24.449,24.449,23.992,23.992,23.905,23.905,21.442,25.617,25.617,26.245,6f,3.846,6r,17.399
PP164703,6,25.146,25.146,25.424,19.597,20.151,20.513,5.861,22.368,26.404,28.464,27.290,26.404,25.411,26.958,23.443,23.443,21.429,19.075,21.013,15.739,26.112,19.194,19.194,19.780,26.758,26.758,22.976,22.976,23.705,23.705,25.594,25.594,20.881,23.626,23.626,23.529,23.529,21.739,21.739,23.993,23.993,23.260,25.424,25.424,27.289,6f,5.861,6r,15.739
PP164704,6,23.643,23.643,22.830,18.267,18.456,19.048,3.297,21.092,26.744,27.664,27.875,24.859,24.000,25.641,23.218,23.218,18.681,19.461,20.450,16.315,25.097,17.658,17.658,18.132,25.586,25.586,21.083,21.083,21.116,21.116,24.060,24.060,21.389,23.408,23.408,25.368,25.368,22.437,22.437,24.497,24.497,20.455,25.235,25.235,26.628,6f,3.297,6r,16.315
PP164705,6,24.758,24.758,24.528,17.949,20.339,19.231,3.297,20.716,26.355,27.323,26.902,25.641,24.044,27.239,22.669,22.669,19.597,19.075,20.556,14.971,25.869,17.241,17.241,18.681,24.609,24.609,22.411,22.411,23.904,23.904,23.872,23.872,20.841,24.908,24.908,23.853,23.853,21.881,21.881,24.497,24.497,21.601,24.670,24.670,26.245,6f,3.297,6r,14.971
PP164706,6,25.146,25.146,24.242,17.033,18.832,19.126,5.311,21.092,25.989,26.729,28.200,26.177,25.137,26.508,22.852,22.852,20.879,19.653,20.716,15.547,26.667,17.658,17.658,18.579,25.434,25.434,22.736,22.736,23.762,23.762,24.314,24.314,21.143,25.092,25.092,23.941,23.941,22.117,22.117,23.400,23.400,20.696,25.989,25.989,26.190,6f,5.311,6r,15.547
PP164707,6,23.699,23.699,23.019,17.766,18.681,18.681,2.198,20.716,26.030,26.952,28.067,25.458,24.226,25.960,22.161,22.161,19.231,19.075,19.887,16.300,25.725,16.985,16.985,18.132,25.000,25.000,21.657,21.657,21.912,21.912,23.949,23.949,19.732,23.729,23.729,23.897,23.897,21.617,21.617,23.766,23.766,20.765,25.235,25.235,26.557,6f,2.198,6r,16.300
PP164708,6,24.031,24.031,23.019,17.514,19.586,18.864,2.930,20.904,25.989,27.477,27.290,25.458,23.679,25.564,22.161,22.161,18.644,19.075,20.716,15.201,26.070,17.274,17.274,17.949,26.367,26.367,22.667,22.667,22.311,22.311,22.556,22.556,20.881,24.359,24.359,23.897,23.897,22.684,22.684,23.583,23.583,21.795,24.725,24.725,25.862,6f,2.930,6r,15.201
PP164709,6,23.643,23.643,25.365,17.949,18.797,19.414,3.480,21.429,26.742,27.477,27.829,26.000,25.319,26.128,23.443,23.443,19.048,19.653,21.481,17.216,25.603,18.042,18.042,19.231,26.744,26.744,21.899,21.899,23.417,23.417,25.046,25.046,22.486,24.294,24.294,24.081,24.081,23.629,23.629,25.046,25.046,20.605,25.564,25.564,26.557,6f,3.480,6r,17.216
PP164710,6,23.507,23.507,23.585,18.681,19.021,19.597,2.930,21.092,27.154,27.323,28.386,25.641,25.319,26.325,23.443,23.443,19.597,20.039,21.587,15.931,26.499,18.008,18.008,19.048,25.391,25.391,21.470,21.470,22.709,22.709,23.684,23.684,21.572,24.176,24.176,25.000,25.000,22.457,22.457,24.863,24.863,21.229,24.859,24.859,25.670,6f,2.930,6r,15.931
PP164711,6,24.806,24.806,24.242,18.132,18.832,18.944,3.846,21.092,28.060,27.664,28.757,25.092,24.590,26.923,22.894,22.894,19.780,19.653,21.481,15.163,26.345,17.850,17.850,18.944,26.172,26.172,21.663,21.663,23.800,23.800,23.872,23.872,20.475,24.771,24.771,24.265,24.265,23.450,23.450,24.314,24.314,21.536,25.612,25.612,25.800,6f,3.846,6r,15.163
PP164712,6,23.450,23.450,23.723,19.048,19.963,19.597,3.114,21.795,27.307,25.933,28.172,25.092,25.319,25.564,23.626,23.626,19.231,20.231,21.667,16.300,26.716,18.042,18.042,19.597,25.781,25.781,21.705,21.705,23.417,23.417,23.949,23.949,21.755,23.917,23.917,24.449,24.449,23.629,23.629,23.766,23.766,21.212,25.376,25.376,26.740,6f,3.114,6r,16.300
PP164713,6,24.903,24.903,23.962,17.582,19.021,18.498,3.846,20.339,26.404,26.580,27.087,24.670,24.954,25.229,21.978,21.978,19.414,19.653,20.527,15.547,25.725,16.794,16.794,18.132,25.586,25.586,21.469,21.469,23.506,23.506,23.583,23.583,20.498,24.436,24.436,23.897,23.897,22.368,22.368,23.218,23.218,21.676,23.352,23.352,25.458,6f,3.846,6r,15.547
PP164714,6,24.419,24.419,23.396,18.315,18.644,19.414,3.114,20.527,26.930,26.916,27.425,24.670,24.408,25.411,22.527,22.527,19.414,19.846,20.716,15.547,25.486,17.083,17.083,18.864,26.172,26.172,22.787,22.787,22.510,22.510,23.035,23.035,20.690,24.157,24.157,23.162,23.162,22.873,22.873,23.400,23.400,21.795,24.105,24.105,25.824,6f,3.114,6r,15.547
PP164715,6,24.085,24.085,24.528,19.231,19.397,19.780,3.480,21.469,27.495,27.290,28.731,25.641,25.683,26.508,23.810,23.810,19.963,20.424,21.771,16.507,26.886,18.511,18.511,19.414,25.586,25.586,21.881,21.881,22.908,22.908,24.060,24.060,21.024,24.725,24.725,25.000,25.000,22.649,22.649,25.229,25.229,21.601,25.235,25.235,26.437,6f,3.480,6r,16.507
PP164716,6,24.806,24.806,24.151,19.231,19.774,19.597,2.747,21.469,27.119,27.290,27.425,25.824,25.865,26.325,23.077,23.077,19.780,20.809,21.296,15.931,26.654,17.919,17.919,19.231,25.977,25.977,22.050,22.050,22.112,22.112,24.248,24.248,21.207,24.497,24.497,24.081,24.081,22.008,22.008,24.497,24.497,21.910,25.235,25.235,26.628,6f,2.747,6r,15.931
PP164717,6,24.510,24.510,23.238,18.681,18.774,18.864,4.579,22.344,26.880,27.477,27.747,26.245,24.590,26.336,21.938,21.938,19.744,19.846,21.667,16.484,27.083,18.681,18.681,18.681,25.781,25.781,22.134,22.134,23.836,23.836,23.518,23.518,22.669,24.226,24.226,24.587,24.587,23.019,23.019,23.949,23.949,20.459,24.904,24.904,27.289,6f,4.579,6r,16.484
PP164718,6,24.806,24.806,23.585,18.681,18.644,19.048,2.930,21.469,27.119,26.916,27.799,25.235,24.044,25.960,22.344,22.344,19.963,19.461,21.469,15.163,26.848,18.234,18.234,18.315,26.172,26.172,21.846,21.846,22.908,22.908,23.766,23.766,21.456,23.970,23.970,23.897,23.897,22.830,22.830,23.583,23.583,21.429,24.482,24.482,26.374,6f,2.930,6r,15.163
PP164719,6,24.419,24.419,23.585,18.498,18.079,18.498,3.114,21.281,27.684,27.664,28.172,25.235,24.954,26.691,22.527,22.527,19.597,20.231,20.904,15.163,26.654,17.534,17.534,18.681,25.977,25.977,21.617,21.617,23.108,23.108,24.314,24.314,20.881,23.596,23.596,24.449,24.449,22.684,22.684,23.949,23.949,21.795,25.235,25.235,26.642,6f,3.114,6r,15.163
PP164720,6,26.062,26.062,23.774,17.949,19.209,20.513,3.297,21.469,26.030,26.580,26.902,25.641,25.137,25.777,22.894,22.894,19.414,18.882,20.000,15.355,24.758,17.557,17.557,18.864,24.805,24.805,22.244,22.244,23.307,23.307,24.248,24.248,21.938,24.542,24.542,25.000,25.000,21.497,21.497,24.132,24.132,21.229,25.424,25.424,27.203,6f,3.297,6r,15.355
PP164721,6,24.225,24.225,23.585,17.949,19.021,18.864,3.114,21.092,27.547,27.256,28.383,25.092,24.908,26.143,22.486,22.486,19.780,20.809,20.926,14.779,26.848,16.763,16.763,18.681,25.781,25.781,21.663,21.663,22.908,22.908,23.872,23.872,21.024,24.532,24.532,24.220,24.220,22.437,22.437,23.949,23.949,20.974,24.859,24.859,26.437,6f,3.114,6r,14.779
PP164722,6,23.837,23.837,23.208,17.949,18.456,18.498,2.747,21.092,26.365,27.256,27.392,25.235,24.542,26.508,22.486,22.486,19.597,19.075,20.527,14.395,26.265,16.570,16.570,18.681,25.977,25.977,22.034,22.034,22.311,22.311,23.949,23.949,21.073,23.783,23.783,23.486,23.486,22.264,22.264,23.400,23.400,22.161,25.235,25.235,26.740,6f,2.747,6r,14.395
PP164723,6,24.806,24.806,23.208,18.282,19.021,19.231,2.564,21.281,28.060,28.037,28.918,26.190,24.954,25.912,22.852,22.852,18.647,20.231,21.852,16.123,25.825,17.148,17.148,18.099,25.781,25.781,21.083,21.083,21.912,21.912,23.496,23.496,21.389,24.176,24.176,25.000,25.000,22.973,22.973,24.680,24.680,21.161,25.047,25.047,27.011,6f,2.564,6r,16.123
PP164724,6,23.977,23.977,23.295,18.498,20.151,18.681,5.311,21.092,26.217,27.290,26.531,25.328,23.679,26.412,22.040,22.040,20.330,18.112,19.962,14.395,25.388,16.699,16.699,18.498,25.195,25.195,22.034,22.034,23.600,23.600,23.583,23.583,21.154,22.744,22.744,24.132,24.132,21.780,21.780,22.263,22.263,20.696,24.105,24.105,25.092,6f,5.311,6r,14.395
PP164725,6,24.855,24.855,23.396,18.132,19.586,19.780,4.212,20.527,25.843,26.629,27.087,25.824,24.226,26.143,22.303,22.303,19.414,18.112,20.556,16.123,26.692,17.939,17.939,18.864,26.367,26.367,23.404,23.404,23.307,23.307,23.496,23.496,21.572,23.260,23.260,23.897,23.897,22.649,22.649,24.132,24.132,22.533,24.859,24.859,26.054,6f,4.212,6r,16.123
PP164726,6,24.470,24.470,23.585,18.498,19.021,18.864,2.930,20.716,26.966,26.952,27.273,25.800,24.408,26.691,23.218,23.218,20.330,19.653,20.151,14.587,25.919,16.985,16.985,18.681,25.781,25.781,21.846,21.846,23.108,23.108,24.132,24.132,20.690,24.248,24.248,24.632,24.632,22.326,22.326,24.132,24.132,21.311,24.294,24.294,26.740,6f,2.930,6r,14.587
PP164727,6,23.837,23.837,23.019,17.766,19.048,19.231,3.297,21.241,26.177,26.168,27.052,24.670,24.044,25.940,22.894,22.894,19.048,18.690,19.288,15.934,26.070,16.507,16.507,17.949,25.586,25.586,21.705,21.705,22.112,22.112,23.766,23.766,20.307,24.112,24.112,24.265,24.265,22.075,22.075,23.905,23.905,21.429,25.275,25.275,26.374,6f,3.297,6r,15.934
PP164728,6,25.631,25.631,24.717,19.048,20.527,20.513,5.311,21.092,27.495,26.779,27.239,25.047,23.993,26.143,22.711,22.711,21.062,20.424,20.527,16.315,25.000,19.194,19.194,19.414,26.758,26.758,22.921,22.921,24.502,24.502,24.314,24.314,21.648,24.670,24.670,22.978,22.978,24.151,24.151,23.260,23.260,22.161,24.670,24.670,26.007,6f,5.311,6r,16.315
PP164729,6,24.658,24.658,24.427,18.832,19.165,19.780,5.678,21.846,26.604,27.528,27.341,26.095,24.176,25.564,23.260,23.260,19.774,19.653,21.388,16.850,26.744,18.882,18.882,18.132,25.195,25.195,22.857,22.857,22.311,22.311,24.478,24.478,22.031,24.237,24.237,24.632,24.632,22.830,22.830,23.766,23.766,21.795,24.542,24.542,24.144,6f,5.678,6r,16.850
PP164730,6,24.663,24.663,24.105,17.216,19.209,18.315,3.480,20.527,25.281,26.766,27.138,24.294,24.772,26.557,22.486,22.486,19.414,18.497,20.151,15.163,26.346,16.603,16.603,18.498,24.609,24.609,21.657,21.657,22.772,22.772,24.314,24.314,21.333,23.872,23.872,24.449,24.449,22.368,22.368,23.766,23.766,21.676,24.482,24.482,26.557,6f,3.480,6r,15.163
PP164731,6,24.466,24.466,23.585,18.864,19.021,18.681,3.663,21.846,27.119,27.850,28.411,25.989,24.590,25.594,23.443,23.443,20.513,19.846,21.281,14.779,26.848,18.112,18.112,18.315,26.172,26.172,21.846,21.846,21.713,21.713,23.949,23.949,20.690,24.719,24.719,25.000,25.000,23.295,23.295,23.766,23.766,21.245,24.105,24.105,26.557,6f,3.663,6r,14.779
PP164732,6,24.031,24.031,23.774,17.582,19.397,18.498,3.297,21.469,25.989,26.729,27.829,25.989,24.954,26.143,23.443,23.443,19.013,19.653,20.826,15.547,25.875,17.534,17.534,18.315,25.977,25.977,22.034,22.034,22.709,22.709,24.863,24.863,20.881,23.872,23.872,23.346,23.346,22.075,22.075,23.583,23.583,21.245,25.612,25.612,26.374,6f,3.297,6r,15.547
PP164733,6,24.031,24.031,24.053,19.414,19.586,19.231,4.396,20.904,26.742,28.411,28.625,25.824,26.776,26.923,24.359,24.359,19.963,18.882,21.111,16.123,26.459,17.534,17.534,17.949,25.977,25.977,22.050,22.050,23.506,23.506,24.060,24.060,20.307,24.176,24.176,25.735,25.735,22.824,22.824,24.497,24.497,22.097,25.424,25.424,27.586,6f,4.396,6r,16.123
PP164734,6,23.745,23.745,23.396,18.132,19.397,20.147,4.029,21.281,25.607,26.766,27.087,25.424,24.772,26.557,23.400,23.400,20.330,18.882,20.904,15.547,25.869,16.985,16.985,19.414,25.586,25.586,22.787,22.787,22.908,22.908,24.497,24.497,21.839,24.359,24.359,24.037,24.037,22.556,22.556,23.949,23.949,21.676,25.047,25.047,27.106,6f,4.029,6r,15.547
PP164735,6,24.612,24.612,23.396,17.766,18.079,19.048,3.480,21.469,26.554,26.542,27.829,26.007,24.226,25.229,22.527,22.527,18.864,18.304,21.956,15.163,25.800,18.304,18.304,18.681,25.586,25.586,21.822,21.822,21.713,21.713,23.120,23.120,21.024,23.810,23.810,25.000,25.000,22.201,22.201,23.583,23.583,20.225,25.800,25.800,26.245,6f,3.480,6r,15.163
PP164736,6,25.194,25.194,23.864,17.949,19.962,19.490,4.762,21.092,26.177,27.664,27.458,25.047,25.824,26.691,22.894,22.894,19.963,18.882,20.716,14.971,26.306,17.274,17.274,18.579,25.977,25.977,23.164,23.164,23.366,23.366,23.583,23.583,21.143,23.684,23.684,23.897,23.897,23.208,23.208,24.314,24.314,21.429,24.482,24.482,25.824,6f,4.762,6r,14.971
