Accession,ClosestSubtypeAlignedNT,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
FJ872302,1762,25.452,28.861,25.467,7.719,27.948,27.257,30.887,28.298,4,7.719,3,25.467
FJ872303,1760,25.554,29.498,26.361,8.864,28.523,28.077,31.564,28.968,4,8.864,1,25.554
FJ872304,1772,24.718,29.099,26.505,15.801,28.507,27.815,30.230,27.612,4,15.801,1,24.718
FJ872305,1772,24.944,28.852,25.632,15.237,28.225,27.211,29.484,27.363,4,15.237,1,24.944
FJ872306,1773,25.564,29.586,27.001,15.736,28.378,27.968,30.118,27.385,4,15.736,1,25.564
FJ872307,1772,25.211,28.420,27.156,16.629,28.275,26.843,29.994,27.290,4,16.629,1,25.211
FJ872308,1664,25.210,29.021,26.239,7.452,28.379,27.858,30.665,28.481,4,7.452,1,25.210
FJ872309,1700,25.528,29.643,26.636,7.647,29.098,27.722,30.317,28.055,4,7.647,1,25.528
FJ872310,1716,24.868,29.517,26.160,8.100,28.903,28.246,31.710,28.749,4,8.100,1,24.868
FJ872311,1685,25.400,29.172,26.504,7.596,28.783,27.473,30.712,28.338,4,7.596,1,25.400
FJ872312,1701,25.030,29.244,26.478,7.819,28.383,27.794,31.824,28.481,4,7.819,1,25.030
FJ872313,1702,25.059,29.223,26.377,8.284,28.697,27.519,32.128,28.152,4,8.284,1,25.059
FJ872314,1696,24.956,28.767,26.539,15.280,28.672,27.761,30.024,27.388,4,15.280,1,24.956
FJ872315,1665,24.776,28.900,27.064,16.115,28.832,28.253,30.854,27.075,4,16.115,1,24.776
FJ872316,1710,24.515,28.844,26.584,15.079,28.329,28.028,30.894,27.256,4,15.079,1,24.515
FJ872317,1687,25.134,29.281,27.408,16.036,28.859,28.325,30.769,27.806,4,16.036,1,25.134
FJ872318,1392,24.189,29.850,27.626,17.888,30.753,28.725,29.362,27.576,4,17.888,1,24.189
FJ872319,1361,25.611,28.857,26.425,7.935,29.613,28.132,30.850,28.267,4,7.935,1,25.611
FJ872320,1404,25.942,28.376,26.148,8.120,29.706,28.262,30.739,28.309,4,8.120,1,25.942
FJ872321,1674,25.343,29.521,26.287,6.750,28.472,27.983,31.170,28.662,4,6.750,1,25.343
FJ872322,1573,25.302,29.582,26.395,15.341,28.807,28.333,30.127,26.735,4,15.341,1,25.302
FJ872323,1621,25.400,29.114,26.349,15.238,28.624,28.342,31.071,26.698,4,15.238,1,25.400
FJ872324,1621,25.292,29.098,26.641,15.484,28.915,28.527,30.497,26.173,4,15.484,1,25.292
FJ872325,1657,24.684,29.465,26.309,15.691,28.952,27.983,30.347,26.987,4,15.691,1,24.684
FJ872326,1627,24.324,29.543,25.493,7.253,27.931,27.692,30.508,26.834,4,7.253,1,24.324
FJ872327,1687,25.236,29.553,27.016,15.827,28.994,28.504,30.389,27.002,4,15.827,1,25.236
FJ890487,458,27.609,30.617,,20.302,30.317,31.739,33.857,31.659,4,20.302,1,27.609
FJ890488,459,27.174,30.617,,20.518,30.937,31.798,33.857,31.670,4,20.518,1,27.174
FJ890489,459,27.015,,,19.870,30.652,31.579,33.857,31.887,4,19.870,1,27.015
FJ890490,459,27.174,,,20.518,30.283,31.798,33.632,31.887,4,20.518,1,27.174
FJ890491,463,26.362,,,19.694,31.739,32.018,33.632,31.453,4,19.694,1,26.362
FJ890492,463,26.580,,,19.326,31.707,32.071,33.857,29.610,4,19.326,1,26.580
FJ890493,463,26.362,,,19.694,31.739,32.018,33.632,31.453,4,19.694,1,26.362
FJ890494,463,26.580,,,19.326,31.707,32.071,33.857,29.610,4,19.326,1,26.580
FN401072,298,27.046,30.279,31.650,16.107,31.602,31.667,,,4,16.107,1,27.046
FN401077,285,29.588,29.130,29.123,10.526,27.570,,,,4,10.526,3,29.123
FN401080,291,26.374,,,16.151,,32.500,,27.234,4,16.151,1,26.374
FN401086,290,29.779,,28.309,9.310,27.103,31.197,29.412,30.544,4,9.310,3,28.309
FN401087,292,29.670,27.570,29.304,9.247,28.968,31.076,,,4,9.247,3,29.304
FN401088,292,28.623,26.636,29.897,10.959,28.458,,,,4,10.959,3,29.897
FN401089,291,28.520,28.302,29.452,10.309,28.968,,28.750,30.672,4,10.309,3,29.452
FN401090,297,28.214,28.968,30.201,15.825,29.688,31.405,,,4,15.825,1,28.214
FN401092,298,27.500,,31.208,16.779,,33.891,,,4,16.779,1,27.500
FN401095,291,28.205,,,17.182,,31.405,,27.660,4,17.182,1,28.205
FN401098,292,29.710,27.907,29.818,9.247,29.553,30.342,,,4,9.247,3,29.818
FN401100,291,28.938,26.636,29.091,9.278,30.345,,,,4,9.278,1,28.938
FN401108,292,30.515,,30.584,10.959,28.272,,,,4,10.959,3,30.584
FN401120,290,27.206,,31.944,16.897,,33.333,,27.660,4,16.897,1,27.206
FN401123,290,29.818,28.037,28.676,10.345,30.556,,,,4,10.345,3,28.676
FN401132,292,27.372,29.084,31.399,16.438,28.655,32.917,,,4,16.438,1,27.372
FN401142,300,27.240,,31.987,16.000,,33.333,,,4,16.000,1,27.240
FN401146,298,27.143,28.968,31.313,15.772,29.688,32.500,,,4,15.772,1,27.143
FN401147,299,29.433,28.037,29.893,9.030,28.458,,,,4,9.030,3,29.893
FN401149,298,30.108,27.103,29.293,10.067,30.279,,,,4,10.067,3,29.293
FN401150,300,29.032,28.448,28.826,7.333,28.458,30.342,,,4,7.333,3,28.826
FN401154,297,27.143,30.182,31.650,16.498,30.736,32.780,,,4,16.498,1,27.143
FN401157,300,26.429,28.685,31.208,17.000,28.655,,29.344,,4,17.000,1,26.429
FN401158,297,29.032,,29.787,10.774,29.644,,,,4,10.774,1,29.032
FN401172,301,29.749,27.570,29.195,9.302,28.968,,,,4,9.302,3,29.195
FN401175,298,27.857,30.909,32.660,16.107,29.240,32.636,,,4,16.107,1,27.857
FN401177,300,27.599,,,16.000,,33.891,,,4,16.000,1,27.599
FN401182,297,27.599,,31.650,16.498,,33.333,29.183,,4,16.498,1,27.599
FN401185,297,29.032,26.636,29.181,9.091,30.345,,,,4,9.091,1,29.032
FN401186,285,30.000,28.037,29.851,9.474,26.636,,,,4,9.474,3,29.851
FN401193,298,26.786,29.482,31.650,15.436,28.070,32.917,,27.234,4,15.436,1,26.786
FN668570,324,30.363,32.283,29.167,10.185,31.164,,,28.390,4,10.185,3,29.167
FN668571,324,30.033,32.283,28.526,10.494,30.375,31.715,,28.390,4,10.494,3,28.526
FN668572,323,32.119,28.879,28.846,9.907,27.083,,30.573,28.814,4,9.907,3,28.846
FN668573,322,32.119,28.879,28.846,9.627,27.727,,30.573,28.390,4,9.627,3,28.846
FN668574,313,30.351,,31.613,10.543,28.125,30.000,,29.787,4,10.543,1,30.351
FN668575,322,30.323,28.326,28.710,9.317,28.175,31.760,,,4,9.317,3,28.710
FN668576,323,29.355,33.013,29.934,9.288,31.228,32.618,30.435,29.832,4,9.288,1,29.355
FN668577,323,30.363,31.169,29.355,8.050,28.346,31.466,30.519,,4,8.050,3,29.355
FN668578,323,30.108,,31.613,11.455,26.360,,29.474,,4,11.455,5,26.360
FN668579,319,30.796,29.310,30.818,9.718,28.740,,,,4,9.718,3,30.818
FN668580,323,31.788,30.172,30.128,7.740,28.854,32.051,,29.661,4,7.740,3,30.128
FN668581,323,30.935,,30.769,8.359,29.249,32.479,,30.085,4,8.359,3,30.769
FN668582,323,28.808,,30.225,11.146,28.270,,,30.798,4,11.146,1,28.808
FN668583,323,,,29.167,9.288,28.455,31.624,,,4,9.288,3,29.167
FN668584,323,28.197,29.310,29.487,9.598,26.724,32.189,,31.356,4,9.598,1,28.197
FN668585,323,28.990,30.736,31.613,6.811,29.134,31.466,,,4,6.811,1,28.990
FN668586,323,30.108,31.304,31.410,9.598,28.934,32.189,,29.915,4,9.598,1,30.108
FN668587,323,30.795,29.302,31.562,9.288,29.004,,,,4,9.288,1,30.795
FN668588,323,29.393,,28.261,12.074,,32.903,,28.936,4,12.074,3,28.261
FN668589,323,28.767,29.114,31.392,10.836,29.762,32.051,,29.536,4,10.836,1,28.767
FN668590,323,29.688,,31.148,10.217,29.134,33.761,31.667,32.353,4,10.217,1,29.688
FN668591,323,28.826,28.879,30.968,11.455,28.448,31.064,29.474,30.769,4,11.455,1,28.826
FN668592,323,29.286,,29.167,10.217,,,,,4,10.217,3,29.167
FN668593,323,30.132,30.000,30.225,9.598,27.604,,31.111,,4,9.598,1,30.132
FN668594,322,30.744,,30.293,10.248,27.604,,,,4,10.248,1,30.744
FN668595,323,29.537,30.736,30.696,9.598,27.451,31.330,,,4,9.598,5,27.451
FN668596,322,27.599,28.085,28.846,9.938,28.182,30.638,30.000,,4,9.938,3,28.846
FN668597,323,31.023,30.901,30.097,8.359,29.528,31.330,,31.395,4,8.359,3,30.097
FN668598,323,29.537,28.632,28.526,10.526,28.352,,31.962,28.814,4,10.526,3,28.526
FN668599,323,28.777,31.102,29.904,8.359,28.458,30.769,,29.289,4,8.359,1,28.777
FN668600,323,30.216,,28.617,9.288,29.249,30.769,28.276,,4,9.288,3,28.617
FN668601,323,30.824,30.078,29.032,8.669,28.571,32.328,29.474,,4,8.669,3,29.032
FN668602,323,30.492,28.448,29.808,8.978,30.040,,,,4,8.978,3,29.808
FN668603,313,30.935,29.741,30.464,7.987,30.040,30.769,,,4,7.987,3,30.464
FN668604,323,28.571,,30.225,8.050,28.740,30.472,,30.252,4,8.050,1,28.571
FN668605,323,28.214,,29.582,8.669,28.740,30.472,,30.672,4,8.669,1,28.214
FN668606,321,29.496,28.837,30.032,9.346,29.644,31.760,,,4,9.346,1,29.496
FN668607,323,28.674,29.565,29.808,7.740,28.458,33.047,,,4,7.740,1,28.674
FN668608,323,29.773,,29.316,14.286,27.411,,30.872,,4,14.286,1,29.773
FN668609,315,28.479,29.289,28.947,17.405,31.169,,30.657,,4,17.405,1,28.479
FN668610,321,29.310,30.078,29.487,15.625,,,30.380,26.695,4,15.625,3,29.487
FN668611,323,,,29.907,16.409,29.098,28.216,,29.362,4,16.409,3,29.907
FN668612,323,,31.687,30.000,16.770,30.864,28.750,31.449,29.493,4,16.770,3,30.000
FN668617,313,29.693,,32.131,9.904,29.644,31.466,30.686,,4,9.904,1,29.693
GQ418389,366,28.997,30.458,25.745,9.290,29.539,,,,4,9.290,3,25.745
GU049353,328,28.797,27.953,30.183,14.985,28.516,32.990,30.268,,4,14.985,1,28.797
GU049354,329,28.571,,33.232,13.415,25.316,33.016,29.508,,4,13.415,1,28.571
GU049355,328,28.383,30.385,30.699,8.537,28.723,30.172,31.013,29.362,4,8.537,1,28.383
GU049356,327,30.769,31.132,26.160,20.183,31.618,32.278,31.481,28.511,4,20.183,3,26.160
GU049357,328,29.781,27.778,27.987,22.866,31.559,,33.333,28.632,4,22.866,3,27.987
GU049358,330,30.061,27.468,30.159,16.768,29.924,,29.889,,4,16.768,1,30.061
GU049359,328,31.429,26.378,26.829,24.012,32.171,31.861,31.353,26.271,4,24.012,3,26.829
GU049360,328,32.381,,,23.476,31.855,,,29.004,4,23.476,1,32.381
GU049361,327,31.056,29.661,27.692,21.166,23.636,27.305,,27.542,4,21.166,3,27.692
GU049362,329,29.861,28.814,27.077,21.951,22.727,27.530,31.206,27.966,4,21.951,3,27.077
GU049363,329,31.056,30.769,28.308,22.256,22.727,29.795,,27.119,4,22.256,3,28.308
GU049383,288,32.416,,35.052,29.643,,32.063,30.408,28.019,4,29.643,7,30.408
GU049388,265,32.390,31.604,29.365,29.389,,,32.095,27.434,4,29.389,8,27.434
GU049389,280,,,34.848,30.496,,,,,4,30.496,3,34.848
GU049398,265,32.390,31.132,29.644,29.008,,,32.095,27.434,4,29.008,8,27.434
GU054452,339,30.341,29.565,28.152,10.619,29.644,30.769,30.154,30.085,4,10.619,3,28.152
GU054453,309,27.211,29.482,31.068,15.534,29.825,34.021,29.278,,4,15.534,1,27.211
GU054454,339,28.349,,30.792,15.339,,34.364,,,4,15.339,1,28.349
GU054455,339,30.312,26.961,28.173,9.145,30.723,,,,4,9.145,3,28.173
GU054456,339,28.972,30.252,29.326,15.044,31.602,34.247,29.097,,4,15.044,3,29.326
GU054457,303,28.315,,,15.842,,33.333,28.897,,4,15.842,1,28.315
GU054458,339,28.349,,30.792,15.044,,34.021,,,4,15.044,1,28.349
GU054459,309,30.820,29.091,31.613,10.032,30.693,31.532,,,4,10.032,1,30.820
GU054460,336,29.467,31.076,31.845,16.369,30.114,,,,4,16.369,1,29.467
GU054461,339,30.120,29.487,28.251,16.224,30.403,,32.400,29.921,4,16.224,1,30.120
GU054462,339,28.882,28.326,28.660,8.260,30.508,,,,4,8.260,3,28.660
GU054463,339,28.660,,31.563,15.929,,35.172,,,4,15.929,1,28.660
GU054464,339,,27.442,29.339,22.189,28.646,,31.683,25.591,4,22.189,8,25.591
GU054465,339,29.003,,27.897,17.404,,28.571,31.803,29.707,4,17.404,1,29.003
GU054466,339,29.595,,32.743,15.634,,35.202,,27.234,4,15.634,1,29.595
GU054467,339,28.571,29.482,30.383,15.044,29.688,34.364,,,4,15.044,1,28.571
GU054468,338,28.882,30.350,31.065,15.385,27.485,34.579,,,4,15.385,1,28.882
GU054469,339,28.144,30.650,30.000,16.814,28.788,,30.721,28.151,4,16.814,1,28.144
GU054470,339,28.349,,31.056,16.224,28.655,35.000,,,4,16.224,1,28.349
GU054471,339,28.012,31.790,31.657,19.822,26.519,,,,4,19.822,1,28.012
GU054472,291,30.450,28.108,27.273,19.931,25.455,,31.915,28.571,4,19.931,3,27.273
GU054473,339,29.283,29.880,30.973,15.044,29.545,33.677,30.769,27.660,4,15.044,1,29.283
GU054474,339,29.283,,31.609,16.519,,30.435,,,4,16.519,1,29.283
GU054475,339,28.882,30.924,26.457,15.339,29.240,34.364,,,4,15.339,1,28.882
GU054476,339,29.193,31.792,31.322,15.634,31.169,31.959,29.333,,4,15.634,1,29.193
GU054477,339,28.972,32.558,29.794,15.929,,,,26.809,4,15.929,1,28.972
GU054478,339,28.882,29.818,30.973,15.634,30.736,32.990,,27.660,4,15.634,1,28.882
GU054479,339,28.660,,30.205,14.749,,34.364,,,4,14.749,1,28.660
GU054480,339,30.864,,29.721,18.879,,32.653,29.630,,4,18.879,3,29.721
GU054481,339,29.595,27.103,28.483,9.440,29.934,,,,4,9.440,3,28.483
GU054482,339,30.395,28.632,30.530,21.006,31.250,,,,4,21.006,3,30.530
GU054483,339,28.349,,31.858,16.519,32.468,33.333,,,4,16.519,1,28.349
GU054484,338,30.218,32.407,32.544,16.272,30.055,32.990,,,4,16.272,1,30.218
GU054485,339,28.037,,31.563,16.224,,35.312,,,4,16.224,1,28.037
GU054486,306,30.921,28.505,28.664,8.170,29.932,,,,4,8.170,3,28.664
GU054487,309,27.304,29.880,29.904,14.887,30.208,,,26.809,4,14.887,1,27.304
GU054488,339,29.688,28.448,29.240,8.555,28.646,,,28.814,4,8.555,3,29.240
GU054489,339,28.443,31.056,30.294,15.044,30.612,,29.245,28.151,4,15.044,1,28.443
GU054490,339,30.312,,30.294,7.965,29.921,31.197,,31.356,4,7.965,3,30.294
GU085486,2055,25.291,27.473,30.374,10.024,27.198,28.157,31.156,26.738,4,10.024,1,25.291
GU088160,339,31.378,28.169,28.882,16.224,28.938,,30.855,,4,16.224,3,28.882
GU088161,338,32.919,29.907,30.678,16.864,29.825,,31.104,,4,16.864,3,30.678
GU088162,339,,31.889,31.065,19.231,27.083,,30.112,28.571,4,19.231,3,31.065
GU088163,337,30.124,28.718,28.814,18.991,28.125,,29.412,30.047,4,18.991,3,28.814
GU088164,339,28.916,,32.081,18.289,32.414,,28.696,30.469,4,18.289,1,28.916
GU088165,339,29.592,,29.825,12.979,28.470,32.114,30.154,30.962,4,12.979,3,29.825
GU088166,339,30.321,29.565,29.912,11.209,28.346,32.245,,,4,11.209,2,29.565
GU088167,339,30.556,30.769,28.655,10.914,28.622,30.488,30.061,,4,10.914,3,28.655
GU088168,339,29.503,28.514,26.608,11.799,26.950,31.760,29.755,30.508,4,11.799,3,26.608
GU088169,339,29.721,28.685,29.032,10.324,29.537,30.769,29.293,,4,10.324,3,29.032
GU088170,339,30.640,29.317,28.947,12.979,30.631,32.927,,,4,12.979,3,28.947
GU088171,339,30.864,28.516,27.566,10.619,28.470,33.333,29.573,30.544,4,10.619,3,27.566
GU088172,339,29.630,,29.032,19.469,31.930,,29.430,28.659,4,19.469,3,29.032
GU088173,339,30.120,26.984,29.118,17.994,30.159,29.572,31.046,,4,17.994,3,29.118
GU088174,339,30.514,27.083,30.000,16.814,31.746,32.362,31.650,29.134,4,16.814,3,30.000
GU088175,339,30.588,30.516,30.841,17.699,30.556,33.442,,,4,17.699,1,30.588
GU088176,339,28.972,29.921,30.154,14.159,28.405,28.049,32.722,,4,14.159,1,28.972
GU088177,339,29.062,,31.269,15.634,29.572,29.675,33.103,,4,15.634,1,29.062
GU088178,339,32.087,,28.793,17.994,,30.677,31.804,,4,17.994,3,28.793
GU088179,339,31.672,,26.244,18.584,30.350,30.769,30.818,,4,18.584,3,26.244
GU088180,339,29.012,,30.530,15.339,,29.555,30.818,26.360,4,15.339,1,29.012
GU088181,339,29.305,29.464,26.407,16.519,30.855,,29.762,,4,16.519,1,29.305
GU088182,339,27.492,,31.176,16.814,28.625,,31.230,29.412,4,16.814,1,27.492
GU088183,339,27.844,30.864,26.749,16.814,29.108,,29.595,,4,16.814,1,27.844
GU088184,339,26.946,31.677,30.882,15.339,28.519,,31.464,28.571,4,15.339,1,26.946
GU088185,339,27.190,31.481,30.000,16.814,30.189,,,,4,16.814,1,27.190
GU088186,339,28.443,31.790,30.882,15.929,29.368,,29.907,,4,15.929,1,28.443
JQ917721,362,22.946,25.172,22.552,15.746,27.300,24.571,,20.506,4,15.746,8,20.506
JQ917729,362,18.929,25.517,22.571,14.641,27.778,25.215,,20.787,4,14.641,8,20.787
JQ917733,362,18.929,25.172,23.143,15.193,28.070,24.928,,20.506,4,15.193,8,20.506
JQ917738,362,22.946,25.172,22.923,15.470,27.193,24.286,,20.225,4,15.470,8,20.225
JQ917740,362,22.946,25.517,23.209,15.470,27.485,24.286,,20.225,4,15.470,8,20.225
JQ917742,362,23.229,24.828,22.923,16.022,27.193,24.286,,20.225,4,16.022,8,20.225
JQ917749,362,23.796,25.862,22.571,16.298,27.193,24.355,,20.787,4,16.298,8,20.787
JQ917750,362,19.286,25.172,22.857,15.193,27.193,24.355,,20.225,4,15.193,8,20.225
JQ917752,362,22.946,25.172,22.923,15.470,27.193,24.286,,20.225,4,15.470,8,20.225
JQ917756,362,20.357,26.207,23.429,15.746,27.485,24.642,,21.348,4,15.746,8,21.348
JQ917757,362,18.571,25.172,23.295,15.470,28.070,25.000,,20.397,4,15.470,8,20.397
JQ917759,362,22.380,25.172,22.857,15.470,27.778,24.928,,20.506,4,15.470,8,20.506
JQ917760,362,18.571,25.172,22.857,15.193,28.070,24.642,,20.225,4,15.193,8,20.225
JQ917762,362,22.946,25.172,22.923,15.470,27.193,24.286,,20.225,4,15.470,8,20.225
JX171043,417,,,28.125,12.710,30.769,31.477,32.110,27.442,4,12.710,8,27.442
JX171044,433,29.076,,31.930,21.770,30.536,30.032,,,4,21.770,5,30.536
JX171045,432,,32.243,,20.863,30.211,28.846,33.129,29.176,4,20.863,5,30.211
JX171046,432,30.505,,32.367,10.648,33.256,33.100,34.771,27.442,4,10.648,8,27.442
JX171047,431,29.032,30.947,,10.905,30.913,31.308,30.292,26.279,4,10.905,8,26.279
JX171048,432,28.493,,34.293,20.418,30.698,31.059,35.035,28.774,4,20.418,8,28.774
JX171049,432,26.975,,,21.991,29.977,30.581,33.436,30.000,4,21.991,1,26.975
JX171050,432,27.752,32.715,32.536,19.907,31.797,31.075,,26.932,4,19.907,8,26.932
JX171051,432,28.474,,,21.709,30.000,29.878,32.342,29.647,4,21.709,1,28.474
JX171052,432,27.854,,,21.528,30.140,30.275,33.138,29.412,4,21.528,1,27.854
JX171053,431,29.032,31.250,,10.905,30.913,31.308,30.292,26.279,4,10.905,8,26.279
JX171054,432,31.954,34.107,29.524,20.602,33.256,32.243,33.555,,4,20.602,6,32.243
JX171055,431,29.167,32.102,33.493,10.905,30.769,32.634,31.387,26.977,4,10.905,8,26.977
JX171056,432,26.703,,,21.296,29.977,32.634,32.822,29.245,4,21.296,1,26.703
JX171057,432,28.539,,,20.602,30.211,29.969,33.436,30.211,4,20.602,1,28.539
JX171058,433,28.474,,,20.624,30.140,30.581,32.039,29.245,4,20.624,8,29.245
JX171059,432,27.887,,,21.256,30.445,30.488,31.336,29.481,4,21.256,8,29.481
JX171060,432,27.790,,,21.296,31.148,29.052,31.970,29.481,4,21.296,1,27.790
JX171061,433,28.261,,32.042,20.048,30.140,30.488,32.222,30.394,4,20.048,5,30.140
JX171062,432,26.431,32.243,,21.528,31.294,31.469,32.714,29.742,4,21.528,1,26.431
JX171063,428,26.431,,,21.296,30.679,31.235,33.981,30.233,4,21.296,1,26.431
JX171064,432,27.790,,33.607,21.065,31.308,29.664,,,4,21.065,1,27.790
JX171065,432,29.291,30.324,32.326,11.111,31.944,31.308,,26.807,4,11.111,8,26.807
JX227957,9330,27.675,28.595,27.215,19.842,29.450,30.240,28.872,30.557,4,19.842,1,27.675
JX227958,9322,27.675,31.128,26.999,19.278,28.963,29.976,32.830,29.954,4,19.278,1,27.675
JX227959,9323,27.004,27.295,31.444,19.272,28.042,29.540,32.530,30.061,4,19.272,1,27.004
JX227960,9279,27.141,28.121,31.450,19.774,28.234,29.623,32.387,30.112,4,19.774,1,27.141
JX227961,9311,27.653,27.708,30.822,19.659,28.984,29.943,32.125,29.950,4,19.659,1,27.653
JX227962,9325,26.616,30.999,30.289,21.506,28.225,28.697,32.567,29.212,4,21.506,1,26.616
JX227963,9318,26.689,27.212,29.805,21.459,29.210,29.396,32.534,29.031,4,21.459,1,26.689
JX227964,9348,26.799,26.871,29.841,21.292,28.487,29.213,32.666,29.397,4,21.292,1,26.799
JX227970,9309,27.533,27.460,30.325,19.914,28.914,29.628,32.275,30.850,4,19.914,1,27.533
JX227971,9174,27.345,30.835,29.995,21.958,29.259,29.012,32.427,29.586,4,21.958,1,27.345
JX227972,9305,27.614,27.352,30.790,19.912,27.789,30.076,32.756,30.214,4,19.912,1,27.614
JX227973,9095,27.699,28.266,30.583,19.706,29.380,30.038,32.501,30.106,4,19.706,1,27.699
JX227975,9194,26.563,30.653,30.566,21.548,28.994,29.058,32.854,28.927,4,21.548,1,26.563
JX227976,9317,26.581,31.224,30.295,21.633,28.794,29.118,32.880,29.155,4,21.633,1,26.581
JX227977,9289,27.408,27.817,31.498,19.914,28.778,30.137,33.413,30.142,4,19.914,1,27.408
JX227978,9263,27.397,28.999,30.353,19.574,29.621,30.224,33.037,29.810,4,19.574,1,27.397
JX227979,9256,27.469,28.451,30.793,19.825,28.357,30.206,33.360,29.744,4,19.825,1,27.469
JX287374,1893,26.540,28.420,29.811,10.671,27.393,27.354,31.025,28.247,4,10.671,1,26.540
JX287375,1894,26.341,27.675,30.127,10.771,27.398,27.696,30.818,26.874,4,10.771,1,26.341
JX287376,1894,26.551,27.886,30.233,10.718,27.239,27.748,30.923,26.927,4,10.718,1,26.551
JX287377,1894,26.249,27.939,30.005,10.507,27.051,27.643,30.818,26.874,4,10.507,1,26.249
JX287378,1894,26.341,27.675,30.127,10.771,27.398,27.696,30.818,26.874,4,10.771,1,26.341
JX287379,1894,26.670,27.954,30.079,10.982,27.446,27.335,30.749,26.635,4,10.982,8,26.635
JX287380,1894,27.091,28.165,30.132,11.404,27.234,27.614,30.996,27.230,4,11.404,5,27.234
JX287381,1894,25.858,27.728,30.745,11.616,27.628,28.127,31.643,27.819,4,11.616,1,25.858
JX287382,1894,26.016,27.541,30.814,11.404,27.657,28.458,31.696,28.044,4,11.404,1,26.016
JX287383,1894,26.604,27.810,30.111,10.296,27.210,27.643,30.643,27.191,4,10.296,1,26.604
JX287384,1894,27.081,27.690,30.237,10.454,27.129,27.681,30.469,26.966,4,10.454,8,26.966
JX457320,264,29.963,29.412,28.421,16.858,28.125,,,,4,16.858,1,29.963
JX457321,261,30.418,,,18.774,32.510,,32.422,27.854,4,18.774,8,27.854
JX457322,262,32.210,,30.348,18.321,,32.700,,,4,18.321,6,32.700
JX457328,264,29.658,,,17.490,,30.396,30.859,28.440,4,17.490,1,29.658
JX677404,377,29.101,32.199,30.504,15.915,34.392,,,,4,15.915,1,29.101
KC118249,301,29.236,27.317,25.105,9.635,30.690,32.314,,,4,9.635,3,25.105
KC285330,354,30.141,28.517,27.247,8.757,27.386,,29.091,,4,8.757,3,27.247
KC285331,315,29.085,30.962,31.847,15.924,32.746,33.808,,,4,15.924,1,29.085
KC285332,354,30.899,,30.056,9.605,30.618,31.061,31.476,30.872,4,9.605,3,30.056
KC285333,354,28.090,28.517,29.661,13.842,31.120,33.951,,27.820,4,13.842,1,28.090
KC285334,354,26.966,30.919,29.096,13.842,30.705,,,27.444,4,13.842,1,26.966
KC351577,319,28.840,30.375,29.062,9.091,27.653,,,28.000,4,9.091,5,27.653
KC351578,321,27.273,28.475,31.230,16.460,31.325,31.220,,28.727,4,16.460,1,27.273
KC477398,378,30.848,27.132,,11.111,22.656,35.219,33.520,,4,11.111,1,30.848
KC506766,297,31.317,28.405,31.690,18.021,30.739,,30.249,,4,18.021,2,28.405
KC506767,332,29.781,30.709,29.091,13.595,26.378,31.174,30.556,30.508,4,13.595,3,29.091
KC506768,321,28.086,28.906,29.022,17.771,30.657,30.345,32.028,28.270,4,17.771,1,28.086
KC506769,377,26.984,29.551,28.571,14.324,31.746,,28.696,32.021,4,14.324,1,26.984
KC506770,376,28.117,29.365,26.260,12.234,29.973,32.857,28.696,31.618,4,12.234,3,26.260
KC506771,295,32.143,,27.660,21.356,,,,30.672,4,21.356,3,27.660
KC506772,332,31.056,30.000,29.467,17.296,30.588,30.769,27.757,27.966,4,17.296,3,29.467
KC506773,330,29.814,29.688,29.560,18.072,31.765,29.555,30.915,27.542,4,18.072,3,29.560
KC506774,370,28.418,29.297,28.919,17.473,,,,31.208,4,17.473,1,28.418
KC506775,332,31.056,30.395,28.313,10.876,29.537,32.759,29.747,,4,10.876,3,28.313
KC506776,337,28.228,29.530,29.882,15.430,31.173,,29.909,29.964,4,15.430,1,28.228
KC632144,343,28.986,30.259,29.738,13.411,27.350,31.466,29.968,29.661,4,13.411,1,28.986
KC844045,9426,27.383,31.117,27.405,19.915,29.087,30.609,27.656,29.834,4,19.915,1,27.383
KF263686,234,24.691,26.126,,14.530,19.626,,,29.341,4,14.530,1,24.691
KF463156,317,26.837,30.798,30.094,16.088,30.041,31.799,,,4,16.088,1,26.837
KF463157,313,27.742,31.338,29.355,15.974,30.435,30.962,,,4,15.974,1,27.742
KF463158,315,27.653,31.034,28.707,16.508,31.224,32.500,,,4,16.508,1,27.653
KF463159,318,28.025,30.682,30.938,16.038,30.417,,,,4,16.038,1,28.025
KF463160,317,27.476,31.359,30.408,16.088,31.250,30.962,,,4,16.088,1,27.476
KF463161,314,27.508,,30.476,17.516,31.034,,,28.352,4,17.516,1,27.508
KF463162,317,26.198,31.707,29.560,16.404,30.041,31.020,,,4,16.404,1,26.198
KF463163,314,27.097,30.282,29.524,15.605,30.435,30.962,,,4,15.605,1,27.097
KF463164,314,26.537,30.986,29.747,15.605,29.310,30.962,,,4,15.605,1,26.537
KF463165,317,27.157,30.662,30.094,14.511,31.250,31.381,30.502,,4,14.511,1,27.157
KF463166,317,28.205,,,15.773,29.918,,,,4,15.773,1,28.205
KF463167,316,26.923,31.119,29.874,15.190,31.683,31.799,,,4,15.190,1,26.923
