Accession,AssignedGenotype,Subtype3aDistance,Subtype3bDistance,Subtype3dDistance,Subtype3eDistance,Subtype3gDistance,Subtype3gDistance,Subtype3hDistance,Subtype3iDistance,Subtype3iDistance,Subtype3kDistance,Subtype3kDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
AJ867122,3,10.345,24.028,20.415,20.557,21.769,21.769,28.000,21.754,21.754,24.739,24.739,3a,10.345,3d,20.415
AJ867123,3,6.207,21.555,16.955,17.730,18.685,18.685,27.622,19.031,19.031,24.113,24.113,3a,6.207,3d,16.955
AJ867124,3,7.368,23.381,17.958,18.861,20.848,20.848,25.806,20.217,20.217,25.532,25.532,3a,7.368,3d,17.958
AJ867125,3,6.338,22.744,16.961,18.149,19.435,19.435,25.000,19.928,19.928,24.555,24.555,3a,6.338,3d,16.961
AJ867126,3,6.897,22.615,17.301,18.815,18.685,18.685,24.000,19.858,19.858,24.390,24.390,3a,6.897,3d,17.301
AJ867127,3,8.966,23.264,17.647,20.139,19.377,19.377,26.962,21.631,21.631,24.567,24.567,3a,8.966,3d,17.647
AJ867128,3,6.897,22.222,16.955,19.097,19.377,19.377,25.333,19.504,19.504,24.221,24.221,3a,6.897,3d,16.955
AJ867129,3,7.586,22.615,18.339,16.842,20.069,20.069,25.778,19.377,19.377,25.532,25.532,3a,7.586,3e,16.842
AJ867130,3,6.897,21.875,16.263,18.403,17.647,17.647,23.111,19.858,19.858,24.567,24.567,3a,6.897,3d,16.263
AJ867131,3,9.310,21.799,19.377,20.275,20.415,20.415,25.778,20.070,20.070,22.491,22.491,3a,9.310,3d,19.377
AJ867132,3,6.897,21.181,16.955,19.792,17.993,17.993,24.000,20.213,20.213,24.567,24.567,3a,6.897,3d,16.955
AJ867133,3,7.931,22.222,16.609,19.097,18.339,18.339,24.000,19.014,19.014,23.183,23.183,3a,7.931,3d,16.609
AJ867134,3,8.276,21.528,16.263,19.444,18.339,18.339,27.148,19.149,19.149,23.183,23.183,3a,8.276,3d,16.263
AJ867135,3,8.276,22.917,17.647,19.097,18.685,18.685,24.000,20.922,20.922,26.298,26.298,3a,8.276,3d,17.647
AJ867136,3,7.241,22.917,17.993,19.792,19.377,19.377,24.889,20.213,20.213,25.952,25.952,3a,7.241,3d,17.993
AJ867137,3,8.276,23.264,17.301,19.097,19.377,19.377,24.000,19.723,19.723,24.567,24.567,3a,8.276,3d,17.301
AJ867138,3,7.586,22.222,17.993,19.444,19.031,19.031,24.889,20.567,20.567,25.606,25.606,3a,7.586,3d,17.993
AJ867139,3,8.621,23.322,19.723,17.544,20.761,20.761,28.671,19.377,19.377,26.596,26.596,3a,8.621,3e,17.544
AJ867140,3,7.586,21.528,16.263,18.056,19.377,19.377,23.556,19.504,19.504,25.260,25.260,3a,7.586,3d,16.263
AJ867141,3,7.586,22.569,17.301,18.750,19.031,19.031,24.681,20.213,20.213,24.913,24.913,3a,7.586,3d,17.301
AJ867142,3,7.931,22.569,16.955,18.056,20.069,20.069,25.333,19.149,19.149,24.567,24.567,3a,7.931,3d,16.955
AJ867143,3,7.586,21.799,16.955,19.097,19.031,19.031,24.444,19.858,19.858,25.260,25.260,3a,7.586,3d,16.955
AJ867144,3,8.966,22.222,17.993,18.557,20.415,20.415,28.669,20.213,20.213,26.298,26.298,3a,8.966,3d,17.993
AJ867145,3,7.241,20.486,16.263,16.667,19.031,19.031,27.491,18.339,18.339,24.221,24.221,3a,7.241,3d,16.263
AJ867146,3,8.247,21.799,16.552,18.685,19.377,19.377,24.255,20.069,20.069,23.448,23.448,3a,8.247,3d,16.552
AJ867147,3,11.034,23.592,17.958,18.519,20.000,20.000,26.364,20.370,20.370,20.276,20.276,3a,11.034,3d,17.958
AJ867148,3,8.621,23.611,18.685,20.139,19.723,19.723,27.986,20.141,20.141,23.529,23.529,3a,8.621,3d,18.685
AJ867149,3,7.241,22.222,17.301,18.056,19.723,19.723,24.000,19.504,19.504,24.913,24.913,3a,7.241,3d,17.301
AJ867150,3,8.621,22.569,18.685,18.900,20.415,20.415,26.222,20.567,20.567,26.990,26.990,3a,8.621,3d,18.685
AJ867151,3,8.997,22.615,17.993,17.544,20.069,20.069,25.333,19.723,19.723,24.823,24.823,3a,8.997,3d,17.993
AJ867152,3,7.931,22.569,17.301,19.444,18.339,18.339,24.000,20.567,20.567,25.952,25.952,3a,7.931,3d,17.301
AJ867153,3,7.586,21.528,16.263,18.056,19.377,19.377,23.556,19.504,19.504,25.260,25.260,3a,7.586,3d,16.263
AJ867154,3,7.931,22.340,17.376,16.084,19.504,19.504,25.778,18.339,18.339,25.606,25.606,3a,7.931,3e,16.084
AJ867155,3,7.241,21.875,17.301,18.213,19.723,19.723,25.333,19.149,19.149,25.606,25.606,3a,7.241,3d,17.301
AJ867156,3,8.276,23.322,17.647,17.021,19.655,19.655,25.333,18.621,18.621,24.113,24.113,3a,8.276,3e,17.021
AJ867157,3,8.621,23.611,16.955,19.097,19.377,19.377,25.957,20.567,20.567,25.260,25.260,3a,8.621,3d,16.955
AJ867158,3,7.266,22.569,17.708,17.182,19.792,19.792,24.444,19.858,19.858,25.694,25.694,3a,7.266,3e,17.182
AJ867159,3,6.552,21.799,16.955,18.403,19.031,19.031,24.000,19.858,19.858,24.567,24.567,3a,6.552,3d,16.955
AJ867160,3,7.586,21.453,17.301,17.708,19.031,19.031,24.444,19.504,19.504,25.952,25.952,3a,7.586,3d,17.301
AJ867161,3,7.931,22.222,17.647,19.444,17.993,17.993,28.522,18.440,18.440,23.875,23.875,3a,7.931,3d,17.647
AJ867162,3,8.966,23.958,19.031,19.444,20.415,20.415,29.210,19.858,19.858,25.260,25.260,3a,8.966,3d,19.031
AJ867163,3,8.276,22.145,16.955,19.097,19.377,19.377,24.000,20.922,20.922,26.298,26.298,3a,8.276,3d,16.955
AJ867164,3,8.621,21.875,17.301,18.750,19.377,19.377,27.491,19.504,19.504,23.875,23.875,3a,8.621,3d,17.301
AJ867165,3,6.897,22.837,17.301,18.750,19.377,19.377,24.444,20.213,20.213,25.606,25.606,3a,6.897,3d,17.301
AJ867166,3,6.207,22.145,16.609,18.750,18.685,18.685,24.444,19.504,19.504,24.913,24.913,3a,6.207,3d,16.609
AJ867167,3,7.241,22.491,17.301,19.097,19.377,19.377,27.835,19.858,19.858,24.913,24.913,3a,7.241,3d,17.301
AJ867168,3,8.966,24.221,18.339,19.097,21.107,21.107,25.778,21.799,21.799,25.952,25.952,3a,8.966,3d,18.339
AJ867169,3,6.897,21.831,17.301,18.085,19.377,19.377,24.000,20.069,20.069,24.468,24.468,3a,6.897,3d,17.301
AJ880743,3,8.580,23.512,19.345,17.015,20.299,20.299,28.657,19.643,19.643,25.672,25.672,3a,8.580,3e,17.015
AJ880744,3,7.396,22.619,16.667,19.104,18.750,18.750,26.176,18.639,18.639,24.776,24.776,3a,7.396,3d,16.667
AJ880745,3,7.101,22.321,17.560,18.047,19.643,19.643,27.353,18.750,18.750,25.075,25.075,3a,7.101,3d,17.560
AJ880757,3,9.172,21.958,17.560,16.418,20.238,20.238,27.811,19.643,19.643,25.970,25.970,3a,9.172,3e,16.418
AM423011,3,5.919,17.202,15.792,16.526,15.510,15.510,24.043,16.733,16.733,20.880,20.880,3a,5.919,3g,15.510
AM423012,3,5.581,17.766,15.567,17.654,16.394,16.394,23.764,16.620,16.620,21.050,21.050,3a,5.581,3d,15.567
AM423013,3,5.693,16.920,15.623,16.207,14.890,14.890,24.338,15.471,15.471,20.485,20.485,3a,5.693,3g,14.890
AM423014,3,4.904,17.146,15.398,16.347,15.228,15.228,24.578,16.215,16.215,20.485,20.485,3a,4.904,3g,15.228
AM423015,3,6.144,16.638,15.341,16.685,15.718,15.718,23.836,16.187,16.187,20.711,20.711,3a,6.144,3d,15.341
AM423016,3,5.524,16.742,15.228,16.911,15.962,15.962,24.198,16.328,16.328,20.824,20.824,3a,5.524,3d,15.228
AM423017,3,6.483,17.146,15.341,16.629,14.495,14.495,24.002,15.932,15.932,20.316,20.316,3a,6.483,3g,14.495
AM423018,3,5.806,17.315,15.736,17.080,15.736,15.736,24.002,16.949,16.949,20.993,20.993,3a,5.806,3d,15.736
AM493508,3,7.375,27.005,23.009,23.465,24.706,24.706,30.138,24.963,24.963,28.709,28.709,3a,7.375,3d,23.009
AM493509,3,7.227,26.711,22.861,23.392,24.706,24.706,30.138,24.815,24.815,28.709,28.709,3a,7.227,3d,22.861
AM493510,3,6.932,26.564,22.861,23.246,24.412,24.412,29.954,24.668,24.668,28.561,28.561,3a,6.932,3d,22.861
AM493511,3,7.227,26.711,22.861,23.122,24.559,24.559,30.046,24.815,24.815,28.561,28.561,3a,7.227,3d,22.861
AM493512,3,7.006,26.657,22.935,23.319,24.485,24.485,29.954,24.742,24.742,28.635,28.635,3a,7.006,3d,22.935
AM493513,3,6.932,26.564,22.861,23.392,24.559,24.559,30.046,24.815,24.815,28.561,28.561,3a,6.932,3d,22.861
AM493514,3,7.080,26.637,22.861,23.246,24.412,24.412,29.862,24.815,24.815,28.466,28.466,3a,7.080,3d,22.861
AM493515,3,6.932,26.564,23.009,23.465,24.485,24.485,29.954,24.668,24.668,28.392,28.392,3a,6.932,3d,23.009
AM493516,3,7.153,26.711,23.083,23.465,24.559,24.559,30.319,24.889,24.889,28.234,28.234,3a,7.153,3d,23.083
AM493517,3,7.080,26.564,22.861,23.246,24.559,24.559,29.862,24.668,24.668,28.561,28.561,3a,7.080,3d,22.861
AM493518,3,7.080,26.784,23.156,23.465,24.265,24.265,29.807,24.742,24.742,28.519,28.519,3a,7.080,3d,23.156
AM493519,3,7.080,26.858,23.230,23.414,24.632,24.632,30.323,24.815,24.815,28.761,28.761,3a,7.080,3d,23.230
AM493520,3,6.932,26.416,23.009,23.246,24.632,24.632,29.862,24.372,24.372,28.392,28.392,3a,6.932,3d,23.009
AM493521,3,7.080,26.564,22.861,23.246,24.559,24.559,29.954,24.668,24.668,28.561,28.561,3a,7.080,3d,22.861
AM493522,3,7.080,26.490,22.861,23.246,24.485,24.485,29.862,24.668,24.668,28.392,28.392,3a,7.080,3d,22.861
AM493523,3,7.006,26.490,22.935,23.319,24.485,24.485,30.046,24.742,24.742,28.540,28.540,3a,7.006,3d,22.935
AM493524,3,7.080,26.416,23.304,23.392,24.632,24.632,29.862,24.520,24.520,28.635,28.635,3a,7.080,3d,23.304
AM493525,3,7.159,26.285,22.533,22.483,24.743,24.743,30.328,25.351,25.351,29.023,29.023,3a,7.159,3d,22.533
AM493526,3,7.232,26.065,22.607,22.557,24.816,24.816,28.983,25.129,25.129,28.855,28.855,3a,7.232,3d,22.607
AM493527,3,7.306,26.358,22.828,22.721,24.816,24.816,30.328,25.573,25.573,29.023,29.023,3a,7.306,3e,22.721
AM493528,3,7.232,26.211,22.459,22.557,24.743,24.743,30.328,25.277,25.277,28.949,28.949,3a,7.232,3d,22.459
AM493529,3,7.454,26.432,22.533,22.630,24.816,24.816,30.146,25.351,25.351,29.023,29.023,3a,7.454,3d,22.533
AM493530,3,7.232,26.358,22.533,22.483,24.743,24.743,30.237,25.351,25.351,29.023,29.023,3a,7.232,3d,22.533
AM493531,3,7.454,26.378,22.828,22.868,24.743,24.743,30.419,25.351,25.351,29.096,29.096,3a,7.454,3d,22.828
AM493532,3,7.380,26.618,22.533,22.264,24.963,24.963,30.419,25.425,25.425,29.077,29.077,3a,7.380,3d,22.533
AM493533,3,7.159,26.432,22.533,22.483,24.743,24.743,30.419,25.351,25.351,29.096,29.096,3a,7.159,3d,22.533
AM493534,3,7.232,26.358,22.386,22.189,24.670,24.670,30.055,25.277,25.277,28.949,28.949,3a,7.232,3d,22.386
AM493535,3,7.232,26.285,22.607,22.557,24.816,24.816,30.419,25.425,25.425,29.096,29.096,3a,7.232,3d,22.607
AM493536,3,7.232,26.211,22.459,22.557,24.670,24.670,30.419,25.425,25.425,28.949,28.949,3a,7.232,3d,22.459
AM493537,3,7.306,26.285,22.680,22.630,24.890,24.890,30.419,25.499,25.499,28.876,28.876,3a,7.306,3d,22.680
AM493538,3,7.159,26.432,22.680,22.630,24.743,24.743,30.510,25.499,25.499,29.096,29.096,3a,7.159,3d,22.680
AM493539,3,7.380,26.358,22.607,22.794,24.670,24.670,29.188,25.277,25.277,28.917,28.917,3a,7.380,3d,22.607
AM493540,3,7.243,26.173,22.493,22.590,24.706,24.706,30.419,25.425,25.425,28.949,28.949,3a,7.243,3d,22.493
AM493541,3,7.454,26.505,22.828,22.704,24.780,24.780,30.510,25.647,25.647,29.148,29.148,3a,7.454,3e,22.704
AM493542,3,6.342,26.510,22.467,23.900,25.202,25.202,30.120,25.295,25.295,28.561,28.561,3a,6.342,3d,22.467
AM493543,3,6.342,26.436,22.247,23.754,25.055,25.055,29.935,25.074,25.074,28.561,28.561,3a,6.342,3d,22.247
AM493544,3,6.416,26.362,22.467,23.827,25.202,25.202,29.935,25.074,25.074,28.561,28.561,3a,6.416,3d,22.467
AM493545,3,6.563,26.416,22.100,23.974,25.202,25.202,30.120,25.221,25.221,28.781,28.781,3a,6.563,3d,22.100
AM493546,3,6.490,26.362,22.320,23.680,25.202,25.202,29.935,25.147,25.147,28.634,28.634,3a,6.490,3d,22.320
AM493547,3,6.490,26.432,22.614,24.194,25.055,25.055,30.028,25.295,25.295,28.446,28.446,3a,6.490,3d,22.614
AM493548,3,6.490,26.583,22.687,24.120,25.349,25.349,29.453,25.221,25.221,28.561,28.561,3a,6.490,3d,22.687
AM493549,3,6.268,26.362,22.467,23.974,25.055,25.055,29.842,25.147,25.147,28.414,28.414,3a,6.268,3d,22.467
AM493550,3,6.342,26.362,22.467,24.047,25.202,25.202,30.120,25.295,25.295,28.561,28.561,3a,6.342,3d,22.467
AM493551,3,6.490,26.583,22.467,23.827,25.202,25.202,30.306,25.442,25.442,28.855,28.855,3a,6.490,3d,22.467
AM493552,3,6.490,26.510,22.247,23.754,25.129,25.129,29.935,25.074,25.074,28.781,28.781,3a,6.490,3d,22.247
AM493553,3,6.490,26.583,22.687,24.120,25.349,25.349,29.353,25.369,25.369,28.414,28.414,3a,6.490,3d,22.687
AM493554,3,6.416,26.436,22.247,23.754,25.202,25.202,30.028,25.074,25.074,28.561,28.561,3a,6.416,3d,22.247
AM493555,3,6.342,26.362,22.173,23.827,24.982,24.982,29.935,25.000,25.000,28.634,28.634,3a,6.342,3d,22.173
AM493556,3,6.195,26.362,22.320,23.900,25.055,25.055,29.935,25.147,25.147,28.414,28.414,3a,6.195,3d,22.320
AM493557,3,6.347,26.289,22.557,24.065,25.000,25.000,29.935,25.221,25.221,28.341,28.341,3a,6.347,3d,22.557
AM493558,3,6.563,26.657,22.614,23.827,25.349,25.349,30.306,25.221,25.221,28.708,28.708,3a,6.563,3d,22.614
AM493559,3,6.490,26.510,22.467,23.827,25.202,25.202,30.120,25.295,25.295,28.708,28.708,3a,6.490,3d,22.467
AM493560,3,6.490,26.436,22.540,24.194,25.129,25.129,29.935,25.221,25.221,28.488,28.488,3a,6.490,3d,22.540
AM493561,3,7.006,27.079,22.410,23.218,24.613,24.613,28.471,24.354,24.354,28.708,28.708,3a,7.006,3d,22.410
AM493562,3,7.006,26.784,22.190,23.218,24.392,24.392,29.991,24.133,24.133,28.971,28.971,3a,7.006,3d,22.190
AM493563,3,6.932,26.932,22.190,23.292,24.613,24.613,28.571,24.354,24.354,28.856,28.856,3a,6.932,3d,22.190
AM493564,3,6.858,26.784,22.263,23.218,24.539,24.539,28.270,24.207,24.207,28.708,28.708,3a,6.858,3d,22.263
AM493565,3,6.785,26.932,22.190,23.145,24.466,24.466,28.471,24.207,24.207,28.782,28.782,3a,6.785,3d,22.190
AM493566,3,7.006,26.784,22.263,23.218,24.318,24.318,28.370,24.133,24.133,28.782,28.782,3a,7.006,3d,22.263
AM493567,3,6.858,27.005,22.263,23.071,24.392,24.392,28.571,24.280,24.280,28.708,28.708,3a,6.858,3d,22.263
AM493568,3,7.006,27.005,22.337,23.292,24.613,24.613,28.773,24.280,24.280,28.657,28.657,3a,7.006,3d,22.337
AM493569,3,6.785,26.932,22.190,23.145,24.466,24.466,28.471,24.207,24.207,28.782,28.782,3a,6.785,3d,22.190
AM493570,3,7.153,27.079,22.483,23.292,24.245,24.245,28.672,24.245,24.245,29.191,29.191,3a,7.153,3d,22.483
AM493571,3,6.785,27.079,22.190,23.218,24.539,24.539,29.991,24.354,24.354,28.856,28.856,3a,6.785,3d,22.190
AM493572,3,7.006,27.005,22.116,22.924,24.392,24.392,28.773,24.502,24.502,28.708,28.708,3a,7.006,3d,22.116
AM493573,3,6.932,27.079,22.263,23.145,24.687,24.687,28.773,24.207,24.207,28.782,28.782,3a,6.932,3d,22.263
AM493574,3,6.932,26.932,22.190,23.145,24.613,24.613,28.672,24.207,24.207,28.782,28.782,3a,6.932,3d,22.190
AM493575,3,7.006,26.858,22.337,23.292,24.466,24.466,28.370,24.133,24.133,28.856,28.856,3a,7.006,3d,22.337
AM493576,3,6.932,26.784,22.190,23.218,24.392,24.392,28.370,23.985,23.985,28.833,28.833,3a,6.932,3d,22.190
AM493577,3,6.932,27.005,22.263,23.218,24.539,24.539,28.471,24.280,24.280,28.782,28.782,3a,6.932,3d,22.263
AM493578,3,6.858,27.005,22.263,23.218,24.539,24.539,29.903,24.207,24.207,28.782,28.782,3a,6.858,3d,22.263
AM493579,3,6.932,27.079,22.337,23.292,24.613,24.613,28.571,24.372,24.372,28.930,28.930,3a,6.932,3d,22.337
AM493580,3,7.153,27.299,22.630,23.586,24.834,24.834,28.672,24.576,24.576,29.004,29.004,3a,7.153,3d,22.630
AM493581,3,7.006,26.932,22.116,23.512,24.613,24.613,28.571,24.428,24.428,28.856,28.856,3a,7.006,3d,22.116
AM493582,3,9.158,26.867,23.564,24.103,25.350,25.350,29.823,25.756,25.756,27.535,27.535,3a,9.158,3d,23.564
AM493583,3,9.084,26.647,23.694,23.956,25.276,25.276,29.823,25.683,25.683,27.442,27.442,3a,9.084,3d,23.694
AM493584,3,9.010,26.720,23.547,23.956,25.350,25.350,29.823,25.756,25.756,27.535,27.535,3a,9.010,3d,23.547
AM493585,3,9.158,26.574,23.473,23.810,25.350,25.350,29.614,25.461,25.461,27.349,27.349,3a,9.158,3d,23.473
AM493586,3,9.158,26.867,23.694,24.103,25.350,25.350,29.927,25.904,25.904,27.442,27.442,3a,9.158,3d,23.694
AM493587,3,9.232,26.774,23.642,24.176,25.645,25.645,29.927,25.904,25.904,27.814,27.814,3a,9.232,3d,23.642
AM493588,3,9.084,26.794,23.620,24.029,25.424,25.424,29.927,25.830,25.830,27.628,27.628,3a,9.084,3d,23.620
AM493589,3,9.158,26.720,23.694,23.956,25.497,25.497,30.031,25.904,25.904,29.890,29.890,3a,9.158,3d,23.694
AM493590,3,9.010,26.720,23.547,23.956,25.350,25.350,29.823,25.756,25.756,27.535,27.535,3a,9.010,3d,23.547
AM493591,3,9.158,26.867,23.620,24.103,25.497,25.497,29.927,25.904,25.904,27.628,27.628,3a,9.158,3d,23.620
AM493592,3,9.010,26.574,23.620,23.939,25.276,25.276,29.927,25.609,25.609,27.535,27.535,3a,9.010,3d,23.620
AM493593,3,8.936,26.647,23.473,23.883,25.276,25.276,29.718,25.683,25.683,27.442,27.442,3a,8.936,3d,23.473
AM493594,3,9.010,26.720,23.547,23.956,25.350,25.350,29.718,25.756,25.756,27.535,27.535,3a,9.010,3d,23.547
AM493595,3,9.306,26.867,23.547,24.103,25.497,25.497,30.031,26.052,26.052,27.628,27.628,3a,9.306,3d,23.547
AM493596,3,9.232,26.940,23.767,24.135,25.497,25.497,29.927,25.830,25.830,27.721,27.721,3a,9.232,3d,23.767
AM493597,3,9.158,26.574,23.694,24.103,25.350,25.350,29.823,25.756,25.756,27.535,27.535,3a,9.158,3d,23.694
AM493598,3,9.232,26.940,23.326,23.956,25.276,25.276,29.823,25.683,25.683,27.644,27.644,3a,9.232,3d,23.326
AM493599,3,9.232,26.794,23.767,24.176,25.571,25.571,30.031,25.978,25.978,27.442,27.442,3a,9.232,3d,23.767
AM493600,3,8.863,26.574,23.547,23.956,25.276,25.276,29.718,25.609,25.609,27.442,27.442,3a,8.863,3d,23.547
AM493601,3,9.232,26.794,23.547,23.956,25.350,25.350,29.510,25.830,25.830,27.349,27.349,3a,9.232,3d,23.547
AM493602,3,6.195,26.583,23.275,23.733,25.184,25.184,29.205,25.037,25.037,29.013,29.013,3a,6.195,3d,23.275
AM493603,3,6.342,26.564,23.421,23.806,25.110,25.110,29.102,25.037,25.037,28.940,28.940,3a,6.342,3d,23.421
AM493604,3,6.342,26.436,23.054,23.880,25.405,25.405,30.439,24.963,24.963,28.949,28.949,3a,6.342,3d,23.054
AM493605,3,6.342,26.730,23.201,24.026,25.331,25.331,29.515,25.185,25.185,29.023,29.023,3a,6.342,3d,23.201
AM493606,3,6.637,26.529,23.275,23.921,25.184,25.184,29.205,25.332,25.332,29.013,29.013,3a,6.637,3d,23.275
AM493607,3,6.490,26.598,23.240,23.880,25.405,25.405,29.309,25.037,25.037,28.992,28.992,3a,6.490,3d,23.240
AM493608,3,6.342,26.362,23.037,23.775,25.258,25.258,30.530,24.815,24.815,28.792,28.792,3a,6.342,3d,23.037
AM493609,3,6.490,26.657,23.421,24.026,25.552,25.552,30.699,25.037,25.037,28.918,28.918,3a,6.490,3d,23.421
AM493610,3,6.342,26.510,23.275,23.880,25.405,25.405,30.622,24.815,24.815,28.949,28.949,3a,6.342,3d,23.275
AM493611,3,6.342,26.362,23.201,23.806,25.258,25.258,29.309,25.111,25.111,28.866,28.866,3a,6.342,3d,23.201
AM493612,3,6.268,26.289,23.128,23.733,25.037,25.037,29.102,24.889,24.889,28.940,28.940,3a,6.268,3d,23.128
AM493613,3,6.416,26.730,23.421,23.733,25.479,25.479,29.309,25.332,25.332,29.065,29.065,3a,6.416,3d,23.421
AM493614,3,6.563,26.657,23.421,23.953,25.552,25.552,30.804,24.963,24.963,28.949,28.949,3a,6.563,3d,23.421
AM493615,3,6.268,26.436,23.201,23.806,25.184,25.184,29.205,24.963,24.963,28.940,28.940,3a,6.268,3d,23.201
AM493616,3,6.490,26.510,23.348,23.733,25.405,25.405,30.713,25.037,25.037,28.802,28.802,3a,6.490,3d,23.348
AM493617,3,6.195,26.289,23.128,23.586,25.184,25.184,28.999,25.037,25.037,28.866,28.866,3a,6.195,3d,23.128
AM493618,3,6.563,26.362,23.421,24.026,25.110,25.110,29.412,24.963,24.963,29.013,29.013,3a,6.563,3d,23.421
AM493619,3,6.416,26.510,23.348,23.953,25.258,25.258,29.205,25.258,25.258,29.161,29.161,3a,6.416,3d,23.348
AM493620,3,6.268,26.215,23.054,23.733,24.963,24.963,29.196,24.889,24.889,28.949,28.949,3a,6.268,3d,23.054
AM493621,3,6.490,26.583,23.128,23.733,25.331,25.331,29.205,25.037,25.037,29.200,29.200,3a,6.490,3d,23.128
AM493622,3,6.268,26.510,23.201,23.659,25.405,25.405,29.102,25.111,25.111,29.013,29.013,3a,6.268,3d,23.201
AM493623,3,7.670,26.932,22.043,23.043,24.853,24.853,28.168,25.923,25.923,28.877,28.877,3a,7.670,3d,22.043
AM493624,3,7.891,27.152,22.263,23.189,25.147,25.147,28.168,25.849,25.849,29.023,29.023,3a,7.891,3d,22.263
AM493625,3,8.038,27.299,22.671,23.043,24.963,24.963,28.586,25.554,25.554,28.886,28.886,3a,8.038,3d,22.671
AM493626,3,7.891,27.152,22.524,22.897,24.816,24.816,28.377,25.406,25.406,28.592,28.592,3a,7.891,3d,22.524
AM493627,3,7.522,26.784,22.116,22.897,24.706,24.706,28.063,25.923,25.923,28.730,28.730,3a,7.522,3d,22.116
AM493628,3,7.743,27.005,22.337,23.116,24.926,24.926,28.272,26.145,26.145,28.951,28.951,3a,7.743,3d,22.337
AM493629,3,7.891,27.005,22.377,22.751,24.670,24.670,28.272,25.258,25.258,28.739,28.739,3a,7.891,3d,22.377
AM493630,3,7.596,26.858,22.043,22.970,24.779,24.779,28.168,25.849,25.849,28.804,28.804,3a,7.596,3d,22.043
AM493631,3,7.743,27.005,22.190,23.116,24.926,24.926,28.377,25.997,25.997,28.951,28.951,3a,7.743,3d,22.190
AM493632,3,7.891,27.079,22.524,22.897,24.816,24.816,28.377,25.406,25.406,28.739,28.739,3a,7.891,3d,22.524
AM493633,3,7.670,26.784,22.018,22.897,24.779,24.779,28.168,25.849,25.849,28.804,28.804,3a,7.670,3d,22.018
AM493634,3,7.670,26.932,22.116,23.043,24.853,24.853,28.272,25.923,25.923,28.877,28.877,3a,7.670,3d,22.116
AM493635,3,7.965,27.226,22.230,22.880,24.761,24.761,28.272,25.258,25.258,28.771,28.771,3a,7.965,3d,22.230
AM493636,3,7.817,27.079,22.304,22.824,24.670,24.670,28.272,25.702,25.702,28.877,28.877,3a,7.817,3d,22.304
AM493637,3,7.891,27.226,22.377,22.880,24.761,24.761,28.482,25.258,25.258,28.739,28.739,3a,7.891,3d,22.377
AM493638,3,7.743,26.858,22.263,22.897,24.853,24.853,28.168,25.997,25.997,28.804,28.804,3a,7.743,3d,22.263
AM493639,3,7.965,27.226,22.410,23.336,25.147,25.147,28.512,26.219,26.219,29.173,29.173,3a,7.965,3d,22.410
AM493640,3,7.891,27.005,22.377,22.897,24.816,24.816,28.272,25.702,25.702,28.804,28.804,3a,7.891,3d,22.377
AM493641,3,7.891,26.858,21.896,22.953,24.779,24.779,28.272,25.923,25.923,28.708,28.708,3a,7.891,3d,21.896
AM493642,3,7.448,26.750,22.811,22.289,24.265,24.265,28.909,24.466,24.466,28.636,28.636,3a,7.448,3e,22.289
AM493643,3,7.006,26.603,22.680,22.255,24.026,24.026,29.809,24.245,24.245,28.561,28.561,3a,7.006,3e,22.255
AM493644,3,7.153,26.824,22.975,22.479,24.173,24.173,29.012,24.318,24.318,28.346,28.346,3a,7.153,3e,22.479
AM493645,3,6.932,26.603,22.828,22.056,24.044,24.044,28.704,24.245,24.245,28.410,28.410,3a,6.932,3e,22.056
AM493646,3,7.301,26.529,22.737,22.181,24.173,24.173,28.873,24.392,24.392,28.485,28.485,3a,7.301,3e,22.181
AM493647,3,7.080,26.455,22.754,22.106,24.100,24.100,28.704,24.097,24.097,28.259,28.259,3a,7.080,3e,22.106
AM493648,3,6.932,26.603,22.828,22.255,24.100,24.100,28.498,24.245,24.245,28.259,28.259,3a,6.932,3e,22.255
AM493649,3,7.006,26.676,22.754,22.330,24.173,24.173,28.601,24.171,24.171,28.335,28.335,3a,7.006,3e,22.330
AM493650,3,7.227,26.529,22.737,22.255,24.173,24.173,28.909,24.613,24.613,28.658,28.658,3a,7.227,3e,22.255
AM493651,3,7.006,26.490,22.828,22.255,24.026,24.026,28.704,24.171,24.171,28.259,28.259,3a,7.006,3e,22.255
AM493652,3,6.932,26.382,22.607,22.015,24.026,24.026,28.292,24.318,24.318,28.259,28.259,3a,6.932,3e,22.015
AM493653,3,6.932,26.529,22.754,22.255,24.026,24.026,28.704,24.245,24.245,28.259,28.259,3a,6.932,3e,22.255
AM493654,3,7.153,26.603,22.828,22.405,24.173,24.173,28.807,24.245,24.245,28.259,28.259,3a,7.153,3e,22.405
AM493655,3,7.227,26.750,22.664,22.458,24.026,24.026,28.704,24.539,24.539,28.238,28.238,3a,7.227,3e,22.458
AM493656,3,7.006,26.676,22.901,22.231,24.173,24.173,28.807,24.318,24.318,28.410,28.410,3a,7.006,3e,22.231
AM493657,3,7.080,26.455,22.680,22.031,24.026,24.026,29.535,24.392,24.392,28.410,28.410,3a,7.080,3e,22.031
AM493658,3,7.153,26.898,22.828,22.330,24.394,24.394,28.909,24.392,24.392,28.711,28.711,3a,7.153,3e,22.330
