Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover
OR520332,4,81.957,4f,93.231,,
OR520333,4,81.571,4f,90.332,,
OR520334,1,84.953,1e,94.671,,
OR520335,4,83.383,4f,91.691,,
OR520336,1,84.457,1l,94.428,,
OR520337,1,85.586,1l,95.195,,
OR520338,1,80.480,1h,95.427,,
OR520339,2,84.084,2u,85.671,,
OR520340,1,82.569,1e,92.966,,
OR520341,2,85.285,2u,86.957,,
OR520342,4,78.896,4f,88.065,,
OR520343,1,85.061,1e,94.225,,
OR520344,2,85.976,2u,86.280,,
OR520345,4,82.866,4f,91.850,,
OR520346,1,80.323,1h,93.930,,
OR520347,4,82.090,4f,91.964,,
OR520348,1,85.799,1o,93.787,,
OR520349,1,84.098,1e,93.884,,
OR520350,1,85.757,1l,96.736,,
OR520351,1,81.361,1h,92.308,,
OR520352,1,85.196,1l,95.468,,
OR520353,2,83.230,2k,88.199,,
OR520354,4,82.927,4f,92.025,,
OR520355,2,85.139,2u,87.888,,
OR520356,1,85.627,1l,95.413,,
OR520357,2,83.642,2u,86.196,,
OR520358,2,83.642,2u,86.997,,
OR520359,1,82.468,1o,85.410,,
OR520360,2,84.830,2u,92.212,,
OR520361,1,83.841,1e,94.207,,
OR520362,2,82.595,2u,84.709,,
OR520363,4,83.284,4f,91.642,,
OR520364,1,84.802,1e,94.833,,
OR520365,1,84.146,1o,96.037,,
OR520366,4,82.249,4f,91.045,,
OR520367,4,81.957,4f,90.769,,
OR520368,4,82.779,4f,90.030,,
OR520369,1,84.062,1e,95.988,,
OR520370,4,83.642,4t,92.260,,
OR520371,4,80.838,4f,91.317,,
OR520372,1,80.061,1h,93.272,,
OR520373,2,86.322,2u,91.541,,
OR520374,1,86.269,1l,94.925,,
OR529249,1,85.970,1o,97.015,,
OR529250,1,84.821,1l,94.643,,
OR529251,4,83.784,4k,93.093,,
OR529252,4,83.578,4f,91.716,,
OR529253,1,85.075,1l,96.418,,
OR529254,1,85.207,1e,93.215,,
OR529255,2,84.320,2u,85.843,,
OR529256,4,82.493,4t,93.769,,
OR529257,4,83.591,4t,91.641,,
OR529258,2,85.139,2u,88.235,,
OR529259,4,76.331,4f,84.911,,
OR529260,1,80.938,1h,92.962,,
OR529261,1,85.321,1e,93.884,,
OR529262,4,84.320,4d,87.278,,
OR529263,4,81.873,4f,92.790,,
OR529264,2,83.742,2u,86.707,,
OR529265,1,85.759,1l,95.975,,
OR529266,4,83.801,4p,92.790,,
OR529267,1,84.326,1e,94.984,,
OR529268,2,83.387,2u,87.540,,
OR529269,4,82.569,4f,91.385,,
OR529270,4,82.282,4f,89.189,,
OR529271,1,85.583,1e,95.706,,
OR529272,1,85.366,1l,96.037,,
OR529273,1,80.000,1d,84.984,,
OR529274,2,84.830,2u,88.509,,
OR529275,4,80.000,4f,90.000,,
OR529276,4,81.899,4r,86.053,,
OR529277,4,81.232,4f,90.029,,
OR529278,1,81.288,1h,94.172,,
OR529279,4,82.507,4f,88.630,,
OR529280,2,83.901,2u,85.139,,
OR529281,1,85.460,1e,95.495,,
OR529282,1,83.283,1e,93.472,,
OR529283,1,85.337,1l,95.601,,
OR529284,4,85.757,4p,92.878,,
OR529285,2,85.207,2u,87.574,,
OR529286,1,86.018,1e,93.617,,
OR529287,4,82.493,4f,89.911,,
OR529288,1,85.163,1e,91.691,,
OR529289,2,83.333,2u,88.308,,
OR529290,1,85.993,1l,95.611,,
OR529291,2,82.131,2u,86.364,,
OR529292,2,85.223,2u,88.112,,
OR529293,4,82.263,4t,93.578,,
OR529294,1,84.098,1e,94.190,,
OR529295,1,86.145,1l,94.880,,
OR538553,1,93.036,1a,93.036,,
OP425919,1,82.456,1b,94.425,,
OP425920,1,97.232,1a,96.540,,
OP425921,1,97.578,1a,96.886,,
OP425922,1,97.578,1a,96.194,,
OP425923,3,90.311,3a,88.621,,
OP425924,1,99.308,1a,97.924,,
OP425925,1,98.616,1a,97.924,,
OP425926,1,86.014,1g,92.683,,
OP425927,1,82.456,1g,91.958,,
OP425928,3,90.311,3a,88.621,,
OP425929,1,95.156,1a,94.464,,
OP425930,4,84.083,4o,88.581,,
OP425931,1,98.616,1a,97.924,,
OP425932,1,97.232,1a,96.540,,
OP425933,1,98.270,1a,97.578,,
OP425934,1,99.308,1a,97.924,,
OP425935,1,98.270,1a,97.578,,
OP425936,4,89.547,4a,89.547,,
OP425937,1,96.194,1a,95.502,,
OP425938,1,97.924,1a,97.232,,
OP425939,1,97.232,1a,96.540,,
OP425940,4,91.349,4a,91.349,,
OP425941,4,90.592,4a,90.592,,
OP425942,4,88.542,4a,88.542,,
OP425943,4,84.965,4a,84.965,,
OP425944,4,91.349,4a,91.349,,
OP425945,4,91.349,4a,91.349,,
OP425946,4,91.696,4a,91.696,,
OP425947,1,93.031,1a,92.334,,
OP425948,4,91.696,4a,91.696,,
OP425949,4,91.289,4a,91.289,,
OP425950,4,78.966,4t,87.889,,
OP425951,4,91.696,4a,91.696,,
OP425952,4,89.965,4a,89.965,,
OP425953,4,91.696,4a,91.696,,
OP425954,1,95.156,1a,94.464,,
OP425955,4,83.793,4m,87.197,,
OP425956,4,77.163,4l,84.083,,
OP179320,3,91.915,3a,90.922,,
OR594285,4,81.572,4c,82.864,1175-1315,
OR601690,1,94.565,1a,93.841,,
OR601691,1,94.565,1a,93.841,,
OR601692,1,94.928,1a,94.203,,
OR601693,1,94.565,1a,93.841,,
OR601694,1,94.565,1a,93.841,,
OR601695,3,94.203,3a,90.975,,
OR601696,3,93.116,3a,90.253,,
OR601697,3,76.305,3b,90.942,,
OR601698,3,79.116,3b,90.217,,
OR601699,3,76.707,3b,87.681,,
OR601700,6,70.480,6n,93.455,,
OR610546,3,92.188,3a,95.238,,
OR610548,1,95.254,1a,95.254,,
OR610549,1,94.077,1a,93.380,,
OR610550,1,93.519,1a,92.901,,
OR610551,1,94.361,1a,93.939,,
OR610553,1,81.746,1b,91.011,,
OR610554,1,94.737,1a,94.152,,
OR610555,1,96.188,1a,96.188,,
OR610559,1,81.790,1b,92.901,,
OR610561,1,96.703,1a,96.703,,
OR610562,1,96.605,1a,96.605,,
OR610563,3,84.038,3a,85.915,,
OR610566,3,91.844,3a,92.115,,
OR610567,1,85.281,1a,85.281,,
OR610568,1,95.575,1a,94.985,,
OR610569,1,84.524,1b,92.157,,
OR610570,3,93.633,3a,93.258,,
OR610571,1,95.860,1a,95.541,,
OR610572,1,96.970,1a,97.576,,
OR610573,1,97.531,1a,97.531,,
OR610574,1,96.774,1a,96.188,,
OR610575,1,94.985,1a,94.985,,
OR610576,1,88.696,1a,88.362,,
OR610577,1,94.833,1a,94.225,,
OR610578,1,92.515,1a,93.114,,
OR610579,1,85.259,1a,85.657,,
OR610580,1,93.728,1a,94.425,,
PX934536,1,96.774,1a,96.057,,
PX934537,1,94.624,1a,94.624,,
PX934538,3,94.624,3a,92.500,,
PX934539,1,94.624,1a,94.624,,
PX934540,1,95.341,1a,94.624,,
PX934541,1,95.699,1a,94.982,,
PX934542,3,94.265,3a,91.429,,
PX934543,1,81.569,1b,92.473,,
PX934544,6,75.277,6f,94.624,,
PX934545,1,94.624,1a,94.624,,
PX934546,1,96.057,1a,95.341,,
PX934547,1,71.756,1l,72.794,,
PX934548,1,93.907,1a,93.907,,
PX934549,3,95.341,3a,92.857,,
PX934550,6,72.763,6n,96.774,,
PX934551,3,93.548,3a,90.714,,
PX934552,3,94.265,3a,92.500,,
PX934553,3,93.548,3a,90.000,,
PX934554,1,93.571,1a,94.265,,
PX934555,3,94.982,3a,92.143,,
PX934556,8,71.983,8a,71.983,,
PX934557,3,95.341,3a,91.071,,
PX934558,6,75.294,6f,95.683,,
PX934559,1,82.745,1b,93.548,,
PX934560,3,92.832,3a,90.000,,
PX934561,1,95.699,1a,96.416,,
PX934562,3,96.057,3a,91.786,,
PX934563,3,94.265,3a,90.714,,
PX934564,1,95.699,1a,95.699,,
PX934565,3,96.057,3a,93.214,,
PX934566,1,95.341,1a,94.624,,
PX934567,1,98.208,1a,97.491,,
PX934568,1,81.111,1b,93.907,,
PX934569,1,97.133,1a,96.057,,
PX934570,3,95.683,3a,92.832,,
PX934571,1,96.774,1a,96.057,,
PX934572,3,92.780,3a,89.928,,
PX934573,3,97.491,3a,93.214,,
PX934574,1,72.760,1a,73.118,,
PX934575,3,92.832,3a,89.286,,
PX934576,3,93.863,3a,91.007,,
PX934577,1,96.416,1a,95.699,,
PX934578,3,96.057,3a,93.214,,
PX934579,6,73.123,6n,96.416,,
PX934580,5,77.778,5a,76.984,,
PX934581,3,76.703,3b,89.247,,
PX934582,1,94.624,1a,93.190,,
PX934583,6,71.765,6n,96.057,,
PX934584,1,81.227,1b,92.058,,
PX934585,3,93.548,3a,90.000,,
PX934586,3,93.548,3a,90.000,,
PX934587,1,71.648,1l,72.826,,
PX934588,2,92.115,2a,92.473,,
PX934589,1,80.741,1b,91.398,,
PX934590,1,70.769,1l,72.101,,
PX934591,3,95.699,3a,92.857,,
PX934592,3,93.190,3a,91.429,,
PX934593,1,92.832,1a,92.832,,
PX934594,3,76.703,3b,89.964,,
PX934595,3,94.982,3a,92.143,,
PX934596,1,94.624,1a,95.341,,
PX934597,3,93.548,3a,90.357,,
PX934598,3,94.265,3a,91.429,,
PX934599,3,95.699,3a,92.857,,
PX934600,1,80.370,1b,93.190,,
PX934601,1,96.774,1a,96.774,,
PX934602,1,96.057,1a,96.057,,
PX934603,3,94.946,3a,92.086,,
PX934604,1,83.704,1b,91.756,,
PX934605,6,74.436,6f,94.982,,
PX934606,1,93.525,1a,94.245,,
PX934607,1,70.144,1l,71.739,,
S40063,1,81.701,1b,93.419,,
S44060,1,94.349,1a,97.052,,
S62220,1,78.330,1b,92.291,1175-1315,
S64514,1,80.723,1b,92.771,,
S66566,1,76.127,1b,90.833,,
S66587,1,76.884,1b,90.285,,
S67464,1,80.934,1b,92.045,,
S68681,1,94.007,1a,94.863,,
S70341,1,73.421,1b,91.821,,
S71627,1,82.294,1b,93.333,,
S77985,1,81.685,1b,94.872,,
S77990,1,83.562,1b,92.237,,
U01214,1,78.525,1b,91.369,1175-1315,
U13010,6,71.777,6n,96.479,,
U14281,1,83.659,1b,93.333,,
U14282,1,83.698,1b,94.524,,
U14283,1,84.146,1b,93.810,,
U14284,1,82.195,1b,93.810,,
U14285,1,83.575,1b,92.143,,
U14286,1,84.390,1b,95.000,,
U14287,1,84.634,1b,93.095,,
U14288,2,90.952,2a,92.162,,
U14289,1,81.951,1b,91.429,,
U14290,1,82.767,1b,92.857,,
U14291,1,83.495,1b,92.143,,
U14292,1,82.683,1b,93.095,,
U14293,2,94.524,2a,96.190,,
U14294,2,94.286,2a,97.381,,
U14295,1,82.282,1b,91.924,,
U14296,1,80.675,1b,88.650,,
U14297,1,83.129,1b,91.718,,
U14298,1,87.117,1b,87.730,,
U14299,1,96.024,1a,95.413,,
U14300,1,95.107,1a,95.719,,
U14301,3,95.732,3a,93.252,,
U14302,1,87.156,1b,91.743,,
U14303,1,94.524,1a,95.000,,
U14304,1,82.515,1b,94.785,,
U14305,1,83.486,1b,92.049,,
U14306,3,85.933,3a,84.404,,
U14307,1,81.040,1b,92.661,,
U14308,1,83.436,1b,91.411,,
U14309,1,81.346,1b,91.131,,
U14310,1,82.822,1b,92.945,,
U14311,1,84.428,1b,94.299,,
U14312,3,92.381,3a,89.928,,
U14313,3,94.286,3a,92.105,,
U14314,3,94.048,3a,92.823,,
U14315,3,78.287,3g,81.459,,
U14316,1,83.415,1b,92.381,,
U14317,3,95.000,3a,93.062,,
U14318,1,83.415,1b,91.190,,
U14319,3,91.686,3a,90.215,,
U14320,1,83.902,1b,93.095,,
U16362,1,78.736,1b,91.045,1175-1315,
U22527,3,96.386,3a,91.600,,
U23380,3,96.787,3a,92.800,,
U23381,3,97.189,3a,92.400,,
U23382,3,95.582,3a,91.600,,
U23384,3,96.386,3a,93.200,,
U28019,3,95.495,3a,90.909,,
U28020,3,93.243,3a,90.000,,
U28021,1,83.258,1b,94.595,,
U28022,1,94.521,1a,93.665,,
U28023,3,93.694,3a,90.455,,
U28024,1,93.750,1a,94.196,,
U28025,1,96.396,1a,96.396,,
U31267,1,79.186,1d,83.784,,
U31271,3,77.487,3b,89.498,,
U31273,3,90.411,3a,88.636,,
U31274,5,89.686,5a,88.341,,
U31276,1,67.568,1b,70.046,,
U37640,1,77.613,1b,91.803,,
U37641,1,77.613,1b,91.803,,
U37642,1,77.283,1b,91.569,,
U37643,1,77.691,1b,91.491,,
U37644,1,96.359,1a,95.995,,
U37645,1,95.995,1a,95.631,,
U37646,1,96.481,1a,96.117,,
U37647,1,78.356,1b,91.626,,
U37648,1,77.670,1b,91.869,,
U37649,1,77.063,1b,90.777,,
U37650,1,79.394,1b,92.718,,
U37651,1,79.758,1b,92.840,,
U37652,1,78.519,1b,92.112,,
U37653,1,78.398,1b,92.112,,
U37654,1,79.636,1b,93.204,,
U37655,1,79.758,1b,93.083,,
U37656,1,78.356,1b,91.990,,
U37657,1,78.398,1b,91.990,,
U37658,1,77.549,1b,91.262,,
U37659,1,77.913,1b,91.505,,
U37660,1,77.535,1b,91.803,,
U37661,1,77.613,1b,91.881,,
U37662,1,77.613,1b,91.569,,
U37663,1,77.691,1b,91.647,,
U37664,1,79.235,1b,92.116,,
U37665,1,79.313,1b,91.881,,
U37666,1,77.535,1b,91.803,,
U37667,1,77.613,1b,91.803,,
U37668,1,78.845,1b,92.194,,
U37669,1,79.251,1b,91.647,,
U37670,1,77.769,1b,91.959,,
U37671,1,77.535,1b,91.647,,
U38289,1,80.090,1b,93.694,,
U38290,1,80.090,1b,93.694,,
U45476,1,79.124,1b,91.402,1175-1315,
U50851,4,80.876,4d,87.023,,
U50855,4,85.600,4a,85.600,,
U50857,4,89.655,4a,89.655,,
U50858,4,74.380,4d,84.232,,
U56563,1,92.241,1a,91.667,,
U56564,1,92.529,1a,91.954,,
U56565,1,93.966,1a,93.391,,
U56566,1,93.391,1a,93.391,,
U56567,1,93.103,1a,92.529,,
U56568,1,93.678,1a,93.103,,
U56569,1,93.966,1a,93.391,,
U56570,1,93.966,1a,93.391,,
U56571,1,93.966,1a,93.391,,
U56572,1,93.966,1a,93.391,,
U56573,1,93.678,1a,93.103,,
U56574,1,94.828,1a,94.253,,
U56575,1,94.540,1a,93.966,,
U56576,1,95.115,1a,94.828,,
U56577,1,94.828,1a,94.540,,
U56578,1,94.540,1a,94.253,,
U56579,1,94.540,1a,94.253,,
U56580,1,94.828,1a,94.253,,
U56581,1,94.828,1a,94.253,,
U56582,1,94.253,1a,94.540,,
U56583,1,95.115,1a,94.540,,
U56584,1,95.115,1a,94.540,,
U56585,1,93.678,1a,93.391,,
U56586,1,94.540,1a,94.253,,
U56587,1,95.977,1a,95.402,,
U56588,1,87.069,1a,87.931,,
U56589,1,87.356,1a,87.356,,
U56590,1,89.914,1a,89.625,,
U56591,1,88.473,1a,88.473,,
U56592,1,88.761,1a,88.761,,
U56593,1,89.049,1a,89.049,,
U56594,1,91.931,1a,91.354,,
U56595,1,92.507,1a,91.931,,
U56596,1,93.372,1a,92.795,,
U56597,1,93.372,1a,92.795,,
U56598,1,93.372,1a,92.795,,
U56599,1,92.795,1a,92.507,,
U56600,1,91.354,1a,91.354,,
U56601,1,91.066,1a,90.490,,
U61361,3,96.471,3a,92.962,,
U80314,1,80.090,1b,95.946,,
U80317,1,79.638,1b,95.045,,
U80318,1,79.724,1b,95.872,,
U80319,1,78.733,1b,94.144,,
U80323,1,79.263,1b,95.413,,
U80324,1,77.880,1b,94.037,,
U80329,1,77.828,1b,93.243,,
U80330,1,80.543,1b,96.396,,
U80331,1,80.090,1b,95.946,,
U80332,1,79.638,1b,95.495,,
U80333,1,80.995,1b,95.045,,
U80334,1,79.638,1b,94.595,,
U80335,1,80.543,1b,95.495,,
U80336,1,80.090,1b,95.946,,
U80337,1,80.543,1b,95.045,,
U80338,1,80.090,1b,95.946,,
U80339,1,75.688,1b,90.868,,
U80341,1,76.471,1b,90.541,,
U80342,1,78.281,1b,93.243,,
U80344,1,79.638,1b,95.495,,
U80345,1,78.774,1b,94.836,,
U80346,1,80.543,1b,95.495,,
U80349,1,80.090,1b,95.946,,
U80350,1,80.090,1b,95.946,,
U80351,1,80.090,1b,95.946,,
U80352,1,80.090,1b,95.946,,
U80353,1,80.543,1b,95.495,,
U80354,1,80.090,1b,95.045,,
U80355,1,80.090,1b,95.045,,
U81611,1,77.236,1b,90.244,1175-1315,
U81612,1,78.935,1b,90.198,1175-1315,
U81613,1,78.919,1b,90.519,1175-1315,
U81614,1,78.922,1b,90.534,1175-1315,
U81615,1,72.683,1b,90.640,,
U81616,1,73.171,1b,90.663,,
U81617,1,73.659,1b,89.681,,
U81618,1,73.171,1b,90.418,,
U89016,1,79.874,1b,87.812,1207-1313,
U89019,1,77.943,1b,89.645,1175-1315,
U90836,6,84.153,6a,96.995,,
U90837,6,84.426,6a,97.268,,
U90838,6,84.426,6a,97.268,,
U90839,6,84.973,6a,97.541,,
X16543,1,80.446,1b,93.482,,
X53101,1,85.496,1b,100.000,,
X53102,1,85.496,1b,100.000,,
X53103,1,87.405,1b,93.091,,
X53104,1,85.227,1b,93.091,,
X53105,1,85.878,1b,92.727,,
X53106,1,83.636,1b,94.526,,
X53107,1,87.879,1b,93.818,,
X53108,1,86.260,1b,93.091,,
X53109,1,85.496,1b,97.091,,
X53110,1,85.878,1b,93.455,,
X53111,,,,,,
X53112,1,86.364,1b,93.091,,
X53113,1,86.641,1b,93.091,,
X53114,1,86.641,1b,93.091,,
X53115,1,85.878,1b,93.455,,
X53116,1,86.641,1b,93.818,,
X53117,1,85.878,1b,92.336,,
X53118,1,85.878,1b,92.364,,
X53119,1,85.115,1b,92.701,,
X53120,1,85.878,1b,94.909,,
X59609,1,81.350,1b,96.785,,
X59934,1,81.705,1b,92.105,,
X61596,1,78.884,1b,91.487,1175-1315,
X65547,1,79.289,1b,90.108,,
X71406,1,93.636,1a,95.273,,
X76918,3,94.870,3a,93.347,1175-1315,
X78952,1,85.810,1a,85.977,,
X78954,1,80.741,1b,92.346,,
X79819,3,95.060,3a,93.454,,
X79820,3,93.952,3a,91.812,,
X88600,1,95.000,1a,95.909,,
X88616,1,82.569,1b,92.727,,
X88710,1,84.071,1g,94.690,,
X88732,1,95.102,1a,95.102,,
X88733,1,78.541,1b,87.607,,
X88740,1,78.767,1b,89.347,,
X88741,1,78.231,1b,88.435,,
X88743,1,77.642,1b,88.618,,
X88744,1,76.761,1b,87.676,,
X88746,1,81.172,1b,88.627,,
X88748,1,81.013,1b,88.841,,
X88763,1,80.660,1b,89.623,,
X91298,3,89.960,3a,86.800,,
X91301,3,89.558,3a,86.800,,
X91303,3,80.400,3g,95.582,,
X91416,1,81.250,1b,94.779,,
X91417,3,78.400,3g,89.200,,
X91418,3,80.090,3g,89.200,,
X91419,3,77.200,3g,91.218,,
X91420,3,89.558,3a,86.400,,
X91422,3,78.715,3i,98.394,,
Y11604,4,100.000,4a,100.000,1175-1315,
Y12083,6,79.500,6a,100.000,1175-1315,
Y13184,5,100.000,5a,90.564,1175-1315,
Z35549,4,89.831,4c,90.254,,
Z35559,1,95.349,1a,95.814,,
Z35578,3,95.946,3a,89.686,,
Z36525,3,74.429,3k,93.173,,
Z36526,3,77.510,3b,92.771,,
Z36527,3,76.305,3b,93.173,,
Z70362,1,82.403,1b,91.026,,
Z70418,4,90.943,4a,90.943,,
Z70421,1,97.321,1a,96.429,,
Z70429,1,83.929,1b,94.643,,
Z70430,1,98.165,1a,98.165,,
Z70444,1,81.982,1b,91.892,,
Z70445,1,80.465,1b,91.628,,
Z70459,1,98.253,1a,96.930,,
Z70466,1,80.695,1b,91.892,,
Z70468,1,83.333,1b,91.667,,
Z70469,1,81.659,1b,91.266,,
Z70470,1,96.070,1a,97.817,,
Z70471,1,81.855,1b,93.145,,
Z70479,1,96.759,1a,95.833,,
Z70494,4,90.837,4a,90.837,,
Z70502,1,81.928,1b,92.857,,
Z97730,1,82.489,1b,93.750,,
Z99040,1,97.736,1a,97.338,,
Z99041,1,97.358,1a,96.958,,
Z99042,1,98.113,1a,97.719,,
Z99043,1,97.736,1a,97.338,,
Z99044,1,98.113,1a,97.719,,
OK582292,1,93.600,1a,93.155,,
OK582293,1,93.575,1a,93.106,,
OK582294,1,93.575,1a,93.131,,
OK582295,1,93.575,1a,93.106,,
OK582296,1,93.600,1a,93.155,,
OK582297,1,93.575,1a,93.106,,
OK582298,1,93.575,1a,93.106,,
OK582299,1,93.600,1a,93.155,,
OK582300,1,93.600,1a,93.155,,
OK582301,1,93.378,1a,93.032,,
OK582302,1,93.600,1a,93.155,,
OK582303,1,93.600,1a,93.155,,
OK582304,1,93.600,1a,93.155,,
OK582305,1,93.600,1a,93.155,,
OK582306,1,93.551,1a,93.106,,
OK582307,1,93.526,1a,93.081,,
OK582308,1,93.600,1a,93.155,,
OK582309,1,93.625,1a,93.131,,
OK582310,1,93.600,1a,93.155,,
OK582311,1,93.575,1a,93.131,,
OK582312,1,93.575,1a,93.131,,
OK582313,1,93.551,1a,93.106,,
OK582314,1,93.600,1a,93.155,,
OK582315,1,93.600,1a,93.155,,
OK582316,1,93.575,1a,93.131,,
OK582317,1,90.649,1a,90.709,1175-1315,
OK582318,1,90.649,1a,90.709,1175-1315,
OK582319,1,90.649,1a,90.709,1175-1315,
OK582320,1,90.649,1a,90.709,1175-1315,
OK582321,1,90.608,1a,90.669,1175-1315,
OK582322,1,90.649,1a,90.709,1175-1315,
OK582323,1,90.811,1a,90.791,1175-1315,
OK582324,1,90.649,1a,90.709,1175-1315,
OK582325,1,90.608,1a,90.689,1175-1315,
OK582326,1,90.649,1a,90.709,1175-1315,
OK582327,1,90.649,1a,90.709,1175-1315,
OK582328,1,90.669,1a,90.730,1175-1315,
OK582329,1,90.649,1a,90.709,1175-1315,
OK582330,1,90.649,1a,90.689,1175-1315,
OK582331,1,90.608,1a,90.669,1175-1315,
OK582332,1,90.649,1a,90.709,1175-1315,
OK582333,1,90.649,1a,90.709,1175-1315,
OK582334,1,90.649,1a,90.709,1175-1315,
OK582335,1,90.649,1a,90.709,1175-1315,
OK582336,1,90.628,1a,90.689,1175-1315,
OK582337,1,90.649,1a,90.709,1175-1315,
OK582338,1,90.811,1a,90.791,1175-1315,
OK582339,1,90.608,1a,90.669,1175-1315,
OK582340,1,90.649,1a,90.709,1175-1315,
OK582341,1,90.628,1a,90.689,1175-1315,
OK582342,1,90.649,1a,90.709,1175-1315,
OK582343,1,90.649,1a,90.709,1175-1315,
OK582344,1,90.649,1a,90.709,1175-1315,
OK582345,1,90.649,1a,90.709,1175-1315,
OK582346,1,90.649,1a,90.709,1175-1315,
OK582347,1,90.811,1a,90.791,1175-1315,
OK582348,1,90.649,1a,90.709,1175-1315,
OK582349,1,90.791,1a,90.770,1175-1315,
OK582350,1,90.811,1a,90.791,1175-1315,
OK582351,1,90.628,1a,90.689,1175-1315,
OK582352,1,90.649,1a,90.709,1175-1315,
OK582353,1,90.649,1a,90.709,1175-1315,
OK582354,1,90.811,1a,90.791,1175-1315,
OK582355,1,90.628,1a,90.689,1175-1315,
OK582356,1,90.628,1a,90.689,1175-1315,
OK582357,1,90.649,1a,90.709,1175-1315,
OK582358,1,90.628,1a,90.689,1175-1315,
OK582359,1,90.811,1a,90.791,1175-1315,
OK582360,1,90.649,1a,90.709,1175-1315,
OK582361,1,90.628,1a,90.689,1175-1315,
OK582362,1,90.649,1a,90.709,1175-1315,
OK582363,1,90.649,1a,90.709,1175-1315,
OK582364,1,90.628,1a,90.689,1175-1315,
OK582365,1,93.600,1a,93.155,,
OK582366,1,93.600,1a,93.155,,
OK582367,1,93.575,1a,93.131,,
OK582368,1,93.600,1a,93.155,,
OK582369,1,93.477,1a,93.032,,
OK582370,1,93.575,1a,93.131,,
OK582371,1,93.600,1a,93.155,,
OK582372,1,93.575,1a,93.131,,
OK582373,1,93.600,1a,93.155,,
OK582374,1,93.600,1a,93.155,,
OK582375,1,93.600,1a,93.155,,
OK582376,1,93.600,1a,93.155,,
OK582377,1,93.600,1a,93.155,,
OK582378,1,93.575,1a,93.131,,
OK582379,1,93.600,1a,93.155,,
OK582380,1,93.575,1a,93.131,,
OK582381,1,93.575,1a,93.131,,
OK582382,1,93.600,1a,93.155,,
OK582383,1,93.575,1a,93.155,,
OK582384,1,93.600,1a,93.155,,
OK582385,1,93.575,1a,93.131,,
OK582386,1,93.575,1a,93.131,,
OK582387,1,93.600,1a,93.155,,
OK582388,1,93.575,1a,93.131,,
OK582389,1,93.575,1a,93.131,,
OK582390,1,90.527,1a,90.588,1175-1315,
OK582391,1,90.628,1a,90.730,1175-1315,
OK582392,1,90.628,1a,90.689,1175-1315,
OK582393,1,90.628,1a,90.689,1175-1315,
OK582394,1,90.608,1a,90.669,1175-1315,
OK582395,1,90.628,1a,90.649,1175-1315,
OK582396,1,90.669,1a,90.689,1175-1315,
OK582397,1,90.649,1a,90.709,1175-1315,
OK582398,1,90.649,1a,90.669,1175-1315,
OK582399,1,90.556,1a,90.617,1175-1315,
OK582400,1,90.588,1a,90.649,1175-1315,
OK582401,1,90.588,1a,90.649,1175-1315,
OK582402,1,90.608,1a,90.669,1175-1315,
OK582403,1,90.649,1a,90.709,1175-1315,
OK582404,1,90.650,1a,90.691,1175-1315,
OK582405,1,90.608,1a,90.669,1175-1315,
OK582406,1,90.608,1a,90.669,1175-1315,
OK582407,1,90.628,1a,90.689,1175-1315,
OK582408,1,90.588,1a,90.649,1175-1315,
OK582409,1,90.567,1a,90.628,1175-1315,
OK582410,1,90.649,1a,90.709,1175-1315,
OK582411,1,90.628,1a,90.689,1175-1315,
OK582412,1,90.608,1a,90.649,1175-1315,
OK582413,1,90.608,1a,90.669,1175-1315,
OK582414,1,90.628,1a,90.689,1175-1315,
OK582415,1,90.628,1a,90.689,1175-1315,
OK582416,1,90.608,1a,90.669,1175-1315,
OK582417,1,90.649,1a,90.709,1175-1315,
OK582418,1,90.649,1a,90.709,1175-1315,
OK582419,1,90.628,1a,90.689,1175-1315,
OK582420,1,90.649,1a,90.669,1175-1315,
OK582421,1,90.628,1a,90.689,1175-1315,
OK582422,1,90.608,1a,90.669,1175-1315,
OK582423,1,90.588,1a,90.649,1175-1315,
OK582424,1,90.617,1a,90.679,1175-1315,
OK582425,1,90.588,1a,90.649,1175-1315,
OK582426,1,90.608,1a,90.669,1175-1315,
OK582427,1,90.608,1a,90.689,1175-1315,
OK582428,1,93.575,1a,93.081,,
OK582429,1,93.551,1a,93.106,,
OK582430,1,93.526,1a,93.081,,
OK582431,1,93.575,1a,93.131,,
OK582432,1,93.551,1a,93.106,,
OK582433,1,93.575,1a,93.131,,
OK582434,1,93.551,1a,93.106,,
OK582435,1,93.551,1a,93.106,,
OK582436,1,93.551,1a,93.106,,
OK582437,1,93.526,1a,93.081,,
OK582438,1,93.551,1a,93.106,,
OK582439,1,93.575,1a,93.131,,
OK582440,1,93.526,1a,93.081,,
OK582441,1,93.551,1a,93.106,,
OK582442,1,93.575,1a,93.131,,
OK582443,1,93.526,1a,93.081,,
OK582444,1,93.526,1a,93.081,,
OK582445,1,93.526,1a,93.081,,
OK582446,1,93.551,1a,93.106,,
OK582447,1,93.526,1a,93.131,,
OK582448,1,93.575,1a,93.131,,
OK582449,1,93.551,1a,93.106,,
OK582450,1,93.501,1a,93.057,,
OK582451,1,93.551,1a,93.106,,
OK582452,1,93.575,1a,93.081,,
OK582453,1,93.526,1a,93.081,,
OK582454,1,93.526,1a,93.081,,
OK582455,1,93.600,1a,93.155,,
OK582456,1,93.551,1a,93.106,,
OK582457,1,92.464,1a,92.019,,
