Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype1aDistance,Subtype1aDistance,Subtype1bDistance,Subtype1bDistance,Subtype1cDistance,Subtype1cDistance,Subtype1dDistance,Subtype1eDistance,Subtype1eDistance,Subtype1gDistance,Subtype1gDistance,Subtype1hDistance,Subtype1hDistance,Subtype1iDistance,Subtype1jDistance,Subtype1kDistance,Subtype1lDistance,Subtype1lDistance,Subtype1mDistance,Subtype1mDistance,Subtype1nDistance,Subtype1nDistance,Subtype1oDistance,Subtype1oDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MN147761,1773,1,5.189,5.189,17.418,17.418,17.033,17.033,18.049,16.629,16.629,17.494,17.494,18.715,18.715,18.049,13.762,14.270,16.545,16.545,13.634,13.634,13.875,13.875,16.291,16.291,1a,5.189,1j,13.762
MN147762,1773,1,4.512,4.512,17.654,17.654,16.638,16.638,17.541,16.244,16.244,17.710,17.710,18.049,18.049,18.218,14.157,14.270,16.676,16.676,14.028,14.028,13.713,13.713,16.291,16.291,1a,4.512,1n,13.713
MN147763,1773,1,4.512,4.512,17.654,17.654,16.638,16.638,17.541,16.244,16.244,17.710,17.710,18.049,18.049,18.218,14.157,14.270,16.676,16.676,14.028,14.028,13.713,13.713,16.291,16.291,1a,4.512,1n,13.713
MN147764,1773,1,4.512,4.512,17.654,17.654,16.638,16.638,17.484,16.244,16.244,17.710,17.710,18.049,18.049,18.161,14.157,14.270,16.732,16.732,14.028,14.028,13.713,13.713,16.178,16.178,1a,4.512,1n,13.713
MN147765,1773,1,4.569,4.569,17.710,17.710,16.751,16.751,17.484,16.300,16.300,17.654,17.654,18.218,18.218,18.331,14.213,14.326,16.789,16.789,14.197,14.197,13.826,13.826,16.460,16.460,1a,4.569,1n,13.826
MN147766,1771,1,5.308,5.308,17.730,17.730,17.043,17.043,17.335,16.206,16.206,17.674,17.674,18.259,18.259,18.295,13.495,14.116,16.967,16.967,13.875,13.875,13.721,13.721,16.479,16.479,1a,5.308,1j,13.495
MN147767,1771,1,5.195,5.195,17.674,17.674,16.986,16.986,17.278,16.093,16.093,17.561,17.561,18.202,18.202,18.239,13.382,14.060,16.855,16.855,13.762,13.762,13.608,13.608,16.366,16.366,1a,5.195,1j,13.382
MN147768,1771,1,5.421,5.421,17.787,17.787,17.043,17.043,17.448,16.206,16.206,17.730,17.730,18.315,18.315,18.352,13.495,14.116,16.911,16.911,13.875,13.875,13.721,13.721,16.479,16.479,1a,5.421,1j,13.495
MN147769,1771,1,5.195,5.195,17.674,17.674,16.986,16.986,17.278,16.093,16.093,17.561,17.561,18.202,18.202,18.239,13.382,14.060,16.855,16.855,13.762,13.762,13.608,13.608,16.366,16.366,1a,5.195,1j,13.382
MN147770,1771,1,5.251,5.251,17.730,17.730,16.986,16.986,17.278,16.149,16.149,17.617,17.617,18.259,18.259,18.239,13.439,14.060,16.911,16.911,13.818,13.818,13.665,13.665,16.422,16.422,1a,5.251,1j,13.439
MN164843,9055,1,22.377,22.377,22.074,22.074,22.640,22.640,23.344,22.477,22.477,22.534,22.534,22.701,22.701,22.017,22.063,21.830,7.565,7.565,21.939,21.939,22.581,22.581,22.036,22.036,1l,7.565,1k,21.830
MN164844,9055,1,22.367,22.367,22.179,22.179,22.680,22.680,23.385,22.291,22.291,22.432,22.432,22.872,22.872,21.900,22.083,21.771,7.499,7.499,21.863,21.863,22.595,22.595,21.854,21.854,1l,7.499,1o,21.854
MN164845,9046,1,16.073,16.073,22.016,22.016,19.555,19.555,22.638,22.065,22.065,22.453,22.453,21.784,21.784,22.228,18.962,18.879,22.405,22.405,19.156,19.156,19.405,19.405,17.801,17.801,1a,16.073,1o,17.801
MN164846,9043,1,13.491,13.491,22.537,22.537,19.960,19.960,22.952,22.774,22.774,22.665,22.665,22.601,22.601,22.818,18.402,18.357,22.535,22.535,19.256,19.256,18.672,18.672,19.249,19.249,1a,13.491,1m,19.256
MN164847,9047,1,16.558,16.558,21.349,21.349,19.597,19.597,22.323,22.129,22.129,22.539,22.539,21.716,21.716,21.711,18.679,18.728,22.336,22.336,19.113,19.113,19.080,19.080,18.191,18.191,1a,16.558,1o,18.191
MN164848,6694,1,19.116,19.116,22.155,22.155,22.380,22.380,23.173,22.683,22.683,22.523,22.523,23.049,23.049,22.246,21.402,20.706,18.136,18.136,21.415,21.415,21.430,21.430,22.160,22.160,1l,18.136,1a,19.116
MN164849,9007,1,16.065,16.065,22.061,22.061,18.690,18.690,22.247,22.231,22.231,22.537,22.537,21.543,21.543,21.952,19.063,18.805,22.148,22.148,19.385,19.385,19.139,19.139,19.403,19.403,1a,16.065,1c,18.690
MN164850,9005,1,15.236,15.236,22.014,22.014,19.751,19.751,22.594,22.400,22.400,22.016,22.016,21.772,21.772,22.103,19.194,18.774,22.317,22.317,18.618,18.618,18.731,18.731,18.887,18.887,1a,15.236,1m,18.618
MN164851,9053,1,18.934,18.934,18.138,18.138,22.255,22.255,18.460,22.965,22.965,23.104,23.104,20.587,20.587,18.326,20.714,21.247,22.889,22.889,21.136,21.136,20.268,20.268,21.814,21.814,1b,18.138,1i,18.326
MN164852,7815,1,17.223,17.223,22.569,22.569,20.251,20.251,22.908,23.344,23.344,22.724,22.724,22.521,22.521,22.642,19.974,20.015,22.781,22.781,19.752,19.752,19.793,19.793,20.307,20.307,1a,17.223,1m,19.752
MN164853,7813,1,15.308,15.308,18.568,18.568,21.011,21.011,18.784,22.833,22.833,22.534,22.534,20.488,20.488,18.888,19.972,19.662,22.080,22.080,19.560,19.560,19.091,19.091,21.060,21.060,1a,15.308,1d,18.784
MN164854,7814,1,15.715,15.715,22.567,22.567,21.955,21.955,23.297,22.811,22.811,22.750,22.750,22.529,22.529,22.937,20.359,19.637,18.375,18.375,19.811,19.811,20.023,20.023,21.730,21.730,1a,15.715,1l,18.375
MN164855,9043,1,16.466,16.466,18.062,18.062,21.117,21.117,18.469,22.489,22.489,22.249,22.249,20.364,20.364,18.053,19.722,19.673,22.281,22.281,19.973,19.973,19.156,19.156,21.092,21.092,1a,16.466,1i,18.053
MN164856,7783,1,16.896,16.896,20.503,20.503,21.503,21.503,21.183,22.755,22.755,22.513,22.513,20.668,20.668,21.044,20.594,19.761,22.533,22.533,20.620,20.620,19.802,19.802,21.824,21.824,1a,16.896,1k,19.761
MN164857,7803,1,15.981,15.981,20.755,20.755,22.100,22.100,21.551,23.261,23.261,22.964,22.964,21.034,21.034,21.398,20.379,20.015,22.222,22.222,20.399,20.399,20.069,20.069,22.027,22.027,1a,15.981,1k,20.015
MN164858,9037,1,16.609,16.609,21.914,21.914,19.224,19.224,21.848,22.300,22.300,21.941,21.941,21.465,21.465,21.426,19.352,19.124,22.471,22.471,19.122,19.122,19.204,19.204,17.819,17.819,1a,16.609,1o,17.819
MN164859,7813,1,16.345,16.345,22.543,22.543,19.608,19.608,22.587,23.149,23.149,22.666,22.666,22.154,22.154,22.509,19.626,19.197,23.073,23.073,20.049,20.049,19.747,19.747,18.878,18.878,1a,16.345,1o,18.878
MN164860,9056,1,22.288,22.288,22.442,22.442,22.637,22.637,23.394,22.304,22.304,22.418,22.418,22.874,22.874,21.957,22.177,21.645,7.454,7.454,21.730,21.730,22.450,22.450,22.073,22.073,1l,7.454,1k,21.645
MN164861,9056,1,22.301,22.301,22.445,22.445,22.681,22.681,23.427,22.293,22.293,22.407,22.407,22.874,22.874,21.957,22.188,21.658,7.487,7.487,21.730,21.730,22.472,22.472,22.084,22.084,1l,7.487,1k,21.658
MN164862,7776,1,16.281,16.281,22.419,22.419,22.355,22.355,22.844,24.132,24.132,23.671,23.671,23.178,23.178,23.335,21.010,20.650,23.075,23.075,20.850,20.850,20.380,20.380,22.172,22.172,1a,16.281,1n,20.380
MN164863,9005,1,15.036,15.036,20.809,20.809,21.391,21.391,21.498,22.276,22.276,22.797,22.797,21.123,21.123,21.091,19.445,18.976,22.805,22.805,19.192,19.192,18.422,18.422,21.255,21.255,1a,15.036,1n,18.422
MN164864,9054,1,22.789,22.789,22.255,22.255,22.888,22.888,23.403,22.199,22.199,22.232,22.232,22.597,22.597,22.199,22.276,21.890,7.422,7.422,22.054,22.054,22.429,22.429,22.154,22.154,1l,7.422,1k,21.890
MN164865,9057,1,22.611,22.611,22.193,22.193,22.816,22.816,23.436,22.080,22.080,22.280,22.280,22.581,22.581,22.119,22.232,21.833,7.188,7.188,21.888,21.888,22.347,22.347,22.121,22.121,1l,7.188,1k,21.833
MN164866,9048,1,22.419,22.419,23.275,23.275,22.677,22.677,23.213,9.052,9.052,16.899,16.899,22.317,22.317,23.257,22.575,21.829,22.305,22.305,23.017,23.017,22.602,22.602,22.270,22.270,1e,9.052,1g,16.899
MN164867,9037,1,14.297,14.297,21.736,21.736,19.452,19.452,22.361,22.504,22.504,21.987,21.987,21.422,21.422,21.912,19.440,19.057,22.216,22.216,19.118,19.118,18.835,18.835,18.344,18.344,1a,14.297,1o,18.344
MN164868,9038,1,15.745,15.745,18.675,18.675,21.676,21.676,19.117,22.647,22.647,22.674,22.674,21.215,21.215,19.335,20.336,19.967,22.151,22.151,20.321,20.321,20.009,20.009,21.611,21.611,1a,15.745,1d,19.117
MN164869,9049,1,22.527,22.527,22.514,22.514,22.310,22.310,22.395,16.263,16.263,6.841,6.841,22.518,22.518,22.185,22.663,21.595,22.393,22.393,22.706,22.706,22.221,22.221,22.118,22.118,1g,6.841,1e,16.263
MN164870,9061,1,20.488,20.488,22.273,22.273,21.790,21.790,22.967,22.855,22.855,22.356,22.356,22.303,22.303,22.576,21.975,21.235,17.691,17.691,21.531,21.531,21.833,21.833,22.047,22.047,1l,17.691,1a,20.488
MN164871,6348,1,17.794,17.794,21.379,21.379,19.599,19.599,22.355,22.448,22.448,21.906,21.906,21.922,21.922,22.128,19.256,19.307,21.487,21.487,19.287,19.287,19.927,19.927,17.643,17.643,1o,17.643,1a,17.794
MN164872,7734,1,19.266,19.266,23.145,23.145,21.034,21.034,23.744,24.860,24.860,23.494,23.494,23.094,23.094,23.220,20.830,21.078,22.591,22.591,20.602,20.602,20.484,20.484,20.919,20.919,1a,19.266,1n,20.484
MN164873,3941,1,19.954,19.954,19.462,19.462,22.019,22.019,20.844,22.036,22.036,22.194,22.194,20.228,20.228,19.721,21.432,20.463,21.715,21.715,21.436,21.436,20.581,20.581,21.808,21.808,1b,19.462,1i,19.721
MN164874,9009,1,19.281,19.281,20.426,20.426,21.526,21.526,20.841,22.511,22.511,22.322,22.322,20.177,20.177,20.348,20.679,20.411,22.321,22.321,20.746,20.746,20.462,20.462,21.328,21.328,1a,19.281,1h,20.177
MN164875,9048,1,22.279,22.279,23.082,23.082,22.637,22.637,23.304,8.698,8.698,16.713,16.713,22.284,22.284,23.169,22.504,21.863,22.407,22.407,22.956,22.956,22.470,22.470,22.112,22.112,1e,8.698,1g,16.713
MN164876,9037,1,18.579,18.579,19.742,19.742,21.672,21.672,20.592,22.355,22.355,22.286,22.286,19.646,19.646,20.294,20.612,20.057,22.089,22.089,20.922,20.922,19.807,19.807,21.198,21.198,1a,18.579,1h,19.646
MN164877,8279,1,21.770,21.770,21.551,21.551,22.965,22.965,22.190,23.024,23.024,23.420,23.420,23.238,23.238,21.936,21.498,21.048,18.336,18.336,22.622,22.622,21.594,21.594,21.215,21.215,1l,18.336,1a,21.770
MN208486,310,1,14.935,14.935,18.831,18.831,18.689,18.689,18.710,6.452,6.452,10.968,10.968,19.481,19.481,18.065,20.328,17.532,15.738,15.738,15.909,15.909,13.916,13.916,15.082,15.082,1e,6.452,1g,10.968
MN208487,310,1,15.738,15.738,17.377,17.377,19.672,19.672,19.016,5.484,5.484,11.538,11.538,20.328,20.328,19.344,19.344,17.377,15.738,15.738,15.082,15.082,15.082,15.082,15.738,15.738,1e,5.484,1g,11.538
MN208488,310,1,15.260,15.260,18.831,18.831,19.672,19.672,18.065,6.452,6.452,11.538,11.538,19.805,19.805,18.065,19.672,18.506,16.721,16.721,16.234,16.234,13.961,13.961,15.082,15.082,1e,6.452,1g,11.538
MN208489,302,1,16.333,16.333,19.000,19.000,19.529,19.529,18.212,4.305,4.305,11.258,11.258,19.128,19.128,18.000,18.855,17.333,16.162,16.162,15.719,15.719,13.712,13.712,14.815,14.815,1e,4.305,1g,11.258
MN208490,310,1,15.909,15.909,19.805,19.805,19.344,19.344,18.710,6.452,6.452,11.613,11.613,19.481,19.481,19.355,18.361,17.532,16.721,16.721,16.721,16.721,14.610,14.610,15.082,15.082,1e,6.452,1g,11.613
MN208491,310,1,15.909,15.909,18.182,18.182,18.689,18.689,18.387,5.161,5.161,10.000,10.000,18.182,18.182,18.065,17.705,17.208,16.393,16.393,14.610,14.610,14.935,14.935,15.082,15.082,1e,5.161,1g,10.000
MN208492,309,1,14.145,14.145,19.079,19.079,19.079,19.079,18.123,5.502,5.502,12.298,12.298,20.066,20.066,19.094,19.079,17.434,17.152,17.152,16.776,16.776,14.754,14.754,14.803,14.803,1e,5.502,1g,12.298
MN208493,310,1,15.584,15.584,18.770,18.770,19.016,19.016,18.387,5.161,5.161,10.611,10.611,18.831,18.831,18.710,17.705,16.558,17.049,17.049,16.883,16.883,15.584,15.584,15.082,15.082,1e,5.161,1g,10.611
MN208494,310,1,15.584,15.584,20.130,20.130,19.016,19.016,18.065,4.516,4.516,11.538,11.538,18.182,18.182,19.355,18.361,16.558,17.049,17.049,15.584,15.584,14.935,14.935,14.754,14.754,1e,4.516,1g,11.538
MN208495,310,1,15.260,15.260,19.481,19.481,18.033,18.033,19.677,4.194,4.194,11.538,11.538,18.182,18.182,18.387,17.377,15.909,16.393,16.393,13.961,13.961,14.935,14.935,15.410,15.410,1e,4.194,1g,11.538
MN208496,310,1,15.584,15.584,18.506,18.506,19.016,19.016,18.710,5.484,5.484,10.932,10.932,18.182,18.182,17.742,18.033,16.234,16.066,16.066,15.584,15.584,16.234,16.234,13.443,13.443,1e,5.484,1g,10.932
MN208497,310,1,16.234,16.234,20.130,20.130,19.672,19.672,18.710,7.419,7.419,12.903,12.903,19.156,19.156,19.677,19.016,17.857,16.393,16.393,16.234,16.234,15.909,15.909,15.082,15.082,1e,7.419,1g,12.903
MN208498,310,1,15.260,15.260,20.455,20.455,19.016,19.016,20.968,6.452,6.452,12.179,12.179,19.805,19.805,19.677,19.016,19.156,17.705,17.705,17.208,17.208,16.234,16.234,16.393,16.393,1e,6.452,1g,12.179
MN208499,310,1,17.208,17.208,20.779,20.779,21.311,21.311,20.323,7.097,7.097,11.538,11.538,20.779,20.779,19.677,20.328,19.805,19.016,19.016,17.532,17.532,16.181,16.181,16.393,16.393,1e,7.097,1g,11.538
MN208500,310,1,16.883,16.883,20.130,20.130,21.311,21.311,21.613,7.742,7.742,12.821,12.821,20.455,20.455,19.677,21.639,18.506,17.705,17.705,16.883,16.883,17.532,17.532,17.377,17.377,1e,7.742,1g,12.821
MN208501,310,1,16.234,16.234,19.805,19.805,19.672,19.672,20.000,7.097,7.097,11.218,11.218,19.805,19.805,20.000,20.984,19.156,17.705,17.705,16.234,16.234,15.909,15.909,16.721,16.721,1e,7.097,1g,11.218
MN208502,310,1,14.286,14.286,19.156,19.156,18.361,18.361,17.742,5.806,5.806,10.577,10.577,19.805,19.805,19.032,19.016,16.883,15.738,15.738,16.234,16.234,15.584,15.584,14.098,14.098,1e,5.806,1g,10.577
MN208503,310,1,16.234,16.234,20.130,20.130,20.000,20.000,19.677,6.129,6.129,11.935,11.935,17.532,17.532,19.677,18.361,16.883,16.393,16.393,15.909,15.909,15.909,15.909,15.082,15.082,1e,6.129,1g,11.935
MN208504,310,1,16.558,16.558,21.104,21.104,19.672,19.672,19.355,5.806,5.806,12.500,12.500,20.130,20.130,19.677,20.000,19.156,18.361,18.361,17.532,17.532,16.234,16.234,15.410,15.410,1e,5.806,1g,12.500
MN208505,310,1,14.935,14.935,19.481,19.481,17.590,17.590,17.419,4.839,4.839,11.859,11.859,18.182,18.182,18.387,18.361,15.584,16.129,16.129,15.260,15.260,14.887,14.887,14.658,14.658,1e,4.839,1g,11.859
MN208506,310,1,17.208,17.208,20.779,20.779,19.672,19.672,20.000,6.452,6.452,13.141,13.141,20.779,20.779,20.968,18.033,18.182,18.361,18.361,17.532,17.532,18.123,18.123,16.393,16.393,1e,6.452,1g,13.141
MN208507,310,1,17.208,17.208,20.779,20.779,19.016,19.016,20.645,7.742,7.742,12.581,12.581,18.831,18.831,19.032,19.672,17.532,17.377,17.377,15.534,15.534,16.558,16.558,15.738,15.738,1e,7.742,1g,12.581
MN208508,310,1,14.935,14.935,19.805,19.805,20.984,20.984,18.387,5.806,5.806,11.218,11.218,17.857,17.857,19.355,20.328,18.506,17.705,17.705,15.909,15.909,15.858,15.858,16.393,16.393,1e,5.806,1g,11.218
MN208509,310,1,16.558,16.558,20.779,20.779,20.984,20.984,20.968,7.742,7.742,12.219,12.219,20.455,20.455,19.677,18.361,19.156,17.705,17.705,18.182,18.182,17.857,17.857,16.721,16.721,1e,7.742,1g,12.219
MN208510,310,1,15.584,15.584,18.506,18.506,20.328,20.328,19.032,7.742,7.742,11.935,11.935,19.805,19.805,19.677,19.344,20.455,16.721,16.721,17.532,17.532,14.563,14.563,16.721,16.721,1e,7.742,1g,11.935
MN208511,310,1,15.909,15.909,20.455,20.455,19.672,19.672,20.323,6.774,6.774,12.500,12.500,18.831,18.831,20.000,19.344,17.532,17.705,17.705,16.234,16.234,16.883,16.883,16.721,16.721,1e,6.774,1g,12.500
MN208512,310,1,17.532,17.532,19.481,19.481,21.639,21.639,21.935,9.032,9.032,11.859,11.859,21.429,21.429,18.710,22.295,19.481,18.033,18.033,17.857,17.857,16.883,16.883,17.049,17.049,1e,9.032,1g,11.859
MN208513,310,1,14.935,14.935,19.481,19.481,20.000,20.000,19.677,7.097,7.097,11.859,11.859,19.156,19.156,19.677,20.656,20.455,17.049,17.049,16.883,16.883,15.909,15.909,16.721,16.721,1e,7.097,1g,11.859
MN208514,310,1,17.208,17.208,20.779,20.779,19.016,19.016,19.032,6.452,6.452,13.226,13.226,20.130,20.130,17.742,18.033,17.857,18.361,18.361,16.234,16.234,16.234,16.234,13.770,13.770,1e,6.452,1g,13.226
MN208515,310,1,17.857,17.857,21.753,21.753,19.672,19.672,20.645,7.742,7.742,12.258,12.258,20.455,20.455,19.355,20.984,18.182,18.361,18.361,16.883,16.883,15.858,15.858,15.410,15.410,1e,7.742,1g,12.258
MN208516,310,1,14.935,14.935,17.857,17.857,18.033,18.033,17.419,5.484,5.484,12.258,12.258,18.182,18.182,18.065,17.377,17.857,15.410,15.410,16.234,16.234,15.584,15.584,14.754,14.754,1e,5.484,1g,12.258
MN208517,310,1,16.234,16.234,19.481,19.481,19.672,19.672,20.645,5.806,5.806,11.859,11.859,21.429,21.429,19.355,19.672,18.831,17.049,17.049,17.532,17.532,17.532,17.532,15.082,15.082,1e,5.806,1g,11.859
MN208518,308,1,16.558,16.558,19.805,19.805,19.672,19.672,19.156,6.494,6.494,12.581,12.581,19.355,19.355,18.182,19.016,17.857,17.377,17.377,16.883,16.883,15.584,15.584,15.738,15.738,1e,6.494,1g,12.581
MN208519,310,1,17.208,17.208,20.779,20.779,19.344,19.344,19.677,6.452,6.452,11.538,11.538,19.481,19.481,18.065,19.344,17.532,17.377,17.377,16.234,16.234,16.234,16.234,15.410,15.410,1e,6.452,1g,11.538
MN208520,310,1,13.636,13.636,19.156,19.156,18.689,18.689,19.032,7.097,7.097,11.290,11.290,18.182,18.182,18.065,19.016,16.558,14.754,14.754,14.935,14.935,16.558,16.558,15.082,15.082,1e,7.097,1g,11.290
MN208521,310,1,14.610,14.610,18.831,18.831,19.344,19.344,19.355,6.774,6.774,11.613,11.613,19.481,19.481,18.710,19.016,19.156,15.410,15.410,15.909,15.909,14.610,14.610,15.359,15.359,1e,6.774,1g,11.613
MN208522,301,1,16.279,16.279,20.266,20.266,19.257,19.257,19.601,5.980,5.980,11.881,11.881,19.932,19.932,18.937,19.934,17.608,17.276,17.276,16.279,16.279,16.000,16.000,16.611,16.611,1e,5.980,1g,11.881
MN208523,310,1,16.558,16.558,20.455,20.455,20.328,20.328,20.645,10.000,10.000,11.935,11.935,20.130,20.130,19.677,20.328,18.831,16.721,16.721,15.584,15.584,16.234,16.234,16.066,16.066,1e,10.000,1g,11.935
MN208524,309,1,16.287,16.287,19.870,19.870,19.408,19.408,18.447,5.825,5.825,12.862,12.862,19.218,19.218,18.770,19.408,16.612,17.763,17.763,15.635,15.635,14.984,14.984,15.461,15.461,1e,5.825,1g,12.862
MN208525,302,1,17.550,17.550,20.530,20.530,21.192,21.192,21.192,6.623,6.623,12.829,12.829,19.536,19.536,20.199,19.868,17.550,18.874,18.874,17.219,17.219,17.219,17.219,17.550,17.550,1e,6.623,1g,12.829
MN208526,310,1,18.831,18.831,22.403,22.403,20.328,20.328,21.613,8.710,8.710,14.194,14.194,20.130,20.130,20.000,20.656,19.481,19.344,19.344,17.532,17.532,16.828,16.828,17.377,17.377,1e,8.710,1g,14.194
MN208527,310,1,16.234,16.234,19.805,19.805,19.016,19.016,20.323,8.065,8.065,12.258,12.258,19.156,19.156,19.677,19.672,17.532,17.049,17.049,16.234,16.234,16.883,16.883,15.738,15.738,1e,8.065,1g,12.258
MN208528,310,1,16.558,16.558,19.805,19.805,20.000,20.000,18.710,6.129,6.129,12.821,12.821,20.779,20.779,19.355,18.033,17.208,18.361,18.361,16.883,16.883,16.558,16.558,16.066,16.066,1e,6.129,1g,12.821
MN208529,310,1,17.857,17.857,21.104,21.104,18.689,18.689,19.032,8.710,8.710,12.179,12.179,19.156,19.156,19.355,19.672,19.805,19.344,19.344,18.182,18.182,15.858,15.858,16.721,16.721,1e,8.710,1g,12.179
MN208530,310,1,18.506,18.506,22.403,22.403,21.639,21.639,22.258,10.323,10.323,14.839,14.839,21.753,21.753,22.581,21.967,21.104,19.016,19.016,19.481,19.481,17.799,17.799,18.689,18.689,1e,10.323,1g,14.839
MN208531,310,1,15.584,15.584,19.805,19.805,18.361,18.361,19.677,8.065,8.065,11.859,11.859,20.779,20.779,17.742,17.049,17.857,17.049,17.049,16.721,16.721,16.234,16.234,13.443,13.443,1e,8.065,1g,11.859
MN208532,310,1,14.935,14.935,20.130,20.130,19.344,19.344,18.065,6.774,6.774,12.179,12.179,19.481,19.481,18.710,20.328,19.156,17.377,17.377,17.208,17.208,15.260,15.260,16.393,16.393,1e,6.774,1g,12.179
MN208533,310,1,17.857,17.857,22.078,22.078,20.656,20.656,20.323,8.065,8.065,12.581,12.581,19.156,19.156,20.323,19.672,19.156,19.016,19.016,17.857,17.857,16.558,16.558,18.033,18.033,1e,8.065,1g,12.581
MN208534,310,1,16.558,16.558,20.779,20.779,20.000,20.000,20.323,6.774,6.774,13.462,13.462,18.831,18.831,19.032,18.033,18.182,18.689,18.689,15.909,15.909,16.181,16.181,17.377,17.377,1e,6.774,1g,13.462
MN208535,310,1,16.558,16.558,20.130,20.130,20.195,20.195,19.677,8.065,8.065,11.935,11.935,19.805,19.805,18.710,20.984,20.455,17.742,17.742,17.857,17.857,16.181,16.181,17.264,17.264,1e,8.065,1g,11.935
MN208536,310,1,15.260,15.260,19.156,19.156,18.361,18.361,20.000,7.097,7.097,10.968,10.968,20.455,20.455,19.032,17.377,18.506,16.721,16.721,17.049,17.049,15.909,15.909,16.066,16.066,1e,7.097,1g,10.968
MN208537,308,1,15.260,15.260,19.481,19.481,19.016,19.016,18.506,7.143,7.143,11.613,11.613,19.355,19.355,18.506,17.377,18.182,17.377,17.377,17.049,17.049,15.909,15.909,15.410,15.410,1e,7.143,1g,11.613
MN208538,310,1,15.909,15.909,19.481,19.481,20.000,20.000,17.419,7.419,7.419,12.903,12.903,18.182,18.182,20.000,17.377,18.506,16.393,16.393,16.558,16.558,17.208,17.208,16.066,16.066,1e,7.419,1g,12.903
MN208539,298,1,15.932,15.932,18.596,18.596,20.339,20.339,18.947,9.396,9.396,11.525,11.525,22.373,22.373,20.470,21.017,20.134,18.983,18.983,19.128,19.128,16.388,16.388,15.088,15.088,1e,9.396,1g,11.525
MN208540,310,1,17.532,17.532,21.429,21.429,20.328,20.328,19.677,10.000,10.000,14.194,14.194,21.104,21.104,20.323,18.689,16.883,17.705,17.705,16.883,16.883,17.208,17.208,16.066,16.066,1e,10.000,1g,14.194
MN208541,310,1,16.558,16.558,21.104,21.104,22.295,22.295,21.613,14.194,14.194,8.065,8.065,23.701,23.701,21.290,20.328,18.182,18.033,18.033,17.049,17.049,17.857,17.857,19.672,19.672,1g,8.065,1e,14.194
MN208542,286,1,18.182,18.182,22.105,22.105,21.053,21.053,20.000,7.343,7.343,13.542,13.542,16.929,16.929,20.702,19.580,18.881,19.298,19.298,18.531,18.531,18.182,18.182,16.842,16.842,1e,7.343,1g,13.542
MN208543,310,1,14.286,14.286,19.156,19.156,20.328,20.328,19.032,13.226,13.226,13.871,13.871,21.104,21.104,18.065,17.049,18.831,16.721,16.721,16.883,16.883,15.260,15.260,17.705,17.705,1e,13.226,1g,13.871
MN208544,296,1,17.450,17.450,22.819,22.819,21.549,21.549,22.819,11.149,11.149,14.667,14.667,22.896,22.896,22.973,21.141,20.270,20.805,20.805,19.595,19.595,18.581,18.581,18.456,18.456,1e,11.149,1g,14.667
MN208545,308,1,16.234,16.234,20.779,20.779,20.328,20.328,20.130,13.636,13.636,12.338,12.338,18.387,18.387,23.052,18.033,17.857,17.049,17.049,16.558,16.558,14.887,14.887,18.361,18.361,1g,12.338,1e,13.636
MN208546,310,1,14.007,14.007,15.738,15.738,15.534,15.534,15.806,16.721,16.721,17.705,17.705,18.567,18.567,14.754,15.738,15.309,4.839,4.839,12.500,12.500,14.332,14.332,12.987,12.987,1l,4.839,1m,12.500
MN208547,310,1,14.007,14.007,15.410,15.410,15.534,15.534,15.484,16.393,16.393,16.721,16.721,18.361,18.361,15.410,15.082,14.658,4.839,4.839,12.829,12.829,14.332,14.332,13.636,13.636,1l,4.839,1m,12.829
MN208548,310,1,14.007,14.007,16.066,16.066,13.916,13.916,15.161,16.721,16.721,16.721,16.721,19.218,19.218,15.738,14.098,13.681,4.516,4.516,13.158,13.158,14.007,14.007,12.662,12.662,1l,4.516,1o,12.662
MN208549,310,1,13.355,13.355,14.754,14.754,14.563,14.563,16.452,17.705,17.705,17.377,17.377,19.218,19.218,14.426,14.426,16.612,4.839,4.839,13.443,13.443,13.681,13.681,14.286,14.286,1l,4.839,1a,13.355
MN208550,310,1,14.332,14.332,16.393,16.393,15.858,15.858,16.774,17.049,17.049,17.377,17.377,19.672,19.672,15.738,15.410,15.961,4.516,4.516,12.829,12.829,14.332,14.332,13.636,13.636,1l,4.516,1m,12.829
MN208551,310,1,13.355,13.355,16.393,16.393,15.858,15.858,17.097,17.049,17.049,18.033,18.033,20.195,20.195,15.738,17.049,14.984,3.548,3.548,13.158,13.158,14.332,14.332,14.286,14.286,1l,3.548,1m,13.158
MN208552,310,1,14.426,14.426,15.635,15.635,16.505,16.505,16.393,16.721,16.721,16.393,16.393,20.195,20.195,16.774,14.332,15.738,5.161,5.161,14.332,14.332,14.754,14.754,13.636,13.636,1l,5.161,1o,13.636
MN208553,310,1,11.401,11.401,14.426,14.426,13.592,13.592,15.161,16.393,16.393,17.377,17.377,19.544,19.544,14.426,15.410,15.309,3.548,3.548,12.171,12.171,14.007,14.007,13.312,13.312,1l,3.548,1a,11.401
MN208554,309,1,12.418,12.418,16.447,16.447,14.935,14.935,15.534,16.776,16.776,18.092,18.092,19.935,19.935,15.461,15.461,16.993,5.825,5.825,12.500,12.500,15.033,15.033,13.681,13.681,1l,5.825,1a,12.418
