Accession,AssignedGenotype,Subtype4aDistance,Subtype4bDistance,Subtype4cDistance,Subtype4dDistance,Subtype4dDistance,Subtype4fDistance,Subtype4fDistance,Subtype4gDistance,Subtype4kDistance,Subtype4kDistance,Subtype4lDistance,Subtype4mDistance,Subtype4nDistance,Subtype4oDistance,Subtype4pDistance,Subtype4qDistance,Subtype4rDistance,Subtype4sDistance,Subtype4tDistance,Subtype4vDistance,Subtype4vDistance,Subtype4wDistance,Subtype4wDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
PQ335121,4,7.192,19.001,10.985,13.788,13.788,15.379,15.379,16.654,15.530,15.530,13.409,13.702,15.682,15.909,15.303,15.682,17.108,15.000,15.455,14.091,14.091,17.562,17.562,4a,7.192,4c,10.985
PQ335122,4,5.152,14.394,8.182,11.212,11.212,13.485,13.485,12.708,12.273,12.273,11.818,10.606,13.333,13.485,12.727,13.182,15.129,10.606,12.879,12.727,12.727,14.697,14.697,4a,5.152,4c,8.182
PQ335123,4,5.114,16.809,9.943,12.821,12.821,15.341,15.341,13.031,11.364,11.364,14.815,12.251,14.815,15.625,13.068,13.105,14.205,10.511,14.245,13.143,13.143,15.341,15.341,4a,5.114,4c,9.943
PQ335124,4,6.269,16.208,9.174,11.927,11.927,13.914,13.914,12.977,12.538,12.538,12.385,11.315,14.220,13.761,13.456,13.914,16.336,11.315,13.761,14.067,14.067,15.902,15.902,4a,6.269,4c,9.174
PQ335125,4,6.176,12.647,5.882,8.824,8.824,11.765,11.765,10.882,10.787,10.787,7.941,9.118,11.765,9.412,11.176,12.353,16.765,10.882,11.471,12.941,12.941,14.118,14.118,4c,5.882,4a,6.176
PQ335126,4,7.640,19.152,11.431,14.610,14.610,15.291,15.291,17.171,15.594,15.594,13.172,13.843,15.367,15.897,14.989,14.989,17.474,14.762,15.897,14.383,14.383,18.319,18.319,4a,7.640,4c,11.431
PQ335127,4,6.817,20.225,10.900,15.284,15.284,16.469,16.469,17.407,15.927,15.927,13.803,14.607,16.450,16.410,16.192,15.699,18.117,15.758,16.667,14.514,14.514,18.876,18.876,4a,6.817,4c,10.900
PQ335128,4,7.489,18.684,11.355,14.307,14.307,15.670,15.670,16.944,16.351,16.351,13.323,13.918,16.276,16.124,15.140,15.216,17.700,14.686,15.973,13.929,13.929,18.079,18.079,4a,7.489,4c,11.355
PQ335129,4,7.791,19.289,11.355,14.686,14.686,15.367,15.367,17.020,15.594,15.594,13.475,13.994,15.594,16.124,15.443,15.291,17.523,15.140,16.048,14.534,14.534,18.547,18.547,4a,7.791,4c,11.355
PQ335130,4,8.112,23.678,12.769,17.952,17.952,18.481,18.481,21.266,18.458,18.458,15.063,18.916,17.551,19.066,17.893,16.667,21.166,17.342,17.975,15.190,15.190,21.591,21.591,4a,8.112,4c,12.769
PQ335131,4,6.729,17.131,9.938,12.629,12.629,15.010,15.010,15.010,13.561,13.561,13.043,12.112,14.803,15.010,13.768,15.114,15.424,14.182,15.321,13.458,13.458,16.874,16.874,4a,6.729,4c,9.938
PQ335132,4,7.350,19.929,10.960,14.988,14.988,16.055,16.055,17.584,15.836,15.836,13.566,14.784,16.213,15.612,15.658,15.148,17.961,15.462,16.232,14.100,14.100,18.521,18.521,4a,7.350,4c,10.960
PQ335133,4,6.808,18.986,11.204,14.610,14.610,15.367,15.367,16.641,15.821,15.821,13.323,13.616,16.124,16.351,15.216,15.519,17.549,14.913,15.821,13.853,13.853,18.079,18.079,4a,6.808,4c,11.204
PQ335134,4,8.384,23.700,12.743,18.204,18.204,17.840,17.840,20.995,18.613,18.613,15.188,18.523,17.697,19.152,18.027,16.242,20.828,17.254,17.983,15.431,15.431,21.818,21.818,4a,8.384,4c,12.743
PQ335135,4,6.590,13.754,8.023,8.023,8.023,12.607,12.607,11.461,11.932,11.932,8.883,9.456,11.175,10.602,10.888,13.181,16.619,12.034,10.888,12.034,12.034,13.467,13.467,4a,6.590,4d,8.023
PQ335136,4,7.867,19.592,11.582,14.762,14.762,15.519,15.519,17.247,15.821,15.821,13.550,14.070,15.897,16.200,15.519,15.367,17.927,14.989,16.124,14.459,14.459,18.547,18.547,4a,7.867,4c,11.582
PQ335137,4,6.875,11.765,5.938,7.764,7.764,11.491,11.491,11.180,10.462,10.462,7.764,8.385,12.812,9.006,9.873,12.733,15.556,10.938,11.491,12.112,12.112,14.286,14.286,4c,5.938,4a,6.875
PQ335138,4,7.703,18.503,11.023,14.131,14.131,15.058,15.058,16.271,15.418,15.418,13.473,13.247,15.862,15.789,14.780,14.708,17.219,14.841,15.922,13.338,13.338,17.567,17.567,4a,7.703,4c,11.023
PQ335139,4,7.865,12.605,7.303,9.270,9.270,12.640,12.640,12.360,11.421,11.421,8.427,9.831,12.921,9.270,12.079,13.202,16.573,11.517,12.360,13.764,13.764,14.888,14.888,4c,7.303,4a,7.865
PQ335140,4,7.867,19.516,11.128,14.534,14.534,16.276,16.276,17.171,15.973,15.973,14.232,14.080,16.578,16.048,15.973,15.443,17.763,15.140,15.897,14.610,14.610,18.608,18.608,4a,7.867,4c,11.128
PQ335141,4,9.069,23.855,13.164,18.204,18.204,16.828,16.828,20.752,18.402,18.402,15.431,19.783,16.889,17.939,18.149,15.879,20.823,17.983,18.834,15.188,15.188,21.644,21.644,4a,9.069,4c,13.164
PQ335142,4,8.734,24.147,12.532,17.722,17.722,17.826,17.826,21.492,18.885,18.885,15.297,18.010,17.952,18.458,17.744,16.015,21.066,17.699,17.826,15.171,15.171,22.096,22.096,4a,8.734,4c,12.532
PQ335143,4,5.706,14.865,8.108,10.661,10.661,13.664,13.664,12.894,11.712,11.712,10.961,10.811,13.063,12.613,12.613,12.613,15.442,11.111,13.213,15.832,15.832,15.165,15.165,4a,5.706,4c,8.108
PQ335144,4,7.706,19.929,11.374,14.988,14.988,16.173,16.173,17.644,15.718,15.718,13.803,14.742,16.272,15.376,16.014,15.284,18.139,15.403,16.410,14.100,14.100,19.124,19.124,4a,7.706,4c,11.374
PQ335145,4,7.337,19.062,11.279,14.989,14.989,15.140,15.140,16.793,15.821,15.821,13.475,13.918,16.351,16.200,15.367,15.594,17.625,15.594,15.821,14.307,14.307,17.852,17.852,4a,7.337,4c,11.279
PQ335146,4,7.262,18.986,11.204,14.913,14.913,15.291,15.291,16.641,15.821,15.821,13.399,13.843,16.351,16.048,15.291,15.443,17.474,15.519,15.821,14.005,14.005,18.168,18.168,4a,7.262,4c,11.204
PQ335147,4,7.663,18.530,11.656,14.571,14.571,15.874,15.874,16.386,15.874,15.874,13.727,14.176,16.488,16.092,15.721,15.644,17.469,15.261,16.258,14.034,14.034,17.625,17.625,4a,7.663,4c,11.656
PQ335148,4,6.825,13.988,8.309,8.036,8.036,12.798,12.798,11.607,12.353,12.353,8.929,9.524,11.012,10.714,11.276,13.393,16.964,12.202,11.276,12.202,12.202,13.690,13.690,4a,6.825,4d,8.036
PQ335149,4,6.929,16.856,10.238,11.996,11.996,14.891,14.891,14.876,13.961,13.961,12.720,11.479,14.581,14.581,13.754,14.788,14.669,14.374,15.098,13.857,13.857,16.546,16.546,4a,6.929,4c,10.238
PQ335150,4,6.698,16.511,10.436,11.526,11.526,14.798,14.798,13.219,13.643,13.643,12.617,11.838,13.863,13.551,13.240,14.019,15.708,12.461,13.551,14.330,14.330,15.109,15.109,4a,6.698,4c,10.436
PQ335151,4,7.489,18.519,10.977,14.307,14.307,15.280,15.280,16.717,15.670,15.670,13.777,13.464,16.124,16.276,15.216,15.897,17.020,14.913,15.519,14.080,14.080,18.017,18.017,4a,7.489,4c,10.977
PQ335152,4,7.337,18.608,11.128,14.610,14.610,15.443,15.443,16.793,15.821,15.821,13.475,13.540,16.200,16.427,15.594,15.064,17.700,15.140,16.124,13.929,13.929,18.230,18.230,4a,7.337,4c,11.128
PQ335153,4,6.808,18.986,11.128,13.929,13.929,15.291,15.291,16.490,15.216,15.216,13.020,13.540,16.048,16.048,14.989,15.216,17.296,14.762,16.048,14.005,14.005,17.549,17.549,4a,6.808,4c,11.128
PQ335154,4,7.867,19.516,11.204,14.534,14.534,16.124,16.124,17.247,16.048,16.048,14.232,14.005,16.654,15.897,15.897,15.443,17.852,15.216,15.897,14.610,14.610,18.533,18.533,4a,7.867,4c,11.204
PQ335155,4,6.442,12.500,6.442,7.669,7.669,11.963,11.963,11.043,11.963,11.963,7.362,8.000,10.429,9.146,11.656,11.963,16.000,10.736,11.043,11.656,11.656,14.110,14.110,4c,6.442,4a,6.442
PQ335156,4,7.604,16.176,10.208,13.007,13.007,14.721,14.721,14.984,14.375,14.375,12.500,12.408,15.417,14.792,14.511,14.616,15.609,13.880,16.562,14.150,14.150,18.021,18.021,4a,7.604,4c,10.208
PQ335157,4,7.291,19.574,10.664,14.929,14.929,15.877,15.877,17.358,15.749,15.749,13.448,14.861,15.976,16.036,16.074,14.751,18.149,15.521,16.253,14.218,14.218,19.290,19.290,4a,7.291,4c,10.664
PQ335158,4,6.306,15.315,8.709,11.111,11.111,13.814,13.814,12.162,12.613,12.613,11.411,11.111,12.913,13.514,12.462,13.363,15.465,11.411,13.063,12.763,12.763,14.264,14.264,4a,6.306,4c,8.709
ON055298,4,15.756,17.123,14.744,4.167,4.167,16.987,16.987,19.463,11.745,11.745,13.826,14.423,16.720,18.243,14.791,17.162,15.756,17.152,15.064,15.064,15.064,18.241,18.241,4d,4.167,4k,11.745
ON055304,4,14.148,17.466,14.423,4.487,4.487,16.987,16.987,18.456,11.074,11.074,14.148,12.821,16.720,17.568,14.148,16.502,16.077,16.505,15.385,14.423,14.423,16.938,16.938,4d,4.487,4k,11.074
ON055311,4,16.720,17.808,14.744,5.769,5.769,16.346,16.346,19.128,13.423,13.423,14.469,16.026,17.363,19.257,15.434,16.832,15.434,17.799,15.385,14.377,14.377,19.544,19.544,4d,5.769,4l,14.469
ON506754,4,20.134,19.284,18.414,4.868,4.868,20.161,20.161,20.403,20.604,20.604,17.426,18.464,18.397,18.660,18.011,14.785,21.896,19.393,17.655,15.612,15.612,22.088,22.088,4d,4.868,4q,14.785
ON506757,4,10.738,19.411,13.154,17.631,17.631,18.926,18.926,19.973,20.267,20.267,15.705,18.133,16.510,18.206,17.450,16.892,22.342,18.182,19.329,15.436,15.436,22.550,22.550,4a,10.738,4c,13.154
ON506759,4,11.111,19.815,13.624,18.979,18.979,18.915,18.915,20.608,20.767,20.767,16.402,19.312,17.655,19.735,17.725,17.701,21.825,19.312,18.783,15.873,15.873,21.854,21.854,4a,11.111,4c,13.624
ON506778,4,11.374,19.273,13.291,17.563,17.563,19.937,19.937,22.275,21.677,21.677,17.722,18.799,17.563,18.987,18.829,17.591,22.310,17.529,19.462,15.823,15.823,22.627,22.627,4a,11.374,4c,13.291
ON506781,4,9.610,18.333,12.674,17.203,17.203,18.994,18.994,20.781,20.195,20.195,15.181,17.967,16.713,18.663,17.409,16.273,21.031,17.992,18.663,14.525,14.525,21.031,21.031,4a,9.610,4c,12.674
ON506793,4,19.526,18.828,17.877,4.571,4.571,18.855,18.855,19.944,17.852,17.852,17.409,17.458,17.598,18.245,17.737,15.063,21.229,18.447,17.598,15.503,15.503,20.334,20.334,4d,4.571,4q,15.063
ON506796,4,10.728,18.878,12.148,17.775,17.775,19.054,19.054,20.380,20.532,20.532,15.924,18.274,17.325,19.182,17.821,16.113,22.506,19.416,19.565,15.729,15.729,21.656,21.656,4a,10.728,4c,12.148
ON506799,4,19.711,19.054,18.026,4.731,4.731,19.211,19.211,20.762,19.842,19.842,17.632,18.158,17.763,18.158,18.684,14.980,21.842,19.211,19.079,15.658,15.658,21.579,21.579,4d,4.731,4q,14.980
ON506801,4,9.926,19.527,13.501,17.953,17.953,18.843,18.843,20.562,21.068,21.068,17.062,18.101,17.656,17.804,18.236,17.630,22.107,17.953,19.288,16.172,16.172,21.217,21.217,4a,9.926,4c,13.501
ON506808,4,20.406,18.359,18.909,5.330,5.330,19.036,19.036,20.025,19.138,19.138,16.371,18.909,18.228,19.416,18.830,15.463,21.701,19.265,18.528,15.990,15.990,21.039,21.039,4d,5.330,4q,15.463
ON506817,4,20.149,19.699,18.035,5.646,5.646,18.905,18.905,19.627,18.509,18.509,16.562,17.537,17.772,18.905,17.662,15.901,20.647,19.197,18.680,15.567,15.567,20.745,20.745,4d,5.646,4v,15.567
ON506818,4,11.616,19.042,13.401,18.182,18.182,18.963,18.963,20.529,19.546,19.546,16.540,18.285,17.298,19.343,17.430,16.646,21.871,18.434,19.343,15.783,15.783,21.365,21.365,4a,11.616,4c,13.401
ON506819,4,19.805,17.992,17.877,4.184,4.184,18.855,18.855,19.805,19.107,19.107,16.760,17.397,17.318,18.156,17.179,14.226,21.618,19.247,17.737,15.782,15.782,21.089,21.089,4d,4.184,4q,14.226
ON123713,4,16.620,20.606,16.022,5.249,5.249,17.479,17.479,20.857,13.714,13.714,15.186,14.124,17.784,18.857,13.994,18.006,17.192,18.232,15.470,15.512,15.512,18.857,18.857,4d,5.249,4k,13.714
ON123720,4,8.480,22.000,11.730,15.543,15.543,16.046,16.046,17.192,16.905,16.905,14.076,14.080,16.905,19.771,16.905,17.576,14.697,19.648,19.020,16.374,16.374,18.911,18.911,4a,8.480,4c,11.730
PQ442791,4,21.184,8.735,21.184,17.891,17.891,17.470,17.470,23.397,17.576,17.576,17.812,18.731,21.687,20.365,18.182,18.438,18.485,22.257,19.325,21.184,21.184,16.616,16.616,4b,8.735,4w,16.616
PQ442792,4,21.184,8.841,21.184,16.610,16.610,17.431,17.431,23.548,17.683,17.683,17.812,18.654,21.884,20.000,18.293,18.438,18.349,22.257,19.255,21.184,21.184,16.768,16.768,4b,8.841,4w,16.768
PQ442793,4,17.733,20.930,16.860,15.116,15.116,16.860,16.860,12.754,10.435,10.435,13.953,15.988,17.052,20.640,18.605,15.988,13.623,17.560,19.477,15.988,15.988,20.640,20.640,4k,10.435,4g,12.754
PQ442794,4,17.971,20.640,18.551,16.232,16.232,18.841,18.841,15.942,7.826,7.826,15.942,16.812,19.420,19.420,16.860,19.420,14.493,19.118,19.364,17.971,17.971,19.767,19.767,4k,7.826,4r,14.493
PQ442795,4,16.918,20.505,17.555,15.723,15.723,16.667,16.667,14.330,6.647,6.647,15.408,15.409,20.000,19.626,16.719,19.444,15.106,17.846,16.981,17.925,17.925,16.038,16.038,4k,6.647,4g,14.330
PQ442796,4,18.639,21.791,19.231,15.047,15.047,15.409,15.409,15.385,5.325,5.325,16.272,16.667,20.536,20.118,17.666,19.231,14.497,17.751,18.868,16.352,16.352,17.925,17.925,4k,5.325,4r,14.497
PQ442797,4,16.667,21.194,18.452,15.723,15.723,17.857,17.857,15.269,6.548,6.548,15.179,15.409,20.238,19.940,16.719,19.643,14.881,18.209,16.981,17.925,17.925,16.038,16.038,4k,6.548,4r,14.881
PQ442798,4,17.816,22.190,17.529,16.092,16.092,19.253,19.253,15.805,8.621,8.621,16.667,18.103,18.678,19.253,18.444,19.828,14.655,17.647,19.484,18.103,18.103,19.885,19.885,4k,8.621,4r,14.655
PQ442799,4,17.816,22.190,17.529,16.092,16.092,19.253,19.253,15.805,8.621,8.621,16.667,18.103,18.678,19.253,18.444,19.828,14.655,17.647,19.484,18.103,18.103,19.885,19.885,4k,8.621,4r,14.655
PQ442800,4,17.733,20.930,16.860,15.116,15.116,16.860,16.860,12.754,10.435,10.435,13.953,15.988,17.052,20.640,18.605,15.988,13.623,17.560,19.477,15.988,15.988,20.640,20.640,4k,10.435,4g,12.754
PQ442801,4,17.971,20.640,18.551,16.232,16.232,18.841,18.841,15.942,7.826,7.826,15.942,16.812,19.420,19.420,16.860,19.420,14.493,19.118,19.364,17.971,17.971,19.767,19.767,4k,7.826,4r,14.493
PQ442802,4,16.964,22.150,16.071,14.881,14.881,18.731,18.731,19.091,16.716,16.716,12.836,16.119,16.566,18.507,16.369,17.857,16.716,5.357,14.873,12.798,12.798,20.242,20.242,4s,5.357,4v,12.798
PQ442803,4,18.098,20.440,19.018,15.951,15.951,17.647,17.647,21.472,17.974,17.974,12.270,15.077,17.445,18.712,12.308,7.362,18.349,18.012,15.047,12.577,12.577,18.576,18.576,4q,7.362,4l,12.270
PQ442804,4,16.272,22.388,16.864,15.976,15.976,17.015,17.015,18.639,14.201,14.201,17.160,16.864,20.299,21.302,15.727,19.527,5.325,19.527,19.749,18.343,18.343,22.552,22.552,4r,5.325,4k,14.201
PQ442805,4,16.964,20.896,16.071,16.914,16.914,15.476,15.476,19.461,14.286,14.286,16.964,17.262,20.938,20.536,15.625,18.750,6.548,19.701,20.063,17.560,17.560,22.388,22.388,4r,6.548,4k,14.286
PQ442806,4,17.844,19.066,17.844,17.537,17.537,16.105,16.105,19.703,17.100,17.100,18.587,16.791,20.446,20.974,17.100,17.761,5.948,20.599,21.190,18.727,18.727,20.818,20.818,4r,5.948,4f,16.105
PQ442807,4,16.314,22.356,16.918,16.012,16.012,16.918,16.918,18.731,14.458,14.458,17.221,16.918,20.242,21.450,15.710,19.637,5.422,19.335,19.683,18.429,18.429,22.523,22.523,4r,5.422,4k,14.458
PQ442808,4,19.149,20.455,15.805,14.894,14.894,17.879,17.879,19.872,16.346,16.346,11.515,13.982,15.455,18.182,12.923,11.515,17.021,15.854,16.000,4.545,4.545,18.874,18.874,4v,4.545,4q,11.515
PQ442809,4,18.405,20.679,17.485,15.644,15.644,18.210,18.210,19.939,18.098,18.098,14.417,16.099,17.188,17.685,15.528,14.110,16.564,17.178,16.928,7.055,7.055,20.388,20.388,4v,7.055,4q,14.110
PQ442810,4,18.935,19.436,16.568,16.272,16.272,16.964,16.964,18.868,16.981,16.981,13.018,15.680,16.119,19.231,13.947,13.018,17.160,19.527,15.385,5.917,5.917,19.643,19.643,4v,5.917,4q,13.018
PQ442811,4,18.266,20.561,17.337,15.789,15.789,18.125,18.125,20.124,18.266,18.266,14.241,16.099,17.188,17.685,15.528,13.932,16.460,17.028,17.089,6.811,6.811,20.388,20.388,4v,6.811,4q,13.932
PQ442812,4,16.568,20.896,18.343,13.836,13.836,17.262,17.262,15.089,5.917,5.917,15.089,15.409,20.536,20.414,15.773,19.527,14.201,18.639,16.981,16.981,16.981,17.610,17.610,4k,5.917,4r,14.201
PQ442813,4,17.493,20.760,17.784,16.138,16.138,16.910,16.910,14.869,5.831,5.831,15.743,17.201,20.117,20.117,16.374,19.534,13.120,18.235,16.981,17.784,17.784,19.186,19.186,4k,5.831,4r,13.120
PQ442814,4,21.201,9.790,22.261,19.858,19.858,17.754,17.754,20.848,18.728,18.728,19.435,20.495,23.759,21.708,18.909,19.164,17.029,23.050,20.495,20.557,20.557,18.375,18.375,4b,9.790,4r,17.029
PQ442815,4,19.565,19.588,16.149,15.217,15.217,17.647,17.647,19.935,16.340,16.340,11.801,14.019,13.131,16.667,12.579,10.131,17.028,16.149,16.250,4.658,4.658,19.000,19.000,4v,4.658,4q,10.131
PQ442816,4,21.201,9.689,22.261,19.858,19.858,17.754,17.754,20.848,18.728,18.728,19.435,20.495,23.759,21.708,18.909,19.310,17.029,23.050,20.495,20.557,20.557,18.685,18.685,4b,9.689,4r,17.029
PQ442817,4,22.403,10.942,21.034,20.192,20.192,20.669,20.669,20.513,19.231,19.231,18.125,19.551,22.455,22.403,17.470,18.438,20.365,22.078,20.615,21.122,21.122,19.091,19.091,4b,10.942,4p,17.470
PQ442818,4,17.151,21.637,18.023,14.462,14.462,17.836,17.836,14.826,9.302,9.302,14.535,16.975,20.700,18.895,15.741,18.314,14.535,18.076,17.593,16.049,16.049,20.615,20.615,4k,9.302,4r,14.535
PQ442819,4,17.733,20.930,16.860,15.116,15.116,16.860,16.860,12.754,10.435,10.435,13.953,15.988,17.052,20.640,18.605,15.988,13.623,17.560,19.477,15.988,15.988,20.640,20.640,4k,10.435,4g,12.754
PQ442820,4,16.258,21.359,17.485,12.745,12.745,16.013,16.013,14.724,6.748,6.748,14.110,14.191,18.380,19.018,14.901,18.405,13.497,17.178,16.667,15.686,15.686,17.590,17.590,4k,6.748,4r,13.497
PQ442821,4,22.549,11.180,21.034,18.836,18.836,20.872,20.872,19.655,18.276,18.276,18.239,18.213,21.824,22.549,17.702,18.553,20.249,22.150,19.408,21.122,21.122,19.315,19.315,4b,11.180,4l,18.239
PQ442822,4,17.971,20.640,18.551,16.232,16.232,18.841,18.841,15.942,7.826,7.826,15.942,16.812,19.420,19.420,16.860,19.420,14.493,19.118,19.364,17.971,17.971,19.767,19.767,4k,7.826,4r,14.493
PQ442823,4,22.476,11.043,21.034,20.065,20.065,20.859,20.859,20.712,19.417,19.417,18.182,19.417,22.727,22.476,17.683,18.495,20.308,22.078,20.497,21.122,21.122,19.325,19.325,4b,11.043,4p,17.683
PQ442824,4,18.343,22.090,18.343,14.107,14.107,17.925,17.925,16.864,7.101,7.101,15.976,17.296,19.345,18.639,16.088,19.527,15.089,18.935,20.440,16.352,16.352,20.440,20.440,4k,7.101,4r,15.089
PQ442825,4,16.918,20.505,17.555,15.723,15.723,16.667,16.667,14.330,6.647,6.647,15.408,15.409,20.000,19.626,16.719,19.444,15.106,17.846,16.981,17.925,17.925,16.038,16.038,4k,6.647,4g,14.330
PQ442826,4,16.964,21.493,17.296,13.750,13.750,17.231,17.231,15.569,6.845,6.845,16.071,16.928,20.238,19.345,15.723,19.048,14.881,17.538,17.868,15.361,15.361,18.612,18.612,4k,6.845,4r,14.881
PQ442827,4,16.092,21.037,17.816,15.805,15.805,17.529,17.529,14.943,7.184,7.184,14.368,16.379,20.402,20.115,16.715,18.966,15.230,19.412,18.911,18.678,18.678,19.020,19.020,4k,7.184,4l,14.368
PQ442828,4,16.168,21.084,15.924,13.924,13.924,16.822,16.822,15.821,6.269,6.269,15.269,14.603,18.919,18.563,14.921,18.563,13.433,17.365,16.508,15.556,15.556,17.834,17.834,4k,6.269,4r,13.433
PQ442829,4,16.568,20.597,16.822,14.375,14.375,17.231,17.231,15.976,7.396,7.396,16.568,16.301,19.643,19.527,15.409,20.414,13.609,18.343,16.928,16.614,16.614,18.612,18.612,4k,7.396,4r,13.609
PQ442830,4,16.279,20.205,15.333,12.333,12.333,16.987,16.987,17.628,16.502,16.502,11.667,15.064,15.667,17.915,14.618,15.464,16.987,7.051,14.950,14.103,14.103,17.687,17.687,4s,7.051,4l,11.667
PQ442831,4,17.560,21.194,18.452,14.151,14.151,15.723,15.723,14.671,5.655,5.655,16.071,16.352,19.048,19.345,16.088,18.452,14.881,17.910,16.981,15.409,15.409,18.553,18.553,4k,5.655,4g,14.671
PQ442832,4,18.318,20.721,16.561,15.269,15.269,15.556,15.556,14.780,5.689,5.689,16.517,16.508,18.862,19.520,15.315,18.619,14.072,19.940,17.143,16.825,16.825,19.880,19.880,4k,5.689,4r,14.072
PQ442833,4,18.263,20.721,16.561,15.224,15.224,15.556,15.556,14.780,5.672,5.672,16.467,16.508,18.862,19.461,15.269,18.563,14.030,20.060,17.143,16.825,16.825,19.880,19.880,4k,5.672,4r,14.030
PQ442834,4,16.964,21.493,17.296,13.750,13.750,17.231,17.231,15.569,6.845,6.845,16.071,16.928,20.238,19.345,15.723,19.048,14.881,17.538,17.868,15.361,15.361,18.612,18.612,4k,6.845,4r,14.881
PQ442835,4,16.817,20.120,18.018,16.168,16.168,17.169,17.169,15.868,9.281,9.281,16.817,18.619,19.520,19.520,16.517,19.520,14.371,18.731,18.095,17.718,17.718,17.197,17.197,4k,9.281,4r,14.371
PQ442836,4,16.617,20.597,16.822,14.375,14.375,17.231,17.231,16.024,7.418,7.418,16.617,16.301,19.643,19.585,15.409,20.475,13.650,17.538,16.928,16.614,16.614,18.612,18.612,4k,7.418,4r,13.650
PQ442837,4,16.617,20.597,18.398,15.430,15.430,18.750,18.750,15.409,8.012,8.012,16.272,16.320,20.896,20.772,16.964,21.006,15.134,19.104,17.812,18.639,18.639,19.403,19.403,4k,8.012,4r,15.134
PQ442838,4,17.160,22.985,18.639,14.420,14.420,18.553,18.553,15.576,6.805,6.805,16.272,16.352,20.536,21.302,18.694,19.527,15.385,19.527,18.239,17.296,17.296,21.493,21.493,4k,6.805,4r,15.385
PQ442839,4,17.612,20.721,20.178,14.921,14.921,15.315,15.315,16.369,8.060,8.060,16.119,15.873,19.461,18.806,17.015,19.760,15.774,17.612,17.460,15.556,15.556,18.675,18.675,4k,8.060,4f,15.315
PQ442840,4,18.452,20.505,17.241,14.780,14.780,16.667,16.667,14.671,5.357,5.357,16.071,16.667,19.436,18.692,14.511,19.048,14.286,17.901,18.239,16.352,16.352,16.981,16.981,4k,5.357,4r,14.286
PQ442841,4,17.665,20.721,19.108,14.921,14.921,15.315,15.315,16.418,8.084,8.084,16.168,15.873,19.461,18.862,16.190,19.820,15.821,17.470,17.460,15.556,15.556,18.675,18.675,4k,8.084,4f,15.315
PQ442842,4,17.151,21.637,18.023,14.462,14.462,17.836,17.836,14.826,9.302,9.302,14.535,16.975,20.700,18.895,15.741,18.314,14.535,18.076,17.593,16.049,16.049,20.615,20.615,4k,9.302,4r,14.535
PQ442843,4,16.279,20.205,16.294,12.333,12.333,16.933,16.933,17.628,16.502,16.502,12.780,15.016,15.667,17.857,14.618,15.464,16.933,7.029,14.950,14.058,14.058,17.687,17.687,4s,7.029,4l,12.780
PQ442844,4,16.766,19.880,17.365,14.925,14.925,18.069,18.069,13.968,6.269,6.269,16.168,17.964,19.219,19.162,16.467,19.760,13.134,18.563,18.038,18.263,18.263,17.771,17.771,4k,6.269,4r,13.134
PQ442845,4,17.035,20.205,16.139,12.500,12.500,16.825,16.825,17.460,16.340,16.340,12.618,14.873,15.563,17.981,15.506,16.172,16.772,6.940,14.803,13.924,13.924,18.212,18.212,4s,6.940,4l,12.618
PQ442846,4,17.612,18.770,16.716,16.119,16.119,17.771,17.771,18.862,16.168,16.168,10.180,15.569,15.916,17.066,11.940,7.164,15.569,18.507,14.286,10.448,10.448,20.181,20.181,4q,7.164,4l,10.180
PQ442847,4,17.134,19.741,16.199,15.625,15.625,17.188,17.188,21.003,17.445,17.445,11.215,15.265,15.625,19.315,12.812,8.723,17.188,19.062,14.052,12.150,12.150,19.062,19.062,4q,8.723,4l,11.215
PQ442848,4,17.178,21.231,17.485,17.178,17.178,16.923,16.923,20.062,15.385,15.385,17.791,17.241,19.375,20.923,15.000,21.166,7.055,19.018,20.323,19.325,19.325,21.846,21.846,4r,7.055,4k,15.385
PQ442849,4,15.667,21.927,15.667,14.950,14.950,15.615,15.615,18.667,13.667,13.667,16.667,17.000,17.940,18.531,14.286,19.792,7.309,19.000,19.014,17.333,17.333,21.595,21.595,4r,7.309,4k,13.667
PQ442850,4,16.099,21.359,15.480,15.741,15.741,16.928,16.928,18.885,13.932,13.932,16.718,16.409,21.250,19.195,14.286,19.814,6.832,19.505,19.281,15.789,15.789,21.250,21.250,4r,6.832,4k,13.932
PQ442851,4,17.021,21.166,17.325,17.021,17.021,16.923,16.923,20.122,15.244,15.244,17.629,17.081,19.315,20.732,14.861,20.973,6.991,19.149,20.323,19.149,19.149,21.779,21.779,4r,6.991,4k,15.244
PQ442852,4,15.723,21.944,16.038,15.674,15.674,16.301,16.301,18.553,14.151,14.151,16.667,17.610,18.495,19.182,14.511,19.935,6.897,18.553,20.132,17.610,17.610,21.944,21.944,4r,6.897,4k,14.151
PQ442853,4,17.751,21.791,17.456,16.864,16.864,16.667,16.667,22.485,17.456,17.456,13.018,15.976,15.224,19.527,12.166,12.722,16.864,18.047,15.409,11.243,11.243,18.750,18.750,4v,11.243,4p,12.166
PQ442854,4,18.266,20.561,17.337,15.789,15.789,18.125,18.125,20.124,18.266,18.266,14.241,16.099,17.188,17.685,15.528,13.932,16.460,17.028,17.089,6.811,6.811,20.388,20.388,4v,6.811,4q,13.932
