name,virus,subtype,bootstrap support
PQ335093|geneNS5B|query1-1317|h77_aa123-561|extracted_nt1317|aligned_aa439|pident77.904,HCV,4a,100.0
AY651061|geneNS5B|query7602-9374|h77_aa1-591|extracted_nt1773|aligned_aa591|pident85.279,HCV,1c,100.0
AY956463|geneNS5B|query7531-8916|h77_aa1-462|extracted_nt1386|aligned_aa462|pident97.619,HCV,1a,100.0
AY956469|geneNS5B|query7528-8934|h77_aa1-469|extracted_nt1407|aligned_aa469|pident97.868,HCV,1a,100.0
AY956467|geneNS5B|query7560-8915|h77_aa1-452|extracted_nt1356|aligned_aa452|pident75.442,HCV,3a,100.0
AY878651|geneNS5B|query7582-9354|h77_aa1-591|extracted_nt1773|aligned_aa591|pident76.650,HCV,6l,100.0
AY859526|geneNS5B|query7580-9352|h77_aa1-591|extracted_nt1773|aligned_aa591|pident79.695,HCV,6a,100.0
AY878652|geneNS5B|query7581-9353|h77_aa1-591|extracted_nt1773|aligned_aa591|pident77.327,HCV,6n,100.0
AY878650|geneNS5B|query7597-9369|h77_aa1-591|extracted_nt1773|aligned_aa591|pident78.173,HCV,6l,100.0
AY956468|geneNS5B|query7513-8901|h77_aa1-463|extracted_nt1389|aligned_aa463|pident96.544,HCV,1a,100.0
AY956464|geneNS5B|query7520-8926|h77_aa1-469|extracted_nt1407|aligned_aa469|pident98.081,HCV,1a,100.0
GU451219|geneNS5B|query7599-9371|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
GU814263|geneNS5B|query7630-9402|h77_aa1-591|extracted_nt1773|aligned_aa591|pident74.450,HCV,3a,100.0
GU814265|geneNS5B|query7592-9364|h77_aa1-591|extracted_nt1773|aligned_aa591|pident78.680,HCV,4a,100.0
GU451218|geneNS5B|query7599-9371|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.140,HCV,1b,100.0
GU451222|geneNS5B|query7599-9371|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
GU451221|geneNS5B|query7599-9371|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
GU451220|geneNS5B|query7599-9371|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.140,HCV,1b,100.0
GU451224|geneNS5B|query7599-9371|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
GU451223|geneNS5B|query7599-9371|h77_aa1-591|extracted_nt1773|aligned_aa591|pident86.971,HCV,1b,100.0
HM746802|geneNS5B|query1360-2763|h77_aa1-468|extracted_nt1404|aligned_aa468|pident98.504,HCV,1a,100.0
HM746803|geneNS5B|query1396-2781|h77_aa13-474|extracted_nt1386|aligned_aa462|pident98.052,HCV,1a,100.0
HM746810|geneNS5B|query919-2331|h77_aa1-471|extracted_nt1413|aligned_aa471|pident97.240,HCV,1a,100.0
HM746809|geneNS5B|query1360-2757|h77_aa1-466|extracted_nt1398|aligned_aa466|pident97.210,HCV,1a,100.0
HM746818|geneNS5B|query1360-2745|h77_aa1-462|extracted_nt1386|aligned_aa462|pident88.312,HCV,1b,100.0
HM746820|geneNS5B|query1390-2760|h77_aa11-467|extracted_nt1371|aligned_aa457|pident88.840,HCV,1b,100.0
HM746822|geneNS5B|query991-2295|h77_aa40-474|extracted_nt1305|aligned_aa435|pident89.195,HCV,1b,100.0
HM746826|geneNS5B|query1147-2517|h77_aa1-457|extracted_nt1371|aligned_aa457|pident86.871,HCV,1b,100.0
HM746827|geneNS5B|query1138-2559|h77_aa1-474|extracted_nt1422|aligned_aa474|pident87.764,HCV,1b,100.0
HM746830|geneNS5B|query1099-2511|h77_aa1-471|extracted_nt1413|aligned_aa471|pident88.535,HCV,1b,100.0
HM746828|geneNS5B|query1141-2562|h77_aa1-474|extracted_nt1422|aligned_aa474|pident87.764,HCV,1b,100.0
HM746832|geneNS5B|query1360-2781|h77_aa1-474|extracted_nt1422|aligned_aa474|pident88.608,HCV,1b,100.0
HM746831|geneNS5B|query1360-2781|h77_aa1-474|extracted_nt1422|aligned_aa474|pident88.608,HCV,1b,100.0
HM746839|geneNS5B|query1099-2514|h77_aa1-472|extracted_nt1416|aligned_aa472|pident87.500,HCV,1b,100.0
HQ229373|geneNS5B|query2-616|h77_aa136-340|extracted_nt615|aligned_aa205|pident75.122,HCV,3a,100.0
HQ229425|geneNS5B|query4-543|h77_aa151-330|extracted_nt540|aligned_aa180|pident77.778,HCV,2a,100.0
HM566121|geneNS5B|query1-1770|h77_aa2-591|extracted_nt1770|aligned_aa590|pident77.288,HCV,5a,100.0
HM566120|geneNS5B|query1-1770|h77_aa2-591|extracted_nt1770|aligned_aa590|pident77.797,HCV,4a,100.0
HM746825|geneNS5B|query1135-2508|h77_aa1-458|extracted_nt1374|aligned_aa458|pident86.900,HCV,1b,100.0
HM746819|geneNS5B|query1168-2589|h77_aa1-474|extracted_nt1422|aligned_aa474|pident88.397,HCV,1b,100.0
HM746841|geneNS5B|query1360-2781|h77_aa1-474|extracted_nt1422|aligned_aa474|pident88.186,HCV,1b,100.0
HM746833|geneNS5B|query1123-2541|h77_aa1-473|extracted_nt1419|aligned_aa473|pident89.641,HCV,1b,100.0
HM746823|geneNS5B|query1135-2556|h77_aa1-474|extracted_nt1422|aligned_aa474|pident87.131,HCV,1b,100.0
HM746811|geneNS5B|query1360-2805|h77_aa1-482|extracted_nt1446|aligned_aa482|pident96.888,HCV,1a,100.0
HM746804|geneNS5B|query1360-2781|h77_aa1-474|extracted_nt1422|aligned_aa474|pident93.038,HCV,1a,100.0
HM746812|geneNS5B|query1360-2781|h77_aa1-474|extracted_nt1422|aligned_aa474|pident97.046,HCV,1a,100.0
HM746829|geneNS5B|query1123-2544|h77_aa1-474|extracted_nt1422|aligned_aa474|pident88.397,HCV,1b,100.0
HM746836|geneNS5B|query1138-2559|h77_aa1-474|extracted_nt1422|aligned_aa474|pident88.186,HCV,1b,100.0
HM746838|geneNS5B|query1360-2775|h77_aa1-472|extracted_nt1416|aligned_aa472|pident87.712,HCV,1b,100.0
HM746824|geneNS5B|query1138-2550|h77_aa1-471|extracted_nt1413|aligned_aa471|pident87.049,HCV,1b,100.0
HQ850278|geneNS5B|query7479-9218|h77_aa1-580|extracted_nt1740|aligned_aa580|pident97.759,HCV,1a,100.0
HQ850279|geneNS5B|query7451-9190|h77_aa1-580|extracted_nt1740|aligned_aa580|pident97.586,HCV,1a,100.0
HQ850282|geneNS5B|query7497-9269|h77_aa1-591|extracted_nt1773|aligned_aa591|pident99.323,HCV,1a,100.0
HQ908285|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.500,HCV,1b,100.0
HQ850287|geneNS5B|query7495-9267|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.293,HCV,1a,100.0
HQ908282|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908283|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.719,HCV,1b,100.0
HQ908284|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ850284|geneNS5B|query7481-9253|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.800,HCV,1a,100.0
HQ908286|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident86.404,HCV,1b,100.0
HQ908287|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908290|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.719,HCV,1b,100.0
HQ908288|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
HQ908289|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908292|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
HQ908296|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.500,HCV,1b,100.0
HQ908294|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908291|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908293|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.500,HCV,1b,100.0
HQ908295|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908298|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908300|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
HQ908299|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908297|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908304|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908301|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908302|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.281,HCV,1b,100.0
HQ908303|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908307|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908305|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908308|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.281,HCV,1b,100.0
HQ908306|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ450380|geneNS5B|query6-683|h77_aa118-343|extracted_nt678|aligned_aa226|pident77.876,HCV,6u,100.0
HQ738645|geneNS5B|query7633-9405|h77_aa1-591|extracted_nt1773|aligned_aa591|pident74.958,HCV,3a,100.0
HQ850288|geneNS5B|query7501-9273|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.124,HCV,1a,100.0
HQ850280|geneNS5B|query7487-9226|h77_aa1-580|extracted_nt1740|aligned_aa580|pident98.966,HCV,1a,100.0
HQ850290|geneNS5B|query7490-9262|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.124,HCV,1a,100.0
HQ850285|geneNS5B|query7507-9279|h77_aa1-591|extracted_nt1773|aligned_aa591|pident99.154,HCV,1a,100.0
HQ850289|geneNS5B|query7485-9257|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.785,HCV,1a,100.0
HQ850281|geneNS5B|query7497-9227|h77_aa1-577|extracted_nt1731|aligned_aa577|pident97.227,HCV,1a,100.0
HQ850286|geneNS5B|query7497-9269|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.293,HCV,1a,100.0
HQ908310|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908314|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908323|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908312|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.719,HCV,1b,100.0
HQ908311|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908321|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908334|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
HQ908336|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908313|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
HQ908335|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.719,HCV,1b,100.0
HQ908319|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.719,HCV,1b,100.0
HQ908337|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
HQ908340|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908339|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908352|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908320|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.596,HCV,1b,100.0
HQ908349|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908341|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.500,HCV,1b,100.0
HQ908359|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908324|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
HQ908322|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
HQ908343|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
HQ908325|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ912955|geneNS5B|query7285-9057|h77_aa1-591|extracted_nt1773|aligned_aa591|pident80.372,HCV,6a,100.0
HQ908338|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
HQ908309|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
HQ912954|geneNS5B|query7285-9057|h77_aa1-591|extracted_nt1773|aligned_aa591|pident79.526,HCV,6a,100.0
HQ912953|geneNS5B|query7291-9063|h77_aa1-591|extracted_nt1773|aligned_aa591|pident74.958,HCV,3a,100.0
HQ908351|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
HQ908328|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908342|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908326|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908353|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908347|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908346|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908331|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908332|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.596,HCV,1b,100.0
HQ908356|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908327|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908333|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908355|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908354|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908344|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.719,HCV,1b,100.0
HQ908348|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ908345|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.596,HCV,1b,100.0
HQ908358|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908357|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908329|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.500,HCV,1b,100.0
HQ908330|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.816,HCV,1b,100.0
HQ908350|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908316|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
HQ908318|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.061,HCV,1b,100.0
HQ908317|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
HQ908315|geneNS5B|query4180-5547|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
HQ537008|geneNS5B|query7505-9166|h77_aa1-554|extracted_nt1662|aligned_aa554|pident78.881,HCV,4v,100.0
HQ537007|geneNS5B|query7496-9187|h77_aa1-564|extracted_nt1692|aligned_aa564|pident85.284,HCV,1b,85.0
HQ537009|geneNS5B|query7508-9169|h77_aa1-554|extracted_nt1662|aligned_aa554|pident78.700,HCV,4v,100.0
JF509176|geneNS5B|query7291-8790|h77_aa1-500|extracted_nt1500|aligned_aa500|pident76.400,HCV,3a,100.0
JF735122|geneNS5B|query7624-9396|h77_aa1-591|extracted_nt1773|aligned_aa591|pident77.327,HCV,3k,100.0
JF735127|geneNS5B|query7601-9373|h77_aa1-591|extracted_nt1773|aligned_aa591|pident78.342,HCV,4v,68.0
JF735121|geneNS5B|query7624-9396|h77_aa1-591|extracted_nt1773|aligned_aa591|pident77.665,HCV,3h,100.0
JN377747|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
JN377759|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
JN377750|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
JN377772|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.596,HCV,1b,100.0
JN377754|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
JN377780|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.500,HCV,1b,100.0
JN377774|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
JN377778|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
JF735123|geneNS5B|query7639-9411|h77_aa1-591|extracted_nt1773|aligned_aa591|pident76.142,HCV,3g,100.0
JF735126|geneNS5B|query7624-9396|h77_aa1-591|extracted_nt1773|aligned_aa591|pident77.834,HCV,3h,100.0
JF735132|geneNS5B|query7694-9466|h77_aa1-591|extracted_nt1773|aligned_aa591|pident78.511,HCV,4a,75.0
JF735135|geneNS5B|query7589-9361|h77_aa1-591|extracted_nt1773|aligned_aa591|pident78.849,HCV,4a,100.0
JF735134|geneNS5B|query7601-9373|h77_aa1-591|extracted_nt1773|aligned_aa591|pident77.327,HCV,4k,90.0
JF735133|geneNS5B|query7590-9362|h77_aa1-591|extracted_nt1773|aligned_aa591|pident77.834,HCV,4v,100.0
JF735136|geneNS5B|query7587-9359|h77_aa1-591|extracted_nt1773|aligned_aa591|pident78.173,HCV,4v,91.0
JF735138|geneNS5B|query7604-9376|h77_aa1-591|extracted_nt1773|aligned_aa591|pident78.003,HCV,4v,80.0
JF735137|geneNS5B|query7589-9361|h77_aa1-591|extracted_nt1773|aligned_aa591|pident78.173,HCV,4a,100.0
JN377749|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
JN377756|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
JN377752|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
JN377761|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
JN377751|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
JN377762|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
JN377753|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
JN377748|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
JN377758|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
JN377760|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
JN377764|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.596,HCV,1b,100.0
JN377765|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.596,HCV,1b,100.0
JN377755|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
JN377767|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
JN377773|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
JN377776|geneNS5B|query157-1524|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
JN377766|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.377,HCV,1b,100.0
JN377770|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
JN377768|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.158,HCV,1b,100.0
JN377777|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
JN377771|geneNS5B|query160-1515|h77_aa1-452|extracted_nt1356|aligned_aa452|pident87.168,HCV,1b,100.0
JN377775|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.596,HCV,1b,100.0
JN377779|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.596,HCV,1b,100.0
JN377763|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident88.816,HCV,1b,100.0
JN377757|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.500,HCV,1b,100.0
JN377781|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
JN377769|geneNS5B|query160-1527|h77_aa1-456|extracted_nt1368|aligned_aa456|pident87.939,HCV,1b,100.0
JN588558|geneNS5B|query7627-9408|h77_aa1-591|extracted_nt1782|aligned_aa594|pident67.003,HCV,3a,100.0
JN714194|geneNS5B|query7634-9406|h77_aa1-591|extracted_nt1773|aligned_aa591|pident74.281,HCV,3a,100.0
JQ065709|geneNS5B|query7608-9380|h77_aa1-591|extracted_nt1773|aligned_aa591|pident76.311,HCV,3b,100.0
PX386821|geneNS5B|query7622-9394|h77_aa1-591|extracted_nt1773|aligned_aa591|pident75.635,HCV,3a,100.0
PX386823|geneNS5B|query7595-9358|h77_aa1-588|extracted_nt1764|aligned_aa588|pident95.238,HCV,1a,100.0
PX386894|geneNS5B|query7516-9282|h77_aa1-589|extracted_nt1767|aligned_aa589|pident96.435,HCV,1a,100.0
PX386892|geneNS5B|query7595-9295|h77_aa1-567|extracted_nt1701|aligned_aa567|pident88.007,HCV,1b,100.0
PX386893|geneNS5B|query7615-9387|h77_aa1-591|extracted_nt1773|aligned_aa591|pident74.958,HCV,3a,100.0
PX386830|geneNS5B|query7620-9392|h77_aa1-591|extracted_nt1773|aligned_aa591|pident74.619,HCV,3a,100.0
PX386867|geneNS5B|query7595-9355|h77_aa1-587|extracted_nt1761|aligned_aa587|pident97.956,HCV,1a,100.0
PX386897|geneNS5B|query7595-9295|h77_aa1-567|extracted_nt1701|aligned_aa567|pident97.002,HCV,1a,100.0
PX386896|geneNS5B|query7622-9394|h77_aa1-591|extracted_nt1773|aligned_aa591|pident74.619,HCV,3a,100.0
PX376056|geneNS5B|query7545-9236|h77_aa1-564|extracted_nt1692|aligned_aa564|pident87.411,HCV,1l,100.0
PX386719|geneNS5B|query7621-9393|h77_aa1-591|extracted_nt1773|aligned_aa591|pident74.958,HCV,3a,100.0
PX386721|geneNS5B|query7547-9319|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
PX386732|geneNS5B|query7606-9378|h77_aa1-591|extracted_nt1773|aligned_aa591|pident72.589,HCV,3a,100.0
PX290144|geneNS5B|query7524-9146|h77_aa1-541|extracted_nt1623|aligned_aa541|pident78.004,HCV,4f,100.0
PX386717|geneNS5B|query7620-9392|h77_aa1-591|extracted_nt1773|aligned_aa591|pident75.296,HCV,3a,100.0
PX386730|geneNS5B|query7621-9393|h77_aa1-591|extracted_nt1773|aligned_aa591|pident76.142,HCV,3a,100.0
PX386731|geneNS5B|query7547-9319|h77_aa1-591|extracted_nt1773|aligned_aa591|pident84.772,HCV,1b,100.0
PX386741|geneNS5B|query7622-9394|h77_aa1-591|extracted_nt1773|aligned_aa591|pident75.296,HCV,3a,100.0
PX386744|geneNS5B|query7618-9390|h77_aa1-591|extracted_nt1773|aligned_aa591|pident75.127,HCV,3a,100.0
PX386743|geneNS5B|query7547-9316|h77_aa1-590|extracted_nt1770|aligned_aa590|pident87.966,HCV,1b,100.0
PX386745|geneNS5B|query7519-9123|h77_aa1-535|extracted_nt1605|aligned_aa535|pident93.458,HCV,1a,100.0
PX386737|geneNS5B|query7536-9143|h77_aa1-536|extracted_nt1608|aligned_aa536|pident96.828,HCV,1a,100.0
PX386724|geneNS5B|query7595-9289|h77_aa1-565|extracted_nt1695|aligned_aa565|pident96.283,HCV,1a,100.0
PX386764|geneNS5B|query7522-9288|h77_aa1-589|extracted_nt1767|aligned_aa589|pident95.076,HCV,1a,100.0
PX386749|geneNS5B|query7620-9392|h77_aa1-591|extracted_nt1773|aligned_aa591|pident74.788,HCV,3a,100.0
