name,virus,subtype,bootstrap support
MW205383|geneNS5A|query10-648|h77_aa9-221|extracted_nt639|aligned_aa213|pident79.812,HCV,4o,100.0
MG747309|geneNS5A|query647-931|h77_aa10-104|extracted_nt285|aligned_aa95|pident81.053,HCV,1b,100.0
MG747305|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident82.692,HCV,1b,100.0
MG747312|geneNS5A|query647-931|h77_aa10-104|extracted_nt285|aligned_aa95|pident98.947,HCV,1a,100.0
MG747311|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747310|geneNS5A|query661-948|h77_aa9-104|extracted_nt288|aligned_aa96|pident90.625,HCV,1a,100.0
MG747313|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident82.692,HCV,1b,100.0
MG747314|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident82.692,HCV,1b,100.0
MG747315|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident82.692,HCV,1b,100.0
MG747317|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747316|geneNS5A|query647-934|h77_aa9-104|extracted_nt288|aligned_aa96|pident96.875,HCV,1a,100.0
MG747318|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident81.731,HCV,1b,100.0
MG747319|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident82.692,HCV,1b,100.0
MG747323|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident82.692,HCV,1b,100.0
MG747321|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident82.692,HCV,1b,100.0
MG747324|geneNS5A|query648-932|h77_aa10-104|extracted_nt285|aligned_aa95|pident96.842,HCV,1a,100.0
MG747327|geneNS5A|query648-932|h77_aa10-104|extracted_nt285|aligned_aa95|pident98.947,HCV,1a,100.0
MG747330|geneNS5A|query647-934|h77_aa9-104|extracted_nt288|aligned_aa96|pident100.000,HCV,1a,100.0
MG747333|geneNS5A|query647-937|h77_aa8-104|extracted_nt291|aligned_aa97|pident95.876,HCV,1a,100.0
MG747331|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident82.692,HCV,1b,100.0
MG747332|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident79.808,HCV,1b,100.0
MG747339|geneNS5A|query648-932|h77_aa10-104|extracted_nt285|aligned_aa95|pident95.789,HCV,1a,100.0
MG747336|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident82.692,HCV,1b,100.0
MG747338|geneNS5A|query648-935|h77_aa9-104|extracted_nt288|aligned_aa96|pident96.875,HCV,1a,100.0
MG747340|geneNS5A|query662-946|h77_aa10-104|extracted_nt285|aligned_aa95|pident95.789,HCV,1a,100.0
MG747337|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747342|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident78.846,HCV,1b,100.0
MG747341|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747349|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747350|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747345|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident79.808,HCV,1b,100.0
MG747351|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747354|geneNS5A|query647-934|h77_aa9-104|extracted_nt288|aligned_aa96|pident96.875,HCV,1a,100.0
MG747347|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident79.808,HCV,1b,100.0
MG747322|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747356|geneNS5A|query647-922|h77_aa13-104|extracted_nt276|aligned_aa92|pident97.826,HCV,1a,100.0
MG747360|geneNS5A|query647-934|h77_aa9-104|extracted_nt288|aligned_aa96|pident96.875,HCV,1a,100.0
MG747363|geneNS5A|query648-932|h77_aa10-104|extracted_nt285|aligned_aa95|pident95.789,HCV,1a,100.0
MG747364|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747358|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747361|geneNS5A|query647-934|h77_aa9-104|extracted_nt288|aligned_aa96|pident96.875,HCV,1a,100.0
MG747362|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident82.692,HCV,1b,100.0
MG747367|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747369|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident79.808,HCV,1b,100.0
MG747368|geneNS5A|query647-934|h77_aa9-104|extracted_nt288|aligned_aa96|pident94.792,HCV,1a,100.0
MG747365|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident82.692,HCV,1b,100.0
MG747372|geneNS5A|query647-934|h77_aa9-104|extracted_nt288|aligned_aa96|pident98.958,HCV,1a,100.0
MG747370|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident81.731,HCV,1b,100.0
MG747373|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident79.808,HCV,1b,100.0
MG747377|geneNS5A|query648-932|h77_aa10-104|extracted_nt285|aligned_aa95|pident95.789,HCV,1a,100.0
MG747376|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident81.731,HCV,1b,100.0
MG747380|geneNS5A|query651-935|h77_aa10-104|extracted_nt285|aligned_aa95|pident98.947,HCV,1a,100.0
MG747375|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747382|geneNS5A|query648-932|h77_aa10-104|extracted_nt285|aligned_aa95|pident95.789,HCV,1a,100.0
MG747383|geneNS5A|query649-933|h77_aa10-104|extracted_nt285|aligned_aa95|pident96.842,HCV,1a,100.0
MG747381|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747386|geneNS5A|query647-934|h77_aa9-104|extracted_nt288|aligned_aa96|pident96.875,HCV,1a,100.0
MG747385|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident79.808,HCV,1b,100.0
MG747384|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident79.808,HCV,1b,100.0
MG747389|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747388|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747391|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747393|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident82.692,HCV,1b,100.0
MG747396|geneNS5A|query648-932|h77_aa10-104|extracted_nt285|aligned_aa95|pident96.842,HCV,1a,100.0
MG747397|geneNS5A|query648-932|h77_aa10-104|extracted_nt285|aligned_aa95|pident97.895,HCV,1a,100.0
MG747398|geneNS5A|query647-934|h77_aa9-104|extracted_nt288|aligned_aa96|pident96.875,HCV,1a,100.0
MG747371|geneNS5A|query647-934|h77_aa9-104|extracted_nt288|aligned_aa96|pident98.958,HCV,1a,100.0
MG747402|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident79.808,HCV,1b,100.0
MG747395|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident79.808,HCV,1b,100.0
MG747403|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident82.692,HCV,1b,100.0
MG747348|geneNS5A|query648-932|h77_aa10-104|extracted_nt285|aligned_aa95|pident95.789,HCV,1a,100.0
MG747344|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident81.731,HCV,1b,100.0
MG747405|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747406|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident81.731,HCV,1b,100.0
MG747404|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident82.692,HCV,1b,100.0
MG747408|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747409|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747410|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident79.808,HCV,1b,100.0
MG747412|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747413|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747414|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident79.808,HCV,1b,100.0
MG747411|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747415|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747417|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747418|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747420|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747419|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident79.808,HCV,1b,100.0
MG747401|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident83.654,HCV,1b,100.0
MG747394|geneNS5A|query647-958|h77_aa1-104|extracted_nt312|aligned_aa104|pident80.769,HCV,1b,100.0
MG747400|geneNS5A|query647-934|h77_aa9-104|extracted_nt288|aligned_aa96|pident95.833,HCV,1a,100.0
MG456215|geneNS5A|query7-1335|h77_aa3-448|extracted_nt1329|aligned_aa450|pident72.222,HCV,4a,100.0
MG456257|geneNS5A|query1-1344|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
MG456236|geneNS5A|query1-1356|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.890,HCV,3a,100.0
MG456258|geneNS5A|query7-1335|h77_aa3-448|extracted_nt1329|aligned_aa450|pident72.667,HCV,4a,100.0
MG456264|geneNS5A|query1-1347|h77_aa1-448|extracted_nt1347|aligned_aa449|pident92.205,HCV,1a,100.0
MG456238|geneNS5A|query1-1344|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.527,HCV,1a,100.0
MG456263|geneNS5A|query1-1344|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.643,HCV,1a,100.0
MG456239|geneNS5A|query1-1329|h77_aa1-448|extracted_nt1329|aligned_aa451|pident69.180,HCV,4o,69.0
MG456271|geneNS5A|query1-1344|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.643,HCV,1a,100.0
MG456283|geneNS5A|query1-1335|h77_aa1-448|extracted_nt1335|aligned_aa452|pident73.230,HCV,4a,100.0
MG456261|geneNS5A|query1-1344|h77_aa1-448|extracted_nt1344|aligned_aa448|pident96.429,HCV,1a,100.0
MG456265|geneNS5A|query1-1344|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.973,HCV,1a,100.0
MG456297|geneNS5A|query7-1344|h77_aa3-448|extracted_nt1338|aligned_aa449|pident76.169,HCV,4k,56.0
MG456299|geneNS5A|query1-1341|h77_aa1-448|extracted_nt1341|aligned_aa448|pident76.339,HCV,1b,100.0
MG456304|geneNS5A|query1-1344|h77_aa1-448|extracted_nt1344|aligned_aa448|pident93.527,HCV,1a,100.0
MG456302|geneNS5A|query1-1356|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.956,HCV,3a,100.0
MG456301|geneNS5A|query7-1344|h77_aa3-448|extracted_nt1338|aligned_aa449|pident75.056,HCV,4k,100.0
MG456307|geneNS5A|query1-1341|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.804,HCV,1b,100.0
MG456339|geneNS5A|query1-1344|h77_aa1-448|extracted_nt1344|aligned_aa448|pident94.643,HCV,1a,100.0
MG456330|geneNS5A|query1-1356|h77_aa1-448|extracted_nt1356|aligned_aa455|pident71.209,HCV,3g,100.0
MG456402|geneNS5A|query7-1335|h77_aa3-448|extracted_nt1329|aligned_aa450|pident71.111,HCV,4a,100.0
MG456409|geneNS5A|query1-1356|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.330,HCV,3a,100.0
MG456408|geneNS5A|query1-1341|h77_aa1-448|extracted_nt1341|aligned_aa450|pident80.222,HCV,1b,100.0
MG747353|geneNS5A|query648-935|h77_aa9-104|extracted_nt288|aligned_aa96|pident96.875,HCV,1a,100.0
MG456202|geneNS5A|query1-1344|h77_aa1-448|extracted_nt1344|aligned_aa448|pident86.830,HCV,1a,100.0
MH733128|geneNS5A|query1-603|h77_aa1-201|extracted_nt603|aligned_aa201|pident80.100,HCV,1b,100.0
MH885789|geneNS5A|query1-450|h77_aa1-150|extracted_nt450|aligned_aa150|pident72.000,HCV,3a,100.0
MH885790|geneNS5A|query1-450|h77_aa1-150|extracted_nt450|aligned_aa150|pident75.333,HCV,3a,100.0
MK135285|geneNS5A|query1-663|h77_aa1-221|extracted_nt663|aligned_aa221|pident74.661,HCV,3a,100.0
MK135233|geneNS5A|query1-351|h77_aa1-117|extracted_nt351|aligned_aa117|pident77.778,HCV,1b,100.0
MK135227|geneNS5A|query1-501|h77_aa1-167|extracted_nt501|aligned_aa167|pident79.641,HCV,1b,100.0
MK139020|geneNS5A|query6258-7613|h77_aa1-448|extracted_nt1356|aligned_aa454|pident71.806,HCV,6n,100.0
MK143504|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident81.132,HCV,1b,100.0
MK143491|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident96.226,HCV,1a,100.0
MK143488|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident78.302,HCV,1b,100.0
MK143508|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident98.113,HCV,1a,100.0
MK143492|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident96.226,HCV,1a,100.0
MK143487|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident97.170,HCV,1a,100.0
MK143494|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident83.019,HCV,1b,100.0
MK143493|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident98.113,HCV,1a,100.0
MH562115|geneNS5A|query2-280|h77_aa12-104|extracted_nt279|aligned_aa93|pident96.774,HCV,1a,100.0
MH562215|geneNS5A|query1-291|h77_aa1-97|extracted_nt291|aligned_aa97|pident77.320,HCV,3a,100.0
MH562216|geneNS5A|query1-291|h77_aa1-97|extracted_nt291|aligned_aa97|pident77.320,HCV,3a,100.0
MH590700|geneNS5A|query6274-7614|h77_aa3-448|extracted_nt1341|aligned_aa449|pident70.156,HCV,4a,42.0
MH733087|geneNS5A|query1-603|h77_aa1-201|extracted_nt603|aligned_aa201|pident81.095,HCV,1b,100.0
MH477418|geneNS5A|query6174-7502|h77_aa3-448|extracted_nt1329|aligned_aa451|pident69.623,HCV,4f,100.0
MH562116|geneNS5A|query2-280|h77_aa12-104|extracted_nt279|aligned_aa93|pident96.774,HCV,1a,100.0
MH562122|geneNS5A|query2-280|h77_aa12-104|extracted_nt279|aligned_aa93|pident98.925,HCV,1a,100.0
MH562137|geneNS5A|query2-280|h77_aa12-104|extracted_nt279|aligned_aa93|pident95.699,HCV,1a,100.0
MH562190|geneNS5A|query1-288|h77_aa1-96|extracted_nt288|aligned_aa96|pident75.000,HCV,3a,100.0
MH562248|geneNS5A|query1-291|h77_aa1-97|extracted_nt291|aligned_aa97|pident75.258,HCV,3a,100.0
MH562247|geneNS5A|query1-291|h77_aa1-97|extracted_nt291|aligned_aa97|pident76.289,HCV,3a,100.0
MH733096|geneNS5A|query1-603|h77_aa1-201|extracted_nt603|aligned_aa201|pident80.597,HCV,1b,100.0
MH733095|geneNS5A|query1-603|h77_aa1-201|extracted_nt603|aligned_aa201|pident81.592,HCV,1b,100.0
MH733099|geneNS5A|query1-603|h77_aa1-201|extracted_nt603|aligned_aa201|pident81.592,HCV,1b,100.0
MH733102|geneNS5A|query1-603|h77_aa1-201|extracted_nt603|aligned_aa201|pident81.095,HCV,1b,100.0
MH733098|geneNS5A|query1-570|h77_aa1-190|extracted_nt570|aligned_aa190|pident79.474,HCV,1b,100.0
MH733089|geneNS5A|query1-603|h77_aa1-201|extracted_nt603|aligned_aa201|pident79.602,HCV,1b,100.0
MH733115|geneNS5A|query1-603|h77_aa1-201|extracted_nt603|aligned_aa201|pident81.592,HCV,1b,100.0
MH733116|geneNS5A|query1-603|h77_aa1-201|extracted_nt603|aligned_aa201|pident82.090,HCV,1b,100.0
MH733113|geneNS5A|query1-603|h77_aa1-201|extracted_nt603|aligned_aa201|pident80.597,HCV,1b,100.0
MH733119|geneNS5A|query1-603|h77_aa1-201|extracted_nt603|aligned_aa201|pident82.090,HCV,1b,100.0
MH733144|geneNS5A|query1-570|h77_aa1-190|extracted_nt570|aligned_aa190|pident96.842,HCV,1a,100.0
MH733146|geneNS5A|query1-570|h77_aa1-190|extracted_nt570|aligned_aa190|pident96.842,HCV,1a,100.0
MH733145|geneNS5A|query1-570|h77_aa1-190|extracted_nt570|aligned_aa190|pident96.316,HCV,1a,100.0
MH733083|geneNS5A|query1-603|h77_aa1-201|extracted_nt603|aligned_aa201|pident80.100,HCV,1b,100.0
MH733080|geneNS5A|query1-606|h77_aa1-202|extracted_nt606|aligned_aa202|pident80.693,HCV,1b,100.0
MH733090|geneNS5A|query1-603|h77_aa1-201|extracted_nt603|aligned_aa201|pident81.095,HCV,1b,100.0
MH733125|geneNS5A|query1-603|h77_aa1-201|extracted_nt603|aligned_aa201|pident82.587,HCV,1b,100.0
MH733157|geneNS5A|query1-570|h77_aa1-190|extracted_nt570|aligned_aa190|pident95.263,HCV,1a,100.0
MH733149|geneNS5A|query1-570|h77_aa1-190|extracted_nt570|aligned_aa190|pident95.789,HCV,1a,100.0
MH733158|geneNS5A|query1-570|h77_aa1-190|extracted_nt570|aligned_aa190|pident96.842,HCV,1a,100.0
MH733142|geneNS5A|query1-570|h77_aa1-190|extracted_nt570|aligned_aa190|pident93.158,HCV,1a,100.0
MH733160|geneNS5A|query1-570|h77_aa1-190|extracted_nt570|aligned_aa190|pident96.842,HCV,1a,100.0
MH733161|geneNS5A|query1-570|h77_aa1-190|extracted_nt570|aligned_aa190|pident96.842,HCV,1a,100.0
MH733159|geneNS5A|query1-570|h77_aa1-190|extracted_nt570|aligned_aa190|pident96.842,HCV,1a,100.0
MH885781|geneNS5A|query1-450|h77_aa1-150|extracted_nt450|aligned_aa150|pident74.667,HCV,3a,100.0
MH742367|geneNS5A|query6235-7563|h77_aa3-448|extracted_nt1329|aligned_aa450|pident72.444,HCV,4v,100.0
MH885469|geneNS5A|query6209-7552|h77_aa1-448|extracted_nt1344|aligned_aa449|pident79.955,HCV,1c,59.0
MH885783|geneNS5A|query1-450|h77_aa1-150|extracted_nt450|aligned_aa150|pident74.667,HCV,3a,100.0
MH885779|geneNS5A|query1-450|h77_aa1-150|extracted_nt450|aligned_aa150|pident74.667,HCV,3a,100.0
MK092106|geneNS5A|query3343-4683|h77_aa1-448|extracted_nt1341|aligned_aa448|pident80.134,HCV,1b,100.0
MK092100|geneNS5A|query3343-4683|h77_aa1-448|extracted_nt1341|aligned_aa449|pident79.510,HCV,1b,100.0
MK092108|geneNS5A|query3343-4683|h77_aa1-448|extracted_nt1341|aligned_aa449|pident80.846,HCV,1b,100.0
MK134406|geneNS5A|query1-381|h77_aa1-127|extracted_nt381|aligned_aa127|pident74.803,HCV,3a,100.0
MK135173|geneNS5A|query1-1338|h77_aa1-446|extracted_nt1338|aligned_aa446|pident93.722,HCV,1a,100.0
MK135180|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident93.303,HCV,1a,100.0
MK135181|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident93.764,HCV,1a,100.0
MK135182|geneNS5A|query1-1008|h77_aa1-336|extracted_nt1008|aligned_aa336|pident91.071,HCV,1a,100.0
MK135176|geneNS5A|query1-1293|h77_aa1-431|extracted_nt1293|aligned_aa431|pident93.735,HCV,1a,100.0
MK135186|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident94.919,HCV,1a,100.0
MK135177|geneNS5A|query1-1320|h77_aa1-440|extracted_nt1320|aligned_aa440|pident92.727,HCV,1a,100.0
MK135191|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident94.226,HCV,1a,100.0
MK135194|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident93.995,HCV,1a,100.0
MK135197|geneNS5A|query1-1293|h77_aa1-431|extracted_nt1293|aligned_aa431|pident95.128,HCV,1a,100.0
MK135198|geneNS5A|query1-1197|h77_aa1-399|extracted_nt1197|aligned_aa399|pident93.734,HCV,1a,100.0
MK135202|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident92.841,HCV,1a,100.0
MK135192|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident91.224,HCV,1a,100.0
MK135188|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident94.457,HCV,1a,100.0
MK135207|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident93.995,HCV,1a,100.0
MK135210|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident94.457,HCV,1a,100.0
MK135195|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident93.303,HCV,1a,100.0
MK135211|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident93.533,HCV,1a,100.0
MK135200|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident93.303,HCV,1a,100.0
MK135213|geneNS5A|query1-1308|h77_aa1-436|extracted_nt1308|aligned_aa436|pident93.807,HCV,1a,100.0
MK135221|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident94.457,HCV,1a,100.0
MK135218|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident88.915,HCV,1a,100.0
MK135226|geneNS5A|query1-1122|h77_aa1-374|extracted_nt1122|aligned_aa374|pident94.385,HCV,1a,100.0
MK135229|geneNS5A|query1-477|h77_aa1-159|extracted_nt477|aligned_aa159|pident81.761,HCV,1b,100.0
MK135219|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident92.841,HCV,1a,100.0
MK135247|geneNS5A|query1-1191|h77_aa1-399|extracted_nt1191|aligned_aa399|pident80.952,HCV,1b,100.0
MK135246|geneNS5A|query1-1191|h77_aa1-399|extracted_nt1191|aligned_aa399|pident81.704,HCV,1b,100.0
MK135238|geneNS5A|query1-1182|h77_aa1-394|extracted_nt1182|aligned_aa394|pident79.188,HCV,1b,100.0
MK135222|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident93.764,HCV,1a,100.0
MK135248|geneNS5A|query1-1149|h77_aa1-383|extracted_nt1149|aligned_aa383|pident93.995,HCV,1a,100.0
MK135258|geneNS5A|query1-1191|h77_aa1-399|extracted_nt1191|aligned_aa399|pident83.208,HCV,1b,100.0
MK135260|geneNS5A|query1-1191|h77_aa1-399|extracted_nt1191|aligned_aa399|pident79.449,HCV,1b,100.0
MK135209|geneNS5A|query1-1299|h77_aa1-433|extracted_nt1299|aligned_aa433|pident93.764,HCV,1a,100.0
MK135242|geneNS5A|query1-1191|h77_aa1-399|extracted_nt1191|aligned_aa399|pident81.454,HCV,1b,100.0
MK135261|geneNS5A|query1-1191|h77_aa1-399|extracted_nt1191|aligned_aa399|pident81.203,HCV,1b,100.0
MK135267|geneNS5A|query1-1149|h77_aa1-383|extracted_nt1149|aligned_aa383|pident95.039,HCV,1a,100.0
MK135268|geneNS5A|query1-1191|h77_aa1-399|extracted_nt1191|aligned_aa399|pident81.454,HCV,1b,100.0
MK135252|geneNS5A|query1-1191|h77_aa1-399|extracted_nt1191|aligned_aa399|pident80.451,HCV,1b,100.0
MK135256|geneNS5A|query1-1191|h77_aa1-399|extracted_nt1191|aligned_aa399|pident79.950,HCV,1b,100.0
MK135270|geneNS5A|query1-1191|h77_aa1-399|extracted_nt1191|aligned_aa399|pident80.201,HCV,1b,100.0
MK135284|geneNS5A|query1-1356|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.451,HCV,3a,100.0
MK135287|geneNS5A|query1-1326|h77_aa1-437|extracted_nt1326|aligned_aa445|pident69.663,HCV,3a,100.0
MK135289|geneNS5A|query1-963|h77_aa1-321|extracted_nt963|aligned_aa321|pident75.078,HCV,3a,100.0
MK135283|geneNS5A|query1-1356|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.737,HCV,3a,100.0
MK135299|geneNS5A|query1-1356|h77_aa1-448|extracted_nt1356|aligned_aa455|pident69.670,HCV,3a,100.0
MK135288|geneNS5A|query1-1356|h77_aa1-448|extracted_nt1356|aligned_aa453|pident69.757,HCV,3a,100.0
MK135273|geneNS5A|query1-1191|h77_aa1-399|extracted_nt1191|aligned_aa399|pident81.955,HCV,1b,100.0
MK135293|geneNS5A|query1-1356|h77_aa1-448|extracted_nt1356|aligned_aa455|pident70.330,HCV,3a,100.0
MK135300|geneNS5A|query1-1356|h77_aa1-448|extracted_nt1356|aligned_aa456|pident70.395,HCV,3a,100.0
MK143444|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident80.189,HCV,1b,100.0
MK139016|geneNS5A|query6258-7613|h77_aa1-448|extracted_nt1356|aligned_aa454|pident71.806,HCV,6n,100.0
MK143445|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident97.170,HCV,1a,100.0
MK135294|geneNS5A|query1-1356|h77_aa1-448|extracted_nt1356|aligned_aa456|pident69.956,HCV,3a,100.0
MK143448|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident97.170,HCV,1a,100.0
MK143482|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident83.019,HCV,1b,100.0
MK143484|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident82.075,HCV,1b,100.0
MK143520|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident83.019,HCV,1b,100.0
MK143525|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident95.283,HCV,1a,100.0
MK143532|geneNS5A|query1-318|h77_aa1-106|extracted_nt318|aligned_aa106|pident94.340,HCV,1a,100.0
