Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover
MK438156,6,73.646,277,6r,94.138,290,2783-2855,
MK438157,6,75.085,293,6xc,91.104,326,2771-2855,
MK438158,6,73.077,286,6e,90.184,326,2771-2855,
MK438159,6,75.719,313,6p,83.439,314,2771-2855,
MK438160,8,71.493,221,8a,71.493,221,2794-2855,
MK438161,6,71.769,294,6xf,91.718,326,2771-2855,
MK438162,6,68.519,324,6q,89.877,326,2771-2855,
MK438163,8,69.683,221,8a,69.683,221,2794-2855,
MK438164,6,70.418,311,6e,88.957,326,2771-2855,
MK438165,6,73.129,294,6xf,92.945,326,2771-2855,
MK438166,6,71.565,313,6r,93.231,325,2771-2855,
MK438167,6,72.524,313,6r,96.319,326,2771-2855,
MK438168,6,75.080,313,6r,95.399,326,2771-2855,
MK438169,6,73.163,313,6r,93.558,326,2771-2855,
MK438170,6,73.038,293,6e,91.718,326,2771-2855,
MK438171,6,74.725,273,6r,91.411,326,2780-2855,
MK438172,6,74.441,313,6r,95.399,326,2771-2855,
MK438173,6,71.704,311,6e,90.798,326,2771-2855,
MK438174,6,80.064,311,6a,90.491,326,2771-2855,
MK438175,6,73.457,324,6o,91.411,326,2771-2855,
MK438176,8,69.643,224,8a,69.643,224,2793-2855,
MK438177,6,74.744,293,6xc,93.252,326,2771-2855,
MK438178,6,71.088,294,6xf,91.718,326,2771-2855,
MK438179,6,70.748,294,6xf,95.399,326,2771-2855,
MK438180,6,73.482,313,6r,95.706,326,2771-2855,
MK438181,6,70.648,293,6e,88.889,324,2771-2855,
MK438182,6,71.472,326,6e,90.491,326,2771-2855,
MK438183,6,72.393,326,6e,90.798,326,2771-2855,
MK438184,6,75.309,324,6o,92.025,326,2771-2855,
MK438185,6,71.166,326,6e,90.184,326,2771-2855,
MK438186,6,74.403,293,6e,91.411,326,2771-2855,
MK438187,6,73.163,313,6r,93.558,326,2771-2855,
MK438188,6,71.472,326,6e,91.718,326,2771-2855,
MK438189,6,72.789,294,6xf,96.319,326,2771-2855,
MK438190,6,74.503,302,6r,95.092,326,2771-2855,
MK438191,6,72.364,275,6s,91.718,326,2774-2855,
MK438192,8,70.588,221,8a,70.588,221,2794-2855,
MK438193,6,70.552,326,6e,91.718,326,2771-2855,
MK438194,6,73.482,313,6p,81.847,314,2771-2855,
MK438195,6,73.684,266,6e,87.423,326,2780-2855,
MK438196,6,73.308,266,6e,91.104,326,2780-2855,
MK438197,6,71.906,299,6e,91.411,326,2780-2855,
MK438198,6,71.779,326,6e,96.319,326,2771-2855,
MK438199,6,72.843,313,6r,94.479,326,2771-2855,
MK438200,6,71.053,304,6s,94.172,326,2774-2855,
MK438201,6,73.179,302,6r,94.172,326,2771-2855,
MK438202,6,72.524,313,6r,92.945,326,2771-2855,
MK438203,6,74.060,266,6e,90.184,326,2780-2855,
MK438204,8,71.380,297,8a,71.380,297,2767-2855,
MK438205,6,69.753,324,6e,87.346,324,2771-2855,
MK438206,6,71.906,299,6e,89.571,326,2780-2855,
MK438207,6,72.843,313,6p,82.166,314,2771-2855,
MK438208,6,72.669,311,6e,89.877,326,2771-2855,
MK438209,6,73.802,313,6r,97.239,326,2771-2855,
MK438210,6,72.556,266,6e,90.184,326,2780-2855,
MK438211,6,70.748,294,6xf,91.718,326,2771-2855,
MK438212,6,79.743,311,6a,91.640,311,2771-2855,
MK438213,6,72.355,293,6e,89.877,326,2771-2855,
MK438214,6,74.247,299,6e,92.638,326,2780-2855,
MK438215,6,72.910,299,6e,91.411,326,2780-2855,
MK438216,6,73.244,299,6e,89.571,326,2780-2855,
MK438217,6,71.779,326,6e,93.252,326,2771-2855,
MK438218,6,71.572,299,6e,89.877,326,2780-2855,
MK438219,6,74.172,302,6r,95.092,326,2771-2855,
MK438220,6,73.810,294,6xf,93.252,326,2771-2855,
MK438221,6,73.038,293,6e,89.877,326,2771-2855,
MK438222,6,75.241,311,6p,81.911,293,2771-2855,
MK438223,8,68.421,304,8a,68.421,304,2767-2855,
MK438224,6,73.510,302,6r,96.933,326,2771-2855,
MK438225,8,70.204,245,8a,70.204,245,2794-2855,
MK438226,6,73.559,295,6p,88.344,326,2771-2855,
MK438227,6,78.135,311,6a,91.640,311,2771-2855,
MK438228,8,68.571,245,8a,68.571,245,2794-2855,
MK438229,6,69.632,326,6e,89.264,326,2771-2855,
MK438230,6,72.990,311,6e,89.877,326,2771-2855,
MK438231,6,71.331,293,6e,89.506,324,2771-2855,
MK438232,6,70.859,326,6e,90.491,326,2771-2855,
MK438233,6,72.843,313,6r,93.252,326,2771-2855,
MK438234,6,74.760,313,6r,95.399,326,2771-2855,
MK438235,6,74.436,266,6e,91.411,326,2780-2855,
MK438236,6,72.524,313,6r,91.104,326,2771-2855,
MK438237,6,71.854,302,6r,92.025,326,2771-2855,
MK438238,6,72.355,293,6e,91.049,324,2771-2855,
MK438239,6,69.716,317,6h,93.865,326,2771-2855,
MK438240,7,69.048,294,7a,69.048,294,2764-2855,
MK438241,6,71.672,293,6e,88.272,324,2771-2855,
MK438242,6,79.421,311,6a,90.798,326,2771-2855,
MK438243,6,70.859,326,6e,92.945,326,2771-2855,
MK438244,6,71.166,326,6e,91.718,326,2771-2855,
MK438245,6,72.843,313,6r,93.558,326,2771-2855,
MK438246,6,72.393,326,6e,91.104,326,2771-2855,
MK438247,1,68.182,308,1e,70.548,292,2765-2855,
MK438248,6,72.347,311,6e,90.184,326,2771-2855,
MK438249,6,70.068,294,6e,87.730,326,2771-2855,
MK438250,6,76.852,324,6a,91.718,326,2771-2855,
MK438251,6,71.429,266,6e,89.264,326,2780-2855,
MK438252,6,72.843,313,6r,95.706,326,2771-2855,
MK438253,8,68.980,245,8a,68.980,245,2794-2855,
MK438254,6,73.163,313,6r,94.479,326,2771-2855,
MK438255,1,68.139,317,1a,67.508,317,2762-2855,
MK438256,6,74.074,324,6p,94.172,326,2771-2855,
MK438257,6,71.061,311,6e,90.184,326,2771-2855,
MK438258,6,71.166,326,6e,90.798,326,2771-2855,
MK438259,6,74.121,313,6r,95.706,326,2771-2855,
MK438260,6,73.482,313,6r,94.479,326,2771-2855,
MK438261,6,72.789,294,6e,91.411,326,2771-2855,
MK438262,6,74.760,313,6r,96.319,326,2771-2855,
MK438263,6,70.861,302,6s,90.491,326,2774-2855,
MK438264,6,73.559,295,6e,92.638,326,2781-2855,
MK438265,1,68.954,306,1e,71.875,288,2765-2855,
MK438266,6,72.910,299,6e,92.638,326,2780-2855,
MK438267,6,74.744,293,6xc,93.865,326,2771-2855,
MK438268,6,71.906,299,6e,91.104,326,2780-2855,
MK438269,6,71.429,294,6e,90.123,324,2771-2855,
MK438270,6,73.163,313,6r,96.012,326,2771-2855,
MK438271,6,73.810,294,6e,91.718,326,2771-2855,
MK438272,6,70.552,326,6e,91.104,326,2771-2855,
MK438273,6,75.175,286,6u,79.421,311,2771-2855,
MK438274,6,72.843,313,6r,94.785,326,2771-2855,
MK438275,6,75.254,295,6p,92.945,326,2771-2855,
MK438276,6,71.672,293,6e,89.264,326,2771-2855,
MK438277,6,80.386,311,6a,93.569,311,2771-2855,
MK438278,6,72.355,293,6e,89.877,326,2771-2855,
MK438279,6,73.457,324,6p,95.092,326,2771-2855,
MK438280,6,73.802,313,6r,94.785,326,2771-2855,
MK438281,6,73.163,313,6r,95.706,326,2771-2855,
MK438282,6,82.315,311,6a,92.283,311,2771-2855,
MK438283,6,73.802,313,6r,95.092,326,2771-2855,
MK438284,6,73.308,266,6e,90.184,326,2780-2855,
MK438285,6,73.163,313,6r,94.479,326,2771-2855,
MK438286,6,72.910,299,6e,91.411,326,2780-2855,
MK438287,6,79.225,284,6a,91.549,284,2771-2855,
MK438288,1,71.479,284,1a,70.508,295,2762-2855,
MK438289,6,72.531,324,6p,90.184,326,2771-2855,
MK438290,6,73.592,284,6r,94.172,326,2771-2855,
MK438291,6,70.569,299,6e,91.104,326,2780-2855,
MK438292,6,71.672,293,6e,89.815,324,2771-2855,
MK438293,6,71.914,324,6u,93.252,326,2771-2855,
MK438294,6,73.427,286,6u,92.945,326,2771-2855,
MK438295,6,73.482,313,6r,96.319,326,2771-2855,
MK438296,6,70.370,324,6q,92.945,326,2771-2855,
MK438297,6,72.887,284,6e,90.798,326,2780-2855,
MK438298,6,72.109,294,6xf,92.025,326,2771-2855,
MK438299,6,73.148,324,6p,93.252,326,2771-2855,
MK438300,6,72.014,293,6e,90.184,326,2771-2855,
MK438301,6,72.180,266,6e,90.798,326,2780-2855,
MK438302,6,70.552,326,6e,92.331,326,2771-2855,
MK438303,6,72.026,311,6e,92.025,326,2771-2855,
MK438304,6,80.386,311,6a,94.855,311,2771-2855,
MK438305,3,69.478,249,3d,71.774,248,2782-2855,
MK438306,6,74.060,266,6e,92.025,326,2780-2855,
MK438307,8,72.936,218,8a,72.936,218,2794-2855,
MK438308,6,71.186,295,6e,90.184,326,2771-2855,
MK438309,6,74.915,295,6xf,90.798,326,2771-2855,
MK438310,8,74.537,216,8a,74.537,216,2767-2837,
MK438311,6,74.121,313,6r,95.706,326,2771-2855,
MK438312,6,70.859,326,6e,91.411,326,2771-2855,
MK438313,6,73.148,324,6p,93.252,326,2771-2855,
MK438314,6,72.990,311,6e,91.411,326,2771-2855,
MK438315,6,74.060,266,6e,92.945,326,2780-2855,
MK438316,1,68.454,317,1j,67.857,308,2762-2855,
MK438317,6,71.246,313,6xc,85.583,326,2771-2855,
MK438318,6,73.802,313,6r,96.319,326,2771-2855,
MK438319,6,71.805,266,6e,88.344,326,2780-2855,
MK438320,6,73.305,236,6l,92.025,326,2797-2855,
MK438321,6,80.386,311,6a,92.025,326,2771-2855,
MK438322,6,74.060,266,6e,89.877,326,2780-2855,
MK438323,1,70.261,306,1e,70.990,293,2765-2855,
MK438324,8,70.204,245,8a,70.204,245,2794-2855,
MK438325,6,73.765,324,6p,92.945,326,2771-2855,
MK438326,6,72.026,311,6e,89.571,326,2771-2855,
MK438327,6,73.308,266,6e,90.491,326,2780-2855,
MK438328,6,71.779,326,6e,92.331,326,2771-2855,
MK438329,6,72.531,324,6p,92.025,326,2771-2855,
MK438330,6,73.482,313,6r,94.479,326,2771-2855,
MK438331,6,73.482,313,6r,95.399,326,2771-2855,
MK438332,6,72.393,326,6e,92.331,326,2771-2855,
MK438333,6,73.802,313,6r,94.479,326,2771-2855,
MK438334,6,73.239,284,6e,91.718,326,2780-2855,
MK438335,6,71.885,313,6r,95.092,326,2771-2855,
MK438336,6,78.065,310,6a,91.290,310,2771-2855,
MK438337,6,73.457,324,6p,90.798,326,2771-2855,
MK438338,6,74.121,313,6r,96.012,326,2771-2855,
MK438339,6,73.379,293,6e,90.491,326,2771-2855,
MK438340,6,73.802,313,6r,94.479,326,2771-2855,
MK438341,6,80.769,312,6a,93.558,326,2771-2855,
MK438342,6,73.163,313,6r,95.706,326,2771-2855,
MK438343,6,72.575,299,6e,92.638,326,2780-2855,
MK438344,6,74.576,295,6p,92.025,326,2771-2855,
MK438345,6,70.903,299,6e,91.104,326,2780-2855,
MK438346,6,73.802,313,6r,94.479,326,2771-2855,
MK438347,6,72.449,294,6xf,95.706,326,2771-2855,
MK438348,3,65.141,284,3d,66.532,248,2782-2855,
MK438349,8,68.778,221,8a,68.778,221,2794-2855,
MK438350,6,70.245,326,6e,92.025,326,2771-2855,
MK438351,6,74.383,324,6xc,93.558,326,2771-2855,
MK438352,6,74.296,284,6o,82.515,326,2771-2855,
MK438353,6,74.172,302,6r,96.933,326,2771-2855,
MK438354,6,69.329,313,6s,91.104,326,2771-2855,
MK438355,6,71.831,284,6e,90.184,326,2780-2855,
MK438356,6,74.503,302,6r,96.626,326,2771-2855,
MK438357,6,80.386,311,6a,90.184,326,2771-2855,
MK438358,6,73.231,325,6r,92.331,326,2771-2855,
MK438359,6,80.064,311,6a,92.945,326,2771-2855,
MK438360,6,72.556,266,6e,91.104,326,2780-2855,
MK438361,6,73.148,324,6p,92.638,326,2771-2855,
MK438362,6,72.843,313,6r,95.399,326,2771-2855,
MK438363,8,67.873,221,8a,67.873,221,2794-2855,
MK438364,8,70.136,221,8a,70.136,221,2794-2855,
MK438365,6,72.441,254,6e,88.957,326,2780-2855,
MK438366,1,71.293,317,1a,70.662,317,2762-2855,
MK438367,6,71.779,326,6e,92.331,326,2771-2855,
MK438368,6,70.859,326,6e,90.184,326,2771-2855,
MK438369,8,71.875,224,8a,71.875,224,2797-2855,
MK438370,6,74.436,266,6e,92.025,326,2780-2855,
MK438371,6,79.743,311,6a,90.032,311,2771-2855,
MK438372,6,75.563,311,6p,82.051,312,2771-2855,
MK438373,1,71.569,306,1e,72.355,293,2765-2855,
MK438374,6,77.273,308,6a,90.260,308,2771-2855,
MK438375,6,73.510,302,6r,95.399,326,2771-2855,
MK438376,6,74.915,295,6p,92.945,326,2771-2855,
MK438377,6,71.769,294,6xf,92.945,326,2771-2855,
MK438378,6,72.241,299,6e,91.718,326,2780-2855,
MK438379,1,72.059,272,1a,69.805,308,2765-2855,
MK438380,6,72.183,284,6e,89.877,326,2780-2855,
MK438381,6,73.684,266,6e,91.718,326,2780-2855,
MK438382,6,72.517,302,6r,94.785,326,2771-2855,
MK438383,6,72.180,266,6e,88.344,326,2780-2855,
MK438384,6,72.241,299,6e,92.331,326,2780-2855,
MK438385,6,74.121,313,6r,95.399,326,2771-2855,
MK438386,6,70.990,293,6e,88.580,324,2771-2855,
MK438387,6,72.727,297,6e,89.877,326,2780-2855,
MK438388,6,75.085,293,6xc,94.172,326,2771-2855,
MK438389,8,68.778,221,8a,68.778,221,2794-2855,
MK438390,6,72.696,293,6e,89.815,324,2771-2855,
MK438391,6,70.990,293,6e,90.123,324,2771-2855,
MK438392,6,73.038,293,6e,90.491,326,2771-2855,
MK438393,6,71.672,293,6e,89.877,326,2771-2855,
MK438394,6,72.517,302,6r,93.252,326,2771-2855,
MK438395,6,73.783,267,6e,91.718,326,2780-2855,
MK438396,8,68.778,221,8a,68.778,221,2794-2855,
MK438397,6,73.308,266,6e,90.798,326,2780-2855,
MK438398,6,72.026,311,6e,89.877,326,2771-2855,
MK438399,6,78.704,324,6a,89.877,326,2771-2855,
MK438400,7,72.015,268,7a,72.015,268,2773-2855,
MK438401,6,72.887,284,6e,89.264,326,2780-2855,
MK438402,6,72.524,313,6r,93.865,326,2771-2855,
MK438403,6,71.331,293,6s,93.252,326,2774-2855,
MK438404,6,72.524,313,6r,94.172,326,2771-2855,
MK438405,6,72.843,313,6r,94.172,326,2771-2855,
MK438406,6,71.906,299,6e,90.184,326,2780-2855,
MK438407,8,71.041,221,8a,71.041,221,2794-2855,
MK438408,6,73.955,311,6p,90.798,326,2771-2855,
MK438409,6,73.469,294,6e,90.184,326,2771-2855,
MK438410,6,71.906,299,6e,92.638,326,2780-2855,
MK438411,6,73.651,315,6r,96.626,326,2771-2855,
MK438412,6,72.109,294,6xf,91.718,326,2771-2855,
MK438413,6,70.648,293,6e,89.711,311,2771-2855,
MK438414,6,72.355,293,6e,91.411,326,2771-2855,
MK438415,6,71.885,313,6r,95.706,326,2771-2855,
MK438416,6,73.163,313,6r,95.092,326,2771-2855,
MK438417,6,72.932,266,6e,91.104,326,2780-2855,
MK438418,6,73.220,295,6p,92.331,326,2771-2855,
MK438419,6,73.469,294,6xf,91.411,326,2771-2855,
MK438420,6,71.885,313,6r,94.172,326,2771-2855,
MK438421,6,72.696,293,6e,88.650,326,2771-2855,
MK438422,6,71.331,293,6e,89.264,326,2771-2855,
MK438423,8,70.136,221,8a,70.136,221,2794-2855,
MK438424,8,69.683,221,8a,69.683,221,2794-2855,
MK438425,6,78.135,311,6a,91.318,311,2771-2855,
MK438426,6,71.831,284,6e,92.331,326,2780-2855,
MK438427,8,71.739,230,8a,71.739,230,2795-2855,
MK438428,6,72.026,311,6e,91.718,326,2771-2855,
MK438430,6,73.802,313,6r,93.252,326,2771-2855,
MK438431,6,75.352,284,6o,89.264,326,2771-2855,
MK438432,6,74.403,293,6xc,92.331,326,2771-2855,
MK438433,6,75.085,293,6xc,86.728,324,2771-2855,
MK438434,6,72.086,326,6e,89.877,326,2771-2855,
MK438435,6,71.061,311,6e,89.264,326,2771-2855,
MK438436,6,71.166,326,6e,91.411,326,2771-2855,
MK438437,6,73.765,324,6p,90.491,326,2771-2855,
MK438438,6,71.472,326,6e,90.798,326,2771-2855,
MK438439,6,73.308,266,6e,89.877,326,2780-2855,
MK438440,6,73.841,302,6r,94.172,326,2771-2855,
MK438441,6,74.503,302,6r,94.785,326,2771-2855,
MK438442,6,73.529,272,6p,89.264,326,2771-2855,
MK438443,6,71.672,293,6e,88.957,326,2771-2855,
MK438444,6,73.333,285,6e,92.945,326,2780-2855,
MK438445,6,76.056,284,6o,91.411,326,2771-2855,
MK438446,6,70.307,293,6xf,88.037,326,2771-2855,
MK438447,6,79.421,311,6a,90.491,326,2771-2855,
MK438448,8,68.980,245,8a,68.980,245,2794-2855,
MK438449,6,72.109,294,6xf,91.411,326,2771-2855,
MK438450,6,70.740,311,6e,90.184,326,2771-2855,
MK438451,6,71.061,311,6e,90.491,326,2771-2855,
MK438452,6,71.088,294,6xf,92.025,326,2771-2855,
MK438453,6,69.018,326,6e,89.264,326,2771-2855,
MK438454,6,72.393,326,6e,91.411,326,2771-2855,
MK438456,6,74.121,313,6r,94.479,326,2771-2855,
MK438457,6,73.244,299,6e,90.798,326,2780-2855,
MK438458,6,73.926,326,6e,92.945,326,2771-2855,
MK438459,6,79.421,311,6a,90.127,314,2771-2855,
MK438460,6,71.429,266,6e,87.730,326,2780-2855,
MK438461,6,72.531,324,6p,90.798,326,2771-2855,
MK438462,6,72.449,294,6xf,91.411,326,2771-2855,
MK438463,6,72.699,326,6e,90.491,326,2771-2855,
MK438464,6,71.383,311,6e,92.025,326,2771-2855,
MK438465,6,72.535,284,6e,92.331,326,2780-2855,
MK438466,6,72.355,293,6e,90.432,324,2771-2855,
MK438467,6,73.955,311,6p,88.957,326,2771-2855,
MK438468,1,67.857,308,1e,68.608,309,2765-2855,
MK438469,6,68.750,304,6s,91.718,326,2774-2855,
MK438470,6,72.843,313,6r,94.479,326,2771-2855,
MK438471,6,80.386,311,6a,89.264,326,2771-2855,
MK438472,6,72.109,294,6e,91.049,324,2771-2855,
MK438473,6,72.843,313,6r,94.479,326,2771-2855,
MK438474,6,73.944,284,6e,93.558,326,2780-2855,
MK438475,6,73.038,293,6e,91.718,326,2771-2855,
MK438476,6,72.347,311,6e,92.638,326,2771-2855,
MK438477,6,73.308,266,6e,92.025,326,2780-2855,
MK438478,6,71.906,299,6e,90.184,326,2780-2855,
MK438479,6,73.038,293,6e,89.877,326,2771-2855,
MK438480,6,73.179,302,6r,94.479,326,2771-2855,
MK438481,6,70.418,311,6e,89.264,326,2771-2855,
MK438482,6,71.831,284,6e,91.411,326,2780-2855,
MK438483,6,71.779,326,6e,89.571,326,2771-2855,
MK438484,6,73.482,313,6r,94.785,326,2771-2855,
MK438485,6,73.841,302,6r,94.479,326,2771-2855,
MK438486,6,72.524,313,6r,93.252,326,2771-2855,
MK438487,6,73.482,313,6r,91.104,326,2771-2855,
MK438488,6,70.990,293,6e,88.889,324,2771-2855,
MK438489,6,72.185,302,6e,89.571,326,2771-2855,
MK438490,1,72.183,284,1a,70.847,295,2762-2855,
MK438491,6,71.429,294,6e,91.104,326,2771-2855,
MK438492,6,75.768,293,6xc,93.252,326,2771-2855,
MK438493,6,73.579,299,6e,91.104,326,2780-2855,
MK438494,6,73.720,293,6e,91.358,324,2771-2855,
MK438495,6,79.167,312,6a,94.172,326,2771-2855,
MK438496,6,72.727,286,6e,89.877,326,2771-2855,
MK438497,6,75.932,295,6p,94.172,326,2771-2855,
MK438498,6,72.575,299,6e,94.172,326,2780-2855,
MK438499,8,71.000,300,8a,71.000,300,2767-2855,
MK438500,6,80.064,311,6a,92.638,326,2771-2855,
MK438501,6,71.127,284,6e,91.411,326,2780-2855,
MK438502,6,71.885,313,6r,93.558,326,2771-2855,
MK438503,6,74.383,324,6p,89.877,326,2771-2855,
MK438504,6,70.307,293,6e,89.815,324,2771-2855,
MK438505,8,71.774,248,8a,71.774,248,2794-2855,
MK438506,6,72.180,266,6e,90.184,326,2780-2855,
MK438507,6,70.740,311,6e,88.957,326,2771-2855,
MK438508,6,71.704,311,6e,90.184,326,2771-2855,
MK438509,8,70.136,221,8a,70.136,221,2794-2855,
MK438510,6,72.241,299,6e,91.718,326,2780-2855,
MK438511,6,71.579,285,6e,91.411,326,2780-2855,
MK438512,6,73.244,299,6e,93.252,326,2780-2855,
MK438513,6,70.648,293,6e,89.571,326,2771-2855,
MK438514,6,71.333,300,6e,88.957,326,2780-2855,
MK438515,6,71.088,294,6xf,92.638,326,2771-2855,
MK438516,6,73.148,324,6p,92.638,326,2771-2855,
MK438517,6,73.538,325,6r,95.092,326,2771-2855,
MK438518,6,73.684,266,6e,92.331,326,2780-2855,
MK438519,8,68.778,221,8a,68.778,221,2794-2855,
MK438520,6,74.436,266,6e,92.331,326,2780-2855,
MK438521,6,72.531,324,6p,92.638,326,2771-2855,
MK438522,3,67.729,251,3d,68.952,248,2782-2855,
MK438523,6,73.163,313,6r,94.172,326,2771-2855,
MK438524,6,75.085,293,6xc,93.558,326,2771-2855,
MK438525,6,71.672,293,6e,90.123,324,2771-2855,
MK438526,6,72.355,293,6e,92.331,326,2771-2855,
MK438527,6,70.861,302,6s,91.104,326,2774-2855,
MK438528,6,74.920,311,6p,92.331,326,2771-2855,
MK438529,6,73.684,266,6e,92.638,326,2780-2855,
MK438530,1,70.662,317,1a,70.347,317,2762-2855,
MK438531,6,74.121,313,6r,95.706,326,2771-2855,
MK438532,6,74.441,313,6r,94.785,326,2771-2855,
MK438533,6,73.163,313,6r,95.399,326,2771-2855,
MK438534,6,70.859,326,6e,92.331,326,2771-2855,
MK438535,6,71.331,293,6e,90.741,324,2771-2855,
MK438536,6,72.848,302,6r,92.638,326,2771-2855,
MK438537,6,74.121,313,6r,96.626,326,2771-2855,
MK438538,6,69.939,326,6e,91.718,326,2771-2855,
MK438539,6,74.834,302,6r,93.558,326,2771-2855,
MK438540,6,71.672,293,6e,90.798,326,2771-2855,
MK438541,1,69.156,308,1a,68.831,308,2765-2855,
MK438542,6,74.121,313,6r,95.399,326,2771-2855,
MK438543,6,73.944,284,6e,90.184,326,2780-2855,
MK438544,8,71.041,221,8a,71.041,221,2794-2855,
MK438545,6,75.080,313,6r,95.706,326,2771-2855,
MK438546,6,70.245,326,6e,90.491,326,2771-2855,
MK438547,8,70.588,221,8a,70.588,221,2794-2855,
MK438548,6,80.064,311,6a,91.718,326,2771-2855,
MK438549,8,73.092,249,8a,73.092,249,2794-2855,
MK438550,6,72.222,324,6r,93.252,326,2771-2855,
MK438551,6,70.740,311,6e,91.411,326,2771-2855,
MK438552,8,68.778,221,8a,68.778,221,2794-2855,
MK438553,6,73.802,313,6r,95.092,326,2771-2855,
MK438554,6,71.166,326,6e,91.718,326,2771-2855,
MK438555,6,72.575,299,6e,93.558,326,2780-2855,
MK438556,6,73.592,284,6e,88.580,324,2780-2855,
MK438557,6,77.816,293,6xc,89.198,324,2771-2855,
MK438558,6,73.620,326,6e,90.798,326,2771-2855,
MK438559,3,68.013,297,3d,69.355,248,2782-2855,
MK438560,6,72.535,284,6e,89.877,326,2780-2855,
MK438561,6,70.859,326,6e,91.411,326,2771-2855,
MK438562,6,72.109,294,6xf,91.411,326,2771-2855,
MK438563,6,73.091,275,6s,93.252,326,2774-2855,
MK438564,6,79.470,302,6a,81.902,326,2771-2855,
MK438565,6,73.482,313,6r,92.331,326,2771-2855,
MK438566,6,75.000,284,6e,90.491,326,2780-2855,
MK438567,6,72.848,302,6r,95.399,326,2771-2855,
MK438568,6,70.859,326,6e,91.104,326,2771-2855,
MK438569,6,74.576,295,6p,90.798,326,2771-2855,
MK438570,6,69.775,311,6e,88.957,326,2771-2855,
MK438571,6,70.569,299,6e,92.331,326,2780-2855,
MK438572,6,73.592,284,6e,92.025,326,2780-2855,
MK438573,8,69.683,221,8a,69.683,221,2794-2855,
MK438574,6,73.765,324,6r,94.785,326,2771-2855,
MK438575,6,72.204,313,6r,95.092,326,2771-2855,
MK438576,6,70.990,293,6e,91.975,324,2771-2855,
MK438577,6,73.802,313,6r,96.012,326,2771-2855,
MK438578,6,73.802,313,6r,95.092,326,2771-2855,
MK438579,6,73.802,313,6r,96.626,326,2771-2855,
MK438580,6,78.086,324,6a,91.718,326,2771-2855,
MK438581,6,72.171,327,6e,90.798,326,2771-2855,
MK438582,6,73.684,266,6e,91.104,326,2780-2855,
MK438583,6,71.331,293,6e,90.184,326,2771-2855,
MK438584,8,70.588,221,8a,70.588,221,2794-2855,
MK438585,8,68.778,221,8a,68.778,221,2794-2855,
MK438586,1,68.506,308,1a,68.506,308,2765-2855,
MK438587,6,74.074,324,6p,92.638,326,2771-2855,
MK438588,6,72.026,311,6e,91.411,326,2771-2855,
MK438589,6,73.308,266,6e,89.877,326,2780-2855,
MK438590,6,72.524,313,6r,93.865,326,2771-2855,
MK438591,6,73.148,324,6p,92.331,326,2771-2855,
MK438592,6,71.479,284,6e,91.411,326,2780-2855,
MK438593,6,72.932,266,6e,91.718,326,2780-2855,
MK438594,6,73.379,293,6e,91.718,326,2771-2855,
MK438595,1,72.183,284,1a,70.662,317,2762-2855,
MK438596,6,71.483,263,6s,92.331,326,2774-2855,
MK438597,6,72.556,266,6e,91.718,326,2780-2855,
MK438598,6,73.765,324,6p,92.331,326,2771-2855,
MK438599,6,72.449,294,6xf,91.411,326,2771-2855,
MK438600,6,73.148,324,6p,91.718,326,2771-2855,
MK438601,6,72.696,293,6e,91.718,326,2771-2855,
MK438602,6,70.395,304,6s,92.638,326,2774-2855,
MK438603,6,73.163,313,6r,94.785,326,2771-2855,
MK438604,6,73.163,313,6r,93.558,326,2771-2855,
MK438605,6,71.287,303,6q,93.865,326,2771-2855,
MK438606,6,72.241,299,6e,92.025,326,2780-2855,
MK438607,6,73.379,293,6e,90.491,326,2771-2855,
MK438608,6,72.932,266,6e,91.718,326,2780-2855,
MK438609,6,73.482,313,6r,93.252,326,2771-2855,
MK438610,6,70.990,293,6e,91.104,326,2771-2855,
MK438611,6,71.331,293,6e,88.272,324,2771-2855,
MK438612,6,69.966,293,6e,88.889,324,2771-2855,
MK438613,6,73.148,324,6p,92.638,326,2771-2855,
MK438615,6,75.254,295,6p,91.718,326,2771-2855,
MK438616,6,72.843,313,6r,96.319,326,2771-2855,
MK438617,6,72.014,293,6e,91.104,326,2771-2855,
MK438618,6,71.672,293,6e,90.798,326,2771-2855,
MK438619,6,71.331,293,6e,91.104,326,2771-2855,
MK438620,8,75.000,232,8a,75.000,232,2799-2855,
MK438621,6,73.064,297,6e,90.741,324,2780-2855,
MK438622,6,72.333,300,6e,91.104,326,2780-2855,
MK438623,6,72.355,293,6e,92.593,324,2771-2855,
MK438624,6,72.185,302,6r,91.104,326,2771-2855,
MK438625,6,72.109,294,6e,90.798,326,2771-2855,
MK438626,7,70.608,296,7a,70.608,296,2767-2855,
MK438627,6,75.000,300,6e,92.025,326,2780-2855,
MK438628,8,69.683,221,8a,69.683,221,2794-2855,
MK438629,6,75.080,313,6r,95.399,326,2771-2855,
MK438630,6,74.769,325,6xc,93.252,326,2771-2855,
MK438631,8,73.707,232,8a,73.707,232,2795-2855,
MK438632,6,72.524,313,6r,94.172,326,2771-2855,
MK438633,6,73.148,324,6p,92.331,326,2771-2855,
MK438634,6,72.696,293,6e,91.411,326,2771-2855,
MK438635,6,72.026,311,6e,92.331,326,2771-2855,
MK438636,8,69.796,245,8a,69.796,245,2794-2855,
