Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover
EU256082,1,79.311,9343,1b,91.447,9330,1175-1315,
EU256083,1,79.471,9343,1b,91.674,9332,1175-1315,
EU256084,1,78.920,9350,1b,90.156,9336,1175-1315,
EU256085,1,79.313,9349,1b,91.124,9329,1175-1315,
EU256087,1,94.737,9273,1a,94.932,9273,1175-1315,
EU256088,1,79.131,9344,1b,90.377,9332,1175-1315,
EU256089,1,79.145,9336,1b,91.285,9329,1175-1315,
EU256090,1,79.160,9338,1b,92.593,9329,1175-1315,
EU256091,1,78.494,9058,1b,90.737,9047,1175-1315,
EU256092,1,79.050,9351,1b,90.921,9329,1175-1315,
EU256094,1,95.133,9307,1a,94.906,9305,1175-1315,
EU256095,1,95.436,9312,1a,94.985,9312,1175-1315,
EU256096,1,94.477,9288,1a,94.531,9288,1175-1315,
EU256097,1,94.460,9404,1a,94.755,9304,1175-1315,
EU256098,1,78.883,9367,1b,91.545,9344,1175-1315,
EU256099,1,79.017,9336,1b,91.941,9331,1175-1315,
EU256100,1,79.268,9348,1b,91.769,9331,1175-1315,
EU256101,1,79.056,9344,1b,91.464,9337,1175-1315,
EU256102,1,79.065,9343,1b,91.041,9331,1175-1315,
EU256103,1,78.497,9343,1b,90.654,9330,1175-1315,
EU256104,1,94.778,9307,1a,94.649,9307,1175-1315,
EU256105,1,93.265,9399,1a,93.049,9351,1175-1315,
EU256106,1,92.605,9276,1a,92.446,9280,1175-1315,
EU256107,1,92.085,9311,1a,91.977,9311,1175-1315,
EU260395,1,92.612,9312,1a,92.558,9312,1175-1315,
EU260396,1,95.744,9280,1a,95.334,9280,1175-1315,
EU302587,2,78.384,2054,2b,91.582,2055,1175-1315,
EU307649,1,79.845,2059,1b,91.334,2054,1175-1315,
EU307650,1,79.805,2055,1b,88.997,2054,1175-1315,
EU307651,1,80.087,2059,1b,90.170,2055,1175-1315,
EU307652,1,79.699,2059,1b,90.896,2054,1175-1315,
EU312148,2,78.676,2054,2b,90.998,2055,1175-1315,
EU312149,2,78.707,2057,2b,90.803,2055,1175-1315,
EU312150,2,78.043,2054,2b,91.046,2055,1175-1315,
EU312151,2,78.140,2054,2b,90.462,2055,1175-1315,
EU315118,3,93.674,2055,3a,94.312,2057,1175-1315,
EU315119,3,94.891,2055,3a,93.340,2057,1175-1315,
EU315120,3,94.158,2054,3a,93.236,2055,1175-1315,
EU315121,3,93.820,2055,3a,94.020,2057,1175-1315,
EU315122,1,79.728,2057,1b,91.675,2054,1175-1315,
EU332546,3,94.258,2055,3a,92.951,2057,1175-1315,
EU332547,3,93.528,2055,3a,93.340,2057,1175-1315,
EU332548,3,94.307,2055,3a,94.409,2057,1175-1315,
EU332549,2,77.897,2054,2b,99.513,2055,1175-1315,
EU362876,1,95.598,9291,1a,95.200,9291,1175-1315,
EU362877,1,94.380,9342,1a,94.584,9306,1175-1315,
EU362878,1,95.619,9177,1a,95.107,9177,1175-1315,
EU362879,1,94.156,9291,1a,93.768,9291,1175-1315,
EU362880,1,92.340,9256,1a,92.079,9254,1175-1315,
EU362881,1,94.740,9164,1a,94.424,9164,1175-1315,
EU362882,1,92.364,9350,1a,92.307,9320,1175-1315,
EU362883,1,94.475,9176,1a,94.714,9176,1175-1315,
EU362884,1,94.836,9372,1a,94.322,9370,1175-1315,
EU362885,1,95.211,9251,1a,95.395,9251,1175-1315,
EU362886,1,91.978,9362,1a,91.815,9322,1175-1315,
EU362887,1,94.751,9355,1a,94.742,9319,1175-1315,
EU362888,1,93.472,9069,1a,93.200,9073,1175-1315,
EU362889,1,92.733,9068,1a,92.735,9071,1175-1315,
EU362890,1,94.758,9176,1a,94.398,9176,1175-1315,
EU362891,1,95.375,9255,1a,94.976,9255,1175-1315,
EU362892,1,95.501,9402,1a,95.527,9346,1175-1315,
EU362893,1,92.263,9241,1a,92.046,9241,1175-1315,
EU362894,1,93.543,9230,1a,93.662,9230,1175-1315,
EU362895,1,93.014,9362,1a,92.801,9321,1175-1315,
EU362896,1,94.854,9406,1a,95.032,9359,1175-1315,
EU362897,1,94.702,9399,1a,94.775,9359,1175-1315,
EU362898,1,95.499,9332,1a,94.981,9305,1175-1315,
EU362899,1,95.832,9166,1a,95.483,9166,1175-1315,
EU362900,1,95.736,9169,1a,95.223,9169,1175-1315,
EU362901,1,92.897,9362,1a,92.663,9322,1175-1315,
EU362902,1,95.341,9166,1a,94.960,9166,1175-1315,
EU362903,1,95.096,9176,1a,95.390,9176,1175-1315,
EU362904,1,95.274,9120,1a,95.461,9120,1175-1315,
EU362905,1,92.964,9153,1a,92.824,9156,1175-1315,
EU362906,1,94.527,9135,1a,94.505,9135,1175-1315,
EU362907,1,95.429,9166,1a,94.981,9166,1175-1315,
EU362908,1,95.503,9118,1a,95.065,9118,1175-1315,
EU362909,1,92.327,9123,1a,92.119,9123,1175-1315,
EU362910,1,93.944,9131,1a,94.075,9131,1175-1315,
EU362911,1,93.339,9128,1a,93.130,9126,1175-1315,
EU392169,4,79.730,9334,4f,91.446,9294,1175-1315,
EU392170,4,79.611,9294,4f,91.156,9261,1175-1315,
EU392171,4,78.790,9302,4k,91.704,9282,1175-1315,
EU392172,4,80.558,9320,4d,95.322,9299,1175-1315,
EU392173,4,78.562,9334,4k,100.000,9312,1175-1315,
EU392174,4,79.923,9319,4f,91.642,9297,1175-1315,
EU392175,4,80.157,9323,4f,100.000,9297,1175-1315,
EU408326,6,73.398,9522,6e,91.825,9468,1175-1315,
EU408327,6,73.887,9505,6o,90.814,9449,1175-1315,
EU408328,6,73.426,7402,6r,100.000,9449,1175-1315,
EU408329,6,73.103,9540,6s,100.000,9473,1175-1315,
EU408330,6,73.832,9504,6xa,100.000,9451,1175-1315,
EU408331,6,73.676,9520,6xa,98.487,9451,1175-1315,
EU408332,6,73.562,9494,6xa,100.000,9443,1175-1315,
EU482831,1,92.168,9283,1a,92.093,9283,1175-1315,
EU482832,1,92.262,9292,1a,92.205,9288,1175-1315,
EU482833,1,78.739,9360,1b,91.296,9329,1175-1315,
EU482834,1,92.343,9260,1a,92.214,9260,1175-1315,
EU482835,1,91.742,9312,1a,91.871,9312,1175-1315,
EU482836,1,94.723,9305,1a,94.702,9305,1175-1315,
EU482837,1,95.362,9292,1a,95.017,9292,1175-1315,
EU482838,1,95.387,9386,1a,94.814,9352,1175-1315,
EU482839,1,79.176,9345,1b,91.271,9337,1175-1315,
EU482840,1,92.283,9317,1a,92.351,9322,1175-1315,
EU482841,1,95.264,9311,1a,95.242,9311,1175-1315,
EU482842,1,92.721,9383,1a,92.684,9309,1175-1315,
EU482843,1,95.486,9304,1a,95.271,9304,1175-1315,
EU482844,1,91.997,9309,1a,91.857,9309,1175-1315,
EU482845,1,94.975,9313,1a,94.524,9313,1175-1315,
EU482846,1,93.425,9308,1a,93.438,9311,1175-1315,
EU482847,1,95.245,9295,1a,94.792,9293,1175-1315,
EU482848,1,94.145,9309,1a,94.304,9304,1175-1315,
EU482849,1,79.444,9345,1b,92.004,9330,1175-1315,
EU482850,1,95.660,9285,1a,95.401,9285,1175-1315,
EU482852,1,95.685,9294,1a,95.255,9294,1175-1315,
EU482853,1,92.073,9297,1a,91.911,9297,1175-1315,
EU482854,1,92.156,9294,1a,92.040,9297,1175-1315,
EU482855,1,91.604,9290,1a,91.449,9297,1175-1315,
EU482856,1,94.477,9306,1a,94.442,9302,1175-1315,
EU482857,1,92.781,9295,1a,92.556,9296,1175-1315,
EU482858,1,92.184,9302,1a,91.894,9302,1175-1315,
EU482859,1,78.979,9348,1b,90.957,9333,1175-1315,
EU482860,1,79.649,9341,1b,91.994,9330,1175-1315,
EU482861,1,94.668,9303,1a,94.496,9303,1175-1315,
EU482862,1,95.141,9303,1a,94.615,9303,1175-1315,
EU482863,1,94.348,9306,1a,94.466,9306,1175-1315,
EU482864,1,94.877,9311,1a,94.437,9311,1175-1315,
EU482865,1,94.753,9282,1a,94.398,9282,1175-1315,
EU482866,1,94.766,9305,1a,94.315,9305,1175-1315,
EU482867,1,92.565,9307,1a,92.479,9307,1175-1315,
EU482868,1,95.169,9294,1a,94.846,9294,1175-1315,
EU482869,1,92.323,9300,1a,92.107,9299,1175-1315,
EU482870,1,95.504,9320,1a,95.247,9320,1175-1315,
EU482871,1,92.775,9287,1a,92.613,9287,1175-1315,
EU482872,1,91.906,9316,1a,91.799,9316,1175-1315,
EU482873,1,94.940,9288,1a,94.994,9288,1175-1315,
EU482874,1,79.330,9342,1b,91.312,9335,1175-1315,
EU482875,1,78.966,9342,1b,90.160,9339,1175-1315,
EU482876,1,96.078,9384,1a,95.519,9351,1175-1315,
EU482877,1,79.044,9353,1b,91.039,9340,1175-1315,
EU482878,1,95.679,9303,1a,95.227,9303,1175-1315,
EU482880,1,79.002,9339,1b,91.580,9335,1175-1315,
EU482881,1,78.899,9355,1b,90.651,9338,1175-1315,
EU482882,1,94.595,9287,1a,94.476,9287,1175-1315,
EU482883,1,79.534,9347,1b,91.336,9338,1175-1315,
EU482884,1,95.941,9067,1a,95.434,9067,1175-1315,
EU482885,1,79.095,9352,1b,91.516,9335,1175-1315,
EU482886,1,79.057,9349,1b,91.420,9336,1175-1315,
EU482888,1,79.225,9338,1b,91.556,9332,1175-1315,
EU529676,1,93.578,9312,1a,93.470,9311,1175-1315,
EU529677,1,95.196,9305,1a,94.831,9305,1175-1315,
EU529678,1,91.809,9291,1a,91.867,9296,1175-1315,
EU529679,1,94.962,9290,1a,94.758,9290,1175-1315,
EU529680,1,94.865,9309,1a,94.360,9309,1175-1315,
EU529681,1,92.043,9300,1a,91.724,9304,1175-1315,
EU529682,1,78.405,9067,1b,89.592,9051,1175-1315,
EU569722,1,95.327,9308,1a,95.626,9306,1175-1315,
EU569723,1,94.643,9297,1a,94.773,9297,1175-1315,
EU595697,1,91.908,9293,1a,91.653,9297,1175-1315,
EU595698,1,94.588,9294,1a,94.749,9294,1175-1315,
EU595699,1,91.387,7698,1a,91.076,7698,1175-1315,
EU622929,1,95.474,2055,1a,95.572,2055,1175-1315,
EU622930,1,93.382,2055,1a,93.285,2055,1175-1315,
EU622931,1,94.209,2055,1a,95.134,2055,1175-1315,
EU622932,1,96.448,2055,1a,96.058,2055,1175-1315,
EU622933,1,91.338,2055,1a,92.019,2055,1175-1315,
EU643834,6,72.306,9197,6w,100.000,9147,1175-1315,
EU643835,6,72.939,6271,6w,83.848,9200,1175-1315,
EU643836,6,72.161,9203,6w,91.024,9147,1175-1315,
EU660383,1,92.133,9305,1a,92.212,9309,1175-1315,
EU660384,1,92.270,9327,1a,92.186,9330,1175-1315,
EU660385,1,91.430,9288,1a,91.282,9291,1175-1315,
EU709893,1,89.871,543,1a,91.529,543,1175-1315,
EU709894,1,90.239,543,1a,91.897,543,1175-1315,
EU709895,1,91.344,543,1a,91.529,543,1175-1315,
EU709896,1,85.635,543,1a,85.635,543,1175-1315,
EU709897,1,90.476,420,1a,92.143,420,1181-1315,
EU709898,1,90.238,420,1a,91.429,420,1181-1315,
EU709899,1,89.694,359,1a,89.694,359,1314-1315,
EU709900,1,91.367,417,1a,91.847,417,1182-1315,
EU709901,1,90.608,543,1a,90.792,543,1175-1315,
EU709902,1,94.475,543,1a,94.475,543,1175-1315,
EU709903,1,95.028,543,1a,95.764,543,1175-1315,
EU709904,1,94.475,543,1a,93.923,543,1175-1315,
EU709905,1,88.582,543,1a,89.871,543,1175-1315,
EU709906,1,94.843,543,1a,95.028,543,1175-1315,
EU709907,1,88.029,543,1a,88.950,543,1175-1315,
EU709908,1,90.608,543,1a,91.160,543,1175-1315,
EU709909,1,90.976,543,1a,93.002,543,1175-1315,
EU709910,1,87.661,543,1a,88.766,543,1175-1315,
EU709911,1,83.978,543,1a,84.899,543,1175-1315,
EU709912,1,92.271,414,1a,92.754,414,1183-1315,
EU709913,1,89.209,417,1a,90.168,417,1182-1315,
EU709914,1,88.810,420,1a,90.000,420,1181-1315,
EU709915,1,89.346,413,1a,91.041,413,1184-1315,
EU709916,1,93.720,414,1a,93.478,414,1183-1315,
EU709917,1,87.619,420,1a,89.524,420,1181-1315,
EU709918,1,88.214,543,1a,89.871,543,1175-1315,
EU709919,1,92.911,395,1a,92.658,395,1190-1315,
EU709921,1,93.798,387,1a,94.315,387,1192-1315,
EU709922,1,92.346,405,1a,92.593,405,1186-1315,
EU709923,1,91.067,403,1a,91.811,403,1187-1315,
EU709924,1,88.614,404,1a,89.851,404,1187-1315,
EU709925,1,91.142,429,1a,93.240,429,1178-1315,
EU709926,1,89.687,543,1a,90.976,543,1175-1315,
EU709927,1,90.657,396,1a,92.172,396,1189-1315,
EU709928,1,90.465,430,1a,91.628,430,1178-1315,
EU709929,1,91.962,423,1a,92.435,423,1180-1315,
EU709931,1,92.506,387,1a,93.023,387,1192-1315,
EU709932,1,90.608,543,1a,91.897,543,1175-1315,
EU709933,1,89.510,429,1a,91.142,429,1178-1315,
EU709934,1,91.713,543,1a,93.554,543,1175-1315,
EU709935,1,82.472,542,1a,83.395,542,1175-1315,
EU709936,1,83.794,543,1a,85.267,543,1175-1315,
EU709937,1,90.608,543,1a,91.529,543,1175-1315,
EU709938,1,81.031,543,1a,82.320,543,1175-1315,
EU709939,1,88.582,543,1a,89.871,543,1175-1315,
EU709940,1,88.029,543,1a,89.687,543,1175-1315,
EU709941,1,85.820,543,1a,87.293,543,1175-1315,
EU709942,1,87.906,339,1a,88.496,339,1175-1253,
EU709943,1,87.661,543,1a,89.503,543,1175-1315,
EU709944,1,93.429,350,1a,94.286,350,1175-1257,
EU709945,1,90.107,374,1a,92.781,374,1175-1265,
EU709946,1,91.369,336,1a,92.857,336,1175-1252,
EU709947,1,90.424,543,1a,91.529,543,1175-1315,
EU709949,1,77.206,408,1b,90.509,432,1177-1313,
EU709950,1,74.797,369,1b,88.295,393,1190-1313,
EU709951,1,77.938,417,1b,90.865,416,1182-1315,
EU709952,1,77.259,321,1b,89.817,383,1206-1313,
EU709953,1,80.685,321,1b,93.023,344,1206-1313,
EU709954,1,78.656,506,1b,90.909,506,1175-1309,
EU709955,1,73.211,545,1b,88.930,542,1175-1315,
EU709956,1,77.881,538,1b,91.160,543,1175-1315,
EU709957,1,72.661,545,1b,85.055,542,1175-1315,
EU709958,1,78.349,545,1b,90.037,542,1175-1315,
EU709959,1,76.427,543,1b,89.483,542,1175-1315,
EU709961,1,76.686,519,1b,90.406,542,1175-1313,
EU709962,3,93.002,543,3a,92.634,543,1175-1315,
EU709963,3,94.659,543,3a,93.554,543,1175-1315,
EU709964,3,92.818,543,3a,92.449,543,1175-1315,
EU709965,3,94.889,450,3a,95.778,450,1177-1315,
EU709966,3,93.920,477,3a,94.340,477,1175-1315,
EU709967,3,87.853,354,3a,90.113,354,1175-1263,
EU709968,3,93.738,543,3a,94.107,543,1175-1315,
EU709969,3,94.033,486,3a,93.416,486,1175-1315,
EU709970,3,93.923,543,3a,92.265,543,1175-1315,
EU709971,3,92.222,450,3a,93.556,450,1177-1315,
EU709972,3,93.738,543,3a,92.081,543,1175-1315,
EU709973,3,92.081,543,3a,92.818,543,1175-1315,
EU709974,3,93.738,543,3a,93.186,543,1175-1315,
EU709975,3,93.554,543,3a,92.818,543,1175-1315,
EU709976,3,92.174,345,3a,92.442,344,1175-1260,
EU709977,3,93.358,542,3a,93.173,542,1175-1315,
EU709978,3,94.475,543,3a,94.107,543,1175-1315,
EU709979,3,90.792,543,3a,90.608,543,1175-1315,
EU709980,3,94.667,450,3a,93.778,450,1177-1315,
EU709981,3,89.687,543,3a,89.687,543,1175-1315,
EU709982,3,92.000,375,3a,93.067,375,1175-1270,
EU709983,3,93.738,543,3a,90.792,543,1175-1315,
EU709984,3,92.634,543,3a,91.160,543,1175-1315,
EU709985,3,92.449,543,3a,90.055,543,1175-1315,
EU709986,3,90.424,543,3a,88.398,543,1175-1315,
EU709987,3,91.897,543,3a,90.792,543,1175-1315,
EU709988,3,94.050,437,3a,91.533,437,1181-1315,
EU709989,3,95.000,440,3a,93.182,440,1180-1315,
EU709990,3,91.144,542,3a,91.144,542,1175-1315,
EU709991,3,95.212,543,3a,93.002,543,1175-1315,
EU709992,3,93.370,543,3a,91.160,543,1175-1315,
EU709993,3,92.634,543,3a,90.424,543,1175-1315,
EU709994,3,95.764,543,3a,93.554,543,1175-1315,
EU709995,3,92.818,543,3a,93.370,543,1175-1315,
EU709996,3,93.002,543,3a,93.002,543,1175-1315,
EU709997,3,92.623,488,3a,93.648,488,1175-1315,
EU709998,3,93.042,503,3a,94.036,503,1175-1315,
EU709999,3,92.955,440,3a,83.978,543,1180-1315,
EU710000,3,93.002,543,3a,92.818,543,1175-1315,
EU710001,3,92.265,543,3a,91.344,543,1175-1315,
EU710002,3,94.659,543,3a,92.265,543,1175-1315,
EU710003,3,93.556,450,3a,92.444,450,1177-1315,
EU710004,3,93.923,543,3a,92.081,543,1175-1315,
EU710005,3,89.503,543,3a,87.845,543,1175-1315,
EU710006,3,95.028,543,3a,94.291,543,1175-1315,
EU710007,3,93.056,432,3a,92.130,432,1183-1315,
EU710008,3,94.235,451,3a,92.239,451,1176-1315,
EU710009,3,93.805,452,3a,93.805,452,1176-1315,
EU710010,3,91.713,543,3a,89.687,543,1175-1315,
EU710011,3,92.634,543,3a,92.449,543,1175-1315,
EU710012,3,86.924,543,3a,86.924,543,1175-1315,
EU710013,3,95.616,479,3a,93.528,479,1175-1315,
EU710014,3,94.107,543,3a,94.475,543,1175-1315,
EU710015,3,91.529,543,3a,91.713,543,1175-1315,
EU710016,3,94.260,453,3a,94.040,453,1176-1315,
EU710017,3,92.434,489,3a,93.456,489,1175-1315,
EU710018,3,92.886,492,3a,93.902,492,1175-1315,
EU710019,3,92.593,351,3a,90.883,351,1210-1315,
EU710020,3,91.636,275,3a,91.636,275,1235-1315,
EU710021,3,94.107,543,3a,92.634,543,1175-1315,
EU710022,3,92.449,543,3a,92.818,543,1175-1315,
EU710024,3,94.107,543,3a,92.449,543,1175-1315,
EU710025,3,93.851,309,3a,93.528,309,1224-1315,
EU710026,3,92.066,542,3a,91.882,542,1175-1315,
EU710027,3,93.002,543,3a,91.529,543,1175-1315,
EU710028,3,94.659,543,3a,93.370,543,1175-1315,
EU710029,3,92.081,543,3a,93.554,543,1175-1315,
EU710030,3,93.554,543,3a,93.923,543,1175-1315,
EU710031,3,93.162,468,3a,92.521,468,1175-1315,
EU710032,3,92.000,425,3a,91.059,425,1185-1315,
EU710033,3,91.897,543,3a,91.897,543,1175-1315,
EU710034,3,86.188,543,3a,86.924,543,1175-1315,
EU710035,3,94.737,437,3a,92.906,437,1181-1315,
EU710036,3,91.513,542,3a,90.775,542,1175-1315,
EU710037,3,91.713,543,3a,91.529,543,1175-1315,
EU710038,3,92.066,542,3a,91.697,542,1175-1315,
EU710039,3,91.897,543,3a,92.265,543,1175-1315,
EU710040,3,92.449,543,3a,90.976,543,1175-1315,
EU710041,3,87.109,543,3a,86.556,543,1175-1315,
EU710042,3,89.319,543,3a,90.239,543,1175-1315,
EU710043,3,92.449,543,3a,91.160,543,1175-1315,
EU710044,3,93.002,543,3a,92.818,543,1175-1315,
EU710045,3,92.634,543,3a,92.634,543,1175-1315,
EU710046,3,93.002,543,3a,92.449,543,1175-1315,
EU710047,3,93.554,543,3a,94.107,543,1175-1315,
EU710048,3,91.529,543,3a,92.265,543,1175-1315,
EU710049,3,93.036,359,3a,91.365,359,1175-1265,
EU710050,3,91.344,543,3a,90.608,543,1175-1315,
EU710051,3,92.449,543,3a,92.634,543,1175-1315,
EU710052,3,93.186,543,3a,92.081,543,1175-1315,
EU710053,3,93.002,543,3a,93.370,543,1175-1315,
EU710054,3,94.000,450,3a,93.556,450,1177-1315,
EU710055,3,94.792,480,3a,94.583,480,1175-1315,
EU710056,3,91.892,444,3a,93.018,444,1179-1315,
EU710057,3,86.924,543,3a,87.477,543,1175-1315,
EU710058,3,91.574,451,3a,92.018,451,1176-1315,
EU710059,3,94.856,486,3a,93.416,486,1175-1315,
EU710060,3,93.763,465,3a,93.333,465,1175-1315,
EU710061,3,94.407,447,3a,92.617,447,1178-1315,
EU710062,3,92.843,489,3a,93.865,489,1175-1315,
EU710063,3,87.293,543,3a,86.372,543,1175-1315,
EU710064,3,91.880,468,3a,91.880,468,1175-1315,
EU710065,3,93.763,465,3a,92.043,465,1175-1315,
EU710066,3,91.513,542,3a,90.406,542,1175-1315,
EU710067,3,93.240,429,3a,93.240,429,1184-1315,
EU710068,3,92.208,462,3a,92.208,462,1175-1315,
EU710069,3,94.291,543,3a,93.923,543,1175-1315,
EU710070,3,90.476,462,3a,90.909,462,1175-1315,
EU710071,3,93.186,543,3a,92.818,543,1175-1315,
EU710072,3,95.299,468,3a,93.376,468,1175-1315,
EU710073,3,91.925,483,3a,92.754,483,1175-1315,
EU710074,3,93.002,543,3a,93.186,543,1175-1315,
EU710075,3,92.971,441,3a,93.878,441,1180-1315,
EU710076,3,93.582,483,3a,93.996,483,1175-1315,
EU710077,3,92.798,486,3a,93.004,486,1175-1315,
EU710078,3,94.291,543,3a,92.449,543,1175-1315,
EU710079,3,92.081,543,3a,92.081,543,1175-1315,
EU710080,3,93.827,486,3a,93.210,486,1175-1315,
EU710081,3,92.444,450,3a,93.111,450,1177-1315,
EU710082,3,92.818,543,3a,91.713,543,1175-1315,
EU710467,1,89.687,543,1a,91.529,543,1175-1315,
EU710468,1,89.844,384,1a,91.667,384,1193-1315,
EU710469,1,88.766,543,1a,89.319,543,1175-1315,
EU710470,1,89.757,371,1a,90.860,372,1175-1264,
EU710471,1,92.471,425,1a,93.647,425,1180-1315,
EU710472,1,90.353,425,1a,91.059,425,1180-1315,
EU710473,1,93.173,542,1a,94.649,542,1175-1315,
EU710474,1,91.451,386,1a,93.005,386,1193-1315,
EU710475,1,91.315,403,1a,92.556,403,1187-1315,
EU710476,1,90.037,542,1a,90.959,542,1175-1315,
EU710477,1,91.026,390,1a,92.564,390,1191-1315,
EU710478,1,94.057,387,1a,94.315,387,1192-1315,
EU710480,1,89.877,405,1a,91.111,405,1186-1315,
EU710481,1,84.899,543,1a,84.715,543,1175-1315,
EU710482,1,89.474,475,1a,91.158,475,1175-1298,
EU710483,1,89.630,405,1a,91.111,405,1186-1315,
EU710484,1,90.439,387,1a,91.990,387,1192-1315,
EU710485,1,91.584,404,1a,93.317,404,1187-1315,
EU710486,1,90.909,385,1a,91.429,385,1193-1315,
EU710487,1,86.531,542,1a,88.376,542,1175-1315,
EU710488,1,91.781,365,1a,91.781,365,1312-1315,
EU710489,1,87.984,491,1a,89.206,491,1175-1304,
EU710490,1,90.613,522,1a,90.996,522,1175-1315,
EU710491,1,92.634,543,1a,93.923,543,1175-1315,
EU710492,1,91.048,525,1a,91.619,525,1175-1315,
EU710493,1,89.687,543,1a,90.608,543,1175-1315,
EU710494,1,90.299,402,1a,90.796,402,1187-1315,
EU710495,1,90.476,231,1a,92.641,231,1244-1315,
EU710496,1,90.946,497,1a,91.147,497,1175-1306,
EU710497,1,92.548,416,1a,92.788,416,1183-1315,
EU710499,1,91.529,543,1a,91.897,543,1175-1315,
EU710500,1,92.284,324,1a,92.593,324,1175-1248,
EU710501,1,92.453,371,1a,92.183,371,1175-1264,
EU710502,1,89.503,543,1a,90.976,543,1175-1315,
EU710503,1,83.425,543,1a,85.083,543,1175-1315,
EU710504,1,91.529,543,1a,91.897,543,1175-1315,
EU710505,1,91.711,374,1a,93.316,374,1175-1265,
EU710506,1,81.584,543,1a,82.136,543,1175-1315,
EU710507,1,91.293,379,1a,91.557,379,1175-1266,
EU710508,1,90.424,543,1a,90.792,543,1175-1315,
EU710509,1,90.055,543,1a,90.976,543,1175-1315,
EU710512,1,89.687,543,1a,91.529,543,1175-1315,
EU710513,1,89.871,543,1a,90.239,543,1175-1315,
EU710514,1,90.239,543,1a,90.792,543,1175-1315,
EU710515,1,91.160,543,1a,91.160,543,1175-1315,
EU710516,1,89.796,245,1a,91.837,245,1175-1222,
EU781746,1,95.132,9368,1a,94.801,9367,1175-1315,
EU781747,1,95.336,9370,1a,96.167,9367,1175-1315,
EU781748,1,93.328,9368,1a,93.140,9359,1175-1315,
EU781749,1,93.538,9332,1a,93.549,9332,1175-1315,
EU781750,1,94.132,9338,1a,94.033,9335,1175-1315,
EU781751,1,95.820,9331,1a,95.333,9320,1175-1315,
EU781752,1,91.841,9327,1a,91.547,9322,1175-1315,
EU781753,1,92.363,9323,1a,92.232,9320,1175-1315,
EU781754,1,95.266,9316,1a,94.901,9316,1175-1315,
EU781755,1,95.013,9324,1a,94.711,9321,1175-1315,
EU781756,1,94.920,9330,1a,94.946,9320,1175-1315,
EU781757,1,91.994,9318,1a,91.854,9318,1175-1315,
EU781758,1,94.419,9318,1a,94.537,9318,1175-1315,
EU781759,1,92.474,9314,1a,92.412,9317,1175-1315,
EU781760,1,95.706,9316,1a,95.706,9316,1175-1315,
EU781761,1,95.525,9318,1a,95.611,9318,1175-1315,
EU781762,1,94.989,9320,1a,95.074,9318,1175-1315,
EU781763,1,94.831,9324,1a,94.956,9318,1175-1315,
EU781764,1,95.269,9322,1a,95.417,9318,1175-1315,
EU781765,1,92.324,9315,1a,92.303,9315,1175-1315,
EU781766,1,94.021,9316,1a,93.580,9315,1175-1315,
EU781767,1,92.311,9312,1a,92.257,9312,1175-1315,
EU781768,1,94.793,9315,1a,94.342,9315,1175-1315,
EU781769,1,94.387,9318,1a,94.074,9315,1175-1315,
EU781770,1,95.476,9328,1a,94.886,9328,1175-1315,
EU781771,1,92.454,9329,1a,92.142,9315,1175-1315,
EU781772,1,94.591,9317,1a,94.847,9315,1175-1315,
EU781773,1,94.976,9316,1a,94.643,9315,1175-1315,
EU781774,1,94.967,9318,1a,94.503,9315,1175-1315,
EU781775,1,94.387,9318,1a,94.332,9315,1175-1315,
EU781776,1,95.732,9326,1a,95.556,9315,1175-1315,
EU781777,1,94.787,9304,1a,94.228,9304,1175-1315,
EU781778,1,92.609,9309,1a,92.504,9312,1175-1315,
EU781779,1,92.015,9318,1a,91.864,9317,1175-1315,
EU781780,1,93.351,9325,1a,93.352,9311,1175-1315,
EU781781,1,93.696,9311,1a,93.567,9311,1175-1315,
EU781782,1,94.826,9315,1a,95.049,9311,1175-1315,
EU781783,1,95.965,9318,1a,95.489,9310,1175-1315,
EU781784,1,95.466,9307,1a,94.896,9307,1175-1315,
EU781785,1,94.833,9309,1a,94.489,9309,1175-1315,
EU781786,1,94.782,9314,1a,94.973,9309,1175-1315,
EU781787,1,92.930,9321,1a,92.805,9312,1175-1315,
EU781788,1,92.593,9316,1a,92.190,9308,1175-1315,
EU781789,1,93.467,9322,1a,93.214,9313,1175-1315,
EU781790,1,91.824,9308,1a,91.683,9306,1175-1315,
EU781791,1,94.713,9306,1a,95.089,9306,1175-1315,
EU781792,1,94.000,9300,1a,93.495,9300,1175-1315,
EU781793,1,94.346,9303,1a,95.270,9303,1175-1315,
EU781794,1,94.462,9300,1a,94.527,9300,1175-1315,
EU781795,1,92.626,9316,1a,92.370,9305,1175-1315,
EU781796,1,92.110,9315,1a,91.779,9305,1175-1315,
EU781797,1,94.966,9297,1a,94.654,9297,1175-1315,
EU781798,1,94.375,9297,1a,94.278,9297,1175-1315,
EU781799,1,94.090,9306,1a,93.949,9304,1175-1315,
EU781800,1,95.586,9289,1a,95.403,9289,1175-1315,
EU781801,1,96.372,9288,1a,95.780,9288,1175-1315,
EU781802,1,94.580,9317,1a,94.483,9317,1175-1315,
EU781803,1,95.268,9277,1a,95.469,9269,1175-1315,
EU781804,1,95.339,9312,1a,95.372,9312,1175-1315,
EU781805,1,94.961,9307,1a,95.015,9307,1175-1315,
