Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
OR497902,1,1a,1,1a,1,1a,1,1a,1,1a
OR497903,1,1a,1,1a,1,1a,1,1a,1,1a
OR497904,1,1a,1,1a,1,1a,1,1a,1,1a
OR497905,1,1a,1,1a,1,1a,1,1a,1,1a
OR497906,1,1a,1,1a,1,1a,1,1a,1,1a
OR497907,1,1a,1,1a,1,1a,1,1a,1,1a
OR497908,1,1a,1,1a,1,1a,1,1a,1,1a
OR497909,1,1a,1,1a,1,1a,1,1a,1,1a
OR497911,1,1a,1,1a,1,1a,1,1a,1,1a
OR497912,1,1a,1,1a,1,1a,1,1a,1,1a
OR497913,1,1a,1,1a,1,1a,1,1a,1,1a
OR497915,1,1a,1,1a,1,1a,1,1a,1,1a
OR497916,1,1a,1,1a,1,1a,1,1a,1,1a
OR497917,1,1a,1,1a,1,1a,1,1a,1,1a
OR497918,1,1a,1,1a,1,1a,1,1a,1,1a
OR497919,1,1a,1,1a,1,1a,1,1a,1,1a
OR497920,1,1a,1,1a,1,1a,1,1a,1,1a
OR497921,1,1a,1,1a,1,1a,1,1a,1,1a
OR497922,1,1a,1,1a,1,1a,1,1a,1,1a
OR497923,1,1a,1,1a,1,1a,1,1a,1,1a
OR497924,1,1a,1,1a,1,1a,1,1a,1,1a
OR497925,1,1a,1,1a,1,1a,1,1a,1,1a
OR497926,1,1a,1,1a,1,1a,1,1a,1,1a
OR497927,1,1a,1,1a,1,1a,1,1a,1,1a
OR497929,1,1a,1,1a,1,1a,1,1a,1,1a
OR497930,1,1a,1,1a,1,1a,1,1a,1,1a
OR497931,1,1a,1,1a,1,1a,1,1a,1,1a
OR497932,1,1a,1,1a,1,1a,1,1a,1,1a
OR497933,1,1a,1,1a,1,1a,1,1a,1,1a
OR497934,1,1a,1,1a,1,1a,1,1a,1,1a
OR497935,1,1a,1,1a,1,1a,1,1a,1,1a
OR497937,1,1a,1,1a,1,1a,1,1a,1,1a
OR497938,1,1a,1,1a,1,1a,1,1a,1,1a
OR497939,1,1a,1,1a,1,1a,1,1a,1,1a
OR497940,1,1a,1,1a,1,1a,1,1a,1,1a
OR497941,1,1a,1,1a,1,1a,1,1a,1,1a
OR497942,1,1a,1,1a,1,1a,1,1a,1,1a
OR497943,1,1a,1,1a,1,1a,1,1a,1,1a
OR497946,1,1a,1,1a,1,1a,1,1a,1,1a
OR497948,1,1a,1,1a,1,1a,1,1a,1,1a
OR497949,1,1a,1,1a,1,1a,1,1a,1,1a
OR497950,1,1a,1,1a,1,1a,1,1a,1,1a
OR497951,1,1a,1,1a,1,1a,1,1a,1,1a
OR497952,1,1a,1,1a,1,1a,1,1a,1,1a
OR497953,1,1a,1,1a,1,1a,1,1a,1,1a
OR497954,1,1a,1,1a,1,1a,1,1a,1,1a
OR497956,4,4c,4,4c,4,4c,4,4c,4,4c
OR497959,3,3a,3,3a,3,3a,3,3a,3,3a
OR497960,3,3a,3,3a,3,3a,3,3a,3,3a
OR497961,3,3a,3,3a,3,3a,3,3a,3,3a
OR497962,3,3a,3,3a,3,3a,3,3a,3,3a
OR497965,3,3a,3,3a,3,3a,3,3a,3,3a
OR497968,3,3a,3,3a,3,3a,3,3a,3,3a
OR497969,3,3a,3,3a,3,3a,3,3a,3,3a
OR497971,3,3a,3,3a,3,3a,3,3a,3,3a
OR497972,3,3a,3,3a,3,3a,3,3a,3,3a
OR497973,3,3a,3,3a,3,3a,3,3a,3,3a
OR497974,3,3a,3,3a,3,3a,3,3a,3,3a
OR497975,3,3a,3,3a,3,3a,3,3a,3,3a
OR497977,3,3a,3,3a,3,3a,3,3a,3,3a
OR497978,3,3a,3,3a,3,3a,3,3a,3,3a
OR497979,3,3a,3,3a,3,3a,3,3a,3,3a
OR497984,3,3a,3,3a,3,3a,3,3a,3,3a
OR497985,3,3a,3,3a,3,3a,3,3a,3,3a
OR497986,3,3a,3,3a,3,3a,3,3a,3,3a
OR497988,4,4q,4,4q,4,4v,4,4q,4,4q
OR497989,1,1b,1,1b,1,1b,1,1b,1,1b
OR497990,1,1b,1,1b,1,1b,1,1b,1,1b
OR497991,1,1b,1,1b,1,1b,1,1b,1,1b
OR497992,1,1b,1,1b,1,1b,1,1b,1,1b
OR497994,1,1b,1,1b,1,1b,1,1b,1,1b
OR497995,1,1b,1,1b,1,1b,1,1b,1,1b
OR497997,1,1b,1,1b,1,1b,1,1b,1,1b
OR497998,1,1b,1,1b,1,1b,1,1b,1,1b
OR497999,1,1b,1,1b,1,1b,1,1b,1,1b
OR498000,1,1b,1,1b,1,1b,1,1b,1,1b
OR498001,1,1b,1,1b,1,1b,1,1b,1,1b
OR498002,1,1b,1,1b,1,1b,1,1b,1,1b
OR498004,1,1b,1,1b,1,1b,1,1b,1,1b
OR498006,1,1b,1,1b,1,1b,1,1b,1,1b
OR498007,1,1b,1,1b,1,1b,1,1b,1,1b
OR498008,1,1b,1,1b,1,1b,1,1b,1,1b
OR498010,1,1b,1,1b,1,1b,1,1b,1,1b
OR498012,1,1b,1,1b,1,1b,1,1b,1,1b
OR498013,1,1b,1,1b,1,1b,1,1b,1,1b
OR498014,1,1b,1,1b,1,1b,1,1b,1,1b
OR498015,1,1b,1,1b,1,1b,1,1b,1,1b
OR498016,1,1b,1,1b,1,1b,1,1b,1,1b
OR498017,1,1b,1,1b,1,1b,1,1b,1,1b
OR498018,1,1b,1,1b,1,1b,1,1b,1,1b
OR498019,1,1b,1,1b,1,1b,1,1b,1,1b
OR498021,1,1b,1,1b,1,1b,1,1b,1,1b
OR498022,1,1b,1,1b,1,1b,1,1b,1,1b
OR498024,1,1b,1,1b,1,1b,1,1b,1,1b
OR498026,1,1b,1,1b,1,1b,1,1b,1,1b
OR498027,1,1b,1,1b,1,1b,1,1b,1,1b
OR498028,1,1b,1,1b,1,1b,1,1b,1,1b
OR498031,1,1b,1,1b,1,1b,1,1b,1,1b
OR498033,1,1b,1,1b,1,1b,1,1b,1,1b
OR498034,1,1b,1,1b,1,1b,1,1b,1,1b
OR498036,1,1b,1,1b,1,1b,1,1b,1,1b
OR498037,1,1b,1,1b,1,1b,1,1b,1,1b
OR498040,1,1b,1,1b,1,1b,1,1b,1,1b
OR498041,1,1b,1,1b,1,1b,1,1b,1,1b
OR498043,1,1b,1,1b,1,1b,1,1b,1,1b
OR498045,1,1b,1,1b,1,1b,1,1b,1,1b
OR498046,1,1b,1,1b,1,1b,1,1b,1,1b
OR498047,1,1b,1,1b,1,1b,1,1b,1,1b
OR498050,1,1b,1,1b,1,1b,1,1b,1,1b
OR498051,1,1b,1,1b,1,1b,1,1b,1,1b
OR498053,1,1b,1,1b,1,1b,1,1b,1,1b
OR498054,1,1b,1,1b,1,1b,1,1b,1,1b
OR498055,1,1b,1,1b,1,1b,1,1b,1,1b
OR498056,1,1b,1,1b,1,1b,1,1b,1,1b
OR498057,1,1b,1,1b,1,1b,1,1b,1,1b
OR498058,1,1b,1,1b,1,1b,1,1b,1,1b
OR498060,1,1b,1,1b,1,1b,1,1b,1,1b
OR498063,1,1b,1,1b,1,1b,1,1b,1,1b
OR498064,1,1b,1,1b,1,1b,1,1b,1,1b
OR498065,1,1b,1,1b,1,1b,1,1b,1,1b
OR498067,1,1b,1,1b,1,1b,1,1b,1,1b
OR498068,1,1b,1,1b,1,1b,1,1b,1,1b
OR498069,1,1b,1,1b,1,1b,1,1b,1,1b
OR498070,1,1b,1,1b,1,1b,1,1b,1,1b
OR498071,1,1b,1,1b,1,1b,1,1b,1,1b
U01214,1,1b,1,1b,1,1b,1,1b,,
U37640,1,1b,1,1b,1,1b,1,1b,,
U37641,1,1b,1,1b,1,1b,1,1b,,
U37642,1,1b,1,1b,1,1b,1,1b,,
U37643,1,1b,1,1b,1,1b,1,1b,,
U37660,1,1b,1,1b,1,1b,1,1b,,
U37661,1,1b,1,1b,1,1b,1,1b,,
U37662,1,1b,1,1b,1,1b,1,1b,,
U37663,1,1b,1,1b,1,1b,1,1b,,
U37664,1,1b,1,1b,1,1b,1,1b,,
U37665,1,1b,1,1b,1,1b,1,1b,,
U37666,1,1b,1,1b,1,1b,1,1b,,
U37667,1,1b,1,1b,1,1b,1,1b,,
U37668,1,1b,1,1b,1,1b,1,1b,,
U37669,1,1b,1,1b,1,1b,1,1b,,
U37670,1,1b,1,1b,1,1b,1,1b,,
U37671,1,1b,1,1b,1,1b,1,1b,,
X76918,3,3a,3,3a,3,3a,3,3a,,
Y11604,4,4a,4,4a,4,4a,4,4a,,
Y12083,6,6a,6,6a,6,6a,6,6a,,
Y13184,5,5a,5,5a,5,5a,5,5a,,
AB047639,2,2a,2,2a,2,2a,2,2a,,
AB047640,2,2a,2,2a,2,2a,2,2a,,
AB047641,2,2a,2,2a,2,2a,2,2a,,
AB047644,2,2a,2,2a,2,2a,2,2a,,
AB047645,2,2a,2,2a,2,2a,2,2a,,
AB049087,1,1b,1,1b,1,1b,1,1b,1,1b
AB049092,1,1b,1,1b,1,1b,1,1b,1,1b
AB049093,1,1b,1,1b,1,1b,1,1b,1,1b
AB049094,1,1b,1,1b,1,1b,1,1b,1,1b
AB049096,1,1b,1,1b,1,1b,1,1b,1,1b
AB049097,1,1b,1,1b,1,1b,1,1b,1,1b
AB049098,1,1b,1,1b,1,1b,1,1b,1,1b
AB049099,1,1b,1,1b,1,1b,1,1b,1,1b
AB049100,1,1b,1,1b,1,1b,1,1b,1,1b
AB057598,1,1b,1,1b,1,1b,1,1b,,
AB057599,1,1b,1,1b,1,1b,1,1b,,
AB057600,1,1b,1,1b,1,1b,1,1b,,
AB057601,1,1b,1,1b,1,1b,1,1b,,
AB057602,1,1b,1,1b,1,1b,1,1b,,
AB057603,1,1b,1,1b,1,1b,1,1b,,
AB057604,1,1b,1,1b,1,1b,1,1b,,
AB057605,1,1b,1,1b,1,1b,1,1b,,
AB057606,1,1b,1,1b,1,1b,1,1b,,
AB057607,1,1b,1,1b,1,1b,1,1b,,
AB057608,1,1b,1,1b,1,1b,1,1b,,
AB057609,1,1b,1,1b,1,1b,1,1b,,
AB057610,1,1b,1,1b,1,1b,1,1b,,
AB057611,1,1b,1,1b,1,1b,1,1b,,
AB057612,1,1b,1,1b,1,1b,1,1b,,
AB057613,1,1b,1,1b,1,1b,1,1b,,
AB057614,1,1b,1,1b,1,1b,1,1b,,
AB057615,1,1b,1,1b,1,1b,1,1b,,
AB057616,1,1b,1,1b,1,1b,1,1b,,
AB057679,1,1b,1,1b,1,1b,1,1b,,
AB057680,1,1b,1,1b,1,1b,1,1b,,
AB057681,1,1b,1,1b,1,1b,1,1b,,
AB057682,1,1b,1,1b,1,1b,1,1b,,
AB057683,1,1b,1,1b,1,1b,1,1b,,
AB057684,1,1b,1,1b,1,1b,1,1b,,
AB057685,1,1b,1,1b,1,1b,1,1b,,
AB057686,1,1b,1,1b,1,1b,1,1b,,
AB057687,1,1b,1,1b,1,1b,1,1b,,
AB057688,1,1b,1,1b,1,1b,1,1b,,
AB057689,1,1b,1,1b,1,1b,1,1b,,
AB057690,1,1b,1,1b,1,1b,1,1b,,
AB057691,1,1b,1,1b,1,1b,1,1b,,
AB057692,1,1b,1,1b,1,1b,1,1b,,
AB189078,1,1b,1,1b,1,1b,1,1b,,
AB189079,1,1b,1,1b,1,1b,1,1b,,
AB189080,1,1b,1,1b,1,1b,1,1b,,
AB189081,1,1b,1,1b,1,1b,1,1b,,
AB189082,1,1b,1,1b,1,1b,1,1b,,
AB189083,1,1b,1,1b,1,1b,1,1b,,
AB189084,1,1b,1,1b,1,1b,1,1b,,
AB189088,1,1b,1,1b,1,1b,1,1b,,
AB189089,1,1b,1,1b,1,1b,1,1b,,
AB189090,1,1b,1,1b,1,1b,1,1b,,
AB189091,1,1b,1,1b,1,1b,1,1b,,
AB189092,1,1b,1,1b,1,1b,1,1b,,
AB189093,1,1b,1,1b,1,1b,1,1b,,
AB189094,1,1b,1,1b,1,1b,1,1b,,
AB189095,1,1b,1,1b,1,1b,1,1b,,
AB189096,1,1b,1,1b,1,1b,1,1b,,
AB189098,1,1b,1,1b,1,1b,1,1b,,
AB189099,1,1b,1,1b,1,1b,1,1b,,
AB189100,1,1b,1,1b,1,1b,1,1b,,
AB189101,1,1b,1,1b,1,1b,1,1b,,
AB189102,1,1b,1,1b,1,1b,1,1b,,
AB189103,1,1b,1,1b,1,1b,1,1b,,
AB189104,1,1b,1,1b,1,1b,1,1b,,
AB189105,1,1b,1,1b,1,1b,1,1b,,
AB189106,1,1b,1,1b,1,1b,1,1b,,
AB189107,1,1b,1,1b,1,1b,1,1b,,
AB189108,1,1b,1,1b,1,1b,1,1b,,
AB207786,1,1b,1,1b,1,1b,1,1b,,
AB207787,1,1b,1,1b,1,1b,1,1b,,
AB207788,1,1b,1,1b,1,1b,1,1b,,
AB207789,1,1b,1,1b,1,1b,1,1b,,
AB207790,1,1b,1,1b,1,1b,1,1b,,
AB207791,1,1b,1,1b,1,1b,1,1b,,
AB207792,1,1b,1,1b,1,1b,1,1b,,
AB207793,1,1b,1,1b,1,1b,1,1b,,
AB207794,1,1b,1,1b,1,1b,1,1b,,
AB207795,1,1b,1,1b,1,1b,1,1b,,
AB207796,1,1b,1,1b,1,1b,1,1b,,
AB207797,1,1b,1,1b,1,1b,1,1b,,
AB207798,1,1b,1,1b,1,1b,1,1b,,
AB207799,1,1b,1,1b,1,1b,1,1b,,
AB207800,1,1b,1,1b,1,1b,1,1b,,
AB207801,1,1b,1,1b,1,1b,1,1b,,
AB661394,2,2b,2,2b,2,2b,2,2b,2,2b
AF046866,3,3a,3,3a,3,3a,3,3a,,
AF064490,5,5a,5,5a,5,5a,5,5a,5,5a
AF165045,1,1b,1,1b,1,1b,1,1b,,
AF165046,1,1b,1,1b,1,1b,1,1b,,
AF165047,1,1b,1,1b,1,1b,1,1b,,
AF165048,1,1b,1,1b,1,1b,1,1b,,
AF165049,1,1b,1,1b,1,1b,1,1b,1,1b
AF165050,1,1b,1,1b,1,1b,1,1b,1,1b
AF165051,1,1b,1,1b,1,1b,1,1b,1,1b
AF165052,1,1b,1,1b,1,1b,1,1b,1,1b
AF165053,1,1b,1,1b,1,1b,1,1b,1,1b
AF165054,1,1b,1,1b,1,1b,1,1b,1,1b
AF165055,1,1b,1,1b,1,1b,1,1b,1,1b
AF165056,1,1b,1,1b,1,1b,1,1b,1,1b
AF165057,1,1b,1,1b,1,1b,1,1b,1,1b
AF165058,1,1b,1,1b,1,1b,1,1b,1,1b
AF165059,1,1b,1,1b,1,1b,1,1b,1,1b
AF165060,1,1b,1,1b,1,1b,1,1b,1,1b
AF165061,1,1b,1,1b,1,1b,1,1b,1,1b
AF165062,1,1b,1,1b,1,1b,1,1b,1,1b
AF165063,1,1b,1,1b,1,1b,1,1b,1,1b
AF165064,1,1b,1,1b,1,1b,1,1b,1,1b
AF169003,2,2a,2,2a,2,2a,2,2a,2,2a
AF169005,2,2a,2,2a,2,2a,2,2a,2,2a
AF177036,2,2a,2,2a,2,2a,2,2a,2,2a
AF207752,1,1b,1,1b,1,1b,1,1b,,
AF207753,1,1b,1,1b,1,1b,1,1b,,
AF207754,1,1b,1,1b,1,1b,1,1b,,
AF207755,1,1b,1,1b,1,1b,1,1b,,
AF207756,1,1b,1,1b,1,1b,1,1b,,
AF207757,1,1b,1,1b,1,1b,1,1b,,
AF207758,1,1b,1,1b,1,1b,1,1b,,
AF207759,1,1b,1,1b,1,1b,1,1b,,
AF207760,1,1b,1,1b,1,1b,1,1b,,
AF207761,1,1b,1,1b,1,1b,1,1b,,
AF207762,1,1b,1,1b,1,1b,1,1b,,
AF207763,1,1b,1,1b,1,1b,1,1b,,
AF207764,1,1b,1,1b,1,1b,1,1b,,
AF207765,1,1b,1,1b,1,1b,1,1b,,
AF207766,1,1b,1,1b,1,1b,1,1b,,
AF207767,1,1b,1,1b,1,1b,1,1b,,
AF207768,1,1b,1,1b,1,1b,1,1b,,
AF207769,1,1b,1,1b,1,1b,1,1b,,
AF207770,1,1b,1,1b,1,1b,1,1b,,
AF207771,1,1b,1,1b,1,1b,1,1b,,
AF207772,1,1b,1,1b,1,1b,1,1b,,
AF207773,1,1b,1,1b,1,1b,1,1b,,
AF207774,1,1b,1,1b,1,1b,1,1b,,
AF208024,1,1b,1,1b,1,1b,1,1b,,
AF238481,2,2a,2,2a,2,2a,2,2a,2,2a
AF238482,2,2a,2,2a,2,2a,2,2a,2,2a
AF238483,2,2a,2,2a,2,2a,2,2a,2,2a
AF238484,2,2a,2,2a,2,2a,2,2a,2,2a
AF238485,2,2a,2,2a,2,2a,2,2a,2,2a
AJ851228,1,1d,1,1d,1,1b,1,1b,,
AM408911,5,5a,5,5a,5,5a,2,2j,,
AM910652,1,1g,1,1g,1,1g,1,1g,,
AY051292,1,1c,1,1c,1,1c,1,1c,,
AY651061,1,1c,1,1c,1,1c,1,1c,,
AY859526,6,6a,6,6a,6,6a,6,6a,6,6a
AY878650,6,6xj,6,6xj,6,6l,6,6l,6,6k
AY878651,6,6xj,6,6xj,6,6l,6,6l,6,6k
AY878652,6,6n,6,6n,6,6n,6,6n,6,6n
AY956463,1,1a,1,1a,1,1a,1,1a,,
AY956464,1,1a,1,1a,1,1a,1,1a,,
AY956467,3,3a,3,3a,3,3a,3,3a,,
AY956468,1,1a,1,1a,1,1a,1,1a,,
AY956469,1,1a,1,1a,1,1a,1,1a,,
GU451218,1,1b,1,1b,1,1b,1,1b,1,1b
GU451219,1,1b,1,1b,1,1b,1,1b,1,1b
GU451220,1,1b,1,1b,1,1b,1,1b,1,1b
GU451221,1,1b,1,1b,1,1b,1,1b,1,1b
GU451222,1,1b,1,1b,1,1b,1,1b,1,1b
GU451223,1,1b,1,1b,1,1b,1,1b,1,1b
GU451224,1,1b,1,1b,1,1b,1,1b,1,1b
GU814263,3,3a,3,3a,3,3a,3,3a,3,
GU814265,4,4a,4,4a,4,4a,4,4a,4,
HM566120,4,4a,4,4a,4,4a,4,4a,4,4a
HM566121,5,5a,5,5a,5,5a,5,5a,5,5a
HM746802,1,1a,1,1a,1,1a,1,1a,1,1a
HM746803,1,1a,1,1a,1,1a,1,1a,1,1a
HM746804,1,1a,1,1a,1,1a,1,1a,1,1a
HM746809,1,1a,1,1a,1,1a,1,1a,1,1a
HM746810,1,1a,1,1a,1,1a,1,1a,1,1a
HM746811,1,1a,1,1a,1,1a,1,1a,1,1a
HM746812,1,1a,1,1a,1,1a,1,1a,1,1a
HM746818,1,1b,1,1b,1,1b,1,1b,1,1b
HM746819,1,1b,1,1b,1,1b,1,1b,1,1b
HM746820,1,1b,1,1b,1,1b,1,1b,1,1b
HM746822,1,1b,1,1b,1,1b,1,1b,1,1b
HM746823,1,1b,1,1b,1,1b,1,1b,1,1b
HM746824,1,1b,1,1b,1,1b,1,1b,1,1b
HM746825,1,1b,1,1b,1,1b,1,1b,1,1b
HM746826,1,1b,1,1b,1,1b,1,1b,1,1b
HM746827,1,1b,1,1b,1,1b,1,1b,1,1b
HM746828,1,1b,1,1b,1,1b,1,1b,1,1b
HM746829,1,1b,1,1b,1,1b,1,1b,1,1b
HM746830,1,1b,1,1b,1,1b,1,1b,1,1b
HM746831,1,1b,1,1b,1,1b,1,1b,1,1b
HM746832,1,1b,1,1b,1,1b,1,1b,1,1b
HM746833,1,1b,1,1b,1,1b,1,1b,1,1b
HM746836,1,1b,1,1b,1,1b,1,1b,1,1b
HM746838,1,1b,1,1b,1,1b,1,1b,1,1b
HM746839,1,1b,1,1b,1,1b,1,1b,1,1b
HM746841,1,1b,1,1b,1,1b,1,1b,1,1b
HQ229373,3,3a,3,3a,3,3a,3,3a,3,3a
HQ229425,2,2a,2,2a,2,2a,2,2a,2,2a
HQ450380,6,6u,6,6u,6,6u,6,6u,6,
HQ537007,1,1e,1,1k,1,1b,1,1b,,
HQ537008,4,4v,4,4v,4,4v,4,4v,4,
HQ537009,4,4v,4,4v,4,4v,4,4v,4,
HQ738645,3,3a,3,3a,3,3a,3,3a,3,3a
HQ850278,1,1a,1,1a,1,1a,1,1a,1,
HQ850279,1,1a,1,1a,1,1a,1,1a,1,
HQ850280,1,1a,1,1a,1,1a,1,1a,1,
HQ850281,1,1a,1,1a,1,1a,1,1a,1,
HQ850282,1,1a,1,1a,1,1a,1,1a,1,
HQ850284,1,1a,1,1a,1,1a,1,1a,1,
HQ850285,1,1a,1,1a,1,1a,1,1a,1,
HQ850286,1,1a,1,1a,1,1a,1,1a,1,
HQ850287,1,1a,1,1a,1,1a,1,1a,1,
HQ850288,1,1a,1,1a,1,1a,1,1a,1,
HQ850289,1,1a,1,1a,1,1a,1,1a,1,
HQ850290,1,1a,1,1a,1,1a,1,1a,1,
HQ908282,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908283,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908284,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908285,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908286,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908287,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908288,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908289,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908290,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908291,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908292,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908293,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908294,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908295,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908296,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908297,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908298,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908299,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908300,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908301,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908302,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908303,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908304,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908305,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908306,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908307,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908308,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908309,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908310,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908311,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908312,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908313,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908314,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908315,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908316,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908317,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908318,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908319,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908320,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908321,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908322,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908323,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908324,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908325,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908326,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908327,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908328,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908329,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908330,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908331,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908332,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908333,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908334,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908335,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908336,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908337,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908338,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908339,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908340,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908341,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908342,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908343,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908344,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908345,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908346,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908347,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908348,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908349,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908350,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908351,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908352,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908353,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908354,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908355,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908356,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908357,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908358,1,1b,1,1b,1,1b,1,1b,1,1b
HQ908359,1,1b,1,1b,1,1b,1,1b,1,1b
HQ912953,3,3a,3,3a,3,3a,3,3a,3,3a
HQ912954,6,6a,6,6a,6,6a,6,6a,6,6a
HQ912955,6,6a,6,6a,6,6a,6,6a,6,6a
JF509176,3,3a,3,3a,3,3a,3,3a,3,3a
JF735121,3,3h,3,3h,3,3h,3,3h,3,3h
JF735122,3,3k,3,3k,3,3k,3,3k,3,3k
JF735123,3,3g,3,3g,3,3g,3,3g,3,3g
JF735126,3,3h,3,3h,3,3h,3,3h,3,3h
JF735127,4,4b,4,4b,4,4v,4,4k,4,
JF735132,4,4p,4,4q,4,4a,4,4v,4,
JF735133,4,4v,4,4v,4,4v,4,4v,4,4q
JF735134,4,4b,4,4b,4,4k,4,4k,4,
JF735135,4,4c,4,4c,4,4a,4,4a,4,
JF735136,4,4s,4,4s,4,4v,,"unassigned_1, 4v-4g",4,
JF735137,4,4a,4,4a,4,4a,4,4a,4,4a
JF735138,4,4b,4,4b,4,4v,4,4k,4,
JN377747,1,1b,1,1b,1,1b,1,1b,1,1b
JN377748,1,1b,1,1b,1,1b,1,1b,1,1b
JN377749,1,1b,1,1b,1,1b,1,1b,1,1b
JN377750,1,1b,1,1b,1,1b,1,1b,1,1b
JN377751,1,1b,1,1b,1,1b,1,1b,1,1b
JN377752,1,1b,1,1b,1,1b,1,1b,1,1b
JN377753,1,1b,1,1b,1,1b,1,1b,1,1b
JN377754,1,1b,1,1b,1,1b,1,1b,1,1b
JN377755,1,1b,1,1b,1,1b,1,1b,1,1b
JN377756,1,1b,1,1b,1,1b,1,1b,1,1b
JN377757,1,1b,1,1b,1,1b,1,1b,1,1b
JN377758,1,1b,1,1b,1,1b,1,1b,1,1b
JN377759,1,1b,1,1b,1,1b,1,1b,1,1b
JN377760,1,1b,1,1b,1,1b,1,1b,1,1b
JN377761,1,1b,1,1b,1,1b,1,1b,1,1b
JN377762,1,1b,1,1b,1,1b,1,1b,1,1b
JN377763,1,1b,1,1b,1,1b,1,1b,1,1b
JN377764,1,1b,1,1b,1,1b,1,1b,1,1b
JN377765,1,1b,1,1b,1,1b,1,1b,1,1b
JN377766,1,1b,1,1b,1,1b,1,1b,1,1b
